"survey","tmean_year","tmean_winter","tmean_breeding","prec_year","prec_winter","prec_breeding","hh","unique","LULC_0","LULC_11","LULC_22","LULC_33","LULC_44","LULC_55","LULC_66","LULC_77"
"AF94_1",8.77750721383224,2.38526751948259,8.51939834551958,634.137615158191,153.124931321425,128.103598390175,0.654479600749046,3,0.432475312495405,0,0,0.263099871933481,0.298336148798784,0.00608866677233008,0,0
"AF95_1",8.75666378017942,2.34445410060313,8.51735611481683,643.156500574995,155.306817424807,129.902810811156,0.575343714499169,5,0.546710118086632,0,0,0.349062980493874,0.0220310037221919,0.0463856708121011,0,0.0358102268852017
"AF96_1",8.73075182714935,2.2774076667362,8.51061165729971,648.022422918301,156.749272617566,130.26159364061,0.610155502954433,4,0.546710118086649,0,0,0.252884950173074,0.0413778219260443,0,0,0.159027109814233
"AF97_1",8.74748908092888,2.2828317675432,8.54161102422078,636.726807673866,153.925928369638,128.323703426271,0.474917151687391,5,0.675447974675482,0,0,0.255842963185316,0.00268418551038751,0.0110155018608449,0,0.0550093747679707
"AF98_1",8.73509369219454,2.23752126273127,8.54637254719238,635.534109839598,153.351757459459,128.117911276935,0.464712421207272,3,0.691863212697824,0,0,0.221665486279843,0,0,0,0.0864713010223335
"AF99_1",8.72136898944696,2.22445785310852,8.54436782993506,638.982855946646,153.871305083348,128.890239244196,0.474758153387068,2,0.612342882758393,0,0,0.387657117241607,0,0,0,0
"BC10_1",8.52604497117056,2.31337121905847,8.31374268728592,705.781325364328,175.60399982546,141.546839788868,0.595505549096321,5,0.159246105920701,0,0,0.411457968206845,0.0744125014939774,0.257464753724383,0,0.0974186706540939
"BC11_1",8.55453485329584,2.36941536304661,8.33515191154878,703.707746974652,175.495938731163,141.498078077144,0.546799254461468,4,0.596537759574353,0,0,0.257758363356234,0,0.0969945417455595,0,0.048709335323853
"BC20_1",8.5216090355431,2.25222424574114,8.33884311995448,672.768958836566,166.424371050254,134.693639481393,0.75369206484551,6,0,0.00543142722909764,0.229882244893078,0.0543837498299692,0.353208044589856,0.202912706972045,0,0.154181826485954
"BC21_1",8.51568843194623,2.28521128331316,8.31924583708412,691.810161472899,171.400761881224,139.221090998178,0.689908880456291,6,0.000498452931751062,0,0.0834584985144627,0.259555293773208,0.436564417651838,0.203622491358314,0,0.0163008457704262
"BC22_1",8.53222273857114,2.33431685792854,8.3337776455939,703.053622903697,174.519837076173,142.039121320279,0.628863941498801,4,0.358421419739082,0,0,0.468325208925642,0.144337033822821,0.028916337512455,0,0
"BC23_1",8.57356794484023,2.3918303966648,8.37702312752133,697.390451179257,173.185808717082,140.941354997505,0.236587864242912,4,0.866329110387072,0,0,0.111618687716774,0.0204936456712698,0.00155855622488421,0,0
"BC30_1",8.49247952487331,2.15533586627083,8.34355824971507,681.211788741437,167.152759783214,136.25171559602,0.250445664164378,3,0,0.121879289794346,0.85688315468945,0,0,0.0212375555162041,0,0
"BC31_1",8.50826427231146,2.2154644535141,8.34858359141039,674.930059370735,166.138292324059,135.479707249559,0.540072795191187,5,0,0.0391467763495599,0.648477699454678,0.156855622600465,0.0911844471039307,0.0643354544913657,0,0
"BC32_1",8.48410910324099,2.22799018204747,8.31007795012647,688.403334296246,169.586824601983,138.897920562531,0.679787461262237,4,0,0,0.315541611290894,0.182128609520623,0.41303556023193,0.0892942189565536,0,0
"BC33_1",8.48237220322,2.25601196356189,8.29229347103908,705.938500557279,173.939034143885,142.769119000363,0.6434092761478,4,0.107349511135624,0,0,0.329435791324981,0.462620738298279,0.100593959241116,0,0
"BC34_1",8.54773990870938,2.30794711800695,8.36689726659117,696.717466786848,172.382031438998,140.992629439072,0.390122416826543,4,0.765031237684855,0,0,0.094630230697258,0.114629039926166,0.0257094916917212,0,0
"BC40_1",8.44388367560163,2.04156526595088,8.32582930437392,689.185812640302,167.546745322491,138.592216548935,0.155340491034104,2,0,0.0848738089653363,0.915126191034664,0,0,0,0,0
"BC41_1",8.45831545691794,2.09779717610077,8.3209457992336,683.368547097455,166.88202336603,137.542639851999,0.478571105804336,2,0,0.396489386544993,0.603510613455007,0,0,0,0,0
"BC42_1",8.45074364420979,2.12712945384032,8.30134473871402,682.097482611557,166.873230842317,137.679886302956,0.219805384236555,5,0,0.045961484495204,0.87965114728209,0.00543741713527093,0.0110524261757887,0.057897524911646,0,0
"BC43_1",8.39974446369474,2.11395783663755,8.23502131185067,700.242466932864,171.356005516459,141.533540811344,0.674901705732427,5,0,0,0.178747751098121,0.0514605518786043,0.503002375537109,0.104435591895765,0,0.162353729590401
"BC44_1",8.50450431049814,2.24737376749775,8.33098264980287,690.700885157194,169.288101561638,140.205607508722,0.668385114668699,6,0.137827108579885,0,0.00255678731890827,0.366993160831666,0.415713124655777,0.0444262095937246,0,0.0324836090200385
"BC45_1",8.54548200624044,2.30674348461386,8.36681423778945,700.030204524679,171.903459131856,141.934548442117,0.441293153790489,2,0.679573180419439,0,0,0.310055027688158,0,0.0103717918924028,0,0
"BC50_1",8.47571129480133,2.00176015515484,8.38339300690578,663.230866437649,159.981125702028,134.208360840745,0.662769755139725,5,0.312119645273173,0.0974186720438042,0.471301388764753,0,0,0.0361644753147433,0,0.082995818603526
"BC51_1",8.46953569710158,2.04285819883647,8.35821479461151,662.708590852433,160.46943665501,134.445458290462,0.589488272496726,5,0.311820810003199,0.0775932457830977,0.551944793614417,0,0,0.0504907275334045,0,0.00815042306588229
"BC52_1",8.42416714026405,2.04305442545417,8.29930752795384,684.334607958378,166.138140472337,138.977862892165,0.485280040340072,5,0.0250477079830237,0.240429564880964,0.674088165061542,0,0.0358003979050109,0.0246341641694599,0,0
"BC53_1",8.38772585424343,2.05049000809198,8.24466670808225,684.792074795089,166.258605950943,139.240166729572,0.476955922497581,4,0,0.101869109892906,0.683514982377652,0.00137392512027463,0.213241982609168,0,0,0
"BC54_1",8.43783961298196,2.1320080253845,8.28383805059077,688.97662830783,167.459478582236,140.145938489551,0.753401808141167,6,0,0.00951001994633482,0.185202355770386,0.0920375396111083,0.380266684018824,0.186855392596871,0,0.146128008056477
"BC55_1",8.46103304122585,2.1925427876132,8.29372597303044,706.97037621846,172.458852636863,143.842954226777,0.670313814489396,5,0,0.00855788797426621,0.157880139762441,0.478804956903946,0.107329005468121,0.247428009891226,0,0
"BC56_1",8.48049999146735,2.23007243121929,8.30917891676167,709.194096395043,173.262453509032,144.351664272071,0.386665979250559,6,0.773444960339155,0.0243546680093963,0.0169315921368592,0.100472790860552,0,0.0261548395412937,0,0.0586411491127447
"BC60_1",8.3823604776541,1.84622386929849,8.31364602231722,691.932184890679,166.342678355791,140.976502388593,0.0926734719016129,2,0,0.0487093352957614,0.951290664704239,0,0,0,0,0
"BC61_1",8.55170177320764,2.06007639985872,8.46823750475287,637.258872431576,153.169460218216,129.938291469169,0.324834595845448,4,0.813375649124581,0,0.0522262740536823,0,0,0.0369794062365865,0,0.0974186705851503
"BC62_1",8.49681980502993,2.06121191399227,8.39345470895456,664.436725256652,160.10143530811,135.371760548296,0.631948624410224,4,0.419785258138022,0.418096200742103,0.125139134882386,0,0,0.0369794062374888,0,0
"BC63_1",8.45896712965155,2.0579137190981,8.33706557762197,659.864887268476,159.091232244192,134.680319659228,0.213983101362365,2,0,0.121835420327581,0.878164579672419,0,0,0,0,0
"BC64_1",8.5194753470255,2.15177079521431,8.38658283821346,645.824357252768,155.830556066318,132.076485098438,0.421723465665492,5,0,0.0229735896390526,0.740947505070021,0.123753837139164,0.0157967798002267,0.0965282883515356,0,0
"BC65_1",8.49338774984288,2.15656635800845,8.35515421152899,672.021972677702,162.68125759984,137.160949163586,0.73784718151351,6,0.114530050513057,0.0157967798011419,0.351807972777676,0.260192893053685,0.0487093352958359,0.208962968558604,0,0
"BC70_1",8.45098009909274,1.84560505879106,8.41072791897799,646.056412702275,154.603336385134,133.631653850023,0.265530668714558,5,0.0122005517243808,0,0.852167099691532,0.073064003025229,0,0.0517287876611988,0,0.0108395578976593
"BC71_1",8.49516495249036,1.94641106735449,8.4368639816993,648.933564625992,154.307049723729,134.090177866645,0.652467623791772,5,0.521968010654431,0.0974186706939372,0.197039722044869,0,0,0.157857935110041,0,0.0257156614967221
"BC72_1",8.51627496719061,2.01413145488988,8.43677982631469,656.649010071934,157.341368434764,134.400515884846,0.63242295935351,6,0.554653957726629,0.109148599765803,0.201666507720864,0.0662791442520898,0,0.0195424551863951,0,0.0487093353482197
"BC73_1",8.49715473337998,2.04067450687728,8.4031242438789,654.463483408987,156.415385118644,134.487296039617,0.379532457563268,4,0.00813370114941463,0,0.765568256027276,0.0554941940851705,0,0.170803848738138,0,0
"BC74_1",8.52145321760719,2.10211902494033,8.41561321924812,664.035703822705,158.953647758654,135.867421472631,0.351726122094395,4,0,0,0.789528280327533,0.145177515211902,0.035643685422409,0.0296505190381563,0,0
"BC75_1",8.53550602217156,2.13504672527086,8.4270665076016,660.922418164814,158.319125326163,135.030350387991,0.666705326696223,5,0.0930131958722848,0,0,0.496278236352236,0.181549725175261,0.146141543995023,0,0.0830172986051965
"BC80_1",8.52482449349009,1.85004219893882,8.51139922671239,629.027404536329,149.410914390165,131.31212096431,0.371778391733908,4,0.77668136411993,0,0,0.0649135802988445,0,0.0150627851545681,0,0.143342270426657
"BC81_1",8.45668226346588,1.8293069925015,8.42507147091946,660.518773100832,156.699011248195,137.440112660284,0.568578343239753,7,0.164345166872868,0.174045457358607,0.610601649883605,0.0325050907508262,0.00178139149686473,0.00178139149677921,0,0.0149398521404484
"BC82_1",8.51573622769558,1.93183874633708,8.46078593459166,645.781639444663,153.397286872002,133.675441544982,0.574245270098892,7,0.625739895395013,0.0451465525280213,0.0225732762639852,0.146128006602209,0.022573276263956,0.0810398946221903,0,0.056799098324625
"BC83_1",8.54347288693809,2.01628236415566,8.47246782731253,641.9484368784,152.340721617122,132.583684981742,0.746987555073223,6,0.383397494618269,0.0487093355347059,0.072604938323953,0.0974186710694118,0,0.129170037809085,0,0.268699522644576
"BC84_1",8.50058092371773,2.00981891800071,8.4190079433796,663.334404137269,157.641357378458,136.597494482486,0.596427188630747,6,0,0.0243546677664559,0.0631206298712461,0.270868020781239,0.567909834113156,0.0229974644555695,0,0.0507493830123332
"BC85_1",8.4912961948185,2.0423622417849,8.40601143901458,666.548590021301,158.424571370412,136.810377676006,0.544825241907151,3,0,0,0,0.405115249144637,0.521820747551264,0.0730640033040986,0,0
"BC86_1",8.52964706313426,2.09186917344218,8.44326204109731,659.216598936051,156.513204999434,135.596958954903,0.362649621786409,4,0.779734112617133,0,0,0.162131827566155,0.0337793920502303,0,0,0.0243546677664822
"BC91_1",8.52910887195001,1.8347957952316,8.522300579567,628.1167317402,148.162225726718,131.923898118507,0,1,1,0,0,0,0,0,0,0
"BC92_1",8.53494186141033,1.89736981326814,8.51128410568682,630.449419308734,148.363572768592,131.914076396403,0.119888192722357,2,0.935954015509459,0,0,0,0,0,0,0.0640459844905409
"BC93_1",8.53034565360757,1.93688363795295,8.48959777940595,643.098482913717,151.613569698314,133.81860411033,0.480941097045024,6,0.70093272695341,0.0243546676858827,0.0103560025906056,0.137999064278121,0,0.0667116932738714,0,0.0596458452181103
"BC94_1",8.51893532843579,1.95902321164148,8.45895070168003,641.331317238237,151.421104416384,133.097493391644,0.69853961141487,7,0.00537210035733971,0.0179478601011821,0.0788878184145125,0.487980239816509,0.121710180593743,0.154820273413786,0,0.133281527302928
"BC95_1",8.490650232197,1.97106535964532,8.4286207926116,649.359926568807,153.321199388975,134.690118214492,0.637662997215637,4,0,0.0478609602733503,0.112980210204883,0.419645740929251,0.413424421670874,0.00608866692164076,0,0
"BC96_1",8.49559220434284,2.01197593682247,8.42157121548466,657.774399323697,155.210377665955,136.044299457838,0.628106445041363,5,0.228983019203049,0,0,0.103064753478357,0.54660307644349,0.0239304801350646,0,0.0974186707400392
"BD00_1",8.58957636697426,2.03416672435742,8.47947623218767,678.821053718637,163.018127767962,135.334695771074,0.39921083983177,5,0,0.0143047711355446,0.764322402487813,0.0796177738914347,0,0.0686910479923048,0,0.073064004492903
"BD01_1",8.55398409439609,2.03359963487679,8.43725978290516,687.168690350246,165.792778574055,136.596977826599,0.101168389227505,4,0,0.0100498970061024,0.947377061821588,0,0.0227875583882972,0.0197854827840125,0,0
"BD02_1",8.43443468672534,1.95964839552729,8.30569073752138,708.78232113397,171.917803099925,140.550074848328,0.312232878122389,4,0,0.178090825842576,0.809694952356518,0,3.68877194836126e-05,0.0121773340814216,0,0
"BD03_1",8.45673789626507,2.01822538713681,8.31959226244577,679.364445711772,164.427041881726,134.991180586439,0.152684414648183,3,0,0.0487093363285939,0.918215502344006,0,0,0.0330751613274001,0,0
"BD04_1",8.56713890407124,2.17146222210408,8.4167892495707,666.313380658738,162.665462590032,132.260243634541,0.389430930830572,4,0.12494311179121,0.048709336326083,0.766736291609034,0,0,0.0596112602736734,0,0
"BD05_1",8.62458055612356,2.2904622398495,8.44827833819331,665.074943897376,163.572233369421,132.28809582597,0.489849413574101,6,0.692736330771626,0.00232366346977032,0.0404444778605873,0.0730640044932855,0,0.144851356750077,0,0.0465801666546544
"BD06_1",8.62420259849407,2.32955896682257,8.43385239878983,669.877709310192,165.527826774731,133.200634265342,0.536210744684642,4,0.629202615861828,0.122604995395968,0,0,0,0.0190685606332033,0,0.229123828109
"BD07_1",8.62388562734902,2.33856947946123,8.4330032935128,668.998440999745,165.134697308918,133.240180345008,0.383421760760305,5,0.771707826474879,0.0235230135783356,0,0.132536810042142,0,0.0487093363263895,0,0.0235230135782544
"BD08_1",8.62478368966288,2.39099770011759,8.41492012414542,671.525055720781,166.645473112012,134.006569788207,0.446195758994075,4,0.720891447329606,0,0,0.150580837142159,0,0.0243546681640824,0,0.104173047364152
"BD09_1",8.60245271587688,2.39212425528272,8.39463704596138,689.187013425202,171.57874857683,137.993410255097,0.370788969989708,5,0.773447065011321,0,0,0.0453344828784415,0.00760814870303041,0.00380407435153803,0,0.169806229055669
"BD10_1",8.53579156920474,1.87769361589112,8.4696102457731,687.587448537486,164.486147307703,136.535289901623,0.180601745218519,3,0,0.048709335326563,0.902581329346874,0,0.048709335326563,0,0,0
"BD11_1",8.48287396296303,1.86393276973766,8.4057717217507,697.717071067482,167.70638050286,138.187997396861,0.622203863621672,5,0,0.0487093353236198,0.352162695798104,0.0175399637245844,0.491777483052546,0.0898105221011457,0,0
"BD12_1",8.3967811980809,1.81892349889759,8.30719870291332,697.628574368075,168.706827172179,137.892126392565,0.557102739782818,3,0,0.0654558544393135,0.498307627680523,0,0.436236517880163,0,0,0
"BD13_1",8.39363785483941,1.86871789118291,8.29145359392921,685.073138991547,164.818655514341,135.558975239373,0.650263989143008,5,0.112555096055323,0.316610679623003,0.482633795929533,0.044100214196084,0,0.0441002141960563,0,0
"BD14_1",8.54329311933975,2.05598584534308,8.42675107460699,655.603194867625,158.514637803915,129.656449478803,0.464864935689273,5,0.693505833984306,0,0.0780839148246475,0.00460912111633293,0,0.00460912111638969,0,0.219192008958324
"BD16_1",8.54436328247971,2.15327418295068,8.39875434987064,703.744866692518,171.934332703719,139.055828824998,0.0356197841155215,2,0.981861087806682,0.0181389121933177,0,0,0,0,0,0
"BD17_1",8.39280487422555,2.03740760124626,8.23421985819209,739.792072032448,181.185343668198,145.804547578601,0.471510325348269,4,0.671243154844585,0.0277044842592141,0.276697693233995,0,0,0,0,0.024354667662206
