atlas,period,survey,site,X,Y,expected_richness,dominant_variable,dominant_variable_label,dominant_direction,dominant_total_importance,dominant_net_score,dominant_direction_balance,total_site_importance,relative_dominance,n_species_contributing
1,1970s,BC65_1,BC65,482500.0574243303,6327499.644156614,51.28103726929712,perc_forest,Forest (% coverage),Mostly positive,0.005746561711187737,0.004851316856334237,0.8442120871841354,0.0170769485810241,0.3365098679030582,157
1,1970s,BC70_1,BC70,487500.0281488765,6302499.681272506,64.7490479030148,perc_cropland,Cropland (% coverage),Mixed,0.005672782759958398,-0.001204823540205562,-0.21238668766057203,0.023792573930012592,0.23842661061578535,157
1,1970s,BC71_1,BC71,487500.02372481115,6307499.714883644,60.38357626470276,perc_forest,Forest (% coverage),Mostly positive,0.005907449253216901,0.0035328674470645137,0.5980360212388944,0.021674220409999417,0.27255648145441463,157
1,1970s,BC72_1,BC72,487500.06305016344,6312499.673261789,48.22099717192691,perc_cropland,Cropland (% coverage),Mixed,0.006516146506464477,-0.001447644367703519,-0.2221626487782854,0.023342063148808982,0.2791589785754204,157
1,1970s,BC73_1,BC73,487500.0249803983,6317499.668063927,58.48225663276217,perc_cropland,Cropland (% coverage),Mixed,0.00519007229070616,-5.010066894214699e-4,-0.09653173623778236,0.022128927419958408,0.2345379056205479,157
1,1970s,BC74_1,BC74,487500.03132666176,6322499.698896714,42.587236255358214,perc_cropland,Cropland (% coverage),Mixed,0.004664045612830598,0.001082564341712068,0.23210843794794328,0.018485989115401696,0.2523016530905952,157
1,1970s,BC75_1,BC75,487500.08176904864,6327499.654417714,51.756777905554216,perc_forest,Forest (% coverage),Mostly positive,0.005711433253555383,0.0037116974607571125,0.6498714588753305,0.021822086249589926,0.26172718722815563,157
1,1970s,BC81_1,BC81,492500.041047909,6307499.729905474,60.25456730865583,perc_cropland,Cropland (% coverage),Mostly negative,0.006335789510396243,-0.0017681309354728968,-0.27907034041639384,0.024382685152706442,0.2598478990609851,157
1,1970s,BC82_1,BC82,492500.03649829555,6312499.667744995,72.34200623276175,perc_cropland,Cropland (% coverage),Mostly negative,0.006528713085715921,-0.002453316736443917,-0.3757734034616246,0.025273704841876056,0.2583203818578463,157
1,1970s,BC83_1,BC83,492499.997856006,6317499.641786334,70.33949581098166,perc_cropland,Cropland (% coverage),Mostly negative,0.007322503748250699,-0.003628389542804408,-0.4955121455105035,0.027804913847889336,0.2633528659110213,157
1,1970s,BC84_1,BC84,492500.0467049848,6322499.651782474,76.8910128692352,perc_forest,Forest (% coverage),Mostly positive,0.006949671015515661,0.005157829368878389,0.7421688533691952,0.022398610895043778,0.3102724114491153,157
1,1970s,BC85_1,BC85,492500.0614262203,6327499.586613408,53.17766364480217,perc_forest,Forest (% coverage),Mostly positive,0.006091288091046163,0.005070945577286443,0.8324915028629882,0.019383883209086107,0.31424498514265187,157
1,1970s,BC93_1,BC93,497500.0048648076,6317499.628014286,45.9553281467124,perc_cropland,Cropland (% coverage),Mostly negative,0.00865284067485286,-0.004284871867326151,-0.4951982855501976,0.02981052128451834,0.2902613004404786,157
1,1970s,BC94_1,BC94,497500.0354478817,6322499.62760691,77.14497176600275,tmean_breeding,Temperature,Mostly positive,0.00567276700565962,0.005399158668666805,0.9517680989330533,0.02310605909878902,0.24550993232579965,157
1,1970s,BC95_1,BC95,497500.0144291096,6327499.551978993,57.76193048274094,perc_forest,Forest (% coverage),Mostly positive,0.006320640513735997,0.005362579005469228,0.8484233510536293,0.018837284938601415,0.335538828145224,157
1,1970s,BC96_1,BC96,497500.0027015511,6332499.623702109,57.99029213644681,perc_forest,Forest (% coverage),Mostly positive,0.006988589413400601,0.005420270548481772,0.7755886385439125,0.02099005080008204,0.33294771317910704,157
1,1970s,BD00_1,BD00,452500.055170292,6252499.551853021,44.01055121661353,perc_cropland,Cropland (% coverage),Mixed,0.0057516868167365445,-5.188004074383256e-4,-0.09019969688347676,0.02294485561082791,0.250674352207397,157
1,1970s,BD01_1,BD01,452500.062128352,6257499.642154956,32.01483221753371,perc_forest,Forest (% coverage),Mostly positive,0.004073997525345614,0.0037065179356357923,0.9097987695319852,0.01404413790854112,0.2900852691618729,157
1,1970s,BD02_1,BD02,452500.0451360465,6262499.658862274,33.29510004960828,perc_cropland,Cropland (% coverage),Mostly positive,0.0038582077525246995,0.002578579743407532,0.6683361573052109,0.014110250680935884,0.2734329700986431,157
1,1970s,BD03_1,BD03,452500.00491227995,6267499.601946497,31.220349603946705,perc_cropland,Cropland (% coverage),Mostly positive,0.0038394161473071136,0.0029231468873832413,0.7613519283220902,0.013717712030519795,0.27988750155747577,157
1,1970s,BD04_1,BD04,452500.0060987118,6272499.69329495,28.336475431345725,perc_cropland,Cropland (% coverage),Mostly positive,0.005311915776096396,0.001355895994825786,0.25525555222982144,0.01892150094655756,0.28073437678646773,157
1,1970s,BD05_1,BD05,452499.98535578116,6277499.71096541,27.288650392112405,perc_cropland,Cropland (% coverage),Mostly negative,0.011075625973795803,-0.0070175271390192735,-0.6336009500160332,0.038367084418331726,0.28867520536702257,157
1,1970s,BD06_1,BD06,452500.00592764583,6282499.765541134,30.774544490237496,perc_cropland,Cropland (% coverage),Mostly negative,0.011819421477394914,-0.007986528850531121,-0.6757123320972737,0.03937235974976202,0.30019591288191344,157
1,1970s,BD07_1,BD07,452500.0058695333,6287499.746381921,56.981733734713096,perc_cropland,Cropland (% coverage),Mostly negative,0.008637255234005776,-0.005664713656377777,-0.6558465048103717,0.0321623036237003,0.26855213280310586,157
1,1970s,BD08_1,BD08,452499.9871680592,6292499.764766518,76.58981591818177,perc_cropland,Cropland (% coverage),Mostly negative,0.007494155583509891,-0.003993040455142995,-0.5328205974171746,0.028218718022806316,0.26557392073775743,157
1,1970s,BD10_1,BD10,457500.0642796085,6252499.626853711,37.17791874458678,perc_forest,Forest (% coverage),Mostly positive,0.0039283311660947085,0.0034143256180473504,0.8691542219037636,0.014794628368524465,0.26552415297245474,157
1,1970s,BD11_1,BD11,457500.03424585843,6257499.62756949,59.03360736470905,perc_forest,Forest (% coverage),Mostly positive,0.007186813014371938,0.006962768220109472,0.9688255706925407,0.015961227849996394,0.45026692695033244,157
1,1970s,BD12_1,BD12,457500.0261392312,6262499.665304576,45.79161920360202,perc_forest,Forest (% coverage),Mostly positive,0.006191656476559844,0.005972776346041911,0.9646491804985368,0.014832748405772018,0.41743150407313734,157
1,1970s,BD13_1,BD13,457500.03933642176,6267499.628727978,47.5710651799482,perc_forest,Forest (% coverage),Mostly positive,0.0041176364655176115,0.003452158410003197,0.8383834850192974,0.014757464322800099,0.27902059428704934,157
1,1970s,BD17_1,BD17,457500.0192793853,6287499.743606095,34.29745939823751,perc_cropland,Cropland (% coverage),Mostly negative,0.0077803386998506535,-0.00214001845953646,-0.2750546656249732,0.025197978910352147,0.30876836303145877,157
1,1970s,BD18_1,BD18,457500.0290933364,6292499.781524262,78.38756532982666,perc_cropland,Cropland (% coverage),Mostly negative,0.006223735391983781,-0.0022392094187995383,-0.3597854468047689,0.025163434999786974,0.24733250416870625,157
1,1970s,BD19_1,BD19,457500.063487968,6297499.744964002,67.13935349383976,perc_forest,Forest (% coverage),Mostly positive,0.005926288266608432,0.004051082216858394,0.6835783267047852,0.02133779325095458,0.2777366992410666,157
1,1970s,BD20_1,BD20,462500.0521724849,6252499.692892568,40.72555951625907,perc_forest,Forest (% coverage),Mostly positive,0.0055442619023013855,0.005325257988518343,0.9604989956026183,0.014634730284836459,0.3788427797706654,157
1,1970s,BD21_1,BD21,462500.04652625887,6257499.613366459,52.861741200880175,perc_forest,Forest (% coverage),Mostly positive,0.009286716812388596,0.009268789321809499,0.9980695555876989,0.017110684605042312,0.5427437315776314,157
1,1970s,BD22_1,BD22,462500.04672205047,6262499.682150681,41.39131854818906,perc_forest,Forest (% coverage),Mostly positive,0.008192433949728808,0.008177794471196225,0.9982130489397393,0.015524031610149345,0.5277259255496966,157
1,1970s,BD26_1,BD26,462500.0396707308,6282499.770858137,64.70604748676764,perc_cropland,Cropland (% coverage),Mixed,0.005460653599874871,-0.0010717050308441452,-0.19625947906102356,0.022683225330665004,0.24073532402346334,157
1,1970s,BD27_1,BD27,462500.0084153306,6287499.80222181,54.827876675882955,perc_forest,Forest (% coverage),Mostly positive,0.005762927945347973,0.005264424572151248,0.9134982463906852,0.015287649180324084,0.37696626063117206,157
1,1970s,BD28_1,BD28,462500.04522956035,6292499.758577253,58.04962780770294,perc_forest,Forest (% coverage),Mostly positive,0.0052824159036906895,0.004714222146029332,0.8924367622654675,0.015302744287046859,0.34519402563382284,157
1,1970s,BD29_1,BD29,462500.0292985126,6297499.752303558,43.23723051249929,perc_forest,Forest (% coverage),Mostly positive,0.004838538912472426,0.004257387729670578,0.8798911834099754,0.0154411759874273,0.31335300604125743,157
1,1970s,BD31_1,BD31,467500.0543298067,6257499.600372754,44.691541501516376,perc_forest,Forest (% coverage),Mostly positive,0.00814620910511556,0.00810334750715439,0.994738460870805,0.015861258669390508,0.5135915928813606,157
1,1970s,BD32_1,BD32,467500.06232946395,6262499.710226541,35.51008608310488,perc_forest,Forest (% coverage),Mostly positive,0.0059879970489548845,0.0059662387506450336,0.9963663478568934,0.013569040814156778,0.4412984772444284,157
1,1970s,BD35_1,BD35,467500.0749060298,6277499.704398919,42.02722825763121,perc_cropland,Cropland (% coverage),Mostly negative,0.008350887895229087,-0.003330145954570172,-0.39877747089296994,0.02870328528492267,0.29093839998920473,157
1,1970s,BD36_1,BD36,467500.0370856172,6282499.739297631,59.792193666621934,perc_cropland,Cropland (% coverage),Mostly negative,0.006508762966539195,-0.0018602967503025289,-0.2858141800317666,0.02445702292692411,0.2661306319247002,157
1,1970s,BD37_1,BD37,467500.0506595336,6287499.810571126,66.21271216958081,perc_forest,Forest (% coverage),Mostly positive,0.006039999197300435,0.003412102719190928,0.5649177438162508,0.022859472108012514,0.26422303930559027,157
1,1970s,BD38_1,BD38,467500.0539126969,6292499.807359152,35.806320571769284,perc_cropland,Cropland (% coverage),Mixed,0.0065326756589340965,-5.603777125201642e-4,-0.08578073392543083,0.023399803835896356,0.27917651381814906,157
1,1970s,BD39_1,BD39,467500.0473273079,6297499.729633846,62.35458655987677,perc_forest,Forest (% coverage),Mostly positive,0.004288369448889558,0.002843528198430988,0.6630791102122274,0.018492338751762993,0.2318997886884762,157
1,1970s,BD40_1,BD40,472500.0931846446,6252499.686959085,34.22505290946093,perc_forest,Forest (% coverage),Mostly positive,0.005702305449197861,0.005677414942575928,0.9956350099370013,0.01347975213865387,0.42302747042701266,157
1,1970s,BD41_1,BD41,472500.0753691514,6257499.700065501,35.632828947141014,perc_forest,Forest (% coverage),Mostly positive,0.004888362230318897,0.004834172037393678,0.9889144481582978,0.012917591923958853,0.37842674231349777,157
1,1970s,BD42_1,BD42,472500.0892348051,6262499.638397401,46.30602888787784,perc_forest,Forest (% coverage),Mostly positive,0.004955131408238777,0.004473757075969549,0.9028533670229496,0.014740178941419555,0.33616494263275015,157
1,1970s,BD43_1,BD43,472500.0750117887,6267499.724942416,42.0589271889529,perc_cropland,Cropland (% coverage),Mixed,0.005862831282875337,-6.83448601400931e-4,-0.11657313138060217,0.02166910716213781,0.27056173745448064,157
1,1970s,BD44_1,BD44,472500.09313145553,6272499.736661749,37.82619086345997,perc_cropland,Cropland (% coverage),Mostly negative,0.007203862787794125,-0.00240588053029237,-0.33397089883066305,0.02537947427694718,0.28384602096890466,157
1,1970s,BD45_1,BD45,472500.082515051,6277499.673930096,49.39722512433694,perc_cropland,Cropland (% coverage),Mixed,0.005629938763129767,-5.00656997863459e-4,-0.08892760986002915,0.021816091327311094,0.25806358612377867,157
1,1970s,BD46_1,BD46,472500.04509961524,6282499.759338391,51.316581356752216,perc_cropland,Cropland (% coverage),Mostly negative,0.008760913450471076,-0.004145096163763665,-0.4731351573323421,0.029476206255560133,0.29721984486448266,157
1,1970s,BD47_1,BD47,472500.0410912281,6287499.769842108,64.21813688275931,perc_cropland,Cropland (% coverage),Mostly negative,0.008240734822331773,-0.0042088106147255356,-0.5107324413983052,0.02943333593691506,0.27997964077175186,157
1,1970s,BD48_1,BD48,472500.0707461879,6292499.705413405,67.59824724393661,perc_cropland,Cropland (% coverage),Mostly negative,0.007567905799902569,-0.0036139252192291804,-0.47753306063557327,0.027813335130768193,0.2720963079156465,157
1,1970s,BD49_1,BD49,472500.07474827545,6297499.789050161,57.099598087305694,perc_forest,Forest (% coverage),Mostly positive,0.005550480014475363,0.0035946675738846327,0.6476318380590376,0.020419668113637345,0.27182028540260433,157
1,1970s,BD50_1,BD50,477500.11881933274,6252499.615843311,43.51739222150194,perc_forest,Forest (% coverage),Mostly positive,0.005596954175635285,0.0055571233772084274,0.9928834867721001,0.013463531736917798,0.41571218347471983,157
1,1970s,BD51_1,BD51,477500.0634254692,6257499.690373675,58.5600117625272,perc_forest,Forest (% coverage),Mostly positive,0.005557807724682132,0.004132250412386985,0.7435036649497121,0.01878365473685184,0.2958853217088905,157
1,1970s,BD55_1,BD55,477500.05691394093,6277499.685499792,55.9749276147549,perc_cropland,Cropland (% coverage),Mostly negative,0.007541606117585195,-0.0031304762805480623,-0.4150941101589158,0.026629952973280566,0.2832001290108226,157
1,1970s,BD56_1,BD56,477500.0801616678,6282499.719876353,63.446707279398076,perc_cropland,Cropland (% coverage),Mostly negative,0.008050676977668748,-0.0038997586577033966,-0.4844013327724718,0.029012258108154727,0.27749225681284956,157
1,1970s,BD57_1,BD57,477500.05835724296,6287499.679689139,68.06353481341021,perc_cropland,Cropland (% coverage),Mostly negative,0.006271922084175383,-0.0020877861654801,-0.33287820503187854,0.025297598475747654,0.24792559223311889,157
1,1970s,BD58_1,BD58,477500.0542861005,6292499.787203539,52.3781663571514,perc_forest,Forest (% coverage),Mostly positive,0.005038990082822063,0.003386085421515263,0.6719769965530279,0.019313513668865332,0.2609048860407648,157
1,1970s,BD59_1,BD59,477500.06639862224,6297499.708461465,72.2556112405733,perc_forest,Forest (% coverage),Mostly positive,0.005969617340932034,0.003128597020521788,0.5240866946478887,0.023494512518436327,0.2540856013185049,157
1,1970s,BD60_1,BD60,482500.06846866757,6252499.64834874,38.59378134754168,perc_forest,Forest (% coverage),Mostly positive,0.004398284740441505,0.004332910433157253,0.9851364085905704,0.012828329289493125,0.34285717502152535,157
1,1970s,BD61_1,BD61,482500.09796961857,6257499.682375004,58.80842059216878,perc_forest,Forest (% coverage),Mostly positive,0.005558816006860261,0.004704329049685191,0.8462825615885599,0.01691944107831747,0.32854607791884866,157
1,1970s,BD64_1,BD64,482500.05279373936,6272499.67016245,40.92461158967707,perc_cropland,Cropland (% coverage),Mixed,0.0066070597182733976,-0.0015630277872882776,-0.23656934460049633,0.024931181783160665,0.26501189457196217,157
1,1970s,BD66_1,BD66,482500.0376611929,6282499.732977217,54.201709743633856,perc_cropland,Cropland (% coverage),Mixed,0.005566443748848372,-6.067903796646865e-4,-0.10900862508315544,0.02199453389870909,0.2530830512018752,157
1,1970s,BD67_1,BD67,482500.0596615541,6287499.763232267,45.76798619881347,perc_forest,Forest (% coverage),Mostly positive,0.004837786715707031,0.004630447696944361,0.9571417611095805,0.01367135861522199,0.35386290798637476,157
1,1970s,BD68_1,BD68,482500.01980244165,6292499.718820099,52.85768142103939,perc_forest,Forest (% coverage),Mostly positive,0.005850872533910444,0.005695011557698897,0.9733610713089016,0.014187425366668928,0.41239847137142494,157
1,1970s,BD69_1,BD69,482500.0410989809,6297499.710512316,53.6797588181272,perc_forest,Forest (% coverage),Mostly positive,0.004198577260355535,0.00309159591983819,0.7363437012414044,0.01680697901072145,0.24981153708094672,157
1,1970s,BD70_1,BD70,487500.0817826781,6252499.672654292,56.93480007219546,perc_forest,Forest (% coverage),Mostly positive,0.005619849370862519,0.0054793225214273406,0.9749945523159794,0.01400499079921599,0.40127476350624397,157
1,1970s,BD71_1,BD71,487500.07274000347,6257499.676720983,45.2118302340256,perc_forest,Forest (% coverage),Mostly positive,0.005546571245050522,0.005471847730140524,0.9865279806913726,0.013376217169643882,0.4146591801483281,157
1,1970s,BD72_1,BD72,487500.10657854204,6262499.717117674,49.09875040639655,perc_forest,Forest (% coverage),Mostly positive,0.004422349232326218,0.003622295370342595,0.819088493478661,0.016125032527401967,0.27425366273284274,157
1,1970s,BD73_1,BD73,487500.0600253826,6267499.6828794535,56.61975566251541,tmean_breeding,Temperature,Mostly positive,0.004999240642135502,0.004786718643562622,0.9574891440948724,0.01965039478571119,0.25440917073944525,157
1,1970s,BD74_1,BD74,487500.05668077216,6272499.684921809,47.21220721975079,perc_forest,Forest (% coverage),Mostly positive,0.004168558011947697,0.003360830876186912,0.8062334424888125,0.01574273025432048,0.26479257057737277,157
1,1970s,BD75_1,BD75,487500.09656343656,6277499.723220508,39.99624980911724,perc_cropland,Cropland (% coverage),Mixed,0.00523687538067083,5.076226310017506e-4,0.0969323487962636,0.019442182973868523,0.26935634685207466,157
1,1970s,BD76_1,BD76,487500.05683605693,6282499.686808519,71.60630224970866,perc_cropland,Cropland (% coverage),Mostly negative,0.006545300380628087,-0.0024261334806600556,-0.37066801209622163,0.02597098050875573,0.2520236145270463,157
1,1970s,BD77_1,BD77,487500.0606638972,6287499.686602905,76.28914100707729,perc_forest,Forest (% coverage),Mostly positive,0.007274869999249767,0.005829929898194383,0.8013792547214732,0.020623571476863042,0.3527454014165889,157
1,1970s,BD78_1,BD78,487500.04695056047,6292499.722763024,71.8889162862351,perc_forest,Forest (% coverage),Mostly positive,0.005721619956121128,0.0049632333995591055,0.8674524763304696,0.016924695480307034,0.33806339161485055,157
