atlas,period,survey,site,X,Y,expected_richness,dominant_variable,dominant_variable_label,dominant_direction,dominant_total_importance,dominant_net_score,dominant_direction_balance,total_site_importance,relative_dominance,n_species_contributing
1,1970s,AD90_1,AD90,447500.0709493527,6252499.57832838,46.93829583095509,perc_cropland,Cropland (% coverage),Mostly negative,0.009090180600317127,-0.005701641551500368,-0.6272308331587445,0.03436072691119696,0.26455146376297867,157
1,1970s,AD91_1,AD91,447500.05017916387,6257499.546271402,42.68971837608554,perc_cropland,Cropland (% coverage),Mostly negative,0.00797250974537373,-0.0029637247409184126,-0.3717430063523216,0.02908121608221291,0.2741463672920472,157
1,1970s,AD92_1,AD92,447500.02377636905,6262499.551973275,32.01136812689959,perc_cropland,Cropland (% coverage),Mostly positive,0.003948293834225106,0.0022696232413366257,0.5748364576270355,0.01495648324273854,0.26398544164063603,157
1,1970s,AD93_1,AD93,447499.9924736935,6267499.595406948,40.9921282640114,perc_cropland,Cropland (% coverage),Mixed,0.00634569802656981,-0.00150471733342835,-0.2371240054487324,0.024246824787478104,0.2617125368863534,157
1,1970s,AD94_1,AD94,447499.9570043505,6272499.676545255,42.48671816511489,perc_cropland,Cropland (% coverage),Mostly negative,0.007235798267616177,-0.002765993888513606,-0.3822652022918901,0.027809539025427564,0.2601912336986294,157
1,1970s,AD95_1,AD95,447499.9167107371,6277499.684056323,34.4390190437221,perc_cropland,Cropland (% coverage),Mostly negative,0.010093646599479172,-0.006235742096913176,-0.6177888274030654,0.035228445509722796,0.28651978403910555,157
1,1970s,AE93_1,AE93,447500.1701742312,6217499.746982312,24.104145313035463,perc_cropland,Cropland (% coverage),Mostly negative,0.007625718486072284,-0.0024151730415944645,-0.31671416221377297,0.02672876990501914,0.28530001616873224,157
1,1970s,AE94_1,AE94,447500.1510277113,6222499.78450804,45.51355100216228,perc_cropland,Cropland (% coverage),Mixed,0.006322697270113367,-0.0015195849615750761,-0.24033808620855093,0.02456895181763352,0.25734501484004985,157
1,1970s,AE95_1,AE95,447500.18198725476,6227499.747924402,47.89257933531226,tmean_breeding,Temperature,Mostly positive,0.0076633979280826894,0.007537267195293868,0.9835411479382257,0.02963074918998726,0.2586299076998122,157
1,1970s,AE96_1,AE96,447500.139576756,6232499.638727918,25.217111712572418,tmean_breeding,Temperature,Mostly positive,0.0076654708438151946,0.007582209878073654,0.989138179840744,0.02807585709769291,0.27302713563266756,157
1,1970s,AE97_1,AE97,447500.1513174165,6237499.67796077,25.369267845765187,perc_cropland,Cropland (% coverage),Mixed,0.005393750012828683,0.0010444086167620194,0.19363311504574027,0.019836598822887155,0.2719090132833386,157
1,1970s,AE98_1,AE98,447500.15313399426,6242499.6437634,66.24285829246112,perc_cropland,Cropland (% coverage),Mostly negative,0.007767334900914079,-0.0038595063997374506,-0.49688940273236504,0.02917328995370309,0.2662481644422191,157
1,1970s,AF81_1,AF81,442500.1384771916,6157499.787446427,54.959608759129715,perc_cropland,Cropland (% coverage),Mostly negative,0.005966718905477951,-0.0015303400768009391,-0.25647933161321845,0.023521103937832914,0.25367512176504103,157
1,1970s,AF82_1,AF82,442500.15165183047,6162499.8084204225,44.94405006314836,perc_forest,Forest (% coverage),Mostly positive,0.005488284324400192,0.0040344510894163,0.7351024201642871,0.01853861394277245,0.29604609823270417,157
1,1970s,AF91_1,AF91,447500.16279772675,6157499.807246089,54.38994437975713,perc_forest,Forest (% coverage),Mostly positive,0.005451901212052553,0.00420982882171966,0.7721762845616066,0.01927014661501503,0.2829195501711703,157
1,1970s,AF92_1,AF92,447500.2057250942,6162499.834014087,74.91520361967868,perc_forest,Forest (% coverage),Mostly positive,0.006234404571322926,0.005238653316989062,0.8402812581470682,0.019136091598613972,0.32579299378847476,157
1,1970s,AF93_1,AF93,447500.1653840631,6167499.788514787,79.46199694963092,perc_forest,Forest (% coverage),Mostly positive,0.006433156316435789,0.005476767027027437,0.8513343618023217,0.019043654753084192,0.33781101368653593,157
1,1970s,AF94_1,AF94,447500.1697669054,6172499.780493908,49.53045843538721,perc_forest,Forest (% coverage),Mostly positive,0.00693593381665573,0.006045542298076259,0.8716262954468635,0.017992532284214907,0.3854895857400083,157
1,1970s,AF96_1,AF96,447500.12389998813,6182499.65648123,42.165855415110386,perc_cropland,Cropland (% coverage),Mixed,0.005153141226992509,-7.919323508756743e-4,-0.15367953564468173,0.021096887124310078,0.24426073840317947,157
1,1970s,AF97_1,AF97,447500.13908220717,6187499.650967309,36.92945715454009,perc_cropland,Cropland (% coverage),Mostly negative,0.00649545332788278,-0.0022347017045891144,-0.3440409147420546,0.024685348588254635,0.2631299009070237,157
1,1970s,AF98_1,AF98,447500.13873657817,6192499.683587027,46.01732574582625,perc_cropland,Cropland (% coverage),Mostly negative,0.00933391990877217,-0.005557875503605404,-0.5954492386828841,0.0327406207617254,0.2850868337745066,157
1,1970s,AF99_1,AF99,447500.1235891788,6197499.754315107,46.3930924156899,perc_cropland,Cropland (% coverage),Mostly negative,0.008777207972115468,-0.0047566511224671,-0.5419321426105685,0.03127110119916374,0.2806811284391287,157
1,1970s,BC10_1,BC10,457500.06312543934,6302499.745828598,33.5582751850008,perc_forest,Forest (% coverage),Mostly positive,0.007721031294667738,0.007590747074173346,0.9831260597811114,0.016268015149472265,0.4746142183742808,157
1,1970s,BC11_1,BC11,457500.0287272008,6307499.784091797,24.232943564663486,perc_forest,Forest (% coverage),Mostly positive,0.005969571555845513,0.005275735852861996,0.8837712729477042,0.016683166202901466,0.35782006144656825,157
1,1970s,BC20_1,BC20,462500.0832758646,6302499.782276433,59.56873035245686,perc_forest,Forest (% coverage),Mostly positive,0.0065298763886781856,0.005786459246189508,0.8861514218281911,0.017528588703354563,0.3725272182025995,157
1,1970s,BC21_1,BC21,462500.08463837503,6307499.738256342,45.60410878663012,perc_forest,Forest (% coverage),Mostly positive,0.008066849992119792,0.00788447677297232,0.9773922634825706,0.016795890365643433,0.48028713075079416,157
1,1970s,BC30_1,BC30,467500.03225555073,6302499.688678854,49.719615095507116,perc_forest,Forest (% coverage),Mostly positive,0.004265467764917883,0.003816659299096995,0.8947809500490908,0.014111065444021048,0.3022782214311953,157
1,1970s,BC31_1,BC31,467500.0700814336,6307499.683991895,48.03813369922538,perc_forest,Forest (% coverage),Mostly positive,0.005662830953534162,0.0048275876952020074,0.85250429243153,0.016988423318416865,0.33333469783480035,157
1,1970s,BC32_1,BC32,467500.03942602925,6312499.716500132,49.67026934678592,perc_forest,Forest (% coverage),Mostly positive,0.007481807248364204,0.006400733062789425,0.8555062768008169,0.019658532957227522,0.3805882801449583,157
1,1970s,BC33_1,BC33,467500.06162332307,6317499.67391025,49.637434989104285,perc_forest,Forest (% coverage),Mostly positive,0.006336223110176085,0.005614784291029392,0.8861405593518243,0.017863970477261727,0.35469287850879444,157
1,1970s,BC34_1,BC34,467500.01645873167,6322499.668462578,43.722820901829984,perc_forest,Forest (% coverage),Mostly positive,0.006505001097590208,0.005830340317525742,0.8962858314790452,0.0163732838651979,0.3972936126403367,157
1,1970s,BC40_1,BC40,472500.05137193855,6302499.68679326,28.954137115120925,perc_cropland,Cropland (% coverage),Mostly positive,0.0037903715401509507,0.0029760579463996672,0.7851625928684411,0.013523649051163182,0.2802772776645618,157
1,1970s,BC41_1,BC41,472500.0641984955,6307499.732148187,31.281371466126988,perc_cropland,Cropland (% coverage),Mostly positive,0.005278512681140653,0.0016047630529064654,0.30401803497414087,0.017507602268533567,0.30149832056830134,157
1,1970s,BC43_1,BC43,472500.07431792136,6317499.709834675,64.31553574480971,perc_forest,Forest (% coverage),Mostly positive,0.007489304988156214,0.0065587949165017345,0.8757548166183626,0.018848333263769418,0.3973457431672371,157
1,1970s,BC44_1,BC44,472500.07316175365,6322499.753427244,59.48979763390586,perc_forest,Forest (% coverage),Mostly positive,0.006189736978195269,0.005168541824816738,0.835018005292322,0.01905616840766981,0.32481540075516946,157
1,1970s,BC45_1,BC45,472500.04746136797,6327499.722303724,34.320397021748946,perc_forest,Forest (% coverage),Mostly positive,0.0044149572261676364,0.0032177173199842237,0.7288218560561988,0.017424838833867137,0.25337148126653947,157
1,1970s,BC50_1,BC50,477500.03517784266,6302499.666388486,52.24438501712655,perc_cropland,Cropland (% coverage),Mixed,0.004952247672642024,6.731987476244432e-5,0.013593802089976889,0.01972371319147779,0.2510809006684293,157
1,1970s,BC51_1,BC51,477500.0219923793,6307499.660629535,43.93122253813426,perc_cropland,Cropland (% coverage),Mixed,0.006267241431540949,-5.835193669923856e-4,-0.09310625310455188,0.02310016685708193,0.27130719316079616,157
1,1970s,BC52_1,BC52,477500.0270955203,6312499.691159323,50.08793587770353,perc_forest,Forest (% coverage),Mostly positive,0.005824259038897891,0.004518108228508746,0.775739574482198,0.018478593433228403,0.31518952240296855,157
1,1970s,BC53_1,BC53,477500.050134716,6317499.646637439,49.992415430419385,perc_forest,Forest (% coverage),Mostly positive,0.00623337537718539,0.0056722598944990875,0.909982080536971,0.015926560119326128,0.39138240338674785,157
1,1970s,BC54_1,BC54,477500.091967421,6322499.63835183,58.9952734326043,perc_forest,Forest (% coverage),Mostly positive,0.006281216448343592,0.005751929766255349,0.9157350034915895,0.016549577785622938,0.37953937736104987,157
1,1970s,BC55_1,BC55,477500.0922437846,6327499.666607962,33.569480334174656,perc_forest,Forest (% coverage),Mostly positive,0.004521083635954001,0.004024154705553088,0.8900863221266078,0.016127623926188037,0.280331663030204,157
1,1970s,BC60_1,BC60,482500.0626082632,6302499.738540966,67.26938443685388,perc_forest,Forest (% coverage),Mostly positive,0.005074214212551514,0.003751973207567376,0.7394195535313707,0.018332731545684395,0.27678440607210036,157
1,1970s,BC62_1,BC62,482500.04548227973,6312499.681136523,37.750070547133014,perc_forest,Forest (% coverage),Mostly positive,0.004908560068483897,0.0038209958143468207,0.7784351746818917,0.016632360489493653,0.2951210726573983,157
1,1970s,BC64_1,BC64,482500.09264614136,6322499.657199486,46.154097984463384,perc_forest,Forest (% coverage),Mostly positive,0.004957485572644149,0.004195226650705244,0.8462408189052292,0.01599261663749463,0.30998589442964214,157
