atlas,period,survey,site,X,Y,variable,variable_label,n_species_contributing,expected_richness,positive_importance,negative_importance,total_importance,net_score,direction_balance,total_site_importance,relative_importance_at_site
1,1970s,CC52_1,CC52,527499.9046872742,6312499.692205453,perc_cropland,Cropland (% coverage),157,41.10095340873586,0.0030682375950339615,6.546803095058224e-4,0.0037229179045397843,0.0024135572855281374,0.648297208645135,0.014895615828406485,0.24993380249778216
1,1970s,CC52_1,CC52,527499.9046872742,6312499.692205453,perc_forest,Forest (% coverage),157,41.10095340873586,0.005029423235409892,2.4615281683717247e-4,0.005275576052247064,0.00478327041857272,0.9066821084941704,0.014895615828406485,0.3541697176552008
1,1970s,CC52_1,CC52,527499.9046872742,6312499.692205453,perc_grass_shrub,Grass/Shrubland (% coverage),157,41.10095340873586,9.646274540668536e-5,6.063948282631708e-5,1.571022282330024e-4,3.582326258036822e-5,0.22802517178329137,0.014895615828406485,0.010546877016887257
1,1970s,CC52_1,CC52,527499.9046872742,6312499.692205453,perc_pasture,Pasture (% coverage),157,41.10095340873586,1.6154285683197736e-4,2.655250812965635e-5,1.880953649616338e-4,1.3499034870232104e-4,0.7176697242372522,0.014895615828406485,0.012627565528571772
1,1970s,CC52_1,CC52,527499.9046872742,6312499.692205453,perc_urban,Urban (% coverage),157,41.10095340873586,0.0024698830227795903,0.00019705010139285051,0.0026669331241724412,0.0022728329213867393,0.8522271896457874,0.014895615828406485,0.17904148139256532
1,1970s,CC52_1,CC52,527499.9046872742,6312499.692205453,prec_breeding,Precipitation,157,41.10095340873586,1.0349812156345371e-4,9.161630786334747e-4,0.0010196612001969283,-8.126649570700207e-4,-0.7969950772992733,0.014895615828406485,0.06845377941692059
1,1970s,CC52_1,CC52,527499.9046872742,6312499.692205453,tmean_breeding,Temperature,157,41.10095340873586,0.0011155565549482362,1.7593513157090752e-4,0.0012914916865191426,9.396214233773285e-4,0.7275474036614338,0.014895615828406485,0.08670280580519676
1,1970s,CC53_1,CC53,527499.86315966025,6317499.697063427,hh,Land-use heterogeneity,157,68.63636899900251,0.001459511171021188,3.513848469218732e-5,0.0014946496557133753,0.0014243726863290011,0.9529809750962462,0.020326345078219288,0.07353263215603717
1,1970s,CC53_1,CC53,527499.86315966025,6317499.697063427,perc_cropland,Cropland (% coverage),157,68.63636899900251,0.0024566546413527755,0.0018798979322655431,0.00433655257361832,5.76756709087233e-4,0.13299889700310966,0.020326345078219288,0.21334640128023588
1,1970s,CC53_1,CC53,527499.86315966025,6317499.697063427,perc_forest,Forest (% coverage),157,68.63636899900251,0.006081153466762475,7.699566316464399e-4,0.006851110098408914,0.005311196835116038,0.7752315696035155,0.020326345078219288,0.33705568177872897
1,1970s,CC53_1,CC53,527499.86315966025,6317499.697063427,perc_grass_shrub,Grass/Shrubland (% coverage),157,68.63636899900251,1.1045312984745379e-4,1.4910024535164164e-4,2.5955337519909536e-4,-3.864711550418781e-5,-0.1488985279985005,0.020326345078219288,0.01276930870750689
1,1970s,CC53_1,CC53,527499.86315966025,6317499.697063427,perc_pasture,Pasture (% coverage),157,68.63636899900251,1.327215069455569e-4,4.819298233150571e-5,1.8091448927706272e-4,8.452852461405115e-5,0.4672291586584829,0.020326345078219288,0.008900492861892904
1,1970s,CC53_1,CC53,527499.86315966025,6317499.697063427,perc_urban,Urban (% coverage),157,68.63636899900251,0.0020079708390606126,5.792719071391074e-4,0.0025872427461997192,0.0014286989319215056,0.552209078185669,0.020326345078219288,0.1272851925047795
1,1970s,CC53_1,CC53,527499.86315966025,6317499.697063427,prec_breeding,Precipitation,157,68.63636899900251,1.9133126131338455e-4,0.002062820502285071,0.0022541517635984564,-0.0018714892409716858,-0.8302410118048572,0.020326345078219288,0.11089803675594855
1,1970s,CC53_1,CC53,527499.86315966025,6317499.697063427,tmean_breeding,Temperature,157,68.63636899900251,0.0021297815754679414,2.3238880073639986e-4,0.0023621703762043414,0.0018973927747315445,0.803241287692539,0.020326345078219288,0.11621225395486998
1,1970s,CC54_1,CC54,527499.8473306855,6322499.627229618,hh,Land-use heterogeneity,157,61.40976378179966,0.0030091868857437306,3.289599587417232e-5,0.0030420828816179035,0.0029762908898695577,0.9783727155673829,0.02705874985360792,0.11242510825799598
1,1970s,CC54_1,CC54,527499.8473306855,6322499.627229618,perc_cropland,Cropland (% coverage),157,61.40976378179966,0.00226155820982963,0.005180462292513488,0.007442020502343116,-0.0029189040826838597,-0.3922193014336422,0.02705874985360792,0.27503194133526543
1,1970s,CC54_1,CC54,527499.8473306855,6322499.627229618,perc_forest,Forest (% coverage),157,61.40976378179966,0.0035416690414726334,0.0020509901497381775,0.005592659191210813,0.0014906788917344565,0.26654205821751925,0.02705874985360792,0.2066857937439082
1,1970s,CC54_1,CC54,527499.8473306855,6322499.627229618,perc_grass_shrub,Grass/Shrubland (% coverage),157,61.40976378179966,1.0262386209046866e-4,2.4539340363390977e-4,3.480172657243784e-4,-1.427695415434412e-4,-0.41023694972798086,0.02705874985360792,0.012861542665762699
1,1970s,CC54_1,CC54,527499.8473306855,6322499.627229618,perc_pasture,Pasture (% coverage),157,61.40976378179966,1.3474447831202644e-4,6.89501355238984e-5,2.03694613835925e-4,6.579434278812808e-5,0.32300482349093973,0.02705874985360792,0.007527864921252637
1,1970s,CC54_1,CC54,527499.8473306855,6322499.627229618,perc_urban,Urban (% coverage),157,61.40976378179966,0.0018766867380526691,0.0013758128070244932,0.0032524995450771616,5.008739310281764e-4,0.15399661831967876,0.02705874985360792,0.12020139742869475
1,1970s,CC54_1,CC54,527499.8473306855,6322499.627229618,prec_breeding,Precipitation,157,61.40976378179966,7.664533811339096e-5,0.002814301239740739,0.0028909465778541306,-0.0027376559016273473,-0.9469756108946964,0.02705874985360792,0.10683962095420538
1,1970s,CC54_1,CC54,527499.8473306855,6322499.627229618,tmean_breeding,Temperature,157,61.40976378179966,0.004147171446366929,1.3965782957756475e-4,0.004286829275944493,0.004007513616789366,0.9348432976506659,0.02705874985360792,0.1584267306929149
1,1970s,CC56_1,CC56,527499.8281139306,6332499.59692409,hh,Land-use heterogeneity,157,72.11223061871837,9.695666699699464e-4,3.876482526177672e-5,0.0010083314952317227,9.308018447081698e-4,0.9231109502279943,0.018845330140361462,0.053505642391064125
1,1970s,CC56_1,CC56,527499.8281139306,6332499.59692409,perc_cropland,Cropland (% coverage),157,72.11223061871837,0.002309263717709252,0.0013300753614216485,0.0036393390791309007,9.791883562876033e-4,0.2690566432522249,0.018845330140361462,0.19311622837195339
1,1970s,CC56_1,CC56,527499.8281139306,6332499.59692409,perc_forest,Forest (% coverage),157,72.11223061871837,0.00656739668032784,4.983733508934121e-4,0.007065770031221251,0.0060690233294344266,0.8589330395155039,0.018845330140361462,0.37493479703432386
1,1970s,CC56_1,CC56,527499.8281139306,6332499.59692409,perc_grass_shrub,Grass/Shrubland (% coverage),157,72.11223061871837,1.567574703160557e-4,9.61016560149833e-5,2.528591263310388e-4,6.0655814301072306e-5,0.23987986979620723,0.018845330140361462,0.013417601307471117
1,1970s,CC56_1,CC56,527499.8281139306,6332499.59692409,perc_pasture,Pasture (% coverage),157,72.11223061871837,2.3993480024950373e-4,3.30573787464971e-5,2.7299217899600075e-4,2.0687742150300658e-4,0.7578144629045848,0.018845330140361462,0.014485932427966721
1,1970s,CC56_1,CC56,527499.8281139306,6332499.59692409,perc_urban,Urban (% coverage),157,72.11223061871837,0.0018270384328288652,4.120475970963158e-4,0.002239086029925181,0.0014149908357325494,0.6319501871841124,0.018845330140361462,0.11881383946305514
1,1970s,CC56_1,CC56,527499.8281139306,6332499.59692409,prec_breeding,Precipitation,157,72.11223061871837,3.4458863560291964e-4,0.00200092919103783,0.00234551782664075,-0.0016563405554349108,-0.7061726568956082,0.018845330140361462,0.12446148776228134
1,1970s,CC56_1,CC56,527499.8281139306,6332499.59692409,tmean_breeding,Temperature,157,72.11223061871837,0.001788751395974364,2.326829769102546e-4,0.0020214343728846194,0.0015560684190641092,0.7697842877993484,0.018845330140361462,0.1072644712418844
1,1970s,CC57_1,CC57,527499.7634533717,6337499.635998681,hh,Land-use heterogeneity,157,50.26394358092426,0.0013534899848030866,4.29366233258438e-5,0.0013964266081289301,0.0013105533614772426,0.9385050054533486,0.021067254443414854,0.06628422378813682
1,1970s,CC57_1,CC57,527499.7634533717,6337499.635998681,perc_cropland,Cropland (% coverage),157,50.26394358092426,0.0026084015231990867,0.0022415952918633016,0.00484999681506239,3.6680623133578485e-4,0.07563020045634118,0.021067254443414854,0.23021494462361652
1,1970s,CC57_1,CC57,527499.7634533717,6337499.635998681,perc_forest,Forest (% coverage),157,50.26394358092426,0.0068549188219247745,7.801479946548171e-4,0.00763506681657959,0.0060747708272699584,0.7956408205987877,0.021067254443414854,0.3624139461118123
1,1970s,CC57_1,CC57,527499.7634533717,6337499.635998681,perc_grass_shrub,Grass/Shrubland (% coverage),157,50.26394358092426,1.2745319850991014e-4,1.7900824586231483e-4,3.064614443722252e-4,-5.155504735240468e-5,-0.1682268627886071,0.021067254443414854,0.014546814593014901
1,1970s,CC57_1,CC57,527499.7634533717,6337499.635998681,perc_pasture,Pasture (% coverage),157,50.26394358092426,2.3574886120468e-4,3.560842473143973e-5,2.7135728593611963e-4,2.001404364732403e-4,0.7375532069566596,0.021067254443414854,0.012880524449209363
1,1970s,CC57_1,CC57,527499.7634533717,6337499.635998681,perc_urban,Urban (% coverage),157,50.26394358092426,0.0020271858684306012,5.32541166357308e-4,0.0025597270347879095,0.0014946447020732939,0.5839078471103991,0.021067254443414854,0.12150264011208267
1,1970s,CC57_1,CC57,527499.7634533717,6337499.635998681,prec_breeding,Precipitation,157,50.26394358092426,3.061921413302174e-4,0.0014894660579284145,0.0017956581992586312,-0.0011832739165981974,-0.6589638925084589,0.021067254443414854,0.08523456172619177
1,1970s,CC57_1,CC57,527499.7634533717,6337499.635998681,tmean_breeding,Temperature,157,50.26394358092426,0.0020664788239962554,1.8608141529280066e-4,0.0022525602392890563,0.0018803974087034546,0.834782296120497,0.021067254443414854,0.1069223445959355
1,1970s,CC60_1,CC60,532499.8968679683,6302499.791890076,hh,Land-use heterogeneity,157,55.90144306041959,5.083848041761664e-4,3.65051397158396e-5,5.448899438920063e-4,4.7187966446032696e-4,0.866009126705136,0.01517654411234254,0.03590342701596122
1,1970s,CC60_1,CC60,532499.8968679683,6302499.791890076,perc_cropland,Cropland (% coverage),157,55.90144306041959,0.0027288937193129053,3.6465394483348076e-4,0.003093547664146386,0.0023642397744794244,0.7642486979853267,0.01517654411234254,0.20383742446546277
1,1970s,CC60_1,CC60,532499.8968679683,6302499.791890076,perc_forest,Forest (% coverage),157,55.90144306041959,0.005785915566172739,1.5501641263094575e-4,0.0059409319788036865,0.005630899153541793,0.9478141095760662,0.01517654411234254,0.3914548618464555
1,1970s,CC60_1,CC60,532499.8968679683,6302499.791890076,perc_grass_shrub,Grass/Shrubland (% coverage),157,55.90144306041959,1.154955182324143e-4,2.9575277833576635e-5,1.450707960659908e-4,8.592024039883768e-5,0.5922642098121093,0.01517654411234254,0.009558882113880583
1,1970s,CC60_1,CC60,532499.8968679683,6302499.791890076,perc_pasture,Pasture (% coverage),157,55.90144306041959,1.4098180123057354e-4,2.837504684350934e-5,1.693568480740828e-4,1.126067543870642e-4,0.6649081845087594,0.01517654411234254,0.011159118098325886
1,1970s,CC60_1,CC60,532499.8968679683,6302499.791890076,perc_urban,Urban (% coverage),157,55.90144306041959,0.0020634685480947885,1.696289150757319e-4,0.00223309746317052,0.0018938396330190571,0.8480774638157578,0.01517654411234254,0.14714136806378877
1,1970s,CC60_1,CC60,532499.8968679683,6302499.791890076,prec_breeding,Precipitation,157,55.90144306041959,1.1203485074173733e-4,0.0016856388330109982,0.001797673683752736,-0.0015736039822692612,-0.8753557425306924,0.01517654411234254,0.11845079291080189
1,1970s,CC60_1,CC60,532499.8968679683,6302499.791890076,tmean_breeding,Temperature,157,55.90144306041959,0.0010505537789064934,2.0142195553063841e-4,0.001251975734437132,8.491318233758546e-4,0.6782334513516833,0.01517654411234254,0.08249412548532344
1,1970s,CC61_1,CC61,532499.8393510462,6307499.784713652,hh,Land-use heterogeneity,157,72.43569259834312,9.197379063794266e-4,3.248675171229481e-5,9.522246580917211e-4,8.872511546671317e-4,0.9317666236927767,0.017154298329293025,0.05550939127983353
1,1970s,CC61_1,CC61,532499.8393510462,6307499.784713652,perc_cropland,Cropland (% coverage),157,72.43569259834312,0.0023911434842229418,8.198628623924818e-4,0.0032110063466154245,0.0015712806218304597,0.48934211029718927,0.017154298329293025,0.18718377662420885
1,1970s,CC61_1,CC61,532499.8393510462,6307499.784713652,perc_forest,Forest (% coverage),157,72.43569259834312,0.005582100538881143,3.741995092391961e-4,0.00595630004812034,0.005207901029641945,0.8743516927568867,0.017154298329293025,0.34721910122952926
1,1970s,CC61_1,CC61,532499.8393510462,6307499.784713652,perc_grass_shrub,Grass/Shrubland (% coverage),157,72.43569259834312,1.5922714588232335e-4,7.052663265619873e-5,2.297537785385223e-4,8.870051322612462e-5,0.38606770165154175,0.017154298329293025,0.013393364982244136
1,1970s,CC61_1,CC61,532499.8393510462,6307499.784713652,perc_pasture,Pasture (% coverage),157,72.43569259834312,1.5232319257847652e-4,3.660465079535496e-5,1.8892784337383152e-4,1.1571854178312157e-4,0.6125012582404241,0.017154298329293025,0.011013440465309766
1,1970s,CC61_1,CC61,532499.8393510462,6307499.784713652,perc_urban,Urban (% coverage),157,72.43569259834312,0.0018648154737562676,3.459691243697821e-4,0.002210784598126049,0.0015188463493864854,0.687016885622381,0.017154298329293025,0.1288764224387347
1,1970s,CC61_1,CC61,532499.8393510462,6307499.784713652,prec_breeding,Precipitation,157,72.43569259834312,1.620202125249946e-4,0.002214151170812419,0.0023761713833374124,-0.0020521309582874235,-0.8636291862942717,0.017154298329293025,0.1385175503960902
1,1970s,CC61_1,CC61,532499.8393510462,6307499.784713652,tmean_breeding,Temperature,157,72.43569259834312,0.0018014952848951044,2.276343881946177e-4,0.0020291296730897243,0.0015738608967004867,0.7756334735887003,0.017154298329293025,0.11828695258404955
1,1970s,CC62_1,CC62,532499.8518622435,6312499.703415073,hh,Land-use heterogeneity,157,66.00530358046741,0.0018603281288882166,3.460360157485586e-5,0.0018949317304630725,0.0018257245273133607,0.9634777327134633,0.022074374148900525,0.08584305573879451
1,1970s,CC62_1,CC62,532499.8518622435,6312499.703415073,perc_cropland,Cropland (% coverage),157,66.00530358046741,0.002333630542340919,0.002824410345835129,0.005158040888176051,-4.907798034942099e-4,-0.09514849031523592,0.022074374148900525,0.23366646109117262
1,1970s,CC62_1,CC62,532499.8518622435,6312499.703415073,perc_forest,Forest (% coverage),157,66.00530358046741,0.005384661358597583,0.001103650418686666,0.00648831177728425,0.004281010939910917,0.6598035185206187,0.022074374148900525,0.29392959154891457
1,1970s,CC62_1,CC62,532499.8518622435,6312499.703415073,perc_grass_shrub,Grass/Shrubland (% coverage),157,66.00530358046741,1.2163817939033892e-4,1.8863894352722334e-4,3.102771229175623e-4,-6.70007641368844e-5,-0.2159384601316091,0.022074374148900525,0.014055987310200434
1,1970s,CC62_1,CC62,532499.8518622435,6312499.703415073,perc_pasture,Pasture (% coverage),157,66.00530358046741,1.6491622600612143e-4,4.868111322852808e-5,2.1359733923464937e-4,1.1623511277759334e-4,0.5441786550061007,0.022074374148900525,0.009676257990095189
1,1970s,CC62_1,CC62,532499.8518622435,6312499.703415073,perc_urban,Urban (% coverage),157,66.00530358046741,0.001884734782289305,7.475994936771594e-4,0.002632334275966465,0.0011371352886121453,0.43198741854115186,0.022074374148900525,0.11924842164087246
1,1970s,CC62_1,CC62,532499.8518622435,6312499.703415073,prec_breeding,Precipitation,157,66.00530358046741,1.4863285873080383e-4,0.0023774257827896875,0.0025260586415204907,-0.0022287929240588844,-0.8823203418260015,0.022074374148900525,0.11443398687007886
1,1970s,CC62_1,CC62,532499.8518622435,6312499.703415073,tmean_breeding,Temperature,157,66.00530358046741,0.0026501211436189944,2.0070122971898772e-4,0.0028508223733379827,0.002449419913900007,0.8591976605796102,0.022074374148900525,0.1291462378098713
