atlas,period,survey,site,X,Y,variable,variable_label,n_species_contributing,expected_richness,positive_importance,negative_importance,total_importance,net_score,direction_balance,total_site_importance,relative_importance_at_site
1,1970s,AD92_1,AD92,447500.02377636905,6262499.551973275,perc_pasture,Pasture (% coverage),157,32.01136812689959,1.8033723703334627e-4,2.8929955765468553e-5,2.0926719279881477e-4,1.5140728126787772e-4,0.7235117900847344,0.01495648324273854,0.013991737857254325
1,1970s,AD92_1,AD92,447500.02377636905,6262499.551973275,perc_urban,Urban (% coverage),157,32.01136812689959,0.0022323980374418014,3.2584442317221195e-4,0.0025582424606140127,0.001906553614269589,0.7452591549168449,0.01495648324273854,0.17104572104916804
1,1970s,AD92_1,AD92,447500.02377636905,6262499.551973275,prec_breeding,Precipitation,157,32.01136812689959,1.0839084682141466e-4,0.0015976198962025115,0.001706010743023926,-0.0014892290493810972,-0.8729306397809778,0.01495648324273854,0.1140649653622421
1,1970s,AD92_1,AD92,447500.02377636905,6262499.551973275,tmean_breeding,Temperature,157,32.01136812689959,0.0019596836990770253,1.049163299356443e-4,0.0020646000290126688,0.0018547673691413813,0.8983664356666539,0.01495648324273854,0.13804047351940463
1,1970s,AD93_1,AD93,447499.9924736935,6267499.595406948,hh,Land-use heterogeneity,157,40.9921282640114,0.0025804545997032452,3.5399504058692725e-5,0.0026158541037619378,0.002545055095644553,0.9729346495220943,0.024246824787478104,0.10788439833626608
1,1970s,AD93_1,AD93,447499.9924736935,6267499.595406948,perc_cropland,Cropland (% coverage),157,40.9921282640114,0.0024204903465707282,0.00392520767999908,0.00634569802656981,-0.00150471733342835,-0.2371240054487324,0.024246824787478104,0.2617125368863534
1,1970s,AD93_1,AD93,447499.9924736935,6267499.595406948,perc_forest,Forest (% coverage),157,40.9921282640114,0.002205268651351304,0.001566061738458276,0.0037713303898095794,6.392069128930279e-4,0.16949109381140762,0.024246824787478104,0.15553914472781707
1,1970s,AD93_1,AD93,447499.9924736935,6267499.595406948,perc_grass_shrub,Grass/Shrubland (% coverage),157,40.9921282640114,1.532779959313473e-4,2.5843071303101285e-4,4.1170870896236006e-4,-1.0515271709966558e-4,-0.25540561763846253,0.024246824787478104,0.01697990201071526
1,1970s,AD93_1,AD93,447499.9924736935,6267499.595406948,perc_pasture,Pasture (% coverage),157,40.9921282640114,1.9839461626472847e-4,5.752908696545279e-5,2.559237032301813e-4,1.4086552929927555e-4,0.5504200178464093,0.024246824787478104,0.010554936799904173
1,1970s,AD93_1,AD93,447499.9924736935,6267499.595406948,perc_urban,Urban (% coverage),157,40.9921282640114,0.001746667915510062,0.0011590438401961102,0.0029057117557061726,5.876240753139511e-4,0.20223068381094164,0.024246824787478104,0.11983885647603568
1,1970s,AD93_1,AD93,447499.9924736935,6267499.595406948,prec_breeding,Precipitation,157,40.9921282640114,1.0822748887027981e-4,0.0028996330765453716,0.003007860565415651,-0.002791405587675091,-0.9280368976443399,0.024246824787478104,0.12405173014526068
1,1970s,AD93_1,AD93,447499.9924736935,6267499.595406948,tmean_breeding,Temperature,157,40.9921282640114,0.004852523319185853,8.021421483656081e-5,0.004932737534022415,0.004772309104349291,0.9674767958832988,0.024246824787478104,0.20343849461764787
1,1970s,AD94_1,AD94,447499.9570043505,6272499.676545255,hh,Land-use heterogeneity,157,42.48671816511489,0.0030063213897731354,3.4792740683536424e-5,0.003041114130456672,0.002971528649089599,0.977118424898896,0.027809539025427564,0.10935507157008388
1,1970s,AD94_1,AD94,447499.9570043505,6272499.676545255,perc_cropland,Cropland (% coverage),157,42.48671816511489,0.002234902189551286,0.005000896078064891,0.007235798267616177,-0.002765993888513606,-0.3822652022918901,0.027809539025427564,0.2601912336986294
1,1970s,AD94_1,AD94,447499.9570043505,6272499.676545255,perc_forest,Forest (% coverage),157,42.48671816511489,0.0018975817582021829,0.002009675191716613,0.003907256949918796,-1.1209343351442932e-4,-0.02868852367560801,0.027809539025427564,0.14050060111914145
1,1970s,AD94_1,AD94,447499.9570043505,6272499.676545255,perc_grass_shrub,Grass/Shrubland (% coverage),157,42.48671816511489,1.7165353251980532e-4,2.835016764046568e-4,4.55155208924462e-4,-1.1184814388485132e-4,-0.24573627125821546,0.027809539025427564,0.01636687355760526
1,1970s,AD94_1,AD94,447499.9570043505,6272499.676545255,perc_pasture,Pasture (% coverage),157,42.48671816511489,2.4002674194013906e-4,6.0902552493260534e-5,3.009292944333997e-4,1.791241894468785e-4,0.5952367973484929,0.027809539025427564,0.010821081721572083
1,1970s,AD94_1,AD94,447499.9570043505,6272499.676545255,perc_urban,Urban (% coverage),157,42.48671816511489,0.0015560158020088465,0.001469716254504393,0.0030257320565132387,8.629954750445405e-5,0.028521873679688288,0.027809539025427564,0.10880194935078465
1,1970s,AD94_1,AD94,447499.9570043505,6272499.676545255,prec_breeding,Precipitation,157,42.48671816511489,1.4518887601374134e-4,0.003233772731641579,0.0033789616076553204,-0.003088583855627837,-0.9140630212046186,0.027809539025427564,0.12150368995925381
1,1970s,AD94_1,AD94,447499.9570043505,6272499.676545255,tmean_breeding,Temperature,157,42.48671816511489,0.006396815150210547,6.777635969895115e-5,0.006464591509909496,0.006329038790511597,0.9790315104689736,0.027809539025427564,0.23245949902292942
1,1970s,AD95_1,AD95,447499.9167107371,6277499.684056323,hh,Land-use heterogeneity,157,34.4390190437221,0.0041375022653131885,3.047503066421595e-5,0.004167977295977402,0.004107027234648974,0.9853765850914658,0.035228445509722796,0.11831283599576004
1,1970s,AD95_1,AD95,447499.9167107371,6277499.684056323,perc_cropland,Cropland (% coverage),157,34.4390190437221,0.0019289522512829975,0.008164694348196173,0.010093646599479172,-0.006235742096913176,-0.6177888274030654,0.035228445509722796,0.28651978403910555
