"survey","site","atlas","period","X","Y","species_richness","rarity_score","rarity_percentile","rarity_rank","is_top_decile"
"HA34_2","HA34","2","1990s",880012.223443911,6123737.1941189,75,0.213592503479363,0.962682531097891,70,TRUE
"FF79_2","FF79","2","1990s",687500.314355697,6197499.87356095,99,0.213041367638413,0.962141698215252,71,TRUE
"BH86_2","BH86","2","1990s",492500.057263492,6082499.80666465,82,0.211978412121583,0.961600865332612,72,TRUE
"FH81_2","FH81","2","1990s",692500.024203182,6057499.60869983,67,0.211919749772208,0.961060032449973,73,TRUE
"CC95_2","CC95","2","1990s",547499.713274262,6327499.79079595,68,0.211616244589205,0.960519199567334,74,TRUE
"GG15_2","GG15","2","1990s",707500.286502485,6127499.52898448,72,0.211441478074966,0.959978366684694,75,TRUE
"HA54_2","HA54","2","1990s",889993.404701733,6124597.27192804,88,0.211168317716471,0.959437533802055,76,TRUE
"CF13_2","CF13","2","1990s",507500.07064045,6167499.78125506,78,0.211013548819359,0.958896700919416,77,TRUE
"FH80_2","FH80","2","1990s",692500.094719976,6052499.61119266,62,0.210084693662528,0.958355868036777,78,TRUE
"FE60_2","FE60","2","1990s",682500.271318142,6202499.84461653,95,0.207631657678336,0.957815035154137,79,TRUE
"DC51_2","DC51","2","1990s",577499.813744779,6307500.0078053,58,0.204281467027,0.957274202271498,80,TRUE
"EF91_2","EF91","2","1990s",647500.20257856,6157499.72188253,92,0.202727828912389,0.956733369388859,81,TRUE
"BG58_2","BG58","2","1990s",477500.024417464,6142499.83759001,77,0.201567371448712,0.95619253650622,82,TRUE
"HA45_2","HA45","2","1990s",884572.525051827,6129157.73256642,62,0.199495017961616,0.95565170362358,83,TRUE
"EF09_2","EF09","2","1990s",602499.963655327,6197499.8690203,73,0.198527972549649,0.955110870740941,84,TRUE
"HA05_2","HA05","2","1990s",864612.115336128,6127436.83848543,70,0.196481003337655,0.954570037858302,85,TRUE
"CH59_2","CH59","2","1990s",527500.056607526,6097499.78055875,81,0.196315703675329,0.954029204975663,86,TRUE
"FG93_2","FG93","2","1990s",697500.272298716,6117499.53376504,78,0.195823710776277,0.953488372093023,87,TRUE
"BC44_2","BC44","2","1990s",472500.073161754,6322499.75342724,72,0.195666978768829,0.952947539210384,88,TRUE
"GE43_2","GE43","2","1990s",722500.456929324,6217499.83337967,84,0.195626854138114,0.952406706327745,89,TRUE
"CF64_2","CF64","2","1990s",532500.03318723,6172499.88296944,87,0.195401999263929,0.951865873445105,90,TRUE
"EG88_2","EG88","2","1990s",642500.174327082,6142499.75665369,79,0.194112106177146,0.951325040562466,91,TRUE
"FF80_2","FF80","2","1990s",692500.300391507,6152499.66507891,88,0.19391826162694,0.950784207679827,92,TRUE
"GH49_2","GH49","2","1990s",722500.216261824,6097499.37218974,92,0.193846003193606,0.950243374797188,93,TRUE
"BD39_2","BD39","2","1990s",467500.047327308,6297499.72963385,76,0.192970402541513,0.949702541914548,94,TRUE
"CH35_2","CH35","2","1990s",517500.094920755,6077499.76756936,81,0.192740432095089,0.949161709031909,95,TRUE
"HA36_2","HA36","2","1990s",879151.681415944,6133717.81043671,68,0.192687248313059,0.94862087614927,96,TRUE
"BC54_2","BC54","2","1990s",477500.091967421,6322499.63835183,84,0.191604652042948,0.948080043266631,97,TRUE
"BC65_2","BC65","2","1990s",482500.05742433,6327499.64415661,67,0.191205617789123,0.947539210383991,98,TRUE
"AF92_2","AF92","2","1990s",447500.205725094,6162499.83401409,67,0.190187326648063,0.946998377501352,99,TRUE
"CC63_2","CC63","2","1990s",532499.810459885,6317499.76964613,67,0.189852106675759,0.946457544618713,100,TRUE
"DE68_2","DE68","2","1990s",582499.940157057,6242499.79831663,87,0.189764978598376,0.945916711736074,101,TRUE
"BF69_2","BF69","2","1990s",482500.11408776,6197499.79790025,52,0.189625344718683,0.945375878853434,102,TRUE
"CC85_2","CC85","2","1990s",542499.723927928,6327499.72148554,87,0.189522391410087,0.944835045970795,103,TRUE
"FF67_2","FF67","2","1990s",682500.274986715,6187499.82402655,89,0.189351636042642,0.944294213088156,104,TRUE
"BF59_2","BF59","2","1990s",477500.107983791,6197499.77606006,57,0.188640194937542,0.943753380205516,105,TRUE
"BG55_2","BG55","2","1990s",477500.035091732,6127499.82340314,78,0.188524854634716,0.943212547322877,106,TRUE
"CD96_2","CD96","2","1990s",547499.810865189,6282499.76612753,83,0.187828436200653,0.942671714440238,107,TRUE
"EF92_2","EF92","2","1990s",647500.234643362,6162499.80584863,95,0.187650697592506,0.942130881557599,108,TRUE
"BC55_2","BC55","2","1990s",477500.092243785,6327499.66660796,80,0.187165453749612,0.941590048674959,109,TRUE
"CG54_2","CG54","2","1990s",527500.065031351,6122499.80360858,94,0.186157898011677,0.94104921579232,110,TRUE
"FG44_2","FG44","2","1990s",672500.240486152,6122499.6930475,75,0.184894536244103,0.940508382909681,111,TRUE
"BF00_2","BF00","2","1990s",452500.162557898,6152499.84979633,51,0.184676096612743,0.939967550027042,112,TRUE
"BE04_2","BE04","2","1990s",452500.116329981,6222499.68517229,68,0.18461028845812,0.939426717144402,113,TRUE
"CE49_2","CE49","2","1990s",522500.007941959,6247499.70252071,72,0.184383176132453,0.938885884261763,114,TRUE
"HA04_2","HA04","2","1990s",865042.17037441,6122447.22532909,64,0.183596369601691,0.938345051379124,115,TRUE
"DB83_2","DB83","2","1990s",592499.43704912,6367499.86780233,76,0.183464247057731,0.937804218496485,116,TRUE
"GF00_2","GF00","2","1990s",702500.33798049,6152499.68644445,82,0.183117582629752,0.937263385613845,117,TRUE
"FH63_2","FH63","2","1990s",682500.157132731,6067499.66484215,76,0.181893917580118,0.936722552731206,118,TRUE
"CC23_2","CC23","2","1990s",512499.920041859,6317499.66226605,51,0.18104751883017,0.936181719848567,119,TRUE
"AD95_2","AD95","2","1990s",447499.916710737,6277499.68405632,66,0.180766448514331,0.935640886965928,120,TRUE
"DG71_2","DG71","2","1990s",587500.127729204,6107499.80229882,91,0.180731575256173,0.935100054083288,121,TRUE
"FH32_2","FH32","2","1990s",667500.135212743,6062499.59689973,76,0.180108154476871,0.934559221200649,122,TRUE
"EH16_2","EH16","2","1990s",607500.165995745,6082499.83750044,71,0.179369084065337,0.93401838831801,123,TRUE
"BH69_2","BH69","2","1990s",482500.030380152,6097499.69276854,69,0.179332401665935,0.93347755543537,124,TRUE
"BE92_2","BE92","2","1990s",497500.076030905,6212499.77392524,70,0.179050586760591,0.932936722552731,125,TRUE
"EH13_2","EH13","2","1990s",607500.249096688,6067499.87679719,85,0.17645524085011,0.932395889670092,126,TRUE
"CD50_2","CD50","2","1990s",527499.951197077,6252499.70035297,80,0.173246114792519,0.931855056787453,127,TRUE
"BD05_2","BD05","2","1990s",452499.985355781,6277499.71096541,63,0.17290310317006,0.931314223904813,128,TRUE
"DF52_2","DF52","2","1990s",577500.067735332,6162499.97976322,58,0.172578250104932,0.930773391022174,129,TRUE
"BC75_2","BC75","2","1990s",487500.081769049,6327499.65441771,66,0.172456361410971,0.930232558139535,130,TRUE
"DF37_2","DF37","2","1990s",567499.970027603,6187499.83955628,75,0.1722524774589,0.929691725256896,131,TRUE
"CE21_2","CE21","2","1990s",512500.041653496,6207499.73661155,78,0.171768781037695,0.929150892374256,132,TRUE
"GF33_2","GF33","2","1990s",717500.366944438,6167499.70479759,63,0.171670462915928,0.928610059491617,133,TRUE
"CE62_2","CE62","2","1990s",532500.09537951,6212499.75170156,72,0.171581502281261,0.928069226608978,134,TRUE
"DE44_2","DE44","2","1990s",572499.93251617,6222499.77504775,64,0.171463444732151,0.927528393726339,135,TRUE
"GE04_2","GE04","2","1990s",702500.460655033,6222499.9213519,74,0.17108843418984,0.926987560843699,136,TRUE
"CE89_2","CE89","2","1990s",542499.942673123,6247499.68708754,77,0.170788227639175,0.92644672796106,137,TRUE
"CH57_2","CH57","2","1990s",527500.06665524,6087499.8329139,92,0.170509950462816,0.925905895078421,138,TRUE
"CG40_2","CG40","2","1990s",522500.065292888,6102499.7848276,85,0.170439908093403,0.925365062195782,139,TRUE
"DE53_2","DE53","2","1990s",577499.962326573,6217499.7484121,75,0.169312428011742,0.924824229313142,140,TRUE
"BG66_2","BG66","2","1990s",482500.005883005,6132499.94164487,73,0.169294174375148,0.924283396430503,141,TRUE
"CG84_2","CG84","2","1990s",542500.140630771,6122499.82747662,75,0.168971653462783,0.923742563547864,142,TRUE
"DC05_2","DC05","2","1990s",552499.689246301,6327499.77982543,75,0.168074714180851,0.923201730665224,143,TRUE
"ED01_2","ED01","2","1990s",602500.006932014,6257499.87529412,86,0.16805787930239,0.922660897782585,144,TRUE
"CH49_2","CH49","2","1990s",522500.097630216,6097499.74564588,78,0.168017798379338,0.922120064899946,145,TRUE
"FH21_2","FH21","2","1990s",662500.130102888,6057499.66692142,76,0.167670912499176,0.921579232017307,146,TRUE
"GE00_2","GE00","2","1990s",702500.346822031,6202499.88129636,74,0.167518864324837,0.921038399134667,147,TRUE
"BF72_2","BF72","2","1990s",487500.041411752,6162499.85063891,69,0.167440222379757,0.920497566252028,148,TRUE
"CD98_2","CD98","2","1990s",547499.845757951,6292499.87007576,72,0.167014513920677,0.919956733369389,149,TRUE
"CG26_2","CG26","2","1990s",512500.043243522,6132499.80403486,49,0.166982790046544,0.91941590048675,150,TRUE
"FF54_2","FF54","2","1990s",677500.253821705,6172499.80285912,90,0.166676299459327,0.91887506760411,151,TRUE
"DF31_2","DF31","2","1990s",567500.034701345,6157499.95135024,78,0.166672810572985,0.918334234721471,152,TRUE
"DF08_2","DF08","2","1990s",552499.997825853,6192499.86530081,84,0.166601106583202,0.917793401838832,153,TRUE
"GG28_2","GG28","2","1990s",712500.35862841,6142499.66440793,88,0.166004006195796,0.917252568956193,154,TRUE
"EF82_2","EF82","2","1990s",642500.252555285,6162499.82514834,80,0.165871296559941,0.916711736073553,155,TRUE
"GF18_2","GF18","2","1990s",707500.406565463,6192499.8746929,89,0.165306123341736,0.916170903190914,156,TRUE
"GF43_2","GF43","2","1990s",722500.383918834,6167499.73768856,72,0.164770245831376,0.915630070308275,157,TRUE
"FH62_2","FH62","2","1990s",682500.140012703,6062499.57518073,73,0.164720189335297,0.915089237425636,158,TRUE
"CC54_2","CC54","2","1990s",527499.847330685,6322499.62722962,73,0.164476334927807,0.914548404542996,159,TRUE
"CF34_2","CF34","2","1990s",517500.035763805,6172499.77595747,75,0.164322537277309,0.914007571660357,160,TRUE
"BE58_2","BE58","2","1990s",477500.090099419,6242499.68879643,74,0.163866712830426,0.913466738777718,161,TRUE
"DF59_2","DF59","2","1990s",577499.918135129,6197499.79599328,74,0.163806657803494,0.912925905895078,162,TRUE
"CE82_2","CE82","2","1990s",542500.054982355,6212499.6759814,94,0.162543928410627,0.912385073012439,163,TRUE
"CF82_2","CF82","2","1990s",542500.044198878,6162499.85095494,92,0.162488898213529,0.9118442401298,164,TRUE
"DE89_2","DE89","2","1990s",592500.005248231,6247499.80309361,81,0.162185818210719,0.911303407247161,165,TRUE
"DF48_2","DF48","2","1990s",572499.984326361,6192499.89054985,86,0.162170352538289,0.910762574364521,166,TRUE
"BG42_2","BG42","2","1990s",472499.930919082,6112499.75057768,65,0.161933895797755,0.910221741481882,167,TRUE
"GG25_2","GG25","2","1990s",712500.298132367,6127499.4785033,81,0.161823441259358,0.909680908599243,168,TRUE
"DH17_2","DH17","2","1990s",557500.131502509,6087499.8943016,82,0.161668644757325,0.909140075716604,169,TRUE
"AD93_2","AD93","2","1990s",447499.992473694,6267499.59540695,64,0.161052757278003,0.908599242833964,170,TRUE
"DG34_2","DG34","2","1990s",567500.122814452,6122499.91939185,68,0.160962764543816,0.908058409951325,171,TRUE
"CE22_2","CE22","2","1990s",512500.088980645,6212499.74466364,73,0.160748493736119,0.907517577068686,172,TRUE
"EB06_2","EB06","2","1990s",622499.452476495,6342499.95887602,51,0.160735804213623,0.906976744186046,173,TRUE
"DG62_2","DG62","2","1990s",582500.108638806,6112499.87467615,95,0.160414055569281,0.906435911303407,174,TRUE
"BG95_2","BG95","2","1990s",497500.04839081,6127499.8942135,78,0.16013830106708,0.905895078420768,175,TRUE
"CC30_2","CC30","2","1990s",517499.937743111,6302499.73444826,67,0.159972811063402,0.905354245538129,176,TRUE
"EF08_2","EF08","2","1990s",602499.966204979,6192499.85915239,69,0.159748152215814,0.904813412655489,177,TRUE
"GF25_2","GF25","2","1990s",712500.369378079,6177499.797558,75,0.158797256947385,0.90427257977285,178,TRUE
"GE33_2","GE33","2","1990s",717500.436395479,6217499.78758344,85,0.158736416403006,0.903731746890211,179,TRUE
"GE32_2","GE32","2","1990s",717500.462835331,6212499.88848785,93,0.158143488698697,0.903190914007572,180,TRUE
"CE88_2","CE88","2","1990s",542499.960902843,6242499.65304974,90,0.15772956464116,0.902650081124932,181,TRUE
"CH99_2","CH99","2","1990s",547500.134714441,6097499.8612307,66,0.157609603247789,0.902109248242293,182,TRUE
"CC64_2","CC64","2","1990s",532499.838837522,6322499.65038728,73,0.157266193915233,0.901568415359654,183,TRUE
"FH54_2","FH54","2","1990s",677500.130909897,6072499.62068056,75,0.157164718685858,0.901027582477015,184,TRUE
"CH56_2","CH56","2","1990s",527500.137120076,6082499.74874946,82,0.156704786762566,0.900486749594375,185,TRUE
"DG37_2","DG37","2","1990s",567500.106904228,6137499.87506136,65,0.156550951059068,0.899945916711736,186,FALSE
"GE31_2","GE31","2","1990s",717500.466429362,6207499.82327002,62,0.156291180146269,0.899405083829097,187,FALSE
"BG62_2","BG62","2","1990s",482499.979308296,6112499.8150475,59,0.156106880227781,0.898864250946457,188,FALSE
"FF22_2","FF22","2","1990s",662500.254891339,6162499.76663742,88,0.155398355867301,0.898323418063818,189,FALSE
"FG86_2","FG86","2","1990s",692500.32630616,6132499.66863698,87,0.154776315040982,0.897782585181179,190,FALSE
"CE02_2","CE02","2","1990s",502500.025281046,6212499.77656109,75,0.154560485139306,0.89724175229854,191,FALSE
"DF38_2","DF38","2","1990s",567499.985526249,6192499.88279332,93,0.153459851521386,0.8967009194159,192,FALSE
"GE02_2","GE02","2","1990s",702500.433428808,6212499.84805962,84,0.153205713071381,0.896160086533261,193,FALSE
"BG93_2","BG93","2","1990s",497500.047021728,6117499.88881606,63,0.152903823121263,0.895619253650622,194,FALSE
"DC58_2","DC58","2","1990s",577499.582144427,6342499.99114621,77,0.15276351696728,0.895078420767983,195,FALSE
"BH87_2","BH87","2","1990s",492500.052148174,6087499.76319394,86,0.152437090019648,0.894537587885343,196,FALSE
"GG09_2","GG09","2","1990s",702500.32036365,6147499.72206122,80,0.15191953016143,0.893996755002704,197,FALSE
"EH66_2","EH66","2","1990s",632500.265365532,6082499.70896176,72,0.151815401808952,0.893455922120065,198,FALSE
"DB68_2","DB68","2","1990s",582499.448115436,6392499.53691715,66,0.151166432006933,0.892915089237426,199,FALSE
"DG23_2","DG23","2","1990s",562500.082842501,6117499.91076088,64,0.150889272071252,0.892374256354786,200,FALSE
"CH89_2","CH89","2","1990s",542500.12460513,6097499.82845395,78,0.150857084388006,0.891833423472147,201,FALSE
"CD56_2","CD56","2","1990s",527499.912891093,6282499.76051782,63,0.150840448516235,0.891292590589508,202,FALSE
"EG77_2","EG77","2","1990s",637500.205571883,6137499.83322086,60,0.150212581361901,0.890751757706869,203,FALSE
"EH78_2","EH78","2","1990s",637500.251128885,6092499.60514196,62,0.149338329664194,0.890210924824229,204,FALSE
"EF94_2","EF94","2","1990s",647500.203778585,6172499.77539326,94,0.149137215976632,0.88967009194159,205,FALSE
"GE12_2","GE12","2","1990s",707500.440443458,6212499.83544799,77,0.148701129219722,0.889129259058951,206,FALSE
"BG76_2","BG76","2","1990s",487500.016616312,6132499.88877862,69,0.148381483147705,0.888588426176312,207,FALSE
"DD72_2","DD72","2","1990s",587499.957600776,6262499.86189832,60,0.148146773937235,0.888047593293672,208,FALSE
"DF18_2","DF18","2","1990s",557500.009390407,6192499.81423905,77,0.148048640980569,0.887506760411033,209,FALSE
"DD47_2","DD47","2","1990s",572499.811990655,6287499.98977423,88,0.148011496962969,0.886965927528394,210,FALSE
"BD44_2","BD44","2","1990s",472500.093131456,6272499.73666175,65,0.147942515799259,0.886425094645754,211,FALSE
"DC00_2","DC00","2","1990s",552499.798134318,6302499.82200372,92,0.147666286298523,0.885884261763115,212,FALSE
"GF17_2","GF17","2","1990s",707500.349707284,6187499.74338767,83,0.147493539465446,0.885343428880476,213,FALSE
"GG26_2","GG26","2","1990s",712500.31201732,6132499.55829343,58,0.147082502843096,0.884802595997837,214,FALSE
"CG51_2","CG51","2","1990s",527500.088342045,6107499.7668594,89,0.14701460228744,0.884261763115197,215,FALSE
"EH26_2","EH26","2","1990s",612500.218900294,6082499.78797226,85,0.14634385735599,0.883720930232558,216,FALSE
"DD18_2","DD18","2","1990s",557499.815944289,6292499.93507653,96,0.145906245618924,0.883180097349919,217,FALSE
"BF02_2","BF02","2","1990s",452500.152308494,6162499.7866961,83,0.145510929962706,0.88263926446728,218,FALSE
"FF84_2","FF84","2","1990s",692500.291575204,6172499.72846018,80,0.145465606797579,0.88209843158464,219,FALSE
"EF71_2","EF71","2","1990s",637500.231452265,6157499.76981015,80,0.145453445439373,0.881557598702001,220,FALSE
"GE11_2","GE11","2","1990s",707500.409073655,6207499.81585062,86,0.144156770548479,0.881016765819362,221,FALSE
"HA52_2","HA52","2","1990s",890853.200999102,6114615.58665435,79,0.143799039406808,0.880475932936723,222,FALSE
"BF49_2","BF49","2","1990s",472500.090003978,6197499.74933914,69,0.143757156779752,0.879935100054083,223,FALSE
"FF56_2","FF56","2","1990s",677500.294067067,6182499.80652333,61,0.143324193252289,0.879394267171444,224,FALSE
"DE11_2","DE11","2","1990s",557500.012167971,6207499.78134694,90,0.142523955307373,0.878853434288805,225,FALSE
"CF29_2","CF29","2","1990s",512500.073096977,6197499.83095987,82,0.142456791146673,0.878312601406166,226,FALSE
"DF81_2","DF81","2","1990s",592500.136095418,6157499.88062252,57,0.142405379237648,0.877771768523526,227,FALSE
"EF01_2","EF01","2","1990s",602500.110434067,6157499.94995388,76,0.14186835899001,0.877230935640887,228,FALSE
"BC32_2","BC32","2","1990s",467500.039426029,6312499.71650013,75,0.141818843921012,0.876690102758248,229,FALSE
"CF23_2","CF23","2","1990s",512500.069076424,6167499.77182008,63,0.141407438951422,0.876149269875608,230,FALSE
"CF65_2","CF65","2","1990s",532500.028758022,6177499.80590305,69,0.14136216209431,0.875608436992969,231,FALSE
"FH64_2","FH64","2","1990s",682500.139190177,6072499.58097752,82,0.14113562870392,0.87506760411033,232,FALSE
"FH11_2","FH11","2","1990s",657500.126210716,6057499.64529841,76,0.141096993282713,0.874526771227691,233,FALSE
"AD90_2","AD90","2","1990s",447500.070949353,6252499.57832838,40,0.141054060210485,0.873985938345051,234,FALSE
"BD57_2","BD57","2","1990s",477500.058357243,6287499.67968914,65,0.141042971131111,0.873445105462412,235,FALSE
"CH45_2","CH45","2","1990s",522500.106332231,6077499.73913,80,0.139950099159981,0.872904272579773,236,FALSE
"AF98_2","AF98","2","1990s",447500.138736578,6192499.68358703,50,0.139934758120174,0.872363439697134,237,FALSE
"CE51_2","CE51","2","1990s",527500.085532859,6207499.81155257,76,0.139497344168555,0.871822606814494,238,FALSE
"DC88_2","DC88","2","1990s",592499.555488297,6342500.03654958,80,0.139257577172119,0.871281773931855,239,FALSE
"GH07_2","GH07","2","1990s",702500.205594414,6087499.49148216,68,0.139224481004647,0.870740941049216,240,FALSE
"DG17_2","DG17","2","1990s",557500.068279845,6137499.87258937,83,0.139122887116263,0.870200108166577,241,FALSE
"CG42_2","CG42","2","1990s",522500.10963438,6112499.86432714,64,0.139081798214444,0.869659275283937,242,FALSE
"FH34_2","FH34","2","1990s",667500.126254149,6072499.5774173,63,0.138900299862491,0.869118442401298,243,FALSE
