atlas,period,base_site,survey,trait_family,trait_value,n_species,trait_probability,expected_group_richness,expected_total_richness,site,X,Y
1,1970s,EF74,EF74_1,Foraging guild,Scolopacids,9,0.030037416418678232,2.1190012518428087,70.54538986665796,EF74,637500.2099802837,6172499.859987579
1,1970s,EF75,EF75_1,Foraging guild,Scolopacids,9,0.04864929850264562,3.9485373552404575,81.16329478061704,EF75,637500.1965109793,6177499.868648433
1,1970s,BD78,BD78_1,Foraging guild,Scolopacids,9,0.029704034353444392,2.1353908389982155,71.8889162862351,BD78,487500.04695056047,6292499.722763024
1,1970s,EF80,EF80_1,Foraging guild,Scolopacids,9,0.03661707983434113,1.5658153063420592,42.76188361895445,EF80,642500.2088201805,6152499.8108049715
1,1970s,EF81,EF81_1,Foraging guild,Scolopacids,9,0.04886442724102246,3.3164341375433573,67.87011175195272,EF81,642500.2076575521,6157499.794391641
1,1970s,EF82,EF82_1,Foraging guild,Scolopacids,9,0.047085201106271804,2.709603648072101,57.54682117543677,EF82,642500.2525552853,6162499.825148337
1,1970s,EF83,EF83_1,Foraging guild,Scolopacids,9,0.017972458832599635,1.1087760254840016,61.69306246916143,EF83,642500.2193219239,6167499.787668911
1,1970s,EF84,EF84_1,Foraging guild,Scolopacids,9,0.033564724532076144,2.405447746083011,71.66594630574858,EF84,642500.2285859047,6172499.797269886
1,1970s,EF85,EF85_1,Foraging guild,Scolopacids,9,0.033724749557800186,1.5144605395109596,44.90650217921872,EF85,642500.21561393,6177499.851854328
1,1970s,BD79,BD79_1,Foraging guild,Scolopacids,9,0.041031662275080975,1.8988723456015193,46.278221264136484,BD79,487500.0155984107,6297499.6839520885
1,1970s,EF90,EF90_1,Foraging guild,Scolopacids,9,0.034802614239745816,2.0016041364461747,57.513039757808535,EF90,647500.1968096502,6152499.796485673
1,1970s,EF91,EF91_1,Foraging guild,Scolopacids,9,0.03130310185171512,2.1708722230084416,69.35006739242672,EF91,647500.2025785598,6157499.7218825305
1,1970s,EF92,EF92_1,Foraging guild,Scolopacids,9,0.03155962320856371,2.3185707069226638,73.46636211719787,EF92,647500.2346433615,6162499.805848634
1,1970s,EF93,EF93_1,Foraging guild,Scolopacids,9,0.038961133814087126,3.1249388323248475,80.20656809517611,EF93,647500.2356114537,6167499.82370214
1,1970s,EF94,EF94_1,Foraging guild,Scolopacids,9,0.022695228874425516,1.4503250653543196,63.90440358099414,EF94,647500.2037785846,6172499.7753932625
1,1970s,EF95,EF95_1,Foraging guild,Scolopacids,9,0.022451128619040417,1.3568089876101865,60.433887785022094,EF95,647500.2592736807,6177499.776383813
1,1970s,EF96,EF96_1,Foraging guild,Scolopacids,9,0.020359448203740426,0.758808732034823,37.2705941949554,EF96,647500.2117523269,6182499.820248794
1,1970s,EG00,EG00_1,Foraging guild,Scolopacids,9,0.014812188226366936,0.9211423155845614,62.188131929410055,EG00,602500.2075383858,6102499.752554977
1,1970s,AE95,AE95_1,Foraging guild,Scolopacids,9,0.09103892281702186,4.360088833615589,47.89257933531226,AE95,447500.18198725476,6227499.747924402
1,1970s,BD80,BD80_1,Foraging guild,Scolopacids,9,0.008920016533559942,0.4083188280925938,45.775568526848396,BD80,492500.052342845,6252499.689303762
1,1970s,EG01,EG01_1,Foraging guild,Scolopacids,9,0.006215603727027988,0.3230726908709193,51.977684720482905,EG01,602500.1653777973,6107499.795298992
1,1970s,EG02,EG02_1,Foraging guild,Scolopacids,9,0.01141282440652682,0.6011876953415384,52.6765044240695,EG02,602500.1872741627,6112499.769644517
1,1970s,EG03,EG03_1,Foraging guild,Scolopacids,9,0.011640114912845898,0.6398165289596606,54.96651311006959,EG03,602500.1419317244,6117499.7838923335
1,1970s,EG04,EG04_1,Foraging guild,Scolopacids,9,0.022703716002240033,1.9119784521875391,84.21433971420785,EG04,602500.155513311,6122499.8409451125
1,1970s,EG05,EG05_1,Foraging guild,Scolopacids,9,0.009481432283364758,0.574839230053145,60.62788963453386,EG05,602500.1656467885,6127499.828034153
1,1970s,EG06,EG06_1,Foraging guild,Scolopacids,9,0.010188434415291223,0.5918349333482888,58.088898571113006,EG06,602500.1685459674,6132499.856394926
1,1970s,EG07,EG07_1,Foraging guild,Scolopacids,9,0.013862386756038559,0.8519020654437817,61.454212787180154,EG07,602500.1629894912,6137499.92599472
1,1970s,EG08,EG08_1,Foraging guild,Scolopacids,9,0.009683974657634544,0.5682104220945653,58.675331378176,EG08,602500.1503424796,6142499.925529002
1,1970s,EG09,EG09_1,Foraging guild,Scolopacids,9,0.027645072050654258,1.4089498170474486,50.965677154533005,EG09,602500.129395011,6147499.854962473
1,1970s,EG10,EG10_1,Foraging guild,Scolopacids,9,0.022634584806306104,1.2083756227629752,53.386250868021925,EG10,607500.1768091201,6102499.818051623
1,1970s,BD81,BD81_1,Foraging guild,Scolopacids,9,0.019761441461625458,1.1525422782274362,58.322783814406776,BD81,492500.0663517555,6257499.67318747
1,1970s,EG11,EG11_1,Foraging guild,Scolopacids,9,0.012657417371104842,0.8349828792815545,65.96787123317166,EG11,607500.1588724807,6107499.833944355
1,1970s,EG12,EG12_1,Foraging guild,Scolopacids,9,0.010626166616057255,0.4292112973160641,40.391922395370756,EG12,607500.1894330485,6112499.781570623
1,1970s,EG13,EG13_1,Foraging guild,Scolopacids,9,0.018635978264142632,1.3511336966560104,72.50135611371248,EG13,607500.2007176884,6117499.770624214
1,1970s,EG14,EG14_1,Foraging guild,Scolopacids,9,0.011108849042971176,0.5611368379222024,50.512599077691725,EG14,607500.191500505,6122499.801071322
1,1970s,EG15,EG15_1,Foraging guild,Scolopacids,9,0.016436629561498394,0.9148602389232439,55.659844100048176,EG15,607500.1605547919,6127499.872877927
1,1970s,EG16,EG16_1,Foraging guild,Scolopacids,9,0.015476327239918016,0.7776376710876245,50.24691317471418,EG16,607500.1727981393,6132499.876283166
1,1970s,EG17,EG17_1,Foraging guild,Scolopacids,9,0.021973107106330145,1.4918407357398782,67.89393637052358,EG17,607500.1607226082,6137499.920979434
1,1970s,EG18,EG18_1,Foraging guild,Scolopacids,9,0.021427545930751437,1.4153664563040236,66.053595725714,EG18,607500.1891095479,6142499.897205671
1,1970s,EG19,EG19_1,Foraging guild,Scolopacids,9,0.012680472549508291,0.5838702949426804,46.04483726163037,EG19,607500.1905837624,6147499.914653578
1,1970s,EG21,EG21_1,Foraging guild,Scolopacids,9,0.014514690959415594,0.8764596891743073,60.38431625068483,EG21,612500.2348921587,6107499.801269529
1,1970s,BD82,BD82_1,Foraging guild,Scolopacids,9,0.04327248507075248,2.5925448296332747,59.912085598835986,BD82,492500.0446139241,6262499.693544938
1,1970s,EG22,EG22_1,Foraging guild,Scolopacids,9,0.016266452545238612,1.0588072979921803,65.09146939368203,EG22,612500.2114052242,6112499.729918555
1,1970s,EG23,EG23_1,Foraging guild,Scolopacids,9,0.02875882044273915,1.8850679805281767,65.54747209752503,EG23,612500.2139353334,6117499.81291228
1,1970s,EG24,EG24_1,Foraging guild,Scolopacids,9,0.020918629814080953,1.3733885550627387,65.65384861575733,EG24,612500.1830770366,6122499.826076767
1,1970s,EG25,EG25_1,Foraging guild,Scolopacids,9,0.033882618888333986,2.996202933767611,88.42890638536869,EG25,612500.1782985982,6127499.882253152
1,1970s,EG26,EG26_1,Foraging guild,Scolopacids,9,0.027085469726810422,2.349218865541064,86.73354714670874,EG26,612500.200980525,6132499.870141038
1,1970s,EG27,EG27_1,Foraging guild,Scolopacids,9,0.025477230475426285,1.7828433090575189,69.97790873608244,EG27,612500.1834815647,6137499.899357621
1,1970s,EG30,EG30_1,Foraging guild,Scolopacids,9,0.012516005438312602,0.47211614858084716,37.72099260484961,EG30,617500.2479844969,6102499.703469929
1,1970s,BD83,BD83_1,Foraging guild,Scolopacids,9,0.043510058243249446,1.7182875836301603,39.49173255581085,BD83,492500.04863837245,6267499.638934148
1,1970s,EG40,EG40_1,Foraging guild,Scolopacids,9,0.015741070689683542,0.7127102542402183,45.27711413603636,EG40,622500.2477358868,6102499.741840948
1,1970s,EG41,EG41_1,Foraging guild,Scolopacids,9,0.028461255416525867,1.877758968844517,65.97597124103693,EG41,622500.2452251216,6107499.731631616
1,1970s,EG42,EG42_1,Foraging guild,Scolopacids,9,0.02148908227975012,1.2784117549104201,59.491221554636155,EG42,622500.1778913485,6112499.7629739335
1,1970s,BD84,BD84_1,Foraging guild,Scolopacids,9,0.027395710889753747,1.0799016242310022,39.418638507931384,BD84,492500.0788364224,6272499.731946048
1,1970s,EG76,EG76_1,Foraging guild,Scolopacids,9,0.024570327722801044,1.8334039446478387,74.61861987890606,EG76,637500.1687954454,6132499.737980937
1,1970s,EG77,EG77_1,Foraging guild,Scolopacids,9,0.029235102243795934,2.363719765331263,80.85211214997118,EG77,637500.2055718829,6137499.833220863
1,1970s,EG84,EG84_1,Foraging guild,Scolopacids,9,0.03409469902081381,2.5968436184646837,76.16561204659374,EG84,642500.1821270094,6122499.752851817
1,1970s,EG85,EG85_1,Foraging guild,Scolopacids,9,0.026221052652178993,1.41142286767636,53.82784918663704,EG85,642500.1759146599,6127499.685259293
1,1970s,EG86,EG86_1,Foraging guild,Scolopacids,9,0.022066521622878258,1.2224170069775697,55.39690522452732,EG86,642500.1595471228,6132499.774305279
1,1970s,EG87,EG87_1,Foraging guild,Scolopacids,9,0.04573813192363068,2.944970843339866,64.38765029269466,EG87,642500.2018560335,6137499.799481912
1,1970s,BD85,BD85_1,Foraging guild,Scolopacids,9,0.025505576842841673,1.1103991437593774,43.53554325006451,BD85,492500.0734845984,6277499.750050906
1,1970s,EG88,EG88_1,Foraging guild,Scolopacids,9,0.052164311177484,3.2909195771292867,63.08756893064787,EG88,642500.1743270823,6142499.756653693
1,1970s,EG89,EG89_1,Foraging guild,Scolopacids,9,0.03904173487981273,1.8834807303309344,48.24275191994155,EG89,642500.1983442176,6147499.761124632
1,1970s,EG94,EG94_1,Foraging guild,Scolopacids,9,0.04363618055222488,3.7737507141888944,86.48215005143207,EG94,647500.1901655146,6122499.657195898
1,1970s,EG95,EG95_1,Foraging guild,Scolopacids,9,0.0146043412816429,0.7433912666268243,50.90207440997279,EG95,647500.2152539153,6127499.751259625
1,1970s,EG96,EG96_1,Foraging guild,Scolopacids,9,0.01824443775476048,0.84940927803332,46.55716385733431,EG96,647500.1581773825,6132499.777421652
1,1970s,EG97,EG97_1,Foraging guild,Scolopacids,9,0.033786623391655876,1.7811022781898878,52.71619651195326,EG97,647500.2075852172,6137499.741983493
1,1970s,EG98,EG98_1,Foraging guild,Scolopacids,9,0.016139882098384552,0.7952510237739352,49.27241840592703,EG98,647500.1677108221,6142499.749803021
1,1970s,EG99,EG99_1,Foraging guild,Scolopacids,9,0.014075376040843171,0.7344952339013694,52.18299189805306,EG99,647500.2267514672,6147499.807189792
1,1970s,BD86,BD86_1,Foraging guild,Scolopacids,9,0.04848669297954472,2.689797790540064,55.474969012112666,BD86,492500.0328117953,6282499.693222406
1,1970s,EH08,EH08_1,Foraging guild,Scolopacids,9,0.04692543091088223,3.640547881176695,77.58155461780608,EH08,602500.1620083671,6092499.788471238
1,1970s,EH09,EH09_1,Foraging guild,Scolopacids,9,0.02743629795224182,1.6826242067833017,61.3283982304112,EH09,602500.1847436636,6097499.749779848
1,1970s,EH13,EH13_1,Foraging guild,Scolopacids,9,0.04452691035382253,2.6984933314393027,60.60365091573535,EH13,607500.2490966875,6067499.876797193
1,1970s,EH14,EH14_1,Foraging guild,Scolopacids,9,0.052042009364575995,3.5382253311022422,67.987869306035,EH14,607500.1881287517,6072499.820997513
1,1970s,EH15,EH15_1,Foraging guild,Scolopacids,9,0.03052611762355386,1.8061672586244706,59.16793222439913,EH15,607500.1822916985,6077499.808419616
1,1970s,EH16,EH16_1,Foraging guild,Scolopacids,9,0.034612515941848464,1.7567030426862211,50.75340508726986,EH16,607500.1659957448,6082499.837500439
1,1970s,EH17,EH17_1,Foraging guild,Scolopacids,9,0.03495243720350813,1.6531793491477504,47.29797065429884,EH17,607500.2047700058,6087499.798479977
1,1970s,BD87,BD87_1,Foraging guild,Scolopacids,9,0.034322699658150886,1.8419099388326405,53.66448318977809,BD87,492500.0796249006,6287499.672523582
1,1970s,EH23,EH23_1,Foraging guild,Scolopacids,9,0.03745552841146175,1.886319659183933,50.3615818327823,EH23,612500.2034834018,6067499.887341654
1,1970s,EH24,EH24_1,Foraging guild,Scolopacids,9,0.02714624822107667,1.7752761770270513,65.39674147857772,EH24,612500.212235677,6072499.811950394
1,1970s,EH25,EH25_1,Foraging guild,Scolopacids,9,0.027770737213634145,1.475455613422756,53.129868396089094,EH25,612500.1963975141,6077499.778303541
1,1970s,EH26,EH26_1,Foraging guild,Scolopacids,9,0.03568138951888556,2.1293969253464224,59.678083002327256,EH26,612500.2189002938,6082499.787972259
1,1970s,EH27,EH27_1,Foraging guild,Scolopacids,9,0.028680387056762152,2.2099545648553254,77.05455859021508,EH27,612500.2170047599,6087499.728058776
1,1970s,EH28,EH28_1,Foraging guild,Scolopacids,9,0.01967065128972181,0.5868498241743353,29.83377700772788,EH28,612500.1867045197,6092499.709788004
1,1970s,EH37,EH37_1,Foraging guild,Scolopacids,9,0.021605001619934457,0.8754628541021364,40.521304719290846,EH37,617500.189780661,6087499.7680580225
1,1970s,EH38,EH38_1,Foraging guild,Scolopacids,9,0.029016967951865202,1.7920541273668031,61.75883470456156,EH38,617500.2326236423,6092499.741423128
1,1970s,BD88,BD88_1,Foraging guild,Scolopacids,9,0.030322549851498338,1.8421691388750645,60.75244819109554,BD88,492500.0303709486,6292499.688262614
1,1970s,EH39,EH39_1,Foraging guild,Scolopacids,9,0.023651806332466854,1.1951681319753498,50.531790898978464,EH39,617500.2301707517,6097499.75643296
1,1970s,EH49,EH49_1,Foraging guild,Scolopacids,9,0.012719107141891482,0.5119603290962433,40.25127891328611,EH49,622500.2536596373,6097499.68413302
1,1970s,EH54,EH54_1,Foraging guild,Scolopacids,9,0.03133344181069081,1.1361843437274104,36.26107692196617,EH54,627500.2315571259,6072499.726827907
1,1970s,EH64,EH64_1,Foraging guild,Scolopacids,9,0.015687671279279957,0.7495873915495935,47.781941513501586,EH64,632500.2489600373,6072499.714002534
1,1970s,EH66,EH66_1,Foraging guild,Scolopacids,9,0.04060302737919272,2.00791642555541,49.452382129131074,EH66,632500.2653655324,6082499.7089617625
1,1970s,BD89,BD89_1,Foraging guild,Scolopacids,9,0.03240617125980794,1.5808771752426454,48.783213622133246,BD89,492500.00758350815,6297499.740193662
1,1970s,EH67,EH67_1,Foraging guild,Scolopacids,9,0.025676249195627752,1.4220148995714332,55.382501109764085,EH67,632500.240557838,6087499.660661096
1,1970s,EH73,EH73_1,Foraging guild,Scolopacids,9,0.017797689889750754,0.8527827734007869,47.91536309956064,EH73,637500.2350246185,6067499.714042777
1,1970s,EH74,EH74_1,Foraging guild,Scolopacids,9,0.00939234935996651,0.37491750554344083,39.917329645069515,EH74,637500.223421336,6072499.668808251
1,1970s,EH75,EH75_1,Foraging guild,Scolopacids,9,0.035086259723614455,1.678996610414878,47.85339399642094,EH75,637500.2391012611,6077499.669303549
1,1970s,EH77,EH77_1,Foraging guild,Scolopacids,9,0.013261981936032428,0.5849674972631599,44.10860307944017,EH77,637500.2241880391,6087499.580903596
1,1970s,EH78,EH78_1,Foraging guild,Scolopacids,9,0.02038664138074042,0.9899820836462373,48.56033248230329,EH78,637500.2511288846,6092499.605141959
1,1970s,EH83,EH83_1,Foraging guild,Scolopacids,9,0.05048757491446847,2.4612244870648485,48.749112850724856,EH83,642500.2303255753,6067499.715175096
1,1970s,EH84,EH84_1,Foraging guild,Scolopacids,9,0.010917989012617245,0.4901266736125315,44.89166210426869,EH84,642500.2311327682,6072499.703858004
1,1970s,AE96,AE96_1,Foraging guild,Scolopacids,9,0.11399584455833266,2.874645946996515,25.217111712572418,AE96,447500.139576756,6232499.638727918
1,1970s,BD90,BD90_1,Foraging guild,Scolopacids,9,0.014373430822739263,0.558740203584362,38.873127124278206,BD90,497500.0588251114,6252499.698183741
1,1970s,EH85,EH85_1,Foraging guild,Scolopacids,9,0.005524379787471266,0.1937730454274486,35.075981898801786,EH85,642500.2474008938,6077499.627137704
1,1970s,EH87,EH87_1,Foraging guild,Scolopacids,9,0.006448653374196437,0.2761343230575404,42.82046297641937,EH87,642500.2449209422,6087499.609035659
1,1970s,EH88,EH88_1,Foraging guild,Scolopacids,9,0.01926760295588996,0.9090487413587909,47.180167841319445,EH88,642500.2264585433,6092499.556320992
1,1970s,EH92,EH92_1,Foraging guild,Scolopacids,9,0.028931016530375133,0.9177508983232046,31.722041199611613,EH92,647500.1957499915,6062499.687774925
1,1970s,EH93,EH93_1,Foraging guild,Scolopacids,9,0.024144439149066357,0.9312259575465196,38.56896206191351,EH93,647500.2119518482,6067499.673581073
1,1970s,EH94,EH94_1,Foraging guild,Scolopacids,9,0.008574223600147077,0.27833725255682124,32.46209400837725,EH94,647500.2300924656,6072499.59413029
1,1970s,EH95,EH95_1,Foraging guild,Scolopacids,9,0.010440232354309412,0.40047798124771516,38.359106163227295,EH95,647500.2412025952,6077499.671872045
1,1970s,EH96,EH96_1,Foraging guild,Scolopacids,9,0.023670837368904667,1.567878896069201,66.23673136839908,EH96,647500.2545091603,6082499.573025044
1,1970s,EH97,EH97_1,Foraging guild,Scolopacids,9,0.019039543001490404,1.001333795053269,52.59232298668541,EH97,647500.2573792844,6087499.631286464
1,1970s,BD91,BD91_1,Foraging guild,Scolopacids,9,0.035625673625845004,2.1189330086527987,59.477696643905624,BD91,497500.03416951664,6257499.671954378
1,1970s,FE00,FE00_1,Foraging guild,Scolopacids,9,0.02083562213498765,1.0750190843363563,51.59524766631085,FE00,652500.2204548502,6202499.884181068
1,1970s,FE10,FE10_1,Foraging guild,Scolopacids,9,0.035605386568258714,2.8743694009417395,80.72849863408493,FE10,657500.2140283118,6202499.844869955
1,1970s,FE20,FE20_1,Foraging guild,Scolopacids,9,0.03255668379417259,2.45030248753507,75.2626558351639,FE20,662500.2220386828,6202499.902415118
1,1970s,FE30,FE30_1,Foraging guild,Scolopacids,9,0.03962766457583834,3.8424219913765048,96.96311989375458,FE30,667500.2691536737,6202499.833699634
1,1970s,FE40,FE40_1,Foraging guild,Scolopacids,9,0.03812334877177739,3.409910009268729,89.44413644462092,FE40,672500.3008507392,6202499.858164246
1,1970s,BD92,BD92_1,Foraging guild,Scolopacids,9,0.04882813568073914,1.7664780872328318,36.17746331301444,BD92,497500.0799421015,6262499.6820673505
1,1970s,FE60,FE60_1,Foraging guild,Scolopacids,9,0.015323510062302778,1.0225387472167982,66.73006008801704,FE60,682500.2713181422,6202499.84461653
1,1970s,FE61,FE61_1,Foraging guild,Scolopacids,9,0.021711695968169006,1.309247610318986,60.3014896781183,FE61,682500.341989624,6207499.920597611
1,1970s,FE71,FE71_1,Foraging guild,Scolopacids,9,0.021040886764914536,1.3119261809511205,62.35127804303115,FE71,687500.2984424902,6207499.905692995
1,1970s,FE72,FE72_1,Foraging guild,Scolopacids,9,0.028458153248417425,2.148341476269219,75.49124700804995,FE72,687500.363131253,6212499.947936701
1,1970s,BD93,BD93_1,Foraging guild,Scolopacids,9,0.03101656900458319,1.4489501215523384,46.715357889463306,BD93,497500.07296910265,6267499.728574473
1,1970s,FE80,FE80_1,Foraging guild,Scolopacids,9,0.02027199615156646,1.5107656819849375,74.52476168057073,FE80,692500.3264155694,6202499.858064589
1,1970s,FE81,FE81_1,Foraging guild,Scolopacids,9,0.021704889566940857,1.4730336684174659,67.86644382015527,FE81,692500.373541418,6207499.882120019
1,1970s,FE82,FE82_1,Foraging guild,Scolopacids,9,0.032353254420037406,2.7096241129410052,83.75120715098288,FE82,692500.3463343331,6212499.956222788
1,1970s,FE83,FE83_1,Foraging guild,Scolopacids,9,0.018050705556584418,1.2991104470447643,71.97006471422294,FE83,692500.3720132804,6217499.974638728
1,1970s,FE90,FE90_1,Foraging guild,Scolopacids,9,0.02372668606690877,1.1111636167417762,46.831808437483325,FE90,697500.3555868408,6202499.883863147
1,1970s,FE91,FE91_1,Foraging guild,Scolopacids,9,0.019917468271427288,1.257583121701575,63.139707545343384,FE91,697500.3965691917,6207499.840916168
1,1970s,FE92,FE92_1,Foraging guild,Scolopacids,9,0.013985333915730747,0.7423886772525727,53.083371603843624,FE92,697500.4091896428,6212499.850916306
1,1970s,FE93,FE93_1,Foraging guild,Scolopacids,9,0.015089386459038,0.9124700575787971,60.47098469217483,FE93,697500.3909917022,6217499.9137929315
1,1970s,FE94,FE94_1,Foraging guild,Scolopacids,9,0.018524773865552003,1.1705637669278282,63.18909884803323,FE94,697500.4689643438,6222499.923962992
1,1970s,FF00,FF00_1,Foraging guild,Scolopacids,9,0.015180190616729046,0.9055813664455101,59.65546739890941,FF00,652500.2143912867,6152499.7862611525
1,1970s,BD94,BD94_1,Foraging guild,Scolopacids,9,0.010765004139831927,0.4190787110195295,38.9297305951684,BD94,497500.0748110663,6272499.700105536
1,1970s,FF01,FF01_1,Foraging guild,Scolopacids,9,0.012244032784165566,0.7061331545104709,57.67161579505637,FF01,652500.2248090926,6157499.774261067
1,1970s,FF02,FF02_1,Foraging guild,Scolopacids,9,0.0070581283752517345,0.26485918479852416,37.5254133556444,FF02,652500.2492441322,6162499.809702141
1,1970s,FF03,FF03_1,Foraging guild,Scolopacids,9,0.01998690467174043,1.338002349362711,66.94395011822506,FF03,652500.2266870057,6167499.7790860785
1,1970s,FF04,FF04_1,Foraging guild,Scolopacids,9,0.011917657659757394,0.653148146363464,54.80507705544883,FF04,652500.2144126588,6172499.795813887
1,1970s,FF05,FF05_1,Foraging guild,Scolopacids,9,0.019615892065450138,1.0174624662461211,51.86929367531533,FF05,652500.2143685349,6177499.748581729
1,1970s,FF06,FF06_1,Foraging guild,Scolopacids,9,0.018695867540459807,0.7487674854926072,40.04989251620425,FF06,652500.2168219197,6182499.859854026
1,1970s,FF07,FF07_1,Foraging guild,Scolopacids,9,0.009976777480692997,0.3702214948466469,37.1083243625607,FF07,652500.231527698,6187499.795811617
1,1970s,FF08,FF08_1,Foraging guild,Scolopacids,9,0.026231348406878175,1.431250495932198,54.5625971540566,FF08,652500.2487440347,6192499.778918769
1,1970s,FF10,FF10_1,Foraging guild,Scolopacids,9,0.02628074479913902,2.0914576897543533,79.58137053341316,FF10,657500.2143405195,6152499.777359325
1,1970s,FF11,FF11_1,Foraging guild,Scolopacids,9,0.01320067229575376,0.7900435370838551,59.84873492678,FF11,657500.2348184625,6157499.726247546
1,1970s,BD95,BD95_1,Foraging guild,Scolopacids,9,0.005302116217120388,0.1700190660177548,32.06626544110216,BD95,497500.02420617704,6277499.707981611
1,1970s,FF12,FF12_1,Foraging guild,Scolopacids,9,0.015985280877470715,0.6585893526080672,41.19973603568441,FF12,657500.2533010718,6162499.722690075
1,1970s,FF13,FF13_1,Foraging guild,Scolopacids,9,0.01719803861788993,1.0807003046573491,62.838578786139685,FF13,657500.2678361252,6167499.766637617
1,1970s,FF14,FF14_1,Foraging guild,Scolopacids,9,0.02118796205552918,1.2691961785035712,59.9017581387618,FF14,657500.2804860991,6172499.746787113
1,1970s,FF15,FF15_1,Foraging guild,Scolopacids,9,0.019298673926581834,0.8579694086401843,44.45742810641639,FF15,657500.2224905242,6177499.772069843
1,1970s,FF16,FF16_1,Foraging guild,Scolopacids,9,0.01724646357987956,0.6496605310000143,37.66920261600385,FF16,657500.2175718555,6182499.846975895
1,1970s,FF17,FF17_1,Foraging guild,Scolopacids,9,0.009240110697478892,0.3408093722215188,36.8836893171103,FF17,657500.2675925975,6187499.860202954
1,1970s,FF18,FF18_1,Foraging guild,Scolopacids,9,0.02333301636432322,1.6677991096081106,71.47807568327164,FF18,657500.2452246804,6192499.807152677
1,1970s,FF19,FF19_1,Foraging guild,Scolopacids,9,0.030628367870774904,2.0368437741537004,66.50187116556165,FF19,657500.2697239395,6197499.803575764
1,1970s,FF20,FF20_1,Foraging guild,Scolopacids,9,0.01911528315995101,1.0617733249303163,55.54578062201394,FF20,662500.2125909128,6152499.769090225
1,1970s,FF21,FF21_1,Foraging guild,Scolopacids,9,0.018907995499359825,1.2219891119471273,64.6281681201215,FF21,662500.2406863412,6157499.799661659
1,1970s,BD96,BD96_1,Foraging guild,Scolopacids,9,0.020786064535492862,0.9829820651186392,47.290436505677455,BD96,497500.0438990338,6282499.752103166
1,1970s,FF22,FF22_1,Foraging guild,Scolopacids,9,0.021806234392144432,1.449854340826503,66.48806551161371,FF22,662500.2548913385,6162499.766637423
1,1970s,FF23,FF23_1,Foraging guild,Scolopacids,9,0.02000482302347115,1.231232402503849,61.54677804743763,FF23,662500.2491310743,6167499.781214133
1,1970s,FF24,FF24_1,Foraging guild,Scolopacids,9,0.01753680702384225,1.0164356243862178,57.96013054168401,FF24,662500.2884650016,6172499.734430286
1,1970s,FF25,FF25_1,Foraging guild,Scolopacids,9,0.016064400702331814,0.8404264376894546,52.31607784580867,FF25,662500.2368262114,6177499.844051934
1,1970s,FF26,FF26_1,Foraging guild,Scolopacids,9,0.029310820160866106,1.7330768285005946,59.127544674252604,FF26,662500.2303838229,6182499.780956389
1,1970s,FF27,FF27_1,Foraging guild,Scolopacids,9,0.014535938373453313,0.8325144398167813,57.27283773692832,FF27,662500.2586700729,6187499.767595499
1,1970s,FF28,FF28_1,Foraging guild,Scolopacids,9,0.016516485303062402,0.8579875021029193,51.947341480928486,FF28,662500.2569147471,6192499.801572185
1,1970s,FF29,FF29_1,Foraging guild,Scolopacids,9,0.02018746065655118,1.1307991348751811,56.01492699420902,FF29,662500.2231507814,6197499.882831992
1,1970s,FF30,FF30_1,Foraging guild,Scolopacids,9,0.013750911409403502,0.8303320339512038,60.38378178942996,FF30,667500.2250742009,6152499.760797058
1,1970s,FF31,FF31_1,Foraging guild,Scolopacids,9,0.025549368871275933,1.588762966324457,62.18403962653792,FF31,667500.2664735457,6157499.77134995
1,1970s,BD97,BD97_1,Foraging guild,Scolopacids,9,0.02123969899132153,1.2458544691665454,58.6568797267606,BD97,497500.0724178304,6287499.721172826
1,1970s,FF32,FF32_1,Foraging guild,Scolopacids,9,0.014927078861845222,0.725508679596172,48.603526939931214,FF32,667500.2781001843,6162499.71839387
1,1970s,FF33,FF33_1,Foraging guild,Scolopacids,9,0.01598248557232214,0.9854786453731028,61.659911464567024,FF33,667500.2537457212,6167499.713120071
1,1970s,FF34,FF34_1,Foraging guild,Scolopacids,9,0.011710387275938641,0.4402546180566005,37.59522274393031,FF34,667500.2543204613,6172499.757887186
1,1970s,FF35,FF35_1,Foraging guild,Scolopacids,9,0.019263017098432294,0.8610535891115695,44.69982997531813,FF35,667500.2819172617,6177499.741394598
1,1970s,FF36,FF36_1,Foraging guild,Scolopacids,9,0.015993020753480892,0.7886107450689879,49.30968059285149,FF36,667500.2673523247,6182499.7724213265
1,1970s,FF37,FF37_1,Foraging guild,Scolopacids,9,0.025713595879939204,1.310997699628697,50.984611633081194,FF37,667500.2713154595,6187499.853328593
1,1970s,FF38,FF38_1,Foraging guild,Scolopacids,9,0.009162151519606209,0.41117177828717605,44.877207870586304,FF38,667500.2333278777,6192499.870393818
1,1970s,FF39,FF39_1,Foraging guild,Scolopacids,9,0.009188662954853852,0.4088366547841949,44.493595726920155,FF39,667500.2764708342,6197499.828398651
1,1970s,FF40,FF40_1,Foraging guild,Scolopacids,9,0.0330115633999793,2.3241780654953477,70.40496802089673,FF40,672500.2677202892,6152499.75185617
1,1970s,FF41,FF41_1,Foraging guild,Scolopacids,9,0.023603401972200837,1.722450770904918,72.9746827568989,FF41,672500.2610297143,6157499.749462805
1,1970s,BD98,BD98_1,Foraging guild,Scolopacids,9,0.04779818618212449,2.427839998484711,50.79355917887679,BD98,497500.04871990596,6292499.726513864
