atlas,period,base_site,survey,trait_family,trait_value,n_species,trait_probability,expected_group_richness,expected_total_richness,site,X,Y
1,1970s,DF31,DF31_1,Foraging guild,Foliage gleaners,9,0.11550528521601494,7.191167187857111,62.258338866558184,DF31,567500.0347013446,6157499.951350236
1,1970s,DF37,DF37_1,Foraging guild,Foliage gleaners,9,0.11258553939583468,8.559659708869818,76.02805613228246,DF37,567499.9700276025,6187499.839556279
1,1970s,DF38,DF38_1,Foraging guild,Foliage gleaners,9,0.10091744417218033,8.857746740602071,87.77220641348609,DF38,567499.9855262494,6192499.88279332
1,1970s,DF39,DF39_1,Foraging guild,Foliage gleaners,9,0.12844613710068525,8.89214393755789,69.22858202101938,DF39,567499.9689031657,6197499.852938899
1,1970s,DF40,DF40_1,Foraging guild,Foliage gleaners,9,0.13619502046676057,8.410347682185062,61.75224067195373,DF40,572500.0649841583,6152499.8935916675
1,1970s,DF41,DF41_1,Foraging guild,Foliage gleaners,9,0.1284810424105641,7.098603625983548,55.250202619774825,DF41,572500.0874127243,6157499.909943095
1,1970s,DF48,DF48_1,Foraging guild,Foliage gleaners,9,0.11355825092356163,6.852069849170658,60.33969168636567,DF48,572499.9843263607,6192499.890549853
1,1970s,DF49,DF49_1,Foraging guild,Foliage gleaners,9,0.14435375293514513,6.701526672161323,46.42433283443741,DF49,572499.9503513994,6197499.773365588
1,1970s,DF51,DF51_1,Foraging guild,Foliage gleaners,9,0.1376605931085636,7.517596582471469,54.60964835842926,DF51,577500.0572356211,6157499.892787818
1,1970s,DF52,DF52_1,Foraging guild,Foliage gleaners,9,0.13537676716426333,6.232691752415099,46.039596623344394,DF52,577500.0677353318,6162499.979763222
1,1970s,DF59,DF59_1,Foraging guild,Foliage gleaners,9,0.11845606864783044,8.3248770795864,70.2781813934433,DF59,577499.9181351293,6197499.795993284
1,1970s,DF60,DF60_1,Foraging guild,Foliage gleaners,9,0.16428129197524133,7.221044992049283,43.95537011686979,DF60,582500.0903572468,6152499.924879827
1,1970s,BD55,BD55_1,Foraging guild,Foliage gleaners,9,0.11179443115702388,6.257685191747111,55.9749276147549,BD55,477500.05691394093,6277499.685499792
1,1970s,DF61,DF61_1,Foraging guild,Foliage gleaners,9,0.13693920664007,8.265535980008627,60.359163623122924,DF61,582500.0863001315,6157499.901682529
1,1970s,DF62,DF62_1,Foraging guild,Foliage gleaners,9,0.1361876186774596,8.178508616780102,60.05324636852415,DF62,582500.0688732299,6162499.91803773
1,1970s,DF70,DF70_1,Foraging guild,Foliage gleaners,9,0.16304066955456908,7.235982333296462,44.38145619166883,DF70,587500.0815321453,6152499.907091927
1,1970s,DF71,DF71_1,Foraging guild,Foliage gleaners,9,0.1412976619062866,7.395393015291893,52.33910395627614,DF71,587500.064427627,6157499.934001944
1,1970s,DF72,DF72_1,Foraging guild,Foliage gleaners,9,0.16112857291790625,5.1800888847047375,32.14879143343467,DF72,587500.0831289394,6162499.89047789
1,1970s,DF80,DF80_1,Foraging guild,Foliage gleaners,9,0.1163772482007068,7.26495703348859,62.42592212662807,DF80,592500.1000892023,6152499.904054666
1,1970s,BD56,BD56_1,Foraging guild,Foliage gleaners,9,0.09656289461684406,6.126597708806269,63.446707279398076,BD56,477500.0801616678,6282499.719876353
1,1970s,DF81,DF81_1,Foraging guild,Foliage gleaners,9,0.12678804164292992,8.096942026969087,63.86203242867579,DF81,592500.1360954175,6157499.880622524
1,1970s,DF96,DF96_1,Foraging guild,Foliage gleaners,9,0.13066616072830514,8.279139942251803,63.36101019656239,DF96,597500.0114531335,6182499.907238431
1,1970s,DF97,DF97_1,Foraging guild,Foliage gleaners,9,0.150337757840356,6.215429321793128,41.34310243201382,DF97,597499.9710038947,6187499.863307686
1,1970s,DF98,DF98_1,Foraging guild,Foliage gleaners,9,0.16096968415763302,6.106903696158054,37.938222517587455,DF98,597499.9873134624,6192499.861592982
1,1970s,DG00,DG00_1,Foraging guild,Foliage gleaners,9,0.1736025213421086,7.572993769770397,43.62260243240782,DG00,552500.1089325006,6102499.820040352
1,1970s,DG07,DG07_1,Foraging guild,Foliage gleaners,9,0.11741710907763049,8.446077487952019,71.93225548048439,DG07,552500.0776589774,6137499.8553233305
1,1970s,BD57,BD57_1,Foraging guild,Foliage gleaners,9,0.09233134332453097,6.284397600738144,68.06353481341021,BD57,477500.05835724296,6287499.679689139
1,1970s,DG08,DG08_1,Foraging guild,Foliage gleaners,9,0.14403330588926644,6.90323769113408,47.92806530762631,DG08,552500.0980597695,6142499.949654789
1,1970s,DG09,DG09_1,Foraging guild,Foliage gleaners,9,0.10871424533039573,7.236569184934776,66.56505008098955,DG09,552500.0800114883,6147499.859026643
1,1970s,DG14,DG14_1,Foraging guild,Foliage gleaners,9,0.11356074146597014,6.692167403659218,58.93028979266226,DG14,557500.0859443847,6122499.842967669
1,1970s,DG15,DG15_1,Foraging guild,Foliage gleaners,9,0.12637349823577956,6.5962886642360985,52.19677192071684,DG15,557500.1128352805,6127499.926189727
1,1970s,DG16,DG16_1,Foraging guild,Foliage gleaners,9,0.12111505128304227,6.667227261924073,55.048709398990894,DG16,557500.0859944862,6132499.9357982185
1,1970s,DG17,DG17_1,Foraging guild,Foliage gleaners,9,0.13061759981745397,5.478350798301495,41.94190374006124,DG17,557500.0682798454,6137499.872589368
1,1970s,DG18,DG18_1,Foraging guild,Foliage gleaners,9,0.16730001777394757,6.448687439551693,38.54564706780265,DG18,557500.0560698126,6142499.959101104
1,1970s,DG19,DG19_1,Foraging guild,Foliage gleaners,9,0.15709649870109782,7.045905311829388,44.8508106169533,DG19,557500.051534985,6147499.972744273
1,1970s,DG22,DG22_1,Foraging guild,Foliage gleaners,9,0.10268067708107477,5.192948092912838,50.57376169045498,DG22,562500.0912223725,6112499.9040538985
1,1970s,BD58,BD58_1,Foraging guild,Foliage gleaners,9,0.11672998745421533,6.114102701745086,52.3781663571514,BD58,477500.0542861005,6292499.787203539
1,1970s,DG23,DG23_1,Foraging guild,Foliage gleaners,9,0.13735161423083822,7.579897601990165,55.18608313733473,DG23,562500.0828425015,6117499.910760884
1,1970s,DG24,DG24_1,Foraging guild,Foliage gleaners,9,0.1348875548467984,7.1945485846848,53.337378625153164,DG24,562500.1336018639,6122499.845666463
1,1970s,DG25,DG25_1,Foraging guild,Foliage gleaners,9,0.1392225743252395,7.46514191344943,53.62019736835224,DG25,562500.112409009,6127499.929512105
1,1970s,DG26,DG26_1,Foraging guild,Foliage gleaners,9,0.14428619646213367,6.345385167903698,43.97777003962382,DG26,562500.085315404,6132499.940609023
1,1970s,DG27,DG27_1,Foraging guild,Foliage gleaners,9,0.16038589877754728,8.285784655907394,51.66155328530251,DG27,562500.1149576314,6137499.879825633
1,1970s,DG28,DG28_1,Foraging guild,Foliage gleaners,9,0.12927240236451093,8.04015449251954,62.19544423602974,DG28,562500.0706574302,6142499.967904787
1,1970s,DG29,DG29_1,Foraging guild,Foliage gleaners,9,0.1362573291639464,8.322697158094655,61.080730182819664,DG29,562500.0814846822,6147499.984051399
1,1970s,BD59,BD59_1,Foraging guild,Foliage gleaners,9,0.10805509762058739,7.80758712623536,72.2556112405733,BD59,477500.06639862224,6297499.708461465
1,1970s,DG33,DG33_1,Foraging guild,Foliage gleaners,9,0.13874962384729625,8.093733326517109,58.33337130646807,DG33,567500.1053109345,6117499.863251292
1,1970s,DG34,DG34_1,Foraging guild,Foliage gleaners,9,0.1519715006726764,7.1275367396342935,46.90048270949123,DG34,567500.1228144517,6122499.919391854
1,1970s,DG35,DG35_1,Foraging guild,Foliage gleaners,9,0.1336001973946636,8.46778228507463,63.38151028370306,DG35,567500.1194090074,6127499.9028383605
1,1970s,DG36,DG36_1,Foraging guild,Foliage gleaners,9,0.171798142110437,6.723039758838438,39.133367079817816,DG36,567500.0926647738,6132499.924840984
1,1970s,DG37,DG37_1,Foraging guild,Foliage gleaners,9,0.15314938274738094,7.747978903357719,50.5909900801753,DG37,567500.1069042278,6137499.875061364
1,1970s,DG38,DG38_1,Foraging guild,Foliage gleaners,9,0.15449317779530716,8.009702610274338,51.84502464494997,DG38,567500.0944806039,6142499.975064417
1,1970s,DG39,DG39_1,Foraging guild,Foliage gleaners,9,0.1637367496611951,7.197426891523536,43.95730895120666,DG39,567500.0597612784,6147499.890981247
1,1970s,DG41,DG41_1,Foraging guild,Foliage gleaners,9,0.10708369255611051,4.778814510202265,44.626911868006665,DG41,572500.1270477285,6107499.844195573
1,1970s,DG42,DG42_1,Foraging guild,Foliage gleaners,9,0.11804401114329793,8.37463072877919,70.94498609177995,DG42,572500.1240832573,6112499.841285639
1,1970s,AE93,AE93_1,Foraging guild,Foliage gleaners,9,0.11039371937231326,2.660946253396697,24.104145313035463,AE93,447500.1701742312,6217499.746982312
1,1970s,BD60,BD60_1,Foraging guild,Foliage gleaners,9,0.16145210973130458,6.231047421069276,38.59378134754168,BD60,482500.06846866757,6252499.64834874
1,1970s,DG43,DG43_1,Foraging guild,Foliage gleaners,9,0.1367197696486024,6.553265306432029,47.93209733512024,DG43,572500.0844316228,6117499.87702596
1,1970s,DG44,DG44_1,Foraging guild,Foliage gleaners,9,0.14559071337892004,7.887046367910652,54.172729735745705,DG44,572500.1345045101,6122499.95346573
1,1970s,DG45,DG45_1,Foraging guild,Foliage gleaners,9,0.1729675541629878,7.3735264535650025,42.629535286235864,DG45,572500.0844221165,6127499.956186771
1,1970s,DG46,DG46_1,Foraging guild,Foliage gleaners,9,0.14377176192116928,8.596216303053934,59.79071403303299,DG46,572500.123968225,6132499.888275696
1,1970s,DG47,DG47_1,Foraging guild,Foliage gleaners,9,0.15385559869496468,8.170422005972368,53.104482874042894,DG47,572500.1215920995,6137499.970183186
1,1970s,DG48,DG48_1,Foraging guild,Foliage gleaners,9,0.14648694534012346,8.18857007810411,55.899657536658474,DG48,572500.0801946897,6142499.979324352
1,1970s,DG49,DG49_1,Foraging guild,Foliage gleaners,9,0.1442122254382427,7.644569006983684,53.00916051848452,DG49,572500.0622560608,6147499.916709808
1,1970s,DG51,DG51_1,Foraging guild,Foliage gleaners,9,0.11359375501671232,8.901556326581774,78.36307836880773,DG51,577500.0918429886,6107499.86185285
1,1970s,DG52,DG52_1,Foraging guild,Foliage gleaners,9,0.12284610770455297,8.944648078962445,72.81181509205386,DG52,577500.0899779424,6112499.887439063
1,1970s,BD61,BD61_1,Foraging guild,Foliage gleaners,9,0.13027938543902512,7.661524893387458,58.80842059216878,BD61,482500.09796961857,6257499.682375004
1,1970s,DG53,DG53_1,Foraging guild,Foliage gleaners,9,0.14643358436145465,8.28243688711898,56.56104727092336,DG53,577500.1013102453,6117499.841510532
1,1970s,DG54,DG54_1,Foraging guild,Foliage gleaners,9,0.17847764073324637,7.4225207993949995,41.58795896730133,DG54,577500.1209952927,6122499.946588742
1,1970s,DG56,DG56_1,Foraging guild,Foliage gleaners,9,0.14363818847082263,7.9888375267410625,55.617782511674065,DG56,577500.129765069,6132499.940893321
1,1970s,DG57,DG57_1,Foraging guild,Foliage gleaners,9,0.11934881667475426,8.946410861623551,74.96019743542189,DG57,577500.1151194031,6137499.9413368525
1,1970s,DG58,DG58_1,Foraging guild,Foliage gleaners,9,0.12415164109043719,8.891920602188486,71.62145038188616,DG58,577500.1070374141,6142499.981399613
1,1970s,DG59,DG59_1,Foraging guild,Foliage gleaners,9,0.13874848782095228,8.47878000886046,61.108990389876425,DG59,577500.1065061892,6147499.949774658
1,1970s,DG60,DG60_1,Foraging guild,Foliage gleaners,9,0.10665950569152256,4.26546278874585,39.99139843271254,DG60,582500.1033814047,6102499.898955876
1,1970s,DG61,DG61_1,Foraging guild,Foliage gleaners,9,0.10545711190435353,8.948147176504069,84.85105475503418,DG61,582500.1087734731,6107499.811257644
1,1970s,DG62,DG62_1,Foraging guild,Foliage gleaners,9,0.1000159341543533,8.966744839462866,89.65316292126617,DG62,582500.1086388057,6112499.874676149
1,1970s,DG63,DG63_1,Foraging guild,Foliage gleaners,9,0.14828955598461235,8.382152425807702,56.52557504911201,DG63,582500.106121318,6117499.866638746
1,1970s,DG64,DG64_1,Foraging guild,Foliage gleaners,9,0.12661182877862884,8.667145504348625,68.45446896989752,DG64,582500.0981873247,6122499.898389105
1,1970s,DG65,DG65_1,Foraging guild,Foliage gleaners,9,0.15747971464271432,7.663181331150034,48.66138695092286,DG65,582500.1494407246,6127499.859806266
1,1970s,DG66,DG66_1,Foraging guild,Foliage gleaners,9,0.17131362185051122,7.5061571903460536,43.81529681799588,DG66,582500.1276752406,6132499.971046642
1,1970s,DG67,DG67_1,Foraging guild,Foliage gleaners,9,0.1363122080978064,8.452117777952504,62.00558186166246,DG67,582500.1017190362,6137499.899436134
1,1970s,DG68,DG68_1,Foraging guild,Foliage gleaners,9,0.16541449355611382,7.64276846225083,46.203741268041675,DG68,582500.127661447,6142499.979957241
1,1970s,DG69,DG69_1,Foraging guild,Foliage gleaners,9,0.13392564677600274,8.367358720065312,62.4776427927963,DG69,582500.0820257012,6147499.987659226
1,1970s,DG70,DG70_1,Foraging guild,Foliage gleaners,9,0.11425934593743055,5.571912008287023,48.7654813929904,DG70,587500.1040743836,6102499.842870175
1,1970s,DG71,DG71_1,Foraging guild,Foliage gleaners,9,0.12428820714130569,8.363375061432425,67.29017381290198,DG71,587500.1277292037,6107499.8022988215
1,1970s,DG72,DG72_1,Foraging guild,Foliage gleaners,9,0.12045060666629347,8.62107229406467,71.57350662375006,DG72,587500.1300347799,6112499.912887864
1,1970s,DG73,DG73_1,Foraging guild,Foliage gleaners,9,0.13073100174026686,8.195310113081746,62.68834479952954,DG73,587500.1165678317,6117499.840793578
1,1970s,DG74,DG74_1,Foraging guild,Foliage gleaners,9,0.1448790942936438,7.33483912161653,50.627312086519076,DG74,587500.1433676686,6122499.921054047
1,1970s,DG75,DG75_1,Foraging guild,Foliage gleaners,9,0.1194185785142155,8.81691723674038,73.8320397582929,DG75,587500.1501098787,6127499.929842266
1,1970s,DG76,DG76_1,Foraging guild,Foliage gleaners,9,0.15619744124905474,7.81367811497764,50.02436693261085,DG76,587500.1358212815,6132499.8671259945
1,1970s,DG77,DG77_1,Foraging guild,Foliage gleaners,9,0.146226591179339,8.161739659728092,55.8157007826173,DG77,587500.0951186153,6137499.955423165
1,1970s,DG78,DG78_1,Foraging guild,Foliage gleaners,9,0.12303987639954106,8.410404581669386,68.35511240566198,DG78,587500.0947161396,6142499.973410007
1,1970s,DG79,DG79_1,Foraging guild,Foliage gleaners,9,0.14098958311318274,7.524192101933173,53.36700723409437,DG79,587500.133423215,6147499.921055779
1,1970s,DG81,DG81_1,Foraging guild,Foliage gleaners,9,0.15604788013149865,7.82870234962167,50.16859147990071,DG81,592500.1642016799,6107499.834659493
1,1970s,DG82,DG82_1,Foraging guild,Foliage gleaners,9,0.14711668742434356,6.373276927483714,43.321237305327756,DG82,592500.1719790371,6112499.890489254
1,1970s,BD64,BD64_1,Foraging guild,Foliage gleaners,9,0.06932219378465754,2.8369838551814355,40.92461158967707,BD64,482500.05279373936,6272499.67016245
1,1970s,DG83,DG83_1,Foraging guild,Foliage gleaners,9,0.1319988059351787,6.349877763799926,48.105569734609496,DG83,592500.1462224028,6117499.874937038
1,1970s,DG84,DG84_1,Foraging guild,Foliage gleaners,9,0.1649323245523677,7.173929048476311,43.49619801907609,DG84,592500.1472162764,6122499.900566232
1,1970s,DG85,DG85_1,Foraging guild,Foliage gleaners,9,0.14657436313722175,8.366387078675873,57.07947078605641,DG85,592500.1125679152,6127499.854749453
1,1970s,DG86,DG86_1,Foraging guild,Foliage gleaners,9,0.14479507649586879,8.646977738125456,59.71872764867227,DG86,592500.165847554,6132499.851379236
1,1970s,DG87,DG87_1,Foraging guild,Foliage gleaners,9,0.137854064544266,7.857743184091223,57.000446160715434,DG87,592500.1155330035,6137499.886446235
1,1970s,DG88,DG88_1,Foraging guild,Foliage gleaners,9,0.11045043931673426,7.847877576793015,71.05338489680402,DG88,592500.1507311421,6142499.963900514
1,1970s,DG89,DG89_1,Foraging guild,Foliage gleaners,9,0.10591391806845077,7.076414001939847,66.81288097912169,DG89,592500.1459106059,6147499.969781486
1,1970s,DG90,DG90_1,Foraging guild,Foliage gleaners,9,0.12885441446232648,7.431260280241486,57.67175545556636,DG90,597500.1713315928,6102499.826306785
1,1970s,DG91,DG91_1,Foraging guild,Foliage gleaners,9,0.1452216033270399,7.485119212270082,51.542739102071124,DG91,597500.1723162967,6107499.795391971
1,1970s,DG92,DG92_1,Foraging guild,Foliage gleaners,9,0.1545547080555205,8.473049356551494,54.82233096068307,DG92,597500.1866216981,6112499.805806173
1,1970s,DG93,DG93_1,Foraging guild,Foliage gleaners,9,0.16260900482919544,8.503527606139336,52.29432167715093,DG93,597500.1493824713,6117499.856123005
1,1970s,DG94,DG94_1,Foraging guild,Foliage gleaners,9,0.12701495986646613,8.951045289999424,70.47237033661132,DG94,597500.1256288488,6122499.836436391
1,1970s,DG95,DG95_1,Foraging guild,Foliage gleaners,9,0.13522691993594696,8.93098967980173,66.04446573235624,DG95,597500.1752226814,6127499.859382003
1,1970s,DG96,DG96_1,Foraging guild,Foliage gleaners,9,0.14482391635614025,8.672513923878332,59.883161166222905,DG96,597500.1698570813,6132499.922134469
1,1970s,DG97,DG97_1,Foraging guild,Foliage gleaners,9,0.12506979006881103,8.84795133786628,70.74411281092185,DG97,597500.1743571849,6137499.9147871975
1,1970s,DG98,DG98_1,Foraging guild,Foliage gleaners,9,0.1282059007379443,7.870364898912078,61.388476299536926,DG98,597500.1217638251,6142499.947179923
1,1970s,DG99,DG99_1,Foraging guild,Foliage gleaners,9,0.12116569421436006,5.309721339492041,43.82198586753737,DG99,597500.1399889182,6147499.910806376
1,1970s,DH06,DH06_1,Foraging guild,Foliage gleaners,9,0.11748274643486994,8.872636401698959,75.52288885770787,DH06,552500.1885183516,6082499.894090945
1,1970s,DH07,DH07_1,Foraging guild,Foliage gleaners,9,0.1204067305901958,8.754117256293563,72.70455076210145,DH07,552500.1080240731,6087499.900931246
1,1970s,DH08,DH08_1,Foraging guild,Foliage gleaners,9,0.14255339177213322,5.985617067148467,41.98859804553983,DH08,552500.1224177002,6092499.835871966
1,1970s,BD66,BD66_1,Foraging guild,Foliage gleaners,9,0.12402240769898928,6.722226543807238,54.201709743633856,BD66,482500.0376611929,6282499.732977217
1,1970s,DH09,DH09_1,Foraging guild,Foliage gleaners,9,0.1667896770545403,7.202236698688563,43.18154951720081,DH09,552500.1002956021,6097499.919942602
1,1970s,DH16,DH16_1,Foraging guild,Foliage gleaners,9,0.10185124881826851,8.658557245724511,85.01179265041542,DH16,557500.1353999713,6082499.896520629
1,1970s,DH17,DH17_1,Foraging guild,Foliage gleaners,9,0.10898700590064689,8.826972411186047,80.9910533667909,DH17,557500.1315025091,6087499.894301601
1,1970s,DH18,DH18_1,Foraging guild,Foliage gleaners,9,0.13676774782850373,8.165062068061431,59.7002012367696,DH18,557500.14150952,6092499.930770529
1,1970s,DH19,DH19_1,Foraging guild,Foliage gleaners,9,0.13773741363918238,8.679933893941465,63.01798229404441,DH19,557500.1021907555,6097499.893807441
1,1970s,DH26,DH26_1,Foraging guild,Foliage gleaners,9,0.1462378558342853,8.112476891458293,55.474533903527956,DH26,562500.1313600574,6082499.897424985
1,1970s,DH27,DH27_1,Foraging guild,Foliage gleaners,9,0.12965194245369785,8.720387525933791,67.25998362151861,DH27,562500.1404915752,6087499.894655372
1,1970s,DH28,DH28_1,Foraging guild,Foliage gleaners,9,0.14178021857025203,8.81076684556641,62.14383737319942,DH28,562500.1479966408,6092499.930620275
1,1970s,BD67,BD67_1,Foraging guild,Foliage gleaners,9,0.14062555514468456,6.436148467062405,45.76798619881347,BD67,482500.0596615541,6287499.763232267
1,1970s,DH36,DH36_1,Foraging guild,Foliage gleaners,9,0.1266836496663171,8.276866509841112,65.33492310682759,DH36,567500.1276941404,6082499.895786983
1,1970s,DH37,DH37_1,Foraging guild,Foliage gleaners,9,0.1585010272073569,7.471980563240995,47.141527691589495,DH37,567500.1504468835,6087499.901725202
1,1970s,DH67,DH67_1,Foraging guild,Foliage gleaners,9,0.07038425334481531,2.9425415196113125,41.806815868255114,DH67,582500.150456362,6087499.846226105
1,1970s,BD68,BD68_1,Foraging guild,Foliage gleaners,9,0.13807372792440872,7.298257123243666,52.85768142103939,BD68,482500.01980244165,6292499.718820099
1,1970s,DH75,DH75_1,Foraging guild,Foliage gleaners,9,0.1068643045655285,4.2058156665967745,39.356599789762306,DH75,587500.1331639127,6077499.873700988
1,1970s,DH76,DH76_1,Foraging guild,Foliage gleaners,9,0.08884057897615472,5.081122937599801,57.193717062150185,DH76,587500.1690374067,6082499.854533708
1,1970s,DH85,DH85_1,Foraging guild,Foliage gleaners,9,0.09832939012535907,4.286547886407095,43.59376053225004,DH85,592500.1356770925,6077499.908513531
1,1970s,DH86,DH86_1,Foraging guild,Foliage gleaners,9,0.09284111107912979,6.0031629867660765,64.66061119894931,DH86,592500.1422768618,6082499.831678937
1,1970s,BD69,BD69_1,Foraging guild,Foliage gleaners,9,0.12299700043286677,6.6024493185893744,53.6797588181272,BD69,482500.0410989809,6297499.710512316
1,1970s,DH98,DH98_1,Foraging guild,Foliage gleaners,9,0.12112760244774334,7.5270323666209284,62.141346930962555,DH98,597500.1549924235,6092499.78831973
1,1970s,DH99,DH99_1,Foraging guild,Foliage gleaners,9,0.11955214792541216,7.68962807053818,64.32028369189729,DH99,597500.1873019559,6097499.787314182
1,1970s,ED00,ED00_1,Foraging guild,Foliage gleaners,9,0.12832035739299075,8.501178395600489,66.24964712002001,ED00,602500.0074655657,6252499.92582771
1,1970s,ED01,ED01_1,Foraging guild,Foliage gleaners,9,0.10552225548358295,8.879984884911458,84.15272062008756,ED01,602500.0069320137,6257499.875294123
1,1970s,ED02,ED02_1,Foraging guild,Foliage gleaners,9,0.14895099745635035,6.221769511887586,41.77057970834238,ED02,602499.9632342183,6262499.97639951
1,1970s,ED03,ED03_1,Foraging guild,Foliage gleaners,9,0.15032884473694627,6.085583135701214,40.48180604560691,ED03,602500.0034894047,6267500.009511617
1,1970s,EE08,EE08_1,Foraging guild,Foliage gleaners,9,0.13074444157454682,7.725481806045752,59.08841487261926,EE08,602500.0238220977,6242499.8172161
1,1970s,AE94,AE94_1,Foraging guild,Foliage gleaners,9,0.10093315612270076,4.593826348999749,45.51355100216228,AE94,447500.1510277113,6222499.78450804
1,1970s,BD70,BD70_1,Foraging guild,Foliage gleaners,9,0.13523124711436862,7.699364017970236,56.93480007219546,BD70,487500.0817826781,6252499.672654292
1,1970s,EE09,EE09_1,Foraging guild,Foliage gleaners,9,0.137915719937695,6.97933054903401,50.60576526147275,EE09,602500.0332308657,6247499.906951615
1,1970s,EB03,EB03_1,Foraging guild,Foliage gleaners,9,0.1055675354123586,6.627604651650918,62.78070834715193,EB03,617499.4041724587,6347499.787013219
1,1970s,EB04,EB04_1,Foraging guild,Foliage gleaners,9,0.13408977202728597,6.6590501051743525,49.66113376506674,EB04,617499.3770303854,6352499.760663346
1,1970s,EB06,EB06_1,Foraging guild,Foliage gleaners,9,0.05725985172097518,1.7485814781373505,30.537652920550922,EB06,622499.452476495,6342499.958876019
1,1970s,EB07,EB07_1,Foraging guild,Foliage gleaners,9,0.1009440518077744,5.972588261428797,59.167312530730086,EB07,622499.340247113,6347499.802468584
1,1970s,EB08,EB08_1,Foraging guild,Foliage gleaners,9,0.132525829316327,6.609156988377514,49.8707083930187,EB08,622499.3295501823,6352499.804013868
1,1970s,BD71,BD71_1,Foraging guild,Foliage gleaners,9,0.1600717956029718,7.237138848057206,45.2118302340256,BD71,487500.07274000347,6257499.676720983
1,1970s,EB10,EB10_1,Foraging guild,Foliage gleaners,9,0.1365193779763415,6.543384680983576,47.93007980242577,EB10,627499.3598611797,6352499.809865731
1,1970s,ED12,ED12_1,Foraging guild,Foliage gleaners,9,0.13988594284055797,6.122264096951062,43.76611382552727,ED12,607499.9846502618,6262499.948752708
1,1970s,ED13,ED13_1,Foraging guild,Foliage gleaners,9,0.1429335427118688,8.126227332921234,56.85318630422818,ED13,607500.0289460056,6267499.969510026
1,1970s,BD72,BD72_1,Foraging guild,Foliage gleaners,9,0.13167410710701982,6.465034119832692,49.09875040639655,BD72,487500.10657854204,6262499.717117674
1,1970s,ED21,ED21_1,Foraging guild,Foliage gleaners,9,0.186950528942831,6.5297392541534,34.927631877148514,ED21,612499.9999244057,6257499.948716197
1,1970s,ED22,ED22_1,Foraging guild,Foliage gleaners,9,0.13693551014307004,6.583336480188816,48.07618179762543,ED22,612500.0638923836,6262499.925191073
1,1970s,ED23,ED23_1,Foraging guild,Foliage gleaners,9,0.12727746753292263,7.889933402849422,61.9900250671514,ED23,612500.0489246127,6267500.053278171
1,1970s,ED30,ED30_1,Foraging guild,Foliage gleaners,9,0.14752910977156714,7.919083081858072,53.678105250685206,ED30,617500.0131436305,6252499.979232868
1,1970s,ED31,ED31_1,Foraging guild,Foliage gleaners,9,0.16587614613396331,6.66491994984674,40.18009885800024,ED31,617500.0689346831,6257499.919604393
1,1970s,EE05,EE05_1,Foraging guild,Foliage gleaners,9,0.13038057031232586,7.032841993875165,53.94087460292615,EE05,602500.0291128291,6227499.796893536
1,1970s,EE06,EE06_1,Foraging guild,Foliage gleaners,9,0.1309634477405164,5.76679031173944,44.033586555887204,EE06,602500.0177116019,6232499.873435614
1,1970s,BD73,BD73_1,Foraging guild,Foliage gleaners,9,0.11716976499071317,6.634123464808532,56.61975566251541,BD73,487500.0600253826,6267499.6828794535
1,1970s,EE07,EE07_1,Foraging guild,Foliage gleaners,9,0.11781505266584832,6.9911943975740085,59.34041736927036,EE07,602500.0370459903,6237499.880717993
1,1970s,EE15,EE15_1,Foraging guild,Foliage gleaners,9,0.13114909858347887,5.137669114294806,39.17426173558168,EE15,607500.0429033731,6227499.870408693
1,1970s,EE16,EE16_1,Foraging guild,Foliage gleaners,9,0.11957747392235497,8.03871989873875,67.22603877682278,EE16,607500.0326255038,6232499.819688625
1,1970s,EE17,EE17_1,Foraging guild,Foliage gleaners,9,0.11378252396475147,7.75024297976617,68.11452857353653,EE17,607500.0336967214,6237499.811088578
1,1970s,EE18,EE18_1,Foraging guild,Foliage gleaners,9,0.1406964814379505,6.775794739991618,48.15894946868204,EE18,607500.0446534248,6242499.84457169
1,1970s,EE19,EE19_1,Foraging guild,Foliage gleaners,9,0.14342515554041854,7.551164482603817,52.64881501540941,EE19,607500.0022517216,6247499.918539914
1,1970s,BD74,BD74_1,Foraging guild,Foliage gleaners,9,0.12805283303502074,6.045656888325548,47.21220721975079,BD74,487500.05668077216,6272499.684921809
1,1970s,EE27,EE27_1,Foraging guild,Foliage gleaners,9,0.11114390001512528,6.9957325472184415,62.943018431658516,EE27,612500.0178630335,6237499.805356083
1,1970s,EE28,EE28_1,Foraging guild,Foliage gleaners,9,0.13245068859068648,6.7040065143580065,50.61511258031626,EE28,612500.0568845634,6242499.83450955
1,1970s,EE29,EE29_1,Foraging guild,Foliage gleaners,9,0.14162559025251323,4.922030162799908,34.75381923580413,EE29,612500.0256645977,6247499.904153242
1,1970s,EE39,EE39_1,Foraging guild,Foliage gleaners,9,0.13586488003870276,7.476980949800289,55.03247747078112,EE39,617500.0586333661,6247499.861813668
1,1970s,EF00,EF00_1,Foraging guild,Foliage gleaners,9,0.1416333236664527,6.267959307648718,44.25483456428516,EF00,602500.1568967437,6152499.938279047
1,1970s,EF01,EF01_1,Foraging guild,Foliage gleaners,9,0.11576321719755062,8.493364575876603,73.36842203843234,EF01,602500.110434067,6157499.949953882
1,1970s,BD75,BD75_1,Foraging guild,Foliage gleaners,9,0.11631116572477258,4.652010439917639,39.99624980911724,BD75,487500.09656343656,6277499.723220508
