atlas,period,response,survey,site,base_site,X,Y,value
3,2010s,richness,GG06_3,GG06,GG06,702500.3418263504,6132499.602145045,43.64005104036053
3,2010s,richness,GG07_3,GG07,GG07,702500.3223454107,6137499.624233186,38.69789265957752
3,2010s,richness,GG08_3,GG08,GG08,702500.3565356643,6142499.703241566,51.048582194668214
3,2010s,richness,GG09_3,GG09,GG09,702500.3203636502,6147499.722061222,72.9556864564272
3,2010s,richness,GG10_3,GG10,GG10,707500.2241910483,6102499.477378527,72.70342993906239
3,2010s,richness,GG15_3,GG15,GG15,707500.2865024854,6127499.528984483,37.992090420873396
3,2010s,richness,GG16_3,GG16,GG16,707500.318123319,6132499.54965108,60.466443621934715
3,2010s,richness,GG17_3,GG17,GG17,707500.3267206545,6137499.624520913,61.196240978756045
3,2010s,richness,GG18_3,GG18,GG18,707500.3150847398,6142499.642302799,66.56597589951853
3,2010s,richness,GG20_3,GG20,GG20,712500.2716980586,6102499.364975292,59.08594539145941
3,2010s,richness,GG25_3,GG25,GG25,712500.2981323673,6127499.478503297,67.8055335719095
3,2010s,richness,GG26_3,GG26,GG26,712500.3120173198,6132499.558293428,59.40832084319209
3,2010s,richness,GG27_3,GG27,GG27,712500.3559583894,6137499.584229157,67.52633596543966
3,2010s,richness,GG28_3,GG28,GG28,712500.3586284099,6142499.664407933,70.17486284844067
3,2010s,richness,GG30_3,GG30,GG30,717500.2710031869,6102499.364961077,53.804653283174666
3,2010s,richness,GG36_3,GG36,GG36,717500.3444608465,6132499.516067203,58.12104572800067
3,2010s,richness,GG37_3,GG37,GG37,717500.3570528256,6137499.610675284,69.384826018655275
3,2010s,richness,GG40_3,GG40,GG40,722500.2426872866,6102499.365112122,55.18390879914954
3,2010s,richness,GH06_3,GH06,GH06,702500.1535418842,6082499.562371342,42.30107686707284
3,2010s,richness,GH07_3,GH07,GH07,702500.2055944144,6087499.491482163,82.56463053838658
3,2010s,richness,GH08_3,GH08,GH08,702500.2079264515,6092499.47235032,56.76568828821177
3,2010s,richness,GH09_3,GH09,GH09,702500.2222932067,6097499.507805596,58.80559551754082
3,2010s,richness,GH17_3,GH17,GH17,707500.1620744534,6087499.459011547,60.08828924649809
3,2010s,richness,GH18_3,GH18,GH18,707500.2048840352,6092499.4855571035,58.25879660628959
3,2010s,richness,GH19_3,GH19,GH19,707500.2494126634,6097499.455617712,73.83032305121371
3,2010s,richness,GH29_3,GH29,GH29,712500.2161125919,6097499.396182269,63.25133474321594
3,2010s,richness,GH39_3,GH39,GH39,717500.2017694439,6097499.331568221,57.03800295212413
3,2010s,richness,GH49_3,GH49,GH49,722500.216261824,6097499.372189741,74.08097158485366
3,2010s,richness,GH59_3,GH59,GH59,727500.227613787,6097499.180401683,71.11000947099842
3,2010s,richness,HA03_3,HA03,HA03,865472.2272740616,6117457.74120337,62.50679914519903
3,2010s,richness,HA04_3,HA04,HA04,865042.1703744105,6122447.22532909,58.59233787677701
3,2010s,richness,HA05_3,HA05,HA05,864612.115336128,6127436.838485431,73.15446192548524
3,2010s,richness,HA06_3,HA06,HA06,864181.8076420787,6132426.559736473,58.096986235343735
3,2010s,richness,HA07_3,HA07,HA07,863751.2660785005,6137416.166926846,79.73134999565028
3,2010s,richness,HA13_3,HA13,HA13,870461.7980367357,6117887.195561998,59.61510120598987
3,2010s,richness,HA14_3,HA14,HA14,870031.9513802049,6122877.127863388,55.972926105064964
3,2010s,richness,HA15_3,HA15,HA15,869601.845051859,6127867.055503114,51.87628247798035
3,2010s,richness,HA16_3,HA16,HA16,869171.5430810943,6132856.983802248,59.547373431126566
3,2010s,richness,HA17_3,HA17,HA17,868741.0008366904,6137846.685305342,62.39937543616188
3,2010s,richness,HA22_3,HA22,HA22,875881.8221458339,6113327.073579225,52.330977093668736
3,2010s,richness,HA23_3,HA23,HA23,875451.795731092,6118316.966683082,62.59394558624258
3,2010s,richness,HA24_3,HA24,HA24,875021.9214742357,6123307.113310843,81.30837840564344
3,2010s,richness,HA25_3,HA25,HA25,874591.8354984492,6128297.258993814,68.74593836223978
3,2010s,richness,HA26_3,HA26,HA26,874161.4745486901,6133287.398365342,70.41993229773375
3,2010s,richness,HA32_3,HA32,HA32,880871.8114806362,6113756.340020944,69.33876454750737
3,2010s,richness,HA33_3,HA33,HA33,880442.1265315809,6118746.823881969,56.97619216335981
3,2010s,richness,HA34_3,HA34,HA34,880012.2234439113,6123737.194118903,80.37009008930187
3,2010s,richness,HA35_3,HA35,HA35,879582.029386323,6128727.556359625,56.6133376177631
3,2010s,richness,HA36_3,HA36,HA36,879151.6814159437,6133717.810436713,48.85421169809175
3,2010s,richness,HA42_3,HA42,HA42,885862.3873392998,6114185.928670378,60.66717495535724
3,2010s,richness,HA43_3,HA43,HA43,885432.6339030144,6119176.530447572,63.387580223221605
3,2010s,richness,HA44_3,HA44,HA44,885002.6913537935,6124167.24465621,62.294887873390365
3,2010s,richness,HA45_3,HA45,HA45,884572.525051827,6129157.732566417,51.07176407265688
3,2010s,richness,HA52_3,HA52,HA52,890853.2009991016,6114615.586654353,70.12362010916651
3,2010s,richness,HA53_3,HA53,HA53,890423.4322463954,6119606.432185382,63.97635802133397
3,2010s,richness,HA54_3,HA54,HA54,889993.4047017333,6124597.271928037,68.0152565345316
1,1970s,beta_turnover,AD90_1,AD90,AD90,447500.0709493527,6252499.57832838,0.43747780368512107
1,1970s,beta_turnover,BD19_1,BD19,BD19,457500.063487968,6297499.744964002,0.23812730394544152
1,1970s,beta_turnover,DC09_1,DC09,DC09,552499.6781305044,6347499.774804628,0.19125039386462073
1,1970s,beta_turnover,DB11_1,DB11,DB11,557499.6898730142,6357499.755865983,0.17503422079155442
1,1970s,beta_turnover,DB13_1,DB13,DB13,557499.6790873646,6367499.744899912,0.27607996606095014
1,1970s,beta_turnover,DB14_1,DB14,DB14,557499.6920318474,6372499.795985679,0.1964051467021545
1,1970s,beta_turnover,DB15_1,DB15,DB15,557499.6776623846,6377499.772861233,0.19115381908931395
1,1970s,beta_turnover,DB16_1,DB16,DB16,557499.6934591797,6382499.787658613,0.1824678284103235
1,1970s,beta_turnover,BD20_1,BD20,BD20,462500.0521724849,6252499.692892568,0.20908218129590933
1,1970s,beta_turnover,DB20_1,DB20,DB20,562499.6596629414,6352499.822055593,0.24404551174721528
1,1970s,beta_turnover,DB21_1,DB21,DB21,562499.6778171846,6357499.774650563,0.3034521983180273
1,1970s,beta_turnover,DB22_1,DB22,DB22,562499.6515363256,6362499.764446196,0.3175518892775189
1,1970s,beta_turnover,DB23_1,DB23,DB23,562499.6400820935,6367499.792328508,0.264302613974943
1,1970s,beta_turnover,DB24_1,DB24,DB24,562499.6441820732,6372499.746949654,0.16631312927146027
1,1970s,beta_turnover,DB25_1,DB25,DB25,562499.6611575983,6377499.739594084,0.17121339845179467
1,1970s,beta_turnover,DB26_1,DB26,DB26,562499.6900292314,6382499.770230629,0.17191611997329398
1,1970s,beta_turnover,DB31_1,DB31,DB31,567499.6497347835,6357499.773935058,0.2798807834922723
1,1970s,beta_turnover,DB32_1,DB32,DB32,567499.649767541,6362499.788996397,0.19351553149682207
1,1970s,beta_turnover,BD21_1,BD21,BD21,462500.04652625887,6257499.613366459,0.23139814554292143
1,1970s,beta_turnover,DB33_1,DB33,DB33,567499.6483663965,6367499.730884405,0.19815817736789046
1,1970s,beta_turnover,DB34_1,DB34,DB34,567499.6427126657,6372499.710880268,0.21598159284334761
1,1970s,beta_turnover,DB35_1,DB35,DB35,567499.6318198992,6377499.728951592,0.18691287279277632
1,1970s,beta_turnover,DB36_1,DB36,DB36,567499.676348217,6382499.674741831,0.210709746802765
1,1970s,beta_turnover,DB40_1,DB40,DB40,572499.6344654928,6352499.8530826,0.21598443788437557
1,1970s,beta_turnover,DB41_1,DB41,DB41,572499.6216895938,6357499.864695008,0.23854113215610775
1,1970s,beta_turnover,DB42_1,DB42,DB42,572499.5906535387,6362499.80320541,0.22046849101169366
1,1970s,beta_turnover,DB43_1,DB43,DB43,572499.5984189146,6367499.780956781,0.16581791638278295
1,1970s,beta_turnover,DB44_1,DB44,DB44,572499.5838254265,6372499.796851205,0.21564767591681921
1,1970s,beta_turnover,DB45_1,DB45,DB45,572499.6077339851,6377499.740606079,0.18072434159416106
1,1970s,beta_turnover,BD22_1,BD22,BD22,462500.04672205047,6262499.682150681,0.24684925565413463
1,1970s,beta_turnover,DB46_1,DB46,DB46,572499.6071544627,6382499.722435604,0.3940084403527178
1,1970s,beta_turnover,DB52_1,DB52,DB52,577499.5523310879,6362499.807698655,0.20797575440160712
1,1970s,beta_turnover,DB53_1,DB53,DB53,577499.5700187528,6367499.831857608,0.19445656442148065
1,1970s,beta_turnover,DB54_1,DB54,DB54,577499.5493575014,6372499.782863706,0.22910072956920208
1,1970s,beta_turnover,DB55_1,DB55,DB55,577499.5492296974,6377499.66181914,0.18129528564896494
1,1970s,beta_turnover,DB56_1,DB56,DB56,577499.5641771164,6382499.691316109,0.17418055916583697
1,1970s,beta_turnover,DB57_1,DB57,DB57,577499.537492288,6387499.64755162,0.19540907450099218
1,1970s,beta_turnover,DB60_1,DB60,DB60,582499.5631405126,6352499.870773819,0.17124649564166244
1,1970s,beta_turnover,DB62_1,DB62,DB62,582499.4927491389,6362499.801014301,0.17860317892747693
1,1970s,beta_turnover,DB63_1,DB63,DB63,582499.5234498292,6367499.770816479,0.2019557773711765
1,1970s,beta_turnover,DB64_1,DB64,DB64,582499.4955886239,6372499.778775646,0.19300066516889916
1,1970s,beta_turnover,DB65_1,DB65,DB65,582499.4702860015,6377499.714756137,0.19859590250433676
1,1970s,beta_turnover,DB66_1,DB66,DB66,582499.5038627629,6382499.691246823,0.2147641089572353
1,1970s,beta_turnover,DB67_1,DB67,DB67,582499.4776775325,6387499.594470724,0.2102469650882127
1,1970s,beta_turnover,DB68_1,DB68,DB68,582499.4481154357,6392499.536917151,0.3859876321007855
1,1970s,beta_turnover,DB70_1,DB70,DB70,587499.5384229121,6352499.942973814,0.2169899420841036
1,1970s,beta_turnover,DB71_1,DB71,DB71,587499.4899705768,6357499.898755164,0.2713062869198725
1,1970s,beta_turnover,DB72_1,DB72,DB72,587499.4900431393,6362499.784009084,0.17401376886172387
1,1970s,beta_turnover,DB73_1,DB73,DB73,587499.4724052523,6367499.8200299665,0.20324016986381832
1,1970s,beta_turnover,DB74_1,DB74,DB74,587499.4405852477,6372499.784163884,0.1795864257451262
1,1970s,beta_turnover,DB75_1,DB75,DB75,587499.4508390957,6377499.788968703,0.23153855556086395
1,1970s,beta_turnover,DB77_1,DB77,DB77,587499.4197526195,6387499.582648063,0.21042345802214626
1,1970s,beta_turnover,DB78_1,DB78,DB78,587499.3735523641,6392499.482754864,0.197081971109468
1,1970s,beta_turnover,DB79_1,DB79,DB79,587499.3020525747,6397499.533405255,0.24682068734985738
1,1970s,beta_turnover,DB80_1,DB80,DB80,592499.4685152426,6352499.8696485795,0.28645043000699877
1,1970s,beta_turnover,BD26_1,BD26,BD26,462500.0396707308,6282499.770858137,0.22524645834533158
1,1970s,beta_turnover,DB81_1,DB81,DB81,592499.4687914647,6357499.903263027,0.22442031089280182
1,1970s,beta_turnover,DB82_1,DB82,DB82,592499.4395459738,6362499.8651057985,0.18020214208396612
1,1970s,beta_turnover,DB83_1,DB83,DB83,592499.43704912,6367499.867802329,0.2009658566144661
1,1970s,beta_turnover,DB89_1,DB89,DB89,592499.276854376,6397499.389086184,0.20556466746068847
1,1970s,beta_turnover,DC00_1,DC00,DC00,552499.7981343176,6302499.822003722,0.2346330953968282
1,1970s,beta_turnover,DC01_1,DC01,DC01,552499.82723216,6307499.828336293,0.16753553930887477
1,1970s,beta_turnover,DC02_1,DC02,DC02,552499.7944827778,6312499.871378481,0.1681662600208848
1,1970s,beta_turnover,BD27_1,BD27,BD27,462500.0084153306,6287499.80222181,0.18590268440802385
1,1970s,beta_turnover,DC03_1,DC03,DC03,552499.7615257066,6317499.840557125,0.19689021393142633
1,1970s,beta_turnover,DC04_1,DC04,DC04,552499.7262227507,6322499.847153073,0.2039524277067725
1,1970s,beta_turnover,DC05_1,DC05,DC05,552499.6892463007,6327499.779825433,0.25332430710147863
1,1970s,beta_turnover,DC10_1,DC10,DC10,557499.8206087413,6302499.8354761265,0.1743964013842984
1,1970s,beta_turnover,DC11_1,DC11,DC11,557499.7664055785,6307499.841569215,0.21597966896699608
1,1970s,beta_turnover,DC12_1,DC12,DC12,557499.7547180243,6312499.886004784,0.19664177326756033
1,1970s,beta_turnover,DC13_1,DC13,DC13,557499.7253695964,6317499.856604637,0.24360696993487843
1,1970s,beta_turnover,DC14_1,DC14,DC14,557499.73675981,6322499.865488209,0.21289456965195358
1,1970s,beta_turnover,DC15_1,DC15,DC15,557499.7273178204,6327499.9117859565,0.19371085754867381
1,1970s,beta_turnover,BD28_1,BD28,BD28,462500.04522956035,6292499.758577253,0.18516318107666505
1,1970s,beta_turnover,DC16_1,DC16,DC16,557499.6978451451,6332499.884155993,0.17650786666324256
1,1970s,beta_turnover,DC17_1,DC17,DC17,557499.7080623058,6337499.783408084,0.17520977181519679
1,1970s,beta_turnover,DC18_1,DC18,DC18,557499.693518839,6342499.831295908,0.197421630515708
1,1970s,beta_turnover,DC19_1,DC19,DC19,557499.6565704292,6347499.805162802,0.19364678428103618
1,1970s,beta_turnover,DC20_1,DC20,DC20,562499.7978840575,6302499.938668321,0.19387251903021605
1,1970s,beta_turnover,DC21_1,DC21,DC21,562499.7828758188,6307499.956366545,0.1809337376601504
1,1970s,beta_turnover,DC22_1,DC22,DC22,562499.7944753097,6312499.901183143,0.18646217354851968
1,1970s,beta_turnover,DC23_1,DC23,DC23,562499.7692934149,6317499.883481737,0.217079557159649
1,1970s,beta_turnover,DC24_1,DC24,DC24,562499.7065775642,6322499.903231546,0.3034295497413962
1,1970s,beta_turnover,DC25_1,DC25,DC25,562499.7284663095,6327499.850920295,0.29973238160709076
1,1970s,beta_turnover,BD29_1,BD29,BD29,462500.0292985126,6297499.752303558,0.21729918201229026
1,1970s,beta_turnover,DC26_1,DC26,DC26,562499.7110273131,6332499.835998577,0.228044129182156
1,1970s,beta_turnover,DC27_1,DC27,DC27,562499.653506505,6337499.858435164,0.19107649244580457
1,1970s,beta_turnover,DC28_1,DC28,DC28,562499.677609729,6342499.808717862,0.19282168870583877
1,1970s,beta_turnover,DC30_1,DC30,DC30,567499.8116184272,6302499.909548791,0.22237354844617255
1,1970s,beta_turnover,DC31_1,DC31,DC31,567499.7755507686,6307499.948179211,0.19874988689515974
1,1970s,beta_turnover,DC32_1,DC32,DC32,567499.8096190846,6312499.914980982,0.17397817725116674
1,1970s,beta_turnover,DC33_1,DC33,DC33,567499.7285674406,6317499.918270218,0.1943389685119857
1,1970s,beta_turnover,DC34_1,DC34,DC34,567499.7138947316,6322499.9609747855,0.31838155333931656
1,1970s,beta_turnover,DC35_1,DC35,DC35,567499.7056084871,6327499.930768742,0.20899964291548098
1,1970s,beta_turnover,DC36_1,DC36,DC36,567499.7009201018,6332499.938928539,0.19091268979212245
1,1970s,beta_turnover,DC37_1,DC37,DC37,567499.6402083595,6337499.873123914,0.23535562147714137
1,1970s,beta_turnover,DC39_1,DC39,DC39,567499.6437902323,6347499.858365299,0.24068988134839056
1,1970s,beta_turnover,DC40_1,DC40,DC40,572499.8148650045,6302499.969526697,0.22098643953660824
1,1970s,beta_turnover,DC41_1,DC41,DC41,572499.821296516,6307499.929013042,0.25909996045457434
1,1970s,beta_turnover,DC42_1,DC42,DC42,572499.8176624437,6312499.927039073,0.18708164221860402
1,1970s,beta_turnover,DC43_1,DC43,DC43,572499.74222273,6317499.962513002,0.2194051806798984
1,1970s,beta_turnover,DC45_1,DC45,DC45,572499.6797881541,6327499.928359153,0.23896761073615025
1,1970s,beta_turnover,BD31_1,BD31,BD31,467500.0543298067,6257499.600372754,0.21729684799295426
1,1970s,beta_turnover,DC48_1,DC48,DC48,572499.603288505,6342499.944623605,0.23529764989729826
1,1970s,beta_turnover,DC49_1,DC49,DC49,572499.6280012622,6347499.879714389,0.25593284997809945
1,1970s,beta_turnover,DC50_1,DC50,DC50,577499.8267759397,6302500.006971771,0.30593055987093737
1,1970s,beta_turnover,DC51_1,DC51,DC51,577499.8137447787,6307500.007805302,0.2857187389200021
1,1970s,beta_turnover,DC52_1,DC52,DC52,577499.834045176,6312500.04834203,0.46696659277185465
1,1970s,beta_turnover,DC53_1,DC53,DC53,577499.7670313121,6317500.014979401,0.18709171763987456
1,1970s,beta_turnover,BD32_1,BD32,BD32,467500.06232946395,6262499.710226541,0.25667180656315003
1,1970s,beta_turnover,DC56_1,DC56,DC56,577499.6899038834,6332500.0401362395,0.2132288494078413
1,1970s,beta_turnover,DC57_1,DC57,DC57,577499.6237474973,6337499.940236413,0.1975930965203253
1,1970s,beta_turnover,DC58_1,DC58,DC58,577499.5821444269,6342499.991146208,0.23099782495966792
1,1970s,beta_turnover,DC59_1,DC59,DC59,577499.5701581707,6347499.85890772,0.2015798562679805
1,1970s,beta_turnover,DC64_1,DC64,DC64,582499.7765719168,6322500.023200316,0.360528399502765
1,1970s,beta_turnover,DC65_1,DC65,DC65,582499.6844180265,6327500.009486454,0.19792070080966273
1,1970s,beta_turnover,DC69_1,DC69,DC69,582499.5463454451,6347499.907984794,0.18432032604992615
1,1970s,beta_turnover,DC79_1,DC79,DC79,587499.5162126686,6347499.914135292,0.1986624828991288
1,1970s,beta_turnover,DC89_1,DC89,DC89,592499.4952561076,6347499.988268283,0.20699913176410997
1,1970s,beta_turnover,DD00_1,DD00,DD00,552499.8856748668,6252499.714341889,0.19940872402877494
1,1970s,beta_turnover,DD01_1,DD01,DD01,552499.8788040339,6257499.789576381,0.21148204176320748
1,1970s,beta_turnover,DD02_1,DD02,DD02,552499.8180619746,6262499.790504193,0.2584714960776685
1,1970s,beta_turnover,DD03_1,DD03,DD03,552499.8245235039,6267499.829924205,0.17343903100386363
1,1970s,beta_turnover,DD04_1,DD04,DD04,552499.8372124677,6272499.79574306,0.1894216776543093
1,1970s,beta_turnover,DD05_1,DD05,DD05,552499.7926802624,6277499.7984718,0.2030447052201341
1,1970s,beta_turnover,DD06_1,DD06,DD06,552499.8129379287,6282499.83961058,0.18681372375814725
1,1970s,beta_turnover,DD07_1,DD07,DD07,552499.8372333928,6287499.807062139,0.1920183558587219
1,1970s,beta_turnover,DD08_1,DD08,DD08,552499.8023283664,6292499.811338297,0.2080779304945752
1,1970s,beta_turnover,DD09_1,DD09,DD09,552499.8297948928,6297499.853941188,0.2636842593411817
1,1970s,beta_turnover,DD10_1,DD10,DD10,557499.856180533,6252499.733037651,0.18231386058287055
1,1970s,beta_turnover,DD11_1,DD11,DD11,557499.8762522964,6257499.80687196,0.23071403619320896
1,1970s,beta_turnover,BD35_1,BD35,BD35,467500.0749060298,6277499.704398919,0.30781020427024924
1,1970s,beta_turnover,DD12_1,DD12,DD12,557499.8255147779,6262499.806363893,0.19567216887688949
1,1970s,beta_turnover,DD13_1,DD13,DD13,557499.8249050891,6267499.844455846,0.19834105186344433
1,1970s,beta_turnover,DD14_1,DD14,DD14,557499.8135712934,6272499.808981645,0.1989996576592521
1,1970s,beta_turnover,DD16_1,DD16,DD16,557499.812499,6282499.851962599,0.1896925223534849
1,1970s,beta_turnover,DD17_1,DD17,DD17,557499.8226555676,6287499.819056403,0.18449484727206986
1,1970s,beta_turnover,DD18_1,DD18,DD18,557499.815944289,6292499.935076535,0.21140955271052186
1,1970s,beta_turnover,DD19_1,DD19,DD19,557499.7962017705,6297499.866076322,0.2091139809763431
1,1970s,beta_turnover,DD20_1,DD20,DD20,562499.8979436193,6252499.742285932,0.19103254058095875
1,1970s,beta_turnover,DD21_1,DD21,DD21,562499.8222470335,6257499.8229469415,0.1888726319932508
1,1970s,beta_turnover,BD36_1,BD36,BD36,467500.0370856172,6282499.739297631,0.21007590355399322
1,1970s,beta_turnover,DD22_1,DD22,DD22,562499.8437607648,6262499.831936724,0.2237918502648236
1,1970s,beta_turnover,DD24_1,DD24,DD24,562499.8019624483,6272499.851935544,0.27147676121805564
1,1970s,beta_turnover,DD26_1,DD26,DD26,562499.825335824,6282499.914256911,0.21292980650460794
1,1970s,beta_turnover,DD27_1,DD27,DD27,562499.8219761638,6287499.891081318,0.21668032214075122
1,1970s,beta_turnover,DD28_1,DD28,DD28,562499.7860176418,6292499.905539777,0.17732542058407572
1,1970s,beta_turnover,DD29_1,DD29,DD29,562499.8388001381,6297499.959425464,0.19610526035448855
1,1970s,beta_turnover,DD30_1,DD30,DD30,567499.9045343413,6252499.740139163,0.17991508693651806
1,1970s,beta_turnover,DD31_1,DD31,DD31,567499.8570273767,6257499.839340627,0.211449665426821
1,1970s,beta_turnover,BD37_1,BD37,BD37,467500.0506595336,6287499.810571126,0.2116079523178059
1,1970s,beta_turnover,DD35_1,DD35,DD35,567499.839200209,6277499.844712948,0.2344713327580282
1,1970s,beta_turnover,DD37_1,DD37,DD37,567499.854039139,6287499.911641263,0.18255544513384733
1,1970s,beta_turnover,DD38_1,DD38,DD38,567499.8490636005,6292499.946900631,0.23420884095606087
1,1970s,beta_turnover,DD39_1,DD39,DD39,567499.7951241602,6297499.908455915,0.21114315720133733
1,1970s,beta_turnover,DD40_1,DD40,DD40,572499.8910228461,6252499.837507532,0.26669478057799756
1,1970s,beta_turnover,DD41_1,DD41,DD41,572499.874319164,6257499.853998432,0.17203585809979466
1,1970s,beta_turnover,BD38_1,BD38,BD38,467500.0539126969,6292499.807359152,0.2875109944176509
1,1970s,beta_turnover,DD42_1,DD42,DD42,572499.8594056569,6262499.798046281,0.19903347969548982
1,1970s,beta_turnover,DD43_1,DD43,DD43,572499.8414943474,6267499.892215765,0.16874359694051844
1,1970s,beta_turnover,DD46_1,DD46,DD46,572499.840314927,6282499.96321855,0.20578503769988138
1,1970s,beta_turnover,DD47_1,DD47,DD47,572499.8119906547,6287499.989774233,0.17576143039215902
1,1970s,beta_turnover,DD48_1,DD48,DD48,572499.8407176494,6292499.944752331,0.21624422234617927
1,1970s,beta_turnover,DD49_1,DD49,DD49,572499.8623283049,6297499.938366378,0.21579926625332074
1,1970s,beta_turnover,DD50_1,DD50,DD50,577499.9397466873,6252499.812573781,0.19109843426218065
1,1970s,beta_turnover,DD51_1,DD51,DD51,577499.8911025693,6257499.866573606,0.2013352085040396
1,1970s,beta_turnover,BD39_1,BD39,BD39,467500.0473273079,6297499.729633846,0.2388796754047443
1,1970s,beta_turnover,DD52_1,DD52,DD52,577499.8890167333,6262499.849300526,0.2074378607409075
1,1970s,beta_turnover,DD53_1,DD53,DD53,577499.8687690438,6267499.87089236,0.21447555583857436
1,1970s,beta_turnover,DD54_1,DD54,DD54,577499.8907825949,6272499.932445059,0.2668777089665467
1,1970s,beta_turnover,DD57_1,DD57,DD57,577499.8373202452,6287500.015885937,0.18330793404111562
1,1970s,beta_turnover,DD59_1,DD59,DD59,577499.8764129576,6297499.934571228,0.3239492991949202
1,1970s,beta_turnover,DD61_1,DD61,DD61,582499.9243567707,6257499.87675696,0.17431693221677702
1,1970s,beta_turnover,BD40_1,BD40,BD40,472500.0931846446,6252499.686959085,0.25426885287169865
1,1970s,beta_turnover,DD62_1,DD62,DD62,582499.9358377454,6262499.908196272,0.1797068646019057
1,1970s,beta_turnover,DD63_1,DD63,DD63,582499.9142568866,6267499.867230073,0.17553594376685175
1,1970s,beta_turnover,DD64_1,DD64,DD64,582499.9156895869,6272499.97761661,0.17506145294388967
1,1970s,beta_turnover,DD65_1,DD65,DD65,582499.8841101133,6277499.904232946,0.18899202610131557
1,1970s,beta_turnover,DD70_1,DD70,DD70,587499.9756611895,6252499.834294763,0.20916964778895467
1,1970s,beta_turnover,DD71_1,DD71,DD71,587499.9294289971,6257499.883005279,0.2467541010962427
1,1970s,beta_turnover,DD72_1,DD72,DD72,587499.9576007758,6262499.861898324,0.19363080776541935
1,1970s,beta_turnover,BD41_1,BD41,BD41,472500.0753691514,6257499.700065501,0.23616583419375112
1,1970s,beta_turnover,DD80_1,DD80,DD80,592499.9965185599,6252499.880145047,0.18700370093213955
1,1970s,beta_turnover,DD81_1,DD81,DD81,592499.9849260056,6257499.886210558,0.23523881945260783
1,1970s,beta_turnover,DD90_1,DD90,DD90,597499.9603299614,6252499.909862781,0.2061149001062655
1,1970s,beta_turnover,DD91_1,DD91,DD91,597499.9845591482,6257499.88334208,0.18879133144370872
1,1970s,beta_turnover,DD92_1,DD92,DD92,597499.985225495,6262499.8971402,0.22214594418140954
1,1970s,beta_turnover,DE00_1,DE00,DE00,552500.0397736444,6202499.815031244,0.19185261843641108
1,1970s,beta_turnover,DE01_1,DE01,DE01,552500.0522177635,6207499.735317095,0.2296171015175625
1,1970s,beta_turnover,DE02_1,DE02,DE02,552500.0156842017,6212499.692870375,0.18042634608388347
1,1970s,beta_turnover,BD42_1,BD42,BD42,472500.0892348051,6262499.638397401,0.17691254599797696
1,1970s,beta_turnover,DE03_1,DE03,DE03,552499.9918704326,6217499.688423337,0.24222769281459208
1,1970s,beta_turnover,DE04_1,DE04,DE04,552500.0421838384,6222499.722709725,0.26956953132580275
1,1970s,beta_turnover,DE05_1,DE05,DE05,552499.9808522139,6227499.682127924,0.20806254123130186
1,1970s,beta_turnover,DE07_1,DE07,DE07,552499.9514282229,6237499.715456871,0.20672327267593194
1,1970s,beta_turnover,DE10_1,DE10,DE10,557499.9926700045,6202499.753927617,0.20084021839123034
1,1970s,beta_turnover,DE11_1,DE11,DE11,557500.0121679712,6207499.781346942,0.21491894849408405
1,1970s,beta_turnover,DE12_1,DE12,DE12,557500.0298874964,6212499.735544217,0.4119598901259704
1,1970s,beta_turnover,BD43_1,BD43,BD43,472500.0750117887,6267499.724942416,0.23398835246077035
1,1970s,beta_turnover,DE13_1,DE13,DE13,557499.9814049272,6217499.726953041,0.2604769458406308
1,1970s,beta_turnover,DE14_1,DE14,DE14,557499.9919643814,6222499.645914316,0.2023561058756069
1,1970s,beta_turnover,DE15_1,DE15,DE15,557499.9955708939,6227499.714159249,0.18558064044991568
1,1970s,beta_turnover,DE16_1,DE16,DE16,557499.9944713496,6232499.709069772,0.1954599739493165
1,1970s,beta_turnover,DE17_1,DE17,DE17,557499.9260181622,6237499.629782909,0.22817213634713376
1,1970s,beta_turnover,DE18_1,DE18,DE18,557499.9103897591,6242499.700531681,0.19449889952391367
1,1970s,beta_turnover,DE19_1,DE19,DE19,557499.8878559844,6247499.697860005,0.2552496034639132
1,1970s,beta_turnover,DE20_1,DE20,DE20,562500.0084597974,6202499.807410175,0.20447269096105913
1,1970s,beta_turnover,DE21_1,DE21,DE21,562499.9761553103,6207499.728242607,0.1971943276707289
1,1970s,beta_turnover,DE22_1,DE22,DE22,562499.9864572511,6212499.688075669,0.2085762703881983
1,1970s,beta_turnover,BD44_1,BD44,BD44,472500.09313145553,6272499.736661749,0.3369727485159527
1,1970s,beta_turnover,DE23_1,DE23,DE23,562499.9761974189,6217499.685978896,0.21190001171837752
1,1970s,beta_turnover,DE24_1,DE24,DE24,562500.0067694888,6222499.722828891,0.24721609343929737
1,1970s,beta_turnover,DE25_1,DE25,DE25,562499.9547079823,6227499.685494073,0.19129077732956898
1,1970s,beta_turnover,DE26_1,DE26,DE26,562499.9418520522,6232499.687049095,0.26747306661363773
1,1970s,beta_turnover,DE27_1,DE27,DE27,562499.9672399207,6237499.727467009,0.2575532612910971
1,1970s,beta_turnover,DE29_1,DE29,DE29,562499.8850704462,6247499.698559415,0.19081224429303198
1,1970s,beta_turnover,DE30_1,DE30,DE30,567499.9818457006,6202499.750937081,0.2221343273401909
1,1970s,beta_turnover,DE31_1,DE31,DE31,567499.95756106,6207499.79836426,0.2157126208370363
