"survey","site","atlas","period","group","species_pool_size","group_richness","hotspot_threshold","is_hotspot"
"DD29_3","DD29","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD30_3","DD30","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD31_3","DD31","3","2010s","Dabbling ducks",8,2,3,FALSE
"BC55_1","BC55","1","1970s","Dabbling ducks",8,3,3,TRUE
"CC65_1","CC65","1","1970s","Dabbling ducks",8,2,3,FALSE
"DD32_3","DD32","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD33_3","DD33","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD34_3","DD34","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD35_3","DD35","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD36_3","DD36","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD37_3","DD37","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD38_3","DD38","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD39_3","DD39","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD40_3","DD40","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD41_3","DD41","3","2010s","Dabbling ducks",8,0,3,FALSE
"CC66_1","CC66","1","1970s","Dabbling ducks",8,1,3,FALSE
"DD42_3","DD42","3","2010s","Dabbling ducks",8,0,3,FALSE
"DD43_3","DD43","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD44_3","DD44","3","2010s","Dabbling ducks",8,0,3,FALSE
"DD45_3","DD45","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD46_3","DD46","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD47_3","DD47","3","2010s","Dabbling ducks",8,3,3,TRUE
"DD48_3","DD48","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD49_3","DD49","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD50_3","DD50","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD51_3","DD51","3","2010s","Dabbling ducks",8,2,3,FALSE
"CC67_1","CC67","1","1970s","Dabbling ducks",8,3,3,TRUE
"DD52_3","DD52","3","2010s","Dabbling ducks",8,0,3,FALSE
"DD53_3","DD53","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD54_3","DD54","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD55_3","DD55","3","2010s","Dabbling ducks",8,0,3,FALSE
"DD56_3","DD56","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD57_3","DD57","3","2010s","Dabbling ducks",8,3,3,TRUE
"DD58_3","DD58","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD59_3","DD59","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD60_3","DD60","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD61_3","DD61","3","2010s","Dabbling ducks",8,0,3,FALSE
"CC68_1","CC68","1","1970s","Dabbling ducks",8,0,3,FALSE
"DD62_3","DD62","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD63_3","DD63","3","2010s","Dabbling ducks",8,0,3,FALSE
"DD64_3","DD64","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD65_3","DD65","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD66_3","DD66","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD67_3","DD67","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD70_3","DD70","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD71_3","DD71","3","2010s","Dabbling ducks",8,0,3,FALSE
"DD72_3","DD72","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD73_3","DD73","3","2010s","Dabbling ducks",8,1,3,FALSE
"CC70_1","CC70","1","1970s","Dabbling ducks",8,3,3,TRUE
"DD80_3","DD80","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD81_3","DD81","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD82_3","DD82","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD90_3","DD90","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD91_3","DD91","3","2010s","Dabbling ducks",8,1,3,FALSE
"DD92_3","DD92","3","2010s","Dabbling ducks",8,2,3,FALSE
"DD93_3","DD93","3","2010s","Dabbling ducks",8,0,3,FALSE
"DE00_3","DE00","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE01_3","DE01","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE02_3","DE02","3","2010s","Dabbling ducks",8,2,3,FALSE
"CC71_1","CC71","1","1970s","Dabbling ducks",8,2,3,FALSE
"DE03_3","DE03","3","2010s","Dabbling ducks",8,0,3,FALSE
"DE04_3","DE04","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE05_3","DE05","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE06_3","DE06","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE07_3","DE07","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE08_3","DE08","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE09_3","DE09","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE10_3","DE10","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE11_3","DE11","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE12_3","DE12","3","2010s","Dabbling ducks",8,2,3,FALSE
"CC72_1","CC72","1","1970s","Dabbling ducks",8,2,3,FALSE
"DE13_3","DE13","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE14_3","DE14","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE15_3","DE15","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE16_3","DE16","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE17_3","DE17","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE18_3","DE18","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE19_3","DE19","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE20_3","DE20","3","2010s","Dabbling ducks",8,0,3,FALSE
"DE21_3","DE21","3","2010s","Dabbling ducks",8,0,3,FALSE
"DE22_3","DE22","3","2010s","Dabbling ducks",8,1,3,FALSE
"CC73_1","CC73","1","1970s","Dabbling ducks",8,4,3,TRUE
"DE23_3","DE23","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE24_3","DE24","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE25_3","DE25","3","2010s","Dabbling ducks",8,3,3,TRUE
"DE26_3","DE26","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE27_3","DE27","3","2010s","Dabbling ducks",8,0,3,FALSE
"DE28_3","DE28","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE29_3","DE29","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE30_3","DE30","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE31_3","DE31","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE32_3","DE32","3","2010s","Dabbling ducks",8,1,3,FALSE
"CC74_1","CC74","1","1970s","Dabbling ducks",8,2,3,FALSE
"DE33_3","DE33","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE34_3","DE34","3","2010s","Dabbling ducks",8,3,3,TRUE
"DE35_3","DE35","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE36_3","DE36","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE37_3","DE37","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE38_3","DE38","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE39_3","DE39","3","2010s","Dabbling ducks",8,0,3,FALSE
"DE40_3","DE40","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE41_3","DE41","3","2010s","Dabbling ducks",8,0,3,FALSE
"DE42_3","DE42","3","2010s","Dabbling ducks",8,1,3,FALSE
"CC75_1","CC75","1","1970s","Dabbling ducks",8,6,3,TRUE
"DE43_3","DE43","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE44_3","DE44","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE45_3","DE45","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE46_3","DE46","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE47_3","DE47","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE48_3","DE48","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE49_3","DE49","3","2010s","Dabbling ducks",8,0,3,FALSE
"DE50_3","DE50","3","2010s","Dabbling ducks",8,0,3,FALSE
"DE51_3","DE51","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE52_3","DE52","3","2010s","Dabbling ducks",8,0,3,FALSE
"BC56_1","BC56","1","1970s","Dabbling ducks",8,0,3,FALSE
"CC76_1","CC76","1","1970s","Dabbling ducks",8,1,3,FALSE
"DE53_3","DE53","3","2010s","Dabbling ducks",8,0,3,FALSE
"DE54_3","DE54","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE55_3","DE55","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE56_3","DE56","3","2010s","Dabbling ducks",8,5,3,TRUE
"DE57_3","DE57","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE58_3","DE58","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE59_3","DE59","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE65_3","DE65","3","2010s","Dabbling ducks",8,0,3,FALSE
"DE66_3","DE66","3","2010s","Dabbling ducks",8,0,3,FALSE
"DE67_3","DE67","3","2010s","Dabbling ducks",8,1,3,FALSE
"CC77_1","CC77","1","1970s","Dabbling ducks",8,3,3,TRUE
"DE68_3","DE68","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE69_3","DE69","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE70_3","DE70","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE75_3","DE75","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE76_3","DE76","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE77_3","DE77","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE78_3","DE78","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE79_3","DE79","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE80_3","DE80","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE83_3","DE83","3","2010s","Dabbling ducks",8,0,3,FALSE
"CC78_1","CC78","1","1970s","Dabbling ducks",8,3,3,TRUE
"DE84_3","DE84","3","2010s","Dabbling ducks",8,0,3,FALSE
"DE85_3","DE85","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE86_3","DE86","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE87_3","DE87","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE88_3","DE88","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE89_3","DE89","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE90_3","DE90","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE91_3","DE91","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE93_3","DE93","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE94_3","DE94","3","2010s","Dabbling ducks",8,2,3,FALSE
"CC79_1","CC79","1","1970s","Dabbling ducks",8,0,3,FALSE
"DE95_3","DE95","3","2010s","Dabbling ducks",8,1,3,FALSE
"DE96_3","DE96","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE97_3","DE97","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE98_3","DE98","3","2010s","Dabbling ducks",8,2,3,FALSE
"DE99_3","DE99","3","2010s","Dabbling ducks",8,2,3,FALSE
"DF00_3","DF00","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF01_3","DF01","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF02_3","DF02","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF04_3","DF04","3","2010s","Dabbling ducks",8,2,3,FALSE
"DF05_3","DF05","3","2010s","Dabbling ducks",8,1,3,FALSE
"CC80_1","CC80","1","1970s","Dabbling ducks",8,3,3,TRUE
"DF06_3","DF06","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF07_3","DF07","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF08_3","DF08","3","2010s","Dabbling ducks",8,2,3,FALSE
"DF09_3","DF09","3","2010s","Dabbling ducks",8,2,3,FALSE
"DF10_3","DF10","3","2010s","Dabbling ducks",8,2,3,FALSE
"DF14_3","DF14","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF15_3","DF15","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF16_3","DF16","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF17_3","DF17","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF18_3","DF18","3","2010s","Dabbling ducks",8,2,3,FALSE
"CC81_1","CC81","1","1970s","Dabbling ducks",8,0,3,FALSE
"DF19_3","DF19","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF20_3","DF20","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF21_3","DF21","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF24_3","DF24","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF25_3","DF25","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF26_3","DF26","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF27_3","DF27","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF28_3","DF28","3","2010s","Dabbling ducks",8,2,3,FALSE
"DF29_3","DF29","3","2010s","Dabbling ducks",8,2,3,FALSE
"DF30_3","DF30","3","2010s","Dabbling ducks",8,1,3,FALSE
"CC82_1","CC82","1","1970s","Dabbling ducks",8,1,3,FALSE
"DF31_3","DF31","3","2010s","Dabbling ducks",8,2,3,FALSE
"DF32_3","DF32","3","2010s","Dabbling ducks",8,2,3,FALSE
"DF36_3","DF36","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF37_3","DF37","3","2010s","Dabbling ducks",8,4,3,TRUE
"DF38_3","DF38","3","2010s","Dabbling ducks",8,2,3,FALSE
"DF39_3","DF39","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF40_3","DF40","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF41_3","DF41","3","2010s","Dabbling ducks",8,5,3,TRUE
"DF42_3","DF42","3","2010s","Dabbling ducks",8,5,3,TRUE
"DF43_3","DF43","3","2010s","Dabbling ducks",8,1,3,FALSE
"CC83_1","CC83","1","1970s","Dabbling ducks",8,3,3,TRUE
"DF47_3","DF47","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF48_3","DF48","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF49_3","DF49","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF50_3","DF50","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF51_3","DF51","3","2010s","Dabbling ducks",8,3,3,TRUE
"DF52_3","DF52","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF55_3","DF55","3","2010s","Dabbling ducks",8,3,3,TRUE
"DF58_3","DF58","3","2010s","Dabbling ducks",8,2,3,FALSE
"DF59_3","DF59","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF60_3","DF60","3","2010s","Dabbling ducks",8,1,3,FALSE
"CC84_1","CC84","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF61_3","DF61","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF62_3","DF62","3","2010s","Dabbling ducks",8,2,3,FALSE
"DF65_3","DF65","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF66_3","DF66","3","2010s","Dabbling ducks",8,2,3,FALSE
"DF69_3","DF69","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF70_3","DF70","3","2010s","Dabbling ducks",8,2,3,FALSE
"DF71_3","DF71","3","2010s","Dabbling ducks",8,3,3,TRUE
"DF72_3","DF72","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF77_3","DF77","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF80_3","DF80","3","2010s","Dabbling ducks",8,5,3,TRUE
"CC85_1","CC85","1","1970s","Dabbling ducks",8,5,3,TRUE
"DF81_3","DF81","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF90_3","DF90","3","2010s","Dabbling ducks",8,2,3,FALSE
"DF91_3","DF91","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF96_3","DF96","3","2010s","Dabbling ducks",8,1,3,FALSE
"DF97_3","DF97","3","2010s","Dabbling ducks",8,0,3,FALSE
"DF98_3","DF98","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG00_3","DG00","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG05_3","DG05","3","2010s","Dabbling ducks",8,4,3,TRUE
"DG06_3","DG06","3","2010s","Dabbling ducks",8,4,3,TRUE
"DG07_3","DG07","3","2010s","Dabbling ducks",8,3,3,TRUE
"BC60_1","BC60","1","1970s","Dabbling ducks",8,3,3,TRUE
"CC86_1","CC86","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG08_3","DG08","3","2010s","Dabbling ducks",8,3,3,TRUE
"DG09_3","DG09","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG14_3","DG14","3","2010s","Dabbling ducks",8,3,3,TRUE
"DG15_3","DG15","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG16_3","DG16","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG17_3","DG17","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG18_3","DG18","3","2010s","Dabbling ducks",8,0,3,FALSE
"DG19_3","DG19","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG21_3","DG21","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG22_3","DG22","3","2010s","Dabbling ducks",8,5,3,TRUE
"CC87_1","CC87","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG23_3","DG23","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG24_3","DG24","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG25_3","DG25","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG26_3","DG26","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG27_3","DG27","3","2010s","Dabbling ducks",8,0,3,FALSE
"DG28_3","DG28","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG29_3","DG29","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG30_3","DG30","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG31_3","DG31","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG32_3","DG32","3","2010s","Dabbling ducks",8,1,3,FALSE
"CC88_1","CC88","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG33_3","DG33","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG34_3","DG34","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG35_3","DG35","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG36_3","DG36","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG37_3","DG37","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG38_3","DG38","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG39_3","DG39","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG40_3","DG40","3","2010s","Dabbling ducks",8,3,3,TRUE
"DG41_3","DG41","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG42_3","DG42","3","2010s","Dabbling ducks",8,2,3,FALSE
"CC89_1","CC89","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG43_3","DG43","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG44_3","DG44","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG45_3","DG45","3","2010s","Dabbling ducks",8,0,3,FALSE
"DG46_3","DG46","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG47_3","DG47","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG48_3","DG48","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG49_3","DG49","3","2010s","Dabbling ducks",8,0,3,FALSE
"DG50_3","DG50","3","2010s","Dabbling ducks",8,3,3,TRUE
"DG51_3","DG51","3","2010s","Dabbling ducks",8,4,3,TRUE
"DG52_3","DG52","3","2010s","Dabbling ducks",8,2,3,FALSE
"CC90_1","CC90","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG53_3","DG53","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG54_3","DG54","3","2010s","Dabbling ducks",8,0,3,FALSE
"DG55_3","DG55","3","2010s","Dabbling ducks",8,3,3,TRUE
"DG56_3","DG56","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG57_3","DG57","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG58_3","DG58","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG59_3","DG59","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG60_3","DG60","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG61_3","DG61","3","2010s","Dabbling ducks",8,4,3,TRUE
"DG62_3","DG62","3","2010s","Dabbling ducks",8,4,3,TRUE
"CC91_1","CC91","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG63_3","DG63","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG64_3","DG64","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG65_3","DG65","3","2010s","Dabbling ducks",8,0,3,FALSE
"DG66_3","DG66","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG67_3","DG67","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG68_3","DG68","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG69_3","DG69","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG70_3","DG70","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG71_3","DG71","3","2010s","Dabbling ducks",8,3,3,TRUE
"DG72_3","DG72","3","2010s","Dabbling ducks",8,4,3,TRUE
"CC92_1","CC92","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG73_3","DG73","3","2010s","Dabbling ducks",8,0,3,FALSE
"DG74_3","DG74","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG75_3","DG75","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG76_3","DG76","3","2010s","Dabbling ducks",8,0,3,FALSE
"DG77_3","DG77","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG78_3","DG78","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG79_3","DG79","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG80_3","DG80","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG81_3","DG81","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG82_3","DG82","3","2010s","Dabbling ducks",8,2,3,FALSE
"CC93_1","CC93","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG83_3","DG83","3","2010s","Dabbling ducks",8,3,3,TRUE
"DG84_3","DG84","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG85_3","DG85","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG86_3","DG86","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG87_3","DG87","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG88_3","DG88","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG89_3","DG89","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG90_3","DG90","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG91_3","DG91","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG92_3","DG92","3","2010s","Dabbling ducks",8,3,3,TRUE
"CC94_1","CC94","1","1970s","Dabbling ducks",8,4,3,TRUE
"DG93_3","DG93","3","2010s","Dabbling ducks",8,0,3,FALSE
"DG94_3","DG94","3","2010s","Dabbling ducks",8,3,3,TRUE
"DG95_3","DG95","3","2010s","Dabbling ducks",8,3,3,TRUE
"DG96_3","DG96","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG97_3","DG97","3","2010s","Dabbling ducks",8,1,3,FALSE
"DG98_3","DG98","3","2010s","Dabbling ducks",8,2,3,FALSE
"DG99_3","DG99","3","2010s","Dabbling ducks",8,1,3,FALSE
"DH06_3","DH06","3","2010s","Dabbling ducks",8,1,3,FALSE
"DH07_3","DH07","3","2010s","Dabbling ducks",8,1,3,FALSE
"DH08_3","DH08","3","2010s","Dabbling ducks",8,3,3,TRUE
"CC95_1","CC95","1","1970s","Dabbling ducks",8,4,3,TRUE
"DH09_3","DH09","3","2010s","Dabbling ducks",8,1,3,FALSE
"DH16_3","DH16","3","2010s","Dabbling ducks",8,2,3,FALSE
"DH17_3","DH17","3","2010s","Dabbling ducks",8,2,3,FALSE
"DH18_3","DH18","3","2010s","Dabbling ducks",8,2,3,FALSE
"DH19_3","DH19","3","2010s","Dabbling ducks",8,1,3,FALSE
"DH25_3","DH25","3","2010s","Dabbling ducks",8,1,3,FALSE
"DH26_3","DH26","3","2010s","Dabbling ducks",8,2,3,FALSE
"DH27_3","DH27","3","2010s","Dabbling ducks",8,2,3,FALSE
"DH28_3","DH28","3","2010s","Dabbling ducks",8,2,3,FALSE
"DH29_3","DH29","3","2010s","Dabbling ducks",8,2,3,FALSE
"BC61_1","BC61","1","1970s","Dabbling ducks",8,2,3,FALSE
"CC96_1","CC96","1","1970s","Dabbling ducks",8,5,3,TRUE
"DH36_3","DH36","3","2010s","Dabbling ducks",8,1,3,FALSE
"DH37_3","DH37","3","2010s","Dabbling ducks",8,2,3,FALSE
"DH38_3","DH38","3","2010s","Dabbling ducks",8,1,3,FALSE
"DH49_3","DH49","3","2010s","Dabbling ducks",8,1,3,FALSE
"DH57_3","DH57","3","2010s","Dabbling ducks",8,2,3,FALSE
"DH58_3","DH58","3","2010s","Dabbling ducks",8,1,3,FALSE
"DH59_3","DH59","3","2010s","Dabbling ducks",8,1,3,FALSE
"DH66_3","DH66","3","2010s","Dabbling ducks",8,1,3,FALSE
"DH67_3","DH67","3","2010s","Dabbling ducks",8,5,3,TRUE
"DH69_3","DH69","3","2010s","Dabbling ducks",8,1,3,FALSE
"CC97_1","CC97","1","1970s","Dabbling ducks",8,3,3,TRUE
"DH75_3","DH75","3","2010s","Dabbling ducks",8,1,3,FALSE
"DH76_3","DH76","3","2010s","Dabbling ducks",8,2,3,FALSE
"DH77_3","DH77","3","2010s","Dabbling ducks",8,1,3,FALSE
"DH78_3","DH78","3","2010s","Dabbling ducks",8,3,3,TRUE
"DH79_3","DH79","3","2010s","Dabbling ducks",8,1,3,FALSE
"DH85_3","DH85","3","2010s","Dabbling ducks",8,2,3,FALSE
"DH86_3","DH86","3","2010s","Dabbling ducks",8,3,3,TRUE
"DH87_3","DH87","3","2010s","Dabbling ducks",8,3,3,TRUE
"DH88_3","DH88","3","2010s","Dabbling ducks",8,3,3,TRUE
"DH89_3","DH89","3","2010s","Dabbling ducks",8,4,3,TRUE
"CC98_1","CC98","1","1970s","Dabbling ducks",8,1,3,FALSE
"DH95_3","DH95","3","2010s","Dabbling ducks",8,2,3,FALSE
"DH96_3","DH96","3","2010s","Dabbling ducks",8,4,3,TRUE
"DH97_3","DH97","3","2010s","Dabbling ducks",8,3,3,TRUE
"DH98_3","DH98","3","2010s","Dabbling ducks",8,3,3,TRUE
"DH99_3","DH99","3","2010s","Dabbling ducks",8,3,3,TRUE
"ED00_3","ED00","3","2010s","Dabbling ducks",8,2,3,FALSE
"ED01_3","ED01","3","2010s","Dabbling ducks",8,1,3,FALSE
"ED02_3","ED02","3","2010s","Dabbling ducks",8,1,3,FALSE
"ED03_3","ED03","3","2010s","Dabbling ducks",8,0,3,FALSE
"EE08_3","EE08","3","2010s","Dabbling ducks",8,0,3,FALSE
"CC99_1","CC99","1","1970s","Dabbling ducks",8,0,3,FALSE
"EE09_3","EE09","3","2010s","Dabbling ducks",8,2,3,FALSE
"EB01_3","EB01","3","2010s","Dabbling ducks",8,2,3,FALSE
"EB02_3","EB02","3","2010s","Dabbling ducks",8,1,3,FALSE
"EB03_3","EB03","3","2010s","Dabbling ducks",8,3,3,TRUE
"EB04_3","EB04","3","2010s","Dabbling ducks",8,3,3,TRUE
"EB05_3","EB05","3","2010s","Dabbling ducks",8,2,3,FALSE
