"atlas","period","species","occupied_surveys","total_surveys","occupancy_proportion"
"3","2010s","Mergus_serrator",216,2165,0.0997690531177829
"3","2010s","Netta_rufina",3,2165,0.00138568129330254
"3","2010s","Somateria_mollissima",156,2165,0.0720554272517321
"3","2010s","Spatula_clypeata",186,2165,0.0859122401847575
"3","2010s","Spatula_querquedula",88,2165,0.0406466512702079
"3","2010s","Tadorna_tadorna",867,2165,0.400461893764434
"3","2010s","Apus_apus",588,2165,0.271593533487298
"3","2010s","Caprimulgus_europaeus",243,2165,0.112240184757506
"3","2010s","Actitis_hypoleucos",2,2165,0.00092378752886836
"3","2010s","Alca_torda",3,2165,0.00138568129330254
"3","2010s","Anarhynchus_alexandrinus",8,2165,0.00369515011547344
"3","2010s","Arenaria_interpres",3,2165,0.00138568129330254
"3","2010s","Calidris_alpina",21,2165,0.00969976905311778
"3","2010s","Calidris_pugnax",13,2165,0.00600461893764434
"3","2010s","Cepphus_grylle",28,2165,0.012933025404157
"3","2010s","Charadrius_dubius",398,2165,0.183833718244804
"3","2010s","Charadrius_hiaticula",469,2165,0.21662817551963
"3","2010s","Chlidonias_niger",5,2165,0.0023094688221709
"3","2010s","Chroicocephalus_ridibundus",259,2165,0.119630484988453
"3","2010s","Gallinago_gallinago",524,2165,0.24203233256351
"3","2010s","Gelochelidon_nilotica",1,2165,0.00046189376443418
"3","2010s","Haematopus_ostralegus",895,2165,0.413394919168591
"3","2010s","Hydrocoloeus_minutus",1,2165,0.00046189376443418
"3","2010s","Hydroprogne_caspia",10,2165,0.0046189376443418
"3","2010s","Ichthyaetus_melanocephalus",23,2165,0.0106235565819861
"3","2010s","Larus_argentatus",302,2165,0.139491916859122
"3","2010s","Larus_canus",401,2165,0.185219399538106
"3","2010s","Larus_fuscus",80,2165,0.0369515011547344
"3","2010s","Larus_marinus",136,2165,0.0628175519630485
"3","2010s","Limosa_limosa",42,2165,0.0193995381062356
"3","2010s","Numenius_arquata",113,2165,0.0521939953810624
"3","2010s","Pluvialis_apricaria",1,2165,0.00046189376443418
"3","2010s","Recurvirostra_avosetta",209,2165,0.0965357967667436
"3","2010s","Rissa_tridactyla",2,2165,0.00092378752886836
"3","2010s","Scolopax_rusticola",323,2165,0.14919168591224
"3","2010s","Sterna_hirundo",126,2165,0.0581986143187067
"3","2010s","Sterna_paradisaea",162,2165,0.0748267898383372
"3","2010s","Sternula_albifrons",74,2165,0.0341801385681293
"3","2010s","Thalasseus_sandvicensis",19,2165,0.00877598152424942
"3","2010s","Tringa_glareola",19,2165,0.00877598152424942
"3","2010s","Tringa_ochropus",31,2165,0.0143187066974596
"3","2010s","Tringa_totanus",548,2165,0.253117782909931
"3","2010s","Uria_aalge",3,2165,0.00138568129330254
"3","2010s","Vanellus_vanellus",1801,2165,0.831870669745958
