species,variable,variable_label,period_from,weighted_beta_from,standardized_beta_from,prob_positive_from,support_state_from,period_to,weighted_beta_to,standardized_beta_to,prob_positive_to,support_state_to,atlas_from,atlas_to,transition,delta_weighted_beta,abs_delta_weighted_beta,delta_standardized_beta,abs_delta_standardized_beta,support_state_switch,supported_sign_flip,large_jump_cutoff,predictor_large_jump
Buteo_buteo,perc_cropland,Cropland,1970s,0.34399167171745615,0.34399167171745615,1,Supported positive,1990s,0.3595650183704043,0.3595650183704043,1,Supported positive,1,2,1970s to 1990s,0.015573346652948128,0.015573346652948128,0.015573346652948128,0.015573346652948128,FALSE,FALSE,0.1398968467719789,FALSE
Buteo_buteo,perc_pasture,Pasture,1970s,0.11082551151588346,0.11239909890049032,0.993,Supported positive,1990s,5.776809905857911e-4,0.005663539123390104,0.551,Unsupported,1,2,1970s to 1990s,-0.11024783052529767,0.11024783052529767,-0.10673555977710023,0.10673555977710023,TRUE,FALSE,0.1398968467719789,FALSE
Buteo_buteo,perc_forest,Forest,1970s,0.6839044010339131,0.6839044010339131,1,Supported positive,1990s,0.5649236295000809,0.5649236295000809,1,Supported positive,1,2,1970s to 1990s,-0.11898077153383224,0.11898077153383224,-0.11898077153383224,0.11898077153383224,FALSE,FALSE,0.1398968467719789,FALSE
Buteo_buteo,perc_grass_shrub,Grass/Shrubland,1970s,0.10513993931538099,0.10706714797900305,0.991,Supported positive,1990s,0.10633201541351865,0.10962063444692645,0.985,Supported positive,1,2,1970s to 1990s,0.001192076098137665,0.001192076098137665,0.002553486467923402,0.002553486467923402,FALSE,FALSE,0.1398968467719789,FALSE
Circus_aeruginosus,tmean_breeding,Temperature,1970s,0.5507087820559283,0.5507087820559283,1,Supported positive,1990s,0.41704054304269983,0.41704054304269983,1,Supported positive,1,2,1970s to 1990s,-0.1336682390132285,0.1336682390132285,-0.1336682390132285,0.1336682390132285,FALSE,FALSE,0.1398968467719789,FALSE
Circus_aeruginosus,prec_breeding,Precipitation,1970s,-0.02042466271433278,-0.05157743109679994,0.302,Unsupported,1990s,-0.5167819502528931,-0.5167819502528931,0,Supported negative,1,2,1970s to 1990s,-0.4963572875385603,0.4963572875385603,-0.4652045191560931,0.4652045191560931,TRUE,FALSE,0.1398968467719789,TRUE
Circus_aeruginosus,hh,Land-use heterogeneity,1970s,0.2843168635281274,0.28660974145980583,0.996,Supported positive,1990s,0.029835471257979484,0.05074059737751612,0.794,Unsupported,1,2,1970s to 1990s,-0.25448139227014793,0.25448139227014793,-0.2358691440822897,0.2358691440822897,TRUE,FALSE,0.1398968467719789,TRUE
Circus_aeruginosus,perc_urban,Urban,1970s,-0.25756277675511025,-0.25963989592249015,0.004,Supported negative,1990s,-0.0725245910789676,-0.08394049893399028,0.068,Unsupported,1,2,1970s to 1990s,0.18503818567614266,0.18503818567614266,0.17569939698849987,0.17569939698849987,TRUE,FALSE,0.1398968467719789,TRUE
Circus_aeruginosus,perc_cropland,Cropland,1970s,0.08262873255337563,0.11605159066485343,0.856,Unsupported,1990s,0.17000072322028204,0.17276496262223784,0.992,Supported positive,1,2,1970s to 1990s,0.0873719906669064,0.0873719906669064,0.056713371957384406,0.056713371957384406,TRUE,FALSE,0.1398968467719789,FALSE
Circus_aeruginosus,perc_pasture,Pasture,1970s,0.06421448978988482,0.08493980130937147,0.878,Unsupported,1990s,0.1977152690247837,0.1977152690247837,1,Supported positive,1,2,1970s to 1990s,0.1335007792348989,0.1335007792348989,0.11277546771541223,0.11277546771541223,TRUE,FALSE,0.1398968467719789,FALSE
Circus_aeruginosus,perc_forest,Forest,1970s,0.001213765124869904,0.01167081850836445,0.552,Unsupported,1990s,0.10535427743164286,0.11255798870902016,0.968,Supported positive,1,2,1970s to 1990s,0.10414051230677296,0.10414051230677296,0.10088717020065571,0.10088717020065571,TRUE,FALSE,0.1398968467719789,FALSE
Circus_aeruginosus,perc_grass_shrub,Grass/Shrubland,1970s,0.047595171884533355,0.07255361567764232,0.828,Unsupported,1990s,0.14595038792068474,0.1465365340569124,0.998,Supported positive,1,2,1970s to 1990s,0.09835521603615138,0.09835521603615138,0.07398291837927007,0.07398291837927007,TRUE,FALSE,0.1398968467719789,FALSE
Circus_pygargus,tmean_breeding,Temperature,1970s,0.8412323973721129,0.8412323973721129,1,Supported positive,1990s,0.6652394581942177,0.6652394581942177,1,Supported positive,1,2,1970s to 1990s,-0.17599293917789516,0.17599293917789516,-0.17599293917789516,0.17599293917789516,FALSE,FALSE,0.1398968467719789,TRUE
Circus_pygargus,prec_breeding,Precipitation,1970s,0.40341565735823387,0.40341565735823387,1,Supported positive,1990s,-0.06691216782033603,-0.09586270461366195,0.151,Unsupported,1,2,1970s to 1990s,-0.4703278251785699,0.4703278251785699,-0.4992783619718958,0.4992783619718958,TRUE,FALSE,0.1398968467719789,TRUE
