survey,site,atlas,period,X,Y,dominant_model_land_use,hh,perc_urban,perc_cropland,perc_pasture,perc_forest,perc_grass_shrub,tmean_breeding,prec_breeding
BC53_1,BC53,1,1970s,477500.050134716,6317499.646637439,Cropland,0.476955922497581,0.101869109892906,0.683514982377652,0.00137392512027463,0.213241982609168,0,8.24466670808225,139.240166729572
BC54_1,BC54,1,1970s,477500.091967421,6322499.63835183,Forest,0.753401808141167,0.00951001994633482,0.185202355770386,0.0920375396111083,0.380266684018824,0.186855392596871,8.28383805059077,140.145938489551
BC55_1,BC55,1,1970s,477500.0922437846,6327499.666607962,Pasture,0.670313814489396,0.00855788797426621,0.157880139762441,0.478804956903946,0.107329005468121,0.247428009891226,8.29372597303044,143.842954226777
BC60_1,BC60,1,1970s,482500.0626082632,6302499.738540966,Cropland,0.0926734719016129,0.0487093352957614,0.951290664704239,0,0,0,8.31364602231722,140.976502388593
BC62_1,BC62,1,1970s,482500.04548227973,6312499.681136523,Urban,0.631948624410224,0.418096200742103,0.125139134882386,0,0,0.0369794062374888,8.39345470895456,135.371760548296
BC64_1,BC64,1,1970s,482500.09264614136,6322499.657199486,Cropland,0.421723465665492,0.0229735896390526,0.740947505070021,0.123753837139164,0.0157967798002267,0.0965282883515356,8.38658283821346,132.076485098438
BC65_1,BC65,1,1970s,482500.0574243303,6327499.644156614,Cropland,0.73784718151351,0.0157967798011419,0.351807972777676,0.260192893053685,0.0487093352958359,0.208962968558604,8.35515421152899,137.160949163586
BC70_1,BC70,1,1970s,487500.0281488765,6302499.681272506,Cropland,0.265530668714558,0,0.852167099691532,0.073064003025229,0,0.0517287876611988,8.41072791897799,133.631653850023
BC71_1,BC71,1,1970s,487500.02372481115,6307499.714883644,Cropland,0.652467623791772,0.0974186706939372,0.197039722044869,0,0,0.157857935110041,8.4368639816993,134.090177866645
BC72_1,BC72,1,1970s,487500.06305016344,6312499.673261789,Cropland,0.63242295935351,0.109148599765803,0.201666507720864,0.0662791442520898,0,0.0195424551863951,8.43677982631469,134.400515884846
BC73_1,BC73,1,1970s,487500.0249803983,6317499.668063927,Cropland,0.379532457563268,0,0.765568256027276,0.0554941940851705,0,0.170803848738138,8.4031242438789,134.487296039617
BC74_1,BC74,1,1970s,487500.03132666176,6322499.698896714,Cropland,0.351726122094395,0,0.789528280327533,0.145177515211902,0.035643685422409,0.0296505190381563,8.41561321924812,135.867421472631
BC75_1,BC75,1,1970s,487500.08176904864,6327499.654417714,Pasture,0.666705326696223,0,0,0.496278236352236,0.181549725175261,0.146141543995023,8.4270665076016,135.030350387991
BC81_1,BC81,1,1970s,492500.041047909,6307499.729905474,Cropland,0.568578343239753,0.174045457358607,0.610601649883605,0.0325050907508262,0.00178139149686473,0.00178139149677921,8.42507147091946,137.440112660284
BC82_1,BC82,1,1970s,492500.03649829555,6312499.667744995,Pasture,0.574245270098892,0.0451465525280213,0.0225732762639852,0.146128006602209,0.022573276263956,0.0810398946221903,8.46078593459166,133.675441544982
BC83_1,BC83,1,1970s,492499.997856006,6317499.641786334,Grass/Shrubland,0.746987555073223,0.0487093355347059,0.072604938323953,0.0974186710694118,0,0.129170037809085,8.47246782731253,132.583684981742
BC84_1,BC84,1,1970s,492500.0467049848,6322499.651782474,Forest,0.596427188630747,0.0243546677664559,0.0631206298712461,0.270868020781239,0.567909834113156,0.0229974644555695,8.4190079433796,136.597494482486
BC85_1,BC85,1,1970s,492500.0614262203,6327499.586613408,Forest,0.544825241907151,0,0,0.405115249144637,0.521820747551264,0.0730640033040986,8.40601143901458,136.810377676006
BC93_1,BC93,1,1970s,497500.0048648076,6317499.628014286,Pasture,0.480941097045024,0.0243546676858827,0.0103560025906056,0.137999064278121,0,0.0667116932738714,8.48959777940595,133.81860411033
BC94_1,BC94,1,1970s,497500.0354478817,6322499.62760691,Pasture,0.69853961141487,0.0179478601011821,0.0788878184145125,0.487980239816509,0.121710180593743,0.154820273413786,8.45895070168003,133.097493391644
BC95_1,BC95,1,1970s,497500.0144291096,6327499.551978993,Pasture,0.637662997215637,0.0478609602733503,0.112980210204883,0.419645740929251,0.413424421670874,0.00608866692164076,8.4286207926116,134.690118214492
BC96_1,BC96,1,1970s,497500.0027015511,6332499.623702109,Forest,0.628106445041363,0,0,0.103064753478357,0.54660307644349,0.0239304801350646,8.42157121548466,136.044299457838
BD00_1,BD00,1,1970s,452500.055170292,6252499.551853021,Cropland,0.39921083983177,0.0143047711355446,0.764322402487813,0.0796177738914347,0,0.0686910479923048,8.47947623218767,135.334695771074
BD01_1,BD01,1,1970s,452500.062128352,6257499.642154956,Cropland,0.101168389227505,0.0100498970061024,0.947377061821588,0,0.0227875583882972,0.0197854827840125,8.43725978290516,136.596977826599
BD02_1,BD02,1,1970s,452500.0451360465,6262499.658862274,Cropland,0.312232878122389,0.178090825842576,0.809694952356518,0,3.68877194836126e-5,0.0121773340814216,8.30569073752138,140.550074848328
BD03_1,BD03,1,1970s,452500.00491227995,6267499.601946497,Cropland,0.152684414648183,0.0487093363285939,0.918215502344006,0,0,0.0330751613274001,8.31959226244577,134.991180586439
BD04_1,BD04,1,1970s,452500.0060987118,6272499.69329495,Cropland,0.389430930830572,0.048709336326083,0.766736291609034,0,0,0.0596112602736734,8.4167892495707,132.260243634541
BD05_1,BD05,1,1970s,452499.98535578116,6277499.71096541,Grass/Shrubland,0.489849413574101,0.00232366346977032,0.0404444778605873,0.0730640044932855,0,0.144851356750077,8.44827833819331,132.28809582597
BD06_1,BD06,1,1970s,452500.00592764583,6282499.765541134,Urban,0.536210744684642,0.122604995395968,0,0,0,0.0190685606332033,8.43385239878983,133.200634265342
BD07_1,BD07,1,1970s,452500.0058695333,6287499.746381921,Pasture,0.383421760760305,0.0235230135783356,0,0.132536810042142,0,0.0487093363263895,8.4330032935128,133.240180345008
BD08_1,BD08,1,1970s,452499.9871680592,6292499.764766518,Pasture,0.446195758994075,0,0,0.150580837142159,0,0.0243546681640824,8.41492012414542,134.006569788207
BD10_1,BD10,1,1970s,457500.0642796085,6252499.626853711,Cropland,0.180601745218519,0.048709335326563,0.902581329346874,0,0.048709335326563,0,8.4696102457731,136.535289901623
BD11_1,BD11,1,1970s,457500.03424585843,6257499.62756949,Forest,0.622203863621672,0.0487093353236198,0.352162695798104,0.0175399637245844,0.491777483052546,0.0898105221011457,8.4057717217507,138.187997396861
BD12_1,BD12,1,1970s,457500.0261392312,6262499.665304576,Cropland,0.557102739782818,0.0654558544393135,0.498307627680523,0,0.436236517880163,0,8.30719870291332,137.892126392565
BD13_1,BD13,1,1970s,457500.03933642176,6267499.628727978,Cropland,0.650263989143008,0.316610679623003,0.482633795929533,0.044100214196084,0,0.0441002141960563,8.29145359392921,135.558975239373
BD17_1,BD17,1,1970s,457500.0192793853,6287499.743606095,Cropland,0.471510325348269,0.0277044842592141,0.276697693233995,0,0,0,8.23421985819209,145.804547578601
BD18_1,BD18,1,1970s,457500.0290933364,6292499.781524262,Cropland,0.654638866023693,0.0379458662984409,0.536353730552765,0.0334930382325311,0,0.110795185704405,8.3453197314883,136.596562557909
BD19_1,BD19,1,1970s,457500.063487968,6297499.744964002,Pasture,0.780667321190935,0.0243546676620339,0.18459861776607,0.299502133768088,0.118682525024116,0.235774732630159,8.37309115174707,136.040808322755
BD20_1,BD20,1,1970s,462500.0521724849,6252499.692892568,Cropland,0.456609538436764,0,0.707453295854463,0.0397231566957469,0.190873160276152,0.0619503871736378,8.4199740830689,140.23582035852
BD21_1,BD21,1,1970s,462500.04652625887,6257499.613366459,Forest,0.338739335334111,0,0.123910046025522,0.0705988839020436,0.800466121712524,0.00502494835991016,8.36335238952656,141.259652939168
BD22_1,BD22,1,1970s,462500.04672205047,6262499.682150681,Forest,0.523163207561323,0,0.475539849675417,0,0.500105482855181,0.0243546674694014,8.31476915010112,137.611592998638
BD26_1,BD26,1,1970s,462500.0396707308,6282499.770858137,Grass/Shrubland,0.719488971064998,0.0322337320053182,0.198995612546924,0.0974186698777999,0.00322355450138304,0.393956505929734,8.41134597433726,136.237286712056
BD27_1,BD27,1,1970s,462500.0084153306,6287499.80222181,Cropland,0.156903662508531,0.0791037284559225,0.914768488697125,0,0.00612778284695296,0,8.15834354885979,143.795057234824
BD28_1,BD28,1,1970s,462500.04522956035,6292499.758577253,Cropland,0.140264354023409,0.0758917319972467,0.924108268002753,0,0,0,8.22861053472078,137.057999950213
BD29_1,BD29,1,1970s,462500.0292985126,6297499.752303558,Cropland,0.307185699609043,0.17128546995562,0.814414574679007,0,0.0142999553653733,0,8.33839478362866,134.977495713681
BD31_1,BD31,1,1970s,467500.0543298067,6257499.600372754,Forest,0.495589795438939,0,0.365681246668798,0,0.608284169479602,0.0260345838516002,8.30752583789895,141.770392841805
BD32_1,BD32,1,1970s,467500.06232946395,6262499.710226541,Cropland,0.354545594780667,0,0.789402677178916,0,0.113115383626075,0.09748193919501,8.32243426888259,137.61517952963
BD35_1,BD35,1,1970s,467500.0749060298,6277499.704398919,Cropland,0.584092960613199,0,0.427618835760579,0,0,0.0438111254833878,8.44353404099895,137.606725693294
BD36_1,BD36,1,1970s,467500.0370856172,6282499.739297631,Cropland,0.643516088922241,0.0243546680370046,0.288134232458349,0,0.0723354132674092,0.109577173170116,8.4212198011527,134.81560612184
BD37_1,BD37,1,1970s,467500.0506595336,6287499.810571126,Cropland,0.725852878723522,0.0455922235524419,0.46821400194159,0.0487093360746787,0.123914062625918,0.100459447788187,8.37244803913861,129.82361136374
BD38_1,BD38,1,1970s,467500.0539126969,6292499.807359152,Cropland,0.529684055482819,0,0.604265460072931,0,0.0379458668829788,0,8.3696317933182,128.73270751911
BD39_1,BD39,1,1970s,467500.0473273079,6297499.729633846,Cropland,0.187770822266152,0.0180144933417306,0.897898899037629,0,0,0.0748071869740112,8.35285088382143,134.151717324744
BD40_1,BD40,1,1970s,472500.0931846446,6252499.686959085,Cropland,0.34999223713472,0.087545524063279,0.792424322097066,0,0.120030153839655,0,8.30287169789077,146.173771793358
BD41_1,BD41,1,1970s,472500.0753691514,6257499.700065501,Cropland,0.476985626400195,0.14303256813952,0.688637005758031,0,0,0.168330426102449,8.34382649623329,139.075439596429
BD42_1,BD42,1,1970s,472500.0892348051,6262499.638397401,Cropland,0.740007472339113,0.262753225956763,0.387432562190849,0,0.0341683992744618,0.170891733687316,8.42679030212823,134.602629159394
BD43_1,BD43,1,1970s,472500.0750117887,6267499.724942416,Cropland,0.667437006372565,0.0487093346605009,0.211713539513441,0.121773336651252,0.0145409353620445,0,8.4709039000898,135.184056463071
BD44_1,BD44,1,1970s,472500.09313145553,6272499.736661749,Grass/Shrubland,0.660454826485372,0.108064055813768,0.0593547211559057,0,0,0.226789272056496,8.485123012964,137.163795624952
BD45_1,BD45,1,1970s,472500.082515051,6277499.673930096,Cropland,0.539799141813629,0.135482617452647,0.653836768582684,0,0.0487093346607335,0.0856996279490469,8.3985885698916,139.571973256013
BD46_1,BD46,1,1970s,472500.04509961524,6282499.759338391,Cropland,0.520943297941821,0.0243546673288098,0.24990069682658,0,0,0.0116918067406765,8.47152139340736,132.697539318963
BD47_1,BD47,1,1970s,472500.0410912281,6287499.769842108,Cropland,0.668520604980916,0.0243546673291354,0.190028482055911,0.0487093346582709,0,0.139507723704013,8.46039126377166,133.012059226842
BD48_1,BD48,1,1970s,472500.0707461879,6292499.705413405,Cropland,0.523538268644371,0,0.215757312012923,0,0,0.0875584884735187,8.46407360973118,131.051207067819
BD49_1,BD49,1,1970s,472500.07474827545,6297499.789050161,Cropland,0.561449211710307,0.0368995276500053,0.485526002044409,0,0,0.0297238151771288,8.41871930109623,134.169409414917
BD50_1,BD50,1,1970s,477500.11881933274,6252499.615843311,Cropland,0.0683191678958939,0.0354137151700957,0.964586284829904,0,0,0,8.32015320068165,144.667072937765
BD51_1,BD51,1,1970s,477500.0634254692,6257499.690373675,Cropland,0.565742475186093,0.0699402274077894,0.596965216814343,0,0,0.0729459216663058,8.43679626070204,135.058442411173
BD55_1,BD55,1,1970s,477500.05691394093,6277499.685499792,Grass/Shrubland,0.540184558551589,0.0730640040325817,0.00412177536110573,0.0487093360217211,0,0.122846994927237,8.5148180165837,133.163479926071
BD56_1,BD56,1,1970s,477500.0801616678,6282499.719876353,Cropland,0.589290082824253,0.00855788797354995,0.280565427444406,0.121773340046478,0,0.0251863225859547,8.49821062809072,134.740868612636
BD57_1,BD57,1,1970s,477500.05835724296,6287499.679689139,Cropland,0.505459189468833,0.0487093360192388,0.679061570321295,0,0,0.123689535708957,8.42579345089306,138.809796739365
BD58_1,BD58,1,1970s,477500.0542861005,6292499.787203539,Cropland,0.405900685103767,0,0.759991556333497,0.0694046197757962,0.0329125559845247,0.09264131614082,8.37068292453533,139.463994266796
BD59_1,BD59,1,1970s,477500.06639862224,6297499.708461465,Urban,0.621770110850443,0.123092335958638,0.044482535852777,0.101078056281914,0,0.117488738827246,8.46704173405403,132.007162826374
BD60_1,BD60,1,1970s,482500.06846866757,6252499.64834874,Cropland,0.0712238595052497,0.0369794062383672,0.963020593761633,0,0,0,8.36718019690026,140.700054635616
BD61_1,BD61,1,1970s,482500.09796961857,6257499.682375004,Cropland,0.625749581317094,0.0586411505645026,0.55120094373112,0.0485912529324447,0,0.115684671319417,8.44681978884064,137.474431612511
BD64_1,BD64,1,1970s,482500.05279373936,6272499.67016245,Cropland,0.71944298826472,0.0243546676463976,0.369171729533743,0.175805366843179,0.022530613085557,0.0837093895757019,8.44430637635177,143.284136267816
BD66_1,BD66,1,1970s,482500.0376611929,6282499.732977217,Cropland,0.565716936986862,0.0157967798003142,0.574099250739824,0,0,0.104178444647102,8.48431464448716,136.968459022954
BD67_1,BD67,1,1970s,482500.0596615541,6287499.763232267,Cropland,0,0,1,0,0,0,8.39123815920757,139.91707251579
BD68_1,BD68,1,1970s,482500.01980244165,6292499.718820099,Cropland,0.122645902738755,0.0243546676474782,0.93549388490402,0,0.0401514474485018,0,8.28790365266214,139.652320269151
BD69_1,BD69,1,1970s,482500.0410989809,6297499.710512316,Cropland,0.164184814494043,0.0902347101657117,0.909765289834288,0,0,0,8.42785901624685,134.972523522097
BD70_1,BD70,1,1970s,487500.0817826781,6252499.672654292,Cropland,0.281675730465197,0.100402686943393,0.839417641666359,0,0.0601796713902481,0,8.27827115583641,149.564007901326
BD71_1,BD71,1,1970s,487500.07274000347,6257499.676720983,Cropland,0.257288842063494,0.151638723494914,0.848361276505086,0,0,0,8.34056720890038,144.200706252175
BD72_1,BD72,1,1970s,487500.10657854204,6262499.717117674,Cropland,0.600058570582414,0.102859446352856,0.587296966221499,0.0791642788817249,0.0682955091493803,0.16238379939454,8.50399594465845,139.206837789215
BD73_1,BD73,1,1970s,487500.0600253826,6267499.6828794535,Cropland,0.734890936993999,0.0679774743780186,0.432875350891307,0.182212602794036,0.0332364478683682,0.180414488833771,8.51935427324344,137.116474272314
BD74_1,BD74,1,1970s,487500.05668077216,6272499.684921809,Cropland,0.0141913437633938,0,0.992853252112942,0,0.00714674788705828,0,8.42767170544023,139.311391712202
BD75_1,BD75,1,1970s,487500.09656343656,6277499.723220508,Cropland,0.683037882927135,0.246093942207738,0.475434294568285,0,0.0350921967278904,0.151992970584754,8.47416536043518,136.577570949139
BD76_1,BD76,1,1970s,487500.05683605693,6282499.686808519,Pasture,0.624265533798956,0.00558643568750831,0.0403517213833543,0.271968194982006,0.0912643227774131,0.0185654215421855,8.52394770099571,133.136305339307
BD77_1,BD77,1,1970s,487500.0606638972,6287499.686602905,Cropland,0.705370699606967,0,0.39641441639236,0.0365320015106029,0.131122942552184,0.104581843902113,8.44172349561431,135.127130889626
BD78_1,BD78,1,1970s,487500.04695056047,6292499.722763024,Cropland,0.290750804929992,0.0527761859240494,0.836574193907514,0.0284215182493749,0.0758917326325923,0,8.38326635847201,133.669935527266
BD79_1,BD79,1,1970s,487500.0155984107,6297499.6839520885,Cropland,0.0137414499793115,0.00586496453463228,0.993087637204582,0,0,0.00104739826078591,8.40862247481071,135.970008327976
BD80_1,BD80,1,1970s,492500.052342845,6252499.689303762,Cropland,0.430483828624507,0.062708000677874,0.71996823507791,0,0.217323764244216,0,8.2994537609779009,141.540756013086
BD81_1,BD81,1,1970s,492500.0663517555,6257499.67318747,Cropland,0.64972673766717,0.097418671065345,0.502400776016505,0,0.264526631305416,0.135653921612734,8.40391513746425,134.53668361469
BD82_1,BD82,1,1970s,492500.0446139241,6262499.693544938,Forest,0.510889064190418,0,3.34529163144711e-4,0.0669637274139526,0.61914077400557,0.313560969417333,8.48890661932704,137.638507882225
BD83_1,BD83,1,1970s,492500.04863837245,6267499.638934148,Cropland,0.619434855731103,0.024354667767805,0.482686170224384,0.024354667767805,0.369164006816937,0.099440487423069,8.50377055083074,136.896478967968
BD84_1,BD84,1,1970s,492500.0788364224,6272499.731946048,Cropland,0,0,1,0,0,0,8.39815948540098,142.203242726221
BD85_1,BD85,1,1970s,492500.0734845984,6277499.750050906,Cropland,0.025091536713161,0.0127072423651059,0.987292757634894,0,0,0,8.40743039192386,137.426977594278
BD86_1,BD86,1,1970s,492500.0328117953,6282499.693222406,Cropland,0.757615838029026,0.0283464134295399,0.388626093949255,0.120201451947274,0,0.0997747613973061,8.48748110408287,133.945845431502
BD87_1,BD87,1,1970s,492500.0796249006,6287499.672523582,Grass/Shrubland,0.794995227924735,0.173647315422757,0.208309333330787,0.2138693165213,0,0.268175022964031,8.44662041053593,136.64001902339
BD88_1,BD88,1,1970s,492500.0303709486,6292499.688262614,Cropland,0.511901520108044,0.0446424849449744,0.117979124559178,0.0961795500996191,0,0.0379458664610273,8.49303216375528,130.325604698729
BD89_1,BD89,1,1970s,492500.00758350815,6297499.740193662,Urban,0.490597987087511,0.194837342131914,0.124775227038904,0,0,0.00522503200845312,8.50546869092166,130.503261144702
BD90_1,BD90,1,1970s,497500.0588251114,6252499.698183741,Cropland,0.382480644020066,0.054344358193771,0.776844397144015,0,0.0671376998932074,0.0773188770827243,8.4357082600002,133.206267692713
BD91_1,BD91,1,1970s,497500.03416951664,6257499.671954378,Cropland,0.463158105894675,0.0485912530096913,0.713469433012535,0.0243546676848591,0.0861343668960227,0.127450279396891,8.4913127963848,133.099011943583
BD92_1,BD92,1,1970s,497500.0799421015,6262499.6820673505,Cropland,0.691026196763868,0.0342864821336414,0.457751462551742,0.276271587272875,0.121855759446378,0.0414979090473759,8.51701930741137,134.26127236775
BD93_1,BD93,1,1970s,497500.07296910265,6267499.728574473,Cropland,0.207093139553346,0.0628260833973447,0.887621327361923,0.0142876747248524,0.00618304336654868,0,8.495913067844,136.488825102436
BD94_1,BD94,1,1970s,497500.0748110663,6272499.700105536,Cropland,0.249549223881136,0.146128006110356,0.853871993889644,0,0,0,8.36817365753734,140.943112652062
BD95_1,BD95,1,1970s,497500.02420617704,6277499.707981611,Cropland,0.0475230356966316,0.0243546676864324,0.975645332313568,0,0,0,8.36745107883143,135.38376979248
BD96_1,BD96,1,1970s,497500.0438990338,6282499.752103166,Cropland,0.0673833290962575,0.0242841132432259,0.965359884166565,0,0,0,8.41784035706618,136.683910178798
BD97_1,BD97,1,1970s,497500.0724178304,6287499.721172826,Cropland,0.169389269904832,0.093422375126737,0.906577624873263,0,0,0,8.39018253075024,136.686526215881
BD98_1,BD98,1,1970s,497500.04871990596,6292499.726513864,Cropland,0.58995889184973,0,0.471849130229277,0.418878270505966,0,0,8.49733791257484,131.444517617624
BD99_1,BD99,1,1970s,497500.0340011228,6297499.6567514995,Pasture,0.454877206533698,0,0,0.1566818210129,0.054691955403818,0,8.49788468752292,134.88345980291
BE03_1,BE03,1,1970s,452500.11633685895,6217499.746191076,Cropland,0.669581018952709,0.132420452849044,0.31618117200181,0,0,0.0957915238788568,8.53115924399717,131.834831985118
BE04_1,BE04,1,1970s,452500.11632998136,6222499.685172294,Cropland,0.583659058682551,0,0.468584614688954,0,0,0.0990458214269829,8.53393691947412,131.403943108264
BE05_1,BE05,1,1970s,452500.15106356906,6227499.661355034,Cropland,0.455970991349845,0,0.648372855755618,0,0,0,8.52397437872006,132.910791890013
BE06_1,BE06,1,1970s,452500.1590520394,6232499.675403499,Cropland,0.398765061068916,0.0559839092217922,0.766288253488915,0.074319848649956,0,0.0557664716223449,8.50671575011594,134.336546748527
BE07_1,BE07,1,1970s,452500.1397759422,6237499.615993101,Cropland,0.602042680405072,0.00878743269171646,0.57293191432493,0.177639163487051,0.00116183173489595,0.184696162992153,8.48958662544708,134.143445950295
BE08_1,BE08,1,1970s,452500.095196037,6242499.594395928,Cropland,0.704514240928708,0.0281562869191765,0.144203451290806,0.0639256337348912,0,0.107350484830742,8.50013824376431,133.428513439301
