"comparison_id","comparison_label","start_period","end_period","site","richness_1970s","richness_1990s","delta_richness_1990s_minus_1970s","delta_richness","pct_lnd","richness_2010s","delta_richness_2010s_minus_1990s"
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EB10",48,70,22,22,53.2136230718933,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED00",71,69,-2,-2,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED01",92,86,-6,-6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED13",58,53,-5,-5,42.2464186919146,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED23",64,88,24,24,33.1718020687373,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED30",55,75,20,20,73.6109358268201,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE05",55,63,8,8,43.3173729530115,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE07",57,85,28,28,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE08",59,59,0,0,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE09",50,64,14,14,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE15",37,66,29,29,54.7152689138832,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE16",67,74,7,7,67.9470438455257,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE17",69,92,23,23,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE19",56,61,5,5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE27",63,82,19,19,52.0571219084988,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE39",55,72,17,17,65.5424783622665,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF00",43,60,17,17,61.8218879905937,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF01",73,76,3,3,56.956477979935,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF02",71,81,10,10,30.5801879016525,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF06",56,70,14,14,34.4333101033568,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF07",53,46,-7,-7,57.3205370934334,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF08",47,69,22,22,74.0642466834328,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF09",58,73,15,15,30.8007596838825,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF10",52,66,14,14,77.5058929486332,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF11",70,54,-16,-16,32.3020209370346,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF54",52,57,5,5,33.5592165053064,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF70",55,65,10,10,62.3581741739755,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF71",72,80,8,8,88.1282037871981,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF74",71,62,-9,-9,99.6966385156517,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF75",83,79,-4,-4,35.5510108750493,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF81",70,84,14,14,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF82",56,80,24,24,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF83",61,49,-12,-12,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF85",45,64,19,19,85.1169538443992,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF90",58,81,23,23,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF91",70,92,22,22,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF92",75,95,20,20,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF93",80,102,22,22,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF94",63,94,31,31,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG00",62,55,-7,-7,81.6471521551656,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG01",50,58,8,8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG02",52,60,8,8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG04",88,80,-8,-8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG05",59,60,1,1,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG06",57,60,3,3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG07",59,48,-11,-11,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG08",58,64,6,6,99.2700886577149,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG10",52,63,11,11,67.7756807348255,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG11",67,56,-11,-11,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG13",75,64,-11,-11,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG14",47,68,21,21,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG15",54,69,15,15,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG17",68,66,-2,-2,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG18",65,58,-7,-7,74.9619683081493,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG19",45,74,29,29,34.7213643107285,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG21",60,48,-12,-12,51.8002480524712,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG22",66,61,-5,-5,76.7385525574608,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG23",67,57,-10,-10,98.6752824263287,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG24",64,62,-2,-2,97.836461386137,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG25",90,73,-17,-17,74.8468408248863,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG26",88,69,-19,-19,94.4997573675594,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG30",38,61,23,23,27.1187275887049,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG40",44,50,6,6,53.7826854879131,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG42",59,65,6,6,47.9610699032044,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG76",76,65,-11,-11,42.8188205238982,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG84",76,80,4,4,38.5567027949315,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG85",53,84,31,31,54.1640396202754,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG88",66,79,13,13,97.9060476614943,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG94",90,96,6,6,92.6634530431786,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG95",51,66,15,15,98.8423378607349,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG96",47,73,26,26,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG99",52,82,30,30,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EH08",79,67,-12,-12,78.8757345424743,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EH13",60,84,24,24,36.4915050052731,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EH17",46,71,25,25,31.2683884456741,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EH23",50,95,45,45,25.8268068398342,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EH27",81,57,-24,-24,99.9989810020316,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EH37",37,31,-6,-6,41.7522153371239,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EH39",51,79,28,28,70.5325267096673,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EH49",39,44,5,5,28.6505274363041,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EH54",34,57,23,23,35.569869913017,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EH64",48,62,14,14,96.762216901783,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EH73",47,62,15,15,52.1623099528966,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EH75",48,88,40,40,95.0048548990741,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EH88",47,65,18,18,52.9201004889054,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EH92",32,65,33,33,43.9128777223096,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EH96",71,72,1,1,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FD02",74,62,-12,-12,66.7862257161482,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FE10",82,65,-17,-17,57.4591655666504,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FE20",75,74,-1,-1,76.947433829683,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FE30",101,105,4,4,65.834846331667,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FE40",92,75,-17,-17,48.8642347304904,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FE60",69,94,25,25,50.162563105579,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FE61",59,88,29,29,89.4323836586423,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FE80",77,76,-1,-1,95.9607381042452,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FE82",87,80,-7,-7,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FE83",74,73,-1,-1,67.0721831138885,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FE90",47,69,22,22,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FE91",63,82,19,19,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF08",55,35,-20,-20,25.8581817708969,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF10",83,99,16,16,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF13",62,56,-6,-6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF14",61,71,10,10,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF18",73,71,-2,-2,74.4883480456665,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF19",67,55,-12,-12,39.5116336673613,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF22",66,88,22,22,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF23",62,60,-2,-2,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF24",58,60,2,2,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF25",51,57,6,6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF27",58,67,9,9,96.4887451093807,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF29",55,56,1,1,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF30",60,71,11,11,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF31",63,64,1,1,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF33",62,54,-8,-8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF36",53,58,5,5,90.9256330090149,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF40",71,76,5,5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF41",74,59,-15,-15,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF42",67,52,-15,-15,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF43",70,56,-14,-14,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF46",53,52,-1,-1,54.980214852666,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF50",63,66,3,3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF53",53,57,4,4,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF54",70,90,20,20,80.6008728678943,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF55",53,54,1,1,36.2075703150992,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF57",59,65,6,6,29.9698731801347,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF62",78,81,3,3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF67",48,88,40,40,91.7931977429937,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF69",54,84,30,30,32.4580014429829,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF70",92,78,-14,-14,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF72",56,64,8,8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF73",74,69,-5,-5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF74",66,71,5,5,82.4002368649199,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF75",78,64,-14,-14,44.5704939510572,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF76",79,79,0,0,94.3081213603745,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF78",68,82,14,14,90.7472602602393,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF79",70,98,28,28,66.3603100635503,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF80",71,87,16,16,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF81",62,73,11,11,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF82",59,50,-9,-9,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF83",50,66,16,16,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF84",57,80,23,23,71.2109890172687,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF86",75,95,20,20,55.172485710291,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF87",62,72,10,10,66.0911589419255,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF89",71,59,-12,-12,73.7817303008405,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF90",61,78,17,17,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF91",41,52,11,11,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF92",37,50,13,13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF93",47,56,9,9,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF95",59,79,20,20,97.0391639659104,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF98",48,67,19,19,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FF99",47,65,18,18,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG04",68,61,-7,-7,89.9795908798529,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG08",68,75,7,7,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG09",57,51,-6,-6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG14",40,70,30,30,83.6988253066244,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG18",65,70,5,5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG19",56,72,16,16,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG27",68,67,-1,-1,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG28",81,82,1,1,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG29",77,79,2,2,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG37",79,83,4,4,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG43",89,101,12,12,51.293234717225,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG45",64,80,16,16,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG47",66,70,4,4,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG48",48,59,11,11,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG53",63,83,20,20,91.9159887772465,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG54",64,75,11,11,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG56",50,76,26,26,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG59",55,51,-4,-4,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG60",56,58,2,2,80.4252482520783,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG68",50,67,17,17,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG70",53,74,21,21,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG75",64,75,11,11,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG76",72,79,7,7,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG79",70,64,-6,-6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG82",59,55,-4,-4,89.4483681807482,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG85",54,71,17,17,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG86",73,87,14,14,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG91",62,75,13,13,92.115099159523,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG92",59,88,29,29,75.7116875538317,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG93",82,78,-4,-4,35.8924493546135,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FG99",60,63,3,3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH01",31,67,36,36,28.0812309323759,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH07",31,66,35,35,26.895333308367,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH08",35,57,22,22,34.9265565599351,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH11",62,75,13,13,86.34053505194,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH12",55,56,1,1,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH14",52,57,5,5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH15",54,58,4,4,99.287622870924,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH18",36,36,0,0,27.7034497794332,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH21",74,76,2,2,50.457884422936,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH22",49,52,3,3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH23",78,92,14,14,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH24",73,85,12,12,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH25",76,64,-12,-12,79.501830032424,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH29",41,59,18,18,25.5361781078591,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH32",84,76,-8,-8,93.5327843646565,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH33",74,90,16,16,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH34",55,63,8,8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH35",68,53,-15,-15,91.0442852837912,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH36",59,61,2,2,35.6946970945645,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH42",81,74,-7,-7,87.2475125975456,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH43",64,72,8,8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH44",82,72,-10,-10,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH45",73,49,-24,-24,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH46",69,59,-10,-10,94.9124392999334,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH52",72,71,-1,-1,96.8721418951111,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH54",62,75,13,13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH55",36,63,27,27,84.6401315772039,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH56",86,55,-31,-31,58.5142671307437,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH58",85,75,-10,-10,62.7313015856893,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH62",59,73,14,14,66.3060114282826,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH65",15,68,53,53,85.5773740636147,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH71",45,67,22,22,65.7867587159765,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH72",48,52,4,4,91.5997865486353,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH74",59,75,16,16,97.206687759511,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH75",62,67,5,5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH76",54,64,10,10,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH79",48,60,12,12,31.7283339697247,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH80",65,61,-4,-4,37.5652435485497,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH81",54,66,12,12,28.2062283770447,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH83",31,68,37,37,67.4957157243843,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH84",45,59,14,14,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH85",54,78,24,24,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH86",55,75,20,20,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH87",57,65,8,8,64.500009491374,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH95",64,69,5,5,88.7598294289932,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH96",51,52,1,1,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","FH98",78,57,-21,-21,33.5167924547224,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE00",61,74,13,13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE01",69,105,36,36,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE02",63,84,21,21,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE03",68,76,8,8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE04",53,73,20,20,93.5453872733405,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE10",74,85,11,11,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE11",86,86,0,0,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE12",65,77,12,12,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE13",71,83,12,12,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE14",44,62,18,18,90.6073619752655,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE20",62,75,13,13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE21",68,74,6,6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE24",60,65,5,5,47.3458937305288,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE30",89,85,-4,-4,99.4274393275585,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE32",68,93,25,25,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE34",42,58,16,16,35.6199657097461,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GE43",68,83,15,15,75.342020850832,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF00",74,82,8,8,44.1664638961888,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF01",60,67,7,7,67.4654291536724,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF02",52,70,18,18,98.8543753574924,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF03",38,63,25,25,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF04",54,61,7,7,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF06",67,77,10,10,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF07",66,68,2,2,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF08",66,78,12,12,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF09",65,75,10,10,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF12",37,54,17,17,33.0314489032631,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF13",44,55,11,11,99.8152499354782,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF15",59,75,16,16,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF16",52,67,15,15,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF17",71,83,12,12,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF18",58,89,31,31,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF19",63,76,13,13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF23",62,79,17,17,62.2933403659254,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF25",50,75,25,25,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF26",59,79,20,20,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF27",72,78,6,6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF28",58,76,18,18,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF29",72,83,11,11,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF33",51,63,12,12,42.2636306633703,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF34",56,61,5,5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF36",65,72,7,7,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF37",67,73,6,6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF38",80,71,-9,-9,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF43",58,72,14,14,72.2181414040788,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF44",60,60,0,0,84.9433709696846,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF45",52,48,-4,-4,99.6954269476727,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF46",61,81,20,20,99.9207256744518,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF47",93,70,-23,-23,99.9733465857925,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF48",70,71,1,1,82.1998105339413,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF49",69,59,-10,-10,51.2021220988655,,
