"comparison_id","comparison_label","start_period","end_period","site","richness_1970s","richness_1990s","delta_richness_1990s_minus_1970s","delta_richness","pct_lnd","richness_2010s","delta_richness_2010s_minus_1990s"
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF60",74,77,3,3,92.0834828807869,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF61",61,79,18,18,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF62",51,73,22,22,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF64",67,87,20,20,99.6167626252403,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF65",61,69,8,8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF69",65,73,8,8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF70",67,78,11,11,60.3246843376533,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF71",55,52,-3,-3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF73",50,68,18,18,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF75",52,55,3,3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF78",79,74,-5,-5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF79",58,56,-2,-2,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF82",76,92,16,16,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF84",67,50,-17,-17,45.778468813505,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF86",63,57,-6,-6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF87",65,66,1,1,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF89",68,65,-3,-3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF90",56,53,-3,-3,69.9975665197082,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF91",52,60,8,8,57.4774977957222,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF92",67,58,-9,-9,96.1572828099174,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF95",70,63,-7,-7,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CF98",65,68,3,3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG05",61,77,16,16,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG07",67,74,7,7,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG09",72,74,2,2,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG13",55,55,0,0,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG29",60,47,-13,-13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG39",68,81,13,13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG40",70,85,15,15,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG42",58,64,6,6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG44",65,92,27,27,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG47",65,74,9,9,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG48",82,76,-6,-6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG49",64,67,3,3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG50",57,74,17,17,99.1584277425785,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG51",78,89,11,11,98.1631917676952,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG53",65,75,10,10,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG54",52,94,42,42,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG56",50,64,14,14,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG57",53,71,18,18,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG58",86,80,-6,-6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG59",76,80,4,4,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG61",67,69,2,2,52.1409196559562,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG65",62,54,-8,-8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG66",54,68,14,14,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG68",69,74,5,5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG69",81,70,-11,-11,91.1674889131165,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG73",57,66,9,9,78.9572195756507,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG75",54,57,3,3,94.8473016073833,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG78",54,72,18,18,74.9055871154747,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG79",72,73,1,1,95.1023000414998,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG80",50,56,6,6,39.7331943091669,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG83",60,61,1,1,68.6251113675168,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG84",44,75,31,31,97.1407759693279,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG85",35,68,33,33,36.0798460262285,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG89",75,73,-2,-2,62.2756970943883,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CG90",38,67,29,29,84.3733515730968,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH06",53,59,6,6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH34",60,74,14,14,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH35",60,81,21,21,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH45",57,80,23,23,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH46",75,67,-8,-8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH48",70,75,5,5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH55",87,61,-26,-26,78.6857584092008,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH56",87,82,-5,-5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH57",68,92,24,24,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH58",72,82,10,10,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH59",63,81,18,18,72.5486638212771,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH66",71,50,-21,-21,86.6698695097351,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH76",49,33,-16,-16,38.0357494214593,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH77",102,77,-25,-25,90.3801940405882,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH86",72,51,-21,-21,79.2983993075616,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH87",49,58,9,9,77.0862822775507,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH88",62,60,-2,-2,94.6629726327992,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH95",77,37,-40,-40,35.9861429734359,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH96",81,47,-34,-34,45.0894004803143,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH97",75,79,4,4,88.9759729646184,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","CH99",46,66,20,20,68.4978793406965,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB14",37,53,16,16,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB16",53,46,-7,-7,68.4738489270936,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB24",51,63,12,12,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB34",63,74,11,11,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB35",48,62,14,14,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB40",64,72,8,8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB45",47,54,7,7,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB54",53,69,16,16,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB55",60,78,18,18,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB62",44,47,3,3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB64",53,79,26,26,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB65",46,60,14,14,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB68",27,65,38,38,44.8797192716513,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB72",55,66,11,11,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB74",46,55,9,9,97.711342876688,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB78",50,68,18,18,80.5128080431074,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB79",35,62,27,27,37.3209101112595,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB82",54,46,-8,-8,27.7590016723747,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB83",64,75,11,11,51.5230378670245,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DB89",60,61,1,1,62.4383355345561,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC00",74,92,18,18,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC01",52,73,21,21,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC04",67,72,5,5,82.2589356993454,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC07",91,78,-13,-13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC09",46,58,12,12,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC10",53,60,7,7,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC11",72,68,-4,-4,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC15",55,75,20,20,89.0966632096471,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC18",53,63,10,10,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC19",55,59,4,4,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC23",76,67,-9,-9,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC25",49,63,14,14,81.8775625643873,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC26",74,71,-3,-3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC27",54,63,9,9,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC32",57,51,-6,-6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC33",63,57,-6,-6,95.0168834549084,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC40",73,94,21,21,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC41",58,71,13,13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC42",66,70,4,4,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC53",58,68,10,10,76.0361843233583,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC57",49,88,39,39,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DC89",42,68,26,26,68.9797278353176,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD00",44,57,13,13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD01",68,88,20,20,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD03",49,81,32,32,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD05",66,73,7,7,83.8944270075288,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD08",60,83,23,23,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD09",79,70,-9,-9,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD10",54,64,10,10,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD11",78,73,-5,-5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD12",69,69,0,0,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD13",42,54,12,12,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD16",66,59,-7,-7,92.6023664013214,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD17",65,62,-3,-3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD18",69,96,27,27,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD19",63,73,10,10,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD21",53,81,28,28,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD26",70,68,-2,-2,64.4448669779563,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD28",53,72,19,19,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD29",67,65,-2,-2,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD30",63,68,5,5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD37",57,76,19,19,91.4966982892208,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD43",55,75,20,20,99.5718289426022,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD47",56,88,32,32,79.4729357814585,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD51",67,78,11,11,92.1588306145469,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD52",47,76,29,29,87.3668468060065,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD53",58,72,14,14,78.4304721993488,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD57",61,66,5,5,73.7605593021301,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD61",56,61,5,5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD63",52,65,13,13,93.5466207994595,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD64",55,63,8,8,45.2918263511844,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD70",63,78,15,15,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD72",48,60,12,12,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD80",63,76,13,13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD90",40,79,39,39,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD91",59,72,13,13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE01",79,64,-15,-15,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE03",57,76,19,19,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE07",69,75,6,6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE11",59,90,31,31,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE15",55,69,14,14,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE16",53,85,32,32,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE18",64,67,3,3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE21",55,61,6,6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE23",63,68,5,5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE24",83,76,-7,-7,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE25",64,68,4,4,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE30",78,63,-15,-15,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE31",53,57,4,4,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE34",87,90,3,3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE35",41,65,24,24,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE36",59,79,20,20,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE37",69,76,7,7,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE38",60,71,11,11,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE40",80,60,-20,-20,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE43",54,55,1,1,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE44",86,64,-22,-22,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE50",54,53,-1,-1,75.292574882988,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE51",83,82,-1,-1,69.3754361019859,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE52",69,69,0,0,78.3188858735943,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE53",69,75,6,6,49.4253962682819,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE55",45,48,3,3,48.4601439776516,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE68",61,87,26,26,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE78",54,58,4,4,99.7182269714088,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE79",75,79,4,4,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE84",62,73,11,11,35.1543424754179,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE86",43,68,25,25,75.3756436512183,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE87",84,83,-1,-1,61.242966140989,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE90",44,63,19,19,60.6042271812401,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE94",47,61,14,14,31.5524768138695,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE96",64,88,24,24,82.0333801747398,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE97",75,85,10,10,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE98",61,74,13,13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE99",48,57,9,9,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF05",45,50,5,5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF08",37,84,47,47,95.8749272893791,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF10",48,39,-9,-9,43.5799219549289,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF14",71,46,-25,-25,54.0063024856634,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF15",65,54,-11,-11,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF16",67,69,2,2,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF17",65,62,-3,-3,74.6081199100685,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF18",76,77,1,1,70.9328282569563,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF19",56,48,-8,-8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF20",58,71,13,13,87.8899248197605,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF25",79,64,-15,-15,83.5574410901051,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF28",76,77,1,1,43.3915841775848,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF29",54,59,5,5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF30",60,63,3,3,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF31",64,78,14,14,64.2877648217631,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF37",79,75,-4,-4,26.5421913319952,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF38",93,93,0,0,55.4711695882563,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF41",55,81,26,26,97.8610774596184,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF48",60,86,26,26,75.8996905837873,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF49",46,53,7,7,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF51",54,58,4,4,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF59",74,74,0,0,59.3753642159204,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF61",62,58,-4,-4,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF71",52,66,14,14,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF80",63,71,8,8,76.3140123142021,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF96",64,58,-6,-6,46.1699303789047,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF97",40,63,23,23,84.0002369062102,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG00",45,51,6,6,39.4702399868395,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG07",74,61,-13,-13,62.7458660521922,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG08",49,72,23,23,67.4606067284632,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG09",68,58,-10,-10,97.2226006122527,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG16",55,53,-2,-2,78.1995318806875,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG17",40,83,43,43,99.8446715739899,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG22",50,55,5,5,31.842259892012,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG23",58,64,6,6,30.8461752424905,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG27",51,67,16,16,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG28",63,71,8,8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG34",46,68,22,22,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG35",65,41,-24,-24,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG41",44,68,24,24,71.2525560393892,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG42",73,64,-9,-9,41.4674239498275,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG43",49,59,10,10,92.0382550341682,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG47",52,74,22,22,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG48",57,74,17,17,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG49",53,61,8,8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG51",81,77,-4,-4,88.1740104933376,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG56",55,60,5,5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG57",76,63,-13,-13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG58",72,77,5,5,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG61",87,91,4,4,97.9923265305891,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG62",89,95,6,6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG63",55,71,16,16,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG64",70,57,-13,-13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG67",62,54,-8,-8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG69",62,75,13,13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG71",68,91,23,23,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG72",71,80,9,9,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG73",65,74,9,9,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG74",48,66,18,18,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG75",74,55,-19,-19,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG76",48,50,2,2,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG78",68,51,-17,-17,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG79",51,66,15,15,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG83",49,66,17,17,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG85",55,42,-13,-13,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG86",57,49,-8,-8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG87",54,61,7,7,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG88",71,55,-16,-16,97.6514051232204,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG89",67,58,-9,-9,35.6656827819701,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG91",55,64,9,9,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG92",55,62,7,7,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG94",73,67,-6,-6,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG95",66,58,-8,-8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG96",59,82,23,23,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG97",72,64,-8,-8,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH06",76,62,-14,-14,26.2665076818191,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH07",73,73,0,0,84.6169154812907,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH08",39,65,26,26,58.821813812655,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH16",86,74,-12,-12,50.3746482314935,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH17",83,82,-1,-1,98.1676952406166,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH18",60,72,12,12,98.2161883631196,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH19",64,70,6,6,59.1086735067987,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH26",53,52,-1,-1,70.1801069324488,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH86",66,61,-5,-5,44.5362405776554,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH98",61,52,-9,-9,29.9231058462953,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH99",65,68,3,3,38.1133942778564,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EB03",65,50,-15,-15,83.7991158207561,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EB04",50,61,11,11,51.6454991248007,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EB06",29,51,22,22,25.6472423803069,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EB07",62,70,8,8,94.9494599035673,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EB08",48,71,23,23,86.432964026578,,
