"comparison_id","comparison_label","start_period","end_period","site","start_richness","end_richness","delta_richness"
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD02",50,65,15
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD03",49,81,32
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD04",46,54,8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD05",66,73,7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD06",47,69,22
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD07",42,62,20
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD08",60,83,23
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD09",80,70,-10
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD10",54,64,10
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD11",78,73,-5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD12",69,69,0
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD13",42,54,12
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD14",44,66,22
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD16",66,59,-7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD17",65,62,-3
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD18",69,96,27
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD19",63,73,10
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD20",52,48,-4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD21",53,81,28
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD22",35,51,16
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD24",34,73,39
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD26",70,68,-2
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD27",36,55,19
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD28",53,72,19
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD29",67,65,-2
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD30",63,68,5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD31",54,81,27
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD35",44,61,17
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD37",57,76,19
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD38",45,76,31
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD39",48,64,16
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD40",40,75,35
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD41",49,80,31
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD42",46,77,31
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD43",55,75,20
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD46",41,71,30
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD47",56,88,32
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD48",52,75,23
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD49",48,77,29
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD50",43,63,20
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD51",67,78,11
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD52",47,76,29
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD53",58,72,14
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD54",42,66,24
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD57",61,66,5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD59",38,74,36
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD61",56,61,5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD62",55,47,-8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD63",52,66,14
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD64",55,64,9
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD65",50,73,23
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD70",63,78,15
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD71",47,52,5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD72",48,60,12
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD80",63,76,13
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD81",49,53,4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD90",40,79,39
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD91",59,72,13
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DD92",46,58,12
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE00",64,55,-9
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE01",79,64,-15
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE02",55,81,26
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE03",57,76,19
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE04",34,50,16
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE05",42,53,11
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE07",69,75,6
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE10",60,49,-11
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE11",59,90,31
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE12",27,88,61
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE13",35,73,38
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE14",44,78,34
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE15",55,69,14
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE16",53,85,32
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE17",53,75,22
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE18",64,67,3
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE19",39,82,43
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE20",65,51,-14
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE21",55,61,6
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE22",45,72,27
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE23",63,68,5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE24",83,76,-7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE25",64,68,4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE26",33,69,36
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE27",40,72,32
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE29",50,51,1
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE30",78,63,-15
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE31",53,57,4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE32",47,56,9
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE33",38,54,16
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE34",87,90,3
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE35",41,65,24
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE36",59,79,20
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE37",69,76,7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE38",60,71,11
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE39",32,55,23
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE40",80,60,-20
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE41",48,55,7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE42",50,57,7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE43",54,55,1
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE44",86,64,-22
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE45",36,48,12
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE46",37,52,15
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE47",51,46,-5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE49",36,76,40
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE50",54,53,-1
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE51",83,82,-1
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE52",69,69,0
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE53",69,75,6
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE55",45,48,3
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE56",43,51,8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE57",46,65,19
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE66",67,37,-30
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE67",63,58,-5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE68",61,87,26
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE69",64,49,-15
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE75",38,54,16
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE78",54,58,4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE79",75,79,4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE84",62,74,12
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE85",36,65,29
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE86",43,68,25
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE87",84,83,-1
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE88",37,77,40
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE89",40,81,41
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE90",44,63,19
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE94",47,62,15
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE96",64,89,25
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE97",75,85,10
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE98",61,75,14
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DE99",48,57,9
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF00",57,25,-32
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF01",49,41,-8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF04",44,63,19
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF05",45,50,5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF06",45,53,8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF07",71,48,-23
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF08",37,84,47
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF09",37,66,29
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF10",48,39,-9
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF14",71,46,-25
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF15",65,54,-11
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF16",67,69,2
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF17",65,62,-3
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF18",76,77,1
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF19",56,48,-8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF20",58,71,13
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF24",52,42,-10
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF25",79,64,-15
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF26",46,51,5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF27",21,56,35
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF28",76,77,1
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF29",54,59,5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF30",60,63,3
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF31",64,78,14
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF37",79,75,-4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF38",93,93,0
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF39",71,54,-17
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF40",62,61,-1
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF41",55,81,26
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF48",60,86,26
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF49",46,53,7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF51",54,58,4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF52",45,58,13
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF59",74,74,0
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF60",42,42,0
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF61",62,58,-4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF62",62,68,6
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF70",42,56,14
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF71",52,66,14
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF72",29,60,31
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF80",63,71,8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF81",63,57,-6
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF96",64,59,-5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF97",40,63,23
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DF98",36,56,20
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG00",45,51,6
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG07",74,61,-13
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG08",49,72,23
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG09",68,58,-10
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG14",60,44,-16
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG15",51,46,-5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG16",55,53,-2
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG17",40,83,43
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG18",37,45,8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG19",43,47,4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG22",50,55,5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG23",58,64,6
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG24",52,37,-15
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG25",52,45,-7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG26",43,44,1
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG27",51,67,16
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG28",63,71,8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG29",60,46,-14
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG34",46,68,22
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG35",65,41,-24
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG36",37,50,13
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG37",51,65,14
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG38",52,53,1
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG39",41,46,5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG41",44,68,24
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG42",73,64,-9
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG43",49,59,10
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG44",54,62,8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG45",41,65,24
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG46",61,54,-7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG47",52,74,22
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG48",57,74,17
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG49",53,61,8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG51",81,77,-4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG52",73,52,-21
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG53",56,49,-7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG54",40,47,7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG56",55,60,5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG57",76,63,-13
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG58",72,77,5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG59",60,45,-15
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG60",39,73,34
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG61",87,91,4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG62",89,95,6
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG63",55,71,16
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG64",70,57,-13
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG65",48,45,-3
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG66",42,46,4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG67",62,54,-8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG68",43,61,18
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG69",62,75,13
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG70",49,59,10
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG71",68,91,23
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG72",71,80,9
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG73",65,74,9
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG74",48,66,18
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG75",74,55,-19
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG76",48,50,2
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG77",54,52,-2
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG78",68,51,-17
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG79",51,66,15
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG81",48,56,8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG82",41,74,33
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG83",49,66,17
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG84",42,61,19
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG85",55,42,-13
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG86",57,49,-8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG87",54,61,7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG88",71,55,-16
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG89",67,58,-9
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG90",56,60,4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG91",55,64,9
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG92",55,62,7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG93",51,62,11
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG94",73,67,-6
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG95",66,58,-8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG96",59,82,23
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG97",72,64,-8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG98",62,53,-9
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DG99",43,50,7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH06",76,62,-14
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH07",73,73,0
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH08",39,65,26
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH09",42,50,8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH16",86,74,-12
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH17",83,82,-1
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH18",60,72,12
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH19",64,70,6
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH26",53,52,-1
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH27",69,52,-17
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH28",61,57,-4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH36",67,53,-14
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH37",45,27,-18
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH67",41,40,-1
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH75",38,37,-1
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH76",59,49,-10
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH85",44,43,-1
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH86",66,61,-5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH98",61,52,-9
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","DH99",65,68,3
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EB03",65,50,-15
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EB04",50,61,11
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EB06",29,51,22
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EB07",62,70,8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EB08",48,71,23
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EB10",48,71,23
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED00",71,69,-2
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED01",92,86,-6
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED02",41,65,24
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED03",42,65,23
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED12",41,58,17
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED13",58,54,-4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED21",35,48,13
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED22",48,71,23
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED23",64,89,25
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED30",55,75,20
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","ED31",39,58,19
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE05",55,64,9
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE06",43,54,11
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE07",57,85,28
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE08",59,59,0
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE09",50,64,14
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE15",37,67,30
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE16",67,74,7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE17",69,92,23
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE18",48,66,18
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE19",56,61,5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE27",63,82,19
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE28",49,76,27
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE29",35,57,22
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EE39",55,72,17
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF00",43,60,17
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF01",73,76,3
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF02",71,82,11
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF06",56,71,15
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF07",53,46,-7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF08",47,69,22
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF09",58,73,15
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF10",52,66,14
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF11",70,54,-16
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF45",43,48,5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF54",52,57,5
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF63",43,23,-20
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF64",56,56,0
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF65",46,77,31
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF69",41,62,21
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF70",55,65,10
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF71",72,80,8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF72",41,54,13
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF73",47,54,7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF74",71,62,-9
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF75",83,79,-4
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF80",42,59,17
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF81",70,84,14
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF82",56,80,24
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF83",61,49,-12
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF84",71,38,-33
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF85",45,64,19
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF90",58,81,23
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF91",70,92,22
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF92",75,95,20
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF93",80,102,22
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF94",63,94,31
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF95",63,42,-21
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EF96",35,50,15
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG00",62,55,-7
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG01",50,58,8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG02",52,60,8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG03",53,50,-3
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG04",88,80,-8
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","EG05",59,60,1
