"site","survey","atlas","period","species_richness","modelled_species_pool_size"
"FG84","FG84_2","2","1990s",57,157
"FG85","FG85_2","2","1990s",71,157
"FG86","FG86_2","2","1990s",87,157
"FG87","FG87_2","2","1990s",61,157
"FG88","FG88_2","2","1990s",50,157
"FG89","FG89_2","2","1990s",64,157
"FG92","FG92_2","2","1990s",88,157
"FG93","FG93_2","2","1990s",78,157
"FG94","FG94_2","2","1990s",16,157
"FG95","FG95_2","2","1990s",51,157
"FG97","FG97_2","2","1990s",77,157
"FG98","FG98_2","2","1990s",47,157
"FG99","FG99_2","2","1990s",63,157
"FH01","FH01_2","2","1990s",68,157
"FH02","FH02_2","2","1990s",50,157
"FH04","FH04_2","2","1990s",61,157
"FH05","FH05_2","2","1990s",62,157
"FH06","FH06_2","2","1990s",59,157
"FH07","FH07_2","2","1990s",66,157
"FH08","FH08_2","2","1990s",57,157
"FH11","FH11_2","2","1990s",76,157
"FH12","FH12_2","2","1990s",56,157
"FH13","FH13_2","2","1990s",52,157
"FH14","FH14_2","2","1990s",57,157
"FH15","FH15_2","2","1990s",58,157
"FH16","FH16_2","2","1990s",61,157
"FH18","FH18_2","2","1990s",36,157
"FH21","FH21_2","2","1990s",76,157
"FH22","FH22_2","2","1990s",52,157
"FH23","FH23_2","2","1990s",92,157
"FH24","FH24_2","2","1990s",85,157
"FH25","FH25_2","2","1990s",64,157
"FH29","FH29_2","2","1990s",59,157
"FH32","FH32_2","2","1990s",76,157
"FH33","FH33_2","2","1990s",90,157
"FH34","FH34_2","2","1990s",63,157
"FH35","FH35_2","2","1990s",53,157
"FH36","FH36_2","2","1990s",61,157
"FH42","FH42_2","2","1990s",74,157
"FH43","FH43_2","2","1990s",72,157
"FH44","FH44_2","2","1990s",72,157
"FH45","FH45_2","2","1990s",49,157
"FH46","FH46_2","2","1990s",59,157
"FH52","FH52_2","2","1990s",71,157
"FH53","FH53_2","2","1990s",52,157
"FH54","FH54_2","2","1990s",75,157
"FH55","FH55_2","2","1990s",63,157
"FH56","FH56_2","2","1990s",55,157
"FH57","FH57_2","2","1990s",48,157
"FH58","FH58_2","2","1990s",75,157
"FH62","FH62_2","2","1990s",73,157
"FH63","FH63_2","2","1990s",76,157
"FH64","FH64_2","2","1990s",82,157
"FH65","FH65_2","2","1990s",68,157
"FH71","FH71_2","2","1990s",67,157
"FH72","FH72_2","2","1990s",52,157
"FH73","FH73_2","2","1990s",52,157
"FH74","FH74_2","2","1990s",75,157
"FH75","FH75_2","2","1990s",67,157
"FH76","FH76_2","2","1990s",64,157
"FH79","FH79_2","2","1990s",60,157
"FH80","FH80_2","2","1990s",62,157
"FH81","FH81_2","2","1990s",67,157
"FH83","FH83_2","2","1990s",69,157
"FH84","FH84_2","2","1990s",59,157
"FH85","FH85_2","2","1990s",78,157
"FH86","FH86_2","2","1990s",75,157
"FH87","FH87_2","2","1990s",65,157
"FH88","FH88_2","2","1990s",61,157
"FH89","FH89_2","2","1990s",77,157
"FG90","FG90_2","2","1990s",48,157
"FG91","FG91_2","2","1990s",75,157
"FH95","FH95_2","2","1990s",69,157
"FH96","FH96_2","2","1990s",52,157
"FH98","FH98_2","2","1990s",57,157
"FH99","FH99_2","2","1990s",66,157
"GE00","GE00_2","2","1990s",74,157
"GE01","GE01_2","2","1990s",105,157
"GE02","GE02_2","2","1990s",84,157
"GE03","GE03_2","2","1990s",76,157
"GE04","GE04_2","2","1990s",74,157
"GE10","GE10_2","2","1990s",85,157
"GE11","GE11_2","2","1990s",86,157
"GE12","GE12_2","2","1990s",77,157
"GE13","GE13_2","2","1990s",83,157
"GE14","GE14_2","2","1990s",63,157
"GE20","GE20_2","2","1990s",75,157
"GE21","GE21_2","2","1990s",74,157
"GE22","GE22_2","2","1990s",71,157
"GE23","GE23_2","2","1990s",82,157
"GE24","GE24_2","2","1990s",66,157
"GE30","GE30_2","2","1990s",86,157
"GE31","GE31_2","2","1990s",62,157
"GE32","GE32_2","2","1990s",93,157
"GE33","GE33_2","2","1990s",85,157
"GE34","GE34_2","2","1990s",58,157
"GE42","GE42_2","2","1990s",54,157
"GE43","GE43_2","2","1990s",84,157
"GF00","GF00_2","2","1990s",82,157
"GF01","GF01_2","2","1990s",67,157
"GF02","GF02_2","2","1990s",70,157
"GF03","GF03_2","2","1990s",63,157
"GF04","GF04_2","2","1990s",61,157
"GF05","GF05_2","2","1990s",68,157
"GF06","GF06_2","2","1990s",77,157
"GF07","GF07_2","2","1990s",68,157
"GF08","GF08_2","2","1990s",78,157
"GF09","GF09_2","2","1990s",75,157
"GF12","GF12_2","2","1990s",54,157
"GF13","GF13_2","2","1990s",55,157
"GF14","GF14_2","2","1990s",60,157
"GF15","GF15_2","2","1990s",75,157
"GF16","GF16_2","2","1990s",67,157
"GF17","GF17_2","2","1990s",83,157
"GF18","GF18_2","2","1990s",89,157
"GF19","GF19_2","2","1990s",76,157
"GF23","GF23_2","2","1990s",79,157
"GF24","GF24_2","2","1990s",60,157
"GF25","GF25_2","2","1990s",75,157
"GF26","GF26_2","2","1990s",79,157
"GF27","GF27_2","2","1990s",78,157
"GF28","GF28_2","2","1990s",76,157
"GF29","GF29_2","2","1990s",84,157
"GF33","GF33_2","2","1990s",63,157
"GF34","GF34_2","2","1990s",61,157
"GF35","GF35_2","2","1990s",56,157
"GF36","GF36_2","2","1990s",72,157
"GF37","GF37_2","2","1990s",73,157
"GF38","GF38_2","2","1990s",71,157
"GF39","GF39_2","2","1990s",66,157
"GF43","GF43_2","2","1990s",72,157
"GF44","GF44_2","2","1990s",60,157
"GF45","GF45_2","2","1990s",48,157
"GF46","GF46_2","2","1990s",81,157
"GF47","GF47_2","2","1990s",70,157
"GF48","GF48_2","2","1990s",71,157
"GF49","GF49_2","2","1990s",59,157
"GF52","GF52_2","2","1990s",84,157
"GF53","GF53_2","2","1990s",73,157
"GF54","GF54_2","2","1990s",69,157
"GF55","GF55_2","2","1990s",54,157
"GF63","GF63_2","2","1990s",53,157
"GF74","GF74_2","2","1990s",62,157
"GG00","GG00_2","2","1990s",58,157
"GG02","GG02_2","2","1990s",54,157
"GG05","GG05_2","2","1990s",64,157
"GG06","GG06_2","2","1990s",64,157
"GG07","GG07_2","2","1990s",69,157
"GG08","GG08_2","2","1990s",83,157
"GG09","GG09_2","2","1990s",80,157
"GG10","GG10_2","2","1990s",80,157
"GG15","GG15_2","2","1990s",72,157
"GG16","GG16_2","2","1990s",47,157
"GG17","GG17_2","2","1990s",56,157
"GG18","GG18_2","2","1990s",80,157
"GG20","GG20_2","2","1990s",63,157
"GG25","GG25_2","2","1990s",81,157
"GG26","GG26_2","2","1990s",58,157
"GG27","GG27_2","2","1990s",69,157
"GG28","GG28_2","2","1990s",88,157
"GG30","GG30_2","2","1990s",67,157
"GG36","GG36_2","2","1990s",51,157
"GG37","GG37_2","2","1990s",68,157
"GG40","GG40_2","2","1990s",61,157
"GH06","GH06_2","2","1990s",62,157
"GH07","GH07_2","2","1990s",68,157
"GH08","GH08_2","2","1990s",66,157
"GH09","GH09_2","2","1990s",55,157
"GH17","GH17_2","2","1990s",55,157
"GH18","GH18_2","2","1990s",56,157
"GH19","GH19_2","2","1990s",61,157
"GH29","GH29_2","2","1990s",38,157
"GH39","GH39_2","2","1990s",60,157
"GH49","GH49_2","2","1990s",92,157
"GH59","GH59_2","2","1990s",81,157
"HA03","HA03_2","2","1990s",60,157
"HA04","HA04_2","2","1990s",64,157
"HA05","HA05_2","2","1990s",70,157
"HA06","HA06_2","2","1990s",63,157
"HA07","HA07_2","2","1990s",56,157
"HA13","HA13_2","2","1990s",73,157
"HA14","HA14_2","2","1990s",44,157
"HA15","HA15_2","2","1990s",37,157
"HA16","HA16_2","2","1990s",54,157
"HA17","HA17_2","2","1990s",64,157
"HA22","HA22_2","2","1990s",47,157
"HA23","HA23_2","2","1990s",62,157
"HA24","HA24_2","2","1990s",65,157
"HA25","HA25_2","2","1990s",72,157
"HA26","HA26_2","2","1990s",71,157
"HA32","HA32_2","2","1990s",63,157
"HA33","HA33_2","2","1990s",43,157
"HA34","HA34_2","2","1990s",75,157
"HA35","HA35_2","2","1990s",62,157
"HA36","HA36_2","2","1990s",68,157
"HA42","HA42_2","2","1990s",42,157
"HA43","HA43_2","2","1990s",58,157
"HA44","HA44_2","2","1990s",87,157
"HA45","HA45_2","2","1990s",62,157
"HA52","HA52_2","2","1990s",79,157
"HA53","HA53_2","2","1990s",67,157
"HA54","HA54_2","2","1990s",88,157
"AD90","AD90_3","3","2010s",66,157
"AD92","AD92_3","3","2010s",37,157
"AD93","AD93_3","3","2010s",42,157
"AD94","AD94_3","3","2010s",63,157
"AD95","AD95_3","3","2010s",63,157
"AE93","AE93_3","3","2010s",59,157
"AE94","AE94_3","3","2010s",57,157
"AE95","AE95_3","3","2010s",74,157
"AE96","AE96_3","3","2010s",52,157
"AE97","AE97_3","3","2010s",68,157
"AE98","AE98_3","3","2010s",77,157
"AF81","AF81_3","3","2010s",55,157
"AF82","AF82_3","3","2010s",40,157
"AF91","AF91_3","3","2010s",53,157
"AF92","AF92_3","3","2010s",51,157
"AF93","AF93_3","3","2010s",58,157
"AF94","AF94_3","3","2010s",57,157
"AF97","AF97_3","3","2010s",63,157
"AF98","AF98_3","3","2010s",61,157
"AF99","AF99_3","3","2010s",65,157
"BC20","BC20_3","3","2010s",74,157
"BC21","BC21_3","3","2010s",70,157
"BC30","BC30_3","3","2010s",40,157
"BC31","BC31_3","3","2010s",61,157
"BC32","BC32_3","3","2010s",59,157
"BC33","BC33_3","3","2010s",54,157
"BC34","BC34_3","3","2010s",46,157
"BC41","BC41_3","3","2010s",37,157
"BC43","BC43_3","3","2010s",59,157
"BC44","BC44_3","3","2010s",62,157
"BC45","BC45_3","3","2010s",8,157
"BC50","BC50_3","3","2010s",56,157
"BC51","BC51_3","3","2010s",53,157
"BC52","BC52_3","3","2010s",47,157
"BC53","BC53_3","3","2010s",45,157
"BC54","BC54_3","3","2010s",64,157
"BC55","BC55_3","3","2010s",56,157
"BC60","BC60_3","3","2010s",42,157
"BC62","BC62_3","3","2010s",42,157
"BC64","BC64_3","3","2010s",68,157
"BC65","BC65_3","3","2010s",56,157
"BC70","BC70_3","3","2010s",52,157
"BC71","BC71_3","3","2010s",35,157
"BC72","BC72_3","3","2010s",58,157
"BC73","BC73_3","3","2010s",57,157
"BC74","BC74_3","3","2010s",59,157
"BC75","BC75_3","3","2010s",72,157
"BC81","BC81_3","3","2010s",65,157
"BC82","BC82_3","3","2010s",68,157
"BC83","BC83_3","3","2010s",57,157
"BC84","BC84_3","3","2010s",75,157
"BC85","BC85_3","3","2010s",73,157
"BC93","BC93_3","3","2010s",48,157
"BC94","BC94_3","3","2010s",89,157
"BC95","BC95_3","3","2010s",59,157
"BC96","BC96_3","3","2010s",63,157
"BD00","BD00_3","3","2010s",67,157
"BD02","BD02_3","3","2010s",46,157
"BD03","BD03_3","3","2010s",42,157
"BD04","BD04_3","3","2010s",50,157
"BD05","BD05_3","3","2010s",61,157
"BD06","BD06_3","3","2010s",57,157
"BD07","BD07_3","3","2010s",43,157
"BD08","BD08_3","3","2010s",58,157
"BD10","BD10_3","3","2010s",53,157
"BD11","BD11_3","3","2010s",62,157
"BD12","BD12_3","3","2010s",64,157
"BD13","BD13_3","3","2010s",74,157
"BD17","BD17_3","3","2010s",28,157
"BD18","BD18_3","3","2010s",47,157
"BD19","BD19_3","3","2010s",61,157
"BD21","BD21_3","3","2010s",55,157
"BD22","BD22_3","3","2010s",66,157
"BD26","BD26_3","3","2010s",65,157
"BD27","BD27_3","3","2010s",59,157
"BD28","BD28_3","3","2010s",43,157
"BD31","BD31_3","3","2010s",59,157
"BD32","BD32_3","3","2010s",57,157
"BD35","BD35_3","3","2010s",58,157
"BD36","BD36_3","3","2010s",66,157
"BD37","BD37_3","3","2010s",70,157
"BD38","BD38_3","3","2010s",36,157
"BD39","BD39_3","3","2010s",50,157
"BD40","BD40_3","3","2010s",41,157
"BD41","BD41_3","3","2010s",57,157
"BD42","BD42_3","3","2010s",71,157
"BD43","BD43_3","3","2010s",46,157
"BD44","BD44_3","3","2010s",52,157
"BD45","BD45_3","3","2010s",60,157
"BD46","BD46_3","3","2010s",48,157
"BD47","BD47_3","3","2010s",47,157
"BD48","BD48_3","3","2010s",52,157
"BD49","BD49_3","3","2010s",52,157
"BD50","BD50_3","3","2010s",54,157
"BD51","BD51_3","3","2010s",61,157
"BD55","BD55_3","3","2010s",57,157
"BD56","BD56_3","3","2010s",41,157
"BD57","BD57_3","3","2010s",48,157
"BD58","BD58_3","3","2010s",54,157
"BD59","BD59_3","3","2010s",62,157
"BD60","BD60_3","3","2010s",45,157
"BD61","BD61_3","3","2010s",71,157
"BD64","BD64_3","3","2010s",47,157
"BD66","BD66_3","3","2010s",40,157
"BD67","BD67_3","3","2010s",46,157
"BD68","BD68_3","3","2010s",41,157
"BD69","BD69_3","3","2010s",46,157
"BD70","BD70_3","3","2010s",63,157
"BD71","BD71_3","3","2010s",67,157
"BD72","BD72_3","3","2010s",62,157
"BD73","BD73_3","3","2010s",76,157
"BD74","BD74_3","3","2010s",56,157
"BD75","BD75_3","3","2010s",75,157
"BD76","BD76_3","3","2010s",62,157
"BD77","BD77_3","3","2010s",49,157
"BD78","BD78_3","3","2010s",57,157
"BD80","BD80_3","3","2010s",61,157
"BD81","BD81_3","3","2010s",87,157
"BD82","BD82_3","3","2010s",78,157
"BD83","BD83_3","3","2010s",64,157
"BD85","BD85_3","3","2010s",47,157
"BD86","BD86_3","3","2010s",46,157
"BD87","BD87_3","3","2010s",60,157
"BD88","BD88_3","3","2010s",55,157
"BD89","BD89_3","3","2010s",31,157
"BD90","BD90_3","3","2010s",58,157
"BD91","BD91_3","3","2010s",62,157
"BD92","BD92_3","3","2010s",72,157
"BD93","BD93_3","3","2010s",62,157
"BD94","BD94_3","3","2010s",41,157
"BD95","BD95_3","3","2010s",44,157
"BD97","BD97_3","3","2010s",48,157
"BD98","BD98_3","3","2010s",63,157
"BE03","BE03_3","3","2010s",69,157
"BE04","BE04_3","3","2010s",55,157
"BE05","BE05_3","3","2010s",75,157
"BE06","BE06_3","3","2010s",72,157
"BE07","BE07_3","3","2010s",71,157
"BE08","BE08_3","3","2010s",66,157
"BE09","BE09_3","3","2010s",47,157
"BE11","BE11_3","3","2010s",51,157
"BE12","BE12_3","3","2010s",56,157
"BE13","BE13_3","3","2010s",70,157
"BE14","BE14_3","3","2010s",62,157
"BE15","BE15_3","3","2010s",55,157
"BE16","BE16_3","3","2010s",49,157
"BE17","BE17_3","3","2010s",61,157
"BE18","BE18_3","3","2010s",73,157
"BE19","BE19_3","3","2010s",47,157
"BE20","BE20_3","3","2010s",61,157
"BE21","BE21_3","3","2010s",64,157
"BE22","BE22_3","3","2010s",60,157
"BE23","BE23_3","3","2010s",55,157
"BE24","BE24_3","3","2010s",67,157
"BE25","BE25_3","3","2010s",67,157
"BE26","BE26_3","3","2010s",62,157
"BE27","BE27_3","3","2010s",60,157
"BE30","BE30_3","3","2010s",66,157
"BE31","BE31_3","3","2010s",62,157
"BE32","BE32_3","3","2010s",48,157
"BE33","BE33_3","3","2010s",48,157
"BE34","BE34_3","3","2010s",60,157
"BE35","BE35_3","3","2010s",63,157
"BE36","BE36_3","3","2010s",63,157
"BE37","BE37_3","3","2010s",69,157
"BE38","BE38_3","3","2010s",75,157
"BE39","BE39_3","3","2010s",66,157
"BE40","BE40_3","3","2010s",50,157
"BE41","BE41_3","3","2010s",39,157
"BE42","BE42_3","3","2010s",59,157
"BE43","BE43_3","3","2010s",43,157
"BE44","BE44_3","3","2010s",53,157
"BE45","BE45_3","3","2010s",57,157
"BE46","BE46_3","3","2010s",42,157
"BE47","BE47_3","3","2010s",56,157
"BE48","BE48_3","3","2010s",64,157
"BE50","BE50_3","3","2010s",61,157
"BE51","BE51_3","3","2010s",47,157
"BE52","BE52_3","3","2010s",43,157
"BE53","BE53_3","3","2010s",53,157
"BE54","BE54_3","3","2010s",53,157
"BE55","BE55_3","3","2010s",53,157
"BE56","BE56_3","3","2010s",40,157
"BE57","BE57_3","3","2010s",48,157
"BE58","BE58_3","3","2010s",59,157
"BE59","BE59_3","3","2010s",61,157
"BE60","BE60_3","3","2010s",56,157
"BE61","BE61_3","3","2010s",47,157
"BE62","BE62_3","3","2010s",42,157
"BE63","BE63_3","3","2010s",45,157
"BE64","BE64_3","3","2010s",48,157
"BE65","BE65_3","3","2010s",66,157
"BE66","BE66_3","3","2010s",61,157
"BE67","BE67_3","3","2010s",43,157
"BE68","BE68_3","3","2010s",66,157
"BE69","BE69_3","3","2010s",65,157
"BE70","BE70_3","3","2010s",46,157
"BE71","BE71_3","3","2010s",47,157
"BE73","BE73_3","3","2010s",40,157
"BE74","BE74_3","3","2010s",49,157
"BE75","BE75_3","3","2010s",57,157
"BE76","BE76_3","3","2010s",65,157
"BE77","BE77_3","3","2010s",72,157
"BE78","BE78_3","3","2010s",62,157
"BE79","BE79_3","3","2010s",40,157
"BE80","BE80_3","3","2010s",73,157
"BE81","BE81_3","3","2010s",48,157
"BE82","BE82_3","3","2010s",46,157
"BE83","BE83_3","3","2010s",44,157
"BE84","BE84_3","3","2010s",60,157
"BE85","BE85_3","3","2010s",62,157
"BE86","BE86_3","3","2010s",72,157
"BE87","BE87_3","3","2010s",70,157
"BE88","BE88_3","3","2010s",80,157
"BE89","BE89_3","3","2010s",74,157
"BE90","BE90_3","3","2010s",72,157
"BE91","BE91_3","3","2010s",65,157
"BE92","BE92_3","3","2010s",50,157
"BE93","BE93_3","3","2010s",66,157
"BE94","BE94_3","3","2010s",60,157
"BE95","BE95_3","3","2010s",66,157
"BE96","BE96_3","3","2010s",62,157
"BE97","BE97_3","3","2010s",58,157
"BE98","BE98_3","3","2010s",68,157
"BE99","BE99_3","3","2010s",60,157
"BF00","BF00_3","3","2010s",50,157
"BF01","BF01_3","3","2010s",55,157
"BF02","BF02_3","3","2010s",80,157
"BF03","BF03_3","3","2010s",68,157
"BF04","BF04_3","3","2010s",90,157
"BF05","BF05_3","3","2010s",60,157
"BF06","BF06_3","3","2010s",64,157
"BF07","BF07_3","3","2010s",76,157
"BF08","BF08_3","3","2010s",53,157
"BF11","BF11_3","3","2010s",68,157
"BF12","BF12_3","3","2010s",55,157
"BF14","BF14_3","3","2010s",56,157
"BF15","BF15_3","3","2010s",58,157
"BF16","BF16_3","3","2010s",63,157
"BF17","BF17_3","3","2010s",55,157
"BF18","BF18_3","3","2010s",54,157
"BF21","BF21_3","3","2010s",58,157
"BF24","BF24_3","3","2010s",65,157
"BF27","BF27_3","3","2010s",60,157
"BF28","BF28_3","3","2010s",61,157
"BF29","BF29_3","3","2010s",76,157
"BF31","BF31_3","3","2010s",58,157
"BF32","BF32_3","3","2010s",85,157
"BF33","BF33_3","3","2010s",77,157
"BF34","BF34_3","3","2010s",59,157
"BF35","BF35_3","3","2010s",70,157
"BF36","BF36_3","3","2010s",67,157
"BF37","BF37_3","3","2010s",67,157
"BF38","BF38_3","3","2010s",69,157
"BF40","BF40_3","3","2010s",68,157
"BF41","BF41_3","3","2010s",62,157
"BF43","BF43_3","3","2010s",62,157
"BF46","BF46_3","3","2010s",47,157
"BF47","BF47_3","3","2010s",64,157
"BF48","BF48_3","3","2010s",48,157
"BF49","BF49_3","3","2010s",87,157
"BF50","BF50_3","3","2010s",47,157
"BF51","BF51_3","3","2010s",52,157
"BF53","BF53_3","3","2010s",56,157
"BF55","BF55_3","3","2010s",42,157
"BF56","BF56_3","3","2010s",55,157
"BF57","BF57_3","3","2010s",48,157
"BF58","BF58_3","3","2010s",48,157
"BF59","BF59_3","3","2010s",64,157
"BF60","BF60_3","3","2010s",59,157
"BF61","BF61_3","3","2010s",59,157
"BF62","BF62_3","3","2010s",45,157
"BF63","BF63_3","3","2010s",50,157
"BF64","BF64_3","3","2010s",50,157
"BF65","BF65_3","3","2010s",62,157
"BF67","BF67_3","3","2010s",57,157
"BF68","BF68_3","3","2010s",55,157
"BF69","BF69_3","3","2010s",61,157
"BF70","BF70_3","3","2010s",50,157
"BF71","BF71_3","3","2010s",52,157
"BF72","BF72_3","3","2010s",52,157
"BF73","BF73_3","3","2010s",62,157
"BF76","BF76_3","3","2010s",40,157
"BF77","BF77_3","3","2010s",62,157
"BF78","BF78_3","3","2010s",47,157
"BF79","BF79_3","3","2010s",60,157
"BF80","BF80_3","3","2010s",50,157
"BF81","BF81_3","3","2010s",51,157
"BF82","BF82_3","3","2010s",61,157
"BF83","BF83_3","3","2010s",56,157
"BF85","BF85_3","3","2010s",57,157
"BF87","BF87_3","3","2010s",57,157
"BF88","BF88_3","3","2010s",49,157
"BF89","BF89_3","3","2010s",56,157
"BF90","BF90_3","3","2010s",46,157
"BF91","BF91_3","3","2010s",48,157
"BF92","BF92_3","3","2010s",63,157
"BF93","BF93_3","3","2010s",51,157
"BF94","BF94_3","3","2010s",56,157
"BF95","BF95_3","3","2010s",62,157
"BF97","BF97_3","3","2010s",52,157
"BF98","BF98_3","3","2010s",48,157
"BF99","BF99_3","3","2010s",52,157
"BG27","BG27_3","3","2010s",58,157
"BG28","BG28_3","3","2010s",60,157
"BG29","BG29_3","3","2010s",86,157
"BG30","BG30_3","3","2010s",36,157
"BG31","BG31_3","3","2010s",73,157
"BG32","BG32_3","3","2010s",68,157
"BG33","BG33_3","3","2010s",16,157
"BG39","BG39_3","3","2010s",75,157
"BG41","BG41_3","3","2010s",52,157
"BG42","BG42_3","3","2010s",57,157
"BG43","BG43_3","3","2010s",43,157
"BG45","BG45_3","3","2010s",74,157
"BG49","BG49_3","3","2010s",71,157
"BG50","BG50_3","3","2010s",61,157
"BG55","BG55_3","3","2010s",65,157
"BG57","BG57_3","3","2010s",51,157
"BG58","BG58_3","3","2010s",72,157
"BG60","BG60_3","3","2010s",57,157
"BG61","BG61_3","3","2010s",58,157
"BG62","BG62_3","3","2010s",68,157
"BG63","BG63_3","3","2010s",64,157
"BG64","BG64_3","3","2010s",48,157
"BG65","BG65_3","3","2010s",70,157
"BG66","BG66_3","3","2010s",56,157
"BG67","BG67_3","3","2010s",57,157
"BG68","BG68_3","3","2010s",53,157
"BG69","BG69_3","3","2010s",55,157
"BG70","BG70_3","3","2010s",52,157
"BG71","BG71_3","3","2010s",57,157
"BG72","BG72_3","3","2010s",61,157
"BG73","BG73_3","3","2010s",76,157
"BG74","BG74_3","3","2010s",45,157
"BG75","BG75_3","3","2010s",51,157
"BG76","BG76_3","3","2010s",77,157
"BG79","BG79_3","3","2010s",56,157
"BG80","BG80_3","3","2010s",65,157
"BG81","BG81_3","3","2010s",51,157
"BG82","BG82_3","3","2010s",72,157
"BG83","BG83_3","3","2010s",72,157
"BG84","BG84_3","3","2010s",52,157
"BG85","BG85_3","3","2010s",65,157
"BG86","BG86_3","3","2010s",50,157
"BG87","BG87_3","3","2010s",51,157
"BG89","BG89_3","3","2010s",49,157
"BG90","BG90_3","3","2010s",58,157
"BG91","BG91_3","3","2010s",65,157
"BG92","BG92_3","3","2010s",77,157
"BG93","BG93_3","3","2010s",79,157
"BG94","BG94_3","3","2010s",67,157
"BG95","BG95_3","3","2010s",72,157
"BG96","BG96_3","3","2010s",45,157
"BG98","BG98_3","3","2010s",50,157
"BG99","BG99_3","3","2010s",44,157
"BH57","BH57_3","3","2010s",47,157
"BH58","BH58_3","3","2010s",58,157
"BH59","BH59_3","3","2010s",55,157
"BH66","BH66_3","3","2010s",43,157
"BH67","BH67_3","3","2010s",48,157
"BH68","BH68_3","3","2010s",62,157
"BH69","BH69_3","3","2010s",61,157
"BH76","BH76_3","3","2010s",45,157
"BH77","BH77_3","3","2010s",70,157
"BH78","BH78_3","3","2010s",52,157
"BH79","BH79_3","3","2010s",65,157
"BH86","BH86_3","3","2010s",70,157
"BH87","BH87_3","3","2010s",77,157
"BH88","BH88_3","3","2010s",57,157
"BH89","BH89_3","3","2010s",72,157
"BH96","BH96_3","3","2010s",37,157
"BH97","BH97_3","3","2010s",61,157
"BH98","BH98_3","3","2010s",59,157
"BH99","BH99_3","3","2010s",72,157
"CC04","CC04_3","3","2010s",94,157
"CC05","CC05_3","3","2010s",76,157
"CC06","CC06_3","3","2010s",71,157
"CD00","CD00_3","3","2010s",53,157
"CD01","CD01_3","3","2010s",56,157
"CD02","CD02_3","3","2010s",58,157
"CD03","CD03_3","3","2010s",87,157
"CD04","CD04_3","3","2010s",66,157
"CD05","CD05_3","3","2010s",63,157
"CD06","CD06_3","3","2010s",49,157
"CD07","CD07_3","3","2010s",53,157
"CD08","CD08_3","3","2010s",59,157
"CD09","CD09_3","3","2010s",58,157
"CE00","CE00_3","3","2010s",74,157
"CE01","CE01_3","3","2010s",72,157
"CE02","CE02_3","3","2010s",82,157
"CE03","CE03_3","3","2010s",53,157
"CE04","CE04_3","3","2010s",52,157
"CE05","CE05_3","3","2010s",52,157
"CE06","CE06_3","3","2010s",46,157
"CE07","CE07_3","3","2010s",50,157
"CE09","CE09_3","3","2010s",56,157
"CF02","CF02_3","3","2010s",63,157
"CF03","CF03_3","3","2010s",59,157
"CF04","CF04_3","3","2010s",73,157
"CF05","CF05_3","3","2010s",50,157
"CF06","CF06_3","3","2010s",59,157
"CF07","CF07_3","3","2010s",55,157
"CF08","CF08_3","3","2010s",72,157
"CF09","CF09_3","3","2010s",61,157
"CB80","CB80_3","3","2010s",62,157
"CB81","CB81_3","3","2010s",68,157
"CB93","CB93_3","3","2010s",58,157
"CC14","CC14_3","3","2010s",64,157
"CC15","CC15_3","3","2010s",52,157
"CC16","CC16_3","3","2010s",55,157
"CC20","CC20_3","3","2010s",68,157
"CC23","CC23_3","3","2010s",38,157
"CC24","CC24_3","3","2010s",60,157
"CC25","CC25_3","3","2010s",48,157
"CC26","CC26_3","3","2010s",50,157
"CC30","CC30_3","3","2010s",71,157
"CC31","CC31_3","3","2010s",78,157
"CC33","CC33_3","3","2010s",57,157
