"survey","site","atlas","period","species_richness","retained_species_pool_size"
"BD74_3","BD74","3","2010s",56,156
"BD75_3","BD75","3","2010s",75,156
"BD76_3","BD76","3","2010s",62,156
"BD77_3","BD77","3","2010s",49,156
"BD78_3","BD78","3","2010s",57,156
"BD79_3","BD79","3","2010s",38,156
"BD80_3","BD80","3","2010s",61,156
"BD81_3","BD81","3","2010s",87,156
"BD82_3","BD82","3","2010s",78,156
"BD83_3","BD83","3","2010s",64,156
"BD84_3","BD84","3","2010s",57,156
"BD85_3","BD85","3","2010s",47,156
"BD86_3","BD86","3","2010s",46,156
"BD87_3","BD87","3","2010s",60,156
"BD88_3","BD88","3","2010s",55,156
"BD89_3","BD89","3","2010s",31,156
"BD90_3","BD90","3","2010s",58,156
"BD91_3","BD91","3","2010s",62,156
"BD92_3","BD92","3","2010s",72,156
"BD93_3","BD93","3","2010s",62,156
"BD94_3","BD94","3","2010s",41,156
"BD95_3","BD95","3","2010s",44,156
"BD96_3","BD96","3","2010s",53,156
"BD97_3","BD97","3","2010s",48,156
"BD98_3","BD98","3","2010s",63,156
"BD99_3","BD99","3","2010s",42,156
"BE03_3","BE03","3","2010s",69,156
"BE04_3","BE04","3","2010s",55,156
"BE05_3","BE05","3","2010s",75,156
"BE06_3","BE06","3","2010s",72,156
"BE07_3","BE07","3","2010s",71,156
"BE08_3","BE08","3","2010s",66,156
"BE09_3","BE09","3","2010s",47,156
"BE11_3","BE11","3","2010s",51,156
"BE12_3","BE12","3","2010s",56,156
"BE13_3","BE13","3","2010s",70,156
"BE14_3","BE14","3","2010s",62,156
"BE15_3","BE15","3","2010s",55,156
"BE16_3","BE16","3","2010s",49,156
"BE17_3","BE17","3","2010s",61,156
"BE18_3","BE18","3","2010s",73,156
"BE19_3","BE19","3","2010s",47,156
"BE20_3","BE20","3","2010s",61,156
"BE21_3","BE21","3","2010s",64,156
"BE22_3","BE22","3","2010s",60,156
"BE23_3","BE23","3","2010s",55,156
"BE24_3","BE24","3","2010s",67,156
"BE25_3","BE25","3","2010s",67,156
"BE26_3","BE26","3","2010s",62,156
"BE27_3","BE27","3","2010s",60,156
"BE28_3","BE28","3","2010s",63,156
"BE29_3","BE29","3","2010s",59,156
"BE30_3","BE30","3","2010s",66,156
"BE31_3","BE31","3","2010s",62,156
"BE32_3","BE32","3","2010s",48,156
"BE33_3","BE33","3","2010s",48,156
"BE34_3","BE34","3","2010s",60,156
"BE35_3","BE35","3","2010s",63,156
"BE36_3","BE36","3","2010s",63,156
"BE37_3","BE37","3","2010s",69,156
"BE38_3","BE38","3","2010s",75,156
"BE39_3","BE39","3","2010s",66,156
"BE40_3","BE40","3","2010s",50,156
"BE41_3","BE41","3","2010s",39,156
"BE42_3","BE42","3","2010s",59,156
"BE43_3","BE43","3","2010s",43,156
"BE44_3","BE44","3","2010s",53,156
"BE45_3","BE45","3","2010s",57,156
"BE46_3","BE46","3","2010s",42,156
"BE47_3","BE47","3","2010s",56,156
"BE48_3","BE48","3","2010s",64,156
"BE49_3","BE49","3","2010s",50,156
"BE50_3","BE50","3","2010s",61,156
"BE51_3","BE51","3","2010s",47,156
"BE52_3","BE52","3","2010s",43,156
"BE53_3","BE53","3","2010s",53,156
"BE54_3","BE54","3","2010s",53,156
"BE55_3","BE55","3","2010s",53,156
"BE56_3","BE56","3","2010s",40,156
"BE57_3","BE57","3","2010s",48,156
"BE58_3","BE58","3","2010s",59,156
"BE59_3","BE59","3","2010s",61,156
"BE60_3","BE60","3","2010s",56,156
"BE61_3","BE61","3","2010s",47,156
"BE62_3","BE62","3","2010s",42,156
"BE63_3","BE63","3","2010s",45,156
"BE64_3","BE64","3","2010s",48,156
"BE65_3","BE65","3","2010s",66,156
"BE66_3","BE66","3","2010s",61,156
"BE67_3","BE67","3","2010s",43,156
"BE68_3","BE68","3","2010s",66,156
"BE69_3","BE69","3","2010s",65,156
"BE70_3","BE70","3","2010s",46,156
"BE71_3","BE71","3","2010s",47,156
"BE72_3","BE72","3","2010s",38,156
"BE73_3","BE73","3","2010s",40,156
"BE74_3","BE74","3","2010s",49,156
"BE75_3","BE75","3","2010s",57,156
"BE76_3","BE76","3","2010s",65,156
"BE77_3","BE77","3","2010s",72,156
"BE78_3","BE78","3","2010s",62,156
"BE79_3","BE79","3","2010s",40,156
"BE80_3","BE80","3","2010s",73,156
"BE81_3","BE81","3","2010s",48,156
"BE82_3","BE82","3","2010s",46,156
"BE83_3","BE83","3","2010s",44,156
"BE84_3","BE84","3","2010s",60,156
"BE85_3","BE85","3","2010s",62,156
"BE86_3","BE86","3","2010s",72,156
"BE87_3","BE87","3","2010s",70,156
"BE88_3","BE88","3","2010s",80,156
"BE89_3","BE89","3","2010s",74,156
"BE90_3","BE90","3","2010s",72,156
"BE91_3","BE91","3","2010s",65,156
"BE92_3","BE92","3","2010s",50,156
"BE93_3","BE93","3","2010s",66,156
"BE94_3","BE94","3","2010s",60,156
"BE95_3","BE95","3","2010s",66,156
"BE96_3","BE96","3","2010s",62,156
"BE97_3","BE97","3","2010s",58,156
"BE98_3","BE98","3","2010s",68,156
"BE99_3","BE99","3","2010s",60,156
"BF00_3","BF00","3","2010s",50,156
"BF01_3","BF01","3","2010s",55,156
"BF02_3","BF02","3","2010s",80,156
"BF03_3","BF03","3","2010s",68,156
"BF04_3","BF04","3","2010s",90,156
"BF05_3","BF05","3","2010s",60,156
"BF06_3","BF06","3","2010s",64,156
"BF07_3","BF07","3","2010s",76,156
"BF08_3","BF08","3","2010s",53,156
"BF11_3","BF11","3","2010s",68,156
"BF12_3","BF12","3","2010s",55,156
"BF13_3","BF13","3","2010s",61,156
"BF14_3","BF14","3","2010s",56,156
"BF15_3","BF15","3","2010s",58,156
"BF16_3","BF16","3","2010s",63,156
"BF17_3","BF17","3","2010s",55,156
"BF18_3","BF18","3","2010s",54,156
"BF20_3","BF20","3","2010s",71,156
"BF21_3","BF21","3","2010s",58,156
"BF22_3","BF22","3","2010s",63,156
"BF23_3","BF23","3","2010s",67,156
"BF24_3","BF24","3","2010s",65,156
"BF25_3","BF25","3","2010s",68,156
"BF26_3","BF26","3","2010s",62,156
"BF27_3","BF27","3","2010s",60,156
"BF28_3","BF28","3","2010s",61,156
"BF29_3","BF29","3","2010s",76,156
"BF30_3","BF30","3","2010s",65,156
"BF31_3","BF31","3","2010s",58,156
"BF32_3","BF32","3","2010s",85,156
"BF33_3","BF33","3","2010s",77,156
"BF34_3","BF34","3","2010s",59,156
"BF35_3","BF35","3","2010s",70,156
"BF36_3","BF36","3","2010s",67,156
"BF37_3","BF37","3","2010s",67,156
"BF38_3","BF38","3","2010s",69,156
"BF39_3","BF39","3","2010s",86,156
"BF40_3","BF40","3","2010s",68,156
"BF41_3","BF41","3","2010s",62,156
"BF42_3","BF42","3","2010s",63,156
"BF43_3","BF43","3","2010s",62,156
"BF44_3","BF44","3","2010s",59,156
"BF45_3","BF45","3","2010s",65,156
"BF46_3","BF46","3","2010s",47,156
"BF47_3","BF47","3","2010s",64,156
"BF48_3","BF48","3","2010s",48,156
"BF49_3","BF49","3","2010s",87,156
"BF50_3","BF50","3","2010s",47,156
"BF51_3","BF51","3","2010s",52,156
"BF52_3","BF52","3","2010s",53,156
"BF53_3","BF53","3","2010s",56,156
"BF54_3","BF54","3","2010s",66,156
"BF55_3","BF55","3","2010s",42,156
"BF56_3","BF56","3","2010s",55,156
"BF57_3","BF57","3","2010s",48,156
"BF58_3","BF58","3","2010s",48,156
"BF59_3","BF59","3","2010s",64,156
"BF60_3","BF60","3","2010s",59,156
"BF61_3","BF61","3","2010s",59,156
"BF62_3","BF62","3","2010s",45,156
"BF63_3","BF63","3","2010s",50,156
"BF64_3","BF64","3","2010s",50,156
"BF65_3","BF65","3","2010s",62,156
"BF66_3","BF66","3","2010s",58,156
"BF67_3","BF67","3","2010s",57,156
"BF68_3","BF68","3","2010s",55,156
"BF69_3","BF69","3","2010s",61,156
"BF70_3","BF70","3","2010s",50,156
"BF71_3","BF71","3","2010s",52,156
"BF72_3","BF72","3","2010s",52,156
"BF73_3","BF73","3","2010s",62,156
"BF74_3","BF74","3","2010s",48,156
"BF75_3","BF75","3","2010s",54,156
"BF76_3","BF76","3","2010s",40,156
"BF77_3","BF77","3","2010s",62,156
"BF78_3","BF78","3","2010s",47,156
"BF79_3","BF79","3","2010s",60,156
"BF80_3","BF80","3","2010s",50,156
"BF81_3","BF81","3","2010s",51,156
"BF82_3","BF82","3","2010s",61,156
"BF83_3","BF83","3","2010s",56,156
"BF84_3","BF84","3","2010s",52,156
"BF85_3","BF85","3","2010s",57,156
"BF86_3","BF86","3","2010s",45,156
"BF87_3","BF87","3","2010s",57,156
"BF88_3","BF88","3","2010s",49,156
"BF89_3","BF89","3","2010s",56,156
"BF90_3","BF90","3","2010s",46,156
"BF91_3","BF91","3","2010s",48,156
"BF92_3","BF92","3","2010s",63,156
"BF93_3","BF93","3","2010s",51,156
"BF94_3","BF94","3","2010s",56,156
"BF95_3","BF95","3","2010s",62,156
"BF96_3","BF96","3","2010s",60,156
"BF97_3","BF97","3","2010s",52,156
"BF98_3","BF98","3","2010s",48,156
"BF99_3","BF99","3","2010s",52,156
"BG27_3","BG27","3","2010s",58,156
"BG28_3","BG28","3","2010s",60,156
"BG29_3","BG29","3","2010s",86,156
"BG30_3","BG30","3","2010s",36,156
"BG31_3","BG31","3","2010s",73,156
"BG32_3","BG32","3","2010s",68,156
"BG33_3","BG33","3","2010s",16,156
"BG39_3","BG39","3","2010s",75,156
"BG41_3","BG41","3","2010s",52,156
"BG42_3","BG42","3","2010s",57,156
"BG43_3","BG43","3","2010s",43,156
"BG45_3","BG45","3","2010s",74,156
"BG49_3","BG49","3","2010s",71,156
"BG50_3","BG50","3","2010s",61,156
"BG54_3","BG54","3","2010s",48,156
"BG55_3","BG55","3","2010s",65,156
"BG57_3","BG57","3","2010s",51,156
"BG58_3","BG58","3","2010s",72,156
"BG59_3","BG59","3","2010s",53,156
"BG60_3","BG60","3","2010s",57,156
"BG61_3","BG61","3","2010s",58,156
"BG62_3","BG62","3","2010s",68,156
"BG63_3","BG63","3","2010s",64,156
"BG64_3","BG64","3","2010s",48,156
"BG65_3","BG65","3","2010s",70,156
"BG66_3","BG66","3","2010s",56,156
"BG67_3","BG67","3","2010s",57,156
"BG68_3","BG68","3","2010s",53,156
"BG69_3","BG69","3","2010s",55,156
"BG70_3","BG70","3","2010s",52,156
"BG71_3","BG71","3","2010s",57,156
"BG72_3","BG72","3","2010s",61,156
"BG73_3","BG73","3","2010s",76,156
"BG74_3","BG74","3","2010s",45,156
"BG75_3","BG75","3","2010s",51,156
"BG76_3","BG76","3","2010s",77,156
"BG77_3","BG77","3","2010s",41,156
"BG78_3","BG78","3","2010s",61,156
"BG79_3","BG79","3","2010s",56,156
"BG80_3","BG80","3","2010s",65,156
"BG81_3","BG81","3","2010s",51,156
"BG82_3","BG82","3","2010s",72,156
"BG83_3","BG83","3","2010s",72,156
"BG84_3","BG84","3","2010s",52,156
"BG85_3","BG85","3","2010s",65,156
"BG86_3","BG86","3","2010s",50,156
"BG87_3","BG87","3","2010s",51,156
"BG88_3","BG88","3","2010s",54,156
"BG89_3","BG89","3","2010s",49,156
"BG90_3","BG90","3","2010s",58,156
"BG91_3","BG91","3","2010s",65,156
"BG92_3","BG92","3","2010s",77,156
"BG93_3","BG93","3","2010s",79,156
"BG94_3","BG94","3","2010s",67,156
"BG95_3","BG95","3","2010s",72,156
"BG96_3","BG96","3","2010s",45,156
"BG97_3","BG97","3","2010s",49,156
"BG98_3","BG98","3","2010s",50,156
"BG99_3","BG99","3","2010s",44,156
"BH57_3","BH57","3","2010s",47,156
"BH58_3","BH58","3","2010s",58,156
"BH59_3","BH59","3","2010s",55,156
"BH66_3","BH66","3","2010s",43,156
"BH67_3","BH67","3","2010s",48,156
"BH68_3","BH68","3","2010s",62,156
"BH69_3","BH69","3","2010s",61,156
"BH76_3","BH76","3","2010s",45,156
"BH77_3","BH77","3","2010s",70,156
"BH78_3","BH78","3","2010s",52,156
"BH79_3","BH79","3","2010s",65,156
"BH86_3","BH86","3","2010s",70,156
"BH87_3","BH87","3","2010s",77,156
"BH88_3","BH88","3","2010s",57,156
"BH89_3","BH89","3","2010s",72,156
"BH96_3","BH96","3","2010s",37,156
"BH97_3","BH97","3","2010s",61,156
"BH98_3","BH98","3","2010s",59,156
"BH99_3","BH99","3","2010s",72,156
"CB80_3","CB80","3","2010s",62,156
"CB81_3","CB81","3","2010s",68,156
"CB90_3","CB90","3","2010s",59,156
"CB91_3","CB91","3","2010s",44,156
"CB92_3","CB92","3","2010s",46,156
"CB93_3","CB93","3","2010s",57,156
"CC04_3","CC04","3","2010s",94,156
"CC05_3","CC05","3","2010s",76,156
"CC06_3","CC06","3","2010s",71,156
"CC14_3","CC14","3","2010s",64,156
"CC15_3","CC15","3","2010s",52,156
"CC16_3","CC16","3","2010s",55,156
"CC20_3","CC20","3","2010s",68,156
"CC21_3","CC21","3","2010s",63,156
"CC23_3","CC23","3","2010s",38,156
"CC24_3","CC24","3","2010s",60,156
"CC25_3","CC25","3","2010s",48,156
"CC26_3","CC26","3","2010s",50,156
"CC30_3","CC30","3","2010s",71,156
"CC31_3","CC31","3","2010s",78,156
"CC32_3","CC32","3","2010s",61,156
"CC33_3","CC33","3","2010s",57,156
"CC34_3","CC34","3","2010s",50,156
"CC35_3","CC35","3","2010s",58,156
"CC36_3","CC36","3","2010s",65,156
"CC40_3","CC40","3","2010s",56,156
"CC41_3","CC41","3","2010s",62,156
"CC42_3","CC42","3","2010s",49,156
"CC43_3","CC43","3","2010s",49,156
"CC44_3","CC44","3","2010s",54,156
"CC45_3","CC45","3","2010s",51,156
"CC46_3","CC46","3","2010s",76,156
"CC50_3","CC50","3","2010s",59,156
"CC51_3","CC51","3","2010s",59,156
"CC52_3","CC52","3","2010s",55,156
"CC53_3","CC53","3","2010s",56,156
"CC54_3","CC54","3","2010s",62,156
"CC55_3","CC55","3","2010s",56,156
"CC56_3","CC56","3","2010s",58,156
"CC57_3","CC57","3","2010s",52,156
"CC60_3","CC60","3","2010s",69,156
"CC61_3","CC61","3","2010s",86,156
"CC62_3","CC62","3","2010s",70,156
"CC63_3","CC63","3","2010s",62,156
"CC64_3","CC64","3","2010s",53,156
"CC65_3","CC65","3","2010s",54,156
"CC66_3","CC66","3","2010s",55,156
"CC67_3","CC67","3","2010s",61,156
"CC68_3","CC68","3","2010s",44,156
"CC70_3","CC70","3","2010s",67,156
"CC71_3","CC71","3","2010s",89,156
"CC72_3","CC72","3","2010s",79,156
"CC75_3","CC75","3","2010s",84,156
"CC76_3","CC76","3","2010s",52,156
"CC77_3","CC77","3","2010s",61,156
"CC78_3","CC78","3","2010s",41,156
"CC79_3","CC79","3","2010s",56,156
"CC80_3","CC80","3","2010s",87,156
"CC81_3","CC81","3","2010s",64,156
"CC82_3","CC82","3","2010s",62,156
"CC83_3","CC83","3","2010s",55,156
"CC84_3","CC84","3","2010s",39,156
"CC85_3","CC85","3","2010s",64,156
"CC86_3","CC86","3","2010s",61,156
"CC87_3","CC87","3","2010s",64,156
"CC88_3","CC88","3","2010s",56,156
"CC89_3","CC89","3","2010s",55,156
"CC90_3","CC90","3","2010s",80,156
"CC91_3","CC91","3","2010s",99,156
"CC92_3","CC92","3","2010s",65,156
"CC93_3","CC93","3","2010s",62,156
"CC94_3","CC94","3","2010s",61,156
"CC95_3","CC95","3","2010s",61,156
"CC96_3","CC96","3","2010s",75,156
"CC97_3","CC97","3","2010s",69,156
"CC98_3","CC98","3","2010s",69,156
"CC99_3","CC99","3","2010s",52,156
"CD00_3","CD00","3","2010s",53,156
"CD01_3","CD01","3","2010s",56,156
"CD02_3","CD02","3","2010s",58,156
"CD03_3","CD03","3","2010s",87,156
"CD04_3","CD04","3","2010s",66,156
"CD05_3","CD05","3","2010s",63,156
"CD06_3","CD06","3","2010s",49,156
"CD07_3","CD07","3","2010s",53,156
"CD08_3","CD08","3","2010s",59,156
"CD09_3","CD09","3","2010s",58,156
"CD10_3","CD10","3","2010s",60,156
"CD11_3","CD11","3","2010s",62,156
"CD12_3","CD12","3","2010s",68,156
"CD13_3","CD13","3","2010s",57,156
"CD14_3","CD14","3","2010s",62,156
"CD15_3","CD15","3","2010s",60,156
"CD16_3","CD16","3","2010s",41,156
"CD17_3","CD17","3","2010s",68,156
"CD18_3","CD18","3","2010s",50,156
"CD20_3","CD20","3","2010s",74,156
"CD21_3","CD21","3","2010s",68,156
"CD22_3","CD22","3","2010s",52,156
"CD23_3","CD23","3","2010s",75,156
"CD24_3","CD24","3","2010s",62,156
"CD26_3","CD26","3","2010s",56,156
"CD28_3","CD28","3","2010s",64,156
"CD29_3","CD29","3","2010s",56,156
"CD30_3","CD30","3","2010s",63,156
"CD31_3","CD31","3","2010s",62,156
"CD32_3","CD32","3","2010s",70,156
"CD33_3","CD33","3","2010s",72,156
"CD34_3","CD34","3","2010s",64,156
"CD36_3","CD36","3","2010s",63,156
"CD37_3","CD37","3","2010s",53,156
"CD38_3","CD38","3","2010s",54,156
"CD39_3","CD39","3","2010s",69,156
"CD40_3","CD40","3","2010s",69,156
"CD41_3","CD41","3","2010s",77,156
"CD42_3","CD42","3","2010s",54,156
"CD43_3","CD43","3","2010s",90,156
"CD44_3","CD44","3","2010s",56,156
"CD45_3","CD45","3","2010s",55,156
"CD46_3","CD46","3","2010s",53,156
"CD47_3","CD47","3","2010s",65,156
"CD48_3","CD48","3","2010s",53,156
"CD49_3","CD49","3","2010s",51,156
"CD50_3","CD50","3","2010s",77,156
"CD51_3","CD51","3","2010s",67,156
"CD52_3","CD52","3","2010s",70,156
"CD53_3","CD53","3","2010s",58,156
"CD54_3","CD54","3","2010s",76,156
"CD55_3","CD55","3","2010s",64,156
"CD56_3","CD56","3","2010s",61,156
"CD57_3","CD57","3","2010s",61,156
"CD58_3","CD58","3","2010s",42,156
"CD59_3","CD59","3","2010s",53,156
"CD60_3","CD60","3","2010s",83,156
"CD61_3","CD61","3","2010s",75,156
"CD62_3","CD62","3","2010s",64,156
"CD63_3","CD63","3","2010s",69,156
"CD64_3","CD64","3","2010s",52,156
"CD65_3","CD65","3","2010s",55,156
"CD66_3","CD66","3","2010s",69,156
"CD67_3","CD67","3","2010s",69,156
"CD68_3","CD68","3","2010s",45,156
"CD69_3","CD69","3","2010s",61,156
"CD70_3","CD70","3","2010s",73,156
"CD71_3","CD71","3","2010s",103,156
"CD72_3","CD72","3","2010s",78,156
"CD73_3","CD73","3","2010s",68,156
"CD74_3","CD74","3","2010s",66,156
"CD75_3","CD75","3","2010s",62,156
"CD76_3","CD76","3","2010s",57,156
"CD77_3","CD77","3","2010s",51,156
"CD78_3","CD78","3","2010s",51,156
"CD79_3","CD79","3","2010s",60,156
"CD80_3","CD80","3","2010s",72,156
"CD81_3","CD81","3","2010s",91,156
"CD82_3","CD82","3","2010s",58,156
"CD83_3","CD83","3","2010s",69,156
"CD84_3","CD84","3","2010s",77,156
"CD85_3","CD85","3","2010s",54,156
"CD86_3","CD86","3","2010s",53,156
"CD87_3","CD87","3","2010s",44,156
"CD88_3","CD88","3","2010s",64,156
"CD89_3","CD89","3","2010s",66,156
"CD90_3","CD90","3","2010s",68,156
"CD91_3","CD91","3","2010s",93,156
"CD92_3","CD92","3","2010s",74,156
"CD93_3","CD93","3","2010s",71,156
"CD94_3","CD94","3","2010s",60,156
"CD95_3","CD95","3","2010s",89,156
"CD96_3","CD96","3","2010s",65,156
"CD97_3","CD97","3","2010s",50,156
"CD98_3","CD98","3","2010s",68,156
"CD99_3","CD99","3","2010s",71,156
"CE00_3","CE00","3","2010s",74,156
"CE01_3","CE01","3","2010s",72,156
"CE02_3","CE02","3","2010s",82,156
"CE03_3","CE03","3","2010s",53,156
"CE04_3","CE04","3","2010s",52,156
"CE05_3","CE05","3","2010s",52,156
"CE06_3","CE06","3","2010s",46,156
"CE07_3","CE07","3","2010s",50,156
"CE08_3","CE08","3","2010s",62,156
"CE09_3","CE09","3","2010s",56,156
"CE10_3","CE10","3","2010s",65,156
"CE11_3","CE11","3","2010s",83,156
"CE12_3","CE12","3","2010s",72,156
"CE13_3","CE13","3","2010s",77,156
"CE14_3","CE14","3","2010s",60,156
"CE15_3","CE15","3","2010s",48,156
"CE16_3","CE16","3","2010s",58,156
"CE17_3","CE17","3","2010s",60,156
"CE18_3","CE18","3","2010s",69,156
"CE19_3","CE19","3","2010s",54,156
"CE20_3","CE20","3","2010s",53,156
"CE21_3","CE21","3","2010s",75,156
"CE22_3","CE22","3","2010s",71,156
"CE23_3","CE23","3","2010s",61,156
"CE24_3","CE24","3","2010s",62,156
"CE25_3","CE25","3","2010s",51,156
"CE26_3","CE26","3","2010s",53,156
"CE27_3","CE27","3","2010s",64,156
"CE28_3","CE28","3","2010s",72,156
"CE29_3","CE29","3","2010s",57,156
"CE30_3","CE30","3","2010s",72,156
"CE31_3","CE31","3","2010s",64,156
"CE32_3","CE32","3","2010s",61,156
"CE33_3","CE33","3","2010s",61,156
"CE34_3","CE34","3","2010s",49,156
"CE35_3","CE35","3","2010s",67,156
"CE36_3","CE36","3","2010s",57,156
"CE37_3","CE37","3","2010s",56,156
"CE38_3","CE38","3","2010s",74,156
"CE39_3","CE39","3","2010s",59,156
"CE40_3","CE40","3","2010s",73,156
"CE41_3","CE41","3","2010s",49,156
"CE42_3","CE42","3","2010s",65,156
"CE43_3","CE43","3","2010s",58,156
"CE44_3","CE44","3","2010s",70,156
"CE45_3","CE45","3","2010s",71,156
"CE46_3","CE46","3","2010s",51,156
"CE47_3","CE47","3","2010s",52,156
"CE48_3","CE48","3","2010s",65,156
"CE49_3","CE49","3","2010s",79,156
"CE50_3","CE50","3","2010s",63,156
"CE51_3","CE51","3","2010s",70,156
"CE52_3","CE52","3","2010s",77,156
"CE53_3","CE53","3","2010s",57,156
"CE54_3","CE54","3","2010s",50,156
"CE55_3","CE55","3","2010s",63,156
"CE56_3","CE56","3","2010s",58,156
"CE57_3","CE57","3","2010s",49,156
"CE58_3","CE58","3","2010s",55,156
"CE59_3","CE59","3","2010s",52,156
"CE60_3","CE60","3","2010s",74,156
"CE61_3","CE61","3","2010s",78,156
"CE62_3","CE62","3","2010s",92,156
"CE63_3","CE63","3","2010s",69,156
"CE64_3","CE64","3","2010s",81,156
"CE65_3","CE65","3","2010s",77,156
"CE66_3","CE66","3","2010s",54,156
"CE67_3","CE67","3","2010s",61,156
"CE68_3","CE68","3","2010s",50,156
"CE69_3","CE69","3","2010s",57,156
"CE70_3","CE70","3","2010s",64,156
"CE71_3","CE71","3","2010s",53,156
"CE72_3","CE72","3","2010s",78,156
"CE73_3","CE73","3","2010s",67,156
"CE74_3","CE74","3","2010s",81,156
"CE75_3","CE75","3","2010s",84,156
"CE76_3","CE76","3","2010s",44,156
"CE77_3","CE77","3","2010s",54,156
"CE78_3","CE78","3","2010s",60,156
"CE79_3","CE79","3","2010s",61,156
"CE80_3","CE80","3","2010s",85,156
"CE81_3","CE81","3","2010s",94,156
"CE82_3","CE82","3","2010s",99,156
"CE83_3","CE83","3","2010s",69,156
"CE84_3","CE84","3","2010s",62,156
"CE85_3","CE85","3","2010s",71,156
"CE86_3","CE86","3","2010s",81,156
"CE87_3","CE87","3","2010s",55,156
"CE88_3","CE88","3","2010s",54,156
"CE89_3","CE89","3","2010s",60,156
"CE90_3","CE90","3","2010s",65,156
"CE91_3","CE91","3","2010s",55,156
"CE92_3","CE92","3","2010s",65,156
"CE93_3","CE93","3","2010s",54,156
"CE94_3","CE94","3","2010s",49,156
"CE95_3","CE95","3","2010s",40,156
"CE96_3","CE96","3","2010s",81,156
"CE97_3","CE97","3","2010s",65,156
"CE98_3","CE98","3","2010s",51,156
"CE99_3","CE99","3","2010s",65,156
"CF00_3","CF00","3","2010s",70,156
"CF01_3","CF01","3","2010s",40,156
"CF02_3","CF02","3","2010s",63,156
"CF03_3","CF03","3","2010s",59,156
"CF04_3","CF04","3","2010s",73,156
"CF05_3","CF05","3","2010s",50,156
"CF06_3","CF06","3","2010s",59,156
"CF07_3","CF07","3","2010s",55,156
"CF08_3","CF08","3","2010s",72,156
"CF09_3","CF09","3","2010s",61,156
"CF10_3","CF10","3","2010s",75,156
"CF11_3","CF11","3","2010s",50,156
"CF12_3","CF12","3","2010s",58,156
"CF13_3","CF13","3","2010s",74,156
"CF14_3","CF14","3","2010s",55,156
"CF15_3","CF15","3","2010s",44,156
"CF16_3","CF16","3","2010s",60,156
"CF17_3","CF17","3","2010s",45,156
"CF18_3","CF18","3","2010s",64,156
"CF19_3","CF19","3","2010s",50,156
"CF20_3","CF20","3","2010s",47,156
"CF21_3","CF21","3","2010s",48,156
"CF22_3","CF22","3","2010s",46,156
"CF23_3","CF23","3","2010s",68,156
"CF24_3","CF24","3","2010s",67,156
"CF25_3","CF25","3","2010s",65,156
"CF26_3","CF26","3","2010s",65,156
"CF27_3","CF27","3","2010s",58,156
"CF28_3","CF28","3","2010s",51,156
"CF29_3","CF29","3","2010s",78,156
"CF30_3","CF30","3","2010s",59,156
"CF31_3","CF31","3","2010s",67,156
"CF32_3","CF32","3","2010s",78,156
"CF33_3","CF33","3","2010s",76,156
"CF34_3","CF34","3","2010s",76,156
"CF35_3","CF35","3","2010s",66,156
"CF36_3","CF36","3","2010s",57,156
"CF37_3","CF37","3","2010s",54,156
"CF38_3","CF38","3","2010s",56,156
"CF39_3","CF39","3","2010s",69,156
"CF40_3","CF40","3","2010s",80,156
"CF41_3","CF41","3","2010s",79,156
"CF42_3","CF42","3","2010s",57,156
"CF43_3","CF43","3","2010s",60,156
"CF44_3","CF44","3","2010s",71,156
"CF45_3","CF45","3","2010s",71,156
"CF46_3","CF46","3","2010s",58,156
"CF47_3","CF47","3","2010s",71,156
"CF48_3","CF48","3","2010s",56,156
"CF49_3","CF49","3","2010s",84,156
"CF50_3","CF50","3","2010s",79,156
"CF51_3","CF51","3","2010s",89,156
"CF52_3","CF52","3","2010s",62,156
"CF53_3","CF53","3","2010s",67,156
"CF54_3","CF54","3","2010s",76,156
"CF55_3","CF55","3","2010s",78,156
"CF56_3","CF56","3","2010s",68,156
"CF57_3","CF57","3","2010s",70,156
"CF58_3","CF58","3","2010s",68,156
"CF59_3","CF59","3","2010s",59,156
"CF60_3","CF60","3","2010s",71,156
"CF61_3","CF61","3","2010s",67,156
"CF62_3","CF62","3","2010s",74,156
"CF63_3","CF63","3","2010s",67,156
"CF64_3","CF64","3","2010s",76,156
"CF65_3","CF65","3","2010s",67,156
"CF66_3","CF66","3","2010s",58,156
"CF67_3","CF67","3","2010s",77,156
"CF68_3","CF68","3","2010s",62,156
"CF69_3","CF69","3","2010s",66,156
"CF70_3","CF70","3","2010s",72,156
"CF71_3","CF71","3","2010s",63,156
"CF72_3","CF72","3","2010s",63,156
"CF73_3","CF73","3","2010s",75,156
"CF74_3","CF74","3","2010s",78,156
"CF75_3","CF75","3","2010s",71,156
"CF76_3","CF76","3","2010s",56,156
"CF77_3","CF77","3","2010s",52,156
"CF78_3","CF78","3","2010s",74,156
"CF79_3","CF79","3","2010s",60,156
"CF80_3","CF80","3","2010s",66,156
"CF81_3","CF81","3","2010s",48,156
"CF82_3","CF82","3","2010s",69,156
"CF83_3","CF83","3","2010s",74,156
"CF84_3","CF84","3","2010s",72,156
"CF85_3","CF85","3","2010s",49,156
"CF86_3","CF86","3","2010s",66,156
"CF87_3","CF87","3","2010s",62,156
"CF88_3","CF88","3","2010s",52,156
"CF89_3","CF89","3","2010s",72,156
"CF90_3","CF90","3","2010s",60,156
"CF91_3","CF91","3","2010s",70,156
"CF92_3","CF92","3","2010s",80,156
"CF93_3","CF93","3","2010s",73,156
"CF94_3","CF94","3","2010s",52,156
