"site","survey","atlas","period","species_richness","retained_species_pool_size","pct_lnd"
"FG85","FG85_2","2","1990s",71,154,100
"FG86","FG86_2","2","1990s",87,154,100
"FG92","FG92_2","2","1990s",88,154,75.7116875538317
"FG93","FG93_2","2","1990s",78,154,35.8924493546135
"FG99","FG99_2","2","1990s",63,154,100
"FH01","FH01_2","2","1990s",67,154,28.0812309323759
"FH07","FH07_2","2","1990s",66,154,26.895333308367
"FH08","FH08_2","2","1990s",57,154,34.9265565599351
"FH11","FH11_2","2","1990s",75,154,86.34053505194
"FH12","FH12_2","2","1990s",56,154,100
"FH14","FH14_2","2","1990s",57,154,100
"FH15","FH15_2","2","1990s",58,154,99.287622870924
"FH18","FH18_2","2","1990s",36,154,27.7034497794332
"FH21","FH21_2","2","1990s",76,154,50.457884422936
"FH22","FH22_2","2","1990s",52,154,100
"FH23","FH23_2","2","1990s",92,154,100
"FH24","FH24_2","2","1990s",85,154,100
"FH25","FH25_2","2","1990s",64,154,79.501830032424
"FH29","FH29_2","2","1990s",59,154,25.5361781078591
"FH32","FH32_2","2","1990s",76,154,93.5327843646565
"FH33","FH33_2","2","1990s",90,154,100
"FH34","FH34_2","2","1990s",63,154,100
"FH35","FH35_2","2","1990s",53,154,91.0442852837912
"FH36","FH36_2","2","1990s",61,154,35.6946970945645
"FH42","FH42_2","2","1990s",74,154,87.2475125975456
"FH43","FH43_2","2","1990s",72,154,100
"FH44","FH44_2","2","1990s",72,154,100
"FH45","FH45_2","2","1990s",49,154,100
"FH46","FH46_2","2","1990s",59,154,94.9124392999334
"FH52","FH52_2","2","1990s",71,154,96.8721418951111
"FH54","FH54_2","2","1990s",75,154,100
"FH55","FH55_2","2","1990s",63,154,84.6401315772039
"FH56","FH56_2","2","1990s",55,154,58.5142671307437
"FH58","FH58_2","2","1990s",75,154,62.7313015856893
"FH62","FH62_2","2","1990s",73,154,66.3060114282826
"FH65","FH65_2","2","1990s",68,154,85.5773740636147
"FH71","FH71_2","2","1990s",67,154,65.7867587159765
"FH72","FH72_2","2","1990s",52,154,91.5997865486353
"FH74","FH74_2","2","1990s",75,154,97.206687759511
"FH75","FH75_2","2","1990s",67,154,100
"FH76","FH76_2","2","1990s",64,154,100
"FH79","FH79_2","2","1990s",60,154,31.7283339697247
"FH80","FH80_2","2","1990s",61,154,37.5652435485497
"FH81","FH81_2","2","1990s",66,154,28.2062283770447
"FH83","FH83_2","2","1990s",68,154,67.4957157243843
"FH84","FH84_2","2","1990s",59,154,100
"FH85","FH85_2","2","1990s",78,154,100
"FH86","FH86_2","2","1990s",75,154,100
"FH87","FH87_2","2","1990s",65,154,64.500009491374
"FG91","FG91_2","2","1990s",75,154,92.115099159523
"FH95","FH95_2","2","1990s",69,154,88.7598294289932
"FH96","FH96_2","2","1990s",52,154,100
"FH98","FH98_2","2","1990s",57,154,33.5167924547224
"GE00","GE00_2","2","1990s",74,154,100
"GE01","GE01_2","2","1990s",105,154,100
"GE02","GE02_2","2","1990s",84,154,100
"GE03","GE03_2","2","1990s",76,154,100
"GE04","GE04_2","2","1990s",73,154,93.5453872733405
"GE10","GE10_2","2","1990s",85,154,100
"GE11","GE11_2","2","1990s",86,154,100
"GE12","GE12_2","2","1990s",77,154,100
"GE13","GE13_2","2","1990s",83,154,100
"GE14","GE14_2","2","1990s",62,154,90.6073619752655
"GE20","GE20_2","2","1990s",75,154,100
"GE21","GE21_2","2","1990s",74,154,100
"GE24","GE24_2","2","1990s",65,154,47.3458937305288
"GE30","GE30_2","2","1990s",85,154,99.4274393275585
"GE32","GE32_2","2","1990s",93,154,100
"GE34","GE34_2","2","1990s",58,154,35.6199657097461
"GE43","GE43_2","2","1990s",83,154,75.342020850832
"GF00","GF00_2","2","1990s",82,154,44.1664638961888
"GF01","GF01_2","2","1990s",67,154,67.4654291536724
"GF02","GF02_2","2","1990s",70,154,98.8543753574924
"GF03","GF03_2","2","1990s",63,154,100
"GF04","GF04_2","2","1990s",61,154,100
"GF06","GF06_2","2","1990s",77,154,100
"GF07","GF07_2","2","1990s",68,154,100
"GF08","GF08_2","2","1990s",78,154,100
"GF09","GF09_2","2","1990s",75,154,100
"GF12","GF12_2","2","1990s",54,154,33.0314489032631
"GF13","GF13_2","2","1990s",55,154,99.8152499354782
"GF15","GF15_2","2","1990s",75,154,100
"GF16","GF16_2","2","1990s",67,154,100
"GF17","GF17_2","2","1990s",83,154,100
"GF18","GF18_2","2","1990s",89,154,100
"GF19","GF19_2","2","1990s",76,154,100
"GF23","GF23_2","2","1990s",79,154,62.2933403659254
"GF25","GF25_2","2","1990s",75,154,100
"GF26","GF26_2","2","1990s",79,154,100
"GF27","GF27_2","2","1990s",78,154,100
"GF28","GF28_2","2","1990s",76,154,100
"GF29","GF29_2","2","1990s",83,154,100
"GF33","GF33_2","2","1990s",63,154,42.2636306633703
"GF34","GF34_2","2","1990s",61,154,100
"GF36","GF36_2","2","1990s",72,154,100
"GF37","GF37_2","2","1990s",73,154,100
"GF38","GF38_2","2","1990s",71,154,100
"GF43","GF43_2","2","1990s",72,154,72.2181414040788
"GF44","GF44_2","2","1990s",60,154,84.9433709696846
"GF45","GF45_2","2","1990s",48,154,99.6954269476727
"GF46","GF46_2","2","1990s",81,154,99.9207256744518
"GF47","GF47_2","2","1990s",70,154,99.9733465857925
"GF48","GF48_2","2","1990s",71,154,82.1998105339413
"GF49","GF49_2","2","1990s",59,154,51.2021220988655
"GF52","GF52_2","2","1990s",83,154,25.6027864817836
"GF53","GF53_2","2","1990s",72,154,98.7286620279293
"GF54","GF54_2","2","1990s",68,154,93.4387792855835
"GF55","GF55_2","2","1990s",54,154,50.3573385187571
"GF63","GF63_2","2","1990s",53,154,27.1645104475245
"GF74","GF74_2","2","1990s",62,154,53.8041828110792
"GG05","GG05_2","2","1990s",64,154,99.6443402610512
"GG06","GG06_2","2","1990s",64,154,100
"GG08","GG08_2","2","1990s",83,154,100
"GG09","GG09_2","2","1990s",80,154,72.8942695415134
"GG10","GG10_2","2","1990s",79,154,27.4964454073353
"GG15","GG15_2","2","1990s",72,154,71.8812063867855
"GG20","GG20_2","2","1990s",63,154,64.3406338770775
"GG25","GG25_2","2","1990s",80,154,59.9130145782223
"GG27","GG27_2","2","1990s",69,154,100
"GG28","GG28_2","2","1990s",87,154,82.1214247948237
"GG30","GG30_2","2","1990s",66,154,60.4192052615995
"GG36","GG36_2","2","1990s",51,154,76.7143533326759
"GG37","GG37_2","2","1990s",67,154,72.8680880138893
"GG40","GG40_2","2","1990s",60,154,48.2723521513839
"GH06","GH06_2","2","1990s",62,154,45.1153158998299
"GH07","GH07_2","2","1990s",68,154,65.25391089664
"GH08","GH08_2","2","1990s",66,154,93.0682691387086
"GH09","GH09_2","2","1990s",55,154,41.0140317226033
"GH17","GH17_2","2","1990s",55,154,29.1777534192057
"GH18","GH18_2","2","1990s",56,154,91.0715749702473
"GH19","GH19_2","2","1990s",61,154,41.7388113288261
"GH39","GH39_2","2","1990s",60,154,74.9095001749392
"GH49","GH49_2","2","1990s",91,154,93.6062967780905
"GH59","GH59_2","2","1990s",80,154,41.9982412987518
"HA03","HA03_2","2","1990s",60,154,30.8000036681348
"HA04","HA04_2","2","1990s",64,154,82.5817143255517
"HA05","HA05_2","2","1990s",69,154,73.4349821325788
"HA06","HA06_2","2","1990s",63,154,73.060836960117
"HA07","HA07_2","2","1990s",56,154,36.7855116804629
"HA13","HA13_2","2","1990s",73,154,87.7616761986896
"HA17","HA17_2","2","1990s",64,154,87.1896604181935
"HA22","HA22_2","2","1990s",47,154,29.7284472736769
"HA23","HA23_2","2","1990s",62,154,99.9999999999985
"HA24","HA24_2","2","1990s",65,154,99.9999999999989
"HA25","HA25_2","2","1990s",72,154,100
"HA26","HA26_2","2","1990s",70,154,97.9631182516847
"HA32","HA32_2","2","1990s",62,154,84.1745708559556
"HA33","HA33_2","2","1990s",43,154,100.000000000002
"HA34","HA34_2","2","1990s",75,154,100.000000000004
"HA35","HA35_2","2","1990s",62,154,100.000000000003
"HA36","HA36_2","2","1990s",67,154,63.9659163579741
"HA43","HA43_2","2","1990s",58,154,100.000000000001
"HA44","HA44_2","2","1990s",87,154,99.9999999999996
"HA45","HA45_2","2","1990s",61,154,78.3401684551325
"HA52","HA52_2","2","1990s",78,154,45.811345274696
"HA53","HA53_2","2","1990s",66,154,80.6764505025248
"HA54","HA54_2","2","1990s",87,154,91.8739672983499
"AD93","AD93_3","3","2010s",42,154,79.2863502418833
"AD95","AD95_3","3","2010s",63,154,31.4374353690826
"AE98","AE98_3","3","2010s",77,154,60.1013027143366
"AF91","AF91_3","3","2010s",53,154,96.0224708397579
"AF92","AF92_3","3","2010s",51,154,100
"AF93","AF93_3","3","2010s",58,154,93.5680064039386
"AF94","AF94_3","3","2010s",57,154,64.920690383459
"AF98","AF98_3","3","2010s",61,154,35.8703357062038
"AF99","AF99_3","3","2010s",65,154,29.1649009559219
"BC20","BC20_3","3","2010s",74,154,100
"BC32","BC32_3","3","2010s",59,154,100
"BC33","BC33_3","3","2010s",54,154,90.0083396025285
"BC44","BC44_3","3","2010s",62,154,92.8996909142348
"BC54","BC54_3","3","2010s",64,154,100
"BC60","BC60_3","3","2010s",42,154,100
"BC65","BC65_3","3","2010s",56,154,87.6511598551178
"BC72","BC72_3","3","2010s",58,154,42.2227095505843
"BC75","BC75_3","3","2010s",72,154,83.1903167381744
"BC82","BC82_3","3","2010s",68,154,38.2382493245741
"BC83","BC83_3","3","2010s",57,154,59.2589059914817
"BC84","BC84_3","3","2010s",75,154,98.1573092073059
"BC85","BC85_3","3","2010s",73,154,99.9184959464101
"BC94","BC94_3","3","2010s",89,154,100
"BC95","BC95_3","3","2010s",59,154,100
"BC96","BC96_3","3","2010s",63,154,84.0788044916003
"BD07","BD07_3","3","2010s",43,154,27.8918391533683
"BD08","BD08_3","3","2010s",58,154,34.2154392038693
"BD11","BD11_3","3","2010s",62,154,100
"BD12","BD12_3","3","2010s",64,154,100
"BD13","BD13_3","3","2010s",74,154,94.1767054329643
"BD19","BD19_3","3","2010s",61,154,100
"BD21","BD21_3","3","2010s",55,154,100
"BD35","BD35_3","3","2010s",58,154,47.2858626474541
"BD36","BD36_3","3","2010s",66,154,66.9227163233266
"BD39","BD39_3","3","2010s",50,154,98.2806491818695
"BD43","BD43_3","3","2010s",46,154,51.9751064518396
"BD45","BD45_3","3","2010s",60,154,91.5697689701455
"BD46","BD46_3","3","2010s",48,154,45.8239324691135
"BD49","BD49_3","3","2010s",52,154,57.6911318923478
"BD50","BD50_3","3","2010s",54,154,100
"BD51","BD51_3","3","2010s",61,154,79.9539888757725
"BD56","BD56_3","3","2010s",41,154,39.8797191099966
"BD57","BD57_3","3","2010s",48,154,87.1031476010498
"BD61","BD61_3","3","2010s",71,154,86.1028611707534
"BD66","BD66_3","3","2010s",40,154,57.0495874789028
"BD68","BD68_3","3","2010s",41,154,100
"BD70","BD70_3","3","2010s",63,154,100
"BD73","BD73_3","3","2010s",76,154,97.6213372857504
"BD76","BD76_3","3","2010s",62,154,44.6876418573642
"BD77","BD77_3","3","2010s",49,154,66.4189847768357
"BD80","BD80_3","3","2010s",61,154,100
"BD81","BD81_3","3","2010s",87,154,100
"BD82","BD82_3","3","2010s",78,154,100
"BD88","BD88_3","3","2010s",55,154,39.718526470875
"BD91","BD91_3","3","2010s",62,154,100
"BE03","BE03_3","3","2010s",69,154,71.4720010768625
"BE07","BE07_3","3","2010s",70,154,91.2639291465244
"BE08","BE08_3","3","2010s",66,154,38.7987616335452
"BE09","BE09_3","3","2010s",47,154,68.4932976221032
"BE11","BE11_3","3","2010s",51,154,59.4235802014122
"BE12","BE12_3","3","2010s",56,154,74.8183395242528
"BE13","BE13_3","3","2010s",70,154,100
"BE14","BE14_3","3","2010s",62,154,100
"BE15","BE15_3","3","2010s",55,154,100
"BE16","BE16_3","3","2010s",49,154,100
"BE17","BE17_3","3","2010s",61,154,99.2996588061194
"BE20","BE20_3","3","2010s",61,154,95.4598068353035
"BE22","BE22_3","3","2010s",60,154,100
"BE27","BE27_3","3","2010s",60,154,100
"BE30","BE30_3","3","2010s",66,154,100
"BE32","BE32_3","3","2010s",48,154,100
"BE34","BE34_3","3","2010s",60,154,100
"BE36","BE36_3","3","2010s",63,154,100
"BE45","BE45_3","3","2010s",57,154,100
"BE55","BE55_3","3","2010s",53,154,100
"BE59","BE59_3","3","2010s",61,154,100
"BE62","BE62_3","3","2010s",42,154,100
"BE63","BE63_3","3","2010s",45,154,100
"BE78","BE78_3","3","2010s",62,154,100
"BE80","BE80_3","3","2010s",73,154,100
"BE82","BE82_3","3","2010s",45,154,100
"BE84","BE84_3","3","2010s",60,154,100
"BE86","BE86_3","3","2010s",72,154,100
"BE89","BE89_3","3","2010s",74,154,100
"BE92","BE92_3","3","2010s",50,154,100
"BE94","BE94_3","3","2010s",60,154,100
"BE95","BE95_3","3","2010s",66,154,100
"BE96","BE96_3","3","2010s",62,154,100
"BE99","BE99_3","3","2010s",60,154,100
"BF02","BF02_3","3","2010s",79,154,90.0620386642933
"BF03","BF03_3","3","2010s",68,154,100
"BF04","BF04_3","3","2010s",90,154,100
"BF05","BF05_3","3","2010s",60,154,100
"BF06","BF06_3","3","2010s",64,154,100
"BF07","BF07_3","3","2010s",76,154,95.872277152451
"BF08","BF08_3","3","2010s",53,154,64.9344661919674
"BF11","BF11_3","3","2010s",68,154,70.0185889959049
"BF16","BF16_3","3","2010s",63,154,100
"BF18","BF18_3","3","2010s",54,154,38.3930891877643
"BF21","BF21_3","3","2010s",58,154,100
"BF31","BF31_3","3","2010s",58,154,100
"BF32","BF32_3","3","2010s",85,154,100
"BF33","BF33_3","3","2010s",77,154,100
"BF38","BF38_3","3","2010s",69,154,100
"BF49","BF49_3","3","2010s",87,154,100
"BF50","BF50_3","3","2010s",47,154,100
"BF58","BF58_3","3","2010s",48,154,100
"BF59","BF59_3","3","2010s",64,154,100
"BF60","BF60_3","3","2010s",59,154,100
"BF61","BF61_3","3","2010s",59,154,100
"BF72","BF72_3","3","2010s",52,154,100
"BF80","BF80_3","3","2010s",50,154,100
"BF81","BF81_3","3","2010s",51,154,100
"BF83","BF83_3","3","2010s",56,154,100
"BF97","BF97_3","3","2010s",52,154,100
"BG27","BG27_3","3","2010s",58,154,49.8379213582154
"BG28","BG28_3","3","2010s",60,154,72.4785331288395
"BG29","BG29_3","3","2010s",86,154,45.2829931338949
"BG30","BG30_3","3","2010s",36,154,33.5351059999925
"BG31","BG31_3","3","2010s",73,154,78.6841263949782
"BG32","BG32_3","3","2010s",68,154,68.5141514097215
"BG33","BG33_3","3","2010s",16,154,36.8837338130741
"BG41","BG41_3","3","2010s",52,154,34.9995711224918
"BG42","BG42_3","3","2010s",57,154,45.4397723268083
"BG43","BG43_3","3","2010s",43,154,36.7732424325284
"BG49","BG49_3","3","2010s",71,154,94.2709071021557
"BG55","BG55_3","3","2010s",65,154,36.9332843715852
"BG64","BG64_3","3","2010s",48,154,100
"BG65","BG65_3","3","2010s",70,154,100
"BG66","BG66_3","3","2010s",56,154,100
"BG70","BG70_3","3","2010s",52,154,100
"BG72","BG72_3","3","2010s",61,154,100
"BG73","BG73_3","3","2010s",76,154,100
"BG75","BG75_3","3","2010s",51,154,100
"BG76","BG76_3","3","2010s",77,154,100
"BG79","BG79_3","3","2010s",56,154,100
"BG86","BG86_3","3","2010s",50,154,100
"BG90","BG90_3","3","2010s",58,154,100
"BG92","BG92_3","3","2010s",77,154,100
"BG93","BG93_3","3","2010s",79,154,100
"BH57","BH57_3","3","2010s",47,154,53.1740038115592
"BH76","BH76_3","3","2010s",44,154,100
"BH77","BH77_3","3","2010s",70,154,100
"BH78","BH78_3","3","2010s",52,154,100
"BH79","BH79_3","3","2010s",65,154,100
"BH86","BH86_3","3","2010s",69,154,100
"BH87","BH87_3","3","2010s",77,154,100
"BH89","BH89_3","3","2010s",72,154,100
"BH99","BH99_3","3","2010s",72,154,100
"CC04","CC04_3","3","2010s",94,154,97.6915925236043
"CC05","CC05_3","3","2010s",75,154,100
"CC06","CC06_3","3","2010s",71,154,95.0939311489514
"CD03","CD03_3","3","2010s",87,154,87.7493218512554
"CD04","CD04_3","3","2010s",66,154,58.1458688653336
"CD09","CD09_3","3","2010s",58,154,57.7273319267787
"CE02","CE02_3","3","2010s",82,154,100
"CF07","CF07_3","3","2010s",55,154,100
"CC14","CC14_3","3","2010s",64,154,74.2985797171558
"CC16","CC16_3","3","2010s",55,154,66.6923075088162
"CC23","CC23_3","3","2010s",38,154,37.5625086392495
"CC24","CC24_3","3","2010s",60,154,99.9687592292757
"CC25","CC25_3","3","2010s",48,154,100
"CC35","CC35_3","3","2010s",58,154,100
"CC36","CC36_3","3","2010s",65,154,81.1049903598051
"CC41","CC41_3","3","2010s",62,154,100
"CC46","CC46_3","3","2010s",76,154,99.4126900796323
"CC53","CC53_3","3","2010s",56,154,89.0326125016613
"CC54","CC54_3","3","2010s",62,154,57.8198622032521
"CC61","CC61_3","3","2010s",86,154,99.0996831886711
"CC64","CC64_3","3","2010s",53,154,48.267872939201
"CC65","CC65_3","3","2010s",54,154,100
"CC68","CC68_3","3","2010s",44,154,57.5382109369765
"CC75","CC75_3","3","2010s",84,154,79.0514381705116
"CC77","CC77_3","3","2010s",61,154,100
"CC80","CC80_3","3","2010s",87,154,100
"CC85","CC85_3","3","2010s",64,154,88.0171803414787
"CC86","CC86_3","3","2010s",61,154,100
"CC92","CC92_3","3","2010s",65,154,100
"CC93","CC93_3","3","2010s",62,154,100
"CC94","CC94_3","3","2010s",61,154,67.6865433444742
"CC95","CC95_3","3","2010s",61,154,46.815369838424
"CC97","CC97_3","3","2010s",69,154,100
"CC98","CC98_3","3","2010s",69,154,100
"CD11","CD11_3","3","2010s",62,154,100
"CD17","CD17_3","3","2010s",68,154,80.2982792587547
"CD18","CD18_3","3","2010s",50,154,34.5514618644161
"CD21","CD21_3","3","2010s",68,154,100
"CD31","CD31_3","3","2010s",62,154,100
"CD32","CD32_3","3","2010s",70,154,98.5689230164375
"CD33","CD33_3","3","2010s",72,154,57.5618792524392
"CD40","CD40_3","3","2010s",69,154,100
"CD42","CD42_3","3","2010s",54,154,100
"CD43","CD43_3","3","2010s",90,154,71.4123372332504
"CD47","CD47_3","3","2010s",65,154,100
"CD50","CD50_3","3","2010s",77,154,100
"CD51","CD51_3","3","2010s",67,154,100
"CD54","CD54_3","3","2010s",76,154,100
"CD57","CD57_3","3","2010s",61,154,100
"CD60","CD60_3","3","2010s",83,154,100
"CD62","CD62_3","3","2010s",64,154,100
"CD63","CD63_3","3","2010s",69,154,100
"CD64","CD64_3","3","2010s",52,154,100
"CD67","CD67_3","3","2010s",69,154,100
"CD69","CD69_3","3","2010s",61,154,100
"CD70","CD70_3","3","2010s",73,154,100
"CD71","CD71_3","3","2010s",103,154,100
"CD74","CD74_3","3","2010s",66,154,100
"CD75","CD75_3","3","2010s",62,154,100
"CD80","CD80_3","3","2010s",72,154,100
"CD82","CD82_3","3","2010s",58,154,100
"CD83","CD83_3","3","2010s",69,154,100
"CD84","CD84_3","3","2010s",77,154,100
"CD90","CD90_3","3","2010s",68,154,100
"CD92","CD92_3","3","2010s",74,154,100
"CD95","CD95_3","3","2010s",89,154,98.5165148759155
"CD98","CD98_3","3","2010s",68,154,100
"CE11","CE11_3","3","2010s",83,154,100
"CE15","CE15_3","3","2010s",48,154,100
"CE17","CE17_3","3","2010s",60,154,100
"CE19","CE19_3","3","2010s",54,154,100
"CE20","CE20_3","3","2010s",53,154,100
"CE22","CE22_3","3","2010s",71,154,100
"CE27","CE27_3","3","2010s",64,154,100
"CE30","CE30_3","3","2010s",72,154,100
"CE31","CE31_3","3","2010s",64,154,100
"CE34","CE34_3","3","2010s",49,154,100
"CE35","CE35_3","3","2010s",67,154,100
"CE38","CE38_3","3","2010s",74,154,100
"CE42","CE42_3","3","2010s",65,154,100
"CE49","CE49_3","3","2010s",79,154,100
"CE51","CE51_3","3","2010s",70,154,100
"CE52","CE52_3","3","2010s",77,154,100
"CE60","CE60_3","3","2010s",74,154,100
"CE61","CE61_3","3","2010s",78,154,100
"CE62","CE62_3","3","2010s",92,154,100
"CE64","CE64_3","3","2010s",81,154,100
"CE67","CE67_3","3","2010s",61,154,100
"CE69","CE69_3","3","2010s",57,154,100
"CE72","CE72_3","3","2010s",78,154,100
"CE74","CE74_3","3","2010s",81,154,100
"CE75","CE75_3","3","2010s",84,154,100
"CE77","CE77_3","3","2010s",54,154,100
"CE78","CE78_3","3","2010s",60,154,100
"CE80","CE80_3","3","2010s",85,154,100
"CE81","CE81_3","3","2010s",94,154,100
"CE82","CE82_3","3","2010s",99,154,100
"CE84","CE84_3","3","2010s",62,154,100
"CE85","CE85_3","3","2010s",71,154,100
"CE86","CE86_3","3","2010s",81,154,100
"CE88","CE88_3","3","2010s",54,154,100
"CE89","CE89_3","3","2010s",60,154,100
"CE90","CE90_3","3","2010s",65,154,100
"CE91","CE91_3","3","2010s",55,154,100
"CE92","CE92_3","3","2010s",65,154,100
"CE99","CE99_3","3","2010s",65,154,100
"CF10","CF10_3","3","2010s",75,154,100
"CF13","CF13_3","3","2010s",74,154,100
"CF14","CF14_3","3","2010s",55,154,100
"CF15","CF15_3","3","2010s",44,154,100
"CF19","CF19_3","3","2010s",50,154,100
"CF23","CF23_3","3","2010s",68,154,100
"CF29","CF29_3","3","2010s",78,154,100
"CF32","CF32_3","3","2010s",78,154,100
"CF33","CF33_3","3","2010s",76,154,100
"CF34","CF34_3","3","2010s",76,154,100
"CF38","CF38_3","3","2010s",56,154,100
"CF40","CF40_3","3","2010s",80,154,100
"CF41","CF41_3","3","2010s",79,154,100
"CF42","CF42_3","3","2010s",57,154,100
"CF43","CF43_3","3","2010s",60,154,100
"CF44","CF44_3","3","2010s",71,154,100
"CF49","CF49_3","3","2010s",84,154,100
"CF50","CF50_3","3","2010s",79,154,100
"CF51","CF51_3","3","2010s",89,154,100
"CF52","CF52_3","3","2010s",62,154,100
"CF54","CF54_3","3","2010s",76,154,100
"CF55","CF55_3","3","2010s",78,154,100
"CF58","CF58_3","3","2010s",68,154,100
"CF59","CF59_3","3","2010s",59,154,100
"CF60","CF60_3","3","2010s",71,154,92.0834828807869
"CF61","CF61_3","3","2010s",67,154,100
"CF62","CF62_3","3","2010s",74,154,100
"CF64","CF64_3","3","2010s",76,154,99.6167626252403
"CF65","CF65_3","3","2010s",67,154,100
"CF69","CF69_3","3","2010s",66,154,100
"CF70","CF70_3","3","2010s",72,154,60.3246843376533
"CF71","CF71_3","3","2010s",63,154,100
"CF73","CF73_3","3","2010s",75,154,100
"CF75","CF75_3","3","2010s",71,154,100
"CF78","CF78_3","3","2010s",74,154,100
"CF79","CF79_3","3","2010s",60,154,100
"CF82","CF82_3","3","2010s",69,154,100
"CF84","CF84_3","3","2010s",72,154,45.778468813505
"CF86","CF86_3","3","2010s",66,154,100
"CF87","CF87_3","3","2010s",62,154,100
"CF89","CF89_3","3","2010s",72,154,100
"CF90","CF90_3","3","2010s",60,154,69.9975665197082
"CF91","CF91_3","3","2010s",70,154,57.4774977957222
"CF92","CF92_3","3","2010s",80,154,96.1572828099174
"CF95","CF95_3","3","2010s",75,154,100
"CF98","CF98_3","3","2010s",72,154,100
"CG05","CG05_3","3","2010s",89,154,100
"CG07","CG07_3","3","2010s",65,154,100
"CG09","CG09_3","3","2010s",73,154,100
"CG13","CG13_3","3","2010s",62,154,100
"CG29","CG29_3","3","2010s",71,154,100
"CG39","CG39_3","3","2010s",85,154,100
"CG40","CG40_3","3","2010s",72,154,100
"CG42","CG42_3","3","2010s",69,154,100
"CG44","CG44_3","3","2010s",83,154,100
"CG47","CG47_3","3","2010s",75,154,100
"CG48","CG48_3","3","2010s",76,154,100
"CG49","CG49_3","3","2010s",74,154,100
"CG50","CG50_3","3","2010s",73,154,99.1584277425785
"CG51","CG51_3","3","2010s",71,154,98.1631917676952
"CG53","CG53_3","3","2010s",71,154,100
"CG54","CG54_3","3","2010s",97,154,100
"CG56","CG56_3","3","2010s",59,154,100
"CG57","CG57_3","3","2010s",59,154,100
"CG58","CG58_3","3","2010s",63,154,100
"CG59","CG59_3","3","2010s",74,154,100
"CG61","CG61_3","3","2010s",54,154,52.1409196559562
"CG65","CG65_3","3","2010s",83,154,100
"CG66","CG66_3","3","2010s",62,154,100
"CG68","CG68_3","3","2010s",47,154,100
"CG69","CG69_3","3","2010s",66,154,91.1674889131165
"CG73","CG73_3","3","2010s",72,154,78.9572195756507
"CG75","CG75_3","3","2010s",69,154,94.8473016073833
"CG78","CG78_3","3","2010s",68,154,74.9055871154747
"CG79","CG79_3","3","2010s",63,154,95.1023000414998
"CG80","CG80_3","3","2010s",47,154,39.7331943091669
"CG83","CG83_3","3","2010s",70,154,68.6251113675168
"CG84","CG84_3","3","2010s",75,154,97.1407759693279
"CG85","CG85_3","3","2010s",66,154,36.0798460262285
"CG89","CG89_3","3","2010s",58,154,62.2756970943883
"CG90","CG90_3","3","2010s",59,154,84.3733515730968
"CH06","CH06_3","3","2010s",61,154,100
"CH34","CH34_3","3","2010s",54,154,100
"CH35","CH35_3","3","2010s",77,154,100
"CH45","CH45_3","3","2010s",89,154,100
"CH46","CH46_3","3","2010s",70,154,100
"CH48","CH48_3","3","2010s",79,154,100
"CH55","CH55_3","3","2010s",59,154,78.6857584092008
"CH56","CH56_3","3","2010s",81,154,100
"CH57","CH57_3","3","2010s",83,154,100
"CH58","CH58_3","3","2010s",67,154,100
"CH59","CH59_3","3","2010s",69,154,72.5486638212771
"CH66","CH66_3","3","2010s",57,154,86.6698695097351
"CH76","CH76_3","3","2010s",50,154,38.0357494214593
"CH77","CH77_3","3","2010s",85,154,90.3801940405882
"CH86","CH86_3","3","2010s",65,154,79.2983993075616
"CH87","CH87_3","3","2010s",62,154,77.0862822775507
"CH88","CH88_3","3","2010s",61,154,94.6629726327992
"CH95","CH95_3","3","2010s",61,154,35.9861429734359
"CH96","CH96_3","3","2010s",62,154,45.0894004803143
"CH97","CH97_3","3","2010s",71,154,88.9759729646184
"CH99","CH99_3","3","2010s",56,154,68.4978793406965
"DC07","DC07_3","3","2010s",68,154,100
"DC09","DC09_3","3","2010s",73,154,100
"DB14","DB14_3","3","2010s",58,154,100
"DB16","DB16_3","3","2010s",70,154,68.4738489270936
"DB24","DB24_3","3","2010s",61,154,100
"DB34","DB34_3","3","2010s",70,154,100
"DB35","DB35_3","3","2010s",55,154,100
"DB40","DB40_3","3","2010s",55,154,100
"DB45","DB45_3","3","2010s",78,154,100
"DB54","DB54_3","3","2010s",76,154,100
"DB55","DB55_3","3","2010s",84,154,100
"DB62","DB62_3","3","2010s",60,154,100
"DB64","DB64_3","3","2010s",69,154,100
"DB65","DB65_3","3","2010s",69,154,100
"DB68","DB68_3","3","2010s",48,154,44.8797192716513
"DB72","DB72_3","3","2010s",62,154,100
"DB74","DB74_3","3","2010s",66,154,97.711342876688
"DB78","DB78_3","3","2010s",72,154,80.5128080431074
"DB79","DB79_3","3","2010s",52,154,37.3209101112595
"DB82","DB82_3","3","2010s",43,154,27.7590016723747
"DB83","DB83_3","3","2010s",71,154,51.5230378670245
"DB89","DB89_3","3","2010s",65,154,62.4383355345561
"DC00","DC00_3","3","2010s",105,154,100
"DC01","DC01_3","3","2010s",99,154,100
"DC04","DC04_3","3","2010s",80,154,82.2589356993454
"DC10","DC10_3","3","2010s",70,154,100
"DC11","DC11_3","3","2010s",78,154,100
"DC15","DC15_3","3","2010s",76,154,89.0966632096471
"DC18","DC18_3","3","2010s",60,154,100
"DC19","DC19_3","3","2010s",65,154,100
"DC23","DC23_3","3","2010s",66,154,100
"DC25","DC25_3","3","2010s",68,154,81.8775625643873
