"comparison_id","comparison_label","start_period","end_period","species","occupied_grid_cells_start","occupied_grid_cells_end","n_shared_grid_cells","records_1970s","records_1990s","records_2010s","prop_occupied_start","prop_occupied_end","delta_occupied_grid_cells","delta_occupancy_proportion","delta_occupancy_percentage_points","change_class","migratory_strategy","foraging_guild_consensus","species_thermal_index","thermal_group"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Calidris_alpina",45,15,895,80,45,15,0.0502793296089385,0.0167597765363128,-30,-0.0335195530726257,-3.35195530726257,"Stable","long-distance","Scolopacids",7.0663752664,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Larus_argentatus",108,138,895,89,108,138,0.120670391061453,0.154189944134078,30,0.0335195530726257,3.35195530726257,"Stable","sedentary and short-distance","Gulls",9.0583381929,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Sterna_paradisaea",90,60,895,99,90,60,0.100558659217877,0.0670391061452514,-30,-0.0335195530726257,-3.35195530726257,"Stable","long-distance","Terns",6.7214988279,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Oriolus_oriolus",43,14,895,135,43,14,0.0480446927374302,0.0156424581005587,-29,-0.0324022346368715,-3.24022346368715,"Stable","long-distance","Orioles",13.4707159049,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Athene_noctua",32,6,895,159,32,6,0.0357541899441341,0.00670391061452514,-26,-0.0290502793296089,-2.90502793296089,"Stable","sedentary","Owls",14.2083192272,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Sylvia_borin",845,819,895,792,845,819,0.94413407821229,0.915083798882682,-26,-0.0290502793296089,-2.90502793296089,"Stable","long-distance","Foliage gleaners",11.3163422901,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Jynx_torquilla",59,84,895,94,59,84,0.0659217877094972,0.093854748603352,25,0.0279329608938547,2.79329608938547,"Stable","short-distance","Woodpeckers",11.8812540667,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Somateria_mollissima",78,54,895,49,78,54,0.0871508379888268,0.0603351955307263,-24,-0.0268156424581006,-2.68156424581006,"Stable","short-distance","Diving ducks",8.1688294838,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Porzana_porzana",22,46,895,40,22,46,0.0245810055865922,0.0513966480446927,24,0.0268156424581006,2.68156424581006,"Stable","long-distance","Rails",12.4064941754,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Pica_pica",799,775,895,774,799,775,0.892737430167598,0.865921787709497,-24,-0.0268156424581005,-2.68156424581005,"Stable","sedentary","Omnivorous corvids",12.155826028,"medium"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Sylvia_atricapilla",858,881,895,776,858,881,0.958659217877095,0.984357541899441,23,0.0256983240223464,2.56983240223464,"Stable","short-distance","Foliage gleaners",12.6192368528,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Haematopus_ostralegus",401,424,895,300,401,424,0.44804469273743,0.473743016759777,23,0.0256983240223463,2.56983240223463,"Stable","short-distance","Plovers",10.4739718085,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Picus_viridis",233,256,895,205,233,256,0.260335195530726,0.286033519553073,23,0.0256983240223463,2.56983240223463,"Stable","sedentary","Woodpeckers",12.9413688865,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Apus_apus",354,332,895,278,354,332,0.395530726256983,0.370949720670391,-22,-0.0245810055865922,-2.45810055865922,"Stable","long-distance","Aerial insectivores",12.4470483242,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Aythya_fuligula",229,207,895,92,229,207,0.25586592178771,0.231284916201117,-22,-0.0245810055865922,-2.45810055865922,"Stable","short-distance","Diving ducks",10.1385920012,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Calidris_pugnax",32,10,895,80,32,10,0.0357541899441341,0.0111731843575419,-22,-0.0245810055865922,-2.45810055865922,"Stable","long-distance","Scolopacids",7.9732949741,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Curruca_curruca",834,856,895,802,834,856,0.931843575418994,0.956424581005587,22,0.0245810055865922,2.45810055865922,"Stable","long-distance","Foliage gleaners",11.6399285102,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Hirundo_rustica",881,860,895,870,881,860,0.984357541899441,0.960893854748603,-21,-0.023463687150838,-2.3463687150838,"Stable","long-distance","Aerial insectivores",12.4305273248,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Mergus_merganser",25,46,895,10,25,46,0.0279329608938547,0.0513966480446927,21,0.023463687150838,2.3463687150838,"Stable","short-distance","Aquatic pursuers",7.9118621485,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Locustella_naevia",265,286,895,146,265,286,0.29608938547486,0.319553072625698,21,0.023463687150838,2.3463687150838,"Stable","long-distance","Marsh warblers",11.7684221003,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Cygnus_olor",557,577,895,501,557,577,0.622346368715084,0.644692737430168,20,0.0223463687150839,2.23463687150839,"Stable","sedentary and short-distance","Grazing waterfowl",12.1899516659,"medium"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Spatula_querquedula",73,53,895,77,73,53,0.0815642458100559,0.0592178770949721,-20,-0.0223463687150838,-2.23463687150838,"Stable","long-distance","Dabbling ducks",12.389627827,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Acrocephalus_schoenobaenus",271,291,895,622,271,291,0.302793296089385,0.325139664804469,20,0.0223463687150838,2.23463687150838,"Stable","long-distance","Marsh warblers",11.3913898283,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Phylloscopus_trochilus",887,867,895,861,887,867,0.991061452513966,0.968715083798883,-20,-0.0223463687150838,-2.23463687150838,"Stable","long-distance","Foliage gleaners",10.4596695622,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Hippolais_icterina",768,750,895,774,768,750,0.858100558659218,0.837988826815642,-18,-0.0201117318435754,-2.01117318435754,"Stable","long-distance","Foliage gleaners",11.3916568563,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Strix_aluco",527,544,895,502,527,544,0.588826815642458,0.607821229050279,17,0.0189944134078213,1.89944134078213,"Stable","sedentary","Owls",12.8738657057,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Anas_acuta",30,13,895,38,30,13,0.0335195530726257,0.0145251396648045,-17,-0.0189944134078212,-1.89944134078212,"Stable","short-distance","Dabbling ducks",8.5273453088,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Larus_fuscus",19,36,895,7,19,36,0.0212290502793296,0.0402234636871508,17,0.0189944134078212,1.89944134078212,"Stable","short-and long-distance","Gulls",8.9178677716,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Acrocephalus_arundinaceus",10,25,895,48,10,25,0.0111731843575419,0.0279329608938547,15,0.0167597765363128,1.67597765363128,"Stable","long-distance","Marsh warblers",13.8793523116,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Buteo_buteo",730,744,895,496,730,744,0.815642458100559,0.831284916201117,14,0.0156424581005586,1.56424581005586,"Stable","sedentary and short-distance","Diurnal raptors",12.6973693303,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Pernis_apivorus",184,197,895,129,184,197,0.205586592178771,0.220111731843575,13,0.0145251396648045,1.45251396648045,"Stable","long-distance","Diurnal raptors",11.9608484505,"medium"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Dendrocopos_major",799,811,895,652,799,811,0.892737430167598,0.906145251396648,12,0.0134078212290503,1.34078212290503,"Stable","sedentary","Woodpeckers",12.1154284266,"medium"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Turdus_philomelos",875,863,895,848,875,863,0.977653631284916,0.964245810055866,-12,-0.0134078212290503,-1.34078212290503,"Stable","short-distance","Thrushes",11.3956704897,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Limosa_limosa",34,23,895,45,34,23,0.0379888268156425,0.0256983240223464,-11,-0.0122905027932961,-1.22905027932961,"Stable","long-distance","Scolopacids",12.0468335512,"medium"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Alauda_arvensis",890,879,895,892,890,879,0.994413407821229,0.982122905027933,-11,-0.012290502793296,-1.2290502793296,"Stable","sedentary and short-distance","Open-land insectivores",12.1983199326,"medium"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Curruca_communis",881,892,895,860,881,892,0.984357541899441,0.996648044692737,11,0.012290502793296,1.2290502793296,"Stable","long-distance","Foliage gleaners",12.6535890847,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Passer_montanus",855,845,895,796,855,845,0.955307262569832,0.94413407821229,-10,-0.011173184357542,-1.1173184357542,"Stable","sedentary","Passerine seedeaters",13.070887931,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Dryocopus_martius",113,103,895,49,113,103,0.126256983240223,0.115083798882682,-10,-0.0111731843575419,-1.11731843575419,"Stable","sedentary","Woodpeckers",11.1193962821,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Larus_marinus",47,57,895,9,47,57,0.0525139664804469,0.0636871508379888,10,0.0111731843575419,1.11731843575419,"Stable","sedentary and short-distance","Gulls",8.3694639418,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Recurvirostra_avosetta",106,96,895,129,106,96,0.118435754189944,0.107262569832402,-10,-0.0111731843575419,-1.11731843575419,"Stable","short-and long-distance","Plovers",14.5831200661,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Coccothraustes_coccothraustes",367,377,895,232,367,377,0.410055865921788,0.42122905027933,10,0.0111731843575419,1.11731843575419,"Stable","sedentary","Passerine seedeaters",12.9763477132,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Certhia_familiaris",544,553,895,366,544,553,0.607821229050279,0.617877094972067,9,0.0100558659217876,1.00558659217876,"Stable","sedentary","Tit-like birds",11.119463211,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Chloris_chloris",870,861,895,790,870,861,0.972067039106145,0.962011173184358,-9,-0.0100558659217876,-1.00558659217876,"Stable","sedentary and short-distance","Passerine seedeaters",12.6006224966,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Cyanistes_caeruleus",879,871,895,819,879,871,0.982122905027933,0.9731843575419,-8,-0.00893854748603351,-0.893854748603351,"Stable","sedentary","Tit-like birds",12.7367473555,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Numenius_arquata",67,61,895,76,67,61,0.0748603351955307,0.0681564245810056,-6,-0.00670391061452515,-0.670391061452515,"Stable","short-distance","Scolopacids",10.0493203009,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Podiceps_nigricollis",31,25,895,22,31,25,0.0346368715083799,0.0279329608938547,-6,-0.00670391061452514,-0.670391061452514,"Stable","short-distance","Aquatic pursuers",13.3391366196,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Tringa_glareola",15,9,895,37,15,9,0.0167597765363128,0.0100558659217877,-6,-0.00670391061452514,-0.670391061452514,"Stable","long-distance","Scolopacids",7.6706167812,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Locustella_luscinioides",16,10,895,22,16,10,0.017877094972067,0.0111731843575419,-6,-0.00670391061452514,-0.670391061452514,"Stable","long-distance","Marsh warblers",13.5908101527,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Periparus_ater",733,727,895,631,733,727,0.818994413407821,0.812290502793296,-6,-0.00670391061452513,-0.670391061452513,"Stable","sedentary","Tit-like birds",11.9045668053,"medium"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Prunella_modularis",849,855,895,806,849,855,0.948603351955307,0.955307262569832,6,0.00670391061452513,0.670391061452513,"Stable","sedentary and short-distance","Low flycatching feeders",10.9083374064,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Sternula_albifrons",34,29,895,75,34,29,0.0379888268156425,0.0324022346368715,-5,-0.00558659217877095,-0.558659217877095,"Stable","long-distance","Terns",13.6554594356,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Circus_pygargus",16,11,895,19,16,11,0.017877094972067,0.0122905027932961,-5,-0.00558659217877095,-0.558659217877095,"Stable","long-distance","Diurnal raptors",13.6904029809,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Delichon_urbicum",789,793,895,703,789,793,0.881564245810056,0.886033519553073,4,0.00446927374301676,0.446927374301676,"Stable","long-distance","Aerial insectivores",12.3470551373,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Sterna_hirundo",68,72,895,85,68,72,0.0759776536312849,0.0804469273743017,4,0.00446927374301676,0.446927374301676,"Stable","long-distance","Terns",11.4396148713,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Troglodytes_troglodytes",887,891,895,830,887,891,0.991061452513966,0.995530726256983,4,0.00446927374301676,0.446927374301676,"Stable","sedentary","Low flycatching feeders",12.2368253494,"medium"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Fringilla_coelebs",889,886,895,873,889,886,0.993296089385475,0.989944134078212,-3,-0.00335195530726262,-0.335195530726262,"Stable","sedentary and short-distance","Foliage gleaners",12.2951633877,"medium"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Cinclus_cinclus",9,6,895,9,9,6,0.0100558659217877,0.00670391061452514,-3,-0.00335195530726257,-0.335195530726257,"Stable","short-distance","Dippers",11.0150016531,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Serinus_serinus",13,10,895,6,13,10,0.0145251396648045,0.0111731843575419,-3,-0.00335195530726257,-0.335195530726257,"Stable","short-distance","Passerine seedeaters",13.8814196118,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Streptopelia_turtur",15,12,895,9,15,12,0.0167597765363128,0.0134078212290503,-3,-0.00335195530726257,-0.335195530726257,"Stable","long-distance","Columbids",13.7662137901,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Erithacus_rubecula",868,865,895,814,868,865,0.969832402234637,0.966480446927374,-3,-0.00335195530726251,-0.335195530726251,"Stable","sedentary","Low flycatching feeders",11.9984458235,"medium"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Thalasseus_sandvicensis",10,8,895,25,10,8,0.0111731843575419,0.00893854748603352,-2,-0.00223463687150838,-0.223463687150838,"Stable","short-and long-distance","Terns",12.309341223,"medium"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Asio_flammeus",7,5,895,26,7,5,0.00782122905027933,0.00558659217877095,-2,-0.00223463687150838,-0.223463687150838,"Stable","sedentary and short-distance","Owls",9.6200242401,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Ficedula_parva",10,12,895,7,10,12,0.0111731843575419,0.0134078212290503,2,0.00223463687150838,0.223463687150838,"Stable","long-distance","Flycatchers",11.5985667049,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Emberiza_citrinella",871,873,895,883,871,873,0.9731843575419,0.975418994413408,2,0.00223463687150838,0.223463687150838,"Stable","sedentary","Buntings",11.5528442066,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Lanius_collurio",353,351,895,319,353,351,0.394413407821229,0.392178770949721,-2,-0.00223463687150838,-0.223463687150838,"Stable","long-distance","Shrikes",12.6238867722,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Motacilla_alba",874,876,895,802,874,876,0.976536312849162,0.97877094972067,2,0.00223463687150838,0.223463687150838,"Stable","short-distance","Open-land insectivores",11.9859302219,"medium"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Tringa_ochropus",30,28,895,23,30,28,0.0335195530726257,0.0312849162011173,-2,-0.00223463687150838,-0.223463687150838,"Stable","short-and long-distance","Scolopacids",9.8785200822,"very cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Columba_palumbus",883,882,895,864,883,882,0.98659217877095,0.985474860335195,-1,-0.00111731843575424,-0.111731843575424,"Stable","sedentary and short-distance","Columbids",12.2214205187,"medium"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Anarhynchus_alexandrinus",6,6,895,22,6,6,0.00670391061452514,0.00670391061452514,0,0,0,"Stable","short-and long-distance","Plovers",16.3071703744,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Dryobates_minor",40,40,895,6,40,40,0.0446927374301676,0.0446927374301676,0,0,0,"Stable","sedentary and short-distance","Woodpeckers",11.5509643269,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Parus_major",885,885,895,873,885,885,0.988826815642458,0.988826815642458,0,0,0,"Stable","sedentary and short-distance","Tit-like birds",12.343727765,"medium"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Turdus_merula",890,890,895,887,890,890,0.994413407821229,0.994413407821229,0,0,0,"Stable","sedentary","Thrushes",12.5843398181,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Corvus_corax",262,560,895,79,262,560,0.292737430167598,0.625698324022346,298,0.332960893854749,33.2960893854749,"Increase","sedentary","Omnivorous corvids",11.7378412998,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Anser_anser",301,589,895,150,301,589,0.336312849162011,0.658100558659218,288,0.321787709497207,32.1787709497207,"Increase","sedentary and short-distance","Grazing waterfowl",11.1956416463,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Coturnix_coturnix",64,281,895,20,64,281,0.0715083798882682,0.313966480446927,217,0.242458100558659,24.2458100558659,"Increase","short-and long-distance","Gallinaceous birds",13.6002736383,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Columba_oenas",173,386,895,34,173,386,0.193296089385475,0.431284916201117,213,0.237988826815642,23.7988826815642,"Increase","short-distance","Columbids",12.4358174295,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Phoenicurus_phoenicurus",638,850,895,532,638,850,0.712849162011173,0.949720670391061,212,0.236871508379888,23.6871508379888,"Increase","long-distance","Low flycatching feeders",11.3098485667,"cold"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Certhia_brachydactyla",130,302,895,24,130,302,0.145251396648045,0.337430167597765,172,0.192178770949721,19.2178770949721,"Increase","sedentary","Tit-like birds",13.8972978687,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Sitta_europaea",547,705,895,445,547,705,0.611173184357542,0.787709497206704,158,0.176536312849162,17.6536312849162,"Increase","sedentary","Tit-like birds",12.7946675987,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Corvus_frugilegus",304,411,895,180,304,411,0.339664804469274,0.459217877094972,107,0.119553072625698,11.9553072625698,"Increase","sedentary","Omnivorous corvids",12.7340640684,"warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Circus_aeruginosus",258,363,895,69,258,363,0.288268156424581,0.405586592178771,105,0.11731843575419,11.731843575419,"Increase","short-and long-distance","Diurnal raptors",13.2259231132,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Regulus_ignicapilla",17,116,895,29,17,116,0.0189944134078212,0.129608938547486,99,0.110614525139665,11.0614525139665,"Increase","short-distance","Tit-like birds",13.1999439071,"very warm"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Acrocephalus_palustris",623,720,895,482,623,720,0.69608938547486,0.804469273743017,97,0.108379888268156,10.8379888268156,"Increase","long-distance","Marsh warblers",12.248077272,"medium"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Alcedo_atthis",98,190,895,77,98,190,0.109497206703911,0.212290502793296,92,0.102793296089385,10.2793296089385,"Increase","sedentary","Kingfishers",13.5319163712,"very warm"
