comparison,base_site,thermal_group,contribution
1990s_minus_1970s,EG16,warm,0
1990s_minus_1970s,EG17,warm,0
1990s_minus_1970s,EG18,warm,0
1990s_minus_1970s,EG19,warm,0
1990s_minus_1970s,EG21,warm,0
1990s_minus_1970s,EG22,warm,0
1990s_minus_1970s,EG23,warm,0
1990s_minus_1970s,EG24,warm,0
1990s_minus_1970s,EG25,warm,0
1990s_minus_1970s,EG26,warm,0
1990s_minus_1970s,EG30,warm,0
1990s_minus_1970s,EG40,warm,0
1990s_minus_1970s,EG41,warm,0
1990s_minus_1970s,EG42,warm,0
1990s_minus_1970s,EG76,warm,0
1990s_minus_1970s,EG77,warm,0
1990s_minus_1970s,EG84,warm,0
1990s_minus_1970s,EG85,warm,0
1990s_minus_1970s,EG86,warm,0
1990s_minus_1970s,EG87,warm,0
1990s_minus_1970s,EG88,warm,0
1990s_minus_1970s,EG89,warm,0
1990s_minus_1970s,EG94,warm,0
1990s_minus_1970s,EG95,warm,0
1990s_minus_1970s,EG96,warm,0
1990s_minus_1970s,EG97,warm,0
1990s_minus_1970s,EG98,warm,0
1990s_minus_1970s,EG99,warm,0
1990s_minus_1970s,EH08,warm,0
1990s_minus_1970s,EH09,warm,0
1990s_minus_1970s,EH13,warm,0
1990s_minus_1970s,EH14,warm,0
1990s_minus_1970s,EH15,warm,0
1990s_minus_1970s,EH16,warm,0
1990s_minus_1970s,EH17,warm,0
1990s_minus_1970s,EH23,warm,0
1990s_minus_1970s,EH24,warm,0
1990s_minus_1970s,EH25,warm,0
1990s_minus_1970s,EH26,warm,0
1990s_minus_1970s,EH27,warm,0
1990s_minus_1970s,EH28,warm,0
1990s_minus_1970s,EH37,warm,0
1990s_minus_1970s,EH38,warm,0
1990s_minus_1970s,EH39,warm,0
1990s_minus_1970s,EH49,warm,0
1990s_minus_1970s,EH54,warm,0
1990s_minus_1970s,EH64,warm,0
1990s_minus_1970s,EH66,warm,0
1990s_minus_1970s,EH67,warm,0
1990s_minus_1970s,EH73,warm,0
1990s_minus_1970s,EH74,warm,0
1990s_minus_1970s,EH75,warm,0
1990s_minus_1970s,EH77,warm,0
1990s_minus_1970s,EH78,warm,0
1990s_minus_1970s,EH83,warm,0
1990s_minus_1970s,EH84,warm,0
1990s_minus_1970s,EH85,warm,0
1990s_minus_1970s,EH87,warm,0
1990s_minus_1970s,EH88,warm,0
1990s_minus_1970s,EH92,warm,0
1990s_minus_1970s,EH93,warm,0
1990s_minus_1970s,EH94,warm,0
1990s_minus_1970s,EH95,warm,0
1990s_minus_1970s,EH96,warm,0
1990s_minus_1970s,EH97,warm,0
1990s_minus_1970s,FE00,warm,0
1990s_minus_1970s,FE10,warm,0
1990s_minus_1970s,FE20,warm,0
1990s_minus_1970s,FE30,warm,0
1990s_minus_1970s,FE40,warm,0
1990s_minus_1970s,FE60,warm,0
1990s_minus_1970s,FE61,warm,0
1990s_minus_1970s,FE71,warm,0
1990s_minus_1970s,FE72,warm,0
1990s_minus_1970s,FE80,warm,0
1990s_minus_1970s,FE81,warm,0
1990s_minus_1970s,FE82,warm,0
1990s_minus_1970s,FE83,warm,0
1990s_minus_1970s,FE90,warm,0
1990s_minus_1970s,FE91,warm,0
1990s_minus_1970s,FE92,warm,0
1990s_minus_1970s,FE93,warm,0
1990s_minus_1970s,FE94,warm,0
1990s_minus_1970s,FF00,warm,0
1990s_minus_1970s,FF01,warm,0
1990s_minus_1970s,FF02,warm,0
1990s_minus_1970s,FF03,warm,0
1990s_minus_1970s,FF04,warm,0
1990s_minus_1970s,FF05,warm,0
1990s_minus_1970s,FF06,warm,0
1990s_minus_1970s,FF07,warm,0
1990s_minus_1970s,FF08,warm,0
1990s_minus_1970s,FF10,warm,0
1990s_minus_1970s,FF12,warm,0
1990s_minus_1970s,FF13,warm,0
1990s_minus_1970s,FF14,warm,0
1990s_minus_1970s,FF15,warm,0
1990s_minus_1970s,FF16,warm,0
1990s_minus_1970s,FF17,warm,0
1990s_minus_1970s,FF18,warm,0
1990s_minus_1970s,FF19,warm,0
1990s_minus_1970s,FF21,warm,0
1990s_minus_1970s,FF22,warm,0
1990s_minus_1970s,FF23,warm,0
1990s_minus_1970s,FF24,warm,0
1990s_minus_1970s,FF25,warm,0
1990s_minus_1970s,FF26,warm,0
1990s_minus_1970s,FF27,warm,0
1990s_minus_1970s,FF29,warm,0
1990s_minus_1970s,FF30,warm,0
1990s_minus_1970s,FF31,warm,0
1990s_minus_1970s,FF32,warm,0
1990s_minus_1970s,FF33,warm,0
1990s_minus_1970s,FF34,warm,0
1990s_minus_1970s,FF35,warm,0
1990s_minus_1970s,FF36,warm,0
1990s_minus_1970s,FF37,warm,0
1990s_minus_1970s,FF38,warm,0
1990s_minus_1970s,FF39,warm,0
1990s_minus_1970s,FF40,warm,0
1990s_minus_1970s,FF41,warm,0
1990s_minus_1970s,FF42,warm,0
1990s_minus_1970s,FF43,warm,0
1990s_minus_1970s,FF44,warm,0
1990s_minus_1970s,FF45,warm,0
1990s_minus_1970s,FF46,warm,0
1990s_minus_1970s,FF50,warm,0
1990s_minus_1970s,FF51,warm,0
1990s_minus_1970s,FF52,warm,0
1990s_minus_1970s,FF53,warm,0
1990s_minus_1970s,FF54,warm,0
1990s_minus_1970s,FF55,warm,0
1990s_minus_1970s,FF57,warm,0
1990s_minus_1970s,FF60,warm,0
1990s_minus_1970s,FF61,warm,0
1990s_minus_1970s,FF62,warm,0
1990s_minus_1970s,FF63,warm,0
1990s_minus_1970s,FF64,warm,0
1990s_minus_1970s,FF65,warm,0
1990s_minus_1970s,FF66,warm,0
1990s_minus_1970s,FF67,warm,0
1990s_minus_1970s,FF69,warm,0
1990s_minus_1970s,FF70,warm,0
1990s_minus_1970s,FF71,warm,0
1990s_minus_1970s,FF72,warm,0
1990s_minus_1970s,FF73,warm,0
1990s_minus_1970s,FF74,warm,0
1990s_minus_1970s,FF75,warm,0
1990s_minus_1970s,FF76,warm,0
1990s_minus_1970s,FF77,warm,0
1990s_minus_1970s,FF78,warm,0
1990s_minus_1970s,FF79,warm,0
1990s_minus_1970s,FF80,warm,0
1990s_minus_1970s,FF81,warm,0
1990s_minus_1970s,FF82,warm,0
1990s_minus_1970s,FF83,warm,0
1990s_minus_1970s,FF84,warm,0
1990s_minus_1970s,FF86,warm,0
1990s_minus_1970s,FF87,warm,0
1990s_minus_1970s,FF88,warm,0
1990s_minus_1970s,FF89,warm,0
1990s_minus_1970s,FF90,warm,0
1990s_minus_1970s,FF91,warm,0
1990s_minus_1970s,FF92,warm,0
1990s_minus_1970s,FF93,warm,0
1990s_minus_1970s,FF94,warm,0
1990s_minus_1970s,FF95,warm,0
1990s_minus_1970s,FF96,warm,0
1990s_minus_1970s,FF97,warm,0
1990s_minus_1970s,FF98,warm,0
1990s_minus_1970s,FF99,warm,0
1990s_minus_1970s,FG04,warm,0
1990s_minus_1970s,FG06,warm,0
1990s_minus_1970s,FG07,warm,0
1990s_minus_1970s,FG08,warm,0
1990s_minus_1970s,FG09,warm,0
1990s_minus_1970s,FG14,warm,0
1990s_minus_1970s,FG18,warm,0
1990s_minus_1970s,FG19,warm,0
1990s_minus_1970s,FG24,warm,0
1990s_minus_1970s,FG26,warm,0
1990s_minus_1970s,FG27,warm,0
1990s_minus_1970s,FG28,warm,0
1990s_minus_1970s,FG29,warm,0
1990s_minus_1970s,FG33,warm,0
1990s_minus_1970s,FG34,warm,0
1990s_minus_1970s,FG35,warm,0
1990s_minus_1970s,FG37,warm,0
1990s_minus_1970s,FG38,warm,0
1990s_minus_1970s,FG39,warm,0
1990s_minus_1970s,FG43,warm,0
1990s_minus_1970s,FG44,warm,0
1990s_minus_1970s,FG45,warm,0
1990s_minus_1970s,FG47,warm,0
1990s_minus_1970s,FG48,warm,0
1990s_minus_1970s,FG49,warm,0
1990s_minus_1970s,FG51,warm,0
1990s_minus_1970s,FG52,warm,0
1990s_minus_1970s,FG53,warm,0
1990s_minus_1970s,FG54,warm,0
1990s_minus_1970s,FG55,warm,0
1990s_minus_1970s,FG56,warm,0
1990s_minus_1970s,FG57,warm,0
1990s_minus_1970s,FG58,warm,0
1990s_minus_1970s,FG59,warm,0
1990s_minus_1970s,FG60,warm,0
1990s_minus_1970s,FG62,warm,0
1990s_minus_1970s,FG63,warm,0
1990s_minus_1970s,FG64,warm,0
1990s_minus_1970s,FG65,warm,0
1990s_minus_1970s,FG66,warm,0
1990s_minus_1970s,FG68,warm,0
1990s_minus_1970s,FG69,warm,0
1990s_minus_1970s,FG70,warm,0
1990s_minus_1970s,FG71,warm,0
1990s_minus_1970s,FG72,warm,0
1990s_minus_1970s,FG73,warm,0
1990s_minus_1970s,FG74,warm,0
1990s_minus_1970s,FG75,warm,0
1990s_minus_1970s,FG76,warm,0
1990s_minus_1970s,FG77,warm,0
1990s_minus_1970s,FG78,warm,0
1990s_minus_1970s,FG79,warm,0
1990s_minus_1970s,FG80,warm,0
1990s_minus_1970s,FG81,warm,0
1990s_minus_1970s,FG82,warm,0
1990s_minus_1970s,FG83,warm,0
1990s_minus_1970s,FG84,warm,0
1990s_minus_1970s,FG85,warm,0
1990s_minus_1970s,FG86,warm,0
1990s_minus_1970s,FG87,warm,0
1990s_minus_1970s,FG88,warm,0
1990s_minus_1970s,FG89,warm,0
1990s_minus_1970s,FG90,warm,0
1990s_minus_1970s,FG91,warm,0
1990s_minus_1970s,FG92,warm,0
1990s_minus_1970s,FG93,warm,0
1990s_minus_1970s,FG94,warm,0
1990s_minus_1970s,FG95,warm,0
1990s_minus_1970s,FG97,warm,0
1990s_minus_1970s,FG98,warm,0
1990s_minus_1970s,FG99,warm,0
1990s_minus_1970s,FH01,warm,0
1990s_minus_1970s,FH02,warm,0
1990s_minus_1970s,FH04,warm,0
1990s_minus_1970s,FH05,warm,0
1990s_minus_1970s,FH06,warm,0
1990s_minus_1970s,FH07,warm,0
1990s_minus_1970s,FH08,warm,0
1990s_minus_1970s,FH11,warm,0
1990s_minus_1970s,FH12,warm,0
1990s_minus_1970s,FH13,warm,0
1990s_minus_1970s,FH14,warm,0
1990s_minus_1970s,FH15,warm,0
1990s_minus_1970s,FH16,warm,0
1990s_minus_1970s,FH18,warm,0
1990s_minus_1970s,FH21,warm,0
1990s_minus_1970s,FH22,warm,0
1990s_minus_1970s,FH23,warm,0
1990s_minus_1970s,FH24,warm,0
1990s_minus_1970s,FH25,warm,0
1990s_minus_1970s,FH29,warm,0
1990s_minus_1970s,FH32,warm,0
1990s_minus_1970s,FH33,warm,0
1990s_minus_1970s,FH34,warm,0
1990s_minus_1970s,FH35,warm,0
1990s_minus_1970s,FH36,warm,0
1990s_minus_1970s,FH42,warm,0
1990s_minus_1970s,FH43,warm,0
1990s_minus_1970s,FH44,warm,0
1990s_minus_1970s,FH45,warm,0
1990s_minus_1970s,FH46,warm,0
1990s_minus_1970s,FH52,warm,0
1990s_minus_1970s,FH53,warm,0
1990s_minus_1970s,FH54,warm,0
1990s_minus_1970s,FH55,warm,0
1990s_minus_1970s,FH56,warm,0
1990s_minus_1970s,FH57,warm,0
1990s_minus_1970s,FH58,warm,0
1990s_minus_1970s,FH62,warm,0
1990s_minus_1970s,FH63,warm,0
1990s_minus_1970s,FH64,warm,0
1990s_minus_1970s,FH65,warm,0
1990s_minus_1970s,FH71,warm,0
1990s_minus_1970s,FH72,warm,0
1990s_minus_1970s,FH73,warm,0
1990s_minus_1970s,FH74,warm,0
1990s_minus_1970s,FH75,warm,0
1990s_minus_1970s,FH76,warm,0
1990s_minus_1970s,FH79,warm,0
1990s_minus_1970s,FH80,warm,0
1990s_minus_1970s,FH81,warm,0
1990s_minus_1970s,FH83,warm,0
1990s_minus_1970s,FH84,warm,0
1990s_minus_1970s,FH85,warm,0
1990s_minus_1970s,FH86,warm,0
1990s_minus_1970s,FH87,warm,0
1990s_minus_1970s,FH88,warm,0
1990s_minus_1970s,FH89,warm,0
1990s_minus_1970s,FH95,warm,0
1990s_minus_1970s,FH96,warm,0
1990s_minus_1970s,FH98,warm,0
1990s_minus_1970s,FH99,warm,0
1990s_minus_1970s,GE00,warm,0
1990s_minus_1970s,GE01,warm,0
1990s_minus_1970s,GE02,warm,0
1990s_minus_1970s,GE03,warm,0
1990s_minus_1970s,GE04,warm,0
1990s_minus_1970s,GE10,warm,0
1990s_minus_1970s,GE11,warm,0
1990s_minus_1970s,GE12,warm,0
1990s_minus_1970s,GE13,warm,0
1990s_minus_1970s,GE14,warm,0
1990s_minus_1970s,GE20,warm,0
1990s_minus_1970s,GE21,warm,0
1990s_minus_1970s,GE22,warm,0
1990s_minus_1970s,GE23,warm,0
1990s_minus_1970s,GE24,warm,0
1990s_minus_1970s,GE30,warm,0
1990s_minus_1970s,GE31,warm,0
1990s_minus_1970s,GE32,warm,0
1990s_minus_1970s,GE33,warm,0
1990s_minus_1970s,GE34,warm,0
1990s_minus_1970s,GE42,warm,0
1990s_minus_1970s,GE43,warm,0
1990s_minus_1970s,GF00,warm,0
1990s_minus_1970s,GF01,warm,0
1990s_minus_1970s,GF02,warm,0
1990s_minus_1970s,GF03,warm,0
1990s_minus_1970s,GF04,warm,0
1990s_minus_1970s,GF05,warm,0
1990s_minus_1970s,GF06,warm,0
1990s_minus_1970s,GF07,warm,0
1990s_minus_1970s,GF08,warm,0
1990s_minus_1970s,GF09,warm,0
1990s_minus_1970s,GF12,warm,0
1990s_minus_1970s,GF13,warm,0
1990s_minus_1970s,GF14,warm,0
1990s_minus_1970s,GF15,warm,0
1990s_minus_1970s,GF16,warm,0
1990s_minus_1970s,GF17,warm,0
1990s_minus_1970s,GF18,warm,0
1990s_minus_1970s,GF19,warm,0
1990s_minus_1970s,GF23,warm,0
1990s_minus_1970s,GF24,warm,0
1990s_minus_1970s,GF25,warm,0
1990s_minus_1970s,GF26,warm,0
1990s_minus_1970s,GF27,warm,0
1990s_minus_1970s,GF28,warm,0
1990s_minus_1970s,GF29,warm,0
1990s_minus_1970s,GF33,warm,0
1990s_minus_1970s,GF34,warm,0
1990s_minus_1970s,GF35,warm,0
1990s_minus_1970s,GF36,warm,0
1990s_minus_1970s,GF37,warm,0
1990s_minus_1970s,GF38,warm,0
1990s_minus_1970s,GF39,warm,0
1990s_minus_1970s,GF43,warm,0
1990s_minus_1970s,GF44,warm,0
1990s_minus_1970s,GF45,warm,0
1990s_minus_1970s,GF46,warm,0
1990s_minus_1970s,GF47,warm,0
1990s_minus_1970s,GF48,warm,0
1990s_minus_1970s,GF49,warm,0
1990s_minus_1970s,GF52,warm,0
1990s_minus_1970s,GF53,warm,0
1990s_minus_1970s,GF54,warm,0
1990s_minus_1970s,GF55,warm,0
1990s_minus_1970s,GF63,warm,0
1990s_minus_1970s,GF74,warm,0
1990s_minus_1970s,GG00,warm,0
1990s_minus_1970s,GG02,warm,0
1990s_minus_1970s,GG05,warm,0
1990s_minus_1970s,GG06,warm,0
1990s_minus_1970s,GG07,warm,0
1990s_minus_1970s,GG08,warm,0
1990s_minus_1970s,GG09,warm,0
1990s_minus_1970s,GG10,warm,0
1990s_minus_1970s,GG15,warm,0
1990s_minus_1970s,GG16,warm,0
1990s_minus_1970s,GG17,warm,0
1990s_minus_1970s,GG18,warm,0
1990s_minus_1970s,GG20,warm,0
1990s_minus_1970s,GG25,warm,0
1990s_minus_1970s,GG26,warm,0
1990s_minus_1970s,GG27,warm,0
1990s_minus_1970s,GG28,warm,0
1990s_minus_1970s,GG30,warm,0
1990s_minus_1970s,GG36,warm,0
1990s_minus_1970s,GG37,warm,0
1990s_minus_1970s,GG40,warm,0
1990s_minus_1970s,GH06,warm,0
1990s_minus_1970s,GH07,warm,0
1990s_minus_1970s,GH08,warm,0
1990s_minus_1970s,GH09,warm,0
1990s_minus_1970s,GH17,warm,0
1990s_minus_1970s,GH18,warm,0
1990s_minus_1970s,GH19,warm,0
1990s_minus_1970s,GH29,warm,0
1990s_minus_1970s,GH39,warm,0
1990s_minus_1970s,GH49,warm,0
1990s_minus_1970s,GH59,warm,0
1990s_minus_1970s,HA03,warm,0
1990s_minus_1970s,HA04,warm,0
1990s_minus_1970s,HA05,warm,0
1990s_minus_1970s,HA06,warm,0
1990s_minus_1970s,HA07,warm,0
1990s_minus_1970s,HA13,warm,0
1990s_minus_1970s,HA14,warm,0
1990s_minus_1970s,HA15,warm,0
1990s_minus_1970s,HA16,warm,0
1990s_minus_1970s,HA17,warm,0
1990s_minus_1970s,HA22,warm,0
1990s_minus_1970s,HA23,warm,0
1990s_minus_1970s,HA24,warm,0
1990s_minus_1970s,HA25,warm,0
1990s_minus_1970s,HA26,warm,0
1990s_minus_1970s,HA32,warm,0
1990s_minus_1970s,HA33,warm,0
1990s_minus_1970s,HA34,warm,0
1990s_minus_1970s,HA35,warm,0
1990s_minus_1970s,HA36,warm,0
1990s_minus_1970s,HA42,warm,0
1990s_minus_1970s,HA43,warm,0
1990s_minus_1970s,HA44,warm,0
1990s_minus_1970s,HA45,warm,0
1990s_minus_1970s,HA52,warm,0
1990s_minus_1970s,HA53,warm,0
1990s_minus_1970s,HA54,warm,0
1990s_minus_1970s,AD90,very_warm,0
1990s_minus_1970s,AD92,very_warm,0
1990s_minus_1970s,AD93,very_warm,0
1990s_minus_1970s,AD94,very_warm,0
1990s_minus_1970s,AD95,very_warm,0
1990s_minus_1970s,AE93,very_warm,0
1990s_minus_1970s,AE94,very_warm,0
1990s_minus_1970s,AE95,very_warm,0
1990s_minus_1970s,AE96,very_warm,0
1990s_minus_1970s,AE97,very_warm,0
1990s_minus_1970s,AE98,very_warm,0
1990s_minus_1970s,AF81,very_warm,0
1990s_minus_1970s,AF82,very_warm,0
1990s_minus_1970s,AF91,very_warm,0
1990s_minus_1970s,AF92,very_warm,0
1990s_minus_1970s,AF93,very_warm,0
1990s_minus_1970s,AF94,very_warm,0
1990s_minus_1970s,AF97,very_warm,0
1990s_minus_1970s,AF98,very_warm,0
1990s_minus_1970s,AF99,very_warm,0
1990s_minus_1970s,BC20,very_warm,0
1990s_minus_1970s,BC21,very_warm,0
1990s_minus_1970s,BC30,very_warm,0
1990s_minus_1970s,BC31,very_warm,0
1990s_minus_1970s,BC32,very_warm,0
1990s_minus_1970s,BC33,very_warm,0
1990s_minus_1970s,BC34,very_warm,0
1990s_minus_1970s,BC41,very_warm,0
1990s_minus_1970s,BC43,very_warm,0
1990s_minus_1970s,BC44,very_warm,0
1990s_minus_1970s,BC45,very_warm,0
1990s_minus_1970s,BC50,very_warm,0
1990s_minus_1970s,BC51,very_warm,0
1990s_minus_1970s,BC52,very_warm,0
1990s_minus_1970s,BC53,very_warm,0
1990s_minus_1970s,BC54,very_warm,0
1990s_minus_1970s,BC55,very_warm,0
1990s_minus_1970s,BC60,very_warm,0
1990s_minus_1970s,BC62,very_warm,0
1990s_minus_1970s,BC64,very_warm,0
1990s_minus_1970s,BC65,very_warm,0
1990s_minus_1970s,BC70,very_warm,0
1990s_minus_1970s,BC71,very_warm,0
1990s_minus_1970s,BC72,very_warm,0
1990s_minus_1970s,BC73,very_warm,0
1990s_minus_1970s,BC74,very_warm,0
1990s_minus_1970s,BC75,very_warm,0
1990s_minus_1970s,BC81,very_warm,0
1990s_minus_1970s,BC82,very_warm,0
1990s_minus_1970s,BC83,very_warm,0
1990s_minus_1970s,BC84,very_warm,0
1990s_minus_1970s,BC85,very_warm,0
1990s_minus_1970s,BC93,very_warm,0
1990s_minus_1970s,BC94,very_warm,0
1990s_minus_1970s,BC95,very_warm,0
1990s_minus_1970s,BC96,very_warm,0
1990s_minus_1970s,BD00,very_warm,0
1990s_minus_1970s,BD02,very_warm,0
1990s_minus_1970s,BD03,very_warm,0
1990s_minus_1970s,BD04,very_warm,0
1990s_minus_1970s,BD05,very_warm,0
1990s_minus_1970s,BD06,very_warm,0
1990s_minus_1970s,BD07,very_warm,0
1990s_minus_1970s,BD08,very_warm,0
1990s_minus_1970s,BD10,very_warm,0
1990s_minus_1970s,BD11,very_warm,0
1990s_minus_1970s,BD12,very_warm,0
1990s_minus_1970s,BD13,very_warm,0
1990s_minus_1970s,BD17,very_warm,0
1990s_minus_1970s,BD18,very_warm,0
1990s_minus_1970s,BD19,very_warm,0
1990s_minus_1970s,BD21,very_warm,0
1990s_minus_1970s,BD22,very_warm,0
1990s_minus_1970s,BD26,very_warm,0
1990s_minus_1970s,BD27,very_warm,0
1990s_minus_1970s,BD28,very_warm,0
1990s_minus_1970s,BD31,very_warm,0
1990s_minus_1970s,BD32,very_warm,0
1990s_minus_1970s,BD35,very_warm,0
1990s_minus_1970s,BD36,very_warm,0
1990s_minus_1970s,BD37,very_warm,0
1990s_minus_1970s,BD38,very_warm,0
1990s_minus_1970s,BD39,very_warm,0
1990s_minus_1970s,BD40,very_warm,0
1990s_minus_1970s,BD41,very_warm,0
1990s_minus_1970s,BD42,very_warm,0
1990s_minus_1970s,BD43,very_warm,0
1990s_minus_1970s,BD44,very_warm,0
1990s_minus_1970s,BD45,very_warm,0
1990s_minus_1970s,BD46,very_warm,0
1990s_minus_1970s,BD47,very_warm,0
1990s_minus_1970s,BD48,very_warm,0
1990s_minus_1970s,BD49,very_warm,0
1990s_minus_1970s,BD50,very_warm,0
1990s_minus_1970s,BD51,very_warm,0
1990s_minus_1970s,BD55,very_warm,0
1990s_minus_1970s,BD56,very_warm,0
1990s_minus_1970s,BD57,very_warm,0
1990s_minus_1970s,BD58,very_warm,0
1990s_minus_1970s,BD59,very_warm,0
1990s_minus_1970s,BD60,very_warm,0
1990s_minus_1970s,BD61,very_warm,0
1990s_minus_1970s,BD64,very_warm,0
1990s_minus_1970s,BD66,very_warm,0
1990s_minus_1970s,BD67,very_warm,0
1990s_minus_1970s,BD68,very_warm,0
1990s_minus_1970s,BD69,very_warm,0
1990s_minus_1970s,BD70,very_warm,0
1990s_minus_1970s,BD71,very_warm,0
1990s_minus_1970s,BD72,very_warm,0
1990s_minus_1970s,BD73,very_warm,0
1990s_minus_1970s,BD74,very_warm,0
1990s_minus_1970s,BD75,very_warm,0
1990s_minus_1970s,BD76,very_warm,0
1990s_minus_1970s,BD77,very_warm,0
1990s_minus_1970s,BD78,very_warm,0
1990s_minus_1970s,BD80,very_warm,0
1990s_minus_1970s,BD81,very_warm,0
1990s_minus_1970s,BD82,very_warm,0
1990s_minus_1970s,BD83,very_warm,0
1990s_minus_1970s,BD85,very_warm,0
1990s_minus_1970s,BD86,very_warm,0
1990s_minus_1970s,BD87,very_warm,0
1990s_minus_1970s,BD88,very_warm,0
1990s_minus_1970s,BD89,very_warm,0
1990s_minus_1970s,BD90,very_warm,0
1990s_minus_1970s,BD91,very_warm,0
1990s_minus_1970s,BD92,very_warm,0
1990s_minus_1970s,BD93,very_warm,0
1990s_minus_1970s,BD94,very_warm,0
1990s_minus_1970s,BD95,very_warm,0
1990s_minus_1970s,BD97,very_warm,0
1990s_minus_1970s,BD98,very_warm,0
1990s_minus_1970s,BE03,very_warm,0
1990s_minus_1970s,BE04,very_warm,0
1990s_minus_1970s,BE05,very_warm,0
1990s_minus_1970s,BE06,very_warm,0
1990s_minus_1970s,BE07,very_warm,0
1990s_minus_1970s,BE08,very_warm,0
1990s_minus_1970s,BE09,very_warm,0
1990s_minus_1970s,BE11,very_warm,0
1990s_minus_1970s,BE12,very_warm,0
1990s_minus_1970s,BE13,very_warm,0
1990s_minus_1970s,BE14,very_warm,0
1990s_minus_1970s,BE15,very_warm,0
1990s_minus_1970s,BE16,very_warm,0
1990s_minus_1970s,BE17,very_warm,0
1990s_minus_1970s,BE18,very_warm,0
1990s_minus_1970s,BE19,very_warm,0
1990s_minus_1970s,BE20,very_warm,0
1990s_minus_1970s,BE21,very_warm,0
1990s_minus_1970s,BE22,very_warm,0
1990s_minus_1970s,BE23,very_warm,0
1990s_minus_1970s,BE24,very_warm,0
1990s_minus_1970s,BE25,very_warm,0
1990s_minus_1970s,BE26,very_warm,0
1990s_minus_1970s,BE27,very_warm,0
1990s_minus_1970s,BE30,very_warm,0
1990s_minus_1970s,BE31,very_warm,0
1990s_minus_1970s,BE32,very_warm,0
1990s_minus_1970s,BE33,very_warm,0
1990s_minus_1970s,BE34,very_warm,0
1990s_minus_1970s,BE35,very_warm,0
1990s_minus_1970s,BE36,very_warm,0
1990s_minus_1970s,BE37,very_warm,0
1990s_minus_1970s,BE38,very_warm,0
1990s_minus_1970s,BE39,very_warm,0
1990s_minus_1970s,BE40,very_warm,0
1990s_minus_1970s,BE41,very_warm,0
1990s_minus_1970s,BE42,very_warm,0
1990s_minus_1970s,BE43,very_warm,0
1990s_minus_1970s,BE44,very_warm,0
1990s_minus_1970s,BE45,very_warm,0
1990s_minus_1970s,BE46,very_warm,0
1990s_minus_1970s,BE47,very_warm,0
1990s_minus_1970s,BE48,very_warm,0
1990s_minus_1970s,BE50,very_warm,0
1990s_minus_1970s,BE51,very_warm,0
1990s_minus_1970s,BE52,very_warm,0
1990s_minus_1970s,BE53,very_warm,0
1990s_minus_1970s,BE54,very_warm,0
1990s_minus_1970s,BE55,very_warm,0
1990s_minus_1970s,BE56,very_warm,0
1990s_minus_1970s,BE57,very_warm,0
1990s_minus_1970s,BE58,very_warm,0
1990s_minus_1970s,BE59,very_warm,0
1990s_minus_1970s,BE60,very_warm,0
1990s_minus_1970s,BE61,very_warm,0
1990s_minus_1970s,BE62,very_warm,0
1990s_minus_1970s,BE63,very_warm,0
1990s_minus_1970s,BE64,very_warm,0
1990s_minus_1970s,BE65,very_warm,0
1990s_minus_1970s,BE66,very_warm,0
1990s_minus_1970s,BE67,very_warm,0
1990s_minus_1970s,BE68,very_warm,0
1990s_minus_1970s,BE69,very_warm,0
1990s_minus_1970s,BE70,very_warm,0
1990s_minus_1970s,BE71,very_warm,0
1990s_minus_1970s,BE73,very_warm,0
1990s_minus_1970s,BE74,very_warm,0
1990s_minus_1970s,BE75,very_warm,0
1990s_minus_1970s,BE76,very_warm,0
1990s_minus_1970s,BE77,very_warm,0
1990s_minus_1970s,BE78,very_warm,0
1990s_minus_1970s,BE79,very_warm,0
1990s_minus_1970s,BE80,very_warm,0
1990s_minus_1970s,BE81,very_warm,0
1990s_minus_1970s,BE82,very_warm,0
1990s_minus_1970s,BE83,very_warm,0
1990s_minus_1970s,BE84,very_warm,0
1990s_minus_1970s,BE85,very_warm,0
1990s_minus_1970s,BE86,very_warm,0
1990s_minus_1970s,BE87,very_warm,0
1990s_minus_1970s,BE88,very_warm,0
1990s_minus_1970s,BE89,very_warm,0
1990s_minus_1970s,BE90,very_warm,0
1990s_minus_1970s,BE91,very_warm,0
1990s_minus_1970s,BE92,very_warm,0
1990s_minus_1970s,BE93,very_warm,0
1990s_minus_1970s,BE94,very_warm,0
1990s_minus_1970s,BE95,very_warm,0
1990s_minus_1970s,BE96,very_warm,0
1990s_minus_1970s,BE97,very_warm,0
1990s_minus_1970s,BE98,very_warm,0
1990s_minus_1970s,BE99,very_warm,0
1990s_minus_1970s,BF00,very_warm,0
1990s_minus_1970s,BF01,very_warm,0
1990s_minus_1970s,BF02,very_warm,0
1990s_minus_1970s,BF03,very_warm,0
1990s_minus_1970s,BF04,very_warm,0
1990s_minus_1970s,BF05,very_warm,0
1990s_minus_1970s,BF06,very_warm,0
1990s_minus_1970s,BF07,very_warm,0
1990s_minus_1970s,BF08,very_warm,0
1990s_minus_1970s,BF11,very_warm,0
1990s_minus_1970s,BF12,very_warm,0
1990s_minus_1970s,BF14,very_warm,0
1990s_minus_1970s,BF15,very_warm,0
1990s_minus_1970s,BF16,very_warm,0
1990s_minus_1970s,BF17,very_warm,0
1990s_minus_1970s,BF18,very_warm,0
1990s_minus_1970s,BF21,very_warm,0
1990s_minus_1970s,BF24,very_warm,0
1990s_minus_1970s,BF27,very_warm,0
1990s_minus_1970s,BF28,very_warm,0
