base_site,site_from,site_to,X,Y,predictor,predictor_label,coefficient,local_t,abs_local_t,direction,local_r2,trait_family,trait_value,n_species,model_set,supported,dominant_driver,dominant_direction
DE69,DE69,DE69,582499.925380716,6247499.821784631,perc_pasture,Pasture,-8.258144199228815e-4,-2.313902296024776,2.313902296024776,Negative,0.16593815425632716,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DE75,DE75,DE75,587499.9822943644,6227499.740914788,perc_pasture,Pasture,-0.0010985449023674832,-2.8987752316711473,2.8987752316711473,Negative,0.17685947411352854,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DE78,DE78,DE78,587499.9809427367,6242499.8550773095,perc_pasture,Pasture,-9.178435440018228e-4,-2.4459490363571055,2.4459490363571055,Negative,0.17324951018452622,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DE79,DE79,DE79,587499.9718824326,6247499.824550713,perc_pasture,Pasture,-8.789034000027913e-4,-2.3424036271004196,2.3424036271004196,Negative,0.1674969828106466,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DE84,DE84,DE84,592499.9550939988,6222499.799698218,perc_pasture,Pasture,-0.0012365086163094196,-3.10558395103959,3.10558395103959,Negative,0.16952713987635895,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DE85,DE85,DE85,592500.0141816582,6227499.78733749,perc_pasture,Pasture,-0.0011613536059548904,-2.922948676266041,2.922948676266041,Negative,0.17424681450439264,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DE86,DE86,DE86,592500.0119548003,6232499.814113551,perc_pasture,Pasture,-0.001089749347074876,-2.746064413336616,2.746064413336616,Negative,0.17650644195824247,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DE87,DE87,DE87,592500.011741156,6237499.7700439,perc_pasture,Pasture,-0.0010288793645534002,-2.593838439427303,2.593838439427303,Negative,0.17618869098034515,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DE88,DE88,DE88,592500.0074987623,6242499.877671048,perc_pasture,Pasture,-9.779700010803844e-4,-2.4628362639381893,2.4628362639381893,Negative,0.1733711938687733,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DE89,DE89,DE89,592500.0052482311,6247499.803093614,perc_pasture,Pasture,-9.376965935438814e-4,-2.3545830643910546,2.3545830643910546,Negative,0.16832187386008213,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DE90,DE90,DE90,597499.937235394,6202499.867768866,perc_pasture,Pasture,-0.0014274460458184506,-3.4071591248739455,3.4071591248739455,Negative,0.1251220473555562,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DE94,DE94,DE94,597499.973766844,6222499.817559282,perc_pasture,Pasture,-0.0012810055004257232,-3.063059676986941,3.063059676986941,Negative,0.16427396004662012,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DE96,DE96,DE96,597499.9776650518,6232499.7592064515,perc_pasture,Pasture,-0.0011486059928914908,-2.739370891990325,2.739370891990325,Negative,0.17351897601224722,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DE97,DE97,DE97,597500.0164649216,6237499.792208735,perc_pasture,Pasture,-0.0010877439482680506,-2.584119405673554,2.584119405673554,Negative,0.17419572923272827,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DE98,DE98,DE98,597499.9749128878,6242499.864260202,perc_pasture,Pasture,-0.0010364071583579015,-2.449508131321145,2.449508131321145,Negative,0.1723485101154311,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DE99,DE99,DE99,597499.9781003586,6247499.86686593,perc_pasture,Pasture,-9.95677515143225e-4,-2.3381848041987805,2.3381848041987805,Negative,0.16821198689271905,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DF00,DF00,DF00,552500.0821818158,6152499.918017617,tmean_breeding,Temperature,-0.0031337814625928893,-5.332068205727911,5.332068205727911,Negative,0.07289290861882311,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF01,DF01,DF01,552500.0434295452,6157499.903279973,tmean_breeding,Temperature,-0.003207129401616085,-5.439420262039449,5.439420262039449,Negative,0.07569823702995786,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF04,DF04,DF04,552500.0484365653,6172499.866101065,tmean_breeding,Temperature,-0.003249121400668997,-5.2705577418719125,5.2705577418719125,Negative,0.08989258029859584,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF05,DF05,DF05,552500.0248900052,6177499.8923083795,tmean_breeding,Temperature,-0.0031726226545704733,-5.024673207688734,5.024673207688734,Negative,0.09581895252140199,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF06,DF06,DF06,552500.0201864875,6182499.845409598,tmean_breeding,Temperature,-0.003022301714529564,-4.662697072561391,4.662697072561391,Negative,0.10207763471184818,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF07,DF07,DF07,552500.0322634379,6187499.836667846,tmean_breeding,Temperature,-0.0027888659673418973,-4.186718594368741,4.186718594368741,Negative,0.10869067810587915,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF08,DF08,DF08,552499.9978258526,6192499.865300811,perc_pasture,Pasture,-0.0013557016310266252,-3.938588012001891,3.938588012001891,Negative,0.15049780129577187,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DF09,DF09,DF09,552500.0427085381,6197499.8215051675,perc_pasture,Pasture,-0.0012977382627441963,-3.8193561839047225,3.8193561839047225,Negative,0.15474748812175823,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DF10,DF10,DF10,557500.0539540383,6152499.913491488,tmean_breeding,Temperature,-0.0030346285955164588,-5.17899698989522,5.17899698989522,Negative,0.07228886687882591,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF14,DF14,DF14,557500.0426793615,6172499.947726307,tmean_breeding,Temperature,-0.003169463902449401,-5.118386536106905,5.118386536106905,Negative,0.08863104119806021,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF15,DF15,DF15,557500.0018913269,6177499.856621167,tmean_breeding,Temperature,-0.0031151326820962983,-4.90507429716075,4.90507429716075,Negative,0.09502362088354659,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF16,DF16,DF16,557500.0236227086,6182499.915863126,tmean_breeding,Temperature,-0.0030079897673577424,-4.608087330846604,4.608087330846604,Negative,0.10189703143226672,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF17,DF17,DF17,557499.9860512931,6187499.789903091,tmean_breeding,Temperature,-0.0028333263364467994,-4.218235666391206,4.218235666391206,Negative,0.10918066712700601,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF18,DF18,DF18,557500.0093904075,6192499.814239048,perc_pasture,Pasture,-0.0013814801802115692,-3.936017049163941,3.936017049163941,Negative,0.15072325511732726,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DF19,DF19,DF19,557500.0331405934,6197499.765436237,perc_pasture,Pasture,-0.0013252225845303495,-3.824646603862877,3.824646603862877,Negative,0.15549026283888537,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DF20,DF20,DF20,562500.08334866,6152499.927340711,tmean_breeding,Temperature,-0.0028860397672449624,-4.959961875202717,4.959961875202717,Negative,0.07053846789399372,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF24,DF24,DF24,562500.0367152442,6172499.862543065,tmean_breeding,Temperature,-0.003039385310307006,-4.928430697409686,4.928430697409686,Negative,0.08556420303371068,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF25,DF25,DF25,562499.9763535939,6177499.886270679,tmean_breeding,Temperature,-0.0030003836328956167,-4.737572680203648,4.737572680203648,Negative,0.09227548074374,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF26,DF26,DF26,562499.9653456258,6182499.837874897,tmean_breeding,Temperature,-0.0029232484623966273,-4.485979999470161,4.485979999470161,Negative,0.09981717856506947,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF27,DF27,DF27,562500.0011427227,6187499.828616493,tmean_breeding,Temperature,-0.0027965888681707324,-4.164257207954211,4.164257207954211,Negative,0.10784266139514234,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF28,DF28,DF28,562499.9576474453,6192499.856666409,perc_pasture,Pasture,-0.0014113324818767336,-3.9475606417720837,3.9475606417720837,Negative,0.14996166223064458,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DF29,DF29,DF29,562499.9609393289,6197499.812510072,perc_pasture,Pasture,-0.0013590268752875462,-3.8515212043885594,3.8515212043885594,Negative,0.15539378591709516,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DF30,DF30,DF30,567500.0600414778,6152499.957596392,tmean_breeding,Temperature,-0.002684041436151387,-4.663510005372498,4.663510005372498,Negative,0.06741151822890375,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF31,DF31,DF31,567500.0347013446,6157499.951350236,tmean_breeding,Temperature,-0.002769275217036718,-4.786979918971855,4.786979918971855,Negative,0.06881936866097077,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF37,DF37,DF37,567499.9700276025,6187499.839556279,tmean_breeding,Temperature,-0.002697620649889639,-4.058321323570899,4.058321323570899,Negative,0.10443550306900319,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF38,DF38,DF38,567499.9855262494,6192499.88279332,perc_pasture,Pasture,-0.00144193637061862,-3.968074661265202,3.968074661265202,Negative,0.14807571967156632,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DF39,DF39,DF39,567499.9689031657,6197499.852938899,perc_pasture,Pasture,-0.0013942027666766544,-3.886462418013951,3.886462418013951,Negative,0.15423487922560242,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DF40,DF40,DF40,572500.0649841583,6152499.8935916675,tmean_breeding,Temperature,-0.0024320281817650324,-4.2833988376645475,4.2833988376645475,Negative,0.06280568613397106,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF41,DF41,DF41,572500.0874127243,6157499.909943095,tmean_breeding,Temperature,-0.0025251711062790174,-4.429610049660455,4.429610049660455,Negative,0.06366089254325553,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF48,DF48,DF48,572499.9843263607,6192499.890549853,perc_pasture,Pasture,-0.0014645435098604377,-3.970302121288189,3.970302121288189,Negative,0.14471859548642987,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DF49,DF49,DF49,572499.9503513994,6197499.773365588,perc_pasture,Pasture,-0.0014247509339772447,-3.907648550651752,3.907648550651752,Negative,0.15162014970930254,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DF51,DF51,DF51,577500.0572356211,6157499.892787818,tmean_breeding,Temperature,-0.0022402764964867456,-3.994985350274115,3.994985350274115,Negative,0.057058047656489634,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF52,DF52,DF52,577500.0677353318,6162499.979763222,tmean_breeding,Temperature,-0.0023155177899104105,-4.09644536966814,4.09644536966814,Negative,0.05857208604202036,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF59,DF59,DF59,577499.9181351293,6197499.795993284,perc_pasture,Pasture,-0.0014465618912629294,-3.894050894011706,3.894050894011706,Negative,0.1472941362752809,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DF60,DF60,DF60,582500.0903572468,6152499.924879827,tmean_breeding,Temperature,-0.0018395952432507792,-3.341315159423222,3.341315159423222,Negative,0.04975231240962255,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF61,DF61,DF61,582500.0863001315,6157499.901682529,tmean_breeding,Temperature,-0.0019362279924125371,-3.5111364824226787,3.5111364824226787,Negative,0.04925524267990982,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF62,DF62,DF62,582500.0688732299,6162499.91803773,tmean_breeding,Temperature,-0.002016138901810946,-3.6340327983053893,3.6340327983053893,Negative,0.05012580885623592,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF70,DF70,DF70,587500.0815321453,6152499.907091927,tmean_breeding,Temperature,-0.0015338803432794037,-2.828589772037571,2.828589772037571,Negative,0.041814010429590605,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF71,DF71,DF71,587500.064427627,6157499.934001944,tmean_breeding,Temperature,-0.0016281266909899637,-3.0005110423763517,3.0005110423763517,Negative,0.04046837572942101,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF72,DF72,DF72,587500.0831289394,6162499.89047789,tmean_breeding,Temperature,-0.0017082570752868635,-3.133154206218437,3.133154206218437,Negative,0.040579603070452816,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DF80,DF80,DF80,592500.1000892023,6152499.904054666,perc_grass_shrub,Grass/Shrubland,0.0011478373102395615,2.833048938962286,2.833048938962286,Positive,0.06240747906384976,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DF81,DF81,DF81,592500.1360954175,6157499.880622524,perc_grass_shrub,Grass/Shrubland,0.001108154500040769,2.8444542907303814,2.8444542907303814,Positive,0.059478027850575675,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DF96,DF96,DF96,597500.0114531335,6182499.907238431,perc_pasture,Pasture,-0.0011952216867193053,-2.8210602325393697,2.8210602325393697,Negative,0.08228779888065858,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DF97,DF97,DF97,597499.9710038947,6187499.863307686,perc_pasture,Pasture,-0.0012961557417903707,-3.074307255974734,3.074307255974734,Negative,0.09194646298640395,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DF98,DF98,DF98,597499.9873134624,6192499.861592982,perc_pasture,Pasture,-0.0013659060744675546,-3.251047756168592,3.251047756168592,Negative,0.10255206169751258,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Pasture,Negative
DG00,DG00,DG00,552500.1089325006,6102499.820040352,hh,Land-use heterogeneity,7.687772141305753e-4,2.3584146754977953,2.3584146754977953,Positive,0.09987909139635356,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Land-use heterogeneity,Positive
DG07,DG07,DG07,552500.0776589774,6137499.8553233305,tmean_breeding,Temperature,-0.0027905889581256813,-4.6223626283634704,4.6223626283634704,Negative,0.06960291083149359,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG08,DG08,DG08,552500.0980597695,6142499.949654789,tmean_breeding,Temperature,-0.0029257919441210683,-4.917489663580955,4.917489663580955,Negative,0.07006367805163945,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG09,DG09,DG09,552500.0800114883,6147499.859026643,tmean_breeding,Temperature,-0.0030391048607776167,-5.154732926249391,5.154732926249391,Negative,0.07107626310696895,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG14,DG14,DG14,557500.0859443847,6122499.842967669,tmean_breeding,Temperature,-0.0021520275889936515,-3.3592466372399645,3.3592466372399645,Negative,0.07292527438215517,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG15,DG15,DG15,557500.1128352805,6127499.926189727,tmean_breeding,Temperature,-0.0023361486362432765,-3.7435737299713656,3.7435737299713656,Negative,0.07135741958484952,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG16,DG16,DG16,557500.0859944862,6132499.9357982185,tmean_breeding,Temperature,-0.0025174396818963985,-4.125478564894309,4.125478564894309,Negative,0.07062520766368281,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG17,DG17,DG17,557500.0682798454,6137499.872589368,tmean_breeding,Temperature,-0.002683166514209916,-4.476781622290264,4.476781622290264,Negative,0.07036242781037116,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG18,DG18,DG18,557500.0560698126,6142499.959101104,tmean_breeding,Temperature,-0.002824159744007057,-4.774468245022629,4.774468245022629,Negative,0.07035897421959544,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG19,DG19,DG19,557500.051534985,6147499.972744273,tmean_breeding,Temperature,-0.002940303962089161,-5.009361092875963,5.009361092875963,Negative,0.07090516241666657,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG22,DG22,DG22,562500.0912223725,6112499.9040538985,tmean_breeding,Temperature,-0.0016142887815695124,-2.4145526952370737,2.4145526952370737,Negative,0.08018943660929782,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG23,DG23,DG23,562500.0828425015,6117499.910760884,tmean_breeding,Temperature,-0.001789096786355875,-2.753578055752707,2.753578055752707,Negative,0.0767240855447031,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG24,DG24,DG24,562500.1336018639,6122499.845666463,tmean_breeding,Temperature,-0.0019743268436429613,-3.1220903422897286,3.1220903422897286,Negative,0.07401442318161096,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG25,DG25,DG25,562500.112409009,6127499.929512105,tmean_breeding,Temperature,-0.002164594423009,-3.508309711985512,3.508309711985512,Negative,0.07211221315299945,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG26,DG26,DG26,562500.085315404,6132499.940609023,tmean_breeding,Temperature,-0.0023528043804625113,-3.894580445750291,3.894580445750291,Negative,0.07097624769934098,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG27,DG27,DG27,562500.1149576314,6137499.879825633,tmean_breeding,Temperature,-0.002521585135164933,-4.2457947478212565,4.2457947478212565,Negative,0.07015929440671219,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG28,DG28,DG28,562500.0706574302,6142499.967904787,tmean_breeding,Temperature,-0.0026647050765582787,-4.542896821965689,4.542896821965689,Negative,0.06960090418453177,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG29,DG29,DG29,562500.0814846822,6147499.984051399,tmean_breeding,Temperature,-0.0027861777243620277,-4.78373585074633,4.78373585074633,Negative,0.06963842687939037,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG33,DG33,DG33,567500.1053109345,6117499.863251292,tmean_breeding,Temperature,-0.001573793183609156,-2.4634331839823784,2.4634331839823784,Negative,0.07709602226010336,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG34,DG34,DG34,567500.1228144517,6122499.919391854,tmean_breeding,Temperature,-0.0017586761374208323,-2.8235807859456865,2.8235807859456865,Negative,0.07410135893534638,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG35,DG35,DG35,567500.1194090074,6127499.9028383605,tmean_breeding,Temperature,-0.001949451420814173,-3.2025764547310716,3.2025764547310716,Negative,0.07181517154613086,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG36,DG36,DG36,567500.0926647738,6132499.924840984,tmean_breeding,Temperature,-0.002135152890094241,-3.5775849782581974,3.5775849782581974,Negative,0.07013908245227218,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG37,DG37,DG37,567500.1069042278,6137499.875061364,tmean_breeding,Temperature,-0.0023035630593212994,-3.9223064931619196,3.9223064931619196,Negative,0.06871522266358125,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG38,DG38,DG38,567500.0944806039,6142499.975064417,tmean_breeding,Temperature,-0.00244933375928062,-4.22097017213932,4.22097017213932,Negative,0.0675408129609298,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG39,DG39,DG39,567500.0597612784,6147499.890981247,tmean_breeding,Temperature,-0.0025754145725210738,-4.4697703876196515,4.4697703876196515,Negative,0.06702039712404528,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG41,DG41,DG41,572500.1270477285,6107499.844195573,hh,Land-use heterogeneity,7.742178491165908e-4,2.2224883216713565,2.2224883216713565,Positive,0.10326403762341436,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Land-use heterogeneity,Positive
DG42,DG42,DG42,572500.1240832573,6112499.841285639,perc_grass_shrub,Grass/Shrubland,9.980659335963211e-4,2.281396742374247,2.281396742374247,Positive,0.10179302176435835,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DG43,DG43,DG43,572500.0844316228,6117499.87702596,perc_grass_shrub,Grass/Shrubland,9.97623434163529e-4,2.3614385350573297,2.3614385350573297,Positive,0.09849886044926116,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DG44,DG44,DG44,572500.1345045101,6122499.95346573,tmean_breeding,Temperature,-0.00151643412893635,-2.4764707845709752,2.4764707845709752,Negative,0.07303195792746117,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG45,DG45,DG45,572500.0844221165,6127499.956186771,tmean_breeding,Temperature,-0.0016986669591895643,-2.834650476932722,2.834650476932722,Negative,0.07029278029959865,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG46,DG46,DG46,572500.123968225,6132499.888275696,tmean_breeding,Temperature,-0.0018791390757521356,-3.1943495585662416,3.1943495585662416,Negative,0.06801512856270277,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG47,DG47,DG47,572500.1215920995,6137499.970183186,tmean_breeding,Temperature,-0.0020428843780295495,-3.5253412583459984,3.5253412583459984,Negative,0.06588913084178465,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG48,DG48,DG48,572500.0801946897,6142499.979324352,tmean_breeding,Temperature,-0.002187999075522023,-3.8191797093679503,3.8191797093679503,Negative,0.06405459736049043,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG49,DG49,DG49,572500.0622560608,6147499.916709808,tmean_breeding,Temperature,-0.0023183280364178554,-4.075576181251277,4.075576181251277,Negative,0.06296422625249276,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG51,DG51,DG51,577500.0918429886,6107499.86185285,perc_grass_shrub,Grass/Shrubland,0.0010431856181632349,2.184133347874428,2.184133347874428,Positive,0.10536566491738403,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DG52,DG52,DG52,577500.0899779424,6112499.887439063,perc_grass_shrub,Grass/Shrubland,0.0010432935847157145,2.2497491281089865,2.2497491281089865,Positive,0.10141142016364973,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DG53,DG53,DG53,577500.1013102453,6117499.841510532,perc_grass_shrub,Grass/Shrubland,0.0010456840060312782,2.3312769042913124,2.3312769042913124,Positive,0.0978593201229538,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DG54,DG54,DG54,577500.1209952927,6122499.946588742,perc_grass_shrub,Grass/Shrubland,0.0010464933518409738,2.417978510890488,2.417978510890488,Positive,0.0946816505848736,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DG56,DG56,DG56,577500.129765069,6132499.940893321,tmean_breeding,Temperature,-0.001599366491282516,-2.76170662458802,2.76170662458802,Negative,0.06474839712142857,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG57,DG57,DG57,577500.1151194031,6137499.9413368525,tmean_breeding,Temperature,-0.0017564655007926448,-3.077295350550576,3.077295350550576,Negative,0.06191911765064586,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG58,DG58,DG58,577500.1070374141,6142499.981399613,tmean_breeding,Temperature,-0.0018985768217136927,-3.3627345690606756,3.3627345690606756,Negative,0.059385049522351005,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG59,DG59,DG59,577500.1065061892,6147499.949774658,tmean_breeding,Temperature,-0.0020284890538623873,-3.617846521051318,3.617846521051318,Negative,0.05763445897935521,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG60,DG60,DG60,582500.1033814047,6102499.898955876,perc_grass_shrub,Grass/Shrubland,0.001089085457140284,2.1089538236864533,2.1089538236864533,Positive,0.10848291569386175,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DG61,DG61,DG61,582500.1087734731,6107499.811257644,perc_grass_shrub,Grass/Shrubland,0.0010921697218750693,2.1614064886426054,2.1614064886426054,Positive,0.10423897859210071,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DG62,DG62,DG62,582500.1086388057,6112499.874676149,perc_grass_shrub,Grass/Shrubland,0.001094126451915345,2.222023203305412,2.222023203305412,Positive,0.10012678985207236,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DG63,DG63,DG63,582500.106121318,6117499.866638746,perc_grass_shrub,Grass/Shrubland,0.001097700759192494,2.2995739700581774,2.2995739700581774,Positive,0.09633606743346944,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DG64,DG64,DG64,582500.0981873247,6122499.898389105,perc_grass_shrub,Grass/Shrubland,0.0011019397585315181,2.3902496798314714,2.3902496798314714,Positive,0.09287692878913481,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DG65,DG65,DG65,582500.1494407246,6127499.859806266,perc_grass_shrub,Grass/Shrubland,0.0011031968436857461,2.482808194642159,2.482808194642159,Positive,0.08974404009551495,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DG66,DG66,DG66,582500.1276752406,6132499.971046642,perc_grass_shrub,Grass/Shrubland,0.001099964877653297,2.570505063468166,2.570505063468166,Positive,0.08664202911430265,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DG67,DG67,DG67,582500.1017190362,6137499.899436134,perc_grass_shrub,Grass/Shrubland,0.0010929151563918006,2.653413644938247,2.653413644938247,Positive,0.08343112496955543,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
DG68,DG68,DG68,582500.127661447,6142499.979957241,tmean_breeding,Temperature,-0.001598887953165034,-2.8751249547460933,2.8751249547460933,Negative,0.05389978082655831,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG69,DG69,DG69,582500.0820257012,6147499.987659226,tmean_breeding,Temperature,-0.001725110487361895,-3.124461859989584,3.124461859989584,Negative,0.05131065552810307,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Temperature,Negative
DG70,DG70,DG70,587500.1040743836,6102499.842870175,perc_grass_shrub,Grass/Shrubland,0.001145830569694373,2.1144522038966267,2.1144522038966267,Positive,0.1063761499559906,Foraging guild,Open-land insectivores,6,single_predictor,TRUE,Grass/Shrubland,Positive
