base_site,site_from,site_to,X,Y,predictor,predictor_label,coefficient,local_t,abs_local_t,direction,local_r2,trait_family,trait_value,n_species,model_set,supported,dominant_driver,dominant_direction
AD90,AD90,AD90,447500.0709493527,6252499.57832838,perc_grass_shrub,Grass/Shrubland,9.975316097019724e-4,2.6149102811945455,2.6149102811945455,Positive,0.29564914201458853,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
AD91,AD91,AD91,447500.05017916387,6257499.546271402,perc_grass_shrub,Grass/Shrubland,0.0010576497053857291,2.686113558130068,2.686113558130068,Positive,0.2927709554172711,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
AD92,AD92,AD92,447500.02377636905,6262499.551973275,perc_grass_shrub,Grass/Shrubland,0.0011231454049631757,2.761700826654195,2.761700826654195,Positive,0.2910265702645087,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
AD93,AD93,AD93,447499.9924736935,6267499.595406948,perc_grass_shrub,Grass/Shrubland,0.0011881689702727448,2.8270635481456394,2.8270635481456394,Positive,0.29047433784291166,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
AD94,AD94,AD94,447499.9570043505,6272499.676545255,perc_grass_shrub,Grass/Shrubland,0.0012453207890281307,2.866645287317001,2.866645287317001,Positive,0.2910656144886588,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
AD95,AD95,AD95,447499.9167107371,6277499.684056323,perc_grass_shrub,Grass/Shrubland,0.0013013338485571987,2.8963048552268313,2.8963048552268313,Positive,0.29274815825185196,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
AE93,AE93,AE93,447500.1701742312,6217499.746982312,perc_grass_shrub,Grass/Shrubland,7.206377257344694e-4,2.202093473231062,2.202093473231062,Positive,0.33592110583356194,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
AE94,AE94,AE94,447500.1510277113,6222499.78450804,perc_grass_shrub,Grass/Shrubland,7.603112027365397e-4,2.2959058342956022,2.2959058342956022,Positive,0.3300354127719076,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
AE95,AE95,AE95,447500.18198725476,6227499.747924402,perc_grass_shrub,Grass/Shrubland,7.97715624599352e-4,2.3716920455088153,2.3716920455088153,Positive,0.3236773102408959,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
AE96,AE96,AE96,447500.139576756,6232499.638727918,perc_grass_shrub,Grass/Shrubland,0.00083342615595722095,2.4305905360155013,2.4305905360155013,Positive,0.31723878647258413,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
AE97,AE97,AE97,447500.1513174165,6237499.67796077,perc_grass_shrub,Grass/Shrubland,8.669121624660404e-4,2.4717471779536995,2.4717471779536995,Positive,0.3108799391836234,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
AE98,AE98,AE98,447500.15313399426,6242499.6437634,perc_grass_shrub,Grass/Shrubland,9.0179256702989e-4,2.506188497186747,2.506188497186747,Positive,0.304876636257343,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
AF81,AF81,AF81,442500.1384771916,6157499.787446427,tmean_breeding,Temperature,0.0023498117927830413,2.699752972931202,2.699752972931202,Positive,0.32639294314741596,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Temperature,Positive
AF82,AF82,AF82,442500.15165183047,6162499.8084204225,tmean_breeding,Temperature,0.0020453592748311453,2.3300693584575436,2.3300693584575436,Positive,0.33237183882221,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Temperature,Positive
AF91,AF91,AF91,447500.16279772675,6157499.807246089,tmean_breeding,Temperature,0.002401012769172375,2.8823780872972073,2.8823780872972073,Positive,0.3227303320738185,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Temperature,Positive
AF92,AF92,AF92,447500.2057250942,6162499.834014087,tmean_breeding,Temperature,0.002095553590634076,2.498259357844938,2.498259357844938,Positive,0.3290432563679586,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Temperature,Positive
AF93,AF93,AF93,447500.1653840631,6167499.788514787,tmean_breeding,Temperature,0.0017861490235784087,2.0940918140320153,2.0940918140320153,Positive,0.3344650113646842,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Temperature,Positive
AF94,AF94,AF94,447500.1697669054,6172499.780493908,tmean_breeding,Temperature,0.0014643643478307827,1.6752280540237596,1.6752280540237596,Positive,0.33877102513971663,Foraging guild,Aquatic pursuers,6,single_predictor,FALSE,No supported driver,Not supported
AF96,AF96,AF96,447500.12389998813,6182499.65648123,perc_pasture,Pasture,4.909457783265157e-4,1.2379188643010088,1.2379188643010088,Positive,0.34797215984833463,Foraging guild,Aquatic pursuers,6,single_predictor,FALSE,No supported driver,Not supported
AF97,AF97,AF97,447500.13908220717,6187499.650967309,perc_cropland,Cropland,-4.751681187983944e-4,-1.2612659567498308,1.2612659567498308,Negative,0.34980700700486594,Foraging guild,Aquatic pursuers,6,single_predictor,FALSE,No supported driver,Not supported
AF98,AF98,AF98,447500.13873657817,6192499.683587027,perc_grass_shrub,Grass/Shrubland,4.518430765105372e-4,1.4124673249654032,1.4124673249654032,Positive,0.3527649439520361,Foraging guild,Aquatic pursuers,6,single_predictor,FALSE,No supported driver,Not supported
AF99,AF99,AF99,447500.1235891788,6197499.754315107,perc_grass_shrub,Grass/Shrubland,5.136872813861809e-4,1.604743788772827,1.604743788772827,Positive,0.35110734997374005,Foraging guild,Aquatic pursuers,6,single_predictor,FALSE,No supported driver,Not supported
BC10,BC10,BC10,457500.06312543934,6302499.745828598,perc_cropland,Cropland,-0.0021007404722663335,-4.0083931957278205,4.0083931957278205,Negative,0.3129445432730508,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC11,BC11,BC11,457500.0287272008,6307499.784091797,perc_cropland,Cropland,-0.0022736148674615594,-4.150527252224823,4.150527252224823,Negative,0.31750398914325295,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC20,BC20,BC20,462500.0832758646,6302499.782276433,perc_cropland,Cropland,-0.0021698253657060386,-4.360415416780908,4.360415416780908,Negative,0.3069582767331762,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC21,BC21,BC21,462500.08463837503,6307499.738256342,perc_cropland,Cropland,-0.0023404045022431636,-4.510802533076763,4.510802533076763,Negative,0.31090735087977295,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC30,BC30,BC30,467500.03225555073,6302499.688678854,perc_cropland,Cropland,-0.002237257707253958,-4.711501667875273,4.711501667875273,Negative,0.30017007451488564,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC31,BC31,BC31,467500.0700814336,6307499.683991895,perc_cropland,Cropland,-0.0024049739382323416,-4.865414593560845,4.865414593560845,Negative,0.303545881920644,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC32,BC32,BC32,467500.03942602925,6312499.716500132,perc_cropland,Cropland,-0.0025846064834439087,-4.988329965859576,4.988329965859576,Negative,0.3073089711883426,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC33,BC33,BC33,467500.06162332307,6317499.67391025,perc_cropland,Cropland,-0.0027725404711068206,-5.069006764022816,5.069006764022816,Negative,0.311453929091576,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC34,BC34,BC34,467500.01645873167,6322499.668462578,perc_cropland,Cropland,-0.0029590637482668743,-5.095909472290897,5.095909472290897,Negative,0.31626926577207354,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC40,BC40,BC40,472500.05137193855,6302499.68679326,perc_cropland,Cropland,-0.002299180115983073,-5.04372651026652,5.04372651026652,Negative,0.2927407708257986,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC41,BC41,BC41,472500.0641984955,6307499.732148187,perc_cropland,Cropland,-0.0024622790346404133,-5.1968835502731165,5.1968835502731165,Negative,0.2955325789097647,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC43,BC43,BC43,472500.07431792136,6317499.709834675,perc_cropland,Cropland,-0.0028142719341480256,-5.391118236878094,5.391118236878094,Negative,0.3021822508929378,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC44,BC44,BC44,472500.07316175365,6322499.753427244,perc_cropland,Cropland,-0.002990307975121604,-5.412608817626035,5.412608817626035,Negative,0.30620479704165837,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC45,BC45,BC45,472500.04746136797,6327499.722303724,perc_cropland,Cropland,-0.003152453718256541,-5.375288325191011,5.375288325191011,Negative,0.31078880628945893,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC50,BC50,BC50,477500.03517784266,6302499.666388486,perc_cropland,Cropland,-0.0023565827296790935,-5.350758140001973,5.350758140001973,Negative,0.2847220199651379,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC51,BC51,BC51,477500.0219923793,6307499.660629535,perc_cropland,Cropland,-0.002512034568107352,-5.493655506231022,5.493655506231022,Negative,0.286992339109687,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC52,BC52,BC52,477500.0270955203,6312499.691159323,perc_cropland,Cropland,-0.002676886298212894,-5.6046024250936926,5.6046024250936926,Negative,0.289541994679771,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC53,BC53,BC53,477500.050134716,6317499.646637439,perc_cropland,Cropland,-0.0028460814788024993,-5.674394659861518,5.674394659861518,Negative,0.292367021416688,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC54,BC54,BC54,477500.091967421,6322499.63835183,perc_cropland,Cropland,-0.0030108928744448918,-5.691049901613224,5.691049901613224,Negative,0.2956250575021076,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC55,BC55,BC55,477500.0922437846,6327499.666607962,perc_cropland,Cropland,-0.003160455510138446,-5.649505596447563,5.649505596447563,Negative,0.29944696480654825,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC60,BC60,BC60,482500.0626082632,6302499.738540966,perc_cropland,Cropland,-0.0024053242598054392,-5.617711951979438,5.617711951979438,Negative,0.27600907507388706,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC62,BC62,BC62,482500.04548227973,6312499.681136523,perc_cropland,Cropland,-0.0027055913946403896,-5.84301674182717,5.84301674182717,Negative,0.27973683892308604,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC64,BC64,BC64,482500.09264614136,6322499.657199486,perc_cropland,Cropland,-0.0030174592776812306,-5.924656807043566,5.924656807043566,Negative,0.2844822543362522,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC65,BC65,BC65,482500.0574243303,6327499.644156614,perc_cropland,Cropland,-0.0031545919317053097,-5.887849743647714,5.887849743647714,Negative,0.28766301115860643,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC70,BC70,BC70,487500.0281488765,6302499.681272506,perc_cropland,Cropland,-0.002440204999855582,-5.8280293403358385,5.8280293403358385,Negative,0.2665743232146668,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC71,BC71,BC71,487500.02372481115,6307499.714883644,perc_cropland,Cropland,-0.002576475395156375,-5.941806941746186,5.941806941746186,Negative,0.2677950164339877,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC72,BC72,BC72,487500.06305016344,6312499.673261789,perc_cropland,Cropland,-0.0027193425903498645,-6.027765661294349,6.027765661294349,Negative,0.2692296810452178,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC73,BC73,BC73,487500.0249803983,6317499.668063927,perc_cropland,Cropland,-0.0028640328594564156,-6.083202612845081,6.083202612845081,Negative,0.2708422994822859,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC74,BC74,BC74,487500.03132666176,6322499.698896714,perc_cropland,Cropland,-0.0030031596221684435,-6.101098892598545,6.101098892598545,Negative,0.272750326194522,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC75,BC75,BC75,487500.08176904864,6327499.654417714,perc_cropland,Cropland,-0.0031291765038705334,-6.073201024775954,6.073201024775954,Negative,0.27534986618595064,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC81,BC81,BC81,492500.041047909,6307499.729905474,perc_cropland,Cropland,-0.0025886748282262844,-6.084091720841257,6.084091720841257,Negative,0.2572019295438587,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC82,BC82,BC82,492500.03649829555,6312499.667744995,perc_cropland,Cropland,-0.0027199500013601837,-6.161590903945697,6.161590903945697,Negative,0.2581527691435224,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC83,BC83,BC83,492499.997856006,6317499.641786334,perc_cropland,Cropland,-0.0028505498493058236,-6.209935357409892,6.209935357409892,Negative,0.2592356305926611,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC84,BC84,BC84,492500.0467049848,6322499.651782474,perc_cropland,Cropland,-0.0029733515192922194,-6.222029166550907,6.222029166550907,Negative,0.2606074954354343,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC85,BC85,BC85,492500.0614262203,6327499.586613408,perc_cropland,Cropland,-0.003084265726847041,-6.191854819644701,6.191854819644701,Negative,0.26264190942811577,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC93,BC93,BC93,497500.0048648076,6317499.628014286,perc_cropland,Cropland,-0.0028237748941107553,-6.28174562269374,6.28174562269374,Negative,0.24722070610137661,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC94,BC94,BC94,497500.0354478817,6322499.62760691,perc_cropland,Cropland,-0.0029308331134608578,-6.285885101655421,6.285885101655421,Negative,0.24815869876497568,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC95,BC95,BC95,497500.0144291096,6327499.551978993,perc_cropland,Cropland,-0.0030245439142231097,-6.2479357553199195,6.2479357553199195,Negative,0.24963580114229547,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BC96,BC96,BC96,497500.0027015511,6332499.623702109,perc_cropland,Cropland,-0.0031002626565060157,-6.162783875036954,6.162783875036954,Negative,0.2516335727542837,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD00,BD00,BD00,452500.055170292,6252499.551853021,perc_grass_shrub,Grass/Shrubland,9.622367562845616e-4,2.6392369730603584,2.6392369730603584,Positive,0.29513492849208467,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BD01,BD01,BD01,452500.062128352,6257499.642154956,perc_grass_shrub,Grass/Shrubland,0.0010267823642063514,2.734161636382781,2.734161636382781,Positive,0.2919645603276034,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BD02,BD02,BD02,452500.0451360465,6262499.658862274,perc_grass_shrub,Grass/Shrubland,0.0010984854082239195,2.8372385211430444,2.8372385211430444,Positive,0.28987668415407714,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BD03,BD03,BD03,452500.00491227995,6267499.601946497,perc_grass_shrub,Grass/Shrubland,0.0011747907217693457,2.939762358641821,2.939762358641821,Positive,0.2889243942876838,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BD04,BD04,BD04,452500.0060987118,6272499.69329495,perc_grass_shrub,Grass/Shrubland,0.001245841761138331,3.0173788005705253,3.0173788005705253,Positive,0.2890750403553816,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BD05,BD05,BD05,452499.98535578116,6277499.71096541,perc_cropland,Cropland,-0.001476835254730215,-3.088034251568958,3.088034251568958,Negative,0.2999363570359457,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD06,BD06,BD06,452500.00592764583,6282499.765541134,perc_cropland,Cropland,-0.001553838275026239,-3.170954710262953,3.170954710262953,Negative,0.3022430123704416,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD07,BD07,BD07,452500.0058695333,6287499.746381921,perc_cropland,Cropland,-0.0016428868308732975,-3.2700926354924773,3.2700926354924773,Negative,0.3055050914461849,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD08,BD08,BD08,452499.9871680592,6292499.764766518,perc_cropland,Cropland,-0.0017494984604247749,-3.387547995355882,3.387547995355882,Negative,0.30948626329859236,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD10,BD10,BD10,457500.0642796085,6252499.626853711,perc_cropland,Cropland,-0.001093114360077706,-2.734567692069538,2.734567692069538,Negative,0.3026322317643928,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD11,BD11,BD11,457500.03424585843,6257499.62756949,perc_cropland,Cropland,-0.001176462411865827,-2.8675765213889766,2.8675765213889766,Negative,0.29969367777304284,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD12,BD12,BD12,457500.0261392312,6262499.665304576,perc_cropland,Cropland,-0.0012659128681216326,-3.004284418078802,3.004284418078802,Negative,0.2976864781324392,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD13,BD13,BD13,457500.03933642176,6267499.628727978,perc_cropland,Cropland,-0.0013567363865871695,-3.1351725978842655,3.1351725978842655,Negative,0.2966304624280528,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD17,BD17,BD17,457500.0192793853,6287499.743606095,perc_cropland,Cropland,-0.0017021294605340453,-3.5613618914613165,3.5613618914613165,Negative,0.30167831992850475,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD18,BD18,BD18,457500.0290933364,6292499.781524262,perc_cropland,Cropland,-0.0018125365876461867,-3.6970851462776455,3.6970851462776455,Negative,0.30508508467120254,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD19,BD19,BD19,457500.063487968,6297499.744964002,perc_cropland,Cropland,-0.0019460406889132756,-3.8520615239926586,3.8520615239926586,Negative,0.30885520204161404,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD20,BD20,BD20,462500.0521724849,6252499.692892568,perc_cropland,Cropland,-0.0011077732008523949,-2.8955276436585917,2.8955276436585917,Negative,0.3013399108195297,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD21,BD21,BD21,462500.04652625887,6257499.613366459,perc_cropland,Cropland,-0.0011938049023977027,-3.0420878216300387,3.0420878216300387,Negative,0.29814972303388987,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD22,BD22,BD22,462500.04672205047,6262499.682150681,perc_cropland,Cropland,-0.0012875924460956135,-3.1963470708623944,3.1963470708623944,Negative,0.2957942420158151,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD26,BD26,BD26,462500.0396707308,6282499.770858137,perc_cropland,Cropland,-0.001666481426006825,-3.7359583664033913,3.7359583664033913,Negative,0.2952931207670826,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD27,BD27,BD27,462500.0084153306,6287499.80222181,perc_cropland,Cropland,-0.0017656115447497748,-3.867401148559504,3.867401148559504,Negative,0.29734823409176736,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD28,BD28,BD28,462500.04522956035,6292499.758577253,perc_cropland,Cropland,-0.0018800762028021536,-4.020659820548605,4.020659820548605,Negative,0.3001827777875578,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD29,BD29,BD29,462500.0292985126,6297499.752303558,perc_cropland,Cropland,-0.002015026644113084,-4.191137730484081,4.191137730484081,Negative,0.30342497819879993,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD31,BD31,BD31,467500.0543298067,6257499.600372754,perc_cropland,Cropland,-0.0012191365886870208,-3.239266020275072,3.239266020275072,Negative,0.29568151578732,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD32,BD32,BD32,467500.06232946395,6262499.710226541,perc_cropland,Cropland,-0.0013167863320032375,-3.4095568095336195,3.4095568095336195,Negative,0.2931236543600277,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD35,BD35,BD35,467500.0749060298,6277499.704398919,perc_cropland,Cropland,-0.001628542362746671,-3.9048987361091037,3.9048987361091037,Negative,0.2903369489622846,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD36,BD36,BD36,467500.0370856172,6282499.739297631,perc_cropland,Cropland,-0.001730574897253323,-4.049287058384558,4.049287058384558,Negative,0.29105267047485617,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD37,BD37,BD37,467500.0506595336,6287499.810571126,perc_cropland,Cropland,-0.0018335478942602995,-4.192146680734006,4.192146680734006,Negative,0.2924880219190432,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD38,BD38,BD38,467500.0539126969,6292499.807359152,perc_cropland,Cropland,-0.00194915079795223,-4.353618364458386,4.353618364458386,Negative,0.2946400161564529,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD39,BD39,BD39,467500.0473273079,6297499.729633846,perc_cropland,Cropland,-0.002083611525031228,-4.533384047813159,4.533384047813159,Negative,0.297239647323301,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD40,BD40,BD40,472500.0931846446,6252499.686959085,perc_cropland,Cropland,-0.0011617166701562093,-3.291222431953062,3.291222431953062,Negative,0.2957204612502498,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD41,BD41,BD41,472500.0753691514,6257499.700065501,perc_cropland,Cropland,-0.0012513406451703948,-3.458464114305352,3.458464114305352,Negative,0.29225160613972534,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD42,BD42,BD42,472500.0892348051,6262499.638397401,perc_cropland,Cropland,-0.0013530621127936563,-3.645616506949186,3.645616506949186,Negative,0.2896193280331476,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD43,BD43,BD43,472500.0750117887,6267499.724942416,perc_cropland,Cropland,-0.0014619824599758778,-3.8381501040146517,3.8381501040146517,Negative,0.28771150261783834,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD44,BD44,BD44,472500.09313145553,6272499.736661749,perc_cropland,Cropland,-0.0015743687078353032,-4.02838271750492,4.02838271750492,Negative,0.2864519733734287,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD45,BD45,BD45,472500.082515051,6277499.673930096,perc_cropland,Cropland,-0.0016865161318431077,-4.20796787300955,4.20796787300955,Negative,0.28590728784839575,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD46,BD46,BD46,472500.04509961524,6282499.759338391,perc_cropland,Cropland,-0.0017971277929930106,-4.374014048839791,4.374014048839791,Negative,0.28607494249561616,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD47,BD47,BD47,472500.0410912281,6287499.769842108,perc_cropland,Cropland,-0.0019046194202907245,-4.528564098700245,4.528564098700245,Negative,0.2869037194542328,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD48,BD48,BD48,472500.0707461879,6292499.705413405,perc_cropland,Cropland,-0.0020198265967056434,-4.690911614964127,4.690911614964127,Negative,0.2884173319837906,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD49,BD49,BD49,472500.07474827545,6297499.789050161,perc_cropland,Cropland,-0.0021504118736000817,-4.867897780758523,4.867897780758523,Negative,0.2903972140797003,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD50,BD50,BD50,477500.11881933274,6252499.615843311,perc_cropland,Cropland,-0.0011924370766490946,-3.5022595755791737,3.5022595755791737,Negative,0.2913107948737563,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD51,BD51,BD51,477500.0634254692,6257499.690373675,perc_cropland,Cropland,-0.0012854953235345563,-3.685504432941102,3.685504432941102,Negative,0.28792101267290054,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD55,BD55,BD55,477500.05691394093,6277499.685499792,perc_cropland,Cropland,-0.0017420252138528713,-4.503573488489101,4.503573488489101,Negative,0.28063618354007625,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD56,BD56,BD56,477500.0801616678,6282499.719876353,perc_cropland,Cropland,-0.0018594153284832017,-4.686623304112107,4.686623304112107,Negative,0.28029585986862143,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD57,BD57,BD57,477500.05835724296,6287499.679689139,perc_cropland,Cropland,-0.0019728108887912443,-4.853551991393572,4.853551991393572,Negative,0.28057833400683996,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD58,BD58,BD58,477500.0542861005,6292499.787203539,perc_cropland,Cropland,-0.002088238294882199,-5.015892979495162,5.015892979495162,Negative,0.2814881977890982,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD59,BD59,BD59,477500.06639862224,6297499.708461465,perc_cropland,Cropland,-0.0022149895447272075,-5.185728313659746,5.185728313659746,Negative,0.28288184399543204,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD60,BD60,BD60,482500.06846866757,6252499.64834874,perc_cropland,Cropland,-0.0012208819919385416,-3.7040052825966248,3.7040052825966248,Negative,0.2857205659208409,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD61,BD61,BD61,482500.09796961857,6257499.682375004,perc_cropland,Cropland,-0.0013185759663429798,-3.9079933289991446,3.9079933289991446,Negative,0.28248659761466555,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD64,BD64,BD64,482500.05279373936,6272499.67016245,perc_cropland,Cropland,-0.0016672539156624721,-4.567601245814104,4.567601245814104,Negative,0.2757822708259799,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD66,BD66,BD66,482500.0376611929,6282499.732977217,perc_cropland,Cropland,-0.0019130260103951188,-4.969631335210818,4.969631335210818,Negative,0.2737720463037361,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD67,BD67,BD67,482500.0596615541,6287499.763232267,perc_cropland,Cropland,-0.002031097474444867,-5.144503749304111,5.144503749304111,Negative,0.2735463832768148,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
