atlas,atlas_index,species,climate,land_use,environmental_variables,spatial_biotic_dependencies,total_explained,tjur_r2,scaling_check_abs_diff
1990s,2,Mergus_merganser,0.0064246423709886065,0.04337298046565342,0.049797622836642026,0.017814235294293643,0.06761185813093568,0.0676118581309356,6.938893903907228e-17
1990s,2,Mergus_serrator,0.014780209496608375,0.25759899919039997,0.2723792086870083,0.1913642333332635,0.46374344202027185,0.463743442020272,1.6653345369377348e-16
1990s,2,Somateria_mollissima,0.06613962323943554,0.18817168015884775,0.2543113033982833,0.15185359717377053,0.4061649005720538,0.406164900572054,2.220446049250313e-16
1990s,2,Spatula_clypeata,0.07482760933777911,0.032891068642639756,0.10771867798041887,0.34398486758224656,0.45170354556266545,0.451703545562666,5.551115123125783e-16
1990s,2,Spatula_querquedula,0.02994919704121938,0.0307016365929546,0.06065083363417398,0.29022836231385185,0.35087919594802586,0.350879195948026,1.6653345369377348e-16
1990s,2,Tadorna_tadorna,0.015152917986074654,0.05472884261440446,0.06988176060047911,0.2215390099532985,0.29142077055377763,0.291420770553778,3.885780586188048e-16
1990s,2,Apus_apus,0.019635376051315222,0.09688158788812995,0.11651696393944518,0.14927786381706082,0.265794827756506,0.265794827756506,0
1990s,2,Caprimulgus_europaeus,0.009134663227479693,0.21389879905660175,0.22303346228408144,0.2081370171926847,0.4311704794767661,0.431170479476766,1.1102230246251565e-16
1990s,2,Anarhynchus_alexandrinus,0.07222535451461591,0.06307860937979429,0.13530396389441018,0.1567577028330871,0.2920616667274973,0.292061666727497,2.7755575615628914e-16
1990s,2,Calidris_alpina,0.016843963844649583,0.10488859522366212,0.12173255906831171,0.21301302174869874,0.33474558081701045,0.334745580817011,5.551115123125783e-16
1990s,2,Calidris_pugnax,0.06238215834358243,0.05740048994696038,0.1197826482905428,0.29740360078502365,0.41718624907556645,0.417186249075567,5.551115123125783e-16
1990s,2,Charadrius_dubius,0.0020077993108054016,0.04669476343774895,0.04870256274855435,0.08625528585339283,0.13495784860194718,0.134957848601947,1.6653345369377348e-16
1990s,2,Charadrius_hiaticula,0.05815162952145499,0.2552612010231852,0.3134128305446402,0.1592961359831549,0.4727089665277951,0.472708966527795,1.1102230246251565e-16
1990s,2,Chlidonias_niger,0.008741158018238486,0.022793126106625195,0.031534284124863685,0.05032505940279543,0.08185934352765911,0.0818593435276591,1.3877787807814457e-17
1990s,2,Chroicocephalus_ridibundus,0.007021065905805789,0.041592488809506306,0.0486135547153121,0.2037128853398232,0.2523264400551353,0.252326440055135,3.3306690738754696e-16
1990s,2,Gallinago_gallinago,0.013292360288732534,0.05879925365945435,0.07209161394818689,0.22803146430009733,0.3001230782482842,0.300123078248284,2.220446049250313e-16
1990s,2,Haematopus_ostralegus,0.08743140168500547,0.195295481873669,0.2827268835586745,0.24127017467028064,0.5239970582289551,0.523997058228955,1.1102230246251565e-16
1990s,2,Larus_argentatus,0.025392347483009094,0.1560371990875621,0.1814295465705712,0.2679342611194512,0.4493638076900224,0.449363807690022,3.885780586188048e-16
1990s,2,Larus_canus,0.024533452841458726,0.12999398155954414,0.15452743440100286,0.19906727197047197,0.35359470637147483,0.353594706371475,1.6653345369377348e-16
1990s,2,Larus_fuscus,0.01823504375665249,0.13095607994646152,0.14919112370311402,0.11720609247517291,0.26639721617828693,0.266397216178287,5.551115123125783e-17
1990s,2,Larus_marinus,0.028714939027299394,0.17250381691836014,0.20121875594565952,0.22209982545328308,0.42331858139894263,0.423318581398943,3.885780586188048e-16
1990s,2,Limosa_limosa,0.09565340333628711,0.06604780136181866,0.16170120469810578,0.3043769219702738,0.46607812666837956,0.46607812666838,4.440892098500626e-16
1990s,2,Numenius_arquata,0.025225913307206117,0.12622880478652174,0.15145471809372785,0.14419593250391607,0.29565065059764395,0.295650650597644,5.551115123125783e-17
1990s,2,Recurvirostra_avosetta,0.06582648967073279,0.149013146307981,0.21483963597871378,0.2554758143462239,0.4703154503249377,0.470315450324938,2.7755575615628914e-16
1990s,2,Scolopax_rusticola,0.02887043968727554,0.14563347952679193,0.17450391921406747,0.16615988705134133,0.3406638062654088,0.340663806265409,1.6653345369377348e-16
1990s,2,Sterna_hirundo,0.020693640525401912,0.03991946069882927,0.06061310122423118,0.16340555587243488,0.22401865709666607,0.224018657096666,8.326672684688674e-17
1990s,2,Sterna_paradisaea,0.04189553838977916,0.2214158212789506,0.26331135966872976,0.263152606333922,0.5264639660026518,0.526463966002652,2.220446049250313e-16
1990s,2,Sternula_albifrons,0.035416922157171134,0.06963053210621227,0.10504745426338341,0.09378550170769182,0.19883295597107523,0.198832955971075,2.220446049250313e-16
1990s,2,Thalasseus_sandvicensis,0.008924345101522457,0.06600773065639733,0.07493207575791978,0.03656863982316434,0.11150071558108413,0.111500715581084,1.249000902703301e-16
1990s,2,Tringa_glareola,0.005239598732771112,0.05475175298569557,0.05999135171846668,0.04916233594353141,0.1091536876619981,0.109153687661998,9.71445146547012e-17
1990s,2,Tringa_ochropus,0.016266747630044168,0.07057063413845689,0.08683738176850106,0.06641853887669702,0.15325592064519808,0.153255920645198,8.326672684688674e-17
1990s,2,Tringa_totanus,0.1330791757499772,0.13822408096943,0.27130325671940725,0.2906770769355037,0.561980333654911,0.561980333654911,0
1990s,2,Vanellus_vanellus,0.003124238365377274,0.027877942997302282,0.031002181362679557,0.13750204365041638,0.16850422501309592,0.168504225013096,8.326672684688674e-17
1990s,2,Columba_oenas,0.01760659651996607,0.07293999489119121,0.09054659141115728,0.1504090174352349,0.2409556088463922,0.240955608846392,1.942890293094024e-16
1990s,2,Columba_palumbus,0.008034659936709912,0.05855308965626139,0.0665877495929713,0.20069519632234342,0.2672829459153147,0.267282945915315,2.7755575615628914e-16
1990s,2,Streptopelia_decaocto,0.0034100623653991672,0.08014558624796328,0.08355564861336244,0.11036975274904758,0.19392540136241002,0.19392540136241,2.7755575615628914e-17
1990s,2,Streptopelia_turtur,0.14212915471027956,0.08582590740343134,0.22795506211371092,0.07272232163288836,0.30067738374659925,0.300677383746599,2.220446049250313e-16
1990s,2,Alcedo_atthis,0.006547506325203531,0.08164003914832639,0.08818754547352992,0.1905100855427409,0.2786976310162708,0.278697631016271,1.6653345369377348e-16
1990s,2,Cuculus_canorus,0.007306807831351051,0.029579029378330405,0.03688583720968146,0.1502783514137205,0.18716418862340195,0.187164188623402,5.551115123125783e-17
1990s,2,Falco_tinnunculus,0.0015404391321651718,0.027704450316327213,0.029244889448492385,0.13372165128189556,0.16296654073038794,0.162966540730388,5.551115123125783e-17
1990s,2,Coturnix_coturnix,0.0037993204825446263,0.019303115045841458,0.023102435528386086,0.044915545111016794,0.06801798063940288,0.0680179806394028,8.326672684688674e-17
1990s,2,Perdix_perdix,0.006041198188526299,0.029143139705479982,0.03518433789400628,0.19955325245493172,0.23473759034893799,0.234737590348938,2.7755575615628914e-17
1990s,2,Crex_crex,0.001389378398148036,0.006968486003424546,0.008357864401572582,0.0142354978221644,0.022593362223736983,0.022593362223737,1.734723475976807e-17
1990s,2,Fulica_atra,0.012835612148179033,0.02600483485115282,0.038840446999331854,0.32336690345024405,0.3622073504495759,0.362207350449576,1.1102230246251565e-16
1990s,2,Gallinula_chloropus,0.004813636089425075,0.03645366587712787,0.04126730196655294,0.25354644971777524,0.29481375168432816,0.294813751684328,1.6653345369377348e-16
1990s,2,Porzana_porzana,0.011742554116280815,0.02973327505522491,0.041475829171505725,0.12665425463158536,0.16813008380309108,0.168130083803091,8.326672684688674e-17
1990s,2,Rallus_aquaticus,0.04456350424059084,0.03263196473880261,0.07719546897939344,0.33486526610467077,0.4120607350840642,0.412060735084064,2.220446049250313e-16
1990s,2,Acanthis_flammea,0.009416666297508987,0.05836049327421233,0.06777715957172131,0.313061522969187,0.3808386825409083,0.380838682540908,2.7755575615628914e-16
1990s,2,Acrocephalus_arundinaceus,0.009776964181192345,0.024182002219700037,0.03395896640089238,0.06815466737243565,0.10211363377332804,0.102113633773328,4.163336342344337e-17
1990s,2,Acrocephalus_palustris,0.013879601145552034,0.04854293301676516,0.062422534162317196,0.22623917536010968,0.28866170952242687,0.288661709522427,1.1102230246251565e-16
1990s,2,Acrocephalus_schoenobaenus,0.02268063223712435,0.0382896093796628,0.06097024161678716,0.20141692571243086,0.262387167329218,0.262387167329218,0
1990s,2,Acrocephalus_scirpaceus,0.09268669696810586,0.03393194310488513,0.12661864007299098,0.3119029582586307,0.43852159833162163,0.438521598331622,3.885780586188048e-16
1990s,2,Aegithalos_caudatus,0.013907870153642157,0.07167579058927043,0.08558366074291258,0.3985659081653668,0.48414956890827937,0.484149568908279,3.885780586188048e-16
1990s,2,Alauda_arvensis,0.01157956855843119,0.03366347114320398,0.045243039701635165,0.05107163507981667,0.09631467478145184,0.0963146747814519,6.938893903907228e-17
1990s,2,Anthus_pratensis,0.07964258722589591,0.05586810870167403,0.13551069592756995,0.1701298787897152,0.3056405747172851,0.305640574717285,1.1102230246251565e-16
1990s,2,Anthus_trivialis,0.010465233143783071,0.12765051170396616,0.13811574484774922,0.2883287775166945,0.42644452236444375,0.426444522364444,2.7755575615628914e-16
1990s,2,Carduelis_carduelis,0.0213020420062715,0.03777699665689098,0.059079038663162484,0.19331262576372238,0.2523916644268849,0.252391664426885,1.1102230246251565e-16
1990s,2,Carpodacus_erythrinus,0.011540358989010256,0.10130364653441584,0.1128440055234261,0.09493671895458178,0.20778072447800788,0.207780724478008,1.1102230246251565e-16
1990s,2,Certhia_brachydactyla,0.11210263881951713,0.018740566533001712,0.13084320535251884,0.20109296331480678,0.3319361686673256,0.331936168667326,3.885780586188048e-16
1990s,2,Certhia_familiaris,0.006027367527443819,0.08737970926471023,0.09340707679215404,0.42417254129993415,0.5175796180920882,0.517579618092088,2.220446049250313e-16
1990s,2,Chloris_chloris,0.007605418614699245,0.03569639523249601,0.04330181384719525,0.1511002635203177,0.19440207736751294,0.194402077367513,5.551115123125783e-17
1990s,2,Cinclus_cinclus,0.030060291988672883,0.0265175744548078,0.05657786644348069,0.012750244721656886,0.06932811116513757,0.0693281111651376,2.7755575615628914e-17
1990s,2,Coccothraustes_coccothraustes,0.002983131340581743,0.07761639280295136,0.08059952414353311,0.3387697097834149,0.419369233926948,0.419369233926948,0
1990s,2,Coloeus_monedula,0.016950465217609005,0.08309865814390081,0.10004912336150981,0.14644494404768205,0.24649406740919186,0.246494067409192,1.3877787807814457e-16
1990s,2,Corvus_corax,0.0071768270668562655,0.038491639850192036,0.0456684669170483,0.1861490047170488,0.2318174716340971,0.231817471634097,1.1102230246251565e-16
1990s,2,Corvus_cornix,0.02106698123272696,0.03056150631702567,0.05162848754975263,0.21269171356276254,0.2643202011125152,0.264320201112515,2.220446049250313e-16
1990s,2,Corvus_corone,0.21444314108136941,0.014907803234304805,0.2293509443156742,0.041487127244155084,0.2708380715598293,0.270838071559829,3.3306690738754696e-16
1990s,2,Corvus_frugilegus,0.07342269573721945,0.09740004744161569,0.17082274317883514,0.052476802904314813,0.22329954608314995,0.22329954608315,5.551115123125783e-17
1990s,2,Curruca_communis,0.005575761001356539,0.010329367449576611,0.01590512845093315,0.16247953345988606,0.1783846619108192,0.178384661910819,1.942890293094024e-16
1990s,2,Curruca_curruca,0.005962338697749905,0.021038957982564877,0.02700129668031478,0.22892427872448529,0.25592557540480004,0.2559255754048,5.551115123125783e-17
1990s,2,Cyanistes_caeruleus,0.004984460273163243,0.03280459720948933,0.03778905748265258,0.26640102891991463,0.30419008640256723,0.304190086402567,2.220446049250313e-16
1990s,2,Delichon_urbicum,0.0018609903558329344,0.02733153386559073,0.029192524221423665,0.11737143159067419,0.14656395581209786,0.146563955812098,1.3877787807814457e-16
1990s,2,Emberiza_calandra,0.007526489871361461,0.10373245405888949,0.11125894393025096,0.17034913914906144,0.2816080830793124,0.281608083079313,6.106226635438361e-16
1990s,2,Emberiza_citrinella,0.02265931004428085,0.04854230407708052,0.07120161412136136,0.10700491275814976,0.1782065268795111,0.178206526879511,1.1102230246251565e-16
1990s,2,Emberiza_schoeniclus,0.03828916863591922,0.026908587366601778,0.06519775600252099,0.32929375811336176,0.39449151411588274,0.394491514115883,2.7755575615628914e-16
1990s,2,Erithacus_rubecula,0.00903503051163783,0.053666671622057426,0.06270170213369526,0.19823537499291768,0.26093707712661296,0.260937077126613,5.551115123125783e-17
1990s,2,Ficedula_hypoleuca,0.022798837209074198,0.043595330301383454,0.06639416751045765,0.28543523763266554,0.3518294051431232,0.351829405143123,2.220446049250313e-16
1990s,2,Ficedula_parva,0.0015970100963941455,0.010492744964868886,0.012089755061263032,0.015125880735925457,0.02721563579718849,0.0272156357971885,1.0408340855860843e-17
1990s,2,Fringilla_coelebs,0.011755249489537474,0.0731558305521435,0.08491108004168098,0.11936687210277286,0.20427795214445382,0.204277952144454,1.6653345369377348e-16
1990s,2,Garrulus_glandarius,0.008990374380285247,0.09521829125204967,0.10420866563233491,0.31722237223625654,0.4214310378685915,0.421431037868592,4.996003610813204e-16
1990s,2,Hippolais_icterina,0.007952007574182053,0.03332445600529692,0.04127646357947897,0.18465662929985313,0.2259330928793321,0.225933092879332,1.1102230246251565e-16
1990s,2,Hirundo_rustica,0.00262817696292583,0.02722042750751141,0.02984860447043724,0.09554496241900676,0.125393566889444,0.125393566889444,0
1990s,2,Lanius_collurio,0.00683696673136734,0.11989961406480854,0.12673658079617586,0.136620417691174,0.26335699848734984,0.26335699848735,1.6653345369377348e-16
1990s,2,Lanius_excubitor,0.011586649745787887,0.08037357151428623,0.09196022126007411,0.06995238828133765,0.16191260954141176,0.161912609541412,2.498001805406602e-16
1990s,2,Linaria_cannabina,0.0033620437829594736,0.012775104783163734,0.016137148566123208,0.11080355795464181,0.126940706520765,0.126940706520765,0
1990s,2,Locustella_luscinioides,0.07129849556980795,0.04866126395932727,0.11995975952913522,0.15960289107793543,0.27956265060707064,0.279562650607071,3.3306690738754696e-16
1990s,2,Locustella_naevia,0.017911199129010798,0.06093826167385551,0.07884946080286631,0.1882233476587275,0.2670728084615938,0.267072808461594,1.6653345369377348e-16
1990s,2,Lophophanes_cristatus,0.009766120677921139,0.08819201911104765,0.09795813978896879,0.4101208315960014,0.5080789713849702,0.50807897138497,1.1102230246251565e-16
1990s,2,Loxia_curvirostra,0.011767920643197732,0.1397127786423873,0.15148069928558502,0.24779974837516427,0.3992804476607493,0.399280447660749,3.3306690738754696e-16
1990s,2,Lullula_arborea,0.010114841660486566,0.12567655977521808,0.13579140143570465,0.17214721396422436,0.307938615399929,0.307938615399929,0
1990s,2,Luscinia_luscinia,0.03019412902256627,0.04524754145852026,0.07544167048108652,0.39121890233038337,0.4666605728114699,0.46666057281147,1.1102230246251565e-16
1990s,2,Motacilla_alba,0.0017011032750073947,0.009207621080630885,0.010908724355638279,0.16485235452074368,0.17576107887638195,0.175761078876382,5.551115123125783e-17
1990s,2,Motacilla_cinerea,0.005663269281596431,0.042223629524399744,0.04788689880599618,0.28045999404149,0.3283468928474862,0.328346892847486,1.6653345369377348e-16
1990s,2,Motacilla_flava,0.06942406829301224,0.05354260982370794,0.12296667811672018,0.16020821517225017,0.2831748932889704,0.28317489328897,3.885780586188048e-16
1990s,2,Muscicapa_striata,0.0024632849487883058,0.023895710691007606,0.02635899563979591,0.2529795926274471,0.27933858826724306,0.279338588267243,5.551115123125783e-17
1990s,2,Oenanthe_oenanthe,0.01379328019315451,0.01592774823246817,0.02972102842562268,0.07637076261716041,0.1060917910427831,0.106091791042783,9.71445146547012e-17
1990s,2,Oriolus_oriolus,0.025089112966986828,0.04769785300734384,0.07278696597433067,0.0518300764154934,0.12461704238982407,0.124617042389824,6.938893903907228e-17
1990s,2,Panurus_biarmicus,0.03896065198373187,0.08044655603090332,0.1194072080146352,0.20031467230924624,0.31972188032388144,0.319721880323881,4.440892098500626e-16
1990s,2,Parus_major,0.017174894734907742,0.07955067491638088,0.09672556965128862,0.2015097019944573,0.2982352716457459,0.298235271645746,5.551115123125783e-17
1990s,2,Passer_domesticus,0.0019638961263587686,0.044268349238490864,0.046232245364849635,0.09331076866517946,0.13954301403002908,0.139543014030029,8.326672684688674e-17
1990s,2,Passer_montanus,0.001913396373256234,0.03712554523373132,0.03903894160698756,0.19456415103380603,0.2336030926407936,0.233603092640794,4.163336342344337e-16
1990s,2,Periparus_ater,0.015101935916525235,0.1463894606542918,0.16149139657081701,0.19901372882518525,0.36050512539600227,0.360505125396002,2.7755575615628914e-16
1990s,2,Phoenicurus_ochruros,0.0601783235597929,0.07686373378040423,0.13704205734019714,0.06239013054545775,0.1994321878856549,0.199432187885655,1.1102230246251565e-16
1990s,2,Phoenicurus_phoenicurus,0.007077252297071751,0.04767526353833995,0.0547525158354117,0.24769867772820722,0.30245119356361894,0.302451193563619,5.551115123125783e-17
1990s,2,Phylloscopus_collybita,0.0061885465841690305,0.038134457142833776,0.044323003727002805,0.3789615464304386,0.42328455015744143,0.423284550157441,4.440892098500626e-16
1990s,2,Phylloscopus_sibilatrix,0.011326151251813184,0.06830996393433209,0.07963611518614527,0.2159592570207561,0.29559537220690135,0.295595372206901,3.3306690738754696e-16
1990s,2,Phylloscopus_trochilus,0.006651769206884994,0.03459946187276523,0.04125123107965023,0.16822804145842307,0.2094792725380733,0.209479272538073,3.0531133177191805e-16
1990s,2,Pica_pica,0.05771750679088419,0.07590944672463412,0.13362695351551832,0.2084726641646577,0.34209961768017605,0.342099617680176,5.551115123125783e-17
1990s,2,Poecile_palustris,0.0016489696541022586,0.0401284487191242,0.04177741837322646,0.4042294312110744,0.44600684958430087,0.446006849584301,1.1102230246251565e-16
1990s,2,Prunella_modularis,0.01207716106720787,0.02959869824424105,0.04167585931144892,0.2152684228941411,0.25694428220559,0.25694428220559,0
1990s,2,Pyrrhula_pyrrhula,0.005995626905441949,0.08254529871973597,0.08854092562517792,0.36337750426061755,0.45191842988579545,0.451918429885795,4.440892098500626e-16
1990s,2,Regulus_ignicapilla,0.06331374329039785,0.03964572771038386,0.1029594710007817,0.08511258023634714,0.18807205123712883,0.188072051237129,1.6653345369377348e-16
1990s,2,Regulus_regulus,0.005496386289395928,0.09161275922169439,0.09710914551109032,0.268505987290353,0.3656151328014433,0.365615132801443,3.3306690738754696e-16
1990s,2,Remiz_pendulinus,0.003202947985490457,0.03833839204368985,0.04154134002918031,0.18893543936398505,0.23047677939316535,0.230476779393165,3.608224830031759e-16
1990s,2,Riparia_riparia,0.004114637418550621,0.015763809526770898,0.01987844694532152,0.051273050603261525,0.07115149754858305,0.071151497548583,4.163336342344337e-17
1990s,2,Saxicola_rubetra,0.002286281709575357,0.05211795830721369,0.05440424001678905,0.2953999722064839,0.34980421222327296,0.349804212223273,5.551115123125783e-17
1990s,2,Serinus_serinus,0.006358855968201597,0.02372962360633827,0.03008847957453987,0.039302244106618194,0.06939072368115806,0.0693907236811581,4.163336342344337e-17
1990s,2,Sitta_europaea,0.0033919204885485043,0.04770263547652125,0.05109455596506976,0.5304803675172949,0.5815749234823646,0.581574923482365,3.3306690738754696e-16
1990s,2,Spinus_spinus,0.006778030337604032,0.07120615215664208,0.07798418249424612,0.14576184179721569,0.2237460242914618,0.223746024291462,2.220446049250313e-16
1990s,2,Sturnus_vulgaris,0.006205685819572311,0.03837485451131806,0.044580540330890366,0.1514869640659385,0.19606750439682888,0.196067504396829,1.1102230246251565e-16
1990s,2,Sylvia_atricapilla,0.0030633717920324744,0.03970831759257475,0.04277168938460723,0.30559519684664366,0.3483668862312509,0.348366886231251,1.1102230246251565e-16
1990s,2,Sylvia_borin,0.007597992423501197,0.01899073886275653,0.026588731286257727,0.18386229618664576,0.21045102747290348,0.210451027472903,4.718447854656915e-16
1990s,2,Troglodytes_troglodytes,0.009664862814899623,0.03727255446416359,0.04693741727906321,0.262157702015777,0.3090951192948402,0.30909511929484,1.6653345369377348e-16
1990s,2,Turdus_merula,0.0338647663635603,0.0877842641613801,0.1216490305249404,0.0784696749630546,0.20011870548799499,0.200118705487995,2.7755575615628914e-17
1990s,2,Turdus_philomelos,0.004995761126238483,0.050446938945130845,0.055442700071369325,0.26720373263154357,0.3226464327029129,0.322646432702913,1.1102230246251565e-16
1990s,2,Turdus_pilaris,0.05196152299985679,0.03338777658417657,0.08534929958403337,0.17946770292238112,0.2648170025064145,0.264817002506414,4.996003610813204e-16
1990s,2,Turdus_viscivorus,0.009556555536934713,0.08705555334185468,0.09661210887878939,0.3502767668353899,0.4468888757141793,0.446888875714179,2.7755575615628914e-16
1990s,2,Ardea_cinerea,0.00974224363534437,0.020291247656368857,0.030033491291713225,0.03851911907000106,0.06855261036171428,0.0685526103617143,1.3877787807814457e-17
1990s,2,Botaurus_stellaris,0.05538199883482961,0.04295749816093507,0.09833949699576468,0.23529291402564548,0.33363241102141017,0.33363241102141,1.6653345369377348e-16
1990s,2,Dendrocopos_major,0.013129080572975984,0.11008535237941422,0.12321443295239021,0.38699879188121333,0.5102132248336035,0.510213224833603,5.551115123125783e-16
1990s,2,Dryobates_minor,0.015399473620242249,0.09841730812020888,0.11381678174045112,0.08590497025247788,0.19972175199292902,0.199721751992929,2.7755575615628914e-17
1990s,2,Dryocopus_martius,0.07151051944934766,0.1526630967761894,0.22417361622553705,0.09706579212515264,0.3212394083506897,0.32123940835069,2.7755575615628914e-16
1990s,2,Jynx_torquilla,0.004340621467980477,0.06899750428762436,0.07333812575560483,0.10199487856954509,0.17533300432514992,0.17533300432515,8.326672684688674e-17
1990s,2,Picus_viridis,0.01248971584879811,0.06895542021918157,0.08144513606797968,0.43911621200562695,0.5205613480736067,0.520561348073607,3.3306690738754696e-16
1990s,2,Podiceps_cristatus,0.004202079805408249,0.03778015340778491,0.04198223321319316,0.3815551319365406,0.4235373651497338,0.423537365149734,2.220446049250313e-16
1990s,2,Podiceps_grisegena,0.003293159668780064,0.020379100630134334,0.023672260298914397,0.25189643444740223,0.2755686947463166,0.275568694746316,6.106226635438361e-16
1990s,2,Podiceps_nigricollis,0.003778561344069678,0.023863974940748156,0.027642536284817835,0.12645748423204733,0.15410002051686517,0.154100020516865,1.6653345369377348e-16
1990s,2,Tachybaptus_ruficollis,0.005207978831973158,0.05902229675310298,0.06423027558507613,0.21911347805286877,0.2833437536379449,0.283343753637945,1.1102230246251565e-16
1990s,2,Asio_flammeus,0.017257200686076172,0.015795937063399993,0.033053137749476165,0.021768993383742285,0.054822131133218446,0.0548221311332185,5.551115123125783e-17
1990s,2,Asio_otus,0.027027903151392182,0.04795384798660366,0.07498175113799585,0.1879543328723383,0.26293608401033414,0.262936084010334,1.1102230246251565e-16
1990s,2,Athene_noctua,0.005064909294557311,0.027064874637215963,0.03212978393177327,0.08366844132511765,0.11579822525689093,0.115798225256891,6.938893903907228e-17
1990s,2,Strix_aluco,0.004653192264212864,0.0397863220156571,0.04443951427986996,0.43447964496074193,0.4789191592406119,0.478919159240612,1.1102230246251565e-16
1990s,2,Tyto_alba,0.0041000982742134895,0.010925094349795812,0.015025192624009302,0.014338324611598086,0.029363517235607386,0.0293635172356074,1.3877787807814457e-17
2010s,3,Accipiter_nisus,0.001966757370506604,0.038718912311589145,0.04068566968209575,0.13196465192929815,0.1726503216113939,0.172650321611394,8.326672684688674e-17
2010s,3,Astur_gentilis,0.007462220462979175,0.15798059992096633,0.1654428203839455,0.12337100551110239,0.2888138258950479,0.288813825895048,1.1102230246251565e-16
2010s,3,Buteo_buteo,0.0035250154324190756,0.058442177018007316,0.061967192450426395,0.18652439715659877,0.24849158960702517,0.248491589607025,1.6653345369377348e-16
2010s,3,Circus_aeruginosus,0.0683577924065722,0.04474049102101822,0.11309828342759042,0.20351632610665976,0.3166146095342502,0.31661460953425,1.6653345369377348e-16
2010s,3,Circus_pygargus,0.0981553761982138,0.04019251150665518,0.13834788770486897,0.10177821555535378,0.24012610326022277,0.240126103260223,2.220446049250313e-16
2010s,3,Pernis_apivorus,0.002352462309673553,0.1180917894476743,0.12044425175734785,0.16527944085508425,0.28572369261243213,0.285723692612432,1.1102230246251565e-16
2010s,3,Anas_acuta,0.018224525460164585,0.10075958514100025,0.11898411060116484,0.09311470533077627,0.21209881593194113,0.212098815931941,1.3877787807814457e-16
2010s,3,Anas_crecca,0.012814627280171138,0.0705665113956299,0.08338113867580105,0.06880963609917316,0.15219077477497422,0.152190774774974,2.220446049250313e-16
2010s,3,Anas_platyrhynchos,0.005241869881013593,0.04113023890469924,0.04637210878571283,0.1959919516506449,0.24236406043635772,0.242364060436358,2.7755575615628914e-16
2010s,3,Anser_anser,0.005266780466357664,0.07099446563504251,0.07626124610140017,0.3987802538749039,0.47504149997630407,0.475041499976304,5.551115123125783e-17
2010s,3,Aythya_ferina,0.03418555105663988,0.024972143692995996,0.05915769474963588,0.23602929188682406,0.2951869866364599,0.29518698663646,5.551115123125783e-17
2010s,3,Aythya_fuligula,0.004713174591069057,0.051601592171047754,0.05631476676211681,0.22082297425727712,0.2771377410193939,0.277137741019394,5.551115123125783e-17
2010s,3,Cygnus_olor,0.008868131884310307,0.043630544846990596,0.0524986767313009,0.2776548967677965,0.33015357349909735,0.330153573499097,3.3306690738754696e-16
2010s,3,Mareca_strepera,0.05305961424160055,0.0645075554270445,0.11756716966864506,0.2699506581299744,0.38751782779861943,0.387517827798619,4.440892098500626e-16
2010s,3,Mergus_merganser,0.008302782688789392,0.07525662313463445,0.08355940582342385,0.15816418611648217,0.241723591939906,0.241723591939906,0
2010s,3,Mergus_serrator,0.013724117498266391,0.18215575737602802,0.1958798748742944,0.18325733838258373,0.3791372132568781,0.379137213256878,1.1102230246251565e-16
2010s,3,Somateria_mollissima,0.09736907426564587,0.1865420801518724,0.28391115441751824,0.16166039782057093,0.4455715522380892,0.445571552238089,2.220446049250313e-16
2010s,3,Spatula_clypeata,0.06154900171367514,0.06032737476168715,0.12187637647536229,0.2808899960473667,0.40276637252272895,0.402766372522729,5.551115123125783e-17
2010s,3,Spatula_querquedula,0.06186114242715519,0.06779039165139432,0.1296515340785495,0.2754949961081305,0.40514653018668,0.40514653018668,0
2010s,3,Tadorna_tadorna,0.016968065003303587,0.07705349511989587,0.09402156012319945,0.1576182547385877,0.25163981486178716,0.251639814861787,1.6653345369377348e-16
2010s,3,Apus_apus,0.015642370454763885,0.09840789095541054,0.11405026141017442,0.11101926617065754,0.22506952758083196,0.225069527580832,5.551115123125783e-17
2010s,3,Caprimulgus_europaeus,0.012924132685653787,0.2556839924981529,0.26860812518380667,0.30931684797877407,0.5779249731625807,0.577924973162581,2.220446049250313e-16
2010s,3,Anarhynchus_alexandrinus,0.04378291717534634,0.10342535768894735,0.1472082748642937,0.026440840598449408,0.1736491154627431,0.173649115462743,8.326672684688674e-17
2010s,3,Calidris_alpina,0.033500658691712315,0.1344450776106911,0.16794573630240342,0.12447101726003833,0.29241675356244173,0.292416753562442,2.7755575615628914e-16
2010s,3,Calidris_pugnax,0.033363807949117884,0.13418153219074797,0.16754534013986586,0.16704850636846544,0.3345938465083313,0.334593846508331,2.7755575615628914e-16
2010s,3,Charadrius_dubius,0.005406763840967602,0.05124922809791771,0.05665599193888531,0.10309566905527752,0.15975166099416283,0.159751660994163,1.6653345369377348e-16
2010s,3,Charadrius_hiaticula,0.046161131265874955,0.23656647515554544,0.28272760642142036,0.05294002286116418,0.33566762928258453,0.335667629282585,4.440892098500626e-16
2010s,3,Chlidonias_niger,0.02865236330038532,0.05258731038500515,0.08123967368539048,0.06476905630282463,0.14600872998821512,0.146008729988215,1.1102230246251565e-16
2010s,3,Chroicocephalus_ridibundus,0.013291768837668645,0.04797717376737218,0.06126894260504082,0.224730044850896,0.2859989874559368,0.285998987455937,1.6653345369377348e-16
2010s,3,Gallinago_gallinago,0.007430134016521123,0.11111031570709426,0.11854044972361538,0.18231972134940733,0.3008601710730227,0.300860171073023,2.7755575615628914e-16
