atlas,atlas_index,species,climate,land_use,environmental_variables,spatial_biotic_dependencies,total_explained,tjur_r2,scaling_check_abs_diff
1970s,1,Chloris_chloris,0.00978120569668001,0.023736970938314457,0.03351817663499447,0.2443426541021173,0.27786083073711176,0.277860830737112,2.220446049250313e-16
1970s,1,Cinclus_cinclus,0.005224543340590935,0.015580439779634298,0.02080498312022523,0.023499531307411874,0.04430451442763711,0.0443045144276371,6.938893903907228e-18
1970s,1,Coccothraustes_coccothraustes,0.001727449417536447,0.0483854357734868,0.05011288519102325,0.23748894205398324,0.2876018272450065,0.287601827245007,4.996003610813204e-16
1970s,1,Coloeus_monedula,0.0102652110160039,0.05622124045308027,0.06648645146908418,0.20548808825261516,0.2719745397216993,0.271974539721699,3.3306690738754696e-16
1970s,1,Corvus_corax,0.1104646228192622,0.035546970262572926,0.14601159308183512,0.17017823299529797,0.3161898260771331,0.316189826077133,1.1102230246251565e-16
1970s,1,Corvus_cornix,0.0014993613919149136,0.023203960436520083,0.024703321828434998,0.25299315684966983,0.2776964786781048,0.277696478678105,1.6653345369377348e-16
1970s,1,Corvus_corone,0.16065599117128956,0.028559492211421823,0.18921548338271138,0.07882878271450605,0.26804426609721743,0.268044266097218,5.551115123125783e-16
1970s,1,Corvus_frugilegus,0.047922547529966636,0.05391919995618732,0.10184174748615396,0.07151631833860009,0.17335806582475405,0.173358065824754,5.551115123125783e-17
1970s,1,Curruca_communis,0.01247153788322403,0.011003158496009125,0.023474696379233155,0.26477195367676915,0.2882466500560023,0.288246650056002,3.3306690738754696e-16
1970s,1,Curruca_curruca,0.002157604980567567,0.019240720067016454,0.021398325047584023,0.2829750626905455,0.30437338773812955,0.30437338773813,4.440892098500626e-16
1970s,1,Cyanistes_caeruleus,0.00215095032672379,0.028681626396306233,0.03083257672303002,0.29380554887625027,0.3246381255992803,0.32463812559928,2.7755575615628914e-16
1970s,1,Delichon_urbicum,0.0022116345773635477,0.04208353851052163,0.04429517308788518,0.13717837905623315,0.1814735521441183,0.181473552144118,3.0531133177191805e-16
1970s,1,Emberiza_calandra,0.015719694563588762,0.03661061691630764,0.052330311479896405,0.1714982383840838,0.2238285498639802,0.22382854986398,2.220446049250313e-16
1970s,1,Emberiza_citrinella,0.005193722712514091,0.028624519169383196,0.03381824188189729,0.1178473894059747,0.15166563128787197,0.151665631287872,2.7755575615628914e-17
1970s,1,Emberiza_schoeniclus,0.02526361023324314,0.0071810191820712655,0.032444629415314404,0.40365478543828115,0.43609941485359555,0.436099414853596,4.440892098500626e-16
1970s,1,Erithacus_rubecula,0.005548867640854452,0.04126984280449995,0.0468187104453544,0.2896830998367803,0.3365018102821347,0.336501810282135,2.7755575615628914e-16
1970s,1,Ficedula_hypoleuca,0.057674494311794666,0.04041062074405736,0.09808511505585202,0.2279394375522104,0.3260245526080624,0.326024552608062,3.885780586188048e-16
1970s,1,Ficedula_parva,0.004686971125171063,0.009873668463268943,0.014560639588440005,0.024746243685063885,0.03930688327350389,0.0393068832735039,1.3877787807814457e-17
1970s,1,Fringilla_coelebs,0.003085738953815106,0.0740287681750586,0.0771145071288737,0.16216264701985122,0.2392771541487249,0.239277154148725,8.326672684688674e-17
1970s,1,Garrulus_glandarius,0.006661835931604217,0.04377940174298605,0.050441237674590265,0.32559692090589576,0.376038158580486,0.376038158580486,0
1970s,1,Hippolais_icterina,0.003464811821806425,0.011926266867572847,0.015391078689379271,0.25662768052393153,0.2720187592133108,0.272018759213311,1.6653345369377348e-16
1970s,1,Hirundo_rustica,0.0015096604155460567,0.025274306412274926,0.02678396682782098,0.09314974215040513,0.11993370897822611,0.119933708978226,1.1102230246251565e-16
