atlas,species,measured_environment_explained,unexplained_or_residual_spatial,vp_column_sum,foraging_guild,atlas_index
1990s,Phylloscopus_sibilatrix,0.2694092082416098,0.7305907917583906,1.0000000000000004,Foliage gleaners,2
1990s,Phylloscopus_trochilus,0.19692273407218747,0.8030772659278139,1.0000000000000013,Foliage gleaners,2
1990s,Pica_pica,0.39060831000531665,0.6093916899946841,1.0000000000000007,Omnivorous corvids,2
1990s,Poecile_palustris,0.0936699030792127,0.9063300969207868,0.9999999999999996,Tit-like birds,2
1990s,Prunella_modularis,0.16219804135630708,0.837801958643693,1,Low flycatching feeders,2
1990s,Pyrrhula_pyrrhula,0.19592236069583047,0.8040776393041708,1.0000000000000013,Passerine seedeaters,2
1990s,Regulus_ignicapilla,0.5474469509080128,0.4525530490919871,0.9999999999999999,Tit-like birds,2
1990s,Regulus_regulus,0.26560483086959147,0.7343951691304097,1.000000000000001,Tit-like birds,2
1990s,Remiz_pendulinus,0.18024089081145964,0.8197591091885418,1.0000000000000013,Tit-like birds,2
1990s,Riparia_riparia,0.2793819895603506,0.72061801043965,1.0000000000000007,Aerial insectivores,2
1990s,Saxicola_rubetra,0.15552768696239672,0.8444723130376025,0.9999999999999992,Low flycatching feeders,2
1990s,Serinus_serinus,0.43360953710171346,0.5663904628982864,0.9999999999999999,Passerine seedeaters,2
1990s,Sitta_europaea,0.08785550047296548,0.9121444995270339,0.9999999999999993,Tit-like birds,2
1990s,Spinus_spinus,0.3485388522151359,0.6514611477848633,0.9999999999999992,Passerine seedeaters,2
1990s,Sturnus_vulgaris,0.22737342665749494,0.7726265733425047,0.9999999999999997,Starlings,2
1990s,Sylvia_atricapilla,0.12277771244943973,0.8772222875505596,0.9999999999999993,Foliage gleaners,2
1990s,Sylvia_borin,0.12634165584998722,0.8736583441500154,1.0000000000000027,Foliage gleaners,2
1990s,Troglodytes_troglodytes,0.15185428157566763,0.8481457184243326,1.0000000000000002,Low flycatching feeders,2
1990s,Turdus_merula,0.6078843565787401,0.3921156434212595,0.9999999999999996,Thrushes,2
1990s,Turdus_philomelos,0.1718373254801176,0.8281626745198821,0.9999999999999998,Thrushes,2
1990s,Turdus_pilaris,0.3222953918223817,0.6777046081776196,1.0000000000000013,Thrushes,2
1990s,Turdus_viscivorus,0.2161882161966829,0.7838117838033177,1.0000000000000007,Thrushes,2
1990s,Ardea_cinerea,0.43810864580127656,0.5618913541987234,1,Wading birds,2
1990s,Botaurus_stellaris,0.29475402792762206,0.705245972072378,1,Wading birds,2
1990s,Dendrocopos_major,0.24149596081633173,0.7585040391836688,1.0000000000000004,Woodpeckers,2
1990s,Dryobates_minor,0.569876744043787,0.4301232559562132,1.0000000000000002,Woodpeckers,2
1990s,Dryocopus_martius,0.6978397120592738,0.3021602879407245,0.9999999999999982,Woodpeckers,2
1990s,Jynx_torquilla,0.4182790686663959,0.5817209313336039,0.9999999999999998,Woodpeckers,2
1990s,Picus_viridis,0.15645636459444423,0.8435436354055548,0.999999999999999,Woodpeckers,2
1990s,Podiceps_cristatus,0.09912285589808854,0.9008771441019107,0.9999999999999992,Aquatic pursuers,2
1990s,Podiceps_grisegena,0.08590330015790312,0.914096699842099,1.000000000000002,Aquatic pursuers,2
1990s,Podiceps_nigricollis,0.17938048413038718,0.8206195158696141,1.0000000000000013,Aquatic pursuers,2
1990s,Tachybaptus_ruficollis,0.22668675331784166,0.7733132466821577,0.9999999999999993,Aquatic pursuers,2
1990s,Asio_flammeus,0.6029159586874984,0.3970840413125014,0.9999999999999998,Owls,2
1990s,Asio_otus,0.2851710194902301,0.7148289805097704,1.0000000000000004,Owls,2
1990s,Athene_noctua,0.27746352640979915,0.7225364735902005,0.9999999999999996,Owls,2
1990s,Strix_aluco,0.09279126429256773,0.9072087357074315,0.9999999999999993,Owls,2
1990s,Tyto_alba,0.5116959423985196,0.4883040576014805,1,Owls,2
2010s,Accipiter_nisus,0.23565359914980183,0.7643464008501979,0.9999999999999998,Diurnal raptors,3
2010s,Astur_gentilis,0.5728355277702865,0.42716447222971277,0.9999999999999992,Diurnal raptors,3
2010s,Buteo_buteo,0.24937339951192677,0.7506266004880744,1.000000000000001,Diurnal raptors,3
2010s,Circus_aeruginosus,0.35721119626779524,0.6427888037322051,1.0000000000000004,Diurnal raptors,3
2010s,Circus_pygargus,0.5761468071421725,0.42385319285782724,0.9999999999999998,Diurnal raptors,3
2010s,Pernis_apivorus,0.4215410022742623,0.5784589977257376,0.9999999999999999,Diurnal raptors,3
2010s,Anas_acuta,0.5609843227005326,0.43901567729946783,1.0000000000000004,Dabbling ducks,3
2010s,Anas_crecca,0.5478724896373415,0.4521275103626587,1.0000000000000002,Dabbling ducks,3
2010s,Anas_platyrhynchos,0.19133244715500894,0.8086675528449905,0.9999999999999994,Dabbling ducks,3
2010s,Anser_anser,0.16053596602655604,0.8394640339734445,1.0000000000000004,Grazing waterfowl,3
2010s,Aythya_ferina,0.20040752955851684,0.7995924704414832,1,Diving ducks,3
2010s,Aythya_fuligula,0.20320136317404686,0.7967986368259531,1,Diving ducks,3
2010s,Cygnus_olor,0.1590128986789369,0.8409871013210637,1.0000000000000007,Grazing waterfowl,3
2010s,Mareca_strepera,0.3033851896221431,0.6966148103778583,1.0000000000000013,Dabbling ducks,3
2010s,Mergus_merganser,0.3456816322843544,0.6543183677156463,1.0000000000000007,Aquatic pursuers,3
2010s,Mergus_serrator,0.5166463961467671,0.4833536038532333,1.0000000000000004,Aquatic pursuers,3
2010s,Somateria_mollissima,0.6371842030565982,0.3628157969434018,1,Diving ducks,3
2010s,Spatula_clypeata,0.3025981928729279,0.6974018071270717,0.9999999999999996,Dabbling ducks,3
2010s,Spatula_querquedula,0.3200114635532231,0.6799885364467769,1,Dabbling ducks,3
2010s,Tadorna_tadorna,0.37363546851614376,0.6263645314838572,1.0000000000000009,Dabbling ducks,3
2010s,Apus_apus,0.5067334642590132,0.49326653574098683,1,Aerial insectivores,3
2010s,Caprimulgus_europaeus,0.4647802702034167,0.5352197297965834,1,Nigthjars,3
2010s,Anarhynchus_alexandrinus,0.8477340899319332,0.15226591006806706,1.0000000000000002,Plovers,3
2010s,Calidris_alpina,0.5743369155712236,0.4256630844287765,1,Scolopacids,3
2010s,Calidris_pugnax,0.5007424430792512,0.4992575569207485,0.9999999999999998,Scolopacids,3
2010s,Charadrius_dubius,0.35465040918075647,0.6453495908192435,1,Plovers,3
2010s,Charadrius_hiaticula,0.8422843961024415,0.1577156038975573,0.9999999999999989,Plovers,3
2010s,Chlidonias_niger,0.5564028513359962,0.44359714866400446,1.0000000000000007,Terns,3
2010s,Chroicocephalus_ridibundus,0.21422783049006552,0.7857721695099342,0.9999999999999998,Gulls,3
2010s,Gallinago_gallinago,0.3940051263709613,0.6059948736290383,0.9999999999999996,Scolopacids,3
2010s,Haematopus_ostralegus,0.4225358106757422,0.5774641893242574,0.9999999999999996,Plovers,3
2010s,Larus_argentatus,0.4915785713701572,0.5084214286298429,1,Gulls,3
2010s,Larus_canus,0.3895325238112346,0.6104674761887643,0.9999999999999989,Gulls,3
2010s,Larus_fuscus,0.5160884531454277,0.4839115468545724,1,Gulls,3
2010s,Larus_marinus,0.5171137182677256,0.4828862817322744,1,Gulls,3
2010s,Limosa_limosa,0.447359607785559,0.5526403922144412,1.0000000000000002,Scolopacids,3
2010s,Numenius_arquata,0.7010233737522998,0.29897662624770027,1,Scolopacids,3
2010s,Recurvirostra_avosetta,0.5563786101873945,0.44362138981260574,1.0000000000000002,Plovers,3
2010s,Scolopax_rusticola,0.5028449186140747,0.49715508138592535,1,Scolopacids,3
2010s,Sterna_hirundo,0.3783769668249014,0.6216230331750988,1.0000000000000002,Terns,3
2010s,Sterna_paradisaea,0.5527708043561677,0.4472291956438328,1.0000000000000004,Terns,3
2010s,Sternula_albifrons,0.7793513216575773,0.2206486783424233,1.0000000000000004,Terns,3
2010s,Thalasseus_sandvicensis,0.7727937068112831,0.22720629318871718,1.0000000000000002,Terns,3
2010s,Tringa_glareola,0.3626821480960518,0.6373178519039489,1.0000000000000007,Scolopacids,3
2010s,Tringa_ochropus,0.4797393654641486,0.5202606345358514,1,Scolopacids,3
2010s,Tringa_totanus,0.6274436136227264,0.3725563863772754,1.0000000000000018,Scolopacids,3
2010s,Vanellus_vanellus,0.19159646206088216,0.8084035379391183,1.0000000000000004,Plovers,3
2010s,Columba_oenas,0.26907724740947003,0.7309227525905294,0.9999999999999994,Columbids,3
2010s,Columba_palumbus,0.2965036514123347,0.7034963485876667,1.0000000000000013,Columbids,3
2010s,Streptopelia_decaocto,0.4851919745885014,0.514808025411498,0.9999999999999993,Columbids,3
2010s,Streptopelia_turtur,0.6424102181241081,0.3575897818758923,1.0000000000000004,Columbids,3
2010s,Alcedo_atthis,0.4124802622173151,0.5875197377826847,0.9999999999999998,Kingfishers,3
2010s,Cuculus_canorus,0.436781913844955,0.563218086155046,1.0000000000000009,Cuckoos,3
2010s,Falco_tinnunculus,0.23645267423311714,0.7635473257668836,1.0000000000000007,Diurnal raptors,3
2010s,Coturnix_coturnix,0.4232442554446544,0.5767557445553451,0.9999999999999994,Gallinaceous birds,3
2010s,Perdix_perdix,0.3015023843287369,0.6984976156712631,1,Gallinaceous birds,3
2010s,Crex_crex,0.23284071139387094,0.7671592886061295,1.0000000000000004,Rails,3
2010s,Fulica_atra,0.12385729820203595,0.8761427017979642,1,Rails,3
2010s,Gallinula_chloropus,0.26557206172742054,0.7344279382725808,1.0000000000000013,Rails,3
2010s,Porzana_porzana,0.22417594272731647,0.7758240572726838,1.0000000000000002,Rails,3
2010s,Rallus_aquaticus,0.23800569482798828,0.7619943051720114,0.9999999999999997,Rails,3
2010s,Acanthis_flammea,0.36630644147085945,0.6336935585291396,0.999999999999999,Passerine seedeaters,3
2010s,Acrocephalus_arundinaceus,0.36193525442698615,0.6380647455730144,1.0000000000000004,Marsh warblers,3
2010s,Acrocephalus_palustris,0.2946364156191392,0.7053635843808602,0.9999999999999994,Marsh warblers,3
2010s,Acrocephalus_schoenobaenus,0.3915092870920912,0.6084907129079089,1,Marsh warblers,3
2010s,Acrocephalus_scirpaceus,0.37255760093984663,0.6274423990601539,1.0000000000000004,Marsh warblers,3
2010s,Aegithalos_caudatus,0.25862031649998246,0.741379683500018,1.0000000000000004,Tit-like birds,3
2010s,Alauda_arvensis,0.6309786133508013,0.3690213866491983,0.9999999999999996,Open-land insectivores,3
2010s,Anthus_pratensis,0.6098568304541769,0.39014316954582373,1.0000000000000007,Open-land insectivores,3
2010s,Anthus_trivialis,0.465351737811627,0.534648262188373,1,Low flycatching feeders,3
2010s,Carduelis_carduelis,0.19225022396141797,0.8077497760385818,0.9999999999999998,Passerine seedeaters,3
2010s,Carpodacus_erythrinus,0.8024329434933353,0.1975670565066657,1.0000000000000009,Passerine seedeaters,3
2010s,Certhia_brachydactyla,0.28825374898372313,0.7117462510162769,1,Tit-like birds,3
2010s,Certhia_familiaris,0.38020828263950734,0.6197917173604933,1.0000000000000007,Tit-like birds,3
2010s,Chloris_chloris,0.4083611311164974,0.5916388688835035,1.0000000000000009,Passerine seedeaters,3
2010s,Cinclus_cinclus,0.8196264554488507,0.18037354455114923,1,Dippers,3
2010s,Coccothraustes_coccothraustes,0.40438424976504195,0.5956157502349576,0.9999999999999996,Passerine seedeaters,3
2010s,Coloeus_monedula,0.6303312203346942,0.36966877966530665,1.0000000000000009,Omnivorous corvids,3
2010s,Corvus_corax,0.42925143341342187,0.5707485665865782,1,Omnivorous corvids,3
2010s,Corvus_cornix,0.24540583889509338,0.7545941611049073,1.0000000000000007,Omnivorous corvids,3
2010s,Corvus_corone,0.8564026046821525,0.14359739531784674,0.9999999999999992,Omnivorous corvids,3
2010s,Corvus_frugilegus,0.7597049162232355,0.2402950837767643,0.9999999999999999,Omnivorous corvids,3
2010s,Curruca_communis,0.29545718993752496,0.7045428100624744,0.9999999999999993,Foliage gleaners,3
2010s,Curruca_curruca,0.28162144608078293,0.7183785539192162,0.9999999999999991,Foliage gleaners,3
2010s,Cyanistes_caeruleus,0.17768588579279107,0.822314114207209,1,Tit-like birds,3
2010s,Delichon_urbicum,0.2112803509321936,0.7887196490678062,0.9999999999999998,Aerial insectivores,3
2010s,Emberiza_calandra,0.26131899388607394,0.7386810061139258,0.9999999999999998,Buntings,3
2010s,Emberiza_citrinella,0.4428492277355458,0.5571507722644536,0.9999999999999994,Buntings,3
2010s,Emberiza_schoeniclus,0.2421188549623227,0.7578811450376771,0.9999999999999998,Buntings,3
2010s,Erithacus_rubecula,0.3984669289597884,0.60153307104021,0.9999999999999984,Low flycatching feeders,3
2010s,Ficedula_hypoleuca,0.45954259120771734,0.5404574087922832,1.0000000000000004,Flycatchers,3
2010s,Ficedula_parva,0.6061588917192661,0.39384110828073343,0.9999999999999996,Flycatchers,3
2010s,Fringilla_coelebs,0.3490678130366759,0.6509321869633247,1.0000000000000004,Foliage gleaners,3
2010s,Garrulus_glandarius,0.23533446101213196,0.7646655389878678,0.9999999999999998,Omnivorous corvids,3
2010s,Hippolais_icterina,0.3807240171209619,0.6192759828790383,1.0000000000000002,Foliage gleaners,3
2010s,Hirundo_rustica,0.12623222127681782,0.8737677787231819,0.9999999999999998,Aerial insectivores,3
2010s,Lanius_collurio,0.6715937095395069,0.3284062904604929,0.9999999999999998,Shrikes,3
2010s,Lanius_excubitor,0.7534735718440831,0.2465264281559165,0.9999999999999997,Shrikes,3
2010s,Linaria_cannabina,0.2563223088906933,0.7436776911093073,1.0000000000000004,Passerine seedeaters,3
2010s,Locustella_luscinioides,0.28427353776020275,0.7157264622397964,0.9999999999999991,Marsh warblers,3
2010s,Locustella_naevia,0.2936617667731739,0.7063382332268271,1.0000000000000009,Marsh warblers,3
2010s,Lophophanes_cristatus,0.16405636179106348,0.8359436382089372,1.0000000000000007,Tit-like birds,3
2010s,Loxia_curvirostra,0.56645411110379,0.4335458888962101,1,Passerine seedeaters,3
2010s,Lullula_arborea,0.6350423131753811,0.3649576868246198,1.0000000000000009,Open-land insectivores,3
2010s,Luscinia_luscinia,0.21969429869279375,0.7803057013072049,0.9999999999999987,Low flycatching feeders,3
2010s,Motacilla_alba,0.10617046798625347,0.8938295320137469,1.0000000000000004,Open-land insectivores,3
2010s,Motacilla_cinerea,0.2093419207202796,0.7906580792797203,0.9999999999999999,Open-land insectivores,3
2010s,Motacilla_flava,0.7600493402662559,0.23995065973374624,1.0000000000000022,Open-land insectivores,3
2010s,Muscicapa_striata,0.17486703876748472,0.8251329612325145,0.9999999999999991,Flycatchers,3
2010s,Oenanthe_oenanthe,0.61180015169205,0.388199848307949,0.9999999999999991,Low flycatching feeders,3
2010s,Oriolus_oriolus,0.7700358996668294,0.2299641003331707,1,Orioles,3
2010s,Panurus_biarmicus,0.545453880078871,0.4545461199211292,1.0000000000000002,Reedlings,3
2010s,Parus_major,0.23572295386914993,0.7642770461308479,0.9999999999999978,Tit-like birds,3
2010s,Passer_domesticus,0.42075851329580655,0.5792414867041941,1.0000000000000007,Passerine seedeaters,3
2010s,Passer_montanus,0.34780015038445683,0.6521998496155441,1.0000000000000009,Passerine seedeaters,3
2010s,Periparus_ater,0.5665684948782396,0.433431505121761,1.0000000000000004,Tit-like birds,3
2010s,Phoenicurus_ochruros,0.6566388265247214,0.3433611734752789,1.0000000000000002,Low flycatching feeders,3
2010s,Phoenicurus_phoenicurus,0.45839011987544953,0.5416098801245505,1,Low flycatching feeders,3
2010s,Phylloscopus_collybita,0.2754052267752442,0.7245947732247563,1.0000000000000004,Foliage gleaners,3
2010s,Phylloscopus_sibilatrix,0.47263086856631614,0.5273691314336839,1,Foliage gleaners,3
2010s,Phylloscopus_trochilus,0.4500523520365796,0.549947647963421,1.0000000000000007,Foliage gleaners,3
2010s,Pica_pica,0.6906653019117788,0.30933469808822056,0.9999999999999993,Omnivorous corvids,3
2010s,Poecile_palustris,0.24042073798793853,0.7595792620120602,0.9999999999999987,Tit-like birds,3
2010s,Prunella_modularis,0.29191331937898357,0.7080866806210167,1.0000000000000002,Low flycatching feeders,3
2010s,Pyrrhula_pyrrhula,0.2567820407664392,0.7432179592335616,1.0000000000000009,Passerine seedeaters,3
2010s,Regulus_ignicapilla,0.4261205896796738,0.5738794103203259,0.9999999999999997,Tit-like birds,3
2010s,Regulus_regulus,0.2998309853614664,0.7001690146385345,1.0000000000000009,Tit-like birds,3
2010s,Remiz_pendulinus,0.32881749830756024,0.6711825016924403,1.0000000000000004,Tit-like birds,3
2010s,Riparia_riparia,0.5330359672192456,0.46696403278075466,1.0000000000000002,Aerial insectivores,3
2010s,Saxicola_rubetra,0.25952805056158623,0.7404719494384141,1.0000000000000004,Low flycatching feeders,3
2010s,Serinus_serinus,0.635790454569865,0.3642095454301321,0.9999999999999971,Passerine seedeaters,3
2010s,Sitta_europaea,0.2009554623628212,0.7990445376371781,0.9999999999999993,Tit-like birds,3
2010s,Spinus_spinus,0.430806670414988,0.5691933295850117,0.9999999999999997,Passerine seedeaters,3
2010s,Sturnus_vulgaris,0.36592121316763937,0.6340787868323603,0.9999999999999997,Starlings,3
2010s,Sylvia_atricapilla,0.2742622076018351,0.725737792398165,1.0000000000000002,Foliage gleaners,3
2010s,Sylvia_borin,0.29303956820921034,0.70696043179079,1.0000000000000004,Foliage gleaners,3
2010s,Troglodytes_troglodytes,0.4278193111292395,0.5721806888707596,0.9999999999999991,Low flycatching feeders,3
2010s,Turdus_merula,0.5707042298612147,0.429295770138786,1.0000000000000007,Thrushes,3
2010s,Turdus_philomelos,0.36906438217760057,0.6309356178223992,0.9999999999999998,Thrushes,3
2010s,Turdus_pilaris,0.32308230190354276,0.6769176980964575,1.0000000000000002,Thrushes,3
2010s,Turdus_viscivorus,0.40689704967416684,0.5931029503258329,0.9999999999999998,Thrushes,3
2010s,Ardea_cinerea,0.588670696538482,0.4113293034615168,0.9999999999999989,Wading birds,3
2010s,Botaurus_stellaris,0.27548747252118844,0.7245125274788123,1.0000000000000009,Wading birds,3
2010s,Dendrocopos_major,0.2702266056774466,0.7297733943225543,1.0000000000000009,Woodpeckers,3
2010s,Dryobates_minor,0.29894992030523787,0.701050079694762,0.9999999999999998,Woodpeckers,3
2010s,Dryocopus_martius,0.4757685695691355,0.5242314304308646,1,Woodpeckers,3
2010s,Jynx_torquilla,0.625478021725424,0.37452197827457495,0.9999999999999989,Woodpeckers,3
2010s,Picus_viridis,0.20139985898741797,0.7986001410125814,0.9999999999999993,Woodpeckers,3
2010s,Podiceps_cristatus,0.1642333017318268,0.8357666982681735,1.0000000000000002,Aquatic pursuers,3
2010s,Podiceps_grisegena,0.18789805916034988,0.8121019408396501,1,Aquatic pursuers,3
2010s,Podiceps_nigricollis,0.16600910560936505,0.8339908943906351,1.0000000000000002,Aquatic pursuers,3
2010s,Tachybaptus_ruficollis,0.2906611745099554,0.7093388254900429,0.9999999999999982,Aquatic pursuers,3
2010s,Asio_flammeus,0.7693994745962911,0.23060052540371012,1.0000000000000013,Owls,3
2010s,Asio_otus,0.22763166847975225,0.772368331520247,0.9999999999999992,Owls,3
2010s,Athene_noctua,0.6342835395872739,0.36571646041272465,0.9999999999999986,Owls,3
2010s,Strix_aluco,0.19494091310145675,0.8050590868985429,0.9999999999999997,Owls,3
2010s,Tyto_alba,0.8083650172869372,0.19163498271306467,1.0000000000000018,Owls,3
