atlas,draw,trait_family,full_r2t_y,drop_r2t_y,contribution
1990s,879,Migratory strategy,0.24284073350317523,0.16748004891618692,0.0753606845869883
1990s,879,Foraging guild,0.24284073350317523,0.047185494967617835,0.19565523853555739
1990s,880,Species thermal index,0.14618241938739274,0.16418047577573955,-0.01799805638834681
1990s,880,Migratory strategy,0.14618241938739274,0.08574114891449248,0.06044127047290025
1990s,880,Foraging guild,0.14618241938739274,0.04049550695467853,0.1056869124327142
1990s,881,Species thermal index,0.1752973387900838,0.1945477374943675,-0.01925039870428369
1990s,881,Migratory strategy,0.1752973387900838,0.10176248044676138,0.07353485834332242
1990s,881,Foraging guild,0.1752973387900838,0.060390366021648975,0.11490697276843483
1990s,882,Species thermal index,0.22887411783833997,0.22324640564603884,0.005627712192301126
1990s,882,Migratory strategy,0.22887411783833997,0.2061049206938259,0.02276919714451406
1990s,882,Foraging guild,0.22887411783833997,0.03760102475382354,0.19127309308451643
1990s,883,Species thermal index,0.19800035841038618,0.18564909970360405,0.012351258706782137
1990s,883,Migratory strategy,0.19800035841038618,0.13620534831841455,0.061795010091971636
1990s,883,Foraging guild,0.19800035841038618,0.08335933253131415,0.11464102587907203
1990s,884,Species thermal index,0.23032690725477872,0.22674982756687578,0.00357707968790294
1990s,884,Migratory strategy,0.23032690725477872,0.16665220390198207,0.06367470335279665
1990s,884,Foraging guild,0.23032690725477872,0.08168986391105929,0.14863704334371944
1990s,885,Species thermal index,0.2655001160514244,0.25746992562609183,0.00803019042533254
1990s,885,Migratory strategy,0.2655001160514244,0.2312090839548189,0.03429103209660547
1990s,885,Foraging guild,0.2655001160514244,0.08172243195161284,0.18377768409981154
1990s,886,Species thermal index,0.30021593386680584,0.3109564601458815,-0.01074052627907568
1990s,886,Migratory strategy,0.30021593386680584,0.16535718109289466,0.13485875277391118
1990s,886,Foraging guild,0.30021593386680584,0.08344712526822744,0.2167688085985784
1990s,887,Species thermal index,0.1804387780017671,0.20374462772074675,-0.023305849718979643
1990s,887,Migratory strategy,0.1804387780017671,0.07510395349666284,0.10533482450510427
1990s,887,Foraging guild,0.1804387780017671,0.06751669845128805,0.11292207955047906
1990s,888,Species thermal index,0.14902310037296,0.18646743437965113,-0.03744433400669114
1990s,888,Migratory strategy,0.14902310037296,0.07605966444468815,0.07296343592827184
1990s,888,Foraging guild,0.14902310037296,0.04407499306516132,0.10494810730779866
1990s,889,Species thermal index,0.15941725321785225,0.17058623583337115,-0.011168982615518908
1990s,889,Migratory strategy,0.15941725321785225,0.10442635990450766,0.054990893313344585
1990s,889,Foraging guild,0.15941725321785225,0.04985655363357061,0.10956069958428163
1990s,890,Species thermal index,0.17332175870679595,0.18081434720895762,-0.007492588502161668
1990s,890,Migratory strategy,0.17332175870679595,0.0785414450567139,0.09478031365008205
1990s,890,Foraging guild,0.17332175870679595,0.06570532250652229,0.10761643620027365
1990s,891,Species thermal index,0.20025104828375523,0.188508048862029,0.011742999421726241
1990s,891,Migratory strategy,0.20025104828375523,0.12093253089714388,0.07931851738661135
1990s,891,Foraging guild,0.20025104828375523,0.061124880094830726,0.1391261681889245
1990s,892,Species thermal index,0.1459529700154355,0.14587962922474082,7.334079069468147e-5
1990s,892,Migratory strategy,0.1459529700154355,0.07493705852909688,0.07101591148633862
1990s,892,Foraging guild,0.1459529700154355,0.07526076191248389,0.07069220810295161
1990s,893,Species thermal index,0.19883956426169003,0.19650478730792262,0.002334776953767409
1990s,893,Migratory strategy,0.19883956426169003,0.14040969096202582,0.0584298732996642
1990s,893,Foraging guild,0.19883956426169003,0.060048648427606946,0.1387909158340831
1990s,894,Species thermal index,0.23537772681364735,0.22473328220616032,0.010644444607487036
1990s,894,Migratory strategy,0.23537772681364735,0.11980193855286858,0.11557578826077877
1990s,894,Foraging guild,0.23537772681364735,0.09708044334798303,0.13829728346566433
1990s,895,Species thermal index,0.16083630717468936,0.15061643582794923,0.010219871346740128
1990s,895,Migratory strategy,0.16083630717468936,0.09927767757574124,0.06155862959894812
1990s,895,Foraging guild,0.16083630717468936,0.07779508030561012,0.08304122686907923
1990s,896,Species thermal index,0.21107891229503026,0.20484092749167326,0.006237984803356994
1990s,896,Migratory strategy,0.21107891229503026,0.12650876034510092,0.08457015194992934
1990s,896,Foraging guild,0.21107891229503026,0.06858468665344492,0.14249422564158534
1990s,897,Species thermal index,0.17015797879260433,0.19267163789277156,-0.022513659100167227
1990s,897,Migratory strategy,0.17015797879260433,0.10489460149918532,0.06526337729341901
1990s,897,Foraging guild,0.17015797879260433,0.04065397242794346,0.12950400636466086
1990s,898,Species thermal index,0.07600604994080327,0.08822475970149914,-0.012218709760695862
1990s,898,Migratory strategy,0.07600604994080327,0.037283222980473686,0.03872282696032959
1990s,898,Foraging guild,0.07600604994080327,0.035428891785460916,0.04057715815534236
1990s,899,Species thermal index,0.06622199298685058,0.07979215750652802,-0.013570164519677436
1990s,899,Migratory strategy,0.06622199298685058,0.019595638861034468,0.046626354125816116
1990s,899,Foraging guild,0.06622199298685058,0.05021401387063167,0.016007979116218908
1990s,900,Species thermal index,0.1286089325003266,0.11223342511633659,0.016375507383990004
1990s,900,Migratory strategy,0.1286089325003266,0.03697713169603056,0.09163180080429603
1990s,900,Foraging guild,0.1286089325003266,0.10770602613652065,0.020902906363805943
1990s,901,Species thermal index,0.16554810654052243,0.19017828795853292,-0.02463018141801049
1990s,901,Migratory strategy,0.16554810654052243,0.08117801601633809,0.08437009052418434
1990s,901,Foraging guild,0.16554810654052243,0.058929705689225946,0.10661840085129648
1990s,902,Species thermal index,0.2749761227841332,0.27006764551505885,0.0049084772690743406
1990s,902,Migratory strategy,0.2749761227841332,0.1736184096467226,0.1013577131374106
1990s,902,Foraging guild,0.2749761227841332,0.078328903631524,0.1966472191526092
1990s,903,Species thermal index,0.08516652685726714,0.0977990513690439,-0.012632524511776766
1990s,903,Migratory strategy,0.08516652685726714,0.042364294842202964,0.042802232015064175
1990s,903,Foraging guild,0.08516652685726714,0.04134136156234397,0.04382516529492317
1990s,904,Species thermal index,0.18502947898442873,0.19524018821659095,-0.010210709232162218
1990s,904,Migratory strategy,0.18502947898442873,0.1274047753145198,0.05762470366990893
1990s,904,Foraging guild,0.18502947898442873,0.04108803591407109,0.14394144307035764
1990s,905,Species thermal index,0.24527493129366643,0.24429332515587554,9.816061377908858e-4
1990s,905,Migratory strategy,0.24527493129366643,0.15882845054368283,0.0864464807499836
1990s,905,Foraging guild,0.24527493129366643,0.06559240486017626,0.17968252643349017
1990s,906,Species thermal index,0.04067850850075078,0.0614592286311994,-0.02078072013044862
1990s,906,Migratory strategy,0.04067850850075078,0.003620119319104666,0.03705838918164612
1990s,906,Foraging guild,0.04067850850075078,0.0436667053439742,-0.00298819684322342
1990s,907,Species thermal index,0.19475707023994204,0.1927030043481828,0.0020540658917592436
1990s,907,Migratory strategy,0.19475707023994204,0.13092245571105185,0.0638346145288902
1990s,907,Foraging guild,0.19475707023994204,0.049805726193272455,0.1449513440466696
1990s,908,Species thermal index,0.21293586738674658,0.2111053333743753,0.0018305340123712932
1990s,908,Migratory strategy,0.21293586738674658,0.16945362833376368,0.0434822390529829
1990s,908,Foraging guild,0.21293586738674658,0.08261512802583816,0.13032073936090843
1990s,909,Species thermal index,0.22436834318388427,0.22644447881357319,-0.002076135629688919
1990s,909,Migratory strategy,0.22436834318388427,0.14581787848729216,0.0785504646965921
1990s,909,Foraging guild,0.22436834318388427,0.064967417036419145,0.15940092614746512
1990s,910,Species thermal index,0.14044741252300214,0.19808701615428392,-0.05763960363128179
1990s,910,Migratory strategy,0.14044741252300214,0.06461110372030125,0.07583630880270088
1990s,910,Foraging guild,0.14044741252300214,0.02946844050237371,0.11097897202062842
1990s,911,Species thermal index,0.19526448199721896,0.19483391655363422,4.3056544358474613e-4
1990s,911,Migratory strategy,0.19526448199721896,0.15823915308619846,0.037025328911020505
1990s,911,Foraging guild,0.19526448199721896,0.053060017041193716,0.14220446495602523
1990s,912,Species thermal index,0.27170908340998384,0.2789921648866852,-0.00728308147670137
1990s,912,Migratory strategy,0.27170908340998384,0.19068489482278844,0.0810241885871954
1990s,912,Foraging guild,0.27170908340998384,0.07278717171035173,0.1989219116996321
1990s,913,Species thermal index,0.18373281118844706,0.17132295272814424,0.01240985846030282
1990s,913,Migratory strategy,0.18373281118844706,0.10144536251403216,0.0822874486744149
1990s,913,Foraging guild,0.18373281118844706,0.09888342885529663,0.08484938233315042
1990s,914,Species thermal index,0.11824317696128209,0.0920370099065348,0.026206167054747292
1990s,914,Migratory strategy,0.11824317696128209,0.04827527741757657,0.06996789954370553
1990s,914,Foraging guild,0.11824317696128209,0.09204562155265346,0.02619755540862863
1990s,915,Species thermal index,0.1459816591947704,0.14431301014324646,0.001668649051523946
1990s,915,Migratory strategy,0.1459816591947704,0.10542938138665592,0.04055227780811449
1990s,915,Foraging guild,0.1459816591947704,0.04682143650205968,0.09916022269271073
1990s,916,Species thermal index,0.26602025776220073,0.2651165773026837,9.036804595170533e-4
1990s,916,Migratory strategy,0.26602025776220073,0.18740785384500483,0.0786124039171959
1990s,916,Foraging guild,0.26602025776220073,0.07121792462381014,0.19480233313839057
1990s,917,Species thermal index,0.1822560478418671,0.196698227470297,-0.014442179628429891
1990s,917,Migratory strategy,0.1822560478418671,0.13631913755177405,0.04593691029009306
1990s,917,Foraging guild,0.1822560478418671,0.030541942163347453,0.15171410567851965
1990s,918,Species thermal index,0.15598207861465466,0.15110025407050615,0.004881824544148511
1990s,918,Migratory strategy,0.15598207861465466,0.09795581824245699,0.05802626037219767
1990s,918,Foraging guild,0.15598207861465466,0.0615345389829878,0.09444753963166685
1990s,919,Species thermal index,0.1071218548424792,0.105423105563695,0.0016987492787842035
1990s,919,Migratory strategy,0.1071218548424792,0.036934432047429085,0.07018742279505011
1990s,919,Foraging guild,0.1071218548424792,0.07223454351409322,0.034887311328385975
1990s,920,Species thermal index,0.15502894695236277,0.1691273637000271,-0.014098416747664322
1990s,920,Migratory strategy,0.15502894695236277,0.07281321189196498,0.0822157350603978
1990s,920,Foraging guild,0.15502894695236277,0.07457497171868484,0.08045397523367794
1990s,921,Species thermal index,0.22212337360670623,0.2192871579584106,0.0028362156482956147
1990s,921,Migratory strategy,0.22212337360670623,0.16265334282764313,0.0594700307790631
1990s,921,Foraging guild,0.22212337360670623,0.05681449068781034,0.1653088829188959
1990s,922,Species thermal index,0.13414946251038162,0.13113149124876872,0.003017971261612906
1990s,922,Migratory strategy,0.13414946251038162,0.05824465385587025,0.07590480865451138
1990s,922,Foraging guild,0.13414946251038162,0.0790336406762315,0.05511582183415012
1990s,923,Species thermal index,0.1737977190004823,0.1652130971601962,0.008584621840286105
1990s,923,Migratory strategy,0.1737977190004823,0.11819453948820303,0.05560317951227926
1990s,923,Foraging guild,0.1737977190004823,0.0866976331757719,0.0871000858247104
1990s,924,Species thermal index,0.14456112408564437,0.15001210542998378,-0.005450981344339412
1990s,924,Migratory strategy,0.14456112408564437,0.05588130053631425,0.08867982354933011
1990s,924,Foraging guild,0.14456112408564437,0.07831090076373842,0.06625022332190594
1990s,925,Species thermal index,0.10033619092017379,0.10841262002165372,-0.008076429101479932
1990s,925,Migratory strategy,0.10033619092017379,0.05710449415946016,0.04323169676071363
1990s,925,Foraging guild,0.10033619092017379,0.0510287627170783,0.04930742820309549
1990s,926,Species thermal index,0.18686217725550547,0.1847727199499574,0.002089457305548076
1990s,926,Migratory strategy,0.18686217725550547,0.10146472717800704,0.08539745007749842
1990s,926,Foraging guild,0.18686217725550547,0.07359727789349008,0.11326489936201539
1990s,927,Species thermal index,0.26425415210209874,0.26759122871753427,-0.0033370766154355302
1990s,927,Migratory strategy,0.26425415210209874,0.2195923406993769,0.04466181140272185
1990s,927,Foraging guild,0.26425415210209874,0.05086729483400238,0.21338685726809636
1990s,928,Species thermal index,0.2591093495035452,0.2612296503585604,-0.002120300855015189
1990s,928,Migratory strategy,0.2591093495035452,0.17802935701698594,0.08107999248655925
1990s,928,Foraging guild,0.2591093495035452,0.07578500174344628,0.18332434776009893
1990s,929,Species thermal index,0.24390976543492382,0.24010714375854186,0.0038026216763819565
1990s,929,Migratory strategy,0.24390976543492382,0.19698069634496776,0.04692906908995606
1990s,929,Foraging guild,0.24390976543492382,0.08610461661216984,0.15780514882275398
1990s,930,Species thermal index,0.1274633433551296,0.12952048357134746,-0.002057140216217862
1990s,930,Migratory strategy,0.1274633433551296,0.07245605746935291,0.05500728588577669
1990s,930,Foraging guild,0.1274633433551296,0.030975939125249773,0.09648740422987982
1990s,931,Species thermal index,0.15538227718627695,0.15407924892557862,0.0013030282606983357
1990s,931,Migratory strategy,0.15538227718627695,0.124995908470787,0.030386368715489956
1990s,931,Foraging guild,0.15538227718627695,0.02783777473995544,0.1275445024463215
1990s,932,Species thermal index,0.12945160724306468,0.12579986776934396,0.0036517394737207165
1990s,932,Migratory strategy,0.12945160724306468,0.07009627998385996,0.05935532725920471
1990s,932,Foraging guild,0.12945160724306468,0.09063612902174085,0.03881547822132382
1990s,933,Species thermal index,0.09512635744423216,0.09782679154374868,-0.0027004340995165216
1990s,933,Migratory strategy,0.09512635744423216,0.03454092969561553,0.06058542774861663
1990s,933,Foraging guild,0.09512635744423216,0.06857645360303723,0.026549903841194933
1990s,934,Species thermal index,0.19808764350620392,0.19135767633742204,0.006729967168781881
1990s,934,Migratory strategy,0.19808764350620392,0.08743881602627132,0.1106488274799326
1990s,934,Foraging guild,0.19808764350620392,0.09950241933896944,0.09858522416723448
1990s,935,Species thermal index,0.05653946269131551,0.05538647312570207,0.0011529895656134381
1990s,935,Migratory strategy,0.05653946269131551,0.0259393946310963,0.03060006806021921
1990s,935,Foraging guild,0.05653946269131551,0.056981064903723365,-4.4160221240785447e-4
1990s,936,Species thermal index,0.18141429530313113,0.20559014343390158,-0.02417584813077045
1990s,936,Migratory strategy,0.18141429530313113,0.09417161894005217,0.08724267636307896
1990s,936,Foraging guild,0.18141429530313113,0.05175631954570047,0.12965797575743065
1990s,937,Species thermal index,0.1518547003804876,0.1609933367379083,-0.00913863635742071
1990s,937,Migratory strategy,0.1518547003804876,0.08903062963771499,0.0628240707427726
1990s,937,Foraging guild,0.1518547003804876,0.05070108812544176,0.10115361225504584
1990s,938,Species thermal index,0.2147372276612788,0.22058656045466038,-0.0058493327933815675
1990s,938,Migratory strategy,0.2147372276612788,0.15385886776965824,0.060878359891620576
1990s,938,Foraging guild,0.2147372276612788,0.06824578537089397,0.14649144229038485
1990s,939,Species thermal index,0.10338627236197735,0.1224878919497786,-0.019101619587801252
1990s,939,Migratory strategy,0.10338627236197735,0.046499123431664374,0.05688714893031298
1990s,939,Foraging guild,0.10338627236197735,0.06026692530493526,0.043119347057042096
1990s,940,Species thermal index,0.18752753277045067,0.19220910243632525,-0.004681569665874574
1990s,940,Migratory strategy,0.18752753277045067,0.08975824461539901,0.09776928815505166
1990s,940,Foraging guild,0.18752753277045067,0.06861773309314774,0.11890979967730293
1990s,941,Species thermal index,0.23155573212971858,0.23165593325335093,-1.0020112363234857e-4
1990s,941,Migratory strategy,0.23155573212971858,0.18015688788928175,0.051398844240436836
1990s,941,Foraging guild,0.23155573212971858,0.028897740512313877,0.20265799161740472
1990s,942,Species thermal index,0.152462221548343,0.1574616395369258,-0.004999417988582805
1990s,942,Migratory strategy,0.152462221548343,0.12396305925270946,0.028499162295633526
1990s,942,Foraging guild,0.152462221548343,0.02774609745250617,0.12471612409583682
1990s,943,Species thermal index,0.13919299879978,0.14241128577251794,-0.0032182869727379326
1990s,943,Migratory strategy,0.13919299879978,0.0861540972891298,0.0530389015106502
1990s,943,Foraging guild,0.13919299879978,0.06656442840253249,0.07262857039724752
1990s,944,Species thermal index,0.04931709511032393,0.07278492962856567,-0.02346783451824174
1990s,944,Migratory strategy,0.04931709511032393,0.023190086172496086,0.026127008937827843
1990s,944,Foraging guild,0.04931709511032393,0.01712326996084467,0.03219382514947926
1990s,945,Species thermal index,0.11855614157665284,0.1371688927013742,-0.018612751124721355
1990s,945,Migratory strategy,0.11855614157665284,0.058326014096517734,0.06023012748013511
1990s,945,Foraging guild,0.11855614157665284,0.0332279750093145,0.08532816656733834
1990s,946,Species thermal index,0.12397931236314073,0.12012316421234642,0.0038561481507943113
1990s,946,Migratory strategy,0.12397931236314073,0.054391524870915656,0.06958778749222508
1990s,946,Foraging guild,0.12397931236314073,0.08085585291247097,0.04312345945066977
1990s,947,Species thermal index,0.2766277317654653,0.2716457411448498,0.004981990620615495
1990s,947,Migratory strategy,0.2766277317654653,0.14593217232529382,0.13069555944017147
1990s,947,Foraging guild,0.2766277317654653,0.06958858806644673,0.20703914369901855
1990s,948,Species thermal index,0.23619854962122705,0.2390860587329849,-0.0028875091117578633
1990s,948,Migratory strategy,0.23619854962122705,0.1520419608341377,0.08415658878708934
1990s,948,Foraging guild,0.23619854962122705,0.09315903056125024,0.1430395190599768
1990s,949,Species thermal index,0.023495038266302726,0.027894825566927763,-0.0043997873006250375
1990s,949,Migratory strategy,0.023495038266302726,0.01897604488733293,0.0045189933789697954
1990s,949,Foraging guild,0.023495038266302726,0.02870471358414419,-0.005209675317841465
1990s,950,Species thermal index,0.27058107977074014,0.28231066145487216,-0.011729581684132018
1990s,950,Migratory strategy,0.27058107977074014,0.17630378049815942,0.09427729927258072
1990s,950,Foraging guild,0.27058107977074014,0.0546763669523664,0.21590471281837376
1990s,951,Species thermal index,0.22968357353909322,0.22856582314939297,0.001117750389700245
1990s,951,Migratory strategy,0.22968357353909322,0.15927011634961058,0.07041345718948264
1990s,951,Foraging guild,0.22968357353909322,0.06563233658757438,0.16405123695151885
1990s,952,Species thermal index,0.2616709002708853,0.27909372817447126,-0.017422827903585958
1990s,952,Migratory strategy,0.2616709002708853,0.18498822434170756,0.07668267592917774
1990s,952,Foraging guild,0.2616709002708853,0.05467028558767388,0.2070006146832114
1990s,953,Species thermal index,0.12501084814697724,0.12209492703418275,0.002915921112794498
1990s,953,Migratory strategy,0.12501084814697724,0.04275153933432912,0.08225930881264812
1990s,953,Foraging guild,0.12501084814697724,0.09806520720438522,0.026945640942592025
1990s,954,Species thermal index,0.1918688024305892,0.22420086339554468,-0.03233206096495547
1990s,954,Migratory strategy,0.1918688024305892,0.09925195294448425,0.09261684948610496
1990s,954,Foraging guild,0.1918688024305892,0.04966787858482387,0.14220092384576533
1990s,955,Species thermal index,0.12646067576441747,0.17668785277384724,-0.050227177009429774
1990s,955,Migratory strategy,0.12646067576441747,0.06170318311902627,0.0647574926453912
1990s,955,Foraging guild,0.12646067576441747,0.026446003793787396,0.10001467197063008
1990s,956,Species thermal index,0.23422888242732498,0.23145593989894683,0.0027729425283781473
1990s,956,Migratory strategy,0.23422888242732498,0.15340833776621587,0.0808205446611091
1990s,956,Foraging guild,0.23422888242732498,0.07386545040911621,0.16036343201820877
1990s,957,Species thermal index,0.13921009459240166,0.18528549263534114,-0.046075398042939475
1990s,957,Migratory strategy,0.13921009459240166,0.07105788180183578,0.06815221279056588
1990s,957,Foraging guild,0.13921009459240166,0.016297706919753,0.12291238767264866
1990s,958,Species thermal index,0.1386358912108799,0.13479305984293222,0.003842831367947691
1990s,958,Migratory strategy,0.1386358912108799,0.043050721424840094,0.09558516978603981
1990s,958,Foraging guild,0.1386358912108799,0.09980075482362603,0.038835136387253874
1990s,959,Species thermal index,0.12592343788810176,0.13567762799138997,-0.009754190103288207
1990s,959,Migratory strategy,0.12592343788810176,0.03996423060653224,0.08595920728156953
1990s,959,Foraging guild,0.12592343788810176,0.06870349964679705,0.05721993824130471
1990s,960,Species thermal index,0.22662736223686905,0.22423926651539908,0.002388095721469974
1990s,960,Migratory strategy,0.22662736223686905,0.13350119849845193,0.09312616373841712
1990s,960,Foraging guild,0.22662736223686905,0.09956933492677902,0.12705802731009003
1990s,961,Species thermal index,0.17026445048548927,0.21287573952487,-0.04261128903938072
1990s,961,Migratory strategy,0.17026445048548927,0.08198028461569537,0.0882841658697939
1990s,961,Foraging guild,0.17026445048548927,0.033792890412221784,0.1364715600732675
1990s,962,Species thermal index,0.16391925972150342,0.13884962574100201,0.02506963398050141
1990s,962,Migratory strategy,0.16391925972150342,0.08182639559189936,0.08209286412960407
1990s,962,Foraging guild,0.16391925972150342,0.08979292194909118,0.07412633777241225
1990s,963,Species thermal index,0.10111683311536473,0.09638231460627725,0.0047345185090874875
1990s,963,Migratory strategy,0.10111683311536473,0.025181063264497608,0.07593576985086713
1990s,963,Foraging guild,0.10111683311536473,0.09742931004050254,0.003687523074862198
1990s,964,Species thermal index,0.13398493326802796,0.157977261341254,-0.023992328073226044
1990s,964,Migratory strategy,0.13398493326802796,0.04212673241341922,0.09185820085460875
1990s,964,Foraging guild,0.13398493326802796,0.07623986189954374,0.057745071368484224
1990s,965,Species thermal index,0.26297703222398094,0.2611448164215548,0.0018322158024261515
1990s,965,Migratory strategy,0.26297703222398094,0.17054464034735126,0.09243239187662969
1990s,965,Foraging guild,0.26297703222398094,0.0650068879223602,0.19797014430162074
1990s,966,Species thermal index,0.15067661457975118,0.18943768920610668,-0.0387610746263555
1990s,966,Migratory strategy,0.15067661457975118,0.06017012481926544,0.09050648976048574
1990s,966,Foraging guild,0.15067661457975118,0.04010694109426094,0.11056967348549024
1990s,967,Species thermal index,0.33175757704283876,0.32805335929247775,0.003704217750361005
1990s,967,Migratory strategy,0.33175757704283876,0.18309753143091997,0.14866004561191878
1990s,967,Foraging guild,0.33175757704283876,0.10876885813842034,0.2229887189044184
1990s,968,Species thermal index,0.13104041966449104,0.13190652464416736,-8.661049796763187e-4
1990s,968,Migratory strategy,0.13104041966449104,0.05941402240055873,0.0716263972639323
1990s,968,Foraging guild,0.13104041966449104,0.08329125145671491,0.047749168207776124
1990s,969,Species thermal index,0.15303394782551596,0.18607427847044491,-0.03304033064492895
1990s,969,Migratory strategy,0.15303394782551596,0.056679764654422087,0.09635418317109387
1990s,969,Foraging guild,0.15303394782551596,0.06217546196760297,0.090858485857913
1990s,970,Species thermal index,0.2389951999486664,0.25196586220774025,-0.012970662259073867
1990s,970,Migratory strategy,0.2389951999486664,0.12595652681159322,0.11303867313707316
1990s,970,Foraging guild,0.2389951999486664,0.06579533283403137,0.17319986711463503
1990s,971,Species thermal index,0.057568799710651083,0.06389661763581624,-0.006327817925165152
1990s,971,Migratory strategy,0.057568799710651083,0.035508010449542875,0.02206078926110821
1990s,971,Foraging guild,0.057568799710651083,0.027097046449414314,0.03047175326123677
1990s,972,Species thermal index,0.1614187452901804,0.17818431924870817,-0.016765573958527763
1990s,972,Migratory strategy,0.1614187452901804,0.07327770466700816,0.08814104062317225
1990s,972,Foraging guild,0.1614187452901804,0.06913304013838888,0.09228570515179153
1990s,973,Species thermal index,0.11672739934542503,0.13669622821413274,-0.01996882886870771
1990s,973,Migratory strategy,0.11672739934542503,0.04254252552819076,0.07418487381723426
1990s,973,Foraging guild,0.11672739934542503,0.04504429657984999,0.07168310276557505
1990s,974,Species thermal index,0.22056178925473072,0.21023891617562274,0.01032287307910798
1990s,974,Migratory strategy,0.22056178925473072,0.1193508845209528,0.10121090473377792
1990s,974,Foraging guild,0.22056178925473072,0.08982938971855477,0.13073239953617594
1990s,975,Species thermal index,0.18195682124781412,0.18045180833568014,0.0015050129121339795
1990s,975,Migratory strategy,0.18195682124781412,0.1313573938531095,0.05059942739470463
1990s,975,Foraging guild,0.18195682124781412,0.04955732853486753,0.1323994927129466
1990s,976,Species thermal index,0.1782208790780662,0.17868644047776552,-4.655613996993324e-4
1990s,976,Migratory strategy,0.1782208790780662,0.06930666469586226,0.10891421438220393
1990s,976,Foraging guild,0.1782208790780662,0.09018707771592002,0.08803380136214617
1990s,977,Species thermal index,0.15976607972540496,0.15475848949023402,0.0050075902351709445
1990s,977,Migratory strategy,0.15976607972540496,0.07891677564075468,0.08084930408465028
1990s,977,Foraging guild,0.15976607972540496,0.10787310621938861,0.05189297350601635
1990s,978,Species thermal index,0.17124362993509593,0.19737934847520391,-0.02613571854010799
1990s,978,Migratory strategy,0.17124362993509593,0.11384949479484004,0.05739413514025589
1990s,978,Foraging guild,0.17124362993509593,0.02621081207908999,0.14503281785600594
1990s,979,Species thermal index,0.25677440775300914,0.24305931747646162,0.01371509027654752
1990s,979,Migratory strategy,0.25677440775300914,0.1792052510210959,0.07756915673191322
1990s,979,Foraging guild,0.25677440775300914,0.08966785218986917,0.16710655556313997
1990s,980,Species thermal index,0.0817455344170068,0.09450880534346968,-0.012763270926462886
1990s,980,Migratory strategy,0.0817455344170068,0.010907730163076614,0.07083780425393019
1990s,980,Foraging guild,0.0817455344170068,0.08636274267498785,-0.004617208257981051
1990s,981,Species thermal index,0.23176253631999094,0.22839190551244717,0.0033706308075437674
1990s,981,Migratory strategy,0.23176253631999094,0.1436476728317932,0.08811486348819775
1990s,981,Foraging guild,0.23176253631999094,0.06295152017019905,0.16881101614979188
1990s,982,Species thermal index,0.15532079636483223,0.1564565017757457,-0.0011357054109134568
1990s,982,Migratory strategy,0.15532079636483223,0.08417949014413621,0.07114130622069602
1990s,982,Foraging guild,0.15532079636483223,0.06777857853887778,0.08754221782595445
1990s,983,Species thermal index,0.24319697271968221,0.24447689852507748,-0.0012799258053952656
1990s,983,Migratory strategy,0.24319697271968221,0.12156284896483083,0.12163412375485139
1990s,983,Foraging guild,0.24319697271968221,0.1054721047255078,0.1377248679941744
1990s,984,Species thermal index,0.15867015627646744,0.1497561005752902,0.008914055701177231
1990s,984,Migratory strategy,0.15867015627646744,0.07253283633906166,0.08613731993740578
1990s,984,Foraging guild,0.15867015627646744,0.10560649492835963,0.053063661348107805
1990s,985,Species thermal index,0.17166845690552715,0.16170724925927585,0.009961207646251302
1990s,985,Migratory strategy,0.17166845690552715,0.062316281846565014,0.10935217505896214
1990s,985,Foraging guild,0.17166845690552715,0.0738537719279866,0.09781468497754055
1990s,986,Species thermal index,0.16269500789235083,0.1783438290544303,-0.015648821162079468
1990s,986,Migratory strategy,0.16269500789235083,0.062057999513542385,0.10063700837880846
1990s,986,Foraging guild,0.16269500789235083,0.06700631472271606,0.09568869316963477
1990s,987,Species thermal index,0.18545166763433804,0.18973187267494102,-0.004280205040602975
1990s,987,Migratory strategy,0.18545166763433804,0.11808926694194924,0.0673624006923888
1990s,987,Foraging guild,0.18545166763433804,0.07534876467285323,0.11010290296148481
1990s,988,Species thermal index,0.27751155924601967,0.2885310187907843,-0.011019459544764632
1990s,988,Migratory strategy,0.27751155924601967,0.13507546623696187,0.1424360930090578
1990s,988,Foraging guild,0.27751155924601967,0.08327748996793351,0.19423406927808617
1990s,989,Species thermal index,0.12106852487705057,0.11764096080539316,0.00342756407165741
1990s,989,Migratory strategy,0.12106852487705057,0.0463922389133911,0.07467628596365947
1990s,989,Foraging guild,0.12106852487705057,0.07263646109655186,0.048432063780498705
1990s,990,Species thermal index,0.11733803755062161,0.1144816159896101,0.002856421561011513
1990s,990,Migratory strategy,0.11733803755062161,0.03784750842731689,0.07949052912330472
1990s,990,Foraging guild,0.11733803755062161,0.07737080227045716,0.03996723528016445
1990s,991,Species thermal index,0.20497514865262131,0.19232104837862138,0.012654100273999935
1990s,991,Migratory strategy,0.20497514865262131,0.11094355492556987,0.09403159372705144
1990s,991,Foraging guild,0.20497514865262131,0.0954706088254505,0.10950453982717082
1990s,992,Species thermal index,0.15854349226515058,0.14972578577356035,0.008817706491590221
1990s,992,Migratory strategy,0.15854349226515058,0.05619707124428478,0.1023464210208658
1990s,992,Foraging guild,0.15854349226515058,0.09797087497600139,0.060572617289149186
1990s,993,Species thermal index,0.21431998407587965,0.20959630284244538,0.004723681233434279
1990s,993,Migratory strategy,0.21431998407587965,0.12967996007835725,0.0846400239975224
1990s,993,Foraging guild,0.21431998407587965,0.08456043705211892,0.12975954702376075
