atlas,period,survey,site,X,Y,bioregion,nearest_distance,second_distance,assignment_margin
1,1970,FG74_1,FG74,687500.3227844504,6122499.659540088,Cluster 2,0.19819503576995104,0.24311166635277395,0.044916630582822914
1,1970,AE98_1,AE98,447500.15313399426,6242499.6437634,Cluster 1,0.17169345391807084,0.29186135065359126,0.12016789673552042
1,1970,BE12_1,BE12,457500.1500305779,6212499.741318243,Cluster 1,0.10151896862091446,0.18362545045605053,0.08210648183513607
1,1970,FG75_1,FG75,687500.2656673533,6127499.700801892,Cluster 3,0.11182082128490038,0.19801270040875538,0.086191879123855
1,1970,FG76_1,FG76,687500.3190664198,6132499.68719706,Cluster 3,0.09297949016754097,0.235079982940593,0.14210049277305203
1,1970,FG77_1,FG77,687500.2854871633,6137499.721830154,Cluster 3,0.08879048366461334,0.15632278963726592,0.06753230597265258
1,1970,FG78_1,FG78,687500.294305089,6142499.698789443,Cluster 3,0.04772692623770544,0.1712557249556268,0.12352879871792136
1,1970,FG79_1,FG79,687500.2751403373,6147499.7265565675,Cluster 3,0.07069239564848827,0.21969599408759222,0.14900359843910393
1,1970,FG80_1,FG80,692500.2601699218,6102499.523256032,Cluster 2,0.19123588909143363,0.2765998212186548,0.08536393212722115
1,1970,FG81_1,FG81,692500.2449257197,6107499.60061101,Cluster 3,0.0694938848656015,0.17194228657533697,0.10244840170973547
1,1970,FG82_1,FG82,692500.270379107,6112499.620822028,Cluster 3,0.11582356398906228,0.18855059132284294,0.07272702733378066
1,1970,FG83_1,FG83,692500.2704610613,6117499.581073102,Cluster 2,0.15646314006628764,0.1806520894699228,0.024188949403635168
1,1970,FG84_1,FG84,692500.3017700722,6122499.5952903135,Cluster 2,0.17751605906288967,0.2764870837445428,0.09897102468165311
1,1970,BE13_1,BE13,457500.15345753945,6217499.776981724,Cluster 1,0.1283034927456493,0.1447120879680862,0.0164085952224369
1,1970,FG85_1,FG85,692500.2983532327,6127499.660655089,Cluster 3,0.1055217129834453,0.14704022439120984,0.04151851140776454
1,1970,FG86_1,FG86,692500.3263061603,6132499.668636978,Cluster 3,0.10405984029491135,0.24161232933374832,0.137552489038837
1,1970,FG87_1,FG87,692500.3198407196,6137499.6164119765,Cluster 3,0.057025489573842236,0.2038332727073826,0.14680778313354037
1,1970,FG88_1,FG88,692500.3303715999,6142499.729143381,Cluster 2,0.11963531992763657,0.18042577780953414,0.060790457881897575
1,1970,FG89_1,FG89,692500.3068019298,6147499.670310448,Cluster 3,0.05705356755151761,0.20331473749550766,0.14626116994399005
1,1970,FG92_1,FG92,697500.24892862665,6112499.542973782,Cluster 1,0.18261656045036406,0.20828851884079103,0.025671958390426963
1,1970,FG93_1,FG93,697500.2722987161,6117499.533765045,Cluster 3,0.17469365176899374,0.2539936368825489,0.07929998511355515
1,1970,FG94_1,FG94,697500.3112419588,6122499.578683486,Cluster 2,0.13026020640578911,0.20226300540260092,0.0720027989968118
1,1970,FG95_1,FG95,697500.3047563492,6127499.563608582,Cluster 3,0.10498372684597004,0.15515071303955547,0.05016698619358542
1,1970,FG96_1,FG96,697500.3091473787,6132499.602535079,Cluster 3,0.0875259980090738,0.18177050822007246,0.09424451021099865
1,1970,BE14_1,BE14,457500.1111617552,6222499.739193365,Cluster 1,0.10343829480920926,0.11253842918348804,0.009100134374278784
1,1970,FG97_1,FG97,697500.3219843409,6137499.695401272,Cluster 3,0.12323881849656754,0.14147691827158151,0.018238099775013977
1,1970,FG98_1,FG98,697500.3508036272,6142499.619688079,Cluster 3,0.14031614732855308,0.16908253432493917,0.02876638699638609
1,1970,FG99_1,FG99,697500.3149968215,6147499.706177678,Cluster 3,0.10532346188520986,0.17741097742076323,0.07208751553555337
1,1970,FH01_1,FH01,652500.1476911665,6057499.672137209,Cluster 1,0.2957667785358245,0.4225968923337049,0.1268301137978804
1,1970,FH02_1,FH02,652500.1450141938,6062499.66186962,Cluster 1,0.3322599337569608,0.336528164674041,0.004268230917080229
1,1970,FH04_1,FH04,652500.1604771961,6072499.670583969,Cluster 2,0.1856458764894206,0.2926703345761635,0.10702445808674288
1,1970,FH05_1,FH05,652500.1788386654,6077499.578235263,Cluster 3,0.15227016318889994,0.1659569955286802,0.01368683233978027
1,1970,FH06_1,FH06,652500.2371696586,6082499.645297011,Cluster 1,0.1793726679530331,0.24547447429010427,0.06610180633707116
1,1970,FH07_1,FH07,652500.2166753336,6087499.533638527,Cluster 1,0.35052131127088376,0.4815033301643817,0.13098201889349792
1,1970,BE15_1,BE15,457500.1490842873,6227499.737989361,Cluster 1,0.1291491651067009,0.25556123531597946,0.12641207020927855
1,1970,FH08_1,FH08,652500.2325856738,6092499.581303407,Cluster 1,0.3486752122003385,0.48478703253333655,0.13611182033299807
1,1970,FH11_1,FH11,657500.1262107163,6057499.645298414,Cluster 1,0.18403266116398245,0.2644437689274268,0.08041110776344437
1,1970,FH12_1,FH12,657500.1704044837,6062499.696315981,Cluster 3,0.10986623535051634,0.1336885685174174,0.02382233316690105
1,1970,FH13_1,FH13,657500.1879686262,6067499.682293598,Cluster 1,0.2878007490381755,0.29099671432053387,0.0031959652823583817
1,1970,FH14_1,FH14,657500.1772087506,6072499.60318349,Cluster 3,0.13495874318053022,0.16967426257721252,0.0347155193966823
1,1970,FH15_1,FH15,657500.1967778043,6077499.572426094,Cluster 3,0.12363534809948841,0.156446974443921,0.03281162634443259
1,1970,FH16_1,FH16,657500.1805786046,6082499.587730882,Cluster 2,0.16805126930202857,0.18230918105559304,0.014257911753564473
1,1970,FH18_1,FH18,657500.2338967368,6092499.540600677,Cluster 1,0.22883635665278051,0.30257470059115676,0.07373834393837625
1,1970,BE16_1,BE16,457500.14241573645,6232499.663280108,Cluster 1,0.14098927846231799,0.21301020650960356,0.07202092804728558
1,1970,FH21_1,FH21,662500.1301028883,6057499.666921422,Cluster 3,0.19984613616712135,0.23160017936726812,0.03175404320014677
1,1970,FH22_1,FH22,662500.1620149246,6062499.674904235,Cluster 2,0.13257325016921667,0.15010864643973976,0.017535396270523085
1,1970,FH23_1,FH23,662500.1522521604,6067499.6179124275,Cluster 3,0.13775956027382516,0.2768385378978903,0.13907897762406515
1,1970,FH24_1,FH24,662500.1594183256,6072499.609451599,Cluster 3,0.1249013863839018,0.2673606213280042,0.1424592349441024
1,1970,FH25_1,FH25,662500.1815777237,6077499.649476749,Cluster 3,0.09095885104350736,0.22774334556371448,0.13678449452020713
1,1970,FH29_1,FH29,662500.2137666696,6097499.619101521,Cluster 1,0.20633416545870362,0.31629667338181555,0.10996250792311194
1,1970,BE17_1,BE17,457500.0929771521,6237499.626338543,Cluster 3,0.13639125651724343,0.17414104749471926,0.03774979097747583
1,1970,FH32_1,FH32,667500.1352127434,6062499.596899727,Cluster 3,0.16664647327175697,0.25947937874407717,0.0928329054723202
1,1970,FH33_1,FH33,667500.1600240769,6067499.619644241,Cluster 3,0.12379455246694229,0.2614152859381304,0.1376207334711881
1,1970,FH34_1,FH34,667500.1262541488,6072499.577417303,Cluster 3,0.14066750829004457,0.2043572390458326,0.06368973075578804
1,1970,FH35_1,FH35,667500.156540169,6077499.58618157,Cluster 3,0.09967218104018293,0.20611547888349016,0.10644329784330724
1,1970,FH36_1,FH36,667500.1845546081,6082499.643502697,Cluster 3,0.18992159998185087,0.21121492633360905,0.02129332635175818
1,1970,FH42_1,FH42,672500.1655806476,6062499.575288157,Cluster 3,0.12538112949637417,0.23918471572401276,0.11380358622763859
1,1970,FH43_1,FH43,672500.1619102128,6067499.684537786,Cluster 3,0.11491949562767649,0.21266088903896513,0.09774139341128864
1,1970,FH44_1,FH44,672500.1531629068,6072499.620077815,Cluster 3,0.11803608441522459,0.2782884375113299,0.16025235309610533
1,1970,FH45_1,FH45,672500.128911406,6077499.604325416,Cluster 3,0.06309450782334602,0.22379592123068082,0.1607014134073348
1,1970,BE18_1,BE18,457500.12517345103,6242499.625902592,Cluster 1,0.22609298294711677,0.3525722015403053,0.1264792185931885
1,1970,FH46_1,FH46,672500.1513759971,6082499.63969187,Cluster 3,0.09073570122851807,0.21073894053487627,0.1200032393063582
1,1970,FH52_1,FH52,677500.1392029081,6062499.604546833,Cluster 3,0.09163611363829785,0.19529499069227882,0.10365887705398097
1,1970,FH53_1,FH53,677500.1172675767,6067499.586923023,Cluster 2,0.1574003070751765,0.24540613801782654,0.08800583094265005
1,1970,FH54_1,FH54,677500.1309098973,6072499.62068056,Cluster 3,0.11893028189881341,0.2166238859800439,0.09769360408123048
1,1970,FH55_1,FH55,677500.1823433801,6077499.594537913,Cluster 2,0.2142941295777023,0.24192785150052676,0.027633721922824456
1,1970,FH56_1,FH56,677500.1366827373,6082499.614611358,Cluster 3,0.13480992270750894,0.26460265398507216,0.12979273127756322
1,1970,FH57_1,FH57,677500.1888842597,6087499.577212903,Cluster 2,0.14425344540961393,0.18342987896631216,0.039176433556698226
1,1970,BE19_1,BE19,457500.1157411464,6247499.663183419,Cluster 1,0.16790838578781317,0.2623004857204274,0.09439209993261424
1,1970,FH58_1,FH58,677500.2041166634,6092499.588457644,Cluster 3,0.12222914393269158,0.25643796158697657,0.134208817654285
1,1970,FH62_1,FH62,682500.1400127035,6062499.575180733,Cluster 3,0.11899980004668366,0.18220432363036296,0.0632045235836793
1,1970,FH63_1,FH63,682500.1571327308,6067499.664842146,Cluster 1,0.22245356986649123,0.3098903743214055,0.08743680445491425
1,1970,FH64_1,FH64,682500.1391901771,6072499.580977525,Cluster 3,0.12051076670779744,0.1688886711364029,0.04837790442860547
1,1970,FH65_1,FH65,682500.1394981287,6077499.54859203,Cluster 1,0.4572390158358636,0.4938578620911033,0.036618846255239645
1,1970,FH66_1,FH66,682500.1558782132,6082499.567633862,Cluster 3,0.12548120217727024,0.21386003891616492,0.08837883673889468
1,1970,FH68_1,FH68,682500.2371930047,6092499.537326161,Cluster 3,0.13637765743697053,0.2138524886403717,0.07747483120340118
1,1970,BE20_1,BE20,462500.11838367645,6202499.747712504,Cluster 1,0.10045479068038017,0.16842315384224307,0.0679683631618629
1,1970,FH71_1,FH71,687500.123673068,6057499.554574321,Cluster 1,0.18086433529202495,0.20934360135681282,0.028479266064787873
1,1970,FH72_1,FH72,687500.1143025191,6062499.595132073,Cluster 2,0.15224412065863976,0.16441099482169674,0.012166874163056979
1,1970,FH73_1,FH73,687500.1168201703,6067499.576189147,Cluster 1,0.1933128904346509,0.31440493670318465,0.12109204626853373
1,1970,FH74_1,FH74,687500.1244441366,6072499.608917633,Cluster 3,0.09553481898463878,0.14488321675064705,0.04934839776600827
1,1970,FH75_1,FH75,687500.139621074,6077499.58203556,Cluster 3,0.07222973120721433,0.17489917081344758,0.10266943960623325
1,1970,FH76_1,FH76,687500.1555507714,6082499.606715107,Cluster 3,0.13116022184983958,0.1818992786752896,0.05073905682545002
1,1970,BE21_1,BE21,462500.0952010719,6207499.74191438,Cluster 2,0.11016603229915592,0.12411968247957383,0.013953650180417915
1,1970,FH79_1,FH79,687500.2046274128,6097499.544650838,Cluster 2,0.18291339507937807,0.19792366983447607,0.015010274755098002
1,1970,FH80_1,FH80,692500.0947199763,6052499.611192662,Cluster 3,0.12685402961165096,0.1842506726789533,0.05739664306730233
1,1970,FH81_1,FH81,692500.0242031823,6057499.60869983,Cluster 3,0.1343817793109593,0.16847295397283715,0.03409117466187786
1,1970,FH83_1,FH83,692500.131364359,6067499.547898819,Cluster 1,0.2714852731989853,0.2906916098396822,0.019206336640696875
1,1970,FH84_1,FH84,692500.1064229409,6072499.592479514,Cluster 2,0.12128424349849029,0.18812289225620285,0.06683864875771256
1,1970,FH85_1,FH85,692500.1382373512,6077499.580319139,Cluster 3,0.1371114578511495,0.1785284089977916,0.041416951146642095
1,1970,FH86_1,FH86,692500.160248557,6082499.508615752,Cluster 3,0.12582842012654713,0.16134010084481815,0.035511680718271016
1,1970,FH87_1,FH87,692500.1607475667,6087499.599762127,Cluster 1,0.20361898176253157,0.22490710684664433,0.021288125084112763
1,1970,FH88_1,FH88,692500.2158820927,6092499.522771814,Cluster 1,0.19701291918580335,0.29449676719249185,0.0974838480066885
1,1970,AD91_1,AD91,447500.05017916387,6257499.546271402,Cluster 1,0.19779262336132122,0.36564161092424396,0.16784898756292274
1,1970,BE22_1,BE22,462500.1342590039,6212499.772833126,Cluster 1,0.10939455729693386,0.13417997931830108,0.02478542202136723
1,1970,FH89_1,FH89,692500.2497555495,6097499.497289627,Cluster 2,0.13720737854522702,0.1540310987776878,0.016823720232460787
1,1970,FG90_1,FG90,697500.2684456746,6102499.501563041,Cluster 2,0.1499803962062976,0.2748997393121666,0.124919343105869
1,1970,FG91_1,FG91,697500.2484837822,6107499.495144536,Cluster 3,0.08724944399794114,0.1807612730259508,0.09351182902800965
1,1970,FH95_1,FH95,697500.150730151,6077499.542688702,Cluster 3,0.12252396087879794,0.21150637741892714,0.0889824165401292
1,1970,FH96_1,FH96,697500.1759652141,6082499.495040286,Cluster 1,0.17189647252492482,0.19048801697213577,0.01859154444721095
1,1970,FH98_1,FH98,697500.1920739731,6092499.557689017,Cluster 3,0.18873673607186756,0.23958082907675649,0.05084409300488893
1,1970,FH99_1,FH99,697500.2472731089,6097499.559464772,Cluster 2,0.15581284449269783,0.19178244587255724,0.03596960137985941
1,1970,GE00_1,GE00,702500.3468220314,6202499.881296357,Cluster 3,0.06595840382309978,0.16938699662792497,0.10342859280482519
1,1970,BE23_1,BE23,462500.11044103146,6217499.730235226,Cluster 2,0.10903397599458571,0.14854066751156528,0.03950669151697957
1,1970,GE01_1,GE01,702500.378710623,6207499.892304815,Cluster 3,0.10289602935315896,0.2071122898008373,0.10421626044767833
1,1970,GE02_1,GE02,702500.4334288082,6212499.848059619,Cluster 3,0.0951474710467341,0.17531212822980008,0.08016465718306598
1,1970,GE03_1,GE03,702500.4408437889,6217499.856788846,Cluster 3,0.07969629205220181,0.18565114120443038,0.10595484915222857
1,1970,GE04_1,GE04,702500.4606550329,6222499.921351904,Cluster 3,0.11017892585050898,0.11881788921359099,0.008638963363082008
1,1970,GE10_1,GE10,707500.3789717224,6202499.852386592,Cluster 3,0.0905947143532171,0.22891083353429126,0.13831611918107417
1,1970,GE11_1,GE11,707500.409073655,6207499.815850618,Cluster 3,0.15359118158124402,0.2922749002618915,0.1386837186806475
1,1970,GE12_1,GE12,707500.4404434582,6212499.835447987,Cluster 3,0.1876831001688528,0.23531362836020916,0.04763052819135635
1,1970,GE13_1,GE13,707500.4081545363,6217499.908100328,Cluster 3,0.0863116587997514,0.21474682952696328,0.1284351707272119
1,1970,GE14_1,GE14,707500.444826527,6222499.8172854865,Cluster 2,0.13531961962386035,0.19918225958615768,0.06386263996229732
1,1970,GE20_1,GE20,712500.4059752157,6202499.793334916,Cluster 3,0.1122435526022483,0.18985671720239428,0.07761316460014597
1,1970,BE24_1,BE24,462500.1496938069,6222499.724303068,Cluster 2,0.15506864316984256,0.20148166281531316,0.04641301964547059
1,1970,GE21_1,GE21,712500.431105092,6207499.830216896,Cluster 3,0.08844457395965566,0.21691393612386897,0.1284693621642133
1,1970,GE22_1,GE22,712500.4466481479,6212499.812149445,Cluster 2,0.15799708059148618,0.17609427340487752,0.01809719281339134
1,1970,GE23_1,GE23,712500.4444375301,6217499.850279269,Cluster 3,0.13591321746339283,0.16050184793350508,0.024588630470112255
1,1970,GE24_1,GE24,712500.427285722,6222499.833303753,Cluster 3,0.11293326163814105,0.16508020612621266,0.05214694448807161
1,1970,GE30_1,GE30,717500.4386215332,6202499.814452954,Cluster 3,0.13319682597925228,0.2764863858693775,0.14328955989012523
1,1970,GE31_1,GE31,717500.4664293623,6207499.823270025,Cluster 3,0.11784758466482134,0.15451360568372477,0.03666602101890343
1,1970,GE32_1,GE32,717500.4628353314,6212499.888487851,Cluster 3,0.11189516376298073,0.21121954728833373,0.099324383525353
1,1970,GE33_1,GE33,717500.4363954787,6217499.7875834415,Cluster 2,0.15006522876153416,0.17327862139845585,0.02321339263692168
1,1970,GE34_1,GE34,717500.4297171882,6222499.857289503,Cluster 2,0.14764159958806597,0.23084174222912593,0.08320014264105996
1,1970,BE25_1,BE25,462500.1281655704,6227499.756101517,Cluster 2,0.1697738392773573,0.17598446518199345,0.006210625904636141
1,1970,GE42_1,GE42,722500.4542082316,6212499.8379352,Cluster 3,0.14045431644569237,0.15628245199537122,0.01582813554967885
1,1970,GE43_1,GE43,722500.4569293238,6217499.833379672,Cluster 3,0.09458075696176707,0.19690544676512595,0.10232468980335888
1,1970,GF00_1,GF00,702500.3379804895,6152499.686444453,Cluster 3,0.15452383779052567,0.2130066752450001,0.05848283745447444
1,1970,GF01_1,GF01,702500.3385118302,6157499.704640133,Cluster 1,0.1743188972601496,0.20780938836661197,0.03349049110646238
1,1970,GF02_1,GF02,702500.3195119632,6162499.776580491,Cluster 2,0.1394533426663689,0.14620149325635212,0.0067481505899832095
1,1970,GF03_1,GF03,702500.351800605,6167499.682659319,Cluster 2,0.159474567793795,0.21038059721731253,0.05090602942351752
1,1970,GF04_1,GF04,702500.3543900581,6172499.753574929,Cluster 1,0.18082601706878562,0.2013140233495253,0.020488006280739685
1,1970,GF05_1,GF05,702500.3351455712,6177499.7668023845,Cluster 1,0.20385912071030962,0.2576129958494553,0.053753875139145674
1,1970,BE26_1,BE26,462500.1075739042,6232499.713761374,Cluster 2,0.21470404364576162,0.25391864690163146,0.03921460325586984
1,1970,GF06_1,GF06,702500.3492048995,6182499.8364209505,Cluster 3,0.1956008361928294,0.23067778961641727,0.03507695342358788
1,1970,GF07_1,GF07,702500.3364148074,6187499.84821207,Cluster 3,0.0636125398111844,0.1967419910527104,0.133129451241526
1,1970,GF08_1,GF08,702500.3569451347,6192499.805028212,Cluster 3,0.07745235294243709,0.20285630156588194,0.12540394862344484
1,1970,GF09_1,GF09,702500.3404156363,6197499.815104434,Cluster 3,0.05551403738121695,0.17639283518833185,0.1208787978071149
1,1970,GF12_1,GF12,707500.3696013235,6162499.715173889,Cluster 1,0.2233622556714185,0.2707575701470097,0.04739531447559117
1,1970,GF13_1,GF13,707500.3300529267,6167499.786107193,Cluster 1,0.18935480253293555,0.2179349663786631,0.028580163845727563
1,1970,GF14_1,GF14,707500.3864467979,6172499.694285468,Cluster 1,0.19046072030415753,0.21552021981285469,0.025059499508697153
1,1970,GF15_1,GF15,707500.3944162552,6177499.767333329,Cluster 1,0.20442404152333676,0.20808642675480346,0.003662385231466697
1,1970,GF16_1,GF16,707500.3620901112,6182499.782727323,Cluster 3,0.19716907140196574,0.22337460533030787,0.02620553392834213
1,1970,GF17_1,GF17,707500.3497072838,6187499.7433876665,Cluster 3,0.0978009535854438,0.23168664163242494,0.13388568804698114
1,1970,BE27_1,BE27,462500.0893851709,6237499.708556035,Cluster 1,0.21802738040367733,0.21963718400996052,0.0016098036062831833
1,1970,GF18_1,GF18,707500.4065654634,6192499.874692895,Cluster 3,0.10620222948828272,0.17013941915753789,0.06393718966925517
1,1970,GF19_1,GF19,707500.358158152,6197499.833901825,Cluster 3,0.06359315930393053,0.1841532190297928,0.12056005972586226
1,1970,GF23_1,GF23,712500.3560583256,6167499.683554069,Cluster 1,0.18205249724302014,0.20921873192300663,0.027166234679986495
1,1970,GF24_1,GF24,712500.3895823077,6172499.769300189,Cluster 1,0.19327693526101564,0.24366682275731427,0.050389887496298635
1,1970,GF25_1,GF25,712500.3693780791,6177499.797558002,Cluster 1,0.17936203605498716,0.20540050858282435,0.026038472527837198
1,1970,GF26_1,GF26,712500.4185002823,6182499.774381583,Cluster 3,0.11758952440093556,0.1978663254362758,0.08027680103534024
1,1970,GF27_1,GF27,712500.403282234,6187499.804788459,Cluster 3,0.10104796602369032,0.2382642878531701,0.1372163218294798
1,1970,GF28_1,GF28,712500.3893101846,6192499.780546682,Cluster 3,0.11214267850881693,0.17441896469965087,0.062276286190833946
1,1970,GF29_1,GF29,712500.4309910986,6197499.815875246,Cluster 3,0.10185602642532121,0.23831161446492766,0.13645558803960645
1,1970,GF33_1,GF33,717500.3669444381,6167499.70479759,Cluster 1,0.16316968086542555,0.23503984463575164,0.0718701637703261
1,1970,BE28_1,BE28,462500.13495159394,6242499.628613053,Cluster 1,0.11823693027867006,0.1369165449415728,0.01867961466290273
1,1970,GF34_1,GF34,717500.390443028,6172499.75522035,Cluster 3,0.13756729577320798,0.17333106313793073,0.035763767364722754
1,1970,GF35_1,GF35,717500.4071713447,6177499.751367931,Cluster 3,0.20296536573332247,0.272900714804902,0.06993534907157956
1,1970,GF36_1,GF36,717500.4089050895,6182499.80438197,Cluster 3,0.18924396828699666,0.28198634180207116,0.0927423735150745
1,1970,GF37_1,GF37,717500.398525072,6187499.802966663,Cluster 3,0.08935867418792826,0.22366453476178547,0.1343058605738572
1,1970,GF38_1,GF38,717500.4359702461,6192499.750185389,Cluster 3,0.1315537907414281,0.28207361603117315,0.15051982528974506
1,1970,GF39_1,GF39,717500.4446435908,6197499.865260167,Cluster 3,0.09130343922819477,0.2432269998436009,0.15192356061540613
1,1970,GF43_1,GF43,722500.3839188339,6167499.73768856,Cluster 1,0.3118496137837637,0.4166101855342258,0.1047605717504621
1,1970,GF44_1,GF44,722500.3996769824,6172499.762351516,Cluster 3,0.1661482041348984,0.18444413924868,0.01829593511378161
1,1970,GF45_1,GF45,722500.392806392,6177499.732873452,Cluster 3,0.17789904059461434,0.22017820554681805,0.04227916495220371
1,1970,BE29_1,BE29,462500.12296665786,6247499.697601233,Cluster 1,0.09302673482992067,0.11651144590302819,0.02348471107310751
1,1970,GF46_1,GF46,722500.4176988797,6182499.763599473,Cluster 3,0.17832449071790776,0.26654758923203165,0.08822309851412388
1,1970,GF47_1,GF47,722500.4144617681,6187499.740026254,Cluster 3,0.14385213343575173,0.30667080516616924,0.1628186717304175
1,1970,GF48_1,GF48,722500.4373197008,6192499.776501604,Cluster 3,0.1103678448278172,0.23352635682763012,0.12315851199981293
1,1970,GF49_1,GF49,722500.4265400727,6197499.758516749,Cluster 3,0.09131251108680648,0.22656108405580833,0.13524857296900183
1,1970,GF52_1,GF52,727500.4398205662,6162499.722201364,Cluster 3,0.18646466621849123,0.22497792797034744,0.03851326175185621
1,1970,GF53_1,GF53,727500.422905934,6167499.781335341,Cluster 3,0.09907959459073529,0.1985298867912411,0.0994502922005058
1,1970,GF54_1,GF54,727500.4332192165,6172499.789807921,Cluster 3,0.15900447848493898,0.21568282555647345,0.05667834707153446
1,1970,GF55_1,GF55,727500.4050477121,6177499.7442593165,Cluster 2,0.2395454868565408,0.2492872598635865,0.009741773007045679
1,1970,BE30_1,BE30,467500.1073038048,6202499.828305079,Cluster 3,0.13353915831902702,0.14014553148660325,0.006606373167576229
1,1970,GF63_1,GF63,732500.4427733541,6167499.720322601,Cluster 1,0.19333992955721377,0.20423309963923308,0.010893170082019316
1,1970,GF74_1,GF74,737500.391410232,6172499.777421679,Cluster 1,0.43843510695858734,0.549481566498853,0.11104645954026571
1,1970,GG00_1,GG00,702500.2513107894,6102499.486564997,Cluster 2,0.2953108029188097,0.3018745861653137,0.006563783246504029
1,1970,GG02_1,GG02,702500.2698174989,6112499.49328954,Cluster 2,0.24025314661733438,0.2959908741808607,0.055737727563526296
1,1970,BE31_1,BE31,467500.0896561928,6207499.754043788,Cluster 2,0.1237863645271213,0.1559406445704854,0.0321542800433641
1,1970,GG05_1,GG05,702500.2956471718,6127499.520004621,Cluster 3,0.10879251966216043,0.16703574559809028,0.05824322593592986
1,1970,GG06_1,GG06,702500.3418263504,6132499.602145045,Cluster 3,0.0538447013308815,0.16975171430368238,0.11590701297280089
1,1970,GG07_1,GG07,702500.3223454107,6137499.624233186,Cluster 2,0.13021835458123424,0.207780757266412,0.07756240268517775
1,1970,GG08_1,GG08,702500.3565356643,6142499.703241566,Cluster 3,0.09789369953100178,0.1850833961357256,0.08718969660472382
1,1970,GG09_1,GG09,702500.3203636502,6147499.722061222,Cluster 3,0.10422513936623869,0.24553847537218243,0.14131333600594376
1,1970,GG10_1,GG10,707500.2241910483,6102499.477378527,Cluster 3,0.2230722382118828,0.23543137701696454,0.012359138805081743
1,1970,GG15_1,GG15,707500.2865024854,6127499.528984483,Cluster 3,0.11419972214630361,0.14991370750460503,0.03571398535830142
1,1970,GG16_1,GG16,707500.318123319,6132499.54965108,Cluster 3,0.08527764566059383,0.1502124702551205,0.06493482459452667
1,1970,AF81_1,AF81,442500.1384771916,6157499.787446427,Cluster 1,0.11866217428325636,0.23171364826455493,0.11305147398129857
1,1970,BE32_1,BE32,467500.1185248302,6212499.827834143,Cluster 2,0.10627980175045265,0.21034367001382123,0.10406386826336858
1,1970,GG17_1,GG17,707500.3267206545,6137499.624520913,Cluster 2,0.20554800855214864,0.21634477539599156,0.010796766843842925
1,1970,GG18_1,GG18,707500.3150847398,6142499.642302799,Cluster 1,0.16291019105393192,0.2198793436455581,0.05696915259162619
1,1970,GG20_1,GG20,712500.2716980586,6102499.364975292,Cluster 1,0.1559507169748859,0.23500209128548646,0.07905137431060055
1,1970,GG25_1,GG25,712500.2981323673,6127499.478503297,Cluster 3,0.10802278646845016,0.19349853310884088,0.08547574664039072
1,1970,GG26_1,GG26,712500.3120173198,6132499.558293428,Cluster 2,0.17660013068334549,0.29912076319800746,0.12252063251466197
1,1970,GG27_1,GG27,712500.3559583894,6137499.584229157,Cluster 3,0.13874238851655726,0.1472955545642638,0.008553166047706534
1,1970,GG28_1,GG28,712500.3586284099,6142499.664407933,Cluster 3,0.09496662361959166,0.2219424864377096,0.12697586281811796
1,1970,GG30_1,GG30,717500.2710031869,6102499.364961077,Cluster 3,0.11470740303899178,0.14927885323010598,0.0345714501911142
1,1970,BE33_1,BE33,467500.1294375103,6217499.716232078,Cluster 3,0.12299771035386531,0.1242441931451337,0.0012464827912683912
1,1970,GG36_1,GG36,717500.3444608465,6132499.516067203,Cluster 3,0.15890041019626583,0.1673945341919557,0.008494123995689884
1,1970,GG37_1,GG37,717500.3570528256,6137499.610675284,Cluster 1,0.17035459717509438,0.17886705727786814,0.008512460102773761
1,1970,GG40_1,GG40,722500.2426872866,6102499.365112122,Cluster 3,0.12047067763244397,0.15395509554985964,0.033484417917415674
1,1970,GH06_1,GH06,702500.1535418842,6082499.562371342,Cluster 3,0.11823697667206437,0.16674660558629298,0.04850962891422861
1,1970,GH07_1,GH07,702500.2055944144,6087499.491482163,Cluster 1,0.18632107500773598,0.22126803707903528,0.0349469620712993
1,1970,GH08_1,GH08,702500.2079264515,6092499.47235032,Cluster 3,0.0863802021734203,0.16800822670648413,0.08162802453306384
1,1970,GH09_1,GH09,702500.2222932067,6097499.507805596,Cluster 1,0.16056847742418284,0.22541845623987697,0.06484997881569413
1,1970,BE34_1,BE34,467500.1254063341,6222499.7531053685,Cluster 3,0.12948771810588897,0.13403148775113508,0.00454376964524611
1,1970,GH17_1,GH17,707500.1620744534,6087499.459011547,Cluster 3,0.13073005878463415,0.15629033929060437,0.02556028050597023
1,1970,GH18_1,GH18,707500.2048840352,6092499.4855571035,Cluster 2,0.10549912844199012,0.13428996709645577,0.028790838654465647
1,1970,GH19_1,GH19,707500.2494126634,6097499.455617712,Cluster 1,0.14709748057818084,0.2051562500294257,0.05805876945124486
1,1970,GH29_1,GH29,712500.2161125919,6097499.396182269,Cluster 1,0.12497322269050623,0.2235526087256602,0.09857938603515398
1,1970,GH39_1,GH39,717500.2017694439,6097499.331568221,Cluster 2,0.1270193339346093,0.13710302963063137,0.010083695696022077
1,1970,GH49_1,GH49,722500.216261824,6097499.372189741,Cluster 3,0.17556206567958438,0.26495998039686947,0.08939791471728509
1,1970,GH59_1,GH59,727500.227613787,6097499.180401683,Cluster 3,0.11091331907524914,0.24849137982969724,0.13757806075444812
1,1970,HA03_1,HA03,865472.2272740616,6117457.74120337,Cluster 2,0.15905915538568136,0.1805520530854254,0.02149289769974405
