atlas,period,survey,site,X,Y,bioregion,nearest_distance,second_distance,assignment_margin
1,1970,DB73_1,DB73,587499.4724052523,6367499.8200299665,Cluster 2,0.08432639381727472,0.18193577755516732,0.0976093837378926
1,1970,DB74_1,DB74,587499.4405852477,6372499.784163884,Cluster 2,0.11116249210632137,0.11466025101375063,0.0034977589074292603
1,1970,DB75_1,DB75,587499.4508390957,6377499.788968703,Cluster 1,0.12321272888089753,0.20910372238424618,0.08589099350334865
1,1970,DB77_1,DB77,587499.4197526195,6387499.582648063,Cluster 2,0.14447833404236546,0.17725145861648942,0.03277312457412396
1,1970,DB78_1,DB78,587499.3735523641,6392499.482754864,Cluster 1,0.10275945102347529,0.17849229676755787,0.07573284574408258
1,1970,DB79_1,DB79,587499.3020525747,6397499.533405255,Cluster 2,0.19746700629577663,0.21878821750548538,0.021321211209708757
1,1970,DB80_1,DB80,592499.4685152426,6352499.8696485795,Cluster 2,0.2395857607006231,0.24983961630426924,0.01025385560364614
1,1970,BD26_1,BD26,462500.0396707308,6282499.770858137,Cluster 1,0.13060696608335157,0.20429323109852088,0.07368626501516931
1,1970,DB81_1,DB81,592499.4687914647,6357499.903263027,Cluster 1,0.14219505434318475,0.18563424940468223,0.04343919506149749
1,1970,DB82_1,DB82,592499.4395459738,6362499.8651057985,Cluster 2,0.09429677226272773,0.1316609057330006,0.03736413347027287
1,1970,DB83_1,DB83,592499.43704912,6367499.867802329,Cluster 3,0.11586902689286217,0.15520297818161158,0.039333951288749405
1,1970,DB89_1,DB89,592499.276854376,6397499.389086184,Cluster 2,0.1303918919221454,0.15775489723204447,0.027363005309899074
1,1970,DC00_1,DC00,552499.7981343176,6302499.822003722,Cluster 3,0.09939724996545385,0.21485460999923833,0.11545736003378448
1,1970,DC01_1,DC01,552499.82723216,6307499.828336293,Cluster 2,0.07950594591295247,0.12001262317119352,0.040506677258241044
1,1970,DC02_1,DC02,552499.7944827778,6312499.871378481,Cluster 2,0.1033095675539909,0.12613976212676503,0.022830194572774132
1,1970,BD27_1,BD27,462500.0084153306,6287499.80222181,Cluster 2,0.1322129810104042,0.14007215670427206,0.007859175693867848
1,1970,DC03_1,DC03,552499.7615257066,6317499.840557125,Cluster 2,0.10287134845961203,0.15027486246469732,0.04740351400508529
1,1970,DC04_1,DC04,552499.7262227507,6322499.847153073,Cluster 3,0.12369982407113099,0.1430810351967907,0.0193812111256597
1,1970,DC05_1,DC05,552499.6892463007,6327499.779825433,Cluster 1,0.1104337563558234,0.27034927227170336,0.15991551591587994
1,1970,DC10_1,DC10,557499.8206087413,6302499.8354761265,Cluster 2,0.07032932682883984,0.11456301413215854,0.0442336873033187
1,1970,DC11_1,DC11,557499.7664055785,6307499.841569215,Cluster 3,0.06467280176397025,0.20183448932792603,0.13716168756395578
1,1970,DC12_1,DC12,557499.7547180243,6312499.886004784,Cluster 2,0.06334789424028969,0.1789885162845026,0.11564062204421291
1,1970,DC13_1,DC13,557499.7253695964,6317499.856604637,Cluster 2,0.12376240585062911,0.2292178376806286,0.10545543182999947
1,1970,DC14_1,DC14,557499.73675981,6322499.865488209,Cluster 1,0.15151407612109466,0.17222597032619127,0.020711894205096615
1,1970,DC15_1,DC15,557499.7273178204,6327499.9117859565,Cluster 1,0.10061784340986057,0.1674638321854957,0.06684598877563513
1,1970,BD28_1,BD28,462500.04522956035,6292499.758577253,Cluster 1,0.12636308647086736,0.12865255173408743,0.002289465263220075
1,1970,DC16_1,DC16,557499.6978451451,6332499.884155993,Cluster 2,0.09697170433197562,0.11841811034281445,0.02144640601083883
1,1970,DC17_1,DC17,557499.7080623058,6337499.783408084,Cluster 2,0.09923334942060516,0.11335165975228734,0.014118310331682177
1,1970,DC18_1,DC18,557499.693518839,6342499.831295908,Cluster 1,0.08327895635912128,0.17271863439967144,0.08943967804055017
1,1970,DC19_1,DC19,557499.6565704292,6347499.805162802,Cluster 1,0.10713537423881522,0.14826393914368935,0.041128564904874126
1,1970,DC20_1,DC20,562499.7978840575,6302499.938668321,Cluster 2,0.09880278971342887,0.1454176101092306,0.046614820395801726
1,1970,DC21_1,DC21,562499.7828758188,6307499.956366545,Cluster 2,0.05418804551028904,0.1585999242093475,0.10441187869905845
1,1970,DC22_1,DC22,562499.7944753097,6312499.901183143,Cluster 2,0.09927975886019368,0.12198540017653592,0.022705641316342243
1,1970,DC23_1,DC23,562499.7692934149,6317499.883481737,Cluster 3,0.06125185220553243,0.2074721650756871,0.1462203128701547
1,1970,DC24_1,DC24,562499.7065775642,6322499.903231546,Cluster 1,0.1755583469170462,0.3264143695619163,0.15085602264487008
1,1970,DC25_1,DC25,562499.7284663095,6327499.850920295,Cluster 1,0.19087704461977062,0.3287659686237745,0.13788892400400388
1,1970,BD29_1,BD29,462500.0292985126,6297499.752303558,Cluster 1,0.13608109493873266,0.190567740922559,0.054486645983826326
1,1970,DC26_1,DC26,562499.7110273131,6332499.835998577,Cluster 3,0.09279471329065747,0.21223314510185246,0.11943843181119498
1,1970,DC27_1,DC27,562499.653506505,6337499.858435164,Cluster 1,0.11366383364842653,0.1540294904642822,0.04036565681585566
1,1970,DC28_1,DC28,562499.677609729,6342499.808717862,Cluster 3,0.10603362801699588,0.14405896505633325,0.03802533703933737
1,1970,DC30_1,DC30,567499.8116184272,6302499.909548791,Cluster 2,0.07599101689778812,0.2290251433900319,0.1530341264922438
1,1970,DC31_1,DC31,567499.7755507686,6307499.948179211,Cluster 2,0.06928458514770838,0.19237623443826302,0.12309164929055463
1,1970,DC32_1,DC32,567499.8096190846,6312499.914980982,Cluster 2,0.09216958220029367,0.09545139061899696,0.0032818084187032914
1,1970,DC33_1,DC33,567499.7285674406,6317499.918270218,Cluster 1,0.12436664449775922,0.12454275209465862,1.761075968993997e-4
1,1970,DC34_1,DC34,567499.7138947316,6322499.9609747855,Cluster 1,0.20601180533633928,0.3341239610651328,0.12811215572879353
1,1970,DC35_1,DC35,567499.7056084871,6327499.930768742,Cluster 2,0.11106394158014692,0.15864899828039605,0.04758505670024914
1,1970,DC36_1,DC36,567499.7009201018,6332499.938928539,Cluster 2,0.08353921552224339,0.15433911163966668,0.0707998961174233
1,1970,DC37_1,DC37,567499.6402083595,6337499.873123914,Cluster 1,0.15587404237162128,0.23285562992961212,0.07698158755799084
1,1970,DC39_1,DC39,567499.6437902323,6347499.858365299,Cluster 2,0.15813549262519627,0.20446370993688642,0.04632821731169015
1,1970,DC40_1,DC40,572499.8148650045,6302499.969526697,Cluster 3,0.14347523126158512,0.20892691401419258,0.06545168275260746
1,1970,DC41_1,DC41,572499.821296516,6307499.929013042,Cluster 1,0.18336414077261806,0.2549298651161941,0.07156572434357603
1,1970,DC42_1,DC42,572499.8176624437,6312499.927039073,Cluster 3,0.06190099859756129,0.15978930583472795,0.09788830723716666
1,1970,DC43_1,DC43,572499.74222273,6317499.962513002,Cluster 1,0.14166152721909692,0.1482032258034515,0.006541698584354577
1,1970,DC45_1,DC45,572499.6797881541,6327499.928359153,Cluster 2,0.13653868964477262,0.2060923764597748,0.06955368681500218
1,1970,BD31_1,BD31,467500.0543298067,6257499.600372754,Cluster 2,0.11444137915435021,0.21074027651396296,0.09629889735961275
1,1970,DC48_1,DC48,572499.603288505,6342499.944623605,Cluster 2,0.10089426085301585,0.25251912926561626,0.15162486841260042
1,1970,DC49_1,DC49,572499.6280012622,6347499.879714389,Cluster 2,0.14665133617902013,0.2650724646231163,0.11842112844409616
1,1970,DC50_1,DC50,577499.8267759397,6302500.006971771,Cluster 2,0.21519879014902807,0.29001525370580694,0.07481646355677887
1,1970,DC51_1,DC51,577499.8137447787,6307500.007805302,Cluster 1,0.1893164950374433,0.26784424904940124,0.07852775401195794
1,1970,DC52_1,DC52,577499.834045176,6312500.04834203,Cluster 1,0.4285529887741664,0.4514624217451501,0.02290943297098369
1,1970,DC53_1,DC53,577499.7670313121,6317500.014979401,Cluster 2,0.11760625259428793,0.14242620630919273,0.024819953714904794
1,1970,BD32_1,BD32,467500.0623294639,6262499.710226541,Cluster 2,0.1637003049807852,0.22654879966245212,0.06284849468166692
1,1970,DC56_1,DC56,577499.6899038834,6332500.0401362395,Cluster 2,0.10422823469101371,0.17920160935724416,0.07497337466623046
1,1970,DC57_1,DC57,577499.6237474973,6337499.940236413,Cluster 2,0.0692760574541935,0.17503973369449227,0.10576367624029877
1,1970,DC58_1,DC58,577499.5821444269,6342499.991146208,Cluster 2,0.12115972708861586,0.201881919400169,0.08072219231155314
1,1970,DC59_1,DC59,577499.5701581707,6347499.85890772,Cluster 2,0.09019540008447555,0.16664781562813877,0.07645241554366322
1,1970,DC64_1,DC64,582499.7765719168,6322500.023200316,Cluster 1,0.31445417988637875,0.3337213168906403,0.019267137004261525
1,1970,DC65_1,DC65,582499.6844180265,6327500.009486454,Cluster 2,0.11799613367109735,0.1300737294841529,0.012077595813055564
1,1970,DC69_1,DC69,582499.5463454451,6347499.907984794,Cluster 2,0.049815362538442445,0.17655053168419116,0.12673516914574873
1,1970,DC79_1,DC79,587499.5162126686,6347499.914135292,Cluster 2,0.06625188829172898,0.2074777237463828,0.1412258354546538
1,1970,DC89_1,DC89,592499.4952561076,6347499.988268283,Cluster 2,0.11663847073215358,0.17099260552732304,0.054354134795169456
1,1970,DD00_1,DD00,552499.8856748668,6252499.714341889,Cluster 2,0.10389086668712957,0.16149306550792852,0.05760219882079895
1,1970,DD01_1,DD01,552499.8788040339,6257499.789576381,Cluster 3,0.08090175970155154,0.19177110259341934,0.1108693428918678
1,1970,DD02_1,DD02,552499.8180619746,6262499.790504193,Cluster 1,0.2255968280919212,0.24340669225562547,0.01780986416370428
1,1970,DD03_1,DD03,552499.8245235039,6267499.829924205,Cluster 2,0.08777997798911476,0.13883638300463969,0.05105640501552493
1,1970,DD04_1,DD04,552499.8372124677,6272499.79574306,Cluster 2,0.11195183016100632,0.15147419827705869,0.039522368116052364
1,1970,DD05_1,DD05,552499.7926802624,6277499.7984718,Cluster 3,0.06139270690685424,0.17483962212961432,0.11344691522276007
1,1970,DD06_1,DD06,552499.8129379287,6282499.83961058,Cluster 2,0.07437947608416037,0.17173879536316078,0.0973593192790004
1,1970,DD07_1,DD07,552499.8372333928,6287499.807062139,Cluster 2,0.08376908362628178,0.1566397691802636,0.07287068555398181
1,1970,DD08_1,DD08,552499.8023283664,6292499.811338297,Cluster 2,0.12010926563276246,0.12349048005399021,0.0033812144212277545
1,1970,DD09_1,DD09,552499.8297948928,6297499.853941188,Cluster 3,0.14693415390110784,0.24259245463486426,0.09565830073375642
1,1970,DD10_1,DD10,557499.856180533,6252499.733037651,Cluster 2,0.09713457095728285,0.11923330065484185,0.022098729697558994
1,1970,DD11_1,DD11,557499.8762522964,6257499.80687196,Cluster 3,0.08138371439865646,0.24459356754805878,0.1632098531494023
1,1970,BD35_1,BD35,467500.0749060298,6277499.704398919,Cluster 1,0.18413030082104864,0.3313263312501011,0.14719603042905244
1,1970,DD12_1,DD12,557499.8255147779,6262499.806363893,Cluster 3,0.07577692728811423,0.17699923326580735,0.10122230597769312
1,1970,DD13_1,DD13,557499.8249050891,6267499.844455846,Cluster 2,0.07735308478509363,0.17404954703082065,0.09669646224572702
1,1970,DD14_1,DD14,557499.8135712934,6272499.808981645,Cluster 2,0.04142540993579754,0.19268621226286733,0.1512608023270698
1,1970,DD16_1,DD16,557499.812499,6282499.851962599,Cluster 3,0.05542230253806715,0.16770850934239084,0.11228620680432369
1,1970,DD17_1,DD17,557499.8226555676,6287499.819056403,Cluster 3,0.05720819581687567,0.14532790907550774,0.08811971325863208
1,1970,DD18_1,DD18,557499.815944289,6292499.935076535,Cluster 3,0.08759193485307909,0.18444145046852317,0.09684951561544408
1,1970,DD19_1,DD19,557499.7962017705,6297499.866076322,Cluster 3,0.10939746384651271,0.1503028933904191,0.0409054295439064
1,1970,DD20_1,DD20,562499.8979436193,6252499.742285932,Cluster 2,0.10051551190516578,0.1341086380525149,0.033593126147349134
1,1970,DD21_1,DD21,562499.8222470335,6257499.8229469415,Cluster 3,0.11714855396289835,0.14049730209554404,0.02334874813264569
1,1970,BD36_1,BD36,467500.0370856172,6282499.739297631,Cluster 1,0.10416762222075858,0.1990169248312201,0.094849302610461525
1,1970,DD22_1,DD22,562499.8437607648,6262499.831936724,Cluster 2,0.11232277073286129,0.1812663000688483,0.06894352933598702
1,1970,DD24_1,DD24,562499.8019624483,6272499.851935544,Cluster 2,0.15747491406856276,0.26505563428459844,0.10758072021603568
1,1970,DD26_1,DD26,562499.825335824,6282499.914256911,Cluster 3,0.0790206870344991,0.1987504850209937,0.11972979798649461
1,1970,DD27_1,DD27,562499.8219761638,6287499.891081318,Cluster 2,0.09466300486280378,0.19370447325094137,0.09904146838813759
1,1970,DD28_1,DD28,562499.7860176418,6292499.905539777,Cluster 2,0.07589095590461237,0.11945255996707184,0.04356160406245947
1,1970,DD29_1,DD29,562499.8388001381,6297499.959425464,Cluster 3,0.05000600239856569,0.16873334860607297,0.11872734620750729
1,1970,DD30_1,DD30,567499.9045343413,6252499.740139163,Cluster 3,0.07609352688371702,0.14845391861851567,0.07236039173479865
1,1970,DD31_1,DD31,567499.8570273767,6257499.839340627,Cluster 1,0.13345367493858143,0.18223742421846187,0.04878374927988044
1,1970,BD37_1,BD37,467500.0506595336,6287499.810571126,Cluster 1,0.14414932139879885,0.1631617000267176,0.01901237862791874
1,1970,DD35_1,DD35,567499.839200209,6277499.844712948,Cluster 2,0.10029926776160691,0.228038530932319,0.12773926317071208
1,1970,DD37_1,DD37,567499.854039139,6287499.911641263,Cluster 2,0.1027733565343748,0.10495072049265505,0.0021773639582802484
1,1970,DD38_1,DD38,567499.8490636005,6292499.946900631,Cluster 2,0.11387431220046157,0.20092651173876422,0.08705219953830265
1,1970,DD39_1,DD39,567499.7951241602,6297499.908455915,Cluster 2,0.0912435815410747,0.16721882836078739,0.07597524681971268
1,1970,DD40_1,DD40,572499.8910228461,6252499.837507532,Cluster 1,0.19216067835972933,0.24077813323494776,0.04861745487521843
1,1970,DD41_1,DD41,572499.874319164,6257499.853998432,Cluster 2,0.10229656484880649,0.1297305447373647,0.02743397988855821
1,1970,BD38_1,BD38,467500.0539126969,6292499.807359152,Cluster 1,0.18627531610774092,0.27833430145321386,0.09205898534547294
1,1970,DD42_1,DD42,572499.8594056569,6262499.798046281,Cluster 2,0.04309981599321129,0.18078182602540677,0.1376820100321955
1,1970,DD43_1,DD43,572499.8414943474,6267499.892215765,Cluster 2,0.0748256099408377,0.11115686787777763,0.036331257936939934
1,1970,DD46_1,DD46,572499.840314927,6282499.96321855,Cluster 2,0.09138371072099177,0.19413464991896906,0.10275093919797729
1,1970,DD47_1,DD47,572499.8119906547,6287499.989774233,Cluster 2,0.09432041194574901,0.1241911803030461,0.029870768357297087
1,1970,DD48_1,DD48,572499.8407176494,6292499.944752331,Cluster 2,0.1018951031458889,0.15493332275738353,0.05303821961149463
1,1970,DD49_1,DD49,572499.8623283049,6297499.938366378,Cluster 2,0.09189123709992192,0.18849301480083958,0.09660177770091766
1,1970,DD50_1,DD50,577499.9397466873,6252499.812573781,Cluster 1,0.12699898998333872,0.12929572476607626,0.002296734782737536
1,1970,DD51_1,DD51,577499.8911025693,6257499.866573606,Cluster 3,0.1336226205554828,0.15584158678442203,0.022218966228939235
1,1970,BD39_1,BD39,467500.0473273079,6297499.729633846,Cluster 1,0.1332493311075198,0.2198230791386074,0.08657374803108761
1,1970,DD52_1,DD52,577499.8890167333,6262499.849300526,Cluster 1,0.10469822285235209,0.19331792380426657,0.08861970095191449
1,1970,DD53_1,DD53,577499.8687690438,6267499.87089236,Cluster 1,0.09904837035779589,0.20789473921733928,0.1088463688595434
1,1970,DD54_1,DD54,577499.8907825949,6272499.932445059,Cluster 1,0.13993100412389214,0.27979173714424804,0.1398607330203559
1,1970,DD57_1,DD57,577499.8373202452,6287500.015885937,Cluster 1,0.12263744435530642,0.13260753020808733,0.009970085852780905
1,1970,DD59_1,DD59,577499.8764129576,6297499.934571228,Cluster 2,0.23464318355847316,0.3254200207950223,0.09077683723654914
1,1970,DD61_1,DD61,582499.9243567707,6257499.87675696,Cluster 3,0.10126849682701165,0.11221904841735549,0.010950551590343832
1,1970,BD40_1,BD40,472500.0931846446,6252499.686959085,Cluster 2,0.1622586506133685,0.209887001929215,0.0476283513158465
1,1970,DD62_1,DD62,582499.9358377454,6262499.908196272,Cluster 2,0.09112600533718578,0.1157209761778545,0.024594970840668723
1,1970,DD63_1,DD63,582499.9142568866,6267499.867230073,Cluster 2,0.0694120362328559,0.12915874751996995,0.05974671128711405
1,1970,DD64_1,DD64,582499.9156895869,6272499.97761661,Cluster 2,0.11151259433037856,0.11622466865304606,0.0047120743226675005
1,1970,DD65_1,DD65,582499.8841101133,6277499.904232946,Cluster 2,0.11009855716553373,0.1294368438806653,0.01933828671513156
1,1970,DD70_1,DD70,587499.9756611895,6252499.834294763,Cluster 3,0.10327441239545493,0.18353872224373266,0.08026430984827773
1,1970,DD71_1,DD71,587499.9294289971,6257499.883005279,Cluster 2,0.18001621081500116,0.20413307050335977,0.02411685968835861
1,1970,DD72_1,DD72,587499.9576007758,6262499.861898324,Cluster 2,0.06085647745768551,0.1626707384708646,0.1018142610131791
1,1970,BD41_1,BD41,472500.0753691514,6257499.700065501,Cluster 2,0.14768770038504506,0.1820989847919557,0.03441128440691063
1,1970,DD80_1,DD80,592499.9965185599,6252499.880145047,Cluster 3,0.06264502603429792,0.15344816888275575,0.09080314284845784
1,1970,DD81_1,DD81,592499.9849260056,6257499.886210558,Cluster 2,0.13275577548882814,0.1891924772440916,0.05643670175526347
1,1970,DD90_1,DD90,597499.9603299614,6252499.909862781,Cluster 2,0.07022407216103195,0.18435355559773273,0.11412948343670078
1,1970,DD91_1,DD91,597499.9845591482,6257499.88334208,Cluster 3,0.11604942925885833,0.13417388459012183,0.0181244553312635
1,1970,DD92_1,DD92,597499.985225495,6262499.8971402,Cluster 2,0.11318820002314259,0.20949668517877726,0.09630848515563467
1,1970,DE00_1,DE00,552500.0397736444,6202499.815031244,Cluster 3,0.07331589453454578,0.15516305675153821,0.08184716221699244
1,1970,DE01_1,DE01,552500.0522177635,6207499.735317095,Cluster 3,0.08019286939896497,0.2426549500945626,0.16246208069559762
1,1970,DE02_1,DE02,552500.0156842017,6212499.692870375,Cluster 3,0.10806422152502185,0.12123011681303514,0.01316589528801329
1,1970,BD42_1,BD42,472500.0892348051,6262499.638397401,Cluster 1,0.09540376147541105,0.10766996226054433,0.012266200785133283
1,1970,DE03_1,DE03,552499.9918704326,6217499.688423337,Cluster 3,0.16432094974403388,0.19018682534082695,0.02586587559679307
1,1970,DE04_1,DE04,552500.0421838384,6222499.722709725,Cluster 2,0.1536419773097862,0.25688835517565356,0.10324637786586735
1,1970,DE05_1,DE05,552499.9808522139,6227499.682127924,Cluster 2,0.08060977745055568,0.20061738672243193,0.12000760927187624
1,1970,DE07_1,DE07,552499.9514282229,6237499.715456871,Cluster 3,0.06515398476521025,0.18028629748091474,0.11513231271570448
1,1970,DE10_1,DE10,557499.9926700045,6202499.753927617,Cluster 3,0.08129445409381982,0.12957776504706628,0.048283310953246464
1,1970,DE11_1,DE11,557500.0121679712,6207499.781346942,Cluster 3,0.15509879553741684,0.20274387844141115,0.0476450829039943
1,1970,DE12_1,DE12,557500.0298874964,6212499.735544217,Cluster 2,0.3746701552791223,0.3882895099109509,0.013619354631828617
1,1970,BD43_1,BD43,472500.0750117887,6267499.724942416,Cluster 1,0.11346172233488352,0.21419302537024038,0.10073130303535685
1,1970,DE13_1,DE13,557499.9814049272,6217499.726953041,Cluster 2,0.13014028180931067,0.25096858942556133,0.12082830761625066
1,1970,DE14_1,DE14,557499.9919643814,6222499.645914316,Cluster 2,0.1479884369089835,0.17812639945243802,0.030137962543454522
1,1970,DE15_1,DE15,557499.9955708939,6227499.714159249,Cluster 2,0.07881109668324672,0.09814558794154983,0.01933449125830311
1,1970,DE16_1,DE16,557499.9944713496,6232499.709069772,Cluster 2,0.1297825742485632,0.15677269757171156,0.026990123323148346
1,1970,DE17_1,DE17,557499.9260181622,6237499.629782909,Cluster 2,0.12022890980823316,0.15851630198896197,0.03828739218072881
1,1970,DE18_1,DE18,557499.9103897591,6242499.700531681,Cluster 3,0.08001221187249409,0.13949245248046752,0.059480240607973425
1,1970,DE19_1,DE19,557499.8878559844,6247499.697860005,Cluster 2,0.16702088967254958,0.25384920886247314,0.08682831918992356
1,1970,DE20_1,DE20,562500.0084597974,6202499.807410175,Cluster 3,0.059546614310858434,0.15626142322517703,0.09671480891431859
1,1970,DE21_1,DE21,562499.9761553103,6207499.728242607,Cluster 3,0.13589595990592584,0.1588104235982964,0.022914463692370546
1,1970,DE22_1,DE22,562499.9864572511,6212499.688075669,Cluster 2,0.14898379705269382,0.17209499560488634,0.023111198552192513
1,1970,BD44_1,BD44,472500.09313145553,6272499.736661749,Cluster 1,0.2226401563026042,0.37495097132068833,0.15231081501808413
1,1970,DE23_1,DE23,562499.9761974189,6217499.685978896,Cluster 3,0.07704463526973948,0.15455609413679042,0.07751145886705094
1,1970,DE24_1,DE24,562500.0067694888,6222499.722828891,Cluster 3,0.09953330827905592,0.2607606834012468,0.16122737512219087
1,1970,DE25_1,DE25,562499.9547079823,6227499.685494073,Cluster 3,0.04744875183254267,0.1456530467272765,0.09820429489473383
