grouping_type,display_name,group_pair_type,group_1,group_2,group_pair,n_group_pairs,support_class,n_periods,mean_observed_minus_null,min_observed_minus_null,max_observed_minus_null,min_abs_null_z,max_abs_observed_minus_null,n_fdr_0_05,all_above_null,all_below_null,excess_1970s,excess_1990s,excess_2010s,delta_2010s_minus_1970s,sign_flip_1970s_to_2010s,temporal_pattern,unstable_small_pair_count
foraging_guild,Foraging guild,Between group,Open-land insectivores,Tit-like birds,Open-land insectivores | Tit-like birds,72,Supported positive,3,0.0022846920995069553,-0.015710154599042903,0.02360694027360688,0.009857042584036491,0.02360694027360688,0,FALSE,FALSE,-0.015710154599042903,-0.001042709376043116,0.02360694027360688,0.03931709487264978,TRUE,Direction flip,FALSE
foraging_guild,Foraging guild,Between group,Grazing waterfowl,Open-land insectivores,Grazing waterfowl | Open-land insectivores,12,Supported positive,3,-0.07040373707040402,-0.14864864864864863,0.0015849182515851323,0.007794059595090243,0.14864864864864863,0,FALSE,FALSE,-0.14864864864864863,-0.06414748081414856,0.0015849182515851323,0.15023356690023376,TRUE,Direction flip,FALSE
foraging_guild,Foraging guild,Between group,Thrushes,Woodpeckers,Thrushes | Woodpeckers,20,Supported positive,3,0.08558558558558549,0.0011011011011008431,0.21956956956956974,0.007105087380014811,0.21956956956956974,0,TRUE,FALSE,0.03608608608608588,0.0011011011011008431,0.21956956956956974,0.18348348348348387,FALSE,Consistently above null,FALSE
foraging_guild,Foraging guild,Between group,Rails,Thrushes,Rails | Thrushes,20,Supported positive,3,-0.015699032365698896,-0.11736736736736758,0.06921921921921959,0.006871201007345143,0.11736736736736758,0,FALSE,FALSE,-0.11736736736736758,0.0010510510510512994,0.06921921921921959,0.18658658658658717,TRUE,Direction flip,FALSE
foraging_guild,Foraging guild,Between group,Marsh warblers,Owls,Marsh warblers | Owls,30,Supported positive,3,-0.1445667890112338,-0.28418418418418395,6.673340006663198e-4,0.005294486978517321,0.28418418418418395,0,FALSE,FALSE,6.673340006663198e-4,-0.28418418418418395,-0.15018351685018372,-0.15085085085085004,TRUE,Direction flip,FALSE
foraging_guild,Foraging guild,Between group,Flycatchers,Passerine seedeaters,Flycatchers | Passerine seedeaters,36,Supported positive,3,0.10873836799762708,4.726949171385275e-4,0.17589812034256547,0.003452267005717128,0.17589812034256547,0,TRUE,FALSE,0.14984428873317723,0.17589812034256547,4.726949171385275e-4,-0.1493715938160387,FALSE,Consistently above null,FALSE
foraging_guild,Foraging guild,Between group,Buntings,Omnivorous corvids,Buntings | Omnivorous corvids,21,Supported positive,3,0.05025660581216222,-5.243338576671475e-4,0.13503980170647034,0.003421682999058033,0.13503980170647034,0,FALSE,FALSE,-5.243338576671475e-4,0.01625434958768346,0.13503980170647034,0.1355641355641375,TRUE,Direction flip,FALSE
migratory_strategy,Migratory strategy,Between group,long-distance,sedentary,long-distance | sedentary,1540,Supported negative,3,0.016258032924699562,0.011949611949611881,0.022904722904722848,1.806365134914706,0.022904722904722848,0,TRUE,FALSE,0.011949611949611881,0.013919763919763961,0.022904722904722848,0.010955110955110967,FALSE,Consistently above null,FALSE
migratory_strategy,Migratory strategy,Between group,sedentary,short-and long-distance,sedentary | short-and long-distance,280,Supported negative,3,0.051792268458935024,0.03449163449163443,0.0669276419276418,1.4941186770972292,0.0669276419276418,0,TRUE,FALSE,0.05395752895752884,0.0669276419276418,0.03449163449163443,-0.01946589446589441,FALSE,Consistently above null,FALSE
migratory_strategy,Migratory strategy,Within group,sedentary and short-distance,sedentary and short-distance,sedentary and short-distance,465,Supported negative,3,-0.02022022022022031,-0.026572809368508424,-0.01569957053828027,1.2184490712379072,0.026572809368508424,0,FALSE,TRUE,-0.01569957053828027,-0.018388280753872235,-0.026572809368508424,-0.010873238830228154,FALSE,Consistently below null,FALSE
