site,atlas,year,easting,northing,n_top_negative_species_present,top_negative_species_present,any_top_negative_species_present
CD62,3,2014,532499.9264218447,6262499.721080979,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CD63,3,2014,532499.9060614218,6267499.754098765,2,Periparus ater; Regulus regulus,TRUE
CD64,3,2014,532499.8984825077,6272499.712735584,1,Periparus ater,TRUE
CD65,3,2014,532499.9014897305,6277499.819579325,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CD66,3,2014,532499.9171695623,6282499.740681873,1,Periparus ater,TRUE
CD67,3,2014,532499.8812754106,6287499.809468063,2,Periparus ater; Regulus regulus,TRUE
CD68,3,2014,532499.9174908885,6292499.804240393,1,Periparus ater,TRUE
CD69,3,2014,532499.9030293231,6297499.72402499,2,Periparus ater; Regulus regulus,TRUE
CD70,3,2014,537499.9224899263,6252499.710588921,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CD71,3,2014,537499.9009141074,6257499.739502609,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CD72,3,2014,537499.8761429818,6262499.694117894,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CD73,3,2014,537499.8457173071,6267499.797017795,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CD74,3,2014,537499.8735113181,6272499.714805415,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CD75,3,2014,537499.8945203188,6277499.780826929,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CD76,3,2014,537499.8489667726,6282499.771897683,2,Periparus ater; Regulus regulus,TRUE
CD77,3,2014,537499.8579666234,6287499.800388882,2,Periparus ater; Regulus regulus,TRUE
CD78,3,2014,537499.8606860194,6292499.754419795,0,,FALSE
CD79,3,2014,537499.8556398308,6297499.745272113,2,Periparus ater; Regulus regulus,TRUE
CD80,3,2014,542499.9043316353,6252499.758197298,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CD81,3,2014,542499.9081204964,6257499.755666731,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CD82,3,2014,542499.8906583615,6262499.790154996,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CD83,3,2014,542499.8525639324,6267499.7503311,3,Periparus ater; Lullula arborea; Columba oenas,TRUE
CD84,3,2014,542499.8536315641,6272499.748089695,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CD85,3,2014,542499.8318074815,6277499.782787062,2,Periparus ater; Regulus regulus,TRUE
CD86,3,2014,542499.848977515,6282499.74370801,2,Periparus ater; Regulus regulus,TRUE
CD87,3,2014,542499.8409872162,6287499.852821364,0,,FALSE
CD88,3,2014,542499.8718291062,6292499.776795781,2,Periparus ater; Regulus regulus,TRUE
CD89,3,2014,542499.8153189467,6297499.848290001,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CD90,3,2014,547499.9077536316,6252499.685534189,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CD91,3,2014,547499.8745462188,6257499.772209364,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CD92,3,2014,547499.8659603776,6262499.785287277,2,Periparus ater; Regulus regulus,TRUE
CD93,3,2014,547499.8197961848,6267499.724049108,2,Periparus ater; Regulus regulus,TRUE
CD94,3,2014,547499.7944576344,6272499.811765392,2,Periparus ater; Regulus regulus,TRUE
CD95,3,2014,547499.7917206177,6277499.825801136,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CD96,3,2014,547499.8108651892,6282499.766127534,2,Periparus ater; Regulus regulus,TRUE
CD97,3,2014,547499.8486541302,6287499.855329811,2,Periparus ater; Lullula arborea,TRUE
CD98,3,2014,547499.8457579509,6292499.870075763,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CD99,3,2014,547499.8016743321,6297499.8103351565,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE00,3,2014,502500.06152683037,6202499.744005174,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE01,3,2014,502500.0785219833,6207499.797640791,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE02,3,2014,502500.02528104605,6212499.776561091,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE03,3,2014,502500.0263673985,6217499.792110339,2,Periparus ater; Regulus regulus,TRUE
CE04,3,2014,502500.08162276645,6222499.732965122,0,,FALSE
CE05,3,2014,502500.0666420697,6227499.710331745,0,,FALSE
CE06,3,2014,502500.04362767225,6232499.724222039,0,,FALSE
CE07,3,2014,502500.07449190767,6237499.774647816,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE08,3,2014,502500.0353899611,6242499.750212144,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE09,3,2014,502500.05001462775,6247499.762263852,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
CE10,3,2014,507500.0262864438,6202499.752100389,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE11,3,2014,507500.04771768564,6207499.815339364,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE12,3,2014,507500.04475203936,6212499.8038825905,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE13,3,2014,507500.07958559337,6217499.717812039,2,Periparus ater; Regulus regulus,TRUE
CE14,3,2014,507500.0273397176,6222499.77948883,2,Periparus ater; Regulus regulus,TRUE
CE15,3,2014,507500.07478817966,6227499.766611712,1,Regulus regulus,TRUE
CE16,3,2014,507500.0353278538,6232499.79013519,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE17,3,2014,507500.0331905386,6237499.73894793,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE18,3,2014,507500.06795502856,6242499.724328115,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE19,3,2014,507500.01585132466,6247499.746037214,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE20,3,2014,512500.0778718726,6202499.765489041,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE21,3,2014,512500.0416534956,6207499.736611552,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE22,3,2014,512500.08898064535,6212499.744663644,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE23,3,2014,512500.03278298484,6217499.789083581,1,Periparus ater,TRUE
CE24,3,2014,512500.0599824369,6222499.759086974,2,Periparus ater; Regulus regulus,TRUE
CE25,3,2014,512500.045683016,6227499.765589996,2,Periparus ater; Lullula arborea,TRUE
CE26,3,2014,512500.05217830365,6232499.697447278,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE27,3,2014,512500.0166706834,6237499.77705867,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE28,3,2014,512500.06347564154,6242499.782156218,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE29,3,2014,512500.0068288046,6247499.712173496,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE30,3,2014,517500.0454849072,6202499.78370307,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CE31,3,2014,517500.0763001169,6207499.784124023,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE32,3,2014,517500.0498415911,6212499.709770298,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE33,3,2014,517500.0895961484,6217499.78371891,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE34,3,2014,517500.07173813885,6222499.7828447055,1,Periparus ater,TRUE
CE35,3,2014,517500.0583055991,6227499.707374013,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE36,3,2014,517500.0481509513,6232499.779884519,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE37,3,2014,517500.0419372872,6237499.777750103,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE38,3,2014,517500.03942366596,6242499.700944795,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE39,3,2014,517500.0394573879,6247499.77205085,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE40,3,2014,522500.0704425728,6202499.807062485,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE41,3,2014,522500.0442081195,6207499.734739026,2,Periparus ater; Regulus regulus,TRUE
CE42,3,2014,522500.0678054823,6212499.810822077,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE43,3,2014,522500.08030082856,6217499.7010696195,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE44,3,2014,522500.07970485423,6222499.739352608,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Columba oenas,TRUE
CE45,3,2014,522500.06692997954,6227499.703048657,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE46,3,2014,522500.041145187,6232499.703433006,1,Periparus ater,TRUE
CE47,3,2014,522500.0640162797,6237499.74080711,2,Periparus ater; Regulus regulus,TRUE
CE48,3,2014,522500.0119734386,6242499.703193641,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CE49,3,2014,522500.0079419588,6247499.702520713,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CE50,3,2014,527500.0450754714,6202499.723619567,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE51,3,2014,527500.0855328589,6207499.811552569,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE52,3,2014,527500.0988265752,6212499.713670329,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE53,3,2014,527500.082575689,6217499.763839749,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE54,3,2014,527500.1000764947,6222499.739837737,2,Periparus ater; Regulus regulus,TRUE
CE55,3,2014,527500.0880835521,6227499.752541096,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE56,3,2014,527500.0470532825,6232499.690624631,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE57,3,2014,527500.0379328128,6237499.66576125,0,,FALSE
CE58,3,2014,527499.9984027212,6242499.67752908,2,Periparus ater; Regulus regulus,TRUE
CE59,3,2014,527499.989976083,6247499.726301877,2,Periparus ater; Regulus regulus,TRUE
CE60,3,2014,532500.0469924002,6202499.756178573,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE61,3,2014,532500.0933404423,6207499.791210008,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE62,3,2014,532500.0953795096,6212499.751701555,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE63,3,2014,532500.0520095888,6217499.748924329,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE64,3,2014,532500.088076029,6222499.6724942615,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE65,3,2014,532500.0770745723,6227499.744045095,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE66,3,2014,532500.0204245233,6232499.74095347,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE67,3,2014,532500.0416984205,6237499.664132946,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE68,3,2014,532500.0148175734,6242499.735220286,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CE69,3,2014,532499.9412093535,6247499.731587012,2,Periparus ater; Lullula arborea,TRUE
CE70,3,2014,537500.0308170322,6202499.79289711,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CE71,3,2014,537500.0835327087,6207499.784787841,2,Periparus ater; Regulus regulus,TRUE
CE72,3,2014,537500.0755039781,6212499.702100726,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE73,3,2014,537500.067701568,6217499.65664748,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE74,3,2014,537500.0596364432,6222499.648403606,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE75,3,2014,537500.0508192427,6227499.677344484,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE76,3,2014,537500.0417347807,6232499.63214553,1,Regulus regulus,TRUE
CE77,3,2014,537500.0299457153,6237499.735380851,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE78,3,2014,537499.9560459278,6242499.652580182,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CE79,3,2014,537499.9403775054,6247499.718706845,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CE80,3,2014,542500.0765360219,6202499.722907818,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE81,3,2014,542500.0725898192,6207499.792100813,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE82,3,2014,542500.0549823554,6212499.675981395,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE83,3,2014,542500.0821386847,6217499.709024412,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CE84,3,2014,542500.0312720044,6222499.667383468,2,Periparus ater; Regulus regulus,TRUE
CE85,3,2014,542500.0251304065,6227499.663558211,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE86,3,2014,542500.0010096645,6232499.696908841,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE87,3,2014,542499.9595191028,6237499.656109798,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE88,3,2014,542499.960902843,6242499.653049735,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE89,3,2014,542499.9426731234,6247499.687087541,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CE90,3,2014,547500.0112863941,6202499.766809329,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CE91,3,2014,547500.0158636335,6207499.701018751,2,Periparus ater; Regulus regulus,TRUE
CE92,3,2014,547500.0503056952,6212499.673195112,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CE93,3,2014,547500.0516845292,6217499.682626755,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CE94,3,2014,547500.0194965032,6222499.7292875815,2,Periparus ater; Regulus regulus,TRUE
CE95,3,2014,547500.0165332087,6227499.702541236,2,Periparus ater; Regulus regulus,TRUE
CE96,3,2014,547499.9788540612,6232499.712970672,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CE97,3,2014,547499.9691090817,6237499.649938437,2,Periparus ater; Regulus regulus,TRUE
CE98,3,2014,547499.9234977771,6242499.624028113,2,Periparus ater; Regulus regulus,TRUE
CE99,3,2014,547499.9032871589,6247499.63590194,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF00,3,2014,502500.02028222225,6152499.89145135,2,Periparus ater; Regulus regulus,TRUE
CF01,3,2014,502500.0534417037,6157499.800205615,1,Periparus ater,TRUE
CF02,3,2014,502500.07869880326,6162499.857095068,4,Caprimulgus europaeus; Periparus ater; Regulus regulus; Columba oenas,TRUE
CF03,3,2014,502500.03324409283,6167499.839482369,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CF04,3,2014,502500.04300302034,6172499.747412451,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CF05,3,2014,502500.04484904365,6177499.803412706,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CF06,3,2014,502500.0389016604,6182499.78487528,2,Periparus ater; Regulus regulus,TRUE
CF07,3,2014,502500.0250959793,6187499.803070416,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CF08,3,2014,502500.0660579465,6192499.746714847,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CF09,3,2014,502500.0365151213,6197499.727010743,2,Periparus ater; Regulus regulus,TRUE
CF10,3,2014,507500.04285710165,6152499.805047145,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CF11,3,2014,507500.05492596835,6157499.834451183,2,Periparus ater; Regulus regulus,TRUE
CF12,3,2014,507500.04327710776,6162499.789395868,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CF13,3,2014,507500.0706404502,6167499.781255058,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CF14,3,2014,507500.0739329783,6172499.809900087,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CF15,3,2014,507500.0533334287,6177499.764015607,2,Periparus ater; Regulus regulus,TRUE
CF16,3,2014,507500.07135441876,6182499.754977835,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CF17,3,2014,507500.0651289864,6187499.782657654,2,Periparus ater; Regulus regulus,TRUE
CF18,3,2014,507500.03483679594,6192499.735736998,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
CF19,3,2014,507500.0425821252,6197499.836890889,2,Periparus ater; Regulus regulus,TRUE
CF20,3,2014,512500.0890358579,6152499.85022648,2,Periparus ater; Lullula arborea,TRUE
CF21,3,2014,512500.0804062962,6157499.787179069,1,Periparus ater,TRUE
CF22,3,2014,512500.03149114567,6162499.872222402,2,Periparus ater; Regulus regulus,TRUE
CF23,3,2014,512500.06907642435,6167499.771820084,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CF24,3,2014,512500.06605251407,6172499.819464415,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CF25,3,2014,512500.02303446684,6177499.792549392,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CF26,3,2014,512500.0651124667,6182499.802702072,2,Periparus ater; Lullula arborea,TRUE
CF27,3,2014,512500.06655589637,6187499.849542149,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CF28,3,2014,512500.0276656862,6192499.82175148,1,Regulus regulus,TRUE
CF29,3,2014,512500.0730969767,6197499.830959868,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CF30,3,2014,517500.0490080542,6152499.803977083,2,Periparus ater; Regulus regulus,TRUE
CF31,3,2014,517500.08229393145,6157499.880785225,2,Periparus ater; Columba oenas,TRUE
CF32,3,2014,517500.05984277924,6162499.883060531,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CF33,3,2014,517500.0445604493,6167499.811028843,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF34,3,2014,517500.0357638052,6172499.775957468,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CF35,3,2014,517500.0332116384,6177499.777824086,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CF36,3,2014,517500.0366625694,6182499.816606281,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF37,3,2014,517500.04632165184,6187499.780987112,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CF38,3,2014,517500.061502076,6192499.782236776,2,Periparus ater; Regulus regulus,TRUE
CF39,3,2014,517500.08196195716,6197499.820332571,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CF40,3,2014,522500.0642822681,6152499.88918984,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF41,3,2014,522500.0773326165,6157499.892575038,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF42,3,2014,522500.08171073144,6162499.821689351,1,Regulus regulus,TRUE
CF43,3,2014,522500.0766004052,6167499.787798728,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF44,3,2014,522500.0617534066,6172499.790880593,2,Periparus ater; Columba oenas,TRUE
CF45,3,2014,522500.0369213511,6177499.830912278,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF46,3,2014,522500.06514195283,6182499.796901118,2,Periparus ater; Regulus regulus,TRUE
CF47,3,2014,522500.02009768866,6187499.799469306,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CF48,3,2014,522500.02689213475,6192499.839240847,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CF49,3,2014,522500.0856363534,6197499.8048974695,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CF50,3,2014,527500.0886990835,6152499.883027053,2,Periparus ater; Regulus regulus,TRUE
CF51,3,2014,527500.0818896274,6157499.8224678775,2,Periparus ater; Regulus regulus,TRUE
CF52,3,2014,527500.0497756924,6162499.798923867,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF53,3,2014,527500.0550309606,6167499.812767024,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF54,3,2014,527500.0343271294,6172499.863579813,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF55,3,2014,527500.0508941073,6177499.840442368,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF56,3,2014,527500.0408488035,6182499.854226997,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF57,3,2014,527500.0672787909,6187499.794012441,2,Periparus ater; Regulus regulus,TRUE
CF58,3,2014,527500.0664424137,6192499.770672006,2,Periparus ater; Regulus regulus,TRUE
CF59,3,2014,527500.0380833544,6197499.784182167,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CF60,3,2014,532500.0746473216,6152499.896262771,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF61,3,2014,532500.0476127628,6157499.892527556,2,Periparus ater; Regulus regulus,TRUE
CF62,3,2014,532500.0430350703,6162499.81496773,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF63,3,2014,532500.058788367,6167499.886138109,2,Periparus ater; Regulus regulus,TRUE
CF64,3,2014,532500.0331872304,6172499.882969435,2,Periparus ater; Columba oenas,TRUE
CF65,3,2014,532500.028758022,6177499.805903052,2,Periparus ater; Columba oenas,TRUE
CF66,3,2014,532500.0433655721,6182499.877498317,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF67,3,2014,532500.016379806,6187499.763386833,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF68,3,2014,532500.0701839877,6192499.798358294,1,Regulus regulus,TRUE
CF69,3,2014,532500.0807532563,6197499.758865873,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF70,3,2014,537500.1021949608,6152499.817917419,2,Periparus ater; Regulus regulus,TRUE
CF71,3,2014,537500.0550795781,6157499.88048536,1,Columba oenas,TRUE
CF72,3,2014,537500.0774855074,6162499.869807724,2,Regulus regulus; Columba oenas,TRUE
CF73,3,2014,537500.0419040467,6167499.89607103,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF74,3,2014,537500.0118776582,6172499.848500056,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF75,3,2014,537500.0487537576,6177499.838899511,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF76,3,2014,537500.0264034058,6182499.866166838,0,,FALSE
CF77,3,2014,537500.0707976818,6187499.82006512,0,,FALSE
CF78,3,2014,537500.0551390985,6192499.810781486,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF79,3,2014,537500.0416532608,6197499.838831865,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF80,3,2014,542500.0592552546,6152499.8693641145,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF81,3,2014,542500.0565058092,6157499.897039448,2,Periparus ater; Regulus regulus,TRUE
CF82,3,2014,542500.0441988781,6162499.850954939,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF83,3,2014,542500.0207665939,6167499.842372999,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF84,3,2014,542500.048573576,6172499.871880924,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF85,3,2014,542500.0024235704,6177499.826941581,2,Regulus regulus; Columba oenas,TRUE
CF86,3,2014,542500.0063853149,6182499.82004259,1,Regulus regulus,TRUE
CF87,3,2014,542500.0597483467,6187499.851160479,1,Regulus regulus,TRUE
CF88,3,2014,542500.0377536514,6192499.807753425,0,,FALSE
CF89,3,2014,542500.064030432,6197499.802313068,1,Periparus ater,TRUE
CF90,3,2014,547500.0889142159,6152499.94029991,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF91,3,2014,547500.0678756869,6157499.942027305,2,Periparus ater; Regulus regulus,TRUE
CF92,3,2014,547500.021346869,6162499.870003907,1,Periparus ater,TRUE
CF93,3,2014,547500.0105560533,6167499.836173768,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF94,3,2014,547500.0347869882,6172499.840513072,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF95,3,2014,547500.030537062,6177499.882314021,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CF96,3,2014,547499.9985196197,6182499.850260958,2,Regulus regulus; Columba oenas,TRUE
CF97,3,2014,547499.999664888,6187499.856302122,2,Periparus ater; Regulus regulus,TRUE
CF98,3,2014,547500.0344730752,6192499.789121118,2,Periparus ater; Regulus regulus,TRUE
CF99,3,2014,547500.0385143282,6197499.759298731,2,Periparus ater; Regulus regulus,TRUE
CG00,3,2014,502500.0261580071,6102499.830919192,2,Periparus ater; Regulus regulus,TRUE
CG01,3,2014,502500.07264854916,6107499.815118513,0,,FALSE
CG02,3,2014,502500.04775678914,6112499.836347805,0,,FALSE
CG03,3,2014,502500.0153410255,6117499.894620556,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG04,3,2014,502500.03903347667,6122499.878665998,2,Periparus ater; Regulus regulus,TRUE
CG05,3,2014,502500.0550520218,6127499.899711133,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG06,3,2014,502500.0634538295,6132499.846448853,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG07,3,2014,502500.0641750675,6137499.830142095,2,Periparus ater; Regulus regulus,TRUE
CG08,3,2014,502500.0572123166,6142499.850769465,2,Periparus ater; Regulus regulus,TRUE
CG09,3,2014,502500.0425621639,6147499.908309469,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG10,3,2014,507500.0814512452,6102499.76344352,2,Periparus ater; Regulus regulus,TRUE
CG11,3,2014,507500.0744522167,6107499.868036532,2,Periparus ater; Regulus regulus,TRUE
CG12,3,2014,507500.0445943599,6112499.787116632,2,Periparus ater; Regulus regulus,TRUE
CG13,3,2014,507500.0549592401,6117499.854614016,3,Lullula arborea; Regulus regulus; Columba oenas,TRUE
CG14,3,2014,507500.0421171495,6122499.847835636,1,Lullula arborea,TRUE
CG15,3,2014,507500.0693758277,6127499.878149052,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG16,3,2014,507500.07326439786,6132499.834140972,0,,FALSE
CG17,3,2014,507500.0535864384,6137499.82707415,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG18,3,2014,507500.073619542,6142499.857033516,0,,FALSE
CG19,3,2014,507500.0701088966,6147499.8126028655,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG20,3,2014,512500.0319054312,6102499.844468651,2,Periparus ater; Regulus regulus,TRUE
CG21,3,2014,512500.0357352239,6107499.856263293,0,,FALSE
CG22,3,2014,512500.0646570594,6112499.793975682,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
