grouping_type,atlas,period,group_pair_type,group_1,group_2,group_pair,n_group_pairs,support_class,observed_prop,null_mean,null_sd,null_lower_95,null_upper_95,observed_minus_null,null_z,empirical_p_upper,empirical_p_lower,empirical_p_two_sided,unstable_small_pair_count,fdr_p,fdr_0_05,display_name
foraging_guild,1,1970s,Between group,Scolopacids,Shrikes,Scolopacids | Shrikes,18,Supported negative,0.05555555555555555,0.024691358024691443,0.04359955485932891,0,0.16666666666666666,0.03086419753086411,0.7079016662084144,0.312,0.905,0.624,FALSE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Orioles,Rails,Orioles | Rails,5,Supported negative,0,0.03083083083083077,0.08309162923006488,0,0.2,-0.03083083083083077,-0.3710461705530659,1,0.866,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Within group,Scolopacids,Scolopacids,Scolopacids,36,Supported negative,0.05555555555555555,0.024885997108219534,0.03232121927327562,0,0.1111111111111111,0.03066955844733602,0.9488985606645954,0.24,0.906,0.48,FALSE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Dabbling ducks,Woodpeckers,Dabbling ducks | Woodpeckers,35,Supported negative,0.05714285714285714,0.02671242671242663,0.03348490743035162,0,0.11428571428571428,0.030430430430430512,0.9087804854687326,0.247,0.904,0.494,FALSE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Low flycatching feeders,Plovers,Low flycatching feeders | Plovers,54,Supported negative,0.05555555555555555,0.025173321469617916,0.0253760839805222,0,0.09259259259259259,0.030382234085937636,1.1972782762406518,0.179,0.925,0.358,FALSE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Cuckoos,Orioles,Cuckoos | Orioles,1,Supported negative,0,0.03003003003003003,0.17075542136914237,0,1,-0.03003003003003003,-0.17586574873725697,1,0.97,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Dabbling ducks,Kingfishers,Dabbling ducks | Kingfishers,7,Supported negative,0,0.030030030030029978,0.07591895480699692,0,0.2857142857142857,-0.030030030030029978,-0.39555378635510824,1,0.841,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Orioles,Tit-like birds,Orioles | Tit-like birds,12,Supported negative,0,0.02994661327994658,0.06461383015115224,0,0.25,-0.02994661327994658,-0.46347064103601276,1,0.767,1,FALSE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Cuckoos,Owls,Cuckoos | Owls,5,Supported negative,0,0.029629629629629572,0.08635901064975024,0,0.2,-0.029629629629629572,-0.343098298680142,1,0.875,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Aquatic pursuers,Open-land insectivores,Aquatic pursuers | Open-land insectivores,36,Supported negative,0.05555555555555555,0.025942609275942812,0.03157667632148419,0,0.1111111111111111,0.02961294627961274,0.9378107429078796,0.236,0.899,0.472,FALSE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Grazing waterfowl,Orioles,Grazing waterfowl | Orioles,2,Supported negative,0,0.02952952952952953,0.12210117227701549,0,0.5,-0.02952952952952953,-0.2418447667524009,1,0.943,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Orioles,Wading birds,Orioles | Wading birds,2,Supported negative,0,0.02952952952952953,0.1221011722770149,0,0.5,-0.02952952952952953,-0.24184476675240205,1,0.943,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Flycatchers,Nigthjars,Flycatchers | Nigthjars,3,Supported negative,0,0.029362696029362673,0.10458656091981075,0,0.3333333333333333,-0.029362696029362673,-0.28075018215653746,1,0.921,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Diving ducks,Wading birds,Diving ducks | Wading birds,6,Supported negative,0,0.029029029029029076,0.07304447834338859,0,0.16666666666666666,-0.029029029029029076,-0.3974157894941905,1,0.849,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Columbids,Orioles,Columbids | Orioles,4,Supported negative,0,0.02902902902902903,0.09314241341360714,0,0.25,-0.02902902902902903,-0.31166283935679284,1,0.9,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Orioles,Shrikes,Orioles | Shrikes,2,Supported negative,0,0.02902902902902903,0.12119213350959505,0,0.5,-0.02902902902902903,-0.23952898747121024,1,0.944,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Orioles,Owls,Orioles | Owls,5,Supported negative,0,0.02902902902902897,0.08155649011770219,0,0.2,-0.02902902902902897,-0.3559376940711196,1,0.873,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Low flycatching feeders,Orioles,Low flycatching feeders | Orioles,9,Supported negative,0,0.028917806695584396,0.06294954680644921,0,0.2222222222222222,-0.028917806695584396,-0.4593806971239665,1,0.795,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Buntings,Reedlings,Buntings | Reedlings,3,Supported negative,0,0.028695362028695326,0.09931663443886464,0,0.3333333333333333,-0.028695362028695326,-0.28892805511204717,1,0.919,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Marsh warblers,Orioles,Marsh warblers | Orioles,6,Supported negative,0,0.028528528528528583,0.07567144143474742,0,0.16666666666666666,-0.028528528528528583,-0.37700522135724274,1,0.855,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Aquatic pursuers,Nigthjars,Aquatic pursuers | Nigthjars,6,Supported negative,0,0.02852852852852856,0.08065670151631257,0,0.3333333333333333,-0.02852852852852856,-0.35370313925816504,1,0.868,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Diving ducks,Nigthjars,Diving ducks | Nigthjars,3,Supported negative,0,0.02836169502836166,0.09997091971277111,0,0.3333333333333333,-0.02836169502836166,-0.2836994508988048,1,0.921,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Aquatic pursuers,Orioles,Aquatic pursuers | Orioles,6,Supported negative,0,0.0281948615281949,0.0739376648955253,0,0.3333333333333333,-0.0281948615281949,-0.3813328642179129,1,0.858,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Cuckoos,Plovers,Cuckoos | Plovers,6,Supported negative,0,0.028194861528194896,0.07468675966241563,0,0.3333333333333333,-0.028194861528194896,-0.3775081641730844,1,0.859,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Dippers,Kingfishers,Dippers | Kingfishers,1,Supported negative,0,0.028028028028028028,0.16513556468751658,0,1,-0.028028028028028028,-0.16972738780446853,1,0.972,1,TRUE,1,FALSE,Foraging guild
foraging_guild,1,1970s,Between group,Dippers,Orioles,Dippers | Orioles,1,Supported negative,0,0.028028028028028028,0.16513556468751672,0,1,-0.028028028028028028,-0.1697273878044684,1,0.972,1,TRUE,1,FALSE,Foraging guild
