bootstrap,atlas,period,support_class,n_pairs,prop_pairs
440,3,2010s,Unsupported,4529,0.3698350481789972
441,3,2010s,Supported positive,7102,0.5799444716642169
441,3,2010s,Supported negative,643,0.05250694104197289
441,3,2010s,Unsupported,4501,0.36754858729381024
442,3,2010s,Supported positive,7138,0.5828842070880288
442,3,2010s,Supported negative,623,0.05087375469541074
442,3,2010s,Unsupported,4485,0.3662420382165605
443,3,2010s,Supported positive,7086,0.5786379225869672
443,3,2010s,Supported negative,625,0.05103707333006696
443,3,2010s,Unsupported,4535,0.37032500408296587
444,3,2010s,Supported positive,7105,0.5801894496162012
444,3,2010s,Supported negative,630,0.0514453699167075
444,3,2010s,Unsupported,4511,0.36836518046709127
445,3,2010s,Supported positive,7091,0.5790462191736077
445,3,2010s,Supported negative,620,0.050628776743426425
445,3,2010s,Unsupported,4535,0.37032500408296587
446,3,2010s,Supported positive,7114,0.5809243834721541
446,3,2010s,Supported negative,640,0.05226196308998857
446,3,2010s,Unsupported,4492,0.36681365343785727
447,3,2010s,Supported positive,7102,0.5799444716642169
447,3,2010s,Supported negative,632,0.05160868855136371
447,3,2010s,Unsupported,4512,0.3684468397844194
448,3,2010s,Supported positive,7113,0.5808427241548261
448,3,2010s,Supported negative,622,0.05079209537808264
448,3,2010s,Unsupported,4511,0.36836518046709127
449,3,2010s,Supported positive,7117,0.5811693614241384
449,3,2010s,Supported negative,644,0.052588600359301
449,3,2010s,Unsupported,4485,0.3662420382165605
450,3,2010s,Supported positive,7103,0.580026130981545
450,3,2010s,Supported negative,634,0.051772007186019924
450,3,2010s,Unsupported,4509,0.3682018618324351
451,3,2010s,Supported positive,7117,0.5811693614241384
451,3,2010s,Supported negative,633,0.05169034786869182
451,3,2010s,Unsupported,4496,0.3671402907071697
452,3,2010s,Supported positive,7102,0.5799444716642169
452,3,2010s,Supported negative,619,0.05054711742609832
452,3,2010s,Unsupported,4525,0.3695084109096848
453,3,2010s,Supported positive,7104,0.580107790298873
453,3,2010s,Supported negative,613,0.050057161522129676
453,3,2010s,Unsupported,4529,0.3698350481789972
454,3,2010s,Supported positive,7084,0.578474603952311
454,3,2010s,Supported negative,628,0.05128205128205128
454,3,2010s,Unsupported,4534,0.37024334476563775
455,3,2010s,Supported positive,7100,0.5797811530295607
455,3,2010s,Supported negative,650,0.05307855626326964
455,3,2010s,Unsupported,4496,0.3671402907071697
456,3,2010s,Supported positive,7115,0.5810060427894823
456,3,2010s,Supported negative,640,0.05226196308998857
456,3,2010s,Unsupported,4491,0.36673199412052915
457,3,2010s,Supported positive,7090,0.5789645598562796
457,3,2010s,Supported negative,627,0.051200391964723174
457,3,2010s,Unsupported,4529,0.3698350481789972
458,3,2010s,Supported positive,7114,0.5809243834721541
458,3,2010s,Supported negative,624,0.050955414012738856
458,3,2010s,Unsupported,4508,0.36812020251510696
459,3,2010s,Supported positive,7097,0.5795361750775764
459,3,2010s,Supported negative,619,0.05054711742609832
459,3,2010s,Unsupported,4530,0.3699167074963253
460,3,2010s,Supported positive,7095,0.5793728564429201
460,3,2010s,Supported negative,641,0.05234362240731667
460,3,2010s,Unsupported,4510,0.3682835211497632
461,3,2010s,Supported positive,7131,0.582312591866732
461,3,2010s,Supported negative,626,0.05111873264739507
461,3,2010s,Unsupported,4489,0.36656867548587296
462,3,2010s,Supported positive,7123,0.5816593173281072
462,3,2010s,Supported negative,623,0.05087375469541074
462,3,2010s,Unsupported,4500,0.3674669279764821
463,3,2010s,Supported positive,7094,0.5792911971255921
463,3,2010s,Supported negative,625,0.05103707333006696
463,3,2010s,Unsupported,4527,0.369671729544341
464,3,2010s,Supported positive,7107,0.5803527682508575
464,3,2010s,Supported negative,627,0.051200391964723174
464,3,2010s,Unsupported,4512,0.3684468397844194
465,3,2010s,Supported positive,7120,0.5814143393761229
465,3,2010s,Supported negative,634,0.051772007186019924
465,3,2010s,Unsupported,4492,0.36681365343785727
466,3,2010s,Supported positive,7115,0.5810060427894823
466,3,2010s,Supported negative,629,0.051363710599379386
466,3,2010s,Unsupported,4502,0.36763024661113836
467,3,2010s,Supported positive,7122,0.581577658010779
467,3,2010s,Supported negative,634,0.051772007186019924
467,3,2010s,Unsupported,4490,0.36665033480320103
468,3,2010s,Supported positive,7126,0.5819042952800915
468,3,2010s,Supported negative,632,0.05160868855136371
468,3,2010s,Unsupported,4488,0.36648701616854484
469,3,2010s,Supported positive,7096,0.5794545157602482
469,3,2010s,Supported negative,635,0.05185366650334803
469,3,2010s,Unsupported,4515,0.36869181773640375
470,3,2010s,Supported positive,7128,0.5820676139147477
470,3,2010s,Supported negative,628,0.05128205128205128
470,3,2010s,Unsupported,4490,0.36665033480320103
471,3,2010s,Supported positive,7082,0.5783112853176547
471,3,2010s,Supported negative,640,0.05226196308998857
471,3,2010s,Unsupported,4524,0.36942675159235666
472,3,2010s,Supported positive,7140,0.5830475257226849
472,3,2010s,Supported negative,620,0.050628776743426425
472,3,2010s,Unsupported,4486,0.3663236975338886
473,3,2010s,Supported positive,7123,0.5816593173281072
473,3,2010s,Supported negative,627,0.051200391964723174
473,3,2010s,Unsupported,4496,0.3671402907071697
474,3,2010s,Supported positive,7119,0.5813326800587947
474,3,2010s,Supported negative,631,0.051527029234035605
474,3,2010s,Unsupported,4496,0.3671402907071697
475,3,2010s,Supported positive,7115,0.5810060427894823
475,3,2010s,Supported negative,647,0.052833578311285316
475,3,2010s,Unsupported,4484,0.3661603788992324
476,3,2010s,Supported positive,7085,0.578556263269639
476,3,2010s,Supported negative,619,0.05054711742609832
476,3,2010s,Unsupported,4542,0.3708966193042626
477,3,2010s,Supported positive,7131,0.582312591866732
477,3,2010s,Supported negative,616,0.050302139474113994
477,3,2010s,Unsupported,4499,0.367385268659154
478,3,2010s,Supported positive,7120,0.5814143393761229
478,3,2010s,Supported negative,642,0.05242528172464478
478,3,2010s,Unsupported,4484,0.3661603788992324
479,3,2010s,Supported positive,7124,0.5817409766454352
479,3,2010s,Supported negative,640,0.05226196308998857
479,3,2010s,Unsupported,4482,0.3659970602645762
480,3,2010s,Supported positive,7105,0.5801894496162012
480,3,2010s,Supported negative,630,0.0514453699167075
480,3,2010s,Unsupported,4511,0.36836518046709127
481,3,2010s,Supported positive,7110,0.5805977462028418
481,3,2010s,Supported negative,644,0.052588600359301
481,3,2010s,Unsupported,4492,0.36681365343785727
482,3,2010s,Supported positive,7123,0.5816593173281072
482,3,2010s,Supported negative,623,0.05087375469541074
482,3,2010s,Unsupported,4500,0.3674669279764821
483,3,2010s,Supported positive,7106,0.5802711089335293
483,3,2010s,Supported negative,629,0.051363710599379386
483,3,2010s,Unsupported,4511,0.36836518046709127
484,3,2010s,Supported positive,7107,0.5803527682508575
484,3,2010s,Supported negative,623,0.05087375469541074
484,3,2010s,Unsupported,4516,0.3687734770537318
485,3,2010s,Supported positive,7129,0.5821492732320758
485,3,2010s,Supported negative,635,0.05185366650334803
485,3,2010s,Unsupported,4482,0.3659970602645762
486,3,2010s,Supported positive,7121,0.5814959986934509
486,3,2010s,Supported negative,618,0.05046545810877021
486,3,2010s,Unsupported,4507,0.36803854319777884
487,3,2010s,Supported positive,7114,0.5809243834721541
487,3,2010s,Supported negative,629,0.051363710599379386
487,3,2010s,Unsupported,4503,0.3677119059284664
488,3,2010s,Supported positive,7112,0.580761064837498
488,3,2010s,Supported negative,621,0.05071043606075453
488,3,2010s,Unsupported,4513,0.3685284991017475
489,3,2010s,Supported positive,7117,0.5811693614241384
489,3,2010s,Supported negative,632,0.05160868855136371
489,3,2010s,Unsupported,4497,0.3672219500244978
490,3,2010s,Supported positive,7092,0.5791278784909358
490,3,2010s,Supported negative,620,0.050628776743426425
490,3,2010s,Unsupported,4534,0.37024334476563775
491,3,2010s,Supported positive,7112,0.580761064837498
491,3,2010s,Supported negative,629,0.051363710599379386
491,3,2010s,Unsupported,4505,0.36787522456312266
492,3,2010s,Supported positive,7120,0.5814143393761229
492,3,2010s,Supported negative,639,0.05218030377266046
492,3,2010s,Unsupported,4487,0.3664053568512167
493,3,2010s,Supported positive,7123,0.5816593173281072
493,3,2010s,Supported negative,638,0.052098644455332355
493,3,2010s,Unsupported,4485,0.3662420382165605
494,3,2010s,Supported positive,7124,0.5817409766454352
494,3,2010s,Supported negative,635,0.05185366650334803
494,3,2010s,Unsupported,4487,0.3664053568512167
495,3,2010s,Supported positive,7108,0.5804344275681855
495,3,2010s,Supported negative,638,0.052098644455332355
495,3,2010s,Unsupported,4500,0.3674669279764821
496,3,2010s,Supported positive,7124,0.5817409766454352
496,3,2010s,Supported negative,618,0.05046545810877021
496,3,2010s,Unsupported,4504,0.36779356524579454
497,3,2010s,Supported positive,7113,0.5808427241548261
497,3,2010s,Supported negative,626,0.05111873264739507
497,3,2010s,Unsupported,4507,0.36803854319777884
498,3,2010s,Supported positive,7116,0.5810877021068104
498,3,2010s,Supported negative,614,0.05013882083945778
498,3,2010s,Unsupported,4516,0.3687734770537318
499,3,2010s,Supported positive,7118,0.5812510207414666
499,3,2010s,Supported negative,626,0.05111873264739507
499,3,2010s,Unsupported,4502,0.36763024661113836
500,3,2010s,Supported positive,7108,0.5804344275681855
500,3,2010s,Supported negative,628,0.05128205128205128
500,3,2010s,Unsupported,4510,0.3682835211497632
501,3,2010s,Supported positive,7125,0.5818226359627634
501,3,2010s,Supported negative,620,0.050628776743426425
501,3,2010s,Unsupported,4501,0.36754858729381024
502,3,2010s,Supported positive,7122,0.581577658010779
502,3,2010s,Supported negative,639,0.05218030377266046
502,3,2010s,Unsupported,4485,0.3662420382165605
503,3,2010s,Supported positive,7132,0.5823942511840601
503,3,2010s,Supported negative,622,0.05079209537808264
503,3,2010s,Unsupported,4492,0.36681365343785727
504,3,2010s,Supported positive,7118,0.5812510207414666
504,3,2010s,Supported negative,616,0.050302139474113994
504,3,2010s,Unsupported,4512,0.3684468397844194
505,3,2010s,Supported positive,7108,0.5804344275681855
505,3,2010s,Supported negative,640,0.05226196308998857
505,3,2010s,Unsupported,4498,0.3673036093418259
506,3,2010s,Supported positive,7097,0.5795361750775764
506,3,2010s,Supported negative,653,0.05332353421525396
506,3,2010s,Unsupported,4496,0.3671402907071697
507,3,2010s,Supported positive,7090,0.5789645598562796
507,3,2010s,Supported negative,636,0.05193532582067614
507,3,2010s,Unsupported,4520,0.36910011432304424
508,3,2010s,Supported positive,7094,0.5792911971255921
508,3,2010s,Supported negative,628,0.05128205128205128
508,3,2010s,Unsupported,4524,0.36942675159235666
509,3,2010s,Supported positive,7128,0.5820676139147477
509,3,2010s,Supported negative,634,0.051772007186019924
509,3,2010s,Unsupported,4484,0.3661603788992324
510,3,2010s,Supported positive,7111,0.5806794055201698
510,3,2010s,Supported negative,623,0.05087375469541074
510,3,2010s,Unsupported,4512,0.3684468397844194
511,3,2010s,Supported positive,7132,0.5823942511840601
511,3,2010s,Supported negative,632,0.05160868855136371
511,3,2010s,Unsupported,4482,0.3659970602645762
512,3,2010s,Supported positive,7115,0.5810060427894823
512,3,2010s,Supported negative,646,0.05275191899395721
512,3,2010s,Unsupported,4485,0.3662420382165605
513,3,2010s,Supported positive,7101,0.5798628123468887
513,3,2010s,Supported negative,612,0.04997550220480157
513,3,2010s,Unsupported,4533,0.37016168544830963
514,3,2010s,Supported positive,7117,0.5811693614241384
514,3,2010s,Supported negative,636,0.05193532582067614
514,3,2010s,Unsupported,4493,0.3668953127551854
515,3,2010s,Supported positive,7089,0.5788829005389515
515,3,2010s,Supported negative,623,0.05087375469541074
515,3,2010s,Unsupported,4534,0.37024334476563775
516,3,2010s,Supported positive,7114,0.5809243834721541
516,3,2010s,Supported negative,618,0.05046545810877021
516,3,2010s,Unsupported,4514,0.36861015841907563
517,3,2010s,Supported positive,7112,0.580761064837498
517,3,2010s,Supported negative,627,0.051200391964723174
517,3,2010s,Unsupported,4507,0.36803854319777884
518,3,2010s,Supported positive,7100,0.5797811530295607
518,3,2010s,Supported negative,632,0.05160868855136371
518,3,2010s,Unsupported,4514,0.36861015841907563
519,3,2010s,Supported positive,7108,0.5804344275681855
519,3,2010s,Supported negative,633,0.05169034786869182
519,3,2010s,Unsupported,4505,0.36787522456312266
520,3,2010s,Supported positive,7088,0.5788012412216234
520,3,2010s,Supported negative,634,0.051772007186019924
520,3,2010s,Unsupported,4524,0.36942675159235666
521,3,2010s,Supported positive,7103,0.580026130981545
521,3,2010s,Supported negative,624,0.050955414012738856
521,3,2010s,Unsupported,4519,0.3690184550057162
522,3,2010s,Supported positive,7108,0.5804344275681855
522,3,2010s,Supported negative,629,0.051363710599379386
522,3,2010s,Unsupported,4509,0.3682018618324351
523,3,2010s,Supported positive,7125,0.5818226359627634
523,3,2010s,Supported negative,635,0.05185366650334803
523,3,2010s,Unsupported,4486,0.3663236975338886
524,3,2010s,Supported positive,7104,0.580107790298873
524,3,2010s,Supported negative,624,0.050955414012738856
524,3,2010s,Unsupported,4518,0.36893679568838805
525,3,2010s,Supported positive,7092,0.5791278784909358
525,3,2010s,Supported negative,618,0.05046545810877021
525,3,2010s,Unsupported,4536,0.370406663400294
526,3,2010s,Supported positive,7132,0.5823942511840601
526,3,2010s,Supported negative,629,0.051363710599379386
526,3,2010s,Unsupported,4485,0.3662420382165605
527,3,2010s,Supported positive,7116,0.5810877021068104
527,3,2010s,Supported negative,629,0.051363710599379386
527,3,2010s,Unsupported,4501,0.36754858729381024
528,3,2010s,Supported positive,7102,0.5799444716642169
528,3,2010s,Supported negative,625,0.05103707333006696
528,3,2010s,Unsupported,4519,0.3690184550057162
529,3,2010s,Supported positive,7110,0.5805977462028418
529,3,2010s,Supported negative,618,0.05046545810877021
529,3,2010s,Unsupported,4518,0.36893679568838805
530,3,2010s,Supported positive,7119,0.5813326800587947
530,3,2010s,Supported negative,631,0.051527029234035605
530,3,2010s,Unsupported,4496,0.3671402907071697
531,3,2010s,Supported positive,7102,0.5799444716642169
531,3,2010s,Supported negative,637,0.05201698513800425
531,3,2010s,Unsupported,4507,0.36803854319777884
532,3,2010s,Supported positive,7102,0.5799444716642169
532,3,2010s,Supported negative,632,0.05160868855136371
532,3,2010s,Unsupported,4512,0.3684468397844194
533,3,2010s,Supported positive,7134,0.5825575698187163
533,3,2010s,Supported negative,636,0.05193532582067614
533,3,2010s,Unsupported,4476,0.36550710436060757
534,3,2010s,Supported positive,7118,0.5812510207414666
534,3,2010s,Supported negative,645,0.052670259676629104
534,3,2010s,Unsupported,4483,0.3660787195819043
535,3,2010s,Supported positive,7119,0.5813326800587947
535,3,2010s,Supported negative,642,0.05242528172464478
535,3,2010s,Unsupported,4485,0.3662420382165605
536,3,2010s,Supported positive,7112,0.580761064837498
536,3,2010s,Supported negative,628,0.05128205128205128
536,3,2010s,Unsupported,4506,0.3679568838804508
537,3,2010s,Supported positive,7102,0.5799444716642169
537,3,2010s,Supported negative,615,0.05022048015678589
537,3,2010s,Unsupported,4529,0.3698350481789972
538,3,2010s,Supported positive,7088,0.5788012412216234
538,3,2010s,Supported negative,635,0.05185366650334803
538,3,2010s,Unsupported,4523,0.3693450922750286
539,3,2010s,Supported positive,7105,0.5801894496162012
539,3,2010s,Supported negative,618,0.05046545810877021
539,3,2010s,Unsupported,4523,0.3693450922750286
540,3,2010s,Supported positive,7106,0.5802711089335293
540,3,2010s,Supported negative,622,0.05079209537808264
540,3,2010s,Unsupported,4518,0.36893679568838805
541,3,2010s,Supported positive,7090,0.5789645598562796
541,3,2010s,Supported negative,629,0.051363710599379386
541,3,2010s,Unsupported,4527,0.369671729544341
542,3,2010s,Supported positive,7103,0.580026130981545
542,3,2010s,Supported negative,623,0.05087375469541074
542,3,2010s,Unsupported,4520,0.36910011432304424
543,3,2010s,Supported positive,7147,0.5836191409439817
543,3,2010s,Supported negative,626,0.05111873264739507
543,3,2010s,Unsupported,4473,0.3652621264086232
544,3,2010s,Supported positive,7109,0.5805160868855136
544,3,2010s,Supported negative,616,0.050302139474113994
544,3,2010s,Unsupported,4521,0.36918177364037236
545,3,2010s,Supported positive,7123,0.5816593173281072
545,3,2010s,Supported negative,630,0.0514453699167075
545,3,2010s,Unsupported,4493,0.3668953127551854
546,3,2010s,Supported positive,7117,0.5811693614241384
546,3,2010s,Supported negative,625,0.05103707333006696
546,3,2010s,Unsupported,4504,0.36779356524579454
547,3,2010s,Supported positive,7093,0.5792095378082639
547,3,2010s,Supported negative,635,0.05185366650334803
547,3,2010s,Unsupported,4518,0.36893679568838805
548,3,2010s,Supported positive,7133,0.5824759105013882
548,3,2010s,Supported negative,636,0.05193532582067614
548,3,2010s,Unsupported,4477,0.36558876367793564
549,3,2010s,Supported positive,7108,0.5804344275681855
549,3,2010s,Supported negative,631,0.051527029234035605
549,3,2010s,Unsupported,4507,0.36803854319777884
550,3,2010s,Supported positive,7109,0.5805160868855136
550,3,2010s,Supported negative,637,0.05201698513800425
550,3,2010s,Unsupported,4500,0.3674669279764821
551,3,2010s,Supported positive,7092,0.5791278784909358
551,3,2010s,Supported negative,634,0.051772007186019924
551,3,2010s,Unsupported,4520,0.36910011432304424
552,3,2010s,Supported positive,7111,0.5806794055201698
552,3,2010s,Supported negative,635,0.05185366650334803
552,3,2010s,Unsupported,4500,0.3674669279764821
553,3,2010s,Supported positive,7114,0.5809243834721541
553,3,2010s,Supported negative,631,0.051527029234035605
553,3,2010s,Unsupported,4501,0.36754858729381024
554,3,2010s,Supported positive,7112,0.580761064837498
554,3,2010s,Supported negative,641,0.05234362240731667
554,3,2010s,Unsupported,4493,0.3668953127551854
555,3,2010s,Supported positive,7119,0.5813326800587947
555,3,2010s,Supported negative,627,0.051200391964723174
555,3,2010s,Unsupported,4500,0.3674669279764821
556,3,2010s,Supported positive,7107,0.5803527682508575
556,3,2010s,Supported negative,629,0.051363710599379386
556,3,2010s,Unsupported,4510,0.3682835211497632
557,3,2010s,Supported positive,7124,0.5817409766454352
557,3,2010s,Supported negative,632,0.05160868855136371
557,3,2010s,Unsupported,4490,0.36665033480320103
558,3,2010s,Supported positive,7100,0.5797811530295607
558,3,2010s,Supported negative,628,0.05128205128205128
558,3,2010s,Unsupported,4518,0.36893679568838805
559,3,2010s,Supported positive,7100,0.5797811530295607
559,3,2010s,Supported negative,627,0.051200391964723174
559,3,2010s,Unsupported,4519,0.3690184550057162
560,3,2010s,Supported positive,7078,0.5779846480483423
560,3,2010s,Supported negative,620,0.050628776743426425
560,3,2010s,Unsupported,4548,0.37138657520823126
561,3,2010s,Supported positive,7103,0.580026130981545
561,3,2010s,Supported negative,625,0.05103707333006696
561,3,2010s,Unsupported,4518,0.36893679568838805
562,3,2010s,Supported positive,7127,0.5819859545974195
562,3,2010s,Supported negative,620,0.050628776743426425
562,3,2010s,Unsupported,4499,0.367385268659154
563,3,2010s,Supported positive,7110,0.5805977462028418
563,3,2010s,Supported negative,632,0.05160868855136371
563,3,2010s,Unsupported,4504,0.36779356524579454
564,3,2010s,Supported positive,7112,0.580761064837498
564,3,2010s,Supported negative,630,0.0514453699167075
564,3,2010s,Unsupported,4504,0.36779356524579454
565,3,2010s,Supported positive,7144,0.5833741629919974
565,3,2010s,Supported negative,639,0.05218030377266046
565,3,2010s,Unsupported,4463,0.3644455332353422
566,3,2010s,Supported positive,7105,0.5801894496162012
566,3,2010s,Supported negative,634,0.051772007186019924
566,3,2010s,Unsupported,4507,0.36803854319777884
567,3,2010s,Supported positive,7107,0.5803527682508575
567,3,2010s,Supported negative,626,0.05111873264739507
567,3,2010s,Unsupported,4513,0.3685284991017475
568,3,2010s,Supported positive,7111,0.5806794055201698
568,3,2010s,Supported negative,626,0.05111873264739507
568,3,2010s,Unsupported,4509,0.3682018618324351
569,3,2010s,Supported positive,7105,0.5801894496162012
569,3,2010s,Supported negative,632,0.05160868855136371
569,3,2010s,Unsupported,4509,0.3682018618324351
570,3,2010s,Supported positive,7101,0.5798628123468887
570,3,2010s,Supported negative,622,0.05079209537808264
570,3,2010s,Unsupported,4523,0.3693450922750286
571,3,2010s,Supported positive,7087,0.5787195819042953
571,3,2010s,Supported negative,627,0.051200391964723174
571,3,2010s,Unsupported,4532,0.37008002613098157
572,3,2010s,Supported positive,7133,0.5824759105013882
572,3,2010s,Supported negative,618,0.05046545810877021
572,3,2010s,Unsupported,4495,0.36705863138984157
573,3,2010s,Supported positive,7118,0.5812510207414666
573,3,2010s,Supported negative,632,0.05160868855136371
573,3,2010s,Unsupported,4496,0.3671402907071697
574,3,2010s,Supported positive,7115,0.5810060427894823
574,3,2010s,Supported negative,636,0.05193532582067614
574,3,2010s,Unsupported,4495,0.36705863138984157
575,3,2010s,Supported positive,7096,0.5794545157602482
575,3,2010s,Supported negative,636,0.05193532582067614
575,3,2010s,Unsupported,4514,0.36861015841907563
576,3,2010s,Supported positive,7098,0.5796178343949044
576,3,2010s,Supported negative,615,0.05022048015678589
576,3,2010s,Unsupported,4533,0.37016168544830963
577,3,2010s,Supported positive,7106,0.5802711089335293
577,3,2010s,Supported negative,620,0.050628776743426425
577,3,2010s,Unsupported,4520,0.36910011432304424
578,3,2010s,Supported positive,7121,0.5814959986934509
578,3,2010s,Supported negative,631,0.051527029234035605
578,3,2010s,Unsupported,4494,0.36697697207251345
579,3,2010s,Supported positive,7113,0.5808427241548261
579,3,2010s,Supported negative,629,0.051363710599379386
579,3,2010s,Unsupported,4504,0.36779356524579454
580,3,2010s,Supported positive,7115,0.5810060427894823
580,3,2010s,Supported negative,621,0.05071043606075453
580,3,2010s,Unsupported,4510,0.3682835211497632
581,3,2010s,Supported positive,7106,0.5802711089335293
581,3,2010s,Supported negative,632,0.05160868855136371
581,3,2010s,Unsupported,4508,0.36812020251510696
582,3,2010s,Supported positive,7117,0.5811693614241384
582,3,2010s,Supported negative,631,0.051527029234035605
582,3,2010s,Unsupported,4498,0.3673036093418259
583,3,2010s,Supported positive,7123,0.5816593173281072
583,3,2010s,Supported negative,626,0.05111873264739507
583,3,2010s,Unsupported,4497,0.3672219500244978
584,3,2010s,Supported positive,7112,0.580761064837498
584,3,2010s,Supported negative,620,0.050628776743426425
584,3,2010s,Unsupported,4514,0.36861015841907563
585,3,2010s,Supported positive,7130,0.5822309325494038
585,3,2010s,Supported negative,630,0.0514453699167075
585,3,2010s,Unsupported,4486,0.3663236975338886
586,3,2010s,Supported positive,7089,0.5788829005389515
586,3,2010s,Supported negative,624,0.050955414012738856
586,3,2010s,Unsupported,4533,0.37016168544830963
587,3,2010s,Supported positive,7105,0.5801894496162012
587,3,2010s,Supported negative,655,0.05348685284991017
587,3,2010s,Unsupported,4486,0.3663236975338886
588,3,2010s,Supported positive,7104,0.580107790298873
588,3,2010s,Supported negative,623,0.05087375469541074
588,3,2010s,Unsupported,4519,0.3690184550057162
589,3,2010s,Supported positive,7104,0.580107790298873
589,3,2010s,Supported negative,626,0.05111873264739507
589,3,2010s,Unsupported,4516,0.3687734770537318
590,3,2010s,Supported positive,7123,0.5816593173281072
590,3,2010s,Supported negative,617,0.05038379879144211
590,3,2010s,Unsupported,4506,0.3679568838804508
591,3,2010s,Supported positive,7071,0.5774130328270456
591,3,2010s,Supported negative,625,0.05103707333006696
591,3,2010s,Unsupported,4550,0.37154989384288745
592,3,2010s,Supported positive,7112,0.580761064837498
592,3,2010s,Supported negative,621,0.05071043606075453
592,3,2010s,Unsupported,4513,0.3685284991017475
593,3,2010s,Supported positive,7127,0.5819859545974195
593,3,2010s,Supported negative,633,0.05169034786869182
593,3,2010s,Unsupported,4486,0.3663236975338886
594,3,2010s,Supported positive,7130,0.5822309325494038
594,3,2010s,Supported negative,616,0.050302139474113994
594,3,2010s,Unsupported,4500,0.3674669279764821
595,3,2010s,Supported positive,7113,0.5808427241548261
595,3,2010s,Supported negative,624,0.050955414012738856
595,3,2010s,Unsupported,4509,0.3682018618324351
596,3,2010s,Supported positive,7101,0.5798628123468887
596,3,2010s,Supported negative,625,0.05103707333006696
596,3,2010s,Unsupported,4520,0.36910011432304424
597,3,2010s,Supported positive,7102,0.5799444716642169
597,3,2010s,Supported negative,637,0.05201698513800425
597,3,2010s,Unsupported,4507,0.36803854319777884
598,3,2010s,Supported positive,7091,0.5790462191736077
598,3,2010s,Supported negative,619,0.05054711742609832
598,3,2010s,Unsupported,4536,0.370406663400294
599,3,2010s,Supported positive,7089,0.5788829005389515
599,3,2010s,Supported negative,640,0.05226196308998857
599,3,2010s,Unsupported,4517,0.36885513637105993
600,3,2010s,Supported positive,7116,0.5810877021068104
600,3,2010s,Supported negative,627,0.051200391964723174
600,3,2010s,Unsupported,4503,0.3677119059284664
601,3,2010s,Supported positive,7098,0.5796178343949044
601,3,2010s,Supported negative,627,0.051200391964723174
601,3,2010s,Unsupported,4521,0.36918177364037236
602,3,2010s,Supported positive,7111,0.5806794055201698
602,3,2010s,Supported negative,630,0.0514453699167075
602,3,2010s,Unsupported,4505,0.36787522456312266
603,3,2010s,Supported positive,7114,0.5809243834721541
603,3,2010s,Supported negative,641,0.05234362240731667
603,3,2010s,Unsupported,4491,0.36673199412052915
604,3,2010s,Supported positive,7114,0.5809243834721541
604,3,2010s,Supported negative,628,0.05128205128205128
604,3,2010s,Unsupported,4504,0.36779356524579454
605,3,2010s,Supported positive,7092,0.5791278784909358
605,3,2010s,Supported negative,622,0.05079209537808264
605,3,2010s,Unsupported,4532,0.37008002613098157
606,3,2010s,Supported positive,7093,0.5792095378082639
606,3,2010s,Supported negative,631,0.051527029234035605
606,3,2010s,Unsupported,4522,0.3692634329577005
607,3,2010s,Supported positive,7119,0.5813326800587947
607,3,2010s,Supported negative,635,0.05185366650334803
607,3,2010s,Unsupported,4492,0.36681365343785727
608,3,2010s,Supported positive,7115,0.5810060427894823
608,3,2010s,Supported negative,631,0.051527029234035605
608,3,2010s,Unsupported,4500,0.3674669279764821
609,3,2010s,Supported positive,7126,0.5819042952800915
609,3,2010s,Supported negative,628,0.05128205128205128
609,3,2010s,Unsupported,4492,0.36681365343785727
610,3,2010s,Supported positive,7117,0.5811693614241384
610,3,2010s,Supported negative,615,0.05022048015678589
610,3,2010s,Unsupported,4514,0.36861015841907563
611,3,2010s,Supported positive,7104,0.580107790298873
611,3,2010s,Supported negative,633,0.05169034786869182
611,3,2010s,Unsupported,4509,0.3682018618324351
612,3,2010s,Supported positive,7114,0.5809243834721541
612,3,2010s,Supported negative,619,0.05054711742609832
612,3,2010s,Unsupported,4513,0.3685284991017475
613,3,2010s,Supported positive,7099,0.5796994937122326
613,3,2010s,Supported negative,636,0.05193532582067614
613,3,2010s,Unsupported,4511,0.36836518046709127
614,3,2010s,Supported positive,7084,0.578474603952311
614,3,2010s,Supported negative,624,0.050955414012738856
614,3,2010s,Unsupported,4538,0.3705699820349502
615,3,2010s,Supported positive,7105,0.5801894496162012
615,3,2010s,Supported negative,627,0.051200391964723174
615,3,2010s,Unsupported,4514,0.36861015841907563
616,3,2010s,Supported positive,7121,0.5814959986934509
616,3,2010s,Supported negative,621,0.05071043606075453
616,3,2010s,Unsupported,4504,0.36779356524579454
617,3,2010s,Supported positive,7104,0.580107790298873
617,3,2010s,Supported negative,627,0.051200391964723174
617,3,2010s,Unsupported,4515,0.36869181773640375
618,3,2010s,Supported positive,7092,0.5791278784909358
618,3,2010s,Supported negative,622,0.05079209537808264
618,3,2010s,Unsupported,4532,0.37008002613098157
619,3,2010s,Supported positive,7111,0.5806794055201698
619,3,2010s,Supported negative,631,0.051527029234035605
619,3,2010s,Unsupported,4504,0.36779356524579454
620,3,2010s,Supported positive,7131,0.582312591866732
620,3,2010s,Supported negative,627,0.051200391964723174
620,3,2010s,Unsupported,4488,0.36648701616854484
621,3,2010s,Supported positive,7118,0.5812510207414666
621,3,2010s,Supported negative,624,0.050955414012738856
621,3,2010s,Unsupported,4504,0.36779356524579454
622,3,2010s,Supported positive,7128,0.5820676139147477
