bootstrap,atlas,period,support_class,n_pairs,prop_pairs
641,1,1970s,Supported negative,315,0.02572268495835375
641,1,1970s,Unsupported,4980,0.4066634002939735
642,1,1970s,Supported positive,6986,0.5704719908541565
642,1,1970s,Supported negative,315,0.02572268495835375
642,1,1970s,Unsupported,4945,0.40380532418748977
643,1,1970s,Supported positive,6944,0.567042299526376
643,1,1970s,Supported negative,305,0.024906091785072675
643,1,1970s,Unsupported,4997,0.40805160868855134
644,1,1970s,Supported positive,6974,0.5694920790462191
644,1,1970s,Supported negative,312,0.025477707006369428
644,1,1970s,Unsupported,4960,0.4050302139474114
645,1,1970s,Supported positive,6915,0.5646741793238609
645,1,1970s,Supported negative,314,0.02564102564102564
645,1,1970s,Unsupported,5017,0.4096847950351135
646,1,1970s,Supported positive,6942,0.5668789808917197
646,1,1970s,Supported negative,311,0.02539604768904132
646,1,1970s,Unsupported,4993,0.4077249714192389
647,1,1970s,Supported positive,6940,0.5667156622570635
647,1,1970s,Supported negative,305,0.024906091785072675
647,1,1970s,Unsupported,5001,0.4083782459578638
648,1,1970s,Supported positive,6903,0.5636942675159236
648,1,1970s,Supported negative,309,0.025232729054385106
648,1,1970s,Unsupported,5034,0.41107300342969133
649,1,1970s,Supported positive,6908,0.5641025641025641
649,1,1970s,Supported negative,297,0.02425281724644782
649,1,1970s,Unsupported,5041,0.41164461865098806
650,1,1970s,Supported positive,6920,0.5650824759105014
650,1,1970s,Supported negative,304,0.02482443246774457
650,1,1970s,Unsupported,5022,0.41009309162175406
651,1,1970s,Supported positive,6944,0.567042299526376
651,1,1970s,Supported negative,314,0.02564102564102564
651,1,1970s,Unsupported,4988,0.4073166748325984
652,1,1970s,Supported positive,6976,0.5696553976808754
652,1,1970s,Supported negative,311,0.02539604768904132
652,1,1970s,Unsupported,4959,0.4049485546300833
653,1,1970s,Supported positive,6938,0.5665523436224074
653,1,1970s,Supported negative,315,0.02572268495835375
653,1,1970s,Unsupported,4993,0.4077249714192389
654,1,1970s,Supported positive,6937,0.5664706843050792
654,1,1970s,Supported negative,308,0.025151069737056997
654,1,1970s,Unsupported,5001,0.4083782459578638
655,1,1970s,Supported positive,6948,0.5673689367956883
655,1,1970s,Supported negative,311,0.02539604768904132
655,1,1970s,Unsupported,4987,0.4072350155152703
656,1,1970s,Supported positive,6935,0.566307365670423
656,1,1970s,Supported negative,319,0.026049322227666177
656,1,1970s,Unsupported,4992,0.40764331210191085
657,1,1970s,Supported positive,6906,0.5639392454679079
657,1,1970s,Supported negative,303,0.024742773150416463
657,1,1970s,Unsupported,5037,0.41131798138167563
658,1,1970s,Supported positive,6913,0.5645108606892046
658,1,1970s,Supported negative,305,0.024906091785072675
658,1,1970s,Unsupported,5028,0.41058304752572267
659,1,1970s,Supported positive,6961,0.5684305079209537
659,1,1970s,Supported negative,313,0.025559366323697534
659,1,1970s,Unsupported,4972,0.40601012575534867
660,1,1970s,Supported positive,6990,0.5707986281234689
660,1,1970s,Supported negative,317,0.025886003593009962
660,1,1970s,Unsupported,4939,0.40331536828352116
661,1,1970s,Supported positive,6905,0.5638575861505798
661,1,1970s,Supported negative,306,0.024987751102400785
661,1,1970s,Unsupported,5035,0.41115466274701945
662,1,1970s,Supported positive,6984,0.5703086722195002
662,1,1970s,Supported negative,309,0.025232729054385106
662,1,1970s,Unsupported,4953,0.40445859872611467
663,1,1970s,Supported positive,6985,0.5703903315368284
663,1,1970s,Supported negative,315,0.02572268495835375
663,1,1970s,Unsupported,4946,0.4038869835048179
664,1,1970s,Supported positive,6896,0.5631226522946268
664,1,1970s,Supported negative,302,0.024661113833088357
664,1,1970s,Unsupported,5048,0.41221623387228484
665,1,1970s,Supported positive,6946,0.5672056181610322
665,1,1970s,Supported negative,314,0.02564102564102564
665,1,1970s,Unsupported,4986,0.4071533561979422
666,1,1970s,Supported positive,6968,0.5690021231422505
666,1,1970s,Supported negative,307,0.02506941041972889
666,1,1970s,Unsupported,4971,0.40592846643802055
667,1,1970s,Supported positive,6983,0.5702270129021721
667,1,1970s,Supported negative,305,0.024906091785072675
667,1,1970s,Unsupported,4958,0.40486689531275516
668,1,1970s,Supported positive,6905,0.5638575861505798
668,1,1970s,Supported negative,309,0.025232729054385106
668,1,1970s,Unsupported,5032,0.4109096847950351
669,1,1970s,Supported positive,6934,0.5662257063530949
669,1,1970s,Supported negative,307,0.02506941041972889
669,1,1970s,Unsupported,5005,0.40870488322717624
670,1,1970s,Supported positive,6942,0.5668789808917197
670,1,1970s,Supported negative,311,0.02539604768904132
670,1,1970s,Unsupported,4993,0.4077249714192389
671,1,1970s,Supported positive,6936,0.5663890249877511
671,1,1970s,Supported negative,312,0.025477707006369428
671,1,1970s,Unsupported,4998,0.40813326800587946
672,1,1970s,Supported positive,6959,0.5682671892862976
672,1,1970s,Supported negative,306,0.024987751102400785
672,1,1970s,Unsupported,4981,0.40674505961130164
673,1,1970s,Supported positive,6900,0.5634492895639392
673,1,1970s,Supported negative,312,0.025477707006369428
673,1,1970s,Unsupported,5034,0.41107300342969133
674,1,1970s,Supported positive,6880,0.5618161032173771
674,1,1970s,Supported negative,315,0.02572268495835375
674,1,1970s,Unsupported,5051,0.41246121182426915
675,1,1970s,Supported positive,6930,0.5658990690837825
675,1,1970s,Supported negative,312,0.025477707006369428
675,1,1970s,Unsupported,5004,0.4086232239098481
676,1,1970s,Supported positive,6939,0.5666340029397354
676,1,1970s,Supported negative,307,0.02506941041972889
676,1,1970s,Unsupported,5000,0.4082965866405357
677,1,1970s,Supported positive,6946,0.5672056181610322
677,1,1970s,Supported negative,307,0.02506941041972889
677,1,1970s,Unsupported,4993,0.4077249714192389
678,1,1970s,Supported positive,6930,0.5658990690837825
678,1,1970s,Supported negative,307,0.02506941041972889
678,1,1970s,Unsupported,5009,0.40903152049648867
679,1,1970s,Supported positive,6939,0.5666340029397354
679,1,1970s,Supported negative,311,0.02539604768904132
679,1,1970s,Unsupported,4996,0.4079699493712233
680,1,1970s,Supported positive,6920,0.5650824759105014
680,1,1970s,Supported negative,309,0.025232729054385106
680,1,1970s,Unsupported,5017,0.4096847950351135
681,1,1970s,Supported positive,6939,0.5666340029397354
681,1,1970s,Supported negative,317,0.025886003593009962
681,1,1970s,Unsupported,4990,0.4074799934672546
682,1,1970s,Supported positive,6921,0.5651641352278295
682,1,1970s,Supported negative,320,0.026130981544994283
682,1,1970s,Unsupported,5005,0.40870488322717624
683,1,1970s,Supported positive,6993,0.5710436060754532
683,1,1970s,Supported negative,312,0.025477707006369428
683,1,1970s,Unsupported,4941,0.40347868691817734
684,1,1970s,Supported positive,6977,0.5697370569982035
684,1,1970s,Supported negative,309,0.025232729054385106
684,1,1970s,Unsupported,4960,0.4050302139474114
685,1,1970s,Supported positive,6924,0.5654091131798138
685,1,1970s,Supported negative,320,0.026130981544994283
685,1,1970s,Unsupported,5002,0.4084599052751919
686,1,1970s,Supported positive,6948,0.5673689367956883
686,1,1970s,Supported negative,301,0.024579454515760248
686,1,1970s,Unsupported,4997,0.40805160868855134
687,1,1970s,Supported positive,6916,0.564755838641189
687,1,1970s,Supported negative,307,0.02506941041972889
687,1,1970s,Unsupported,5023,0.4101747509390821
688,1,1970s,Supported positive,6985,0.5703903315368284
688,1,1970s,Supported negative,306,0.024987751102400785
688,1,1970s,Unsupported,4955,0.40462191736077086
689,1,1970s,Supported positive,6926,0.56557243181447
689,1,1970s,Supported negative,305,0.024906091785072675
689,1,1970s,Unsupported,5015,0.4095214764004573
690,1,1970s,Supported positive,6929,0.5658174097664543
690,1,1970s,Supported negative,316,0.025804344275681856
690,1,1970s,Unsupported,5001,0.4083782459578638
691,1,1970s,Supported positive,6960,0.5683488486036257
691,1,1970s,Supported negative,309,0.025232729054385106
691,1,1970s,Unsupported,4977,0.4064184223419892
692,1,1970s,Supported positive,6940,0.5667156622570635
692,1,1970s,Supported negative,308,0.025151069737056997
692,1,1970s,Unsupported,4998,0.40813326800587946
693,1,1970s,Supported positive,6952,0.5676955740650008
693,1,1970s,Supported negative,302,0.024661113833088357
693,1,1970s,Unsupported,4992,0.40764331210191085
694,1,1970s,Supported positive,6941,0.5667973215743917
694,1,1970s,Supported negative,316,0.025804344275681856
694,1,1970s,Unsupported,4989,0.4073983341499265
695,1,1970s,Supported positive,6988,0.5706353094888127
695,1,1970s,Supported negative,308,0.025151069737056997
695,1,1970s,Unsupported,4950,0.4042136207741303
696,1,1970s,Supported positive,6939,0.5666340029397354
696,1,1970s,Supported negative,309,0.025232729054385106
696,1,1970s,Unsupported,4998,0.40813326800587946
697,1,1970s,Supported positive,6948,0.5673689367956883
697,1,1970s,Supported negative,304,0.02482443246774457
697,1,1970s,Unsupported,4994,0.40780663073656703
698,1,1970s,Supported positive,6922,0.5652457945451576
698,1,1970s,Supported negative,306,0.024987751102400785
698,1,1970s,Unsupported,5018,0.40976645435244163
699,1,1970s,Supported positive,6910,0.5642658827372203
699,1,1970s,Supported negative,305,0.024906091785072675
699,1,1970s,Unsupported,5031,0.410828025477707
700,1,1970s,Supported positive,6948,0.5673689367956883
700,1,1970s,Supported negative,307,0.02506941041972889
700,1,1970s,Unsupported,4991,0.40756165278458273
701,1,1970s,Supported positive,6933,0.5661440470357668
701,1,1970s,Supported negative,305,0.024906091785072675
701,1,1970s,Unsupported,5008,0.40894986117916055
702,1,1970s,Supported positive,6905,0.5638575861505798
702,1,1970s,Supported negative,305,0.024906091785072675
702,1,1970s,Unsupported,5036,0.4112363220643475
703,1,1970s,Supported positive,6975,0.5695737383635473
703,1,1970s,Supported negative,303,0.024742773150416463
703,1,1970s,Unsupported,4968,0.40568348848603625
704,1,1970s,Supported positive,6926,0.56557243181447
704,1,1970s,Supported negative,310,0.025314388371713212
704,1,1970s,Unsupported,5010,0.40911317981381673
705,1,1970s,Supported positive,6951,0.5676139147476728
705,1,1970s,Supported negative,307,0.02506941041972889
705,1,1970s,Unsupported,4988,0.4073166748325984
706,1,1970s,Supported positive,6949,0.5674505961130165
706,1,1970s,Supported negative,309,0.025232729054385106
706,1,1970s,Unsupported,4988,0.4073166748325984
707,1,1970s,Supported positive,6955,0.5679405520169851
707,1,1970s,Supported negative,303,0.024742773150416463
707,1,1970s,Unsupported,4988,0.4073166748325984
708,1,1970s,Supported positive,6981,0.5700636942675159
708,1,1970s,Supported negative,299,0.024416135881104035
708,1,1970s,Unsupported,4966,0.40552016985138006
709,1,1970s,Supported positive,6904,0.5637759268332517
709,1,1970s,Supported negative,309,0.025232729054385106
709,1,1970s,Unsupported,5033,0.4109913441123632
710,1,1970s,Supported positive,6958,0.5681855299689694
710,1,1970s,Supported negative,306,0.024987751102400785
710,1,1970s,Unsupported,4982,0.40682671892862976
711,1,1970s,Supported positive,6895,0.5630409929772987
711,1,1970s,Supported negative,314,0.02564102564102564
711,1,1970s,Unsupported,5037,0.41131798138167563
712,1,1970s,Supported positive,6956,0.5680222113343133
712,1,1970s,Supported negative,310,0.025314388371713212
712,1,1970s,Unsupported,4980,0.4066634002939735
713,1,1970s,Supported positive,6924,0.5654091131798138
713,1,1970s,Supported negative,304,0.02482443246774457
713,1,1970s,Unsupported,5018,0.40976645435244163
714,1,1970s,Supported positive,6905,0.5638575861505798
714,1,1970s,Supported negative,312,0.025477707006369428
714,1,1970s,Unsupported,5029,0.4106647068430508
715,1,1970s,Supported positive,6904,0.5637759268332517
715,1,1970s,Supported negative,308,0.025151069737056997
715,1,1970s,Unsupported,5034,0.41107300342969133
716,1,1970s,Supported positive,6901,0.5635309488812673
716,1,1970s,Supported negative,311,0.02539604768904132
716,1,1970s,Unsupported,5034,0.41107300342969133
717,1,1970s,Supported positive,6936,0.5663890249877511
717,1,1970s,Supported negative,315,0.02572268495835375
717,1,1970s,Unsupported,4995,0.40788829005389515
718,1,1970s,Supported positive,6942,0.5668789808917197
718,1,1970s,Supported negative,306,0.024987751102400785
718,1,1970s,Unsupported,4998,0.40813326800587946
719,1,1970s,Supported positive,6954,0.5678588926996571
719,1,1970s,Supported negative,302,0.024661113833088357
719,1,1970s,Unsupported,4990,0.4074799934672546
720,1,1970s,Supported positive,6927,0.5656540911317981
720,1,1970s,Supported negative,312,0.025477707006369428
720,1,1970s,Unsupported,5007,0.4088682018618324
721,1,1970s,Supported positive,6945,0.567123958843704
721,1,1970s,Supported negative,311,0.02539604768904132
721,1,1970s,Unsupported,4990,0.4074799934672546
722,1,1970s,Supported positive,6928,0.5657357504491263
722,1,1970s,Supported negative,305,0.024906091785072675
722,1,1970s,Unsupported,5013,0.4093581577658011
723,1,1970s,Supported positive,7010,0.572431814470031
723,1,1970s,Supported negative,310,0.025314388371713212
723,1,1970s,Unsupported,4926,0.40225379715825577
724,1,1970s,Supported positive,6982,0.5701453535848441
724,1,1970s,Supported negative,312,0.025477707006369428
724,1,1970s,Unsupported,4952,0.40437693940878655
725,1,1970s,Supported positive,6945,0.567123958843704
725,1,1970s,Supported negative,300,0.02449779519843214
725,1,1970s,Unsupported,5001,0.4083782459578638
726,1,1970s,Supported positive,6903,0.5636942675159236
726,1,1970s,Supported negative,318,0.02596766291033807
726,1,1970s,Unsupported,5025,0.41033806957373836
727,1,1970s,Supported positive,6962,0.5685121672382819
727,1,1970s,Supported negative,303,0.024742773150416463
727,1,1970s,Unsupported,4981,0.40674505961130164
728,1,1970s,Supported positive,6974,0.5694920790462191
728,1,1970s,Supported negative,309,0.025232729054385106
728,1,1970s,Unsupported,4963,0.4052751918993957
729,1,1970s,Supported positive,6970,0.5691654417769068
729,1,1970s,Supported negative,319,0.026049322227666177
729,1,1970s,Unsupported,4957,0.4047852359954271
730,1,1970s,Supported positive,6938,0.5665523436224074
730,1,1970s,Supported negative,308,0.025151069737056997
730,1,1970s,Unsupported,5000,0.4082965866405357
731,1,1970s,Supported positive,6942,0.5668789808917197
731,1,1970s,Supported negative,311,0.02539604768904132
731,1,1970s,Unsupported,4993,0.4077249714192389
732,1,1970s,Supported positive,6931,0.5659807284011106
732,1,1970s,Supported negative,311,0.02539604768904132
732,1,1970s,Unsupported,5004,0.4086232239098481
733,1,1970s,Supported positive,6935,0.566307365670423
733,1,1970s,Supported negative,307,0.02506941041972889
733,1,1970s,Unsupported,5004,0.4086232239098481
734,1,1970s,Supported positive,6927,0.5656540911317981
734,1,1970s,Supported negative,316,0.025804344275681856
734,1,1970s,Unsupported,5003,0.40854156459252
735,1,1970s,Supported positive,6894,0.5629593336599706
735,1,1970s,Supported negative,304,0.02482443246774457
735,1,1970s,Unsupported,5048,0.41221623387228484
736,1,1970s,Supported positive,6916,0.564755838641189
736,1,1970s,Supported negative,310,0.025314388371713212
736,1,1970s,Unsupported,5020,0.4099297729870978
737,1,1970s,Supported positive,6981,0.5700636942675159
737,1,1970s,Supported negative,314,0.02564102564102564
737,1,1970s,Unsupported,4951,0.40429528009145843
738,1,1970s,Supported positive,6920,0.5650824759105014
738,1,1970s,Supported negative,314,0.02564102564102564
738,1,1970s,Unsupported,5012,0.40927649844847297
739,1,1970s,Supported positive,7010,0.572431814470031
739,1,1970s,Supported negative,303,0.024742773150416463
739,1,1970s,Unsupported,4933,0.4028254123795525
740,1,1970s,Supported positive,6895,0.5630409929772987
740,1,1970s,Supported negative,308,0.025151069737056997
740,1,1970s,Unsupported,5043,0.4118079372856443
741,1,1970s,Supported positive,6999,0.5715335619794218
741,1,1970s,Supported negative,310,0.025314388371713212
741,1,1970s,Unsupported,4937,0.4031520496488649
742,1,1970s,Supported positive,6998,0.5714519026620938
742,1,1970s,Supported negative,319,0.026049322227666177
742,1,1970s,Unsupported,4929,0.40249877511024007
743,1,1970s,Supported positive,6925,0.565490772497142
743,1,1970s,Supported negative,311,0.02539604768904132
743,1,1970s,Unsupported,5010,0.40911317981381673
744,1,1970s,Supported positive,6963,0.56859382655561
744,1,1970s,Supported negative,312,0.025477707006369428
744,1,1970s,Unsupported,4971,0.40592846643802055
745,1,1970s,Supported positive,6984,0.5703086722195002
745,1,1970s,Supported negative,313,0.025559366323697534
745,1,1970s,Unsupported,4949,0.40413196145680225
746,1,1970s,Supported positive,6944,0.567042299526376
746,1,1970s,Supported negative,311,0.02539604768904132
746,1,1970s,Unsupported,4991,0.40756165278458273
747,1,1970s,Supported positive,6907,0.564020904785236
747,1,1970s,Supported negative,315,0.02572268495835375
747,1,1970s,Unsupported,5024,0.41025641025641024
748,1,1970s,Supported positive,6959,0.5682671892862976
748,1,1970s,Supported negative,308,0.025151069737056997
748,1,1970s,Unsupported,4979,0.40658174097664546
749,1,1970s,Supported positive,6912,0.5644292013718766
749,1,1970s,Supported negative,312,0.025477707006369428
749,1,1970s,Unsupported,5022,0.41009309162175406
750,1,1970s,Supported positive,6952,0.5676955740650008
750,1,1970s,Supported negative,312,0.025477707006369428
750,1,1970s,Unsupported,4982,0.40682671892862976
751,1,1970s,Supported positive,6938,0.5665523436224074
751,1,1970s,Supported negative,307,0.02506941041972889
751,1,1970s,Unsupported,5001,0.4083782459578638
752,1,1970s,Supported positive,6935,0.566307365670423
752,1,1970s,Supported negative,313,0.025559366323697534
752,1,1970s,Unsupported,4998,0.40813326800587946
753,1,1970s,Supported positive,6962,0.5685121672382819
753,1,1970s,Supported negative,303,0.024742773150416463
753,1,1970s,Unsupported,4981,0.40674505961130164
754,1,1970s,Supported positive,6933,0.5661440470357668
754,1,1970s,Supported negative,306,0.024987751102400785
754,1,1970s,Unsupported,5007,0.4088682018618324
755,1,1970s,Supported positive,6961,0.5684305079209537
755,1,1970s,Supported negative,296,0.024171157929119714
755,1,1970s,Unsupported,4989,0.4073983341499265
756,1,1970s,Supported positive,6951,0.5676139147476728
756,1,1970s,Supported negative,310,0.025314388371713212
756,1,1970s,Unsupported,4985,0.40707169688061406
757,1,1970s,Supported positive,6972,0.569328760411563
757,1,1970s,Supported negative,309,0.025232729054385106
757,1,1970s,Unsupported,4965,0.40543851053405194
758,1,1970s,Supported positive,6955,0.5679405520169851
758,1,1970s,Supported negative,314,0.02564102564102564
758,1,1970s,Unsupported,4977,0.4064184223419892
759,1,1970s,Supported positive,6918,0.5649191572758452
759,1,1970s,Supported negative,310,0.025314388371713212
759,1,1970s,Unsupported,5018,0.40976645435244163
760,1,1970s,Supported positive,6940,0.5667156622570635
760,1,1970s,Supported negative,313,0.025559366323697534
760,1,1970s,Unsupported,4993,0.4077249714192389
761,1,1970s,Supported positive,6929,0.5658174097664543
761,1,1970s,Supported negative,306,0.024987751102400785
761,1,1970s,Unsupported,5011,0.40919483913114485
762,1,1970s,Supported positive,6932,0.5660623877184386
762,1,1970s,Supported negative,316,0.025804344275681856
762,1,1970s,Unsupported,4998,0.40813326800587946
763,1,1970s,Supported positive,6955,0.5679405520169851
763,1,1970s,Supported negative,313,0.025559366323697534
763,1,1970s,Unsupported,4978,0.40650008165931734
764,1,1970s,Supported positive,6898,0.563285970929283
764,1,1970s,Supported negative,306,0.024987751102400785
764,1,1970s,Unsupported,5042,0.4117262779683162
765,1,1970s,Supported positive,6960,0.5683488486036257
765,1,1970s,Supported negative,312,0.025477707006369428
765,1,1970s,Unsupported,4974,0.4061734443900049
766,1,1970s,Supported positive,6933,0.5661440470357668
766,1,1970s,Supported negative,312,0.025477707006369428
766,1,1970s,Unsupported,5001,0.4083782459578638
767,1,1970s,Supported positive,6954,0.5678588926996571
767,1,1970s,Supported negative,305,0.024906091785072675
767,1,1970s,Unsupported,4987,0.4072350155152703
768,1,1970s,Supported positive,6953,0.5677772333823289
768,1,1970s,Supported negative,313,0.025559366323697534
768,1,1970s,Unsupported,4980,0.4066634002939735
769,1,1970s,Supported positive,6970,0.5691654417769068
769,1,1970s,Supported negative,306,0.024987751102400785
769,1,1970s,Unsupported,4970,0.4058468071206925
770,1,1970s,Supported positive,6938,0.5665523436224074
770,1,1970s,Supported negative,312,0.025477707006369428
770,1,1970s,Unsupported,4996,0.4079699493712233
771,1,1970s,Supported positive,6909,0.5641842234198922
771,1,1970s,Supported negative,313,0.025559366323697534
771,1,1970s,Unsupported,5024,0.41025641025641024
772,1,1970s,Supported positive,6949,0.5674505961130165
772,1,1970s,Supported negative,317,0.025886003593009962
772,1,1970s,Unsupported,4980,0.4066634002939735
773,1,1970s,Supported positive,6968,0.5690021231422505
773,1,1970s,Supported negative,310,0.025314388371713212
773,1,1970s,Unsupported,4968,0.40568348848603625
774,1,1970s,Supported positive,6933,0.5661440470357668
774,1,1970s,Supported negative,312,0.025477707006369428
774,1,1970s,Unsupported,5001,0.4083782459578638
775,1,1970s,Supported positive,6920,0.5650824759105014
775,1,1970s,Supported negative,310,0.025314388371713212
775,1,1970s,Unsupported,5016,0.4096031357177854
776,1,1970s,Supported positive,6938,0.5665523436224074
776,1,1970s,Supported negative,318,0.02596766291033807
776,1,1970s,Unsupported,4990,0.4074799934672546
777,1,1970s,Supported positive,6909,0.5641842234198922
777,1,1970s,Supported negative,306,0.024987751102400785
777,1,1970s,Unsupported,5031,0.410828025477707
778,1,1970s,Supported positive,6874,0.5613261473134085
778,1,1970s,Supported negative,309,0.025232729054385106
778,1,1970s,Unsupported,5063,0.4134411236322064
779,1,1970s,Supported positive,6945,0.567123958843704
779,1,1970s,Supported negative,316,0.025804344275681856
779,1,1970s,Unsupported,4985,0.40707169688061406
780,1,1970s,Supported positive,6932,0.5660623877184386
780,1,1970s,Supported negative,312,0.025477707006369428
780,1,1970s,Unsupported,5002,0.4084599052751919
781,1,1970s,Supported positive,6954,0.5678588926996571
781,1,1970s,Supported negative,304,0.02482443246774457
781,1,1970s,Unsupported,4988,0.4073166748325984
782,1,1970s,Supported positive,6915,0.5646741793238609
782,1,1970s,Supported negative,301,0.024579454515760248
782,1,1970s,Unsupported,5030,0.4107463661603789
783,1,1970s,Supported positive,6957,0.5681038706516414
783,1,1970s,Supported negative,305,0.024906091785072675
783,1,1970s,Unsupported,4984,0.40699003756328594
784,1,1970s,Supported positive,6930,0.5658990690837825
784,1,1970s,Supported negative,310,0.025314388371713212
784,1,1970s,Unsupported,5006,0.4087865425445043
785,1,1970s,Supported positive,6910,0.5642658827372203
785,1,1970s,Supported negative,309,0.025232729054385106
785,1,1970s,Unsupported,5027,0.4105013882083946
786,1,1970s,Supported positive,6982,0.5701453535848441
786,1,1970s,Supported negative,311,0.02539604768904132
786,1,1970s,Unsupported,4953,0.40445859872611467
787,1,1970s,Supported positive,6906,0.5639392454679079
787,1,1970s,Supported negative,306,0.024987751102400785
787,1,1970s,Unsupported,5034,0.41107300342969133
788,1,1970s,Supported positive,6914,0.5645925200065327
788,1,1970s,Supported negative,316,0.025804344275681856
788,1,1970s,Unsupported,5016,0.4096031357177854
789,1,1970s,Supported positive,6949,0.5674505961130165
789,1,1970s,Supported negative,312,0.025477707006369428
789,1,1970s,Unsupported,4985,0.40707169688061406
790,1,1970s,Supported positive,6936,0.5663890249877511
790,1,1970s,Supported negative,302,0.024661113833088357
790,1,1970s,Unsupported,5008,0.40894986117916055
791,1,1970s,Supported positive,6949,0.5674505961130165
791,1,1970s,Supported negative,314,0.02564102564102564
791,1,1970s,Unsupported,4983,0.4069083782459579
792,1,1970s,Supported positive,6970,0.5691654417769068
792,1,1970s,Supported negative,312,0.025477707006369428
792,1,1970s,Unsupported,4964,0.4053568512167238
793,1,1970s,Supported positive,6972,0.569328760411563
793,1,1970s,Supported negative,323,0.026375959496978605
793,1,1970s,Unsupported,4951,0.40429528009145843
794,1,1970s,Supported positive,6917,0.5648374979585171
794,1,1970s,Supported negative,307,0.02506941041972889
794,1,1970s,Unsupported,5022,0.41009309162175406
795,1,1970s,Supported positive,6948,0.5673689367956883
795,1,1970s,Supported negative,308,0.025151069737056997
795,1,1970s,Unsupported,4990,0.4074799934672546
796,1,1970s,Supported positive,6963,0.56859382655561
796,1,1970s,Supported negative,310,0.025314388371713212
796,1,1970s,Unsupported,4973,0.4060917850726768
797,1,1970s,Supported positive,6945,0.567123958843704
797,1,1970s,Supported negative,303,0.024742773150416463
797,1,1970s,Unsupported,4998,0.40813326800587946
798,1,1970s,Supported positive,6978,0.5698187163155316
798,1,1970s,Supported negative,313,0.025559366323697534
798,1,1970s,Unsupported,4955,0.40462191736077086
799,1,1970s,Supported positive,6958,0.5681855299689694
799,1,1970s,Supported negative,302,0.024661113833088357
799,1,1970s,Unsupported,4986,0.4071533561979422
800,1,1970s,Supported positive,6938,0.5665523436224074
800,1,1970s,Supported negative,310,0.025314388371713212
800,1,1970s,Unsupported,4998,0.40813326800587946
801,1,1970s,Supported positive,6967,0.5689204638249225
801,1,1970s,Supported negative,308,0.025151069737056997
801,1,1970s,Unsupported,4971,0.40592846643802055
802,1,1970s,Supported positive,6975,0.5695737383635473
802,1,1970s,Supported negative,311,0.02539604768904132
802,1,1970s,Unsupported,4960,0.4050302139474114
803,1,1970s,Supported positive,6934,0.5662257063530949
803,1,1970s,Supported negative,302,0.024661113833088357
803,1,1970s,Unsupported,5010,0.40911317981381673
804,1,1970s,Supported positive,6980,0.5699820349501878
804,1,1970s,Supported negative,311,0.02539604768904132
804,1,1970s,Unsupported,4955,0.40462191736077086
805,1,1970s,Supported positive,6951,0.5676139147476728
805,1,1970s,Supported negative,314,0.02564102564102564
805,1,1970s,Unsupported,4981,0.40674505961130164
806,1,1970s,Supported positive,6954,0.5678588926996571
806,1,1970s,Supported negative,312,0.025477707006369428
806,1,1970s,Unsupported,4980,0.4066634002939735
807,1,1970s,Supported positive,6958,0.5681855299689694
807,1,1970s,Supported negative,305,0.024906091785072675
807,1,1970s,Unsupported,4983,0.4069083782459579
808,1,1970s,Supported positive,6943,0.5669606402090479
808,1,1970s,Supported negative,314,0.02564102564102564
808,1,1970s,Unsupported,4989,0.4073983341499265
809,1,1970s,Supported positive,6961,0.5684305079209537
809,1,1970s,Supported negative,319,0.026049322227666177
809,1,1970s,Unsupported,4966,0.40552016985138006
810,1,1970s,Supported positive,6951,0.5676139147476728
810,1,1970s,Supported negative,318,0.02596766291033807
810,1,1970s,Unsupported,4977,0.4064184223419892
811,1,1970s,Supported positive,6992,0.5709619467581251
811,1,1970s,Supported negative,308,0.025151069737056997
811,1,1970s,Unsupported,4946,0.4038869835048179
812,1,1970s,Supported positive,6878,0.5616527845827209
812,1,1970s,Supported negative,315,0.02572268495835375
812,1,1970s,Unsupported,5053,0.4126245304589254
813,1,1970s,Supported positive,6943,0.5669606402090479
813,1,1970s,Supported negative,299,0.024416135881104035
813,1,1970s,Unsupported,5004,0.4086232239098481
814,1,1970s,Supported positive,6980,0.5699820349501878
814,1,1970s,Supported negative,315,0.02572268495835375
814,1,1970s,Unsupported,4951,0.40429528009145843
815,1,1970s,Supported positive,6945,0.567123958843704
815,1,1970s,Supported negative,307,0.02506941041972889
815,1,1970s,Unsupported,4994,0.40780663073656703
816,1,1970s,Supported positive,6946,0.5672056181610322
816,1,1970s,Supported negative,319,0.026049322227666177
816,1,1970s,Unsupported,4981,0.40674505961130164
817,1,1970s,Supported positive,6962,0.5685121672382819
817,1,1970s,Supported negative,317,0.025886003593009962
817,1,1970s,Unsupported,4967,0.40560182916870813
818,1,1970s,Supported positive,6933,0.5661440470357668
818,1,1970s,Supported negative,309,0.025232729054385106
818,1,1970s,Unsupported,5004,0.4086232239098481
819,1,1970s,Supported positive,6922,0.5652457945451576
819,1,1970s,Supported negative,288,0.023517883390494855
819,1,1970s,Unsupported,5036,0.4112363220643475
820,1,1970s,Supported positive,6950,0.5675322554303446
820,1,1970s,Supported negative,316,0.025804344275681856
820,1,1970s,Unsupported,4980,0.4066634002939735
821,1,1970s,Supported positive,6960,0.5683488486036257
821,1,1970s,Supported negative,309,0.025232729054385106
821,1,1970s,Unsupported,4977,0.4064184223419892
822,1,1970s,Supported positive,6938,0.5665523436224074
822,1,1970s,Supported negative,314,0.02564102564102564
822,1,1970s,Unsupported,4994,0.40780663073656703
