model_folder,atlas,period,species_a,species_b,omega_mean,pr_positive,pr_negative,pair_id,support_class,is_supported_positive,is_supported_negative,guild_a,migration_group_a,species_thermal_index_a,guild_b,migration_group_b,species_thermal_index_b,guild_1,guild_2,guild_pair,guild_pair_type
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Muscicapa_striata,Periparus_ater,0.9763222451989367,1,0,Muscicapa_striata__Periparus_ater,Supported positive,TRUE,FALSE,Flycatchers,long-distance,12.1492223917,Tit-like birds,sedentary,11.9045668053,Flycatchers,Tit-like birds,Flycatchers | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Periparus_ater,Regulus_regulus,0.9755540421283638,1,0,Periparus_ater__Regulus_regulus,Supported positive,TRUE,FALSE,Tit-like birds,sedentary,11.9045668053,Tit-like birds,short-distance,10.8075146552,Tit-like birds,Tit-like birds,Tit-like birds,Within guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Erithacus_rubecula,Regulus_regulus,0.9752160771876397,1,0,Erithacus_rubecula__Regulus_regulus,Supported positive,TRUE,FALSE,Low flycatching feeders,sedentary,11.998445823500001,Tit-like birds,short-distance,10.8075146552,Low flycatching feeders,Tit-like birds,Low flycatching feeders | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Coccothraustes_coccothraustes,Erithacus_rubecula,0.9746345404125801,1,0,Coccothraustes_coccothraustes__Erithacus_rubecula,Supported positive,TRUE,FALSE,Passerine seedeaters,sedentary,12.9763477132,Low flycatching feeders,sedentary,11.998445823500001,Low flycatching feeders,Passerine seedeaters,Low flycatching feeders | Passerine seedeaters,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Coccothraustes_coccothraustes,Turdus_philomelos,0.9743432571480535,1,0,Coccothraustes_coccothraustes__Turdus_philomelos,Supported positive,TRUE,FALSE,Passerine seedeaters,sedentary,12.9763477132,Thrushes,short-distance,11.3956704897,Passerine seedeaters,Thrushes,Passerine seedeaters | Thrushes,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Accipiter_nisus,Cyanistes_caeruleus,0.97335470749309,1,0,Accipiter_nisus__Cyanistes_caeruleus,Supported positive,TRUE,FALSE,Diurnal raptors,sedentary and short-distance,11.9162821341,Tit-like birds,sedentary,12.7367473555,Diurnal raptors,Tit-like birds,Diurnal raptors | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Anarhynchus_alexandrinus,Certhia_brachydactyla,-0.8519590569049008,0,1,Anarhynchus_alexandrinus__Certhia_brachydactyla,Supported negative,FALSE,TRUE,Plovers,short-and long-distance,16.3071703744,Tit-like birds,sedentary,13.8972978687,Plovers,Tit-like birds,Plovers | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Circus_pygargus,Certhia_brachydactyla,-0.8076333799895467,0,1,Circus_pygargus__Certhia_brachydactyla,Supported negative,FALSE,TRUE,Diurnal raptors,long-distance,13.6904029809,Tit-like birds,sedentary,13.8972978687,Diurnal raptors,Tit-like birds,Diurnal raptors | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Pernis_apivorus,Anarhynchus_alexandrinus,-0.7892406886061604,0,1,Pernis_apivorus__Anarhynchus_alexandrinus,Supported negative,FALSE,TRUE,Diurnal raptors,long-distance,11.9608484505,Plovers,short-and long-distance,16.3071703744,Diurnal raptors,Plovers,Diurnal raptors | Plovers,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Caprimulgus_europaeus,Certhia_brachydactyla,-0.7559142436628373,0,1,Caprimulgus_europaeus__Certhia_brachydactyla,Supported negative,FALSE,TRUE,Nigthjars,long-distance,13.110333547,Tit-like birds,sedentary,13.8972978687,Nigthjars,Tit-like birds,Nigthjars | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Anarhynchus_alexandrinus,Corvus_corax,-0.7341578651138374,0,1,Anarhynchus_alexandrinus__Corvus_corax,Supported negative,FALSE,TRUE,Plovers,short-and long-distance,16.3071703744,Omnivorous corvids,sedentary,11.7378412998,Omnivorous corvids,Plovers,Omnivorous corvids | Plovers,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Anarhynchus_alexandrinus,Sitta_europaea,-0.7317870260007202,0,1,Anarhynchus_alexandrinus__Sitta_europaea,Supported negative,FALSE,TRUE,Plovers,short-and long-distance,16.3071703744,Tit-like birds,sedentary,12.7946675987,Plovers,Tit-like birds,Plovers | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Anarhynchus_alexandrinus,Strix_aluco,-0.7272899766289352,0,1,Anarhynchus_alexandrinus__Strix_aluco,Supported negative,FALSE,TRUE,Plovers,short-and long-distance,16.3071703744,Owls,sedentary,12.8738657057,Owls,Plovers,Owls | Plovers,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Numenius_arquata,Certhia_brachydactyla,-0.7245654997224455,0,1,Numenius_arquata__Certhia_brachydactyla,Supported negative,FALSE,TRUE,Scolopacids,short-distance,10.0493203009,Tit-like birds,sedentary,13.8972978687,Scolopacids,Tit-like birds,Scolopacids | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Anarhynchus_alexandrinus,Columba_oenas,-0.7024367554266088,0,1,Anarhynchus_alexandrinus__Columba_oenas,Supported negative,FALSE,TRUE,Plovers,short-and long-distance,16.3071703744,Columbids,short-distance,12.4358174295,Columbids,Plovers,Columbids | Plovers,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Certhia_brachydactyla,Turdus_pilaris,-0.6729465335193235,0,1,Certhia_brachydactyla__Turdus_pilaris,Supported negative,FALSE,TRUE,Tit-like birds,sedentary,13.8972978687,Thrushes,short-distance,10.0287125382,Thrushes,Tit-like birds,Thrushes | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Sterna_hirundo,Streptopelia_turtur,-0.6675158238645966,0,1,Sterna_hirundo__Streptopelia_turtur,Supported negative,FALSE,TRUE,Terns,long-distance,11.4396148713,Columbids,long-distance,13.7662137901,Columbids,Terns,Columbids | Terns,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Anarhynchus_alexandrinus,Poecile_palustris,-0.6480866861737029,0,1,Anarhynchus_alexandrinus__Poecile_palustris,Supported negative,FALSE,TRUE,Plovers,short-and long-distance,16.3071703744,Tit-like birds,sedentary,12.3251392514,Plovers,Tit-like birds,Plovers | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Circus_aeruginosus,Streptopelia_turtur,-0.6478702865402778,0.007,0.993,Circus_aeruginosus__Streptopelia_turtur,Supported negative,FALSE,TRUE,Diurnal raptors,short-and long-distance,13.2259231132,Columbids,long-distance,13.7662137901,Columbids,Diurnal raptors,Columbids | Diurnal raptors,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Anser_anser,Streptopelia_turtur,-0.6463830832413042,0.005,0.995,Anser_anser__Streptopelia_turtur,Supported negative,FALSE,TRUE,Grazing waterfowl,sedentary and short-distance,11.1956416463,Columbids,long-distance,13.7662137901,Columbids,Grazing waterfowl,Columbids | Grazing waterfowl,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Dryobates_minor,Athene_noctua,-0.6364777933038089,0,1,Dryobates_minor__Athene_noctua,Supported negative,FALSE,TRUE,Woodpeckers,sedentary and short-distance,11.5509643269,Owls,sedentary,14.2083192272,Owls,Woodpeckers,Owls | Woodpeckers,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Anarhynchus_alexandrinus,Aegithalos_caudatus,-0.6319562922482792,0.001,0.999,Anarhynchus_alexandrinus__Aegithalos_caudatus,Supported negative,FALSE,TRUE,Plovers,short-and long-distance,16.3071703744,Tit-like birds,sedentary,12.6607518772,Plovers,Tit-like birds,Plovers | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Anarhynchus_alexandrinus,Certhia_familiaris,-0.6260750291050344,0,1,Anarhynchus_alexandrinus__Certhia_familiaris,Supported negative,FALSE,TRUE,Plovers,short-and long-distance,16.3071703744,Tit-like birds,sedentary,11.119463211,Plovers,Tit-like birds,Plovers | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Limosa_limosa,Corvus_corax,-0.6234872535539836,0,1,Limosa_limosa__Corvus_corax,Supported negative,FALSE,TRUE,Scolopacids,long-distance,12.0468335512,Omnivorous corvids,sedentary,11.7378412998,Omnivorous corvids,Scolopacids,Omnivorous corvids | Scolopacids,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Circus_pygargus,Sitta_europaea,-0.6229733108468125,0,1,Circus_pygargus__Sitta_europaea,Supported negative,FALSE,TRUE,Diurnal raptors,long-distance,13.6904029809,Tit-like birds,sedentary,12.7946675987,Diurnal raptors,Tit-like birds,Diurnal raptors | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Mergus_merganser,Lanius_excubitor,-0.6109540164062703,0.039,0.961,Mergus_merganser__Lanius_excubitor,Supported negative,FALSE,TRUE,Aquatic pursuers,short-distance,7.9118621485,Shrikes,sedentary,11.2044136127,Aquatic pursuers,Shrikes,Aquatic pursuers | Shrikes,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Circus_pygargus,Cinclus_cinclus,-0.6082798753767237,0.035,0.965,Circus_pygargus__Cinclus_cinclus,Supported negative,FALSE,TRUE,Diurnal raptors,long-distance,13.6904029809,Dippers,short-distance,11.0150016531,Dippers,Diurnal raptors,Dippers | Diurnal raptors,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Mareca_strepera,Streptopelia_turtur,-0.6060931875712656,0.008,0.992,Mareca_strepera__Streptopelia_turtur,Supported negative,FALSE,TRUE,Dabbling ducks,short-distance,12.5158986156,Columbids,long-distance,13.7662137901,Columbids,Dabbling ducks,Columbids | Dabbling ducks,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Anarhynchus_alexandrinus,Luscinia_luscinia,-0.6032645082810445,0.001,0.999,Anarhynchus_alexandrinus__Luscinia_luscinia,Supported negative,FALSE,TRUE,Plovers,short-and long-distance,16.3071703744,Low flycatching feeders,long-distance,11.8425102806,Low flycatching feeders,Plovers,Low flycatching feeders | Plovers,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Aythya_fuligula,Streptopelia_turtur,-0.5954974317748073,0.008,0.992,Aythya_fuligula__Streptopelia_turtur,Supported negative,FALSE,TRUE,Diving ducks,short-distance,10.1385920012,Columbids,long-distance,13.7662137901,Columbids,Diving ducks,Columbids | Diving ducks,Between guild
2026-03-13_06-58-56_Atlas2_MinOccs5_CoverageGoodAverage,2,1990s,Anarhynchus_alexandrinus,Alcedo_atthis,-0.5954958895947184,0.009,0.991,Anarhynchus_alexandrinus__Alcedo_atthis,Supported negative,FALSE,TRUE,Plovers,short-and long-distance,16.3071703744,Kingfishers,sedentary,13.5319163712,Kingfishers,Plovers,Kingfishers | Plovers,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Mareca_strepera,Spatula_clypeata,0.9842830853328515,1,0,Mareca_strepera__Spatula_clypeata,Supported positive,TRUE,FALSE,Dabbling ducks,short-distance,12.5158986156,Dabbling ducks,short-distance,11.7556216717,Dabbling ducks,Dabbling ducks,Dabbling ducks,Within guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Aythya_ferina,Aythya_fuligula,0.9823536243901582,1,0,Aythya_ferina__Aythya_fuligula,Supported positive,TRUE,FALSE,Diving ducks,short-distance,12.445391892,Diving ducks,short-distance,10.1385920012,Diving ducks,Diving ducks,Diving ducks,Within guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Anser_anser,Fulica_atra,0.9802251883947943,1,0,Anser_anser__Fulica_atra,Supported positive,TRUE,FALSE,Grazing waterfowl,sedentary and short-distance,11.1956416463,Rails,sedentary and short-distance,12.9624637063,Grazing waterfowl,Rails,Grazing waterfowl | Rails,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Fulica_atra,Podiceps_grisegena,0.9783920543849952,1,0,Fulica_atra__Podiceps_grisegena,Supported positive,TRUE,FALSE,Rails,sedentary and short-distance,12.9624637063,Aquatic pursuers,short-distance,11.9386619385,Aquatic pursuers,Rails,Aquatic pursuers | Rails,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Spatula_clypeata,Sterna_hirundo,0.9769278101283783,1,0,Spatula_clypeata__Sterna_hirundo,Supported positive,TRUE,FALSE,Dabbling ducks,short-distance,11.7556216717,Terns,long-distance,11.4396148713,Dabbling ducks,Terns,Dabbling ducks | Terns,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Coturnix_coturnix,Saxicola_rubetra,0.9755322083033213,1,0,Coturnix_coturnix__Saxicola_rubetra,Supported positive,TRUE,FALSE,Gallinaceous birds,short-and long-distance,13.6002736383,Low flycatching feeders,long-distance,11.2990488425,Gallinaceous birds,Low flycatching feeders,Gallinaceous birds | Low flycatching feeders,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Buteo_buteo,Pyrrhula_pyrrhula,0.9743876421835882,1,0,Buteo_buteo__Pyrrhula_pyrrhula,Supported positive,TRUE,FALSE,Diurnal raptors,sedentary and short-distance,12.6973693303,Passerine seedeaters,short-distance,10.756294956,Diurnal raptors,Passerine seedeaters,Diurnal raptors | Passerine seedeaters,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Certhia_familiaris,Corvus_corax,0.973518991522015,1,0,Certhia_familiaris__Corvus_corax,Supported positive,TRUE,FALSE,Tit-like birds,sedentary,11.119463211,Omnivorous corvids,sedentary,11.7378412998,Omnivorous corvids,Tit-like birds,Omnivorous corvids | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Periparus_ater,Regulus_regulus,0.972926918170422,1,0,Periparus_ater__Regulus_regulus,Supported positive,TRUE,FALSE,Tit-like birds,sedentary,11.9045668053,Tit-like birds,short-distance,10.8075146552,Tit-like birds,Tit-like birds,Tit-like birds,Within guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Circus_aeruginosus,Podiceps_cristatus,0.9717035768409719,1,0,Circus_aeruginosus__Podiceps_cristatus,Supported positive,TRUE,FALSE,Diurnal raptors,short-and long-distance,13.2259231132,Aquatic pursuers,short-distance,12.6860788894,Aquatic pursuers,Diurnal raptors,Aquatic pursuers | Diurnal raptors,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Rallus_aquaticus,Panurus_biarmicus,0.9714185542258146,1,0,Rallus_aquaticus__Panurus_biarmicus,Supported positive,TRUE,FALSE,Rails,sedentary and short-distance,13.3215188918,Reedlings,sedentary,13.8780278318,Rails,Reedlings,Rails | Reedlings,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Anthus_trivialis,Turdus_viscivorus,0.971106959771984,1,0,Anthus_trivialis__Turdus_viscivorus,Supported positive,TRUE,FALSE,Low flycatching feeders,long-distance,11.2439352645,Thrushes,short-distance,11.9147042629,Low flycatching feeders,Thrushes,Low flycatching feeders | Thrushes,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Certhia_familiaris,Dendrocopos_major,0.9708196969572808,1,0,Certhia_familiaris__Dendrocopos_major,Supported positive,TRUE,FALSE,Tit-like birds,sedentary,11.119463211,Woodpeckers,sedentary,12.1154284266,Tit-like birds,Woodpeckers,Tit-like birds | Woodpeckers,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Cygnus_olor,Podiceps_cristatus,0.9706453739889553,1,0,Cygnus_olor__Podiceps_cristatus,Supported positive,TRUE,FALSE,Grazing waterfowl,sedentary and short-distance,12.1899516659,Aquatic pursuers,short-distance,12.6860788894,Aquatic pursuers,Grazing waterfowl,Aquatic pursuers | Grazing waterfowl,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Anser_anser,Podiceps_grisegena,0.9702492638550609,1,0,Anser_anser__Podiceps_grisegena,Supported positive,TRUE,FALSE,Grazing waterfowl,sedentary and short-distance,11.1956416463,Aquatic pursuers,short-distance,11.9386619385,Aquatic pursuers,Grazing waterfowl,Aquatic pursuers | Grazing waterfowl,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Mareca_strepera,Sterna_hirundo,0.9697687172549664,1,0,Mareca_strepera__Sterna_hirundo,Supported positive,TRUE,FALSE,Dabbling ducks,short-distance,12.5158986156,Terns,long-distance,11.4396148713,Dabbling ducks,Terns,Dabbling ducks | Terns,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Rallus_aquaticus,Emberiza_schoeniclus,0.9697385673181018,1,0,Rallus_aquaticus__Emberiza_schoeniclus,Supported positive,TRUE,FALSE,Rails,sedentary and short-distance,13.3215188918,Buntings,sedentary and short-distance,11.2704483494,Buntings,Rails,Buntings | Rails,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Anas_platyrhynchos,Tadorna_tadorna,0.9692389869888457,1,0,Anas_platyrhynchos__Tadorna_tadorna,Supported positive,TRUE,FALSE,Dabbling ducks,sedentary and short-distance,11.8110548425,Dabbling ducks,short-distance,12.0434493446,Dabbling ducks,Dabbling ducks,Dabbling ducks,Within guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Aythya_ferina,Podiceps_cristatus,0.9688075280008496,1,0,Aythya_ferina__Podiceps_cristatus,Supported positive,TRUE,FALSE,Diving ducks,short-distance,12.445391892,Aquatic pursuers,short-distance,12.6860788894,Aquatic pursuers,Diving ducks,Aquatic pursuers | Diving ducks,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Circus_aeruginosus,Aythya_ferina,0.9687544671504238,1,0,Circus_aeruginosus__Aythya_ferina,Supported positive,TRUE,FALSE,Diurnal raptors,short-and long-distance,13.2259231132,Diving ducks,short-distance,12.445391892,Diurnal raptors,Diving ducks,Diurnal raptors | Diving ducks,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Falco_tinnunculus,Hippolais_icterina,0.9682439439059013,1,0,Falco_tinnunculus__Hippolais_icterina,Supported positive,TRUE,FALSE,Diurnal raptors,sedentary and short-distance,12.4263636442,Foliage gleaners,long-distance,11.3916568563,Diurnal raptors,Foliage gleaners,Diurnal raptors | Foliage gleaners,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Poecile_palustris,Sitta_europaea,0.9659095695115217,1,0,Poecile_palustris__Sitta_europaea,Supported positive,TRUE,FALSE,Tit-like birds,sedentary,12.3251392514,Tit-like birds,sedentary,12.7946675987,Tit-like birds,Tit-like birds,Tit-like birds,Within guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Spatula_querquedula,Botaurus_stellaris,0.9656392776328517,1,0,Spatula_querquedula__Botaurus_stellaris,Supported positive,TRUE,FALSE,Dabbling ducks,long-distance,12.389627827,Wading birds,sedentary and short-distance,13.1076210929,Dabbling ducks,Wading birds,Dabbling ducks | Wading birds,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Coccothraustes_coccothraustes,Erithacus_rubecula,0.9648614848115712,1,0,Coccothraustes_coccothraustes__Erithacus_rubecula,Supported positive,TRUE,FALSE,Passerine seedeaters,sedentary,12.9763477132,Low flycatching feeders,sedentary,11.998445823500001,Low flycatching feeders,Passerine seedeaters,Low flycatching feeders | Passerine seedeaters,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Haematopus_ostralegus,Larus_marinus,0.9644075209602012,1,0,Haematopus_ostralegus__Larus_marinus,Supported positive,TRUE,FALSE,Plovers,short-distance,10.4739718085,Gulls,sedentary and short-distance,8.3694639418,Gulls,Plovers,Gulls | Plovers,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Mergus_merganser,Emberiza_calandra,-0.873621286926943,0,1,Mergus_merganser__Emberiza_calandra,Supported negative,FALSE,TRUE,Aquatic pursuers,short-distance,7.9118621485,Buntings,sedentary,14.2313581317,Aquatic pursuers,Buntings,Aquatic pursuers | Buntings,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Tringa_glareola,Corvus_corone,-0.8030903118877718,0.004,0.996,Tringa_glareola__Corvus_corone,Supported negative,FALSE,TRUE,Scolopacids,long-distance,7.6706167812,Omnivorous corvids,sedentary,12.1293990446,Omnivorous corvids,Scolopacids,Omnivorous corvids | Scolopacids,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Mergus_merganser,Lophophanes_cristatus,-0.7933423419359201,0,1,Mergus_merganser__Lophophanes_cristatus,Supported negative,FALSE,TRUE,Aquatic pursuers,short-distance,7.9118621485,Tit-like birds,sedentary,11.7118025203,Aquatic pursuers,Tit-like birds,Aquatic pursuers | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Scolopax_rusticola,Athene_noctua,-0.7514979936637868,0.01,0.99,Scolopax_rusticola__Athene_noctua,Supported negative,FALSE,TRUE,Scolopacids,sedentary and short-distance,10.6010955955,Owls,sedentary,14.2083192272,Owls,Scolopacids,Owls | Scolopacids,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Tringa_glareola,Regulus_ignicapilla,-0.7404785209887489,0,1,Tringa_glareola__Regulus_ignicapilla,Supported negative,FALSE,TRUE,Scolopacids,long-distance,7.6706167812,Tit-like birds,short-distance,13.1999439071,Scolopacids,Tit-like birds,Scolopacids | Tit-like birds,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Tringa_glareola,Tringa_ochropus,-0.7280964536264376,0,1,Tringa_glareola__Tringa_ochropus,Supported negative,FALSE,TRUE,Scolopacids,long-distance,7.6706167812,Scolopacids,short-and long-distance,9.8785200822,Scolopacids,Scolopacids,Scolopacids,Within guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Mergus_merganser,Tyto_alba,-0.7106797753841824,0.004,0.996,Mergus_merganser__Tyto_alba,Supported negative,FALSE,TRUE,Aquatic pursuers,short-distance,7.9118621485,Owls,sedentary,13.9906366009,Aquatic pursuers,Owls,Aquatic pursuers | Owls,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Tringa_glareola,Strix_aluco,-0.7100580438402698,0.001,0.999,Tringa_glareola__Strix_aluco,Supported negative,FALSE,TRUE,Scolopacids,long-distance,7.6706167812,Owls,sedentary,12.8738657057,Owls,Scolopacids,Owls | Scolopacids,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Corvus_frugilegus,Athene_noctua,-0.7000763744712292,0.007,0.993,Corvus_frugilegus__Athene_noctua,Supported negative,FALSE,TRUE,Omnivorous corvids,sedentary,12.7340640684,Owls,sedentary,14.2083192272,Omnivorous corvids,Owls,Omnivorous corvids | Owls,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Mergus_merganser,Athene_noctua,-0.699726012011056,0.016,0.984,Mergus_merganser__Athene_noctua,Supported negative,FALSE,TRUE,Aquatic pursuers,short-distance,7.9118621485,Owls,sedentary,14.2083192272,Aquatic pursuers,Owls,Aquatic pursuers | Owls,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Limosa_limosa,Dryocopus_martius,-0.6945316462185172,0,1,Limosa_limosa__Dryocopus_martius,Supported negative,FALSE,TRUE,Scolopacids,long-distance,12.0468335512,Woodpeckers,sedentary,11.1193962821,Scolopacids,Woodpeckers,Scolopacids | Woodpeckers,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Caprimulgus_europaeus,Podiceps_grisegena,-0.6915455920405562,0,1,Caprimulgus_europaeus__Podiceps_grisegena,Supported negative,FALSE,TRUE,Nigthjars,long-distance,13.110333547,Aquatic pursuers,short-distance,11.9386619385,Aquatic pursuers,Nigthjars,Aquatic pursuers | Nigthjars,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Scolopax_rusticola,Tringa_glareola,-0.6911763339889341,0.002,0.998,Scolopax_rusticola__Tringa_glareola,Supported negative,FALSE,TRUE,Scolopacids,sedentary and short-distance,10.6010955955,Scolopacids,long-distance,7.6706167812,Scolopacids,Scolopacids,Scolopacids,Within guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Streptopelia_turtur,Podiceps_grisegena,-0.68942960228082,0.001,0.999,Streptopelia_turtur__Podiceps_grisegena,Supported negative,FALSE,TRUE,Columbids,long-distance,13.7662137901,Aquatic pursuers,short-distance,11.9386619385,Aquatic pursuers,Columbids,Aquatic pursuers | Columbids,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Pernis_apivorus,Tringa_glareola,-0.6889868720816602,0,1,Pernis_apivorus__Tringa_glareola,Supported negative,FALSE,TRUE,Diurnal raptors,long-distance,11.9608484505,Scolopacids,long-distance,7.6706167812,Diurnal raptors,Scolopacids,Diurnal raptors | Scolopacids,Between guild
2026-03-13_06-58-56_Atlas3_MinOccs5_CoverageGoodAverage,3,2010s,Limosa_limosa,Coccothraustes_coccothraustes,-0.6829591707646334,0,1,Limosa_limosa__Coccothraustes_coccothraustes,Supported negative,FALSE,TRUE,Scolopacids,long-distance,12.0468335512,Passerine seedeaters,sedentary,12.9763477132,Passerine seedeaters,Scolopacids,Passerine seedeaters | Scolopacids,Between guild
