grouping_type,atlas,period,group_pair_type,group_1,group_2,group_pair,support_class,n_class_pairs,n_group_pairs,observed_prop,atlas_prop,observed_minus_atlas_prop,unstable_small_pair_count,bootstrap_mean,bootstrap_median,bootstrap_lower_80,bootstrap_upper_80,bootstrap_lower_95,bootstrap_upper_95
foraging_guild,1,1970s,Between group,Kingfishers,Shrikes,Kingfishers | Shrikes,Supported negative,0,2,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Kingfishers,Starlings,Kingfishers | Starlings,Supported negative,0,1,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Kingfishers,Terns,Kingfishers | Terns,Supported negative,3,5,0.6,0.024906091785072675,0.5750939082149273,TRUE,0.6000000000000113,0.6,0.6,0.6,0.6,0.6
foraging_guild,1,1970s,Between group,Kingfishers,Thrushes,Kingfishers | Thrushes,Supported negative,0,4,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Kingfishers,Tit-like birds,Kingfishers | Tit-like birds,Supported negative,0,12,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Kingfishers,Wading birds,Kingfishers | Wading birds,Supported negative,0,2,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Kingfishers,Woodpeckers,Kingfishers | Woodpeckers,Supported negative,0,5,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Within group,Low flycatching feeders,Low flycatching feeders,Low flycatching feeders,Supported negative,0,36,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Low flycatching feeders,Marsh warblers,Low flycatching feeders | Marsh warblers,Supported negative,0,54,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Low flycatching feeders,Nigthjars,Low flycatching feeders | Nigthjars,Supported negative,0,9,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Low flycatching feeders,Omnivorous corvids,Low flycatching feeders | Omnivorous corvids,Supported negative,0,63,0,0.024906091785072675,-0.024906091785072675,FALSE,1.5873015873015872e-5,0,0,0,0,0
foraging_guild,1,1970s,Between group,Low flycatching feeders,Open-land insectivores,Low flycatching feeders | Open-land insectivores,Supported negative,1,54,0.018518518518518517,0.024906091785072675,-0.006387573266554158,FALSE,0.01851851851851875,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517
foraging_guild,1,1970s,Between group,Low flycatching feeders,Orioles,Low flycatching feeders | Orioles,Supported negative,0,9,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Low flycatching feeders,Owls,Low flycatching feeders | Owls,Supported negative,0,45,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Low flycatching feeders,Passerine seedeaters,Low flycatching feeders | Passerine seedeaters,Supported negative,1,108,0.009259259259259259,0.024906091785072675,-0.015646832525813417,FALSE,0.009259259259259375,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.009259259259259259
foraging_guild,1,1970s,Between group,Low flycatching feeders,Plovers,Low flycatching feeders | Plovers,Supported negative,3,54,0.05555555555555555,0.024906091785072675,0.030649463770482877,FALSE,0.05555555555555663,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
foraging_guild,1,1970s,Between group,Low flycatching feeders,Rails,Low flycatching feeders | Rails,Supported negative,0,45,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Low flycatching feeders,Reedlings,Low flycatching feeders | Reedlings,Supported negative,0,9,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Low flycatching feeders,Scolopacids,Low flycatching feeders | Scolopacids,Supported negative,4,81,0.04938271604938271,0.024906091785072675,0.024476624264310038,FALSE,0.050037037037036484,0.04938271604938271,0.037037037037037035,0.06172839506172839,0.037037037037037035,0.06172839506172839
foraging_guild,1,1970s,Between group,Low flycatching feeders,Shrikes,Low flycatching feeders | Shrikes,Supported negative,0,18,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Low flycatching feeders,Starlings,Low flycatching feeders | Starlings,Supported negative,0,9,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Low flycatching feeders,Terns,Low flycatching feeders | Terns,Supported negative,4,45,0.08888888888888889,0.024906091785072675,0.06398279710381621,FALSE,0.0888888888888886,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08888888888888889
foraging_guild,1,1970s,Between group,Low flycatching feeders,Thrushes,Low flycatching feeders | Thrushes,Supported negative,0,36,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Low flycatching feeders,Tit-like birds,Low flycatching feeders | Tit-like birds,Supported negative,0,108,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Low flycatching feeders,Wading birds,Low flycatching feeders | Wading birds,Supported negative,0,18,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Low flycatching feeders,Woodpeckers,Low flycatching feeders | Woodpeckers,Supported negative,0,45,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Within group,Marsh warblers,Marsh warblers,Marsh warblers,Supported negative,0,15,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Nigthjars,Marsh warblers | Nigthjars,Supported negative,0,6,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Omnivorous corvids,Marsh warblers | Omnivorous corvids,Supported negative,0,42,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Open-land insectivores,Marsh warblers | Open-land insectivores,Supported negative,0,36,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Orioles,Marsh warblers | Orioles,Supported negative,0,6,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Owls,Marsh warblers | Owls,Supported negative,0,30,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Passerine seedeaters,Marsh warblers | Passerine seedeaters,Supported negative,0,72,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Plovers,Marsh warblers | Plovers,Supported negative,0,36,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Rails,Marsh warblers | Rails,Supported negative,0,30,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Reedlings,Marsh warblers | Reedlings,Supported negative,0,6,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Scolopacids,Marsh warblers | Scolopacids,Supported negative,0,54,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Shrikes,Marsh warblers | Shrikes,Supported negative,0,12,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Starlings,Marsh warblers | Starlings,Supported negative,0,6,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Terns,Marsh warblers | Terns,Supported negative,0,30,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Thrushes,Marsh warblers | Thrushes,Supported negative,0,24,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Tit-like birds,Marsh warblers | Tit-like birds,Supported negative,0,72,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Wading birds,Marsh warblers | Wading birds,Supported negative,0,12,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Marsh warblers,Woodpeckers,Marsh warblers | Woodpeckers,Supported negative,0,30,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Omnivorous corvids,Nigthjars | Omnivorous corvids,Supported negative,0,7,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Open-land insectivores,Nigthjars | Open-land insectivores,Supported negative,0,6,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Orioles,Nigthjars | Orioles,Supported negative,0,1,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Owls,Nigthjars | Owls,Supported negative,0,5,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Passerine seedeaters,Nigthjars | Passerine seedeaters,Supported negative,0,12,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Plovers,Nigthjars | Plovers,Supported negative,0,6,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Rails,Nigthjars | Rails,Supported negative,0,5,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Reedlings,Nigthjars | Reedlings,Supported negative,0,1,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Scolopacids,Nigthjars | Scolopacids,Supported negative,0,9,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Shrikes,Nigthjars | Shrikes,Supported negative,0,2,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Starlings,Nigthjars | Starlings,Supported negative,0,1,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Terns,Nigthjars | Terns,Supported negative,0,5,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Thrushes,Nigthjars | Thrushes,Supported negative,0,4,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Tit-like birds,Nigthjars | Tit-like birds,Supported negative,0,12,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Wading birds,Nigthjars | Wading birds,Supported negative,0,2,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Nigthjars,Woodpeckers,Nigthjars | Woodpeckers,Supported negative,0,5,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Within group,Omnivorous corvids,Omnivorous corvids,Omnivorous corvids,Supported negative,0,21,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Omnivorous corvids,Open-land insectivores,Omnivorous corvids | Open-land insectivores,Supported negative,0,42,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Omnivorous corvids,Orioles,Omnivorous corvids | Orioles,Supported negative,0,7,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Omnivorous corvids,Owls,Omnivorous corvids | Owls,Supported negative,1,35,0.02857142857142857,0.024906091785072675,0.0036653367863558953,FALSE,0.017028571428571376,0.02857142857142857,0,0.02857142857142857,0,0.02857142857142857
foraging_guild,1,1970s,Between group,Omnivorous corvids,Passerine seedeaters,Omnivorous corvids | Passerine seedeaters,Supported negative,2,84,0.023809523809523808,0.024906091785072675,-0.001096567975548867,FALSE,0.02380952380952431,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808
foraging_guild,1,1970s,Between group,Omnivorous corvids,Plovers,Omnivorous corvids | Plovers,Supported negative,2,42,0.047619047619047616,0.024906091785072675,0.02271295583397494,FALSE,0.0587142857142863,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.09523809523809523
foraging_guild,1,1970s,Between group,Omnivorous corvids,Rails,Omnivorous corvids | Rails,Supported negative,0,35,0,0.024906091785072675,-0.024906091785072675,FALSE,3.428571428571429e-4,0,0,0,0,0
foraging_guild,1,1970s,Between group,Omnivorous corvids,Reedlings,Omnivorous corvids | Reedlings,Supported negative,0,7,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Omnivorous corvids,Scolopacids,Omnivorous corvids | Scolopacids,Supported negative,6,63,0.09523809523809523,0.024906091785072675,0.07033200345302255,FALSE,0.1006190476190497,0.09523809523809523,0.09523809523809523,0.1111111111111111,0.07936507936507936,0.1111111111111111
foraging_guild,1,1970s,Between group,Omnivorous corvids,Shrikes,Omnivorous corvids | Shrikes,Supported negative,0,14,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Omnivorous corvids,Starlings,Omnivorous corvids | Starlings,Supported negative,0,7,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Omnivorous corvids,Terns,Omnivorous corvids | Terns,Supported negative,0,35,0,0.024906091785072675,-0.024906091785072675,FALSE,2.5714285714285715e-4,0,0,0,0,0
foraging_guild,1,1970s,Between group,Omnivorous corvids,Thrushes,Omnivorous corvids | Thrushes,Supported negative,0,28,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Omnivorous corvids,Tit-like birds,Omnivorous corvids | Tit-like birds,Supported negative,0,84,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Omnivorous corvids,Wading birds,Omnivorous corvids | Wading birds,Supported negative,2,14,0.14285714285714285,0.024906091785072675,0.11795105107207017,FALSE,0.13721428571428426,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.21428571428571427
foraging_guild,1,1970s,Between group,Omnivorous corvids,Woodpeckers,Omnivorous corvids | Woodpeckers,Supported negative,0,35,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Within group,Open-land insectivores,Open-land insectivores,Open-land insectivores,Supported negative,1,15,0.06666666666666667,0.024906091785072675,0.04176057488159399,FALSE,0.06666666666666801,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667
foraging_guild,1,1970s,Between group,Open-land insectivores,Orioles,Open-land insectivores | Orioles,Supported negative,0,6,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Open-land insectivores,Owls,Open-land insectivores | Owls,Supported negative,1,30,0.03333333333333333,0.024906091785072675,0.008427241548260658,FALSE,0.033333333333334006,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
foraging_guild,1,1970s,Between group,Open-land insectivores,Passerine seedeaters,Open-land insectivores | Passerine seedeaters,Supported negative,0,72,0,0.024906091785072675,-0.024906091785072675,FALSE,0.003833333333333322,0,0,0.013888888888888888,0,0.013888888888888888
foraging_guild,1,1970s,Between group,Open-land insectivores,Plovers,Open-land insectivores | Plovers,Supported negative,4,36,0.1111111111111111,0.024906091785072675,0.08620501932603843,FALSE,0.11111111111111326,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
foraging_guild,1,1970s,Between group,Open-land insectivores,Rails,Open-land insectivores | Rails,Supported negative,0,30,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Open-land insectivores,Reedlings,Open-land insectivores | Reedlings,Supported negative,0,6,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Open-land insectivores,Scolopacids,Open-land insectivores | Scolopacids,Supported negative,4,54,0.07407407407407407,0.024906091785072675,0.04916798228900139,FALSE,0.074074074074075,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407
foraging_guild,1,1970s,Between group,Open-land insectivores,Shrikes,Open-land insectivores | Shrikes,Supported negative,0,12,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Open-land insectivores,Starlings,Open-land insectivores | Starlings,Supported negative,0,6,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Open-land insectivores,Terns,Open-land insectivores | Terns,Supported negative,3,30,0.1,0.024906091785072675,0.07509390821492733,FALSE,0.11486666666666658,0.1,0.1,0.13333333333333333,0.1,0.13333333333333333
foraging_guild,1,1970s,Between group,Open-land insectivores,Thrushes,Open-land insectivores | Thrushes,Supported negative,0,24,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Open-land insectivores,Tit-like birds,Open-land insectivores | Tit-like birds,Supported negative,0,72,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Open-land insectivores,Wading birds,Open-land insectivores | Wading birds,Supported negative,0,12,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Open-land insectivores,Woodpeckers,Open-land insectivores | Woodpeckers,Supported negative,1,30,0.03333333333333333,0.024906091785072675,0.008427241548260658,FALSE,0.025900000000000447,0.03333333333333333,0,0.03333333333333333,0,0.03333333333333333
foraging_guild,1,1970s,Between group,Orioles,Owls,Orioles | Owls,Supported negative,0,5,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Orioles,Passerine seedeaters,Orioles | Passerine seedeaters,Supported negative,1,12,0.08333333333333333,0.024906091785072675,0.05842724154826065,FALSE,0.08333333333333295,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
foraging_guild,1,1970s,Between group,Orioles,Plovers,Orioles | Plovers,Supported negative,0,6,0,0.024906091785072675,-0.024906091785072675,TRUE,0.0076666666666666715,0,0,0,0,0.16666666666666666
foraging_guild,1,1970s,Between group,Orioles,Rails,Orioles | Rails,Supported negative,0,5,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Orioles,Reedlings,Orioles | Reedlings,Supported negative,0,1,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Orioles,Scolopacids,Orioles | Scolopacids,Supported negative,3,9,0.3333333333333333,0.024906091785072675,0.3084272415482606,TRUE,0.358222222222224,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.4444444444444444
foraging_guild,1,1970s,Between group,Orioles,Shrikes,Orioles | Shrikes,Supported negative,0,2,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Orioles,Starlings,Orioles | Starlings,Supported negative,0,1,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Orioles,Terns,Orioles | Terns,Supported negative,0,5,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Orioles,Thrushes,Orioles | Thrushes,Supported negative,0,4,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Orioles,Tit-like birds,Orioles | Tit-like birds,Supported negative,0,12,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Orioles,Wading birds,Orioles | Wading birds,Supported negative,0,2,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Orioles,Woodpeckers,Orioles | Woodpeckers,Supported negative,0,5,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Within group,Owls,Owls,Owls,Supported negative,0,10,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Owls,Passerine seedeaters,Owls | Passerine seedeaters,Supported negative,0,60,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Owls,Plovers,Owls | Plovers,Supported negative,0,30,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Owls,Rails,Owls | Rails,Supported negative,0,25,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Owls,Reedlings,Owls | Reedlings,Supported negative,0,5,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Owls,Scolopacids,Owls | Scolopacids,Supported negative,1,45,0.022222222222222223,0.024906091785072675,-0.002683869562850452,FALSE,0.021622222222222154,0.022222222222222223,0.022222222222222223,0.022222222222222223,0,0.022222222222222223
foraging_guild,1,1970s,Between group,Owls,Shrikes,Owls | Shrikes,Supported negative,0,10,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Owls,Starlings,Owls | Starlings,Supported negative,0,5,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Owls,Terns,Owls | Terns,Supported negative,0,25,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Owls,Thrushes,Owls | Thrushes,Supported negative,0,20,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Owls,Tit-like birds,Owls | Tit-like birds,Supported negative,0,60,0,0.024906091785072675,-0.024906091785072675,FALSE,0.0019333333333333314,0,0,0.016666666666666666,0,0.016666666666666666
foraging_guild,1,1970s,Between group,Owls,Wading birds,Owls | Wading birds,Supported negative,0,10,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Owls,Woodpeckers,Owls | Woodpeckers,Supported negative,0,25,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Within group,Passerine seedeaters,Passerine seedeaters,Passerine seedeaters,Supported negative,0,66,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Passerine seedeaters,Plovers,Passerine seedeaters | Plovers,Supported negative,5,72,0.06944444444444445,0.024906091785072675,0.04453835265937177,FALSE,0.06391666666666612,0.06944444444444445,0.05555555555555555,0.06944444444444445,0.041666666666666664,0.06944444444444445
foraging_guild,1,1970s,Between group,Passerine seedeaters,Rails,Passerine seedeaters | Rails,Supported negative,1,60,0.016666666666666666,0.024906091785072675,-0.008239425118406009,FALSE,0.016616666666667005,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666
foraging_guild,1,1970s,Between group,Passerine seedeaters,Reedlings,Passerine seedeaters | Reedlings,Supported negative,0,12,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Passerine seedeaters,Scolopacids,Passerine seedeaters | Scolopacids,Supported negative,8,108,0.07407407407407407,0.024906091785072675,0.04916798228900139,FALSE,0.07413888888888981,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407
foraging_guild,1,1970s,Between group,Passerine seedeaters,Shrikes,Passerine seedeaters | Shrikes,Supported negative,0,24,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Passerine seedeaters,Starlings,Passerine seedeaters | Starlings,Supported negative,0,12,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Passerine seedeaters,Terns,Passerine seedeaters | Terns,Supported negative,3,60,0.05,0.024906091785072675,0.025093908214927328,FALSE,0.04868333333333273,0.05,0.05,0.05,0.03333333333333333,0.05
foraging_guild,1,1970s,Between group,Passerine seedeaters,Thrushes,Passerine seedeaters | Thrushes,Supported negative,0,48,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Passerine seedeaters,Tit-like birds,Passerine seedeaters | Tit-like birds,Supported negative,3,144,0.020833333333333332,0.024906091785072675,-0.004072758451739343,FALSE,0.019909722222222228,0.020833333333333332,0.013888888888888888,0.020833333333333332,0.013888888888888888,0.020833333333333332
foraging_guild,1,1970s,Between group,Passerine seedeaters,Wading birds,Passerine seedeaters | Wading birds,Supported negative,2,24,0.08333333333333333,0.024906091785072675,0.05842724154826065,FALSE,0.06725000000000021,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333
foraging_guild,1,1970s,Between group,Passerine seedeaters,Woodpeckers,Passerine seedeaters | Woodpeckers,Supported negative,0,60,0,0.024906091785072675,-0.024906091785072675,FALSE,8.333333333333333e-5,0,0,0,0,0
foraging_guild,1,1970s,Within group,Plovers,Plovers,Plovers,Supported negative,0,15,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Plovers,Rails,Plovers | Rails,Supported negative,0,30,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Plovers,Reedlings,Plovers | Reedlings,Supported negative,0,6,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Plovers,Scolopacids,Plovers | Scolopacids,Supported negative,1,54,0.018518518518518517,0.024906091785072675,-0.006387573266554158,FALSE,0.01851851851851875,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517
foraging_guild,1,1970s,Between group,Plovers,Shrikes,Plovers | Shrikes,Supported negative,0,12,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Plovers,Starlings,Plovers | Starlings,Supported negative,0,6,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
