grouping_type,atlas,period,group_pair_type,group_1,group_2,group_pair,support_class,n_class_pairs,n_group_pairs,observed_prop,atlas_prop,observed_minus_atlas_prop,unstable_small_pair_count,bootstrap_mean,bootstrap_median,bootstrap_lower_80,bootstrap_upper_80,bootstrap_lower_95,bootstrap_upper_95
foraging_guild,1,1970s,Between group,Aerial insectivores,Reedlings,Aerial insectivores | Reedlings,Supported negative,0,4,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Aerial insectivores,Scolopacids,Aerial insectivores | Scolopacids,Supported negative,0,36,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Aerial insectivores,Shrikes,Aerial insectivores | Shrikes,Supported negative,0,8,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Aerial insectivores,Starlings,Aerial insectivores | Starlings,Supported negative,0,4,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Aerial insectivores,Terns,Aerial insectivores | Terns,Supported negative,1,20,0.05,0.024906091785072675,0.025093908214927328,FALSE,0.035550000000000116,0.05,0,0.05,0,0.05
foraging_guild,1,1970s,Between group,Aerial insectivores,Thrushes,Aerial insectivores | Thrushes,Supported negative,0,16,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Aerial insectivores,Tit-like birds,Aerial insectivores | Tit-like birds,Supported negative,0,48,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Aerial insectivores,Wading birds,Aerial insectivores | Wading birds,Supported negative,1,8,0.125,0.024906091785072675,0.10009390821492732,TRUE,0.125,0.125,0.125,0.125,0.125,0.125
foraging_guild,1,1970s,Between group,Aerial insectivores,Woodpeckers,Aerial insectivores | Woodpeckers,Supported negative,0,20,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Within group,Aquatic pursuers,Aquatic pursuers,Aquatic pursuers,Supported negative,0,15,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Aquatic pursuers,Buntings,Aquatic pursuers | Buntings,Supported negative,2,18,0.1111111111111111,0.024906091785072675,0.08620501932603843,FALSE,0.11483333333333517,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.16666666666666666
foraging_guild,1,1970s,Between group,Aquatic pursuers,Columbids,Aquatic pursuers | Columbids,Supported negative,2,24,0.08333333333333333,0.024906091785072675,0.05842724154826065,FALSE,0.08383333333333293,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
foraging_guild,1,1970s,Between group,Aquatic pursuers,Cuckoos,Aquatic pursuers | Cuckoos,Supported negative,0,6,0,0.024906091785072675,-0.024906091785072675,TRUE,0,0,0,0,0,0
foraging_guild,1,1970s,Between group,Aquatic pursuers,Dabbling ducks,Aquatic pursuers | Dabbling ducks,Supported negative,0,42,0,0.024906091785072675,-0.024906091785072675,FALSE,0,0,0,0,0,0
