atlas,period,guild_pair_type,guild_1,guild_2,guild_pair,n_pairs,unstable_small_pair_count,metric,observed_value,expected_null_mean,expected_null_sd,null_lower_95,null_upper_95,empirical_p_upper,empirical_p_lower,observed_minus_expected,permutation_z,empirical_p_two_sided,fdr_p,fdr_0_05
1,1970s,Between guild,Aerial insectivores,Flycatchers,Aerial insectivores | Flycatchers,12,FALSE,mean_omega,0.7605316310946559,0.3705704305543055,0.11573133022554086,0.13593450753539757,0.5911144569394152,0.001,1,0.38996120054035044,3.3695387392539407,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Aerial insectivores,Omnivorous corvids,Aerial insectivores | Omnivorous corvids,28,FALSE,mean_omega,0.6664780184656818,0.36347902432282,0.08318074337947948,0.19887345853049304,0.5165580580350868,0.001,1,0.3029989941428618,3.6426579257719287,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Aerial insectivores,Starlings,Aerial insectivores | Starlings,4,TRUE,mean_omega,0.8599727040608778,0.35415042165131155,0.19288006734165203,-0.05218031919805926,0.6893915599033953,0.001,1,0.5058222824095662,2.622470478059269,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Aquatic pursuers,Dabbling ducks,Aquatic pursuers | Dabbling ducks,42,FALSE,mean_omega,0.6366041133298763,0.364992974610739,0.07313516385633384,0.22373231324799492,0.5063163404428436,0.001,1,0.27161113871913733,3.7138241633352758,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Aquatic pursuers,Grazing waterfowl,Aquatic pursuers | Grazing waterfowl,12,FALSE,mean_omega,0.7376729818999515,0.36570282140862176,0.11437469369066397,0.12277916405466249,0.5834121442605794,0.001,1,0.3719701604913297,3.252206834296356,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Aquatic pursuers,Passerine seedeaters,Aquatic pursuers | Passerine seedeaters,72,FALSE,mean_omega,0.08946950238442641,0.365131788087421,0.0596570211901928,0.24605957160254627,0.48019684546568087,1,0.001,-0.2756622857029946,-4.620785285677515,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Columbids,Gulls,Columbids | Gulls,20,FALSE,mean_omega,-0.016410403023023185,0.3646346121197429,0.09122161227802075,0.1879933026011318,0.5364256539523782,1,0.001,-0.3810450151427661,-4.177135282167956,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Dabbling ducks,Foliage gleaners,Dabbling ducks | Foliage gleaners,63,FALSE,mean_omega,0.11209748679630248,0.3671972288988239,0.0644668642812622,0.2316294602006583,0.49393023097944744,1,0.001,-0.2550997421025214,-3.957067633839732,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Dabbling ducks,Marsh warblers,Dabbling ducks | Marsh warblers,42,FALSE,mean_omega,0.6705700166697679,0.3684256913981034,0.07100260131129744,0.2282166345987763,0.5115329014397433,0.001,1,0.3021443252716645,4.2553979669979975,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Dabbling ducks,Rails,Dabbling ducks | Rails,35,FALSE,mean_omega,0.7773735347537207,0.3633203162956443,0.07812639774925932,0.20697598773820947,0.5098386177463338,0.001,1,0.4140532184580764,5.299786376775599,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Dabbling ducks,Tit-like birds,Dabbling ducks | Tit-like birds,84,FALSE,mean_omega,0.13559146833154864,0.3665333957452679,0.05967114203018269,0.24914634989678058,0.4813782180507235,1,0.001,-0.23094192741371924,-3.8702448043797255,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Dabbling ducks,Woodpeckers,Dabbling ducks | Woodpeckers,35,FALSE,mean_omega,0.020278089008112173,0.3663323415132975,0.07861269017463685,0.21394953050858428,0.5343036883646438,1,0.001,-0.34605425250518534,-4.402015142039171,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Diurnal raptors,Gulls,Diurnal raptors | Gulls,35,FALSE,mean_omega,0.005557962131083184,0.3614727963397152,0.07519409726941348,0.21266337871285437,0.511360212749683,1,0.001,-0.355914834208632,-4.733281562426664,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Diurnal raptors,Plovers,Diurnal raptors | Plovers,42,FALSE,mean_omega,0.09733550222632883,0.36839705196772055,0.07213917895476962,0.22882422681511597,0.5144735894411173,1,0.001,-0.27106154974139174,-3.757480382627365,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Diving ducks,Tit-like birds,Diving ducks | Tit-like birds,36,FALSE,mean_omega,0.06752436654636546,0.362444447805973,0.0810866947016778,0.19631113288434074,0.519135795043681,1,0.001,-0.29492008125960756,-3.6370958557952573,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Diving ducks,Woodpeckers,Diving ducks | Woodpeckers,15,FALSE,mean_omega,-0.024017511390687224,0.3639083195378136,0.10267176678800762,0.15827062237575273,0.5578751825212992,1,0.001,-0.38792583092850086,-3.778310659925371,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Flycatchers,Foliage gleaners,Flycatchers | Foliage gleaners,27,FALSE,mean_omega,0.7200835505546193,0.3619098359069374,0.08888029648502123,0.1930807850450439,0.5365861989119106,0.001,1,0.35817371464768183,4.02984383280094,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Flycatchers,Low flycatching feeders,Flycatchers | Low flycatching feeders,27,FALSE,mean_omega,0.6789964306624096,0.3644704037066831,0.09118681891858796,0.1866588888610529,0.5428222088817216,0.001,1,0.31452602695572646,3.449248813433626,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Flycatchers,Passerine seedeaters,Flycatchers | Passerine seedeaters,36,FALSE,mean_omega,0.644407370307794,0.36074533010373305,0.0835126437436797,0.18990914216759322,0.5245170157277853,0.001,1,0.283662040204061,3.3966358564181935,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Flycatchers,Tit-like birds,Flycatchers | Tit-like birds,36,FALSE,mean_omega,0.6309393934240013,0.3625924227777965,0.0850557222919304,0.18556758358959263,0.5262706051473178,0.001,1,0.2683469706462048,3.1549549332516102,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Foliage gleaners,Gulls,Foliage gleaners | Gulls,45,FALSE,mean_omega,-0.07642682691092173,0.363138198328068,0.06884686331890838,0.23258501192648875,0.496083704877822,1,0.001,-0.4395650252389897,-6.3846775880385795,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Foliage gleaners,Low flycatching feeders,Foliage gleaners | Low flycatching feeders,81,FALSE,mean_omega,0.673913201696391,0.367173412001675,0.05758254590014651,0.2494873111436,0.48338604096172044,0.001,1,0.306739789694716,5.326957759502876,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Foliage gleaners,Passerine seedeaters,Foliage gleaners | Passerine seedeaters,108,FALSE,mean_omega,0.6329432739089075,0.36734844182776893,0.05103720306469511,0.26394785460498416,0.4671175653633839,0.001,1,0.26559483208113854,5.2039456735994865,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Foliage gleaners,Plovers,Foliage gleaners | Plovers,54,FALSE,mean_omega,0.1381252001733772,0.3661848997180418,0.0663851884260134,0.23516859603825485,0.49191591706593396,1,0.001,-0.2280596995446646,-3.4354003498662684,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Foliage gleaners,Scolopacids,Foliage gleaners | Scolopacids,81,FALSE,mean_omega,0.17529628108473413,0.36475267893221447,0.0560517512076411,0.24404475027343137,0.4758214125022909,1,0.001,-0.18945639784748033,-3.380026382149024,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Foliage gleaners,Terns,Foliage gleaners | Terns,45,FALSE,mean_omega,0.0208741890220358,0.3632587127486107,0.06806323680104495,0.22707728869992086,0.49735530727290833,1,0.001,-0.3423845237265749,-5.0303885007319895,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Foliage gleaners,Tit-like birds,Foliage gleaners | Tit-like birds,108,FALSE,mean_omega,0.6086177233017711,0.36536044050910094,0.05015215810341464,0.2745306834994366,0.46507316362548845,0.001,1,0.24325728279267017,4.850385147755144,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Grazing waterfowl,Marsh warblers,Grazing waterfowl | Marsh warblers,12,FALSE,mean_omega,0.7523805835497263,0.37474639645939195,0.11941895954195267,0.13282373649844753,0.6091418519993032,0.001,1,0.3776341870903343,3.1622632498122623,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Grazing waterfowl,Nigthjars,Grazing waterfowl | Nigthjars,2,TRUE,mean_omega,-0.3291278099578604,0.3735488693560784,0.24863031260438023,-0.12253564178747571,0.8319762701366729,1,0.001,-0.7026766793139387,-2.8261907084195146,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Gulls,Kingfishers,Gulls | Kingfishers,5,TRUE,mean_omega,-0.193404148774314,0.3618156098730414,0.17070007683507463,0.011831893850769432,0.6597753753644967,1,0.001,-0.5552197586473554,-3.252604034758533,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Gulls,Passerine seedeaters,Gulls | Passerine seedeaters,60,FALSE,mean_omega,0.01525496651942275,0.36280476964482616,0.0663500416074774,0.23654871300491995,0.4967486507904226,1,0.001,-0.3475498031254034,-5.2381248708401085,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Gulls,Terns,Gulls | Terns,25,FALSE,mean_omega,0.6780027979821004,0.36064580290534864,0.08778761607196439,0.18335488997910318,0.5298879375322062,0.001,1,0.31735699507675175,3.6150542556776637,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Gulls,Thrushes,Gulls | Thrushes,20,FALSE,mean_omega,-0.057052999557087675,0.36993501478376445,0.08899516885422769,0.18471100669078622,0.538708964715602,1,0.001,-0.4269880143408521,-4.797878579681667,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Gulls,Tit-like birds,Gulls | Tit-like birds,60,FALSE,mean_omega,-0.045842791082942695,0.3639932374371461,0.06342050827456816,0.23918126310796348,0.4852691428243627,1,0.001,-0.4098360285200888,-6.46220031453823,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Gulls,Woodpeckers,Gulls | Woodpeckers,25,FALSE,mean_omega,-0.12048446851728419,0.3616295529113498,0.08361870945564982,0.19132769085933649,0.5232486701383721,1,0.001,-0.48211402142863397,-5.765623800787554,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Kingfishers,Plovers,Kingfishers | Plovers,6,TRUE,mean_omega,-0.1821788714802184,0.36955392341328935,0.15934427182630514,0.04060787596639289,0.6425099138850884,1,0.001,-0.5517327948935078,-3.4625204192776367,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Kingfishers,Terns,Kingfishers | Terns,5,TRUE,mean_omega,-0.17557678383104774,0.36217666651396685,0.16870296580445954,0.011185620361703806,0.6462033654175379,1,0.001,-0.5377534503450145,-3.187575557908772,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Low flycatching feeders,Passerine seedeaters,Low flycatching feeders | Passerine seedeaters,108,FALSE,mean_omega,0.5623482112719986,0.3659443765964553,0.05211883246264089,0.26625458337749247,0.46757275243420515,0.001,1,0.19640383467554334,3.768385157444324,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Low flycatching feeders,Terns,Low flycatching feeders | Terns,45,FALSE,mean_omega,0.15586152889886118,0.36316394982074673,0.0702506977227504,0.2226878479760542,0.5020202626955198,1,0.001,-0.20730242092188556,-2.9508948329598086,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Marsh warblers,Rails,Marsh warblers | Rails,30,FALSE,mean_omega,0.7991553174540307,0.3636516245498675,0.0812761536577736,0.20421082765079235,0.5193066686000751,0.001,1,0.4355036929041632,5.358320655009364,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Marsh warblers,Reedlings,Marsh warblers | Reedlings,6,TRUE,mean_omega,0.7843009642961098,0.3684976562690583,0.16439973489389884,0.023013834170338598,0.6703900789898782,0.001,1,0.41580330802705157,2.5292212806511207,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Omnivorous corvids,Scolopacids,Omnivorous corvids | Scolopacids,63,FALSE,mean_omega,0.1507030057625679,0.3648019911620606,0.0609666859358603,0.24214204158743147,0.48793109368355836,1,0.001,-0.21409898539949268,-3.511737305595624,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Passerine seedeaters,Scolopacids,Passerine seedeaters | Scolopacids,108,FALSE,mean_omega,0.19454278118560128,0.3662046465428414,0.05074316897802118,0.27050721520113485,0.4669089634374139,1,0.001,-0.17166186535724012,-3.382955160557542,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Passerine seedeaters,Terns,Passerine seedeaters | Terns,60,FALSE,mean_omega,0.07031379361409276,0.3627613659200683,0.06570690392127657,0.2251491169303061,0.4849426652659448,1,0.001,-0.2924475723059755,-4.450789108194124,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Passerine seedeaters,Thrushes,Passerine seedeaters | Thrushes,48,FALSE,mean_omega,0.6205917325660135,0.3674228226391025,0.06933030231548692,0.22881435212314571,0.4957469622986039,0.001,1,0.25316890992691105,3.651634299456364,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Plovers,Terns,Plovers | Terns,30,FALSE,mean_omega,0.6470845759669346,0.35970251919254737,0.08239836937469622,0.20147752444051284,0.5179309615070923,0.001,1,0.2873820567743872,3.4877153389717397,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Plovers,Tit-like birds,Plovers | Tit-like birds,72,FALSE,mean_omega,0.08391864921787917,0.3652095514321801,0.059432638226485056,0.24799538250849992,0.4794577475982408,1,0.001,-0.2812909022143009,-4.732936490928798,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Plovers,Woodpeckers,Plovers | Woodpeckers,30,FALSE,mean_omega,-0.003884291322749033,0.3654946473121018,0.08477888930197486,0.19356751135836983,0.5238584649151775,1,0.001,-0.36937893863485083,-4.3569683641307915,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Scolopacids,Tit-like birds,Scolopacids | Tit-like birds,108,FALSE,mean_omega,0.10033872655092263,0.3651303308448041,0.05089415555558419,0.26544146666273905,0.46223926999266474,1,0.001,-0.2647916042938815,-5.202790013967097,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Scolopacids,Woodpeckers,Scolopacids | Woodpeckers,45,FALSE,mean_omega,0.013223261735614032,0.3630001003137926,0.06986426170964705,0.22374599159871283,0.49610273218253015,1,0.001,-0.34977683857817854,-5.006520215326063,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Terns,Tit-like birds,Terns | Tit-like birds,60,FALSE,mean_omega,0.003520439355035045,0.36198824847784117,0.06521437684024976,0.23134921232422678,0.48491956785195317,1,0.001,-0.3584678091228061,-5.496760476618751,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Terns,Woodpeckers,Terns | Woodpeckers,25,FALSE,mean_omega,-0.08969194889495213,0.35732713656123855,0.08451741804343597,0.1853774292021031,0.5212101629377603,1,0.001,-0.4470190854561907,-5.289076450802774,0.002,0.030678260869565217,TRUE
1,1970s,Within guild,Dabbling ducks,Dabbling ducks,Dabbling ducks,21,FALSE,mean_omega,0.839400625952899,0.3718550130089098,0.10625086489289529,0.17317487576332152,0.5924823612937324,0.001,1,0.4675456129439892,4.4003934783523135,0.002,0.030678260869565217,TRUE
1,1970s,Within guild,Foliage gleaners,Foliage gleaners,Foliage gleaners,36,FALSE,mean_omega,0.7602463039698403,0.36303669193957067,0.08482053610193026,0.2124579367257764,0.5361300426007874,0.001,1,0.3972096120302696,4.6829415408661905,0.002,0.030678260869565217,TRUE
1,1970s,Within guild,Marsh warblers,Marsh warblers,Marsh warblers,15,FALSE,mean_omega,0.8441368025654694,0.36892386990406506,0.11137154090490461,0.17671592552696505,0.5903472523895607,0.001,1,0.47521293266140435,4.2669153070906,0.002,0.030678260869565217,TRUE
1,1970s,Between guild,Aerial insectivores,Foliage gleaners,Aerial insectivores | Foliage gleaners,36,FALSE,mean_omega,0.5837809323837712,0.3625632662132085,0.07612157224621884,0.2192106430922767,0.5171598324948269,0.002,0.999,0.22121766617056265,2.9061100505783513,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Aerial insectivores,Passerine seedeaters,Aerial insectivores | Passerine seedeaters,48,FALSE,mean_omega,0.5712335807232669,0.3655127309446975,0.07245320485989078,0.22809260253905936,0.5008524500267055,0.002,0.999,0.20572084977856941,2.839361629018208,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Aquatic pursuers,Columbids,Aquatic pursuers | Columbids,24,FALSE,mean_omega,0.09055396590703231,0.36887799828714896,0.08768354444345286,0.19822058086756103,0.5439179452103609,0.999,0.002,-0.27832403238011666,-3.1741877469336095,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Aquatic pursuers,Foliage gleaners,Aquatic pursuers | Foliage gleaners,54,FALSE,mean_omega,0.12621512201272916,0.3675143234884853,0.0654673748963107,0.2472864657631842,0.49924292240512486,0.999,0.002,-0.24129920147575612,-3.6857931428888575,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Aquatic pursuers,Nigthjars,Aquatic pursuers | Nigthjars,6,TRUE,mean_omega,-0.18585057984885123,0.37261931584498265,0.1575514122059866,0.05066060250224005,0.6605953970329703,0.999,0.002,-0.5584698956938339,-3.5446835282166598,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Aquatic pursuers,Rails,Aquatic pursuers | Rails,30,FALSE,mean_omega,0.6127211560190846,0.36306063249720133,0.08118933278892604,0.20177528887594523,0.5221120410957096,0.002,0.999,0.24966052352188328,3.0750409560692455,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Aquatic pursuers,Thrushes,Aquatic pursuers | Thrushes,24,FALSE,mean_omega,0.01700577165838007,0.36604522060676176,0.08602638139374565,0.19060236293970084,0.5376486228605621,0.999,0.002,-0.3490394489483817,-4.057353608200912,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Aquatic pursuers,Tit-like birds,Aquatic pursuers | Tit-like birds,72,FALSE,mean_omega,0.1602503358201489,0.3661124730263259,0.06125678461128076,0.24694165399558696,0.48571055452911344,0.999,0.002,-0.205862137206177,-3.3606422294693283,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Aquatic pursuers,Woodpeckers,Aquatic pursuers | Woodpeckers,30,FALSE,mean_omega,0.06203707224714325,0.3626749607598053,0.08032411143348461,0.20224695339537782,0.5298282083350935,0.999,0.002,-0.30063788851266204,-3.7428100124284165,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Cuckoos,Marsh warblers,Cuckoos | Marsh warblers,6,TRUE,mean_omega,0.7652301611460562,0.354259867332637,0.1639869074037934,0.0036364326590590523,0.634855004411102,0.002,0.999,0.41097029381341926,2.5061164962484836,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Dabbling ducks,Diving ducks,Dabbling ducks | Diving ducks,21,FALSE,mean_omega,0.6684310116866511,0.365004761113367,0.0923727413348924,0.18053380933561658,0.5352410832495813,0.002,0.999,0.3034262505732841,3.284802921169445,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Dabbling ducks,Grazing waterfowl,Dabbling ducks | Grazing waterfowl,14,FALSE,mean_omega,0.724126790252164,0.36611488129951447,0.11772595030520491,0.11880022348264023,0.5895547954628807,0.002,0.999,0.3580119089526495,3.0410619580857277,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Dabbling ducks,Passerine seedeaters,Dabbling ducks | Passerine seedeaters,84,FALSE,mean_omega,0.1656643247523068,0.36653488021738373,0.053539414876187505,0.2631494148797184,0.472695276232781,0.999,0.002,-0.20087055546507693,-3.7518257517307547,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Dabbling ducks,Reedlings,Dabbling ducks | Reedlings,7,TRUE,mean_omega,0.786326233433874,0.37210979951648054,0.15772016544952533,0.039269355115587656,0.6439150758133253,0.002,0.999,0.41421643391739343,2.626274406553002,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Dabbling ducks,Scolopacids,Dabbling ducks | Scolopacids,63,FALSE,mean_omega,0.5741007925193755,0.3658772394871078,0.06289099502781606,0.23787605022860017,0.4872715700885928,0.002,0.999,0.2082235530322677,3.310864344572263,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Dabbling ducks,Terns,Dabbling ducks | Terns,35,FALSE,mean_omega,0.6651070141811348,0.36453124421855554,0.07940657332629976,0.2163109915509295,0.523810670230581,0.002,0.999,0.3005757699625793,3.785275668897646,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Diurnal raptors,Scolopacids,Diurnal raptors | Scolopacids,63,FALSE,mean_omega,0.1631794543066938,0.36606224785227753,0.06323470871122541,0.2448774786459229,0.4926842911023038,0.999,0.002,-0.20288279354558372,-3.208408762853493,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Diurnal raptors,Terns,Diurnal raptors | Terns,35,FALSE,mean_omega,0.06457421754516801,0.361329682550395,0.07890037355436516,0.1948349574046739,0.5089583350814126,0.999,0.002,-0.296755465005227,-3.761141445049711,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Diving ducks,Foliage gleaners,Diving ducks | Foliage gleaners,27,FALSE,mean_omega,0.06551073894738803,0.36286223671740736,0.08441895238175834,0.18831423806325748,0.5239995012932472,0.999,0.002,-0.29735149777001935,-3.5223310569567374,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Foliage gleaners,Shrikes,Foliage gleaners | Shrikes,18,FALSE,mean_omega,0.6798985803929715,0.36701350497533786,0.10587786797885379,0.13242247177069832,0.5580304998904789,0.002,0.999,0.3128850754176336,2.9551508864923863,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Foliage gleaners,Thrushes,Foliage gleaners | Thrushes,36,FALSE,mean_omega,0.6622535097535549,0.3657370197825575,0.07672537489716068,0.2217423902052448,0.5144425403027262,0.002,0.999,0.2965164899709974,3.8646470006622327,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Grazing waterfowl,Rails,Grazing waterfowl | Rails,10,FALSE,mean_omega,0.7190949951368542,0.3598181191650658,0.12733123368735472,0.09122656233879853,0.5918929313517979,0.002,0.999,0.35927687597178837,2.8215926726504983,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Gulls,Low flycatching feeders,Gulls | Low flycatching feeders,45,FALSE,mean_omega,0.07879250316510185,0.36138400217739663,0.07088317615330472,0.22204212491876812,0.4943781359164973,0.999,0.002,-0.2825914990122948,-3.986721734944714,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Gulls,Plovers,Gulls | Plovers,30,FALSE,mean_omega,0.6411307432708001,0.3642075629453807,0.08069836445155175,0.21573410436697996,0.5207199742317614,0.002,0.999,0.2769231803254194,3.431583554480508,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Low flycatching feeders,Thrushes,Low flycatching feeders | Thrushes,36,FALSE,mean_omega,0.5759579952467102,0.3665157585840756,0.07694458739081711,0.20491083558242107,0.5143298715781633,0.002,0.999,0.20944223666263462,2.721987910583433,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Nigthjars,Terns,Nigthjars | Terns,5,TRUE,mean_omega,-0.1553795787703199,0.36731876296229454,0.16914321511408456,0.012001053121006564,0.658521315038493,0.999,0.002,-0.5226983417326144,-3.090270818016923,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Omnivorous corvids,Starlings,Omnivorous corvids | Starlings,7,TRUE,mean_omega,0.7428005737626407,0.36384494358505254,0.1514037220589078,0.04993789974423641,0.6253824540820184,0.002,0.999,0.3789556301775882,2.5029479131969095,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Passerine seedeaters,Tit-like birds,Passerine seedeaters | Tit-like birds,144,FALSE,mean_omega,0.5109195614911121,0.36434391874171357,0.045038210784909105,0.2725365419152206,0.4512029105321704,0.002,0.999,0.1465756427493985,3.2544730395575883,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Rails,Reedlings,Rails | Reedlings,5,TRUE,mean_omega,0.7951070800039626,0.3588510054647329,0.16767808502931214,-0.0015296883696973831,0.6584664628601258,0.002,0.999,0.43625607453922965,2.601747714753343,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Terns,Thrushes,Terns | Thrushes,20,FALSE,mean_omega,-0.019372125044639043,0.36460490705119325,0.09308547722801186,0.17689734335342452,0.5524844484286385,0.999,0.002,-0.3839770320958323,-4.124993968235074,0.004,0.04055172413793103,TRUE
1,1970s,Between guild,Aerial insectivores,Low flycatching feeders,Aerial insectivores | Low flycatching feeders,36,FALSE,mean_omega,0.5916342146355182,0.3644800735774439,0.0783528347165308,0.20907653956664796,0.5126815938758235,0.003,0.998,0.22715414105807435,2.8991183520020063,0.006,0.05345454545454545,FALSE
1,1970s,Between guild,Aquatic pursuers,Marsh warblers,Aquatic pursuers | Marsh warblers,36,FALSE,mean_omega,0.6022734612627555,0.3658071945967701,0.07847031732882567,0.208492320602686,0.5140867119576746,0.003,0.998,0.23646626666598541,3.0134485843237533,0.006,0.05345454545454545,FALSE
1,1970s,Between guild,Columbids,Terns,Columbids | Terns,20,FALSE,mean_omega,0.010782635120454603,0.35935848805329434,0.09365747450998786,0.18251315001453808,0.5329735160920573,0.998,0.003,-0.34857585293283977,-3.7218156346471503,0.006,0.05345454545454545,FALSE
1,1970s,Between guild,Cuckoos,Flycatchers,Cuckoos | Flycatchers,3,TRUE,mean_omega,0.8312293327826753,0.36300163855402495,0.20811865622093254,-0.05813943275120979,0.736897975481286,0.003,0.998,0.46822769422865035,2.24981125061462,0.006,0.05345454545454545,FALSE
1,1970s,Between guild,Dabbling ducks,Gulls,Dabbling ducks | Gulls,35,FALSE,mean_omega,0.6177819480393741,0.36596559658044864,0.08005224255025513,0.2060558668545937,0.5238470053694918,0.003,0.998,0.2518163514589255,3.145650183389184,0.006,0.05345454545454545,FALSE
1,1970s,Between guild,Dabbling ducks,Plovers,Dabbling ducks | Plovers,42,FALSE,mean_omega,0.6126345664572802,0.367751645805821,0.07619445386260552,0.21923191442491774,0.5209929589969479,0.003,0.998,0.24488292065145922,3.2139205445718417,0.006,0.05345454545454545,FALSE
1,1970s,Between guild,Dabbling ducks,Thrushes,Dabbling ducks | Thrushes,28,FALSE,mean_omega,0.11933368097138256,0.3680032283606711,0.0863161650520581,0.18597882322175258,0.526901046029287,0.998,0.003,-0.24866954738928856,-2.8809151476935244,0.006,0.05345454545454545,FALSE
1,1970s,Between guild,Grazing waterfowl,Passerine seedeaters,Grazing waterfowl | Passerine seedeaters,24,FALSE,mean_omega,0.08451094793877065,0.36851793993063897,0.10149150534055895,0.16586248172104898,0.5601973893149201,0.998,0.003,-0.2840069919918683,-2.798332639159022,0.006,0.05345454545454545,FALSE
1,1970s,Between guild,Gulls,Nigthjars,Gulls | Nigthjars,5,TRUE,mean_omega,-0.1316694760636415,0.36429021161987385,0.1740864965712431,0.008471210213370169,0.6785627737781701,0.998,0.003,-0.49595968768351534,-2.8489268119687217,0.006,0.05345454545454545,FALSE
1,1970s,Within guild,Rails,Rails,Rails,10,FALSE,mean_omega,0.7867831874228499,0.35998492913868724,0.12676880252771927,0.12350582308368348,0.6343595481833648,0.003,0.998,0.4267982582841627,3.3667452068172605,0.006,0.05345454545454545,FALSE
1,1970s,Between guild,Buntings,Gulls,Buntings | Gulls,15,FALSE,mean_omega,0.0616553277671384,0.36725082163602774,0.10456580363264449,0.14962324141733174,0.5505765864447925,0.997,0.004,-0.30559549386888935,-2.922518483599979,0.008,0.06272,FALSE
1,1970s,Between guild,Cuckoos,Rails,Cuckoos | Rails,5,TRUE,mean_omega,0.7617022547012603,0.35768777006748614,0.1699176654686552,0.006325132019636149,0.6546484925753794,0.004,0.997,0.40401448463377415,2.3777073650314655,0.008,0.06272,FALSE
