"hotspot_group","n_cells","mean_forest_percent","median_forest_percent","pct_cells_forest_ge_25","pct_cells_forest_ge_50","pct_cells_forest_dominant"
"Other Atlas 3 cells",1713,12.1130892232236,5.17387526214163,17.6298890834793,4.55341506129597,9.10683012259194
"Top-decile rarity hotspots",191,19.4541632362205,12.6500541915977,30.3664921465969,10.9947643979058,19.8952879581152
