"survey","site","rarity_score","rarity_percentile","rarity_rank","is_top_decile","tmean_year","tmean_winter","tmean_breeding","prec_year","prec_winter","prec_breeding","hh","unique","perc_urban","perc_cropland","perc_pasture","perc_forest","perc_grass_shrub","perc_fresh_saltwater","hotspot_group","dominant_landcover"
"DF38_3","DF38",0.298756161610013,0.984760903836048,30,TRUE,9.67867116393204,2.08688987467162,9.70603986945573,533.602247355893,144.001294785344,197.020032201649,0.687175604339714,6,0,0.234341528887163,0.0168478833800951,0.194540845631847,0.0168963357483293,0.537373406352566,"Top-decile rarity hotspots","Fresh/saltwater"
"DH98_3","DH98",0.296210971807543,0.984235417761429,31,TRUE,10.0263208946254,2.70170531958205,9.88439282821589,508.637166988057,128.13764583536,189.861706242926,0.566409499930707,3,0,0.215366156192077,0,0,0,0.784633843807922,"Top-decile rarity hotspots","Fresh/saltwater"
"GF17_3","GF17",0.294335839724043,0.98370993168681,32,TRUE,9.41631627186725,1.54842046421362,9.50647534552798,512.710614034414,124.993616719165,193.462719278023,0.623637553296231,5,0.522466963083906,0.0932195979415035,0.00683049068457,0.295647593876155,0.0791526755265636,0.00268267888730185,"Top-decile rarity hotspots","Urban"
"BE07_3","BE07",0.281846991524758,0.983184445612191,33,TRUE,9.88815394535459,3.05101086681334,9.55189398533074,613.953553702786,164.702216463949,201.714413408433,0.413399135688856,6,0.00878743269171646,0.735797651021782,0.198307758047456,0.00232366346979189,0,0.0547834947692536,"Top-decile rarity hotspots","Cropland"
"EG94_3","EG94",0.275740459805258,0.982658959537572,34,TRUE,9.91598163725176,2.67845607594832,9.74343137991916,480.084663913794,118.964245330658,180.13452303842,0.260763834007464,4,0.00662877738907846,0.853930164343694,0.058024475066724,0,0,0.0814165832005032,"Top-decile rarity hotspots","Cropland"
"HA03_3","HA03",0.274531605623963,0.982133473462953,35,TRUE,9.62149854659609,2.62331463647486,9.12385232782914,468.535396659246,113.519649612734,157.166436765647,0.603254786403266,5,0.106913933641976,0,0.0485504369762671,0.243174078079797,0,0.60136155130196,"Top-decile rarity hotspots","Fresh/saltwater"
"FE30_3","FE30",0.274091890701601,0.981607987388334,36,TRUE,9.69908757797893,2.31809116865261,9.63814212653771,440.512588362681,102.775568787931,166.070398981886,0.759710592135317,6,0.129080765706828,0.0437623728687431,0.0574627613712673,0.328923338893921,0,0.44077076115924,"Top-decile rarity hotspots","Fresh/saltwater"
"EF09_3","EF09",0.27357969062394,0.981082501313715,37,TRUE,9.76347597567565,2.40258097131929,9.69819308141269,446.085390072601,111.93732046222,172.248577521483,0.458273164279501,6,0.0243546667532184,0.0138831807626115,0.0209799011518509,0.0663144690569026,0.0629397034553428,0.811528078820074,"Top-decile rarity hotspots","Fresh/saltwater"
"DF37_3","DF37",0.266022341522274,0.980557015239096,38,TRUE,9.71534343603752,2.1770901789829,9.72470653798038,515.026968535198,137.519510572334,191.575875691918,0.621582190478804,5,0.212275940735162,0.0404568253934109,0,0.0273219607864454,0,0.719945273084982,"Top-decile rarity hotspots","Fresh/saltwater"
"GE12_3","GE12",0.262244872257618,0.980031529164477,39,TRUE,9.20991341275513,1.20907760763658,9.37430293732115,528.4837646274,126.095172006586,201.350299254039,0.155371749084334,3,0.016515808171997,0,0,0.916438988537613,0,0.0670452032903906,"Top-decile rarity hotspots","Forest"
"AF98_3","AF98",0.26089819163839,0.979506043089858,40,TRUE,10.0593593271174,3.36208594606386,9.61680218971684,596.36099920088,154.980735002845,193.483751985964,0.485786425980842,4,0.0556632768568694,0,0.155566006167684,0,0.0104362032552896,0.778334513720157,"Top-decile rarity hotspots","Fresh/saltwater"
"BG28_3","BG28",0.259128080260742,0.978980557015239,41,TRUE,10.1763016032476,3.35149762563671,9.75932856124125,615.686423012264,156.231219246901,205.5023076304,0.69565325165927,5,0.127412393449916,0,0.418990744787928,0.113722709379776,0,0.33987415238238,"Top-decile rarity hotspots","Pasture"
"DB78_3","DB78",0.25580952706665,0.97845507094062,42,TRUE,9.62360236703686,2.59468206827524,9.51078817648743,505.587570867884,141.228861997527,177.838070257011,0.597194419549681,5,0.0243546668219672,0,0.562395325963299,0.129831674010097,0.0222214413844859,0.261196891820151,"Top-decile rarity hotspots","Pasture"
"HA43_3","HA43",0.251043560394937,0.977929584866001,43,TRUE,9.29813332645871,2.3397137619836,8.76682909747952,491.577762601278,119.715593686392,160.633794163596,0.545504413957029,3,0,0.388835965420051,0,0.546975305780777,0.0641887287991725,0,"Top-decile rarity hotspots","Forest"
"BG33_3","BG33",0.251015413736289,0.977404098791382,44,TRUE,10.2250872299594,3.25232472560723,9.85771091422573,614.108590465633,149.738391893016,208.824813609448,0.378665024782017,4,0,0,0.0926843764122939,0,0,0.825160768409539,"Top-decile rarity hotspots","Fresh/saltwater"
"CC87_3","CC87",0.248503284481434,0.976878612716763,45,TRUE,9.67688610264836,2.40748327848803,9.64505978533041,533.235192976865,149.044006442694,195.825060797365,0.60106816735524,4,0.243087607655814,0.556881684777183,0.0338518746839135,0,0.166178832883089,0,"Top-decile rarity hotspots","Cropland"
"EG84_3","EG84",0.24707398231511,0.976353126642144,46,TRUE,9.93496910698887,2.70880353495492,9.76378351275295,477.078828275953,118.025632684061,179.370622004518,0.616997723121332,6,0.0445155903259441,0.185522208380511,0.112082474361953,0.048709337185351,0,0.609170389746242,"Top-decile rarity hotspots","Fresh/saltwater"
"FG93_3","FG93",0.246506186487168,0.975827640567525,47,TRUE,9.78585257953203,2.26292597100051,9.66063311107819,497.762574656409,124.093348407205,184.73512726556,0.614525312072006,7,0.0505791233772458,0.0437321695591445,0.0445940220600238,0.120416117893518,0.0289825545083283,0.71169601260174,"Top-decile rarity hotspots","Fresh/saltwater"
"HA24_3","HA24",0.245200009264028,0.975302154492906,48,TRUE,9.04189573264799,2.07829600699679,8.5200417831321,500.475855028396,122.193713239718,165.36722793106,0.59520194839005,4,0.0670410779167324,0.358234717612694,0,0.518285260103573,0.0564389443670004,0,"Top-decile rarity hotspots","Forest"
"DC40_3","DC40",0.243073810655012,0.974776668418287,49,TRUE,9.6061635423133,2.13666206452408,9.66640915249277,492.014905076887,133.684122009835,187.125367912941,0.586642208186703,6,0.00557344740940445,0.245382982236037,0.580701833362843,0.105625373929961,0.0383616946914295,0.0243546683703247,"Top-decile rarity hotspots","Pasture"
