"survey","site","atlas","period","X","Y","species_richness","rarity_score","rarity_percentile","rarity_rank","is_top_decile"
"FH58_3","FH58","3","2010s",677500.204116663,6092499.58845764,68,0.0962391344933857,0.769311613242249,440,FALSE
"FF83_3","FF83","3","2010s",692500.30664769,6167499.74514312,66,0.0959486623451036,0.76878612716763,441,FALSE
"FF70_3","FF70","3","2010s",687500.293706715,6152499.69653147,83,0.0959382778183047,0.768260641093011,442,FALSE
"EG88_3","EG88","3","2010s",642500.174327082,6142499.75665369,61,0.0959347231515814,0.767735155018392,443,FALSE
"EG05_3","EG05","3","2010s",602500.165646789,6127499.82803415,79,0.0958797010019638,0.767209668943773,444,FALSE
"FG47_3","FG47","3","2010s",672500.274721601,6137499.72261968,77,0.0957149225272135,0.766684182869154,445,FALSE
"BE88_3","BE88","3","2010s",492500.039655571,6242499.71952731,80,0.0956179798137923,0.766158696794535,446,FALSE
"CE53_3","CE53","3","2010s",527500.082575689,6217499.76383975,57,0.0954498947916724,0.765633210719916,447,FALSE
"AE94_3","AE94","3","2010s",447500.151027711,6222499.78450804,57,0.0954238295780417,0.765107724645297,448,FALSE
"BE90_3","BE90","3","2010s",497500.042275844,6202499.74102665,72,0.0953393981581368,0.764582238570678,449,FALSE
"BE25_3","BE25","3","2010s",462500.12816557,6227499.75610152,67,0.095312613634411,0.764056752496059,450,FALSE
"BH69_3","BH69","3","2010s",482500.030380152,6097499.69276854,61,0.0951261432687589,0.76353126642144,451,FALSE
"EH66_3","EH66","3","2010s",632500.265365532,6082499.70896176,54,0.0951153441908083,0.763005780346821,452,FALSE
"DF62_3","DF62","3","2010s",582500.06887323,6162499.91803773,80,0.095043205176189,0.762480294272202,453,FALSE
"BH67_3","BH67","3","2010s",482500.040844932,6087499.68621457,48,0.0950425491835165,0.761954808197583,454,FALSE
"BF61_3","BF61","3","2010s",482500.027199994,6157499.8492457,59,0.0950120713249806,0.761429322122964,455,FALSE
"BE37_3","BE37","3","2010s",467500.081929167,6237499.64087519,69,0.0949684598837922,0.760903836048345,456,FALSE
"EH28_3","EH28","3","2010s",612500.18670452,6092499.709788,59,0.0947865377197206,0.760378349973726,457,FALSE
"ED30_3","ED30","3","2010s",617500.01314363,6252499.97923287,64,0.0946530099734073,0.759852863899107,458,FALSE
"GG28_3","GG28","3","2010s",712500.35862841,6142499.66440793,70,0.0945978645564037,0.759327377824488,459,FALSE
"EG95_3","EG95","3","2010s",647500.215253915,6127499.75125962,75,0.0945035857570363,0.758801891749869,460,FALSE
"DG22_3","DG22","3","2010s",562500.091222372,6112499.9040539,58,0.0943671554534405,0.75827640567525,461,FALSE
"CC80_3","CC80","3","2010s",542499.856342487,6302499.84651723,87,0.0942994946111052,0.757750919600631,462,FALSE
"CE40_3","CE40","3","2010s",522500.070442573,6202499.80706249,73,0.0942933949246412,0.757225433526012,463,FALSE
"CC46_3","CC46","3","2010s",522499.838668849,6332499.60443573,76,0.0941584925838496,0.756699947451393,464,FALSE
"CD40_3","CD40","3","2010s",522499.989754697,6252499.73843893,69,0.0940805110104522,0.756174461376773,465,FALSE
"DC66_3","DC66","3","2010s",582499.664121533,6332500.03663121,78,0.0940753954940307,0.755648975302154,466,FALSE
"CF91_3","CF91","3","2010s",547500.067875687,6157499.9420273,70,0.0940629517926891,0.755123489227535,467,FALSE
"CE36_3","CE36","3","2010s",517500.048150951,6232499.77988452,57,0.0939774485913251,0.754598003152916,468,FALSE
"CG83_3","CG83","3","2010s",542500.085094978,6117499.84060306,70,0.0939134847942139,0.754072517078297,469,FALSE
"CF10_3","CF10","3","2010s",507500.042857102,6152499.80504715,75,0.0938124457099029,0.753547031003678,470,FALSE
"CG65_3","CG65","3","2010s",532500.111383288,6127499.80674055,83,0.0936276923657977,0.753021544929059,471,FALSE
"AD94_3","AD94","3","2010s",447499.95700435,6272499.67654525,63,0.0935720237110936,0.75249605885444,472,FALSE
"CC64_3","CC64","3","2010s",532499.838837522,6322499.65038728,53,0.0935627700640452,0.751970572779821,473,FALSE
"BG42_3","BG42","3","2010s",472499.930919082,6112499.75057768,57,0.0935566305340759,0.751445086705202,474,FALSE
"CH48_3","CH48","3","2010s",522500.059963155,6092499.74343104,79,0.0935518734690577,0.750919600630583,475,FALSE
"CH58_3","CH58","3","2010s",527500.103977486,6092499.8439165,67,0.0935493148309732,0.750394114555964,476,FALSE
"EF85_3","EF85","3","2010s",642500.21561393,6177499.85185433,63,0.0934775758048892,0.749868628481345,477,FALSE
"DD29_3","DD29","3","2010s",562499.838800138,6297499.95942546,77,0.0934494525237783,0.749343142406726,478,FALSE
"HA54_3","HA54","3","2010s",889993.404701733,6124597.27192804,71,0.0933626971249092,0.748817656332107,479,FALSE
"DC04_3","DC04","3","2010s",552499.726222751,6322499.84715307,80,0.0933049753285547,0.748292170257488,480,FALSE
"CE21_3","CE21","3","2010s",512500.041653496,6207499.73661155,75,0.0929678729262216,0.747766684182869,481,FALSE
"DC26_3","DC26","3","2010s",562499.711027313,6332499.83599858,78,0.0929170622448063,0.74724119810825,482,FALSE
"BH66_3","BH66","3","2010s",482500.000189131,6082499.79466396,43,0.0927519858233629,0.746715712033631,483,FALSE
"CH34_3","CH34","3","2010s",517500.07644507,6072499.72897644,54,0.0927183455093935,0.746190225959012,484,FALSE
"GF63_3","GF63","3","2010s",732500.442773354,6167499.7203226,52,0.0927058667399407,0.745664739884393,485,FALSE
"FH99_3","FH99","3","2010s",697500.247273109,6097499.55946477,76,0.0926630732194322,0.745139253809774,486,FALSE
"DG90_3","DG90","3","2010s",597500.171331593,6102499.82630679,77,0.092604234546057,0.744613767735155,487,FALSE
"CE96_3","CE96","3","2010s",547499.978854061,6232499.71297067,81,0.0925969308508635,0.744088281660536,488,FALSE
"DE88_3","DE88","3","2010s",592500.007498762,6242499.87767105,80,0.0925249136862963,0.743562795585917,489,FALSE
"FF12_3","FF12","3","2010s",657500.253301072,6162499.72269007,74,0.0924504210998003,0.743037309511298,490,FALSE
"CG47_3","CG47","3","2010s",522500.100007084,6137499.87944424,75,0.0923560157064424,0.742511823436679,491,FALSE
"CH06_3","CH06","3","2010s",502500.08460304,6082499.82024314,61,0.0923532634808953,0.74198633736206,492,FALSE
"GF19_3","GF19","3","2010s",707500.358158152,6197499.83390183,76,0.0923460985958007,0.741460851287441,493,FALSE
"BE06_3","BE06","3","2010s",452500.159052039,6232499.6754035,72,0.0922959548319577,0.740935365212822,494,FALSE
"BC82_3","BC82","3","2010s",492500.036498296,6312499.667745,68,0.0921816549551076,0.740409879138203,495,FALSE
"DD52_3","DD52","3","2010s",577499.889016733,6262499.84930053,57,0.092140193360578,0.739884393063584,496,FALSE
"DG33_3","DG33","3","2010s",567500.105310934,6117499.86325129,77,0.0919044655322575,0.739358906988965,497,FALSE
"BD75_3","BD75","3","2010s",487500.096563437,6277499.72322051,75,0.0918830374440003,0.738833420914346,498,FALSE
"CG84_3","CG84","3","2010s",542500.140630771,6122499.82747662,75,0.0918333561117128,0.738307934839727,499,FALSE
"HA23_3","HA23","3","2010s",875451.795731092,6118316.96668308,65,0.0917251601470438,0.737782448765108,500,FALSE
"CG58_3","CG58","3","2010s",527500.09209832,6142499.89310318,63,0.0916484462708527,0.737256962690489,501,FALSE
"DH16_3","DH16","3","2010s",557500.135399971,6082499.89652063,65,0.0916252799781263,0.73673147661587,502,FALSE
"BH68_3","BH68","3","2010s",482500.072431333,6092499.72635812,62,0.091552541690296,0.736205990541251,503,FALSE
"FG08_3","FG08","3","2010s",652500.187774417,6142499.72807474,83,0.0914601690725897,0.735680504466632,504,FALSE
"BF66_3","BF66","3","2010s",482500.075682663,6182499.79094424,58,0.0914587723372078,0.735155018392013,505,FALSE
"BH58_3","BH58","3","2010s",477500.030949261,6092499.6836845,58,0.0913664151182716,0.734629532317394,506,FALSE
"CG69_3","CG69","3","2010s",532500.061395622,6147499.82573248,66,0.0913405567164572,0.734104046242775,507,FALSE
"BD00_3","BD00","3","2010s",452500.055170292,6252499.55185302,67,0.0913273058580324,0.733578560168156,508,FALSE
"CH97_3","CH97","3","2010s",547500.118677858,6087499.91552018,71,0.0912844915699355,0.733053074093536,509,FALSE
"BE89_3","BE89","3","2010s",492500.064128446,6247499.741807,74,0.0912580699012111,0.732527588018917,510,FALSE
"BF31_3","BF31","3","2010s",467500.052876179,6157499.83397123,58,0.0911814674422938,0.732002101944298,511,FALSE
"DE16_3","DE16","3","2010s",557499.99447135,6232499.70906977,81,0.0911586324697923,0.73147661586968,512,FALSE
"BE98_3","BE98","3","2010s",497500.072837033,6242499.74861074,68,0.0908282626730091,0.73095112979506,513,FALSE
"DG07_3","DG07","3","2010s",552500.077658977,6137499.85532333,80,0.0907892008944243,0.730425643720441,514,FALSE
"CE38_3","CE38","3","2010s",517500.039423666,6242499.7009448,74,0.0904963707384772,0.729900157645822,515,FALSE
"EE07_3","EE07","3","2010s",602500.03704599,6237499.88071799,75,0.0904864830406427,0.729374671571203,516,FALSE
"CF32_3","CF32","3","2010s",517500.059842779,6162499.88306053,78,0.0904638146733489,0.728849185496584,517,FALSE
"CC90_3","CC90","3","2010s",547499.836577199,6302499.78877278,80,0.0904190075420361,0.728323699421965,518,FALSE
"CH38_3","CH38","3","2010s",517500.084845005,6092499.77308058,56,0.0903054961365996,0.727798213347346,519,FALSE
"DD36_3","DD36","3","2010s",567499.809013029,6282499.91401364,80,0.0902129644208836,0.727272727272727,520,FALSE
"DB43_3","DB43","3","2010s",572499.598418915,6367499.78095678,74,0.0901063340496656,0.726747241198108,521,FALSE
"FE71_3","FE71","3","2010s",687500.29844249,6207499.905693,78,0.0900831038880793,0.726221755123489,522,FALSE
"CC16_3","CC16","3","2010s",507499.973785033,6332499.55258411,55,0.0898240176532289,0.72569626904887,523,FALSE
"CF29_3","CF29","3","2010s",512500.073096977,6197499.83095987,78,0.0895386328811866,0.725170782974251,524,FALSE
"DE07_3","DE07","3","2010s",552499.951428223,6237499.71545687,78,0.089506854806816,0.724645296899632,525,FALSE
"DF18_3","DF18","3","2010s",557500.009390407,6192499.81423905,78,0.089503005812238,0.724119810825013,526,FALSE
"BE11_3","BE11","3","2010s",457500.101272852,6207499.74352479,51,0.0894815674046615,0.723594324750394,527,FALSE
"DE97_3","DE97","3","2010s",597500.016464922,6237499.79220873,81,0.0894695341857631,0.723068838675775,528,FALSE
"CB93_3","CB93","3","2010s",547499.639857937,6367499.76725467,58,0.0894046488535223,0.722543352601156,529,FALSE
"BG83_3","BG83","3","2010s",492500.006807991,6117499.83720384,72,0.0893376644389973,0.722017866526537,530,FALSE
"BF53_3","BF53","3","2010s",477500.080217953,6167499.75001252,56,0.0891438689739503,0.721492380451918,531,FALSE
"DC15_3","DC15","3","2010s",557499.72731782,6327499.91178596,76,0.0885528577869293,0.720966894377299,532,FALSE
"DG87_3","DG87","3","2010s",592500.115533003,6137499.88644623,82,0.0885350346211464,0.72044140830268,533,FALSE
"DB42_3","DB42","3","2010s",572499.590653539,6362499.80320541,78,0.0884329656256159,0.719915922228061,534,FALSE
"DG92_3","DG92","3","2010s",597500.186621698,6112499.80580617,72,0.088383971588075,0.719390436153442,535,FALSE
"GG37_3","GG37","3","2010s",717500.357052826,6137499.61067528,73,0.0883501280404879,0.718864950078823,536,FALSE
"CE12_3","CE12","3","2010s",507500.044752039,6212499.80388259,72,0.0882328831786777,0.718339464004204,537,FALSE
"CF23_3","CF23","3","2010s",512500.069076424,6167499.77182008,68,0.0881170551749583,0.717813977929585,538,FALSE
"FH34_3","FH34","3","2010s",667500.126254149,6072499.5774173,56,0.0881143410809069,0.717288491854966,539,FALSE
"CC85_3","CC85","3","2010s",542499.723927928,6327499.72148554,64,0.0881095825626663,0.716763005780347,540,FALSE
"DG78_3","DG78","3","2010s",587500.09471614,6142499.97341001,68,0.0880411430217696,0.716237519705728,541,FALSE
"BG50_3","BG50","3","2010s",477499.997314182,6102499.72815293,61,0.087995126763049,0.715712033631109,542,FALSE
"CD84_3","CD84","3","2010s",542499.853631564,6272499.7480897,77,0.087905235637666,0.71518654755649,543,FALSE
"EH16_3","EH16","3","2010s",607500.165995745,6082499.83750044,51,0.0877322676457009,0.714661061481871,544,FALSE
"GG25_3","GG25","3","2010s",712500.298132367,6127499.4785033,71,0.0877158714344261,0.714135575407252,545,FALSE
"DF02_3","DF02","3","2010s",552500.024924047,6162499.92682706,72,0.0875411226835676,0.713610089332633,546,FALSE
"DB75_3","DB75","3","2010s",587499.450839096,6377499.7889687,63,0.087537219921768,0.713084603258014,547,FALSE
"CE44_3","CE44","3","2010s",522500.079704854,6222499.73935261,70,0.0874244598894738,0.712559117183395,548,FALSE
"BH88_3","BH88","3","2010s",492500.070600376,6092499.7568577,57,0.0872781805942945,0.712033631108776,549,FALSE
"DC02_3","DC02","3","2010s",552499.794482778,6312499.87137848,79,0.087040842929197,0.711508145034157,550,FALSE
"FH87_3","FH87","3","2010s",692500.160747567,6087499.59976213,66,0.0868540461407878,0.710982658959538,551,FALSE
"GE00_3","GE00","3","2010s",702500.346822031,6202499.88129636,77,0.0867980863656237,0.710457172884918,552,FALSE
"HA17_3","HA17","3","2010s",868741.00083669,6137846.68530534,60,0.0867209015293034,0.7099316868103,553,FALSE
"BD21_3","BD21","3","2010s",462500.046526259,6257499.61336646,55,0.0866915703403919,0.70940620073568,554,FALSE
"FF94_3","FF94","3","2010s",697500.350807521,6172499.72854866,62,0.0865665876799461,0.708880714661062,555,FALSE
"CF50_3","CF50","3","2010s",527500.088699084,6152499.88302705,79,0.0864453830713776,0.708355228586443,556,FALSE
"DH28_3","DH28","3","2010s",562500.147996641,6092499.93062028,64,0.0864074601797745,0.707829742511823,557,FALSE
"CD99_3","CD99","3","2010s",547499.801674332,6297499.81033516,71,0.0860652857449811,0.707304256437204,558,FALSE
"CD98_3","CD98","3","2010s",547499.845757951,6292499.87007576,68,0.085958221539994,0.706778770362585,559,FALSE
"EH15_3","EH15","3","2010s",607500.182291699,6077499.80841962,67,0.0859357698831561,0.706253284287966,560,FALSE
"FH18_3","FH18","3","2010s",657500.233896737,6092499.54060068,61,0.085851098423205,0.705727798213347,561,FALSE
"DC07_3","DC07","3","2010s",552499.663560793,6337499.75798567,68,0.0858015360089183,0.705202312138728,562,FALSE
"CH49_3","CH49","3","2010s",522500.097630216,6097499.74564588,61,0.0857564170539613,0.704676826064109,563,FALSE
"CG52_3","CG52","3","2010s",527500.102791841,6112499.81608294,63,0.0856973746904706,0.70415133998949,564,FALSE
"BG60_3","BG60","3","2010s",482499.979882072,6102499.8077321,57,0.0856713707742795,0.703625853914871,565,FALSE
"CE51_3","CE51","3","2010s",527500.085532859,6207499.81155257,70,0.0855711753910852,0.703100367840252,566,FALSE
"FF89_3","FF89","3","2010s",692500.332234908,6197499.88969126,64,0.085526720636715,0.702574881765633,567,FALSE
"DB64_3","DB64","3","2010s",582499.495588624,6372499.77877565,69,0.0855052572082257,0.702049395691014,568,FALSE
"GF06_3","GF06","3","2010s",702500.3492049,6182499.83642095,71,0.0854741566255424,0.701523909616395,569,FALSE
"BG72_3","BG72","3","2010s",487500.040200374,6112499.87529707,61,0.0853840134984045,0.700998423541776,570,FALSE
"CH17_3","CH17","3","2010s",507500.091144666,6087499.7836764,53,0.085376006462563,0.700472937467157,571,FALSE
"DB89_3","DB89","3","2010s",592499.276854376,6397499.38908618,65,0.0852555969386855,0.699947451392538,572,FALSE
"EH49_3","EH49","3","2010s",622500.253659637,6097499.68413302,58,0.085156271560297,0.699421965317919,573,FALSE
"DF10_3","DF10","3","2010s",557500.053954038,6152499.91349149,60,0.0851448661717169,0.6988964792433,574,FALSE
"BF38_3","BF38","3","2010s",467500.088342025,6192499.75471936,69,0.0851260699542637,0.698370993168681,575,FALSE
"DF16_3","DF16","3","2010s",557500.023622709,6182499.91586313,81,0.0850569767587305,0.697845507094062,576,FALSE
"DB44_3","DB44","3","2010s",572499.583825427,6372499.7968512,79,0.0850050309277336,0.697320021019443,577,FALSE
"CH68_3","CH68","3","2010s",532500.105586643,6092499.85121068,73,0.0849180953463061,0.696794534944824,578,FALSE
"CF03_3","CF03","3","2010s",502500.033244093,6167499.83948237,59,0.0847414673037298,0.696269048870205,579,FALSE
"EG24_3","EG24","3","2010s",612500.183077037,6122499.82607677,72,0.0846529665091662,0.695743562795586,580,FALSE
"DG82_3","DG82","3","2010s",592500.171979037,6112499.89048925,78,0.0846344103616164,0.695218076720967,581,FALSE
"DG63_3","DG63","3","2010s",582500.106121318,6117499.86663875,71,0.084632745503342,0.694692590646348,582,FALSE
"DD19_3","DD19","3","2010s",557499.796201771,6297499.86607632,68,0.0845693604349225,0.694167104571729,583,FALSE
"FF93_3","FF93","3","2010s",697500.326564484,6167499.70481348,69,0.084555048686094,0.69364161849711,584,FALSE
"FE92_3","FE92","3","2010s",697500.409189643,6212499.8509163,66,0.0845173267947157,0.693116132422491,585,FALSE
"FF18_3","FF18","3","2010s",657500.24522468,6192499.80715268,79,0.0844923241442357,0.692590646347872,586,FALSE
"CG49_3","CG49","3","2010s",522500.10602129,6147499.81188077,74,0.0844254713251472,0.692065160273253,587,FALSE
"DG91_3","DG91","3","2010s",597500.172316297,6107499.79539197,76,0.0843705526063645,0.691539674198634,588,FALSE
"BE18_3","BE18","3","2010s",457500.125173451,6242499.62590259,73,0.0842503048951149,0.691014188124015,589,FALSE
"CG28_3","CG28","3","2010s",512500.050371275,6142499.86441377,56,0.0842357518754634,0.690488702049396,590,FALSE
"DD16_3","DD16","3","2010s",557499.812499,6282499.8519626,74,0.084215885677937,0.689963215974777,591,FALSE
"AF94_3","AF94","3","2010s",447500.169766905,6172499.78049391,57,0.0842009683055638,0.689437729900158,592,FALSE
"BF06_3","BF06","3","2010s",452500.089027094,6182499.66939223,64,0.0841892974338967,0.688912243825539,593,FALSE
"CC96_3","CC96","3","2010s",547499.722236161,6332499.76955314,75,0.084180028513909,0.68838675775092,594,FALSE
"CD80_3","CD80","3","2010s",542499.904331635,6252499.7581973,72,0.0841259609263838,0.687861271676301,595,FALSE
"CD14_3","CD14","3","2010s",507499.995911903,6272499.73353046,62,0.0841195345488888,0.687335785601682,596,FALSE
"FF88_3","FF88","3","2010s",692500.336007509,6192499.86304533,74,0.0840960356908214,0.686810299527063,597,FALSE
"DH17_3","DH17","3","2010s",557500.131502509,6087499.8943016,71,0.0839943980968295,0.686284813452444,598,FALSE
"FG91_3","FG91","3","2010s",697500.248483782,6107499.49514454,63,0.083954027469199,0.685759327377825,599,FALSE
"CC72_3","CC72","3","2010s",537499.851791455,6312499.71641667,79,0.0839055549561397,0.685233841303205,600,FALSE
"CC40_3","CC40","3","2010s",522499.901098699,6302499.77210549,56,0.0838082853874068,0.684708355228586,601,FALSE
"CE22_3","CE22","3","2010s",512500.088980645,6212499.74466364,71,0.0838042650532957,0.684182869153967,602,FALSE
"CE68_3","CE68","3","2010s",532500.014817573,6242499.73522029,50,0.0837746355940907,0.683657383079348,603,FALSE
"CG04_3","CG04","3","2010s",502500.039033477,6122499.878666,58,0.083767324882968,0.683131897004729,604,FALSE
"DG24_3","DG24","3","2010s",562500.133601864,6122499.84566646,80,0.0836864072514653,0.68260641093011,605,FALSE
"DB54_3","DB54","3","2010s",577499.549357501,6372499.78286371,76,0.0834789134841079,0.682080924855491,606,FALSE
"CF40_3","CF40","3","2010s",522500.064282268,6152499.88918984,80,0.083412152819792,0.681555438780872,607,FALSE
"FF19_3","FF19","3","2010s",657500.26972394,6197499.80357576,56,0.0834082778300451,0.681029952706253,608,FALSE
"BG27_3","BG27","3","2010s",462500.039129069,6137499.88731302,58,0.0834054404035764,0.680504466631634,609,FALSE
"DE25_3","DE25","3","2010s",562499.954707982,6227499.68549407,79,0.083334247473415,0.679978980557015,610,FALSE
"BG78_3","BG78","3","2010s",487500.053531238,6142499.83940326,61,0.08328900893135,0.679453494482396,611,FALSE
"DD26_3","DD26","3","2010s",562499.825335824,6282499.91425691,75,0.0832811273633536,0.678928008407777,612,FALSE
"CC97_3","CC97","3","2010s",547499.683800568,6337499.78490459,69,0.083267981073721,0.678402522333158,613,FALSE
"FG76_3","FG76","3","2010s",687500.31906642,6132499.68719706,67,0.0832287862499686,0.677877036258539,614,FALSE
"DB77_3","DB77","3","2010s",587499.41975262,6387499.58264806,68,0.0832145094108238,0.67735155018392,615,FALSE
"DD37_3","DD37","3","2010s",567499.854039139,6287499.91164126,79,0.083163979275182,0.676826064109301,616,FALSE
"FF20_3","FF20","3","2010s",662500.212590913,6152499.76909022,66,0.0831448988649341,0.676300578034682,617,FALSE
"BH59_3","BH59","3","2010s",477500.010798961,6097499.68727487,55,0.0831337128382695,0.675775091960063,618,FALSE
"BC64_3","BC64","3","2010s",482500.092646141,6322499.65719949,68,0.0829616768889238,0.675249605885444,619,FALSE
"DC57_3","DC57","3","2010s",577499.623747497,6337499.94023641,76,0.0829502102224783,0.674724119810825,620,FALSE
"FH89_3","FH89","3","2010s",692500.24975555,6097499.49728963,73,0.08293791388685,0.674198633736206,621,FALSE
"DD48_3","DD48","3","2010s",572499.840717649,6292499.94475233,73,0.0829113662613509,0.673673147661587,622,FALSE
"GF13_3","GF13","3","2010s",707500.330052927,6167499.78610719,72,0.08289807761756,0.673147661586968,623,FALSE
"CD48_3","CD48","3","2010s",522499.92398337,6292499.78505651,53,0.0827861675337954,0.672622175512349,624,FALSE
"FG77_3","FG77","3","2010s",687500.285487163,6137499.72183015,78,0.0827717220185743,0.67209668943773,625,FALSE
"FG70_3","FG70","3","2010s",687500.274944728,6102499.55524045,75,0.0827178338993534,0.671571203363111,626,FALSE
"GF34_3","GF34","3","2010s",717500.390443028,6172499.75522035,70,0.08255941649823,0.671045717288492,627,FALSE
"DF27_3","DF27","3","2010s",562500.001142723,6187499.82861649,66,0.0824823389790164,0.670520231213873,628,FALSE
"CC20_3","CC20","3","2010s",512499.974078196,6302499.67835009,68,0.0824131709392003,0.669994745139254,629,FALSE
"BD55_3","BD55","3","2010s",477500.056913941,6277499.68549979,57,0.0824106919467562,0.669469259064635,630,FALSE
"GF35_3","GF35","3","2010s",717500.407171345,6177499.75136793,70,0.0823330255039585,0.668943772990016,631,FALSE
"DE43_3","DE43","3","2010s",572499.981266283,6217499.69750856,61,0.082314747539494,0.668418286915397,632,FALSE
"BD47_3","BD47","3","2010s",472500.041091228,6287499.76984211,47,0.0821261319363094,0.667892800840778,633,FALSE
"FG04_3","FG04","3","2010s",652500.211687193,6122499.7314814,69,0.082043513547053,0.667367314766159,634,FALSE
"BG68_3","BG68","3","2010s",482500.035399517,6142499.83799883,53,0.0820132824324102,0.66684182869154,635,FALSE
"DD13_3","DD13","3","2010s",557499.824905089,6267499.84445585,56,0.0819686232430461,0.666316342616921,636,FALSE
"FF92_3","FF92","3","2010s",697500.293774317,6162499.7345673,59,0.0817267570097064,0.665790856542302,637,FALSE
"CF04_3","CF04","3","2010s",502500.04300302,6172499.74741245,73,0.0814762839929055,0.665265370467683,638,FALSE
"BG71_3","BG71","3","2010s",487499.98586006,6107499.82571742,57,0.0814656353598192,0.664739884393064,639,FALSE
"BD48_3","BD48","3","2010s",472500.070746188,6292499.7054134,52,0.0812857724380995,0.664214398318445,640,FALSE
"CG13_3","CG13","3","2010s",507500.05495924,6117499.85461402,62,0.0812038668654805,0.663688912243826,641,FALSE
"FF50_3","FF50","3","2010s",677500.293288614,6152499.7391244,75,0.081178419580362,0.663163426169207,642,FALSE
"CH59_3","CH59","3","2010s",527500.056607526,6097499.78055875,69,0.0811764201761749,0.662637940094588,643,FALSE
"BD26_3","BD26","3","2010s",462500.039670731,6282499.77085814,65,0.0811714459450248,0.662112454019968,644,FALSE
"CG42_3","CG42","3","2010s",522500.10963438,6112499.86432714,69,0.0811524306377334,0.661586967945349,645,FALSE
"AF93_3","AF93","3","2010s",447500.165384063,6167499.78851479,58,0.0811016391146754,0.66106148187073,646,FALSE
"CD51_3","CD51","3","2010s",527499.942716589,6257499.71135891,67,0.0811005674187543,0.660535995796111,647,FALSE
"FH88_3","FH88","3","2010s",692500.215882093,6092499.52277181,64,0.0809827225971752,0.660010509721492,648,FALSE
"EG77_3","EG77","3","2010s",637500.205571883,6137499.83322086,66,0.0809767757211185,0.659485023646873,649,FALSE
"DC24_3","DC24","3","2010s",562499.706577564,6322499.90323155,78,0.0809706672750832,0.658959537572254,650,FALSE
"DB45_3","DB45","3","2010s",572499.607733985,6377499.74060608,78,0.0808907747368038,0.658434051497635,651,FALSE
"FG48_3","FG48","3","2010s",672500.274640453,6142499.6827586,66,0.0808417630300107,0.657908565423016,652,FALSE
"CD61_3","CD61","3","2010s",532499.897566774,6257499.72454258,75,0.0807711971934273,0.657383079348397,653,FALSE
"CF54_3","CF54","3","2010s",527500.034327129,6172499.86357981,76,0.0806970022947926,0.656857593273778,654,FALSE
"CD41_3","CD41","3","2010s",522499.957749295,6257499.69961864,77,0.0806319393339492,0.656332107199159,655,FALSE
"DE96_3","DE96","3","2010s",597499.977665052,6232499.75920645,74,0.0805002374146913,0.65580662112454,656,FALSE
"BG91_3","BG91","3","2010s",497500.014511398,6107499.80897428,65,0.0804520413612052,0.655281135049921,657,FALSE
"CE13_3","CE13","3","2010s",507500.079585593,6217499.71781204,77,0.0804139346370798,0.654755648975302,658,FALSE
"CG48_3","CG48","3","2010s",522500.075300922,6142499.88260157,76,0.080350849896744,0.654230162900683,659,FALSE
"CF73_3","CF73","3","2010s",537500.041904047,6167499.89607103,75,0.0802697361594698,0.653704676826064,660,FALSE
"CF67_3","CF67","3","2010s",532500.016379806,6187499.76338683,77,0.0802642676032182,0.653179190751445,661,FALSE
"CE83_3","CE83","3","2010s",542500.082138685,6217499.70902441,69,0.0802342619833791,0.652653704676826,662,FALSE
"CF83_3","CF83","3","2010s",542500.020766594,6167499.842373,74,0.0802068554074727,0.652128218602207,663,FALSE
"CD38_3","CD38","3","2010s",517499.960961022,6292499.71715244,54,0.0800309872312925,0.651602732527588,664,FALSE
"DE79_3","DE79","3","2010s",587499.971882433,6247499.82455071,74,0.0799805231144885,0.651077246452969,665,FALSE
"EG87_3","EG87","3","2010s",642500.201856034,6137499.79948191,59,0.0798945435011778,0.65055176037835,666,FALSE
"BE38_3","BE38","3","2010s",467500.080489709,6242499.71444087,75,0.0798877657383809,0.650026274303731,667,FALSE
"FF78_3","FF78","3","2010s",687500.274921505,6192499.87837751,77,0.0798381364466785,0.649500788229112,668,FALSE
"DD11_3","DD11","3","2010s",557499.876252296,6257499.80687196,72,0.079749098596064,0.648975302154493,669,FALSE
"DC11_3","DC11","3","2010s",557499.766405578,6307499.84156922,78,0.0797453769258473,0.648449816079874,670,FALSE
"GF36_3","GF36","3","2010s",717500.40890509,6182499.80438197,69,0.0796387097913042,0.647924330005255,671,FALSE
"DE19_3","DE19","3","2010s",557499.887855984,6247499.69786,74,0.0796118740121921,0.647398843930636,672,FALSE
"CG34_3","CG34","3","2010s",517500.07088664,6122499.78792637,80,0.0795390138731879,0.646873357856017,673,FALSE
"BD92_3","BD92","3","2010s",497500.079942101,6262499.68206735,72,0.079401161103848,0.646347871781398,674,FALSE
"CD20_3","CD20","3","2010s",512500.031700168,6252499.67893043,74,0.0793979039352529,0.645822385706779,675,FALSE
"DB56_3","DB56","3","2010s",577499.564177116,6382499.69131611,73,0.0793745906797824,0.64529689963216,676,FALSE
"EG27_3","EG27","3","2010s",612500.183481565,6137499.89935762,76,0.0792358726642918,0.644771413557541,677,FALSE
"CF82_3","CF82","3","2010s",542500.044198878,6162499.85095494,69,0.0792057834295264,0.644245927482922,678,FALSE
"GH29_3","GH29","3","2010s",712500.216112592,6097499.39618227,64,0.0790199843165575,0.643720441408303,679,FALSE
"BE86_3","BE86","3","2010s",492500.067383276,6232499.67299594,72,0.0789593854331134,0.643194955333684,680,FALSE
