trait_family,trait_value,n_species,base_site,site_from,site_to,period_from,period_to,probability_from,probability_to,probability_delta,expected_group_richness_from,expected_group_richness_to,expected_group_richness_delta,expected_total_richness_from,expected_total_richness_to
Migratory strategy,short-and long-distance,8,GF63,GF63,GF63,1970s,2010s,0.0020666498740049394,0.017651143632210608,0.015584493758205668,0.08761713690068142,0.9020450469741015,0.8144279100734201,42.39573330865623,51.1040568118209
Migratory strategy,short-and long-distance,8,GF74,GF74,GF74,1970s,2010s,0.04537786358071631,0.0532214698266391,0.007843606245922785,1.9933553581831074,2.1196262780230453,0.12627091983993788,43.92792434217198,39.826526492549114
Migratory strategy,short-and long-distance,8,GG00,GG00,GG00,1970s,2010s,0.0016118391030628745,0.0220112420604258,0.020399402957362926,0.04826035575664111,1.6176146726077036,1.5693543168510626,29.941174441626988,73.49038587495373
Migratory strategy,short-and long-distance,8,GG02,GG02,GG02,1970s,2010s,0.0013314029236260072,0.008932083030912377,0.00760068010728637,0.043217824267439274,0.5471969084223764,0.5039790841549372,32.46036455270637,61.26195944760295
Migratory strategy,short-and long-distance,8,BE31,BE31,BE31,1970s,2010s,7.289072437137436e-4,0.011150038650004959,0.010421131406291216,0.041724521234079985,0.6816802291204781,0.6399557078863981,57.24256631268441,61.13702835641515
Migratory strategy,short-and long-distance,8,GG05,GG05,GG05,1970s,2010s,0.002304685240029587,0.004394226103903824,0.0020895408638742373,0.13906415222453966,0.1690046257285821,0.029940473504042442,60.33975911728163,38.460612115166
Migratory strategy,short-and long-distance,8,GG06,GG06,GG06,1970s,2010s,0.0021834523100585698,0.00780173460923435,0.00561828229917578,0.13383270519621326,0.3404680965503343,0.206635391354121,61.29408211925787,43.64005104036053
Migratory strategy,short-and long-distance,8,GG07,GG07,GG07,1970s,2010s,8.522477536495214e-4,0.009148339995533893,0.008296092241884372,0.03687965700092215,0.3540214791604905,0.3171418221595683,43.27339889485769,38.69789265957752
Migratory strategy,short-and long-distance,8,GG08,GG08,GG08,1970s,2010s,0.003980118308743396,0.0115999334375094,0.007619815128766004,0.24648184057510056,0.5921601555373788,0.3456783149622782,61.928269828973974,51.048582194668214
Migratory strategy,short-and long-distance,8,GG09,GG09,GG09,1970s,2010s,0.006763455507588866,0.015289442704342406,0.00852598719675354,0.5262816245034647,1.115451788031513,0.5891701635280482,77.81253590164907,72.9556864564272
Migratory strategy,short-and long-distance,8,GG10,GG10,GG10,1970s,2010s,0.018927589544560527,0.026285939391570444,0.007358349847009917,1.35402933282385,1.911077952937482,0.557048620113632,71.5373359949564,72.70342993906239
Migratory strategy,short-and long-distance,8,GG15,GG15,GG15,1970s,2010s,0.0011481745401023928,0.005825030702220618,0.004676856162118225,0.0641535806205074,0.22130509314312935,0.15715151252262194,55.87441489060214,37.992090420873396
Migratory strategy,short-and long-distance,8,GG16,GG16,GG16,1970s,2010s,0.001105627864371856,0.014451499470790025,0.013345871606418168,0.06412780005825736,0.8738307780029444,0.809702977944687,58.00125170930862,60.466443621934715
Migratory strategy,short-and long-distance,8,AF81,AF81,AF81,1970s,2010s,0.013118521442433428,0.015412693879647695,0.002294172437214267,0.7209888059743952,0.8163929354952943,0.09540412952089916,54.959608759129715,52.96886721232639
Migratory strategy,short-and long-distance,8,BE32,BE32,BE32,1970s,2010s,4.1876665766205117e-4,0.009394213816338537,0.008975447158676486,0.02001112890849653,0.4528359735535024,0.43282484464500587,47.78586963015979,48.203711604469156
Migratory strategy,short-and long-distance,8,GG17,GG17,GG17,1970s,2010s,0.002224123234833873,0.023920869445796744,0.02169674621096287,0.08265324520028247,1.4638672910263402,1.3812140458260578,37.16216975110919,61.196240978756045
Migratory strategy,short-and long-distance,8,GG18,GG18,GG18,1970s,2010s,0.004366417667119843,0.02349389646408267,0.019127478796962825,0.20140839047093523,1.5638941458139106,1.3624857553429754,46.12668915930512,66.56597589951853
Migratory strategy,short-and long-distance,8,GG20,GG20,GG20,1970s,2010s,0.006592698989271449,0.014115990813238777,0.007523291823967328,0.2915983248664519,0.8340566623373691,0.5424583374709172,44.230492752813525,59.08594539145941
Migratory strategy,short-and long-distance,8,GG25,GG25,GG25,1970s,2010s,0.0035597902617082846,0.013972653379716008,0.010412863118007723,0.22207829943662194,0.9474232178269887,0.7253449183903667,62.38522022644397,67.8055335719095
Migratory strategy,short-and long-distance,8,GG26,GG26,GG26,1970s,2010s,6.411472741575774e-4,0.010709771000245729,0.010068623726088152,0.022768482204411782,0.6362495117397124,0.6134810295353007,35.51209390124597,59.40832084319209
Migratory strategy,short-and long-distance,8,GG27,GG27,GG27,1970s,2010s,0.00100823973480528,0.014288189223297318,0.013279949488492038,0.051305303190136584,0.964829065830149,0.9135237626400124,50.88601591371035,67.52633596543966
Migratory strategy,short-and long-distance,8,GG28,GG28,GG28,1970s,2010s,0.005805952082170339,0.016751749641008725,0.010945797558838385,0.39820966241502126,1.1755517335292025,0.7773420711141812,68.58645348415715,70.17486284844067
Migratory strategy,short-and long-distance,8,GG30,GG30,GG30,1970s,2010s,0.002593772165663768,0.009315067566327016,0.006721295400663248,0.14695024880033672,0.5011939807155708,0.35424373191523406,56.655033447292354,53.804653283174666
Migratory strategy,short-and long-distance,8,BE33,BE33,BE33,1970s,2010s,9.152968963492869e-4,0.007411365472814442,0.006496068576465155,0.053070163681272105,0.3522070729831013,0.2991369093018292,57.98136527387499,47.52256170270224
Migratory strategy,short-and long-distance,8,GG36,GG36,GG36,1970s,2010s,0.0026823927016723062,0.011834361710685628,0.009151969009013322,0.13972574107307645,0.6878254781484596,0.5480997370753832,52.0899646744364,58.12104572800067
Migratory strategy,short-and long-distance,8,GG37,GG37,GG37,1970s,2010s,0.004000757445378445,0.017444859137256113,0.013444101691877668,0.1885508558284916,1.2104085161584641,1.0218576603299725,47.12878958615697,69.384826018655275
Migratory strategy,short-and long-distance,8,GG40,GG40,GG40,1970s,2010s,0.002056835823788614,0.011114372219998515,0.009057536396209901,0.11272669516799072,0.6133345029481992,0.5006078077802085,54.80587894485054,55.18390879914954
Migratory strategy,short-and long-distance,8,GH06,GH06,GH06,1970s,2010s,0.0015113074064696326,0.003593654582111675,0.0020823471756420426,0.0877119347467194,0.15201545871161448,0.06430352396489508,58.03712359989803,42.30107686707284
Migratory strategy,short-and long-distance,8,GH07,GH07,GH07,1970s,2010s,0.020513335998164337,0.02846532650811766,0.007951990509953325,1.2943780763678925,2.3502291662972765,1.055851089929384,63.099345542027955,82.56463053838658
Migratory strategy,short-and long-distance,8,GH08,GH08,GH08,1970s,2010s,0.004763245296909243,0.016600626841274117,0.011837381544364874,0.3016535078041521,0.9423460086606881,0.640692500856536,63.329408628165325,56.76568828821177
Migratory strategy,short-and long-distance,8,GH09,GH09,GH09,1970s,2010s,0.011260102297578406,0.019614008022402294,0.008353905724823888,0.6022994010107059,1.15341342224319,0.5511140212324841,53.48969175353196,58.80559551754082
Migratory strategy,short-and long-distance,8,BE34,BE34,BE34,1970s,2010s,8.894611153457577e-4,0.00928683450781747,0.008397373392471711,0.0521398719295436,0.55015244177573,0.49801256984618636,58.619619261574364,59.24003936030332
Migratory strategy,short-and long-distance,8,GH17,GH17,GH17,1970s,2010s,0.0010785193720387978,0.005596587034529197,0.0045180676624904,0.06025672783025712,0.3362893405239914,0.27603261269373425,55.86986139743579,60.08828924649809
Migratory strategy,short-and long-distance,8,GH18,GH18,GH18,1970s,2010s,0.00136102827375961,0.016234250736630974,0.014873222462871363,0.06844568104297274,0.9457879117208909,0.8773422306779182,50.28968344199283,58.25879660628959
Migratory strategy,short-and long-distance,8,GH19,GH19,GH19,1970s,2010s,0.00809762177008091,0.02734595508098848,0.01924833331090757,0.43007362408844757,2.0189606977733585,1.588887073684911,53.11110302502439,73.83032305121371
Migratory strategy,short-and long-distance,8,GH29,GH29,GH29,1970s,2010s,0.008123895117476515,0.025884918559353477,0.01776102344187696,0.37474488946862333,1.6372556485985497,1.2625107591299263,46.128720773666075,63.25133474321594
Migratory strategy,short-and long-distance,8,GH39,GH39,GH39,1970s,2010s,0.0019668087042870775,0.01426212143710595,0.012295312732818873,0.1030369360058371,0.813482924633202,0.710445988627365,52.3878787912857,57.03800295212413
Migratory strategy,short-and long-distance,8,GH49,GH49,GH49,1970s,2010s,0.018353838775278734,0.024508193435094708,0.0061543546598159735,1.434194850058757,1.815590781461348,0.381395931402591,78.14141050375312,74.08097158485366
Migratory strategy,short-and long-distance,8,GH59,GH59,GH59,1970s,2010s,0.008854801580299988,0.011731448756727842,0.0028766471764278545,0.662488074187965,0.8342234321994495,0.17173535801148454,74.81681754019844,71.11000947099842
Migratory strategy,short-and long-distance,8,HA03,HA03,HA03,1970s,2010s,0.0021466903266639326,0.005351993388348488,0.0032053030616845555,0.1119186279018956,0.33453597575193217,0.22261734785003656,52.13543216353097,62.50679914519903
Migratory strategy,short-and long-distance,8,HA04,HA04,HA04,1970s,2010s,0.005284168049777835,0.013342500683905788,0.008058332634127953,0.34199825211653834,0.7817683081925363,0.43977005607599795,64.72130501809403,58.59233787677701
Migratory strategy,short-and long-distance,8,HA05,HA05,HA05,1970s,2010s,0.002254293080487635,0.011207355300945014,0.00895306222045738,0.11039754593960781,0.8198680466483672,0.7094705007087594,48.972135386995596,73.15446192548524
Migratory strategy,short-and long-distance,8,BE35,BE35,BE35,1970s,2010s,5.141786497761833e-4,0.01092094718020614,0.010406768530429957,0.019023936989632645,0.6937998418305888,0.6747759048409562,36.99869101510452,63.52927364103348
Migratory strategy,short-and long-distance,8,HA06,HA06,HA06,1970s,2010s,0.0031589601065069952,0.009509022171968341,0.0063500620654613465,0.14109319353646466,0.5524455302364231,0.4113523366999584,44.66444297470973,58.096986235343735
Migratory strategy,short-and long-distance,8,HA07,HA07,HA07,1970s,2010s,0.003952832124851302,0.01701232978968334,0.013059497664832036,0.2202525753277591,1.3564160207026696,1.1361634453749105,55.72019462780615,79.73134999565028
Migratory strategy,short-and long-distance,8,HA13,HA13,HA13,1970s,2010s,0.0027770120004639394,0.014092244765278398,0.01131523276481446,0.1395194805982499,0.8401105979016528,0.7005911173034028,50.2408634082032,59.61510120598987
Migratory strategy,short-and long-distance,8,HA14,HA14,HA14,1970s,2010s,0.0024076517273243455,0.007492563497712341,0.005084911770387996,0.11630408407017308,0.41938070299495994,0.3030766189247869,48.30602480842332,55.972926105064964
Migratory strategy,short-and long-distance,8,HA15,HA15,HA15,1970s,2010s,0.004108773177828332,0.009197698443534916,0.005088925265706584,0.17162760093038246,0.4771424026040975,0.30551480167371503,41.77100888813123,51.87628247798035
Migratory strategy,short-and long-distance,8,HA16,HA16,HA16,1970s,2010s,0.005568116173157234,0.013332618118639415,0.007764501945482181,0.1807002371795755,0.7939223899252253,0.6132221527456498,32.452670088080225,59.547373431126566
Migratory strategy,short-and long-distance,8,HA17,HA17,HA17,1970s,2010s,0.0053465122075629845,0.011487059956073143,0.006140547748510159,0.27173219129293985,0.7167853668567093,0.4450531755637695,50.82419729792391,62.39937543616188
Migratory strategy,short-and long-distance,8,BE36,BE36,BE36,1970s,2010s,3.244716055685689e-4,0.007506997121799462,0.007182525516230893,0.012866900699163668,0.482379476969425,0.46951257627026133,39.65493583519305,64.25731476153763
Migratory strategy,short-and long-distance,8,HA22,HA22,HA22,1970s,2010s,0.0015222543460282998,0.004986307433842541,0.003464053087814241,0.046895182946313625,0.26093834010240413,0.2140431571560905,30.806404375633697,52.330977093668736
Migratory strategy,short-and long-distance,8,HA23,HA23,HA23,1970s,2010s,0.0023232214798217504,0.01293985737323521,0.010616635893413459,0.08803170070243081,0.8099567283140245,0.7219250276115937,37.89208281131469,62.59394558624258
Migratory strategy,short-and long-distance,8,HA24,HA24,HA24,1970s,2010s,0.011646776587684432,0.0223888281596664,0.01074205157198197,0.7635160148948449,1.8203993120650814,1.0568832971702364,65.55599389638883,81.30837840564344
Migratory strategy,short-and long-distance,8,HA25,HA25,HA25,1970s,2010s,0.011281790642818822,0.01642544799686777,0.005143657354048949,0.7693437282667398,1.1291828355648468,0.359839107298107,68.1934058718284,68.74593836223978
Migratory strategy,short-and long-distance,8,HA26,HA26,HA26,1970s,2010s,0.010510148603792714,0.01781651258038527,0.007306363976592557,0.7033915632808143,1.2546376096924525,0.5512460464116382,66.92498743804506,70.41993229773375
Migratory strategy,short-and long-distance,8,HA32,HA32,HA32,1970s,2010s,0.0035007924135430557,0.010049997689461045,0.00654920527591799,0.17698925997012796,0.6968544234925325,0.5198651635224045,50.55691371057389,69.33876454750737
Migratory strategy,short-and long-distance,8,HA33,HA33,HA33,1970s,2010s,0.003532545314773274,0.008453582897724531,0.004921037582951257,0.17103243091218123,0.481652963649645,0.31062053273746376,48.416202956241044,56.97619216335981
Migratory strategy,short-and long-distance,8,HA34,HA34,HA34,1970s,2010s,0.013083990738921518,0.020928054198175675,0.007844063459254157,0.8948209351003277,1.6819896013011713,0.7871686662008436,68.39052036611925,80.37009008930187
Migratory strategy,short-and long-distance,8,BE37,BE37,BE37,1970s,2010s,3.449893374069895e-4,0.009169611981125314,0.008824622643718324,0.011183812543024915,0.6361227921508532,0.6249389796078283,32.417849859026774,69.37292368098512
Migratory strategy,short-and long-distance,8,HA35,HA35,HA35,1970s,2010s,0.005211089423915456,0.007716571544889158,0.0025054821209737023,0.29609575328805243,0.4368608701224337,0.14076511683438125,56.82031705868808,56.6133376177631
Migratory strategy,short-and long-distance,8,HA36,HA36,HA36,1970s,2010s,0.005019089550417294,0.005535301660518862,5.162121101015679e-4,0.31599049938667517,0.2704227991357873,-0.045567700250887855,62.95773291401092,48.85421169809175
Migratory strategy,short-and long-distance,8,HA42,HA42,HA42,1970s,2010s,0.002454313297587346,0.019860430908276463,0.017406117610689116,0.10724718520201831,1.2048762366011927,1.0976290513991744,43.69743068557918,60.66717495535724
Migratory strategy,short-and long-distance,8,HA43,HA43,HA43,1970s,2010s,0.004690450563209829,0.010794552399397682,0.006104101836187853,0.2572531682102608,0.6842405561905899,0.4269873879803291,54.84615278286059,63.387580223221605
Migratory strategy,short-and long-distance,8,HA44,HA44,HA44,1970s,2010s,0.008186389074440581,0.017015115586557824,0.008828726512117243,0.5145722172119405,1.0599547176173965,0.545382500405456,62.85704387280223,62.294887873390365
Migratory strategy,short-and long-distance,8,HA45,HA45,HA45,1970s,2010s,0.003961421597714682,0.005260174107162697,0.0012987525094480153,0.17102128720975193,0.26864637098211186,0.09762508377235993,43.171695562121684,51.07176407265688
Migratory strategy,short-and long-distance,8,HA52,HA52,HA52,1970s,2010s,0.007527808217409969,0.01795181075003067,0.010424002532620703,0.48481792929370626,1.2588459573068023,0.774028028013096,64.40359734091547,70.12362010916651
Migratory strategy,short-and long-distance,8,BE38,BE38,BE38,1970s,2010s,6.630014166901377e-4,0.012458340879797917,0.01179533946310778,0.027282607240547943,0.9103012601775564,0.8830186529370084,41.15014923610461,73.06761542009775
Migratory strategy,short-and long-distance,8,HA53,HA53,HA53,1970s,2010s,0.005461603250208509,0.01626001600203911,0.010798412751830602,0.37104130881251457,1.0402566051790736,0.669215296366559,67.93633514084884,63.97635802133397
Migratory strategy,short-and long-distance,8,HA54,HA54,HA54,1970s,2010s,0.004485090010423258,0.017000781164483458,0.0125156911540602,0.2894510834035422,1.1563124921897754,0.8668614087862332,64.53629308015307,68.0152565345316
Migratory strategy,short-and long-distance,8,BE39,BE39,BE39,1970s,2010s,5.073184501688374e-4,0.013647386618089258,0.01314006816792042,0.018455826887720527,0.8794525468232499,0.8609967199355294,36.37917541058947,64.4410956789015
Migratory strategy,short-and long-distance,8,BE40,BE40,BE40,1970s,2010s,0.0013151576239837086,0.01474030178472436,0.01342514416074065,0.08010688332565175,0.7493596759157852,0.6692527925901335,60.91048089201821,50.83747177363493
Migratory strategy,short-and long-distance,8,BE41,BE41,BE41,1970s,2010s,6.917234955067301e-4,0.014084891299923696,0.013393167804416966,0.03381117176145237,0.5749815595225056,0.5411703877610533,48.879605768897,40.82257699252678
Migratory strategy,short-and long-distance,8,AF82,AF82,AF82,1970s,2010s,0.0030609017880044273,0.005407599644036849,0.0023466978560324216,0.1375693231984513,0.22189919438178424,0.08432987118333293,44.94405006314836,41.03469357730288
Migratory strategy,short-and long-distance,8,BE42,BE42,BE42,1970s,2010s,4.4705547800856076e-4,0.014166579830161456,0.013719524352152894,0.015301808961418738,0.7860645726997806,0.7707627637383618,34.22798671337547,55.48725113073547
Migratory strategy,short-and long-distance,8,BE43,BE43,BE43,1970s,2010s,7.226339674811268e-4,0.009173594587807171,0.008450960620326044,0.03403699579892667,0.41803029869669234,0.3839933028977657,47.101295165474795,45.568865584304945
Migratory strategy,short-and long-distance,8,BE44,BE44,BE44,1970s,2010s,8.381492475038944e-4,0.013198572495781605,0.012360423248277711,0.033596406835088174,0.6949421926729717,0.6613457858378836,40.08403865438306,52.6528299098317
Migratory strategy,short-and long-distance,8,BE45,BE45,BE45,1970s,2010s,6.990620208646114e-4,0.012488335496741663,0.011789273475877052,0.032002563730940965,0.6985412905315215,0.6665387268005805,45.77929107257131,55.935500028308674
Migratory strategy,short-and long-distance,8,BE46,BE46,BE46,1970s,2010s,9.970478795547344e-4,0.01063905537409124,0.009642007494536507,0.03502477318963888,0.47216763375057635,0.4371428605609375,35.128476683868364,44.38059744480911
Migratory strategy,short-and long-distance,8,BE47,BE47,BE47,1970s,2010s,3.798702522710213e-4,0.011579229987930496,0.011199359735659475,0.011568618187043894,0.6696362011478367,0.6580675829607928,30.454130371835944,57.83080583474254
Migratory strategy,short-and long-distance,8,BE48,BE48,BE48,1970s,2010s,0.0017467359117108007,0.012038541369298047,0.010291805457587247,0.07125256110266925,0.7654405426604841,0.6941879815578149,40.79183385706117,63.58249884098011
Migratory strategy,short-and long-distance,8,BE50,BE50,BE50,1970s,2010s,0.0016424673987407374,0.017718877812100593,0.016076410413359856,0.09656206216925937,1.0508033005743984,0.9542412384051391,58.79085468807022,59.3041676633033
Migratory strategy,short-and long-distance,8,BE51,BE51,BE51,1970s,2010s,4.043117884392176e-4,0.009048726854369228,0.00864441506593001,0.017180998213213568,0.4335717400847026,0.41639074187148906,42.49442807378465,47.91522023624241
Migratory strategy,short-and long-distance,8,BE52,BE52,BE52,1970s,2010s,6.866258750624086e-4,0.008777220721585969,0.00809059484652356,0.03340469007484155,0.3925299282536419,0.3591252381788004,48.6504969999934,44.721437537543785
Migratory strategy,short-and long-distance,8,BE53,BE53,BE53,1970s,2010s,9.896361459441495e-4,0.012757588560345102,0.011767952414400953,0.04839835415321416,0.6795446581814,0.6311463040281858,48.90520051391246,53.26591737670977
Migratory strategy,short-and long-distance,8,BE54,BE54,BE54,1970s,2010s,9.587194659589906e-4,0.014168317701607445,0.013209598235648455,0.04359251002692348,0.7662393428361273,0.7226468328092038,45.4695159269752,54.081180205974256
Migratory strategy,short-and long-distance,8,BE55,BE55,BE55,1970s,2010s,8.500545007818806e-4,0.010984926058335663,0.010134871557553783,0.045536652962269636,0.5919888769900332,0.5464522240277636,53.569098122985054,53.89102064467843
Migratory strategy,short-and long-distance,8,BE56,BE56,BE56,1970s,2010s,7.923449765454714e-4,0.011330036086334367,0.010537691109788895,0.02701966904211396,0.48054811875006087,0.4535284497079469,34.10089019547579,42.413644148024396
Migratory strategy,short-and long-distance,8,BE57,BE57,BE57,1970s,2010s,8.013786904530814e-4,0.006179687765376839,0.005378309074923758,0.03113809759363485,0.3099616064163163,0.2788235088226815,38.8556595833988,50.15813390329354
Migratory strategy,short-and long-distance,8,BE58,BE58,BE58,1970s,2010s,5.711313427696807e-4,0.009717071442854322,0.00914594010008464,0.020615829534664697,0.5865858766211385,0.5659700470864738,36.09647727384209,60.36652916167436
Migratory strategy,short-and long-distance,8,BE59,BE59,BE59,1970s,2010s,0.0021738396684479505,0.012788220269343072,0.010614380600895122,0.09479239333962576,0.7755089179293851,0.6807165245897594,43.605972747431,60.642442935433024
Migratory strategy,short-and long-distance,8,BE60,BE60,BE60,1970s,2010s,0.004016807607667478,0.008422423166418747,0.004405615558751269,0.24521132569824583,0.4698613419657526,0.22465001626750675,61.04632077229054,55.78695497504191
Migratory strategy,short-and long-distance,8,BE61,BE61,BE61,1970s,2010s,8.089848697541939e-4,0.00900446393040195,0.008195479060647756,0.03240975938708287,0.4330135279795242,0.40060376859244134,40.06225653754243,48.088762565590606
Migratory strategy,short-and long-distance,8,AF91,AF91,AF91,1970s,2010s,0.005451007454683267,0.009826380635532424,0.004375373180849158,0.29647999227386435,0.5519658458849841,0.25548585361111975,54.38994437975713,56.171836442918014
Migratory strategy,short-and long-distance,8,BE62,BE62,BE62,1970s,2010s,6.682687382741638e-4,0.00867867619209439,0.008010407453820227,0.035453902369632626,0.3693224926901386,0.333868590320506,53.05336063032671,42.55516446466376
Migratory strategy,short-and long-distance,8,BE63,BE63,BE63,1970s,2010s,7.197556096866534e-4,0.008464561380621415,0.007744805770934762,0.033352421275248824,0.39045712084609585,0.357104699570847,46.33853606194032,46.12845288593452
Migratory strategy,short-and long-distance,8,BE64,BE64,BE64,1970s,2010s,5.686936285119683e-4,0.009025317908218377,0.008456624279706408,0.02592757428469508,0.43477538694338275,0.4088478126586877,45.59146258159534,48.17286120719139
Migratory strategy,short-and long-distance,8,BE65,BE65,BE65,1970s,2010s,5.855134143507723e-4,0.012097125143217206,0.011511611728866434,0.026159274855286227,0.7833266065333843,0.757167331678098,44.67749877992479,64.7531208662904
Migratory strategy,short-and long-distance,8,BE66,BE66,BE66,1970s,2010s,7.032033603305328e-4,0.012815769591680412,0.01211256623134988,0.03059764473689685,0.776928992583493,0.7463313478465962,43.511801084845175,60.62289018428128
Migratory strategy,short-and long-distance,8,BE67,BE67,BE67,1970s,2010s,4.3115610610501055e-4,0.01055335339153385,0.01012219728542884,0.013218852220204674,0.48644011526590447,0.4732212630456998,30.65908619414321,46.0934166817666
Migratory strategy,short-and long-distance,8,BE68,BE68,BE68,1970s,2010s,4.5671685517722176e-4,0.014848329654585733,0.014391612799408511,0.015682311335303192,0.9718449738522243,0.9561626625169212,34.337054035848794,65.45146804119354
Migratory strategy,short-and long-distance,8,BE69,BE69,BE69,1970s,2010s,8.535873366834323e-4,0.017746753245663768,0.016893165908980337,0.037264913263327884,1.119374823734445,1.0821099104711172,43.65682533215488,63.07490774448855
Migratory strategy,short-and long-distance,8,BE70,BE70,BE70,1970s,2010s,9.542659096046838e-4,0.013002393512404665,0.01204812760279998,0.05103248271280567,0.6039981601192447,0.552965677406439,53.478262399572145,46.45284420464684
Migratory strategy,short-and long-distance,8,BE71,BE71,BE71,1970s,2010s,7.639959467240742e-4,0.008773854325676076,0.008009858378952002,0.043721703407486795,0.4284566003644786,0.3847348969569918,57.227664092931875,48.83333874265841
Migratory strategy,short-and long-distance,8,AF92,AF92,AF92,1970s,2010s,0.006045082189001959,0.014458792269629865,0.008413710080627905,0.4528685630867747,0.7674358923817407,0.314567329294966,74.91520361967868,53.077454746598036
Migratory strategy,short-and long-distance,8,BE72,BE72,BE72,1970s,2010s,4.0532598993207403e-4,0.008610217520282208,0.008204891530350134,0.01549550477140883,0.3386413634669499,0.3231458586955411,38.22973398277673,39.330175186544025
Migratory strategy,short-and long-distance,8,BE73,BE73,BE73,1970s,2010s,6.953052145165276e-4,0.0077590903715178084,0.007063785157001281,0.030571265186032617,0.3138349931312845,0.2832637279452519,43.96812298796003,40.44739500435708
Migratory strategy,short-and long-distance,8,BE74,BE74,BE74,1970s,2010s,6.705923408769379e-4,0.010694429193045122,0.010023836852168184,0.02969627434873073,0.5268232404362159,0.49712696608748513,44.28364676801516,49.26146416293292
Migratory strategy,short-and long-distance,8,BE75,BE75,BE75,1970s,2010s,5.666327168529784e-4,0.013536255985993341,0.012969623269140362,0.016325206049853783,0.7798045916184042,0.7634793855685504,28.81091324998378,57.60858781226567
Migratory strategy,short-and long-distance,8,BE76,BE76,BE76,1970s,2010s,5.863036549209185e-4,0.01699347553616541,0.016407171881244492,0.023085791189108053,1.0919900894846757,1.0689042982955677,39.375144595033944,64.25937337896
Migratory strategy,short-and long-distance,8,BE77,BE77,BE77,1970s,2010s,6.769292711249385e-4,0.018830441086706028,0.01815351181558109,0.021064915381317485,1.3434821227395974,1.32241720735828,31.11834024596287,71.3462906446771
Migratory strategy,short-and long-distance,8,BE78,BE78,BE78,1970s,2010s,6.241261431593725e-4,0.012884822597721054,0.012260696454561681,0.028095669674477363,0.7866780667985509,0.7585823971240735,45.01601155858496,61.05462926107272
Migratory strategy,short-and long-distance,8,BE79,BE79,BE79,1970s,2010s,5.916096321962871e-4,0.013319590909009393,0.012727981276813106,0.023039466767241834,0.5889534888938441,0.5659140221266024,38.94369785987137,44.21708541329712
Migratory strategy,short-and long-distance,8,BE80,BE80,BE80,1970s,2010s,0.0010335865529395394,0.012558835701503413,0.011525249148563874,0.06155237380489111,0.8712580534524847,0.8097056796475937,59.55222001470029,69.37411032044848
Migratory strategy,short-and long-distance,8,BE81,BE81,BE81,1970s,2010s,3.2833742126663567e-4,0.011131821539007124,0.010803484117740488,0.011649529271609456,0.5346842219042438,0.5230346926326344,35.480358061742606,48.03205118143977
Migratory strategy,short-and long-distance,8,AF93,AF93,AF93,1970s,2010s,0.006432570226494395,0.014839285425350504,0.008406715198856109,0.5111448757159842,0.8783808736129489,0.3672359978969647,79.46199694963092,59.19293607712257
Migratory strategy,short-and long-distance,8,BE82,BE82,BE82,1970s,2010s,6.437478028567744e-4,0.004917049208852824,0.0042733014059960495,0.03466723183567519,0.22987398889514948,0.1952067570594743,53.852194418111594,46.750394216367916
Migratory strategy,short-and long-distance,8,BE83,BE83,BE83,1970s,2010s,4.4200782983868167e-4,0.010179782214005033,0.009737774384166351,0.0162724877217231,0.4626121281581044,0.4463396404363813,36.81493092025547,45.444206804508724
Migratory strategy,short-and long-distance,8,BE84,BE84,BE84,1970s,2010s,0.0022817056764956817,0.01384830217407555,0.011566596497579868,0.11663478468252966,0.823092538946861,0.7064577542643313,51.11736622475392,59.43635029048656
Migratory strategy,short-and long-distance,8,BE85,BE85,BE85,1970s,2010s,8.931043278283161e-4,0.014301682280707407,0.013408577952879091,0.038635597492225754,0.8944347626987299,0.8557991652065041,43.2598928124921,62.54052811013001
Migratory strategy,short-and long-distance,8,BE86,BE86,BE86,1970s,2010s,8.464013268619884e-4,0.01295163999264621,0.01210523866578422,0.04198308828559187,0.9248035663387961,0.8828204780532043,49.601869648814365,71.40436013229899
Migratory strategy,short-and long-distance,8,BE87,BE87,BE87,1970s,2010s,0.0011479987538148425,0.01622022454592073,0.015072225792105888,0.060021785997440055,1.1288649232401642,1.068843137242724,52.28384246758582,69.59613413761683
Migratory strategy,short-and long-distance,8,BE88,BE88,BE88,1970s,2010s,6.082116793545718e-4,0.017424924582654336,0.016816712903299762,0.026753095907306002,1.364373293210875,1.337620197303569,43.986488282658634,78.30009746894642
Migratory strategy,short-and long-distance,8,BE89,BE89,BE89,1970s,2010s,9.431195251998124e-4,0.01260739069077782,0.011664271165578008,0.065764670939819,0.9287055589574406,0.8629408880176216,69.73100352883255,73.66358207942103
Migratory strategy,short-and long-distance,8,BE90,BE90,BE90,1970s,2010s,0.0014649420268867505,0.012761751031760441,0.011296809004873691,0.0864273616983734,0.9197430315701547,0.8333156698717813,58.99712078166407,72.07028481288897
Migratory strategy,short-and long-distance,8,BE91,BE91,BE91,1970s,2010s,0.001442822413744331,0.011013583950795264,0.009570761537050934,0.08869667565172043,0.69722233649756,0.6085256608458396,61.47442319082072,63.30567230544562
Migratory strategy,short-and long-distance,8,AF94,AF94,AF94,1970s,2010s,0.0015568565810349674,0.009382743252099153,0.007825886671064186,0.0771118201768115,0.5475922637201484,0.47048044354333685,49.53045843538721,58.3616378501712
