trait_family,trait_value,n_species,base_site,site_from,site_to,period_from,period_to,probability_from,probability_to,probability_delta,expected_group_richness_from,expected_group_richness_to,expected_group_richness_delta,expected_total_richness_from,expected_total_richness_to
Migratory strategy,long-distance,44,DC57,DC57,DC57,1970s,2010s,0.2186387306480207,0.23236275110478272,0.01372402045676202,10.38876854464107,17.130142731207698,6.7413741865666275,47.51568266907663,73.72155239926107
Migratory strategy,long-distance,44,DC58,DC58,DC58,1970s,2010s,0.20478729673946425,0.23197450295297045,0.027187206213506204,9.72183934176073,17.05401718332493,7.332177841564201,47.47286329058343,73.51677432748887
Migratory strategy,long-distance,44,DC59,DC59,DC59,1970s,2010s,0.2560707001627142,0.24751626641203434,-0.00855443375067988,10.426401967070728,16.082413437596884,5.656011470526156,40.71688779874274,64.9751778770971
Migratory strategy,long-distance,44,DC64,DC64,DC64,1970s,2010s,0.23950074127043935,0.23642504139661485,-0.0030756998738245,6.283958630227236,18.40434113299321,12.120382502765974,26.237741882942725,77.84429696733775
Migratory strategy,long-distance,44,DC65,DC65,DC65,1970s,2010s,0.2246428386717089,0.23629478591574288,0.011651947244033983,10.013257995479192,15.851322198048315,5.838064202569123,44.57412510760016,67.08282680304474
Migratory strategy,long-distance,44,DC69,DC69,DC69,1970s,2010s,0.23063126698999098,0.2410084586741211,0.010377191684130121,10.76623131441565,15.12679024665591,4.360558932240259,46.68157728536819,62.76456158374738
Migratory strategy,long-distance,44,DC79,DC79,DC79,1970s,2010s,0.23458559838630436,0.22683364842323106,-0.007751949963073296,10.172764829084226,12.508970976399176,2.3362061473149502,43.36483100012049,55.146011464135476
Migratory strategy,long-distance,44,DC89,DC89,DC89,1970s,2010s,0.26578100115731507,0.24518516345997926,-0.020595837697335806,11.395419158416924,16.683143467734062,5.287724309317138,42.87522098568666,68.04303829932677
Migratory strategy,long-distance,44,DD00,DD00,DD00,1970s,2010s,0.21946470987318809,0.2335255196479657,0.01406080977477761,9.847313295778743,13.720681936448543,3.873368640669799,44.86968907879884,58.75452908586673
Migratory strategy,long-distance,44,DD01,DD01,DD01,1970s,2010s,0.24653226934895087,0.23887159576571748,-0.007660673583233385,16.888753949519582,19.029586187687574,2.1408322381679916,68.50524677406274,79.66449977732628
Migratory strategy,long-distance,44,DD02,DD02,DD02,1970s,2010s,0.2920883545979165,0.2508723291618661,-0.04121602543605041,14.686067752616664,20.05496809412461,5.368900341507947,50.27953878145275,79.9409331476525
Migratory strategy,long-distance,44,DD03,DD03,DD03,1970s,2010s,0.27972322440452546,0.2469861928425461,-0.03273703156197935,13.739835117892722,16.61912991245443,2.879294794561707,49.11939345451945,67.28768811400376
Migratory strategy,long-distance,44,DD04,DD04,DD04,1970s,2010s,0.24151023010219905,0.24787723158280214,0.006367001480603096,11.512237054179554,14.767284212966306,3.255047158786752,47.667699415084655,59.57499250201755
Migratory strategy,long-distance,44,DD05,DD05,DD05,1970s,2010s,0.26338840334151864,0.23257254195855534,-0.0308158613829633,17.56431830089953,16.150345522046223,-1.4139727788533065,66.68599709807656,69.44218516098186
Migratory strategy,long-distance,44,DD06,DD06,DD06,1970s,2010s,0.26710395193448316,0.2353126528929697,-0.031791299041513454,12.499878750945566,14.225248006965455,1.7253692560198886,46.797805350373885,60.452541893001
Migratory strategy,long-distance,44,DD07,DD07,DD07,1970s,2010s,0.2716385984199382,0.2270735202059934,-0.044565078213944814,11.719424477121706,13.33482688152251,1.615402404400804,43.14344332981768,58.72471113948296
Migratory strategy,long-distance,44,DD08,DD08,DD08,1970s,2010s,0.24383765961907325,0.2198269861414918,-0.024010673477581457,14.284647599498888,16.062590257278174,1.7779426577792865,58.58261444033941,73.069237490885115
Migratory strategy,long-distance,44,DD09,DD09,DD09,1970s,2010s,0.24935300312154463,0.22281699361389803,-0.02653600950764659,18.89066642849637,18.174398601161275,-0.7162678273350949,75.75872835703649,81.56648335653543
Migratory strategy,long-distance,44,DD10,DD10,DD10,1970s,2010s,0.2272249501643185,0.24099924547815815,0.01377429531383964,12.103847395351302,16.943060400871378,4.839213005520076,53.26812652659122,70.30337529586554
Migratory strategy,long-distance,44,DD11,DD11,DD11,1970s,2010s,0.26551006415079936,0.24864149745004188,-0.01686856670075748,20.49009411881953,18.24185910047791,-2.248235018341621,77.17257040464558,73.36610858428064
Migratory strategy,long-distance,44,BD35,BD35,BD35,1970s,2010s,0.22675164012891078,0.24509928459840746,0.018347644469496688,9.529742937489981,14.282309499104981,4.752566561615,42.02722825763121,58.27152666931032
