trait_family,trait_value,n_species,base_site,site_from,site_to,period_from,period_to,probability_from,probability_to,probability_delta,expected_group_richness_from,expected_group_richness_to,expected_group_richness_delta,expected_total_richness_from,expected_total_richness_to
Migratory strategy,long-distance,44,AD90,AD90,AD90,1970s,1990s,0.33208553340468894,0.2509413814740664,-0.08114415193062252,15.58752900812981,10.68350848067066,-4.904020527459149,46.93829583095509,42.5737214719795
Migratory strategy,long-distance,44,BD19,BD19,BD19,1970s,1990s,0.24225973372159473,0.253100544549768,0.010840810828173258,16.26516189965764,12.857440411424985,-3.4077214882326565,67.13935349383976,50.79973428858737
Migratory strategy,long-distance,44,DC09,DC09,DC09,1970s,1990s,0.2578163809277767,0.2514745079052324,-0.006341873022544298,11.84011236653895,13.729091416027124,1.8889790494881744,45.92459301434293,54.59436636496333
Migratory strategy,long-distance,44,DB11,DB11,DB11,1970s,1990s,0.2582115883973386,0.18783155415317385,-0.07038003424416475,14.112993803012012,8.525791432581656,-5.587202370430356,54.656701856830665,45.390623907786015
Migratory strategy,long-distance,44,DB13,DB13,DB13,1970s,1990s,0.16675228775160256,0.23711647964853094,0.07036419189692839,5.460908650327623,17.141173698866474,11.680265048538852,32.74862806357594,72.29009862272841
Migratory strategy,long-distance,44,DB14,DB14,DB14,1970s,1990s,0.2606007602327215,0.2246276772694829,-0.03597308296323859,10.225759745168547,12.534013008051328,2.308253262882781,39.23917848910627,55.799058960194095
Migratory strategy,long-distance,44,DB15,DB15,DB15,1970s,1990s,0.2620656595414941,0.24414550011942138,-0.0179201594220727,10.812710166452433,15.507571758975535,4.694861592523102,41.259546120503465,63.517745571350524
Migratory strategy,long-distance,44,DB16,DB16,DB16,1970s,1990s,0.25421233281281674,0.2156821966237016,-0.03853013618911513,13.004072518522023,9.964408870122595,-3.0396636483994275,51.15437309682872,46.19949641697776
Migratory strategy,long-distance,44,DB20,DB20,DB20,1970s,1990s,0.1977129559693992,0.2271508515482707,0.029437895578871498,6.9310665393847675,14.244282364236938,7.31321582485217,35.05620815490471,62.7084700195806
Migratory strategy,long-distance,44,DB21,DB21,DB21,1970s,1990s,0.320692357435561,0.2027275866350072,-0.11796477080055381,10.007307939387115,9.332919653688105,-0.6743882856990098,31.20532094812379,46.0367521194399
Migratory strategy,long-distance,44,DB22,DB22,DB22,1970s,1990s,0.27544834177938887,0.23013634792995602,-0.04531199384943285,8.99885200769794,14.599850055503127,5.600998047805188,32.66983547465052,63.440000620617816
Migratory strategy,long-distance,44,DB23,DB23,DB23,1970s,1990s,0.16966404395831605,0.19670117113987218,0.027037127181556125,5.902873849441502,8.648513652017261,2.7456398025757593,34.79154281440887,43.96777915403153
Migratory strategy,long-distance,44,DB24,DB24,DB24,1970s,1990s,0.24671368069941096,0.23648600258064895,-0.010227678118762018,12.676880619668777,14.941027470447306,2.2641468507785287,51.382965807696465,63.1793311545023
Migratory strategy,long-distance,44,DB25,DB25,DB25,1970s,1990s,0.2412799073718108,0.2297025286912039,-0.011577378680606903,11.966566593706672,10.9980827462402,-0.9684838474664712,49.59620021432729,47.87967641847452
Migratory strategy,long-distance,44,DB26,DB26,DB26,1970s,1990s,0.2397852581644798,0.2275155377052905,-0.012269720459189282,11.363163098184891,12.008505567433753,0.6453424692488614,47.38891450278554,52.78103503853361
Migratory strategy,long-distance,44,DB31,DB31,DB31,1970s,1990s,0.30462433417275053,0.20703929759746406,-0.09758503657528647,10.108622471099851,9.657856691207078,-0.4507657798927731,33.18389681031626,46.647456803028554
Migratory strategy,long-distance,44,DB32,DB32,DB32,1970s,1990s,0.28794472350137157,0.2085433554546721,-0.07940136804669948,12.44403675951912,10.838231834921881,-1.6058049245972388,43.21675566129915,51.97112039984234
Migratory strategy,long-distance,44,BD21,BD21,BD21,1970s,1990s,0.24638044418663174,0.20635028365684865,-0.04003016052978309,13.02409927755163,13.229239540088281,0.20514026253665207,52.861741200880175,64.11059537038446
Migratory strategy,long-distance,44,DB33,DB33,DB33,1970s,1990s,0.21535198834875818,0.21101575997655242,-0.004336228372205764,10.922334116271257,9.254817500541785,-1.6675166157294719,50.718519945043454,43.85841844974119
Migratory strategy,long-distance,44,DB34,DB34,DB34,1970s,1990s,0.24770284608204973,0.2287571441469981,-0.01894570193505163,15.388432236499199,17.056865610270826,1.6684333737716273,62.12456772257633,74.56320402089902
Migratory strategy,long-distance,44,DB35,DB35,DB35,1970s,1990s,0.24139330236569398,0.23980132061418796,-0.0015919817515060164,11.58522049275266,15.020736249362184,3.435515756609524,47.993131454831584,62.6382549140702
Migratory strategy,long-distance,44,DB36,DB36,DB36,1970s,1990s,0.23069851941697617,0.23102830940304606,3.297899860698894e-4,8.831262993574459,14.786626177252014,5.955363183677555,38.280536068861316,64.00352500288459
Migratory strategy,long-distance,44,DB40,DB40,DB40,1970s,1990s,0.242166144095637,0.2278152802951915,-0.014350863800445507,15.13150037046226,16.288775141375588,1.157274770913327,62.48396292954345,71.49992362351384
Migratory strategy,long-distance,44,DB41,DB41,DB41,1970s,1990s,0.26545956257125713,0.2170129063916532,-0.04844665617960395,9.569032586771732,10.584108489860881,1.0150759030891496,36.04704420547338,48.77179272812122
Migratory strategy,long-distance,44,DB42,DB42,DB42,1970s,1990s,0.25758764548239294,0.21909611645799928,-0.03849152902439365,12.506648797732264,14.052933934499766,1.5462851367675015,48.552983875879015,64.14049761212318
Migratory strategy,long-distance,44,DB43,DB43,DB43,1970s,1990s,0.25335449777617947,0.21142754275559345,-0.04192695502058602,12.537468364201342,10.320835202449654,-2.2166331617516875,49.48587246032354,48.81499859448473
Migratory strategy,long-distance,44,DB44,DB44,DB44,1970s,1990s,0.2572699690271229,0.22471469916055595,-0.032555269866566955,14.818850301720632,12.428089904837323,-2.3907603968833087,57.60038903008669,55.30608345276782
Migratory strategy,long-distance,44,DB45,DB45,DB45,1970s,1990s,0.21880066616595253,0.2280936605158647,0.009292994349912154,9.957722932185664,12.234115950889565,2.276393018703901,45.510478129134604,53.63636991585148
Migratory strategy,long-distance,44,BD22,BD22,BD22,1970s,1990s,0.2580796734573903,0.2159672667101019,-0.04211240674728839,10.682257974887456,12.158784189143478,1.4765262142560225,41.39131854818906,56.29919929238401
Migratory strategy,long-distance,44,DB46,DB46,DB46,1970s,1990s,0.20434721568892078,0.24821751066383346,0.04387029497491268,4.6980018724649115,17.101457217237463,12.403455344772553,22.990290602328113,68.89706198205472
Migratory strategy,long-distance,44,DB52,DB52,DB52,1970s,1990s,0.2507440919342651,0.22471266411906435,-0.026031427815200764,9.444708237956277,13.347087208161165,3.9023789702048877,37.66672293292675,59.39623946200553
Migratory strategy,long-distance,44,DB53,DB53,DB53,1970s,1990s,0.24233942109400114,0.21728006006573453,-0.025059361028266613,10.259889427315638,12.074025840405575,1.814136413089937,42.336857045374906,55.568954816897495
Migratory strategy,long-distance,44,DB54,DB54,DB54,1970s,1990s,0.24760879547065817,0.23335689232286946,-0.014251903147788708,13.139052060170227,16.65486692556308,3.515814865392853,53.063753390485736,71.37079500750134
Migratory strategy,long-distance,44,DB55,DB55,DB55,1970s,1990s,0.22996023721883066,0.2413711835288917,0.011410946310061038,13.194514053340361,18.36072588718013,5.166211833839769,57.377371900971006,76.06842547955765
Migratory strategy,long-distance,44,DB56,DB56,DB56,1970s,1990s,0.23952341548488967,0.2327443549024877,-0.006779060582401963,12.502944650369939,11.126898550155108,-1.3760461002148308,52.19925836920393,47.807383147131176
Migratory strategy,long-distance,44,DB57,DB57,DB57,1970s,1990s,0.2477103343728555,0.22905672614912997,-0.018653608223725526,11.333480148301264,11.69424783233093,0.36076768402966586,45.7529564803785,51.05393772509111
Migratory strategy,long-distance,44,DB60,DB60,DB60,1970s,1990s,0.2491413536975387,0.21654910769384056,-0.032592246003698144,11.747804526813082,11.660152266790204,-0.08765226002287818,47.153169686454746,53.84530276280543
Migratory strategy,long-distance,44,DB62,DB62,DB62,1970s,1990s,0.2561304966927146,0.220288472503404,-0.035842024189310595,11.54211749122489,10.423258756722602,-1.1188587345022878,45.063425247139634,47.31640579405051
Migratory strategy,long-distance,44,DB63,DB63,DB63,1970s,1990s,0.21327682824629093,0.23714392435966772,0.023867096113376784,9.515515732332307,16.69563814572519,7.180122413392883,44.61579727425354,70.40297655023838
Migratory strategy,long-distance,44,DB64,DB64,DB64,1970s,1990s,0.21312447447799063,0.2487038105586314,0.03557933608064076,11.119178542459036,19.448684972331588,8.329506429872552,52.172227378828396,78.20018892612264
Migratory strategy,long-distance,44,DB65,DB65,DB65,1970s,1990s,0.23076871844653324,0.23551588918229735,0.004747170735764111,10.463152746295968,14.58512929672741,4.121976550431443,45.34042922598356,61.92843016819992
Migratory strategy,long-distance,44,DB66,DB66,DB66,1970s,1990s,0.24481460630870372,0.22444506755447347,-0.020369538754230254,10.607963819597856,11.780090964018218,1.1721271444203616,43.33060016125647,52.485408088369574
Migratory strategy,long-distance,44,DB67,DB67,DB67,1970s,1990s,0.2519666296636582,0.24180442329309973,-0.010162206370558452,12.860107194332631,14.963577403088165,2.1034702087555335,51.0389300817301,61.88297632980138
Migratory strategy,long-distance,44,DB68,DB68,DB68,1970s,1990s,0.2543122056232801,0.26220060939296025,0.007888403769680141,6.981110821821753,16.865550712971235,9.884439891149482,27.450946779027472,64.32307976712144
Migratory strategy,long-distance,44,DB70,DB70,DB70,1970s,1990s,0.2823839582601437,0.20124493920873926,-0.08113901905140442,11.535036656429572,9.659183118275955,-1.875853538153617,40.848767499048314,47.99714793452304
Migratory strategy,long-distance,44,DB72,DB72,DB72,1970s,1990s,0.25652169517474266,0.22116106111638578,-0.03536063405835688,14.341762818232363,14.725212017096425,0.3834491988640618,55.908576498618366,66.581395218335
Migratory strategy,long-distance,44,DB73,DB73,DB73,1970s,1990s,0.22366894849036417,0.23400660874422943,0.01033766025386526,10.545284828867159,16.60742483075986,6.062140001892702,47.146843135990586,70.9698966190817
Migratory strategy,long-distance,44,DB74,DB74,DB74,1970s,1990s,0.24657773939279898,0.21665241370278684,-0.029925325690012133,11.919701680668952,12.333309238174804,0.413607557505852,48.34054245943441,56.92671051933985
Migratory strategy,long-distance,44,DB75,DB75,DB75,1970s,1990s,0.2488439202372428,0.17781417258029536,-0.07102974765694745,11.312326676544636,7.386494218500066,-3.92583245804457,45.459526058581986,41.54052577088339
Migratory strategy,long-distance,44,DB77,DB77,DB77,1970s,1990s,0.2391227114811496,0.24479515916586755,0.005672447684717946,10.060247488820169,13.386175653973853,3.325928165153684,42.07148466369424,54.6831714302965
Migratory strategy,long-distance,44,DB78,DB78,DB78,1970s,1990s,0.2517454564490258,0.2638250548905162,0.012079598441490424,12.661179753221688,17.91452785717313,5.253348103951442,50.29357801254047,67.90305744315079
Migratory strategy,long-distance,44,DB79,DB79,DB79,1970s,1990s,0.23160365034310032,0.2601751766544107,0.02857152631131038,8.326183970088687,16.043111303266528,7.716927333177841,35.950141363291046,61.66272858757969
Migratory strategy,long-distance,44,DB80,DB80,DB80,1970s,1990s,0.2465978901564201,0.2131941094434395,-0.03340378071298061,7.642685741835644,9.216724730364035,1.5740389885283914,30.992502559481725,43.2316106407679
Migratory strategy,long-distance,44,BD26,BD26,BD26,1970s,1990s,0.2716515321361824,0.20539997308858363,-0.0662515590475988,17.577496938257006,7.349161537429106,-10.2283354008279,64.70604748676764,35.77975900834031
Migratory strategy,long-distance,44,DB81,DB81,DB81,1970s,1990s,0.2540234407367117,0.20358770579445215,-0.05043573494225953,9.86478009308922,9.892555032835247,0.027774939746027627,38.83413304094953,48.59112191589333
Migratory strategy,long-distance,44,DB82,DB82,DB82,1970s,1990s,0.25725292238073805,0.2018602852834097,-0.055392637097328334,14.119427158980987,9.469988711606343,-4.649438447374644,54.88539072098092,46.91358034251551
Migratory strategy,long-distance,44,DB83,DB83,DB83,1970s,1990s,0.27024699680023834,0.21212682931091922,-0.05812016748931911,16.719374885232025,15.340454399307927,-1.3789204859240982,61.86701455776281,72.31736998634466
Migratory strategy,long-distance,44,DB89,DB89,DB89,1970s,1990s,0.25479843687527876,0.2539962548605741,-8.021820147046665e-4,14.550088144502897,15.81309523616868,1.2630070916657825,57.10430692957908,62.25719841754733
Migratory strategy,long-distance,44,DC00,DC00,DC00,1970s,1990s,0.264924772823944,0.22796970020818594,-0.03695507261575806,19.15772352045055,20.01535909822782,0.8576355777772697,72.31382447266202,87.79833056739312
Migratory strategy,long-distance,44,DC01,DC01,DC01,1970s,1990s,0.2728867552565199,0.23422072699604546,-0.03866602826047444,14.39990888474377,17.002952642108994,2.6030437573652243,52.76880833299337,72.59371474154834
Migratory strategy,long-distance,44,DC02,DC02,DC02,1970s,1990s,0.2651913045999951,0.23498473897983865,-0.030206565620156473,13.892450142249412,11.51390221181886,-2.3785479304305532,52.38652211166681,48.998510549260544
Migratory strategy,long-distance,44,BD27,BD27,BD27,1970s,1990s,0.2423306033467433,0.23233138588938207,-0.009999217457361237,13.286472435087552,9.956390469238817,-3.330081965848734,54.827876675882955,42.85426366792848
Migratory strategy,long-distance,44,DC03,DC03,DC03,1970s,1990s,0.2725298714879573,0.23332067570618004,-0.039209195781777284,11.75049434631071,9.854648221230875,-1.895846125079835,43.116353749243764,42.23649786459902
Migratory strategy,long-distance,44,DC04,DC04,DC04,1970s,1990s,0.26962107598428436,0.2303524488223695,-0.03926862716191487,17.569309780255644,16.616477559985952,-0.9528322202696913,65.16296886701736,72.13501590686076
Migratory strategy,long-distance,44,DC05,DC05,DC05,1970s,1990s,0.2697614763485311,0.21925968494901776,-0.05050179139951333,13.09098634497003,16.1773692997705,3.08638295480047,48.52800526661009,73.78177754625553
Migratory strategy,long-distance,44,DC10,DC10,DC10,1970s,1990s,0.2711667993889026,0.24505952842860332,-0.026107270960299273,14.41456570448714,14.859454365993118,0.4448886615059777,53.15756109144478,60.63610120070207
Migratory strategy,long-distance,44,DC11,DC11,DC11,1970s,1990s,0.2689359580812737,0.2349157222402576,-0.03402023584101607,18.967851738033605,15.588595778405683,-3.3792559596279226,70.52925117697141,66.35824809742878
Migratory strategy,long-distance,44,DC12,DC12,DC12,1970s,1990s,0.22520034107113834,0.21836479329852956,-0.00683554777260878,9.611917146871786,10.954831997449768,1.3429148505779818,42.68162783925574,50.16757432354612
Migratory strategy,long-distance,44,DC13,DC13,DC13,1970s,1990s,0.25070386859988114,0.22658533120944715,-0.024118537390433986,9.28216632864187,16.381663519427253,7.099497190785383,37.02442399664777,72.29798783525243
Migratory strategy,long-distance,44,DC14,DC14,DC14,1970s,1990s,0.2881839201942831,0.2262664260473865,-0.06191749414689662,14.186495033503155,16.135774914940892,1.9492798814377377,49.22722622393066,71.31316473598964
Migratory strategy,long-distance,44,DC15,DC15,DC15,1970s,1990s,0.2558581234301858,0.22325280570161993,-0.0326053177285659,14.001228844136952,16.3710943658603,2.3698655217233497,54.72262774551837,73.32984826063269
Migratory strategy,long-distance,44,BD28,BD28,BD28,1970s,1990s,0.2558002374728931,0.20659189460602465,-0.049208342866868454,14.849108578423472,7.264243933295424,-7.584864645128048,58.04962780770294,35.16228914570196
Migratory strategy,long-distance,44,DC16,DC16,DC16,1970s,1990s,0.23415978518154262,0.23628808351080663,0.0021282983292640056,10.523351504994244,15.383286510917582,4.859935005923338,44.94090006460996,65.10394549885977
Migratory strategy,long-distance,44,DC17,DC17,DC17,1970s,1990s,0.27330637640887606,0.23750598661858888,-0.035800389790287185,12.757696980531394,15.698389684747724,2.94069270421633,46.679104776704605,66.09681679290799
Migratory strategy,long-distance,44,DC18,DC18,DC18,1970s,1990s,0.27444269891957374,0.2331594696380208,-0.041283229281552924,14.791106704076345,13.825015266756605,-0.96609143731974,53.89506356811818,59.294247358770754
Migratory strategy,long-distance,44,DC19,DC19,DC19,1970s,1990s,0.2667000509157257,0.2277708687296853,-0.038929182186040384,14.448779771638605,13.186722275227542,-1.2620574964110638,54.17614178185614,57.89468314702406
Migratory strategy,long-distance,44,DC20,DC20,DC20,1970s,1990s,0.2732755196711448,0.23028004325140186,-0.04299547641974291,11.458454878945657,9.68727711523526,-1.7711777637103978,41.93004515272562,42.06737578496736
Migratory strategy,long-distance,44,DC21,DC21,DC21,1970s,1990s,0.27657037397504985,0.22982770339797848,-0.04674267057707138,13.258974259268653,10.813627048150144,-2.4453472111185093,47.94068890569161,47.05101642783617
