trait_family,trait_value,n_species,base_site,site_from,site_to,period_from,period_to,probability_from,probability_to,probability_delta,expected_group_richness_from,expected_group_richness_to,expected_group_richness_delta,expected_total_richness_from,expected_total_richness_to
Migratory strategy,long-distance,44,DC22,DC22,DC22,1970s,1990s,0.26220367748040324,0.22356968037013017,-0.03863399711027307,11.164629562365539,9.948453807656238,-1.216175754709301,42.57998846412048,44.49822440675364
Migratory strategy,long-distance,44,DC23,DC23,DC23,1970s,1990s,0.2759784802705887,0.23619905925664145,-0.03977942101394724,19.694063636698747,15.939834609815565,-3.7542290268831824,71.3608670407537,67.48475061662367
Migratory strategy,long-distance,44,DC24,DC24,DC24,1970s,1990s,0.2624907534533725,0.21259618448389153,-0.049894568969480996,10.832383734447294,10.612006361525207,-0.22037737292208703,41.26767740171656,49.9162597263324
Migratory strategy,long-distance,44,DC25,DC25,DC25,1970s,1990s,0.27730170356869455,0.2197414254008582,-0.05756027816783635,13.594785411913485,13.416353440562052,-0.17843197135143285,49.02525024894309,61.055185275546386
Migratory strategy,long-distance,44,DC26,DC26,DC26,1970s,1990s,0.2531339225014512,0.22206318060050653,-0.031070741900944693,18.188548316440038,15.548290983952084,-2.6402573324879537,71.85346055835626,70.01742000590177
Migratory strategy,long-distance,44,DC27,DC27,DC27,1970s,1990s,0.28356280055574523,0.2347860277998949,-0.04877677275585032,15.395949111590044,14.912877224816638,-0.4830718867734056,54.294671520439344,63.51688541503283
Migratory strategy,long-distance,44,DC28,DC28,DC28,1970s,1990s,0.2621275183677564,0.22322560314274964,-0.038901915225006745,16.51901769537911,12.856945139273508,-3.662072556105601,63.019013792376676,57.59619397713833
Migratory strategy,long-distance,44,DC30,DC30,DC30,1970s,1990s,0.2509604212666341,0.2392660070779785,-0.011694414188655605,10.41886546989946,13.661060078185205,3.242194608285745,41.51597059533896,57.09569965671291
Migratory strategy,long-distance,44,DC31,DC31,DC31,1970s,1990s,0.25461429651834766,0.23323284660078267,-0.021381449917564993,11.235491241690125,10.84705171897928,-0.38843952271084525,44.127495570070984,46.5073932641479
Migratory strategy,long-distance,44,DC32,DC32,DC32,1970s,1990s,0.2686437003647039,0.23751326797967137,-0.031130432385032547,14.884302072561168,12.114890495944671,-2.7694115766164966,55.405364251440155,51.00721571891966
Migratory strategy,long-distance,44,DC33,DC33,DC33,1970s,1990s,0.28006451680091526,0.24394232428694407,-0.036122192513971196,16.917115507425308,13.614368953792429,-3.302746553632879,60.40435147109654,55.80978615985532
Migratory strategy,long-distance,44,DC34,DC34,DC34,1970s,1990s,0.276228415183919,0.23952665493888906,-0.03670176024502994,10.416763370721824,12.872631940515573,2.455868569793749,37.71068723609087,53.741960132995615
Migratory strategy,long-distance,44,DC35,DC35,DC35,1970s,1990s,0.2629999192404692,0.2461138741911802,-0.016886045049289033,10.272847676981815,16.909427446773538,6.636579769791723,39.06026932118189,68.70570585402417
Migratory strategy,long-distance,44,DC36,DC36,DC36,1970s,1990s,0.25531956729710603,0.24146041430572046,-0.01385915299138557,10.702988600015544,16.881941385851324,6.178952785835779,41.91996999415587,69.91597953806448
Migratory strategy,long-distance,44,DC37,DC37,DC37,1970s,1990s,0.22146135583182905,0.24437157645634433,0.022910220624515282,9.325178453482586,19.39551634370741,10.070337890224824,42.10747477119141,79.36895372597604
Migratory strategy,long-distance,44,DC39,DC39,DC39,1970s,1990s,0.2013229054561629,0.23675089273710148,0.03542798728093857,7.168120960829215,16.085664686474843,8.917543725645627,35.60509393895092,67.94341723702418
Migratory strategy,long-distance,44,DC40,DC40,DC40,1970s,1990s,0.2549777940779163,0.24225389834876795,-0.012723895729148366,16.961093666643645,22.0714555524666,5.110361885822954,66.51988549818836,91.1087734930514
Migratory strategy,long-distance,44,DC41,DC41,DC41,1970s,1990s,0.2662064617065337,0.25005919926565223,-0.016147262440881494,15.015962737449524,18.031868939648437,3.015906202198913,56.40720605047949,72.11040022763629
Migratory strategy,long-distance,44,DC42,DC42,DC42,1970s,1990s,0.24715933714911392,0.23844254350106903,-0.008716793648044896,15.954971685778276,17.396053858434374,1.441082172656099,64.5533843463598,72.95700508393705
Migratory strategy,long-distance,44,DC43,DC43,DC43,1970s,1990s,0.2618901781441741,0.23271875391448318,-0.029171424229690907,10.557141295118324,14.079268358397751,3.5221270632794273,40.31132961888504,60.499070752035045
Migratory strategy,long-distance,44,DC45,DC45,DC45,1970s,1990s,0.2897410591976086,0.2595208839869635,-0.030220175210645128,10.566112036358724,13.082230077577078,2.5161180412183537,36.46743083503552,50.40916120736641
Migratory strategy,long-distance,44,BD31,BD31,BD31,1970s,1990s,0.24627784560022115,0.20602265479765047,-0.04025519080257067,11.006536557546326,11.76766790632134,0.7611313487750131,44.691541501516376,57.118319914279354
Migratory strategy,long-distance,44,DC48,DC48,DC48,1970s,1990s,0.21394784096897224,0.21228677363529178,-0.0016610673336804604,8.697260608461622,12.147509382133505,3.4502487736718823,40.651312810971255,57.22216779742906
Migratory strategy,long-distance,44,DC49,DC49,DC49,1970s,1990s,0.1864342027440909,0.22076708588581123,0.03433288314172034,7.658012794620021,15.189990562505086,7.531977767885065,41.07622250586605,68.80550378040458
Migratory strategy,long-distance,44,DC50,DC50,DC50,1970s,1990s,0.2173332907323058,0.24017477360359513,0.022841482871289315,9.018575475763582,16.187832236488887,7.169256760725306,41.49652105931603,67.40021857252445
Migratory strategy,long-distance,44,DC51,DC51,DC51,1970s,1990s,0.2405360818627442,0.22285527035390743,-0.01768081150883677,8.623558863410775,13.087412506450129,4.463853643039354,35.85141487559272,58.72606237073298
Migratory strategy,long-distance,44,DC52,DC52,DC52,1970s,1990s,0.21493703435783462,0.21852287246529017,0.0035858381074555523,4.3274624559170665,16.770629448264188,12.443166992347122,20.133628757120363,76.74541918227808
Migratory strategy,long-distance,44,DC53,DC53,DC53,1970s,1990s,0.24086023851605223,0.22328141242204963,-0.017578826094002603,13.66009335045333,15.601088954556602,1.9409956041032714,56.713774903710174,69.87186611426125
Migratory strategy,long-distance,44,BD32,BD32,BD32,1970s,1990s,0.2808797174558161,0.23188083599698694,-0.048998881458829135,9.974062945854206,15.229697323575081,5.255634377720876,35.51008608310488,65.6789823018103
Migratory strategy,long-distance,44,DC56,DC56,DC56,1970s,1990s,0.28158368213797164,0.2458263289092177,-0.035757353228753924,11.076126876734332,18.14094129096037,7.0648144142260385,39.335116270364,73.79576211976756
Migratory strategy,long-distance,44,DC57,DC57,DC57,1970s,1990s,0.2186387306480207,0.2456723248566055,0.02703359420858481,10.38876854464107,20.833017987807178,10.444249443166107,47.51568266907663,84.80001970090458
Migratory strategy,long-distance,44,DC58,DC58,DC58,1970s,1990s,0.20478729673946425,0.2373675333660676,0.032580236626603365,9.72183934176073,17.659791508762183,7.937952167001454,47.47286329058343,74.39851296566029
Migratory strategy,long-distance,44,DC59,DC59,DC59,1970s,1990s,0.2560707001627142,0.22394582199396282,-0.0321248781687514,10.426401967070728,11.444519915909158,1.0181179488384302,40.71688779874274,51.1039670845821
Migratory strategy,long-distance,44,DC64,DC64,DC64,1970s,1990s,0.23950074127043935,0.22737771088767164,-0.012123030382767713,6.283958630227236,18.21850200468137,11.934543374454133,26.237741882942725,80.12439712563388
Migratory strategy,long-distance,44,DC65,DC65,DC65,1970s,1990s,0.2246428386717089,0.23113270122587068,0.006489862554161785,10.013257995479192,17.997490119442617,7.984232123963425,44.57412510760016,77.86648113394764
Migratory strategy,long-distance,44,DC69,DC69,DC69,1970s,1990s,0.23063126698999098,0.2162890376780554,-0.014342229311935573,10.76623131441565,12.443184537099814,1.6769532226841637,46.68157728536819,57.53035230394524
Migratory strategy,long-distance,44,DC79,DC79,DC79,1970s,1990s,0.23458559838630436,0.20543563388036018,-0.029149964505944176,10.172764829084226,9.899424625054777,-0.2733402040294486,43.36483100012049,48.18747574639324
Migratory strategy,long-distance,44,DC89,DC89,DC89,1970s,1990s,0.26578100115731507,0.2454016755878808,-0.020379325569434253,11.395419158416924,16.838471514195245,5.44305235577832,42.87522098568666,68.61595982935829
Migratory strategy,long-distance,44,DD00,DD00,DD00,1970s,1990s,0.21946470987318809,0.22976995865829877,0.010305248785110688,9.847313295778743,13.286782108460839,3.4394688126820956,44.86968907879884,57.82645471168931
Migratory strategy,long-distance,44,DD01,DD01,DD01,1970s,1990s,0.24653226934895087,0.24444193161985206,-0.0020903377290988068,16.888753949519582,21.035565609179926,4.146811659660344,68.50524677406274,86.05547121061757
Migratory strategy,long-distance,44,DD02,DD02,DD02,1970s,1990s,0.2920883545979165,0.24281624701038015,-0.049272107587536335,14.686067752616664,15.755801744845995,1.069733992229331,50.27953878145275,64.8877574661322
Migratory strategy,long-distance,44,DD03,DD03,DD03,1970s,1990s,0.27972322440452546,0.22736221934327322,-0.05236100506125224,13.739835117892722,17.541731667238988,3.8018965493462655,49.11939345451945,77.15323908214648
Migratory strategy,long-distance,44,DD04,DD04,DD04,1970s,1990s,0.24151023010219905,0.2483501798933267,0.0068399497911276474,11.512237054179554,13.948464365986812,2.436227311807258,47.667699415084655,56.16450276773733
Migratory strategy,long-distance,44,DD05,DD05,DD05,1970s,1990s,0.26338840334151864,0.24285619540360823,-0.020532207937910413,17.56431830089953,17.585705463324793,0.021387162425263284,66.68599709807656,72.41201087787243
Migratory strategy,long-distance,44,DD06,DD06,DD06,1970s,1990s,0.26710395193448316,0.23123467797695008,-0.03586927395753309,12.499878750945566,15.997499921864929,3.4976211709193628,46.797805350373885,69.1829619234689
Migratory strategy,long-distance,44,DD07,DD07,DD07,1970s,1990s,0.2716385984199382,0.228267943238113,-0.0433706551818252,11.719424477121706,13.904304974210316,2.18488049708861,43.14344332981768,60.91221034793452
Migratory strategy,long-distance,44,DD08,DD08,DD08,1970s,1990s,0.24383765961907325,0.23193440066191887,-0.011903258957154383,14.284647599498888,18.65895678775996,4.374309188261071,58.58261444033941,80.44928537771482
Migratory strategy,long-distance,44,DD09,DD09,DD09,1970s,1990s,0.24935300312154463,0.21590885662319367,-0.03344414649835095,18.89066642849637,15.169072252850242,-3.7215941756461284,75.75872835703649,70.25683193405753
Migratory strategy,long-distance,44,DD10,DD10,DD10,1970s,1990s,0.2272249501643185,0.23765259305338648,0.010427642889067973,12.103847395351302,15.532720443367573,3.4288730480162712,53.26812652659122,65.3589352584017
Migratory strategy,long-distance,44,DD11,DD11,DD11,1970s,1990s,0.26551006415079936,0.24412176678832603,-0.02138829736247333,20.49009411881953,18.447325021843106,-2.042769096976425,77.17257040464558,75.56608025796601
Migratory strategy,long-distance,44,BD35,BD35,BD35,1970s,1990s,0.22675164012891078,0.23009622922276723,0.0033445890938564593,9.529742937489981,14.617247726314057,5.087504788824075,42.02722825763121,63.526672191409084
Migratory strategy,long-distance,44,DD12,DD12,DD12,1970s,1990s,0.2778365919071601,0.23500264124575712,-0.04283395066140297,18.525300316625717,15.597593565576059,-2.9277067510496586,66.67696356862886,66.37199259928602
Migratory strategy,long-distance,44,DD13,DD13,DD13,1970s,1990s,0.2834988385552175,0.23360918668670574,-0.04988965186851177,12.153591916122188,12.709069138775659,0.5554772226534705,42.86998838534929,54.40312223602681
Migratory strategy,long-distance,44,DD14,DD14,DD14,1970s,1990s,0.25839860480011023,0.2370442402971146,-0.021354364502995632,11.214422271978469,15.491264833152016,4.276842561173547,43.39970132831648,65.35178755550038
Migratory strategy,long-distance,44,DD16,DD16,DD16,1970s,1990s,0.24736745266655946,0.22834934234796886,-0.019018110318590603,16.25578576182153,14.207478547426437,-2.048307214395095,65.7151358700921,62.21817151448788
