"","kvadratkod","survey","tmean_breeding"
"DE00","DE00","DE00_3",9.19157875952585
"DE01","DE01","DE01_3",9.31156189543889
"DE02","DE02","DE02_3",9.44388018666882
"DE03","DE03","DE03_3",9.32110820575237
"DE04","DE04","DE04_3",9.30588380068337
"DE05","DE05","DE05_3",9.28828813731269
"DE06","DE06","DE06_3",9.34239869422152
"DE07","DE07","DE07_3",9.33357651512051
"DE08","DE08","DE08_3",9.2494655177266
"DE09","DE09","DE09_3",9.42230271595358
"DE10","DE10","DE10_3",9.22012377501141
"DE11","DE11","DE11_3",9.47500675192433
"DE12","DE12","DE12_3",9.37741898125136
"DE13","DE13","DE13_3",9.24844625700766
"DE14","DE14","DE14_3",9.4885649205005
"DE15","DE15","DE15_3",9.32813913230128
"DE16","DE16","DE16_3",9.26490805917061
"DE17","DE17","DE17_3",9.25365782697329
"DE18","DE18","DE18_3",9.44576361831515
"DE19","DE19","DE19_3",9.50128739843851
"DE20","DE20","DE20_3",9.32649413115147
"DE21","DE21","DE21_3",9.36551486268
"DE22","DE22","DE22_3",9.23547069277143
"DE23","DE23","DE23_3",9.32521352364338
"DE24","DE24","DE24_3",9.56595388235187
"DE25","DE25","DE25_3",9.44483595884034
"DE26","DE26","DE26_3",9.3053047004633
"DE27","DE27","DE27_3",9.29755809792784
"DE28","DE28","DE28_3",9.48982017229612
"DE29","DE29","DE29_3",9.4306730800519
"DE30","DE30","DE30_3",9.31526764582265
"DE31","DE31","DE31_3",9.22945887683254
"DE32","DE32","DE32_3",9.33507240639096
"DE33","DE33","DE33_3",9.33827247670905
"DE34","DE34","DE34_3",9.54180672679801
"DE35","DE35","DE35_3",9.4015071362125
"DE36","DE36","DE36_3",9.43754387994969
"DE37","DE37","DE37_3",9.41731202513295
"DE38","DE38","DE38_3",9.42204180955181
"DE39","DE39","DE39_3",9.42620107074753
"DE40","DE40","DE40_3",9.5825029768278
"DE41","DE41","DE41_3",9.50118069131559
"DE42","DE42","DE42_3",9.37544106070164
"DE43","DE43","DE43_3",9.3354787297211
"DE44","DE44","DE44_3",9.57966446140625
"DE45","DE45","DE45_3",9.3757370553284
"DE46","DE46","DE46_3",9.40090359136761
"DE47","DE47","DE47_3",9.3842175809671
"DE48","DE48","DE48_3",9.32452769398237
"DE49","DE49","DE49_3",9.44630057053286
"DE50","DE50","DE50_3",9.66699408376556
"DE51","DE51","DE51_3",9.67929440270518
"DE52","DE52","DE52_3",9.51390440328848
"DE53","DE53","DE53_3",9.46932728545024
"DE54","DE54","DE54_3",9.65293403315731
"DE55","DE55","DE55_3",9.6101995804878
"DE56","DE56","DE56_3",9.58414287686702
"DE57","DE57","DE57_3",9.26130492151632
"DE58","DE58","DE58_3",9.36759740018757
"DE59","DE59","DE59_3",9.49503662304473
"DE65","DE65","DE65_3",9.70567194130994
"DE66","DE66","DE66_3",9.67748423601748
"DE67","DE67","DE67_3",9.4814290406693
"DE68","DE68","DE68_3",9.48808494172262
"DE69","DE69","DE69_3",9.50953412001706
"DE70","DE70","DE70_3",9.69994913730519
"DE75","DE75","DE75_3",9.58487100728157
"DE76","DE76","DE76_3",9.69093314547638
"DE77","DE77","DE77_3",9.66637496571853
"DE78","DE78","DE78_3",9.41562309419476
"DE79","DE79","DE79_3",9.6029689324085
"DE80","DE80","DE80_3",9.7048991346196
"DE83","DE83","DE83_3",9.60102373690143
"DE84","DE84","DE84_3",9.54634559782468
"DE85","DE85","DE85_3",9.56211647034792
"DE86","DE86","DE86_3",9.45832755944324
"DE87","DE87","DE87_3",9.59725891172116
"DE88","DE88","DE88_3",9.50878186041172
"DE89","DE89","DE89_3",9.6311443004019
"DE90","DE90","DE90_3",9.62608683424388
"DE91","DE91","DE91_3",9.62616185372509
"DE93","DE93","DE93_3",9.58622565663228
"DE94","DE94","DE94_3",9.60422071325029
"DE95","DE95","DE95_3",9.54947222216225
"DE96","DE96","DE96_3",9.39052327499555
"DE97","DE97","DE97_3",9.47447644513539
"DE98","DE98","DE98_3",9.5614060370093
"DE99","DE99","DE99_3",9.60702447258497
"DF00","DF00","DF00_3",9.69098781171348
"DF01","DF01","DF01_3",9.64809631955524
"DF02","DF02","DF02_3",9.66421212923818
"DF04","DF04","DF04_3",9.48735124990141
"DF05","DF05","DF05_3",9.33533029309517
"DF06","DF06","DF06_3",9.41314020488688
"DF07","DF07","DF07_3",9.49332585419264
"DF08","DF08","DF08_3",9.67343233311933
"DF09","DF09","DF09_3",9.45027608117395
"DF10","DF10","DF10_3",9.66202963360162
"DF14","DF14","DF14_3",9.57602468351897
"DF15","DF15","DF15_3",9.34686310606868
"DF16","DF16","DF16_3",9.48242188506489
"DF17","DF17","DF17_3",9.58842720208499
"DF18","DF18","DF18_3",9.62361003943849
"DF19","DF19","DF19_3",9.37742676136966
"DF20","DF20","DF20_3",9.712944836291
"DF21","DF21","DF21_3",9.77298056489671
"DF24","DF24","DF24_3",9.68842929957832
"DF25","DF25","DF25_3",9.6712235700833
"DF26","DF26","DF26_3",9.63079177697057
"DF27","DF27","DF27_3",9.66081032852829
"DF28","DF28","DF28_3",9.69502754544073
"DF29","DF29","DF29_3",9.36223202957951
"DF30","DF30","DF30_3",9.62398953841
"DF31","DF31","DF31_3",9.7486138807192
"DF32","DF32","DF32_3",9.78951454162598
"DF36","DF36","DF36_3",9.69143525997746
"DF37","DF37","DF37_3",9.72470653798038
"DF38","DF38","DF38_3",9.70603986945573
"DF39","DF39","DF39_3",9.4551120297002
"DF40","DF40","DF40_3",9.565359840139
"DF41","DF41","DF41_3",9.71624532258159
"DF42","DF42","DF42_3",9.76697964982709
"DF43","DF43","DF43_3",9.72313643343923
"DF47","DF47","DF47_3",9.71696490118616
"DF48","DF48","DF48_3",9.71080003632875
"DF49","DF49","DF49_3",9.6236083665161
"DF50","DF50","DF50_3",9.56194625143876
"DF51","DF51","DF51_3",9.68276033570209
"DF52","DF52","DF52_3",9.74949790454896
"DF55","DF55","DF55_3",9.72720184745659
"DF58","DF58","DF58_3",9.72854619631221
"DF59","DF59","DF59_3",9.66310344388727
"DF60","DF60","DF60_3",9.63664361665696
"DF61","DF61","DF61_3",9.65216356388541
"DF62","DF62","DF62_3",9.74017182663604
"DF65","DF65","DF65_3",9.73778543879062
"DF66","DF66","DF66_3",9.72937176793565
"DF69","DF69","DF69_3",9.72202779412903
"DF70","DF70","DF70_3",9.71422827750877
"DF71","DF71","DF71_3",9.70816204826089
"DF72","DF72","DF72_3",9.73478584554695
"DF80","DF80","DF80_3",9.74177788037337
"DF81","DF81","DF81_3",9.7377075327533
"DF90","DF90","DF90_3",9.73817688517691
"DF91","DF91","DF91_3",9.73711560936548
"DF96","DF96","DF96_3",9.66870769192544
"DF97","DF97","DF97_3",9.59425590613195
"DF98","DF98","DF98_3",9.66465960927835
"DG00","DG00","DG00_3",9.92249639005516
"DG05","DG05","DG05_3",9.88912768689306
"DG06","DG06","DG06_3",9.87579809294577
"DG07","DG07","DG07_3",9.82043268415379
"DG08","DG08","DG08_3",9.79339316194086
"DG09","DG09","DG09_3",9.72479989270444
"DG14","DG14","DG14_3",9.80183393899567
"DG15","DG15","DG15_3",9.74801150140811
"DG16","DG16","DG16_3",9.81504122709079
"DG17","DG17","DG17_3",9.72279743973025
"DG18","DG18","DG18_3",9.66586724780587
"DG19","DG19","DG19_3",9.64484737485993
"DG21","DG21","DG21_3",9.87793931115617
"DG22","DG22","DG22_3",9.88092535762224
"DG23","DG23","DG23_3",9.86369093870151
"DG24","DG24","DG24_3",9.6777141096097
"DG25","DG25","DG25_3",9.60796876618077
"DG26","DG26","DG26_3",9.62747235935321
"DG27","DG27","DG27_3",9.54218003473527
"DG28","DG28","DG28_3",9.61519004697774
"DG29","DG29","DG29_3",9.69088400311341
"DG30","DG30","DG30_3",9.85718226752618
"DG31","DG31","DG31_3",9.87987908728046
"DG32","DG32","DG32_3",9.88524582147442
"DG33","DG33","DG33_3",9.77184000232317
"DG34","DG34","DG34_3",9.55013203977997
"DG35","DG35","DG35_3",9.42314666169553
"DG36","DG36","DG36_3",9.46347677001441
"DG37","DG37","DG37_3",9.50004095338511
"DG38","DG38","DG38_3",9.44257132446172
"DG39","DG39","DG39_3",9.60133314380085
"DG40","DG40","DG40_3",9.91401071843059
"DG41","DG41","DG41_3",9.7831764796427
"DG42","DG42","DG42_3",9.83058416322636
"DG43","DG43","DG43_3",9.63427189181503
"DG44","DG44","DG44_3",9.65950235090806
"DG45","DG45","DG45_3",9.48312850089328
"DG46","DG46","DG46_3",9.3790345050772
"DG47","DG47","DG47_3",9.37279377226433
"DG48","DG48","DG48_3",9.39723564100509
"DG49","DG49","DG49_3",9.54567245482936
"DG50","DG50","DG50_3",9.87767551946027
"DG51","DG51","DG51_3",9.7975383085456
"DG52","DG52","DG52_3",9.53956671810877
"DG53","DG53","DG53_3",9.48398941598199
"DG54","DG54","DG54_3",9.64377747357708
"DG55","DG55","DG55_3",9.65696378060286
"DG56","DG56","DG56_3",9.50687643558227
"DG57","DG57","DG57_3",9.39164022837615
"DG58","DG58","DG58_3",9.5866051514674
"DG59","DG59","DG59_3",9.6248655641384
"DG60","DG60","DG60_3",9.84326617230177
"DG61","DG61","DG61_3",9.56935691154468
"DG62","DG62","DG62_3",9.52090842246427
"DG63","DG63","DG63_3",9.60821656018028
"DG64","DG64","DG64_3",9.6456599399715
"DG65","DG65","DG65_3",9.65306964905586
"DG66","DG66","DG66_3",9.62738096576103
"DG67","DG67","DG67_3",9.55015689461595
"DG68","DG68","DG68_3",9.69516491559611
"DG69","DG69","DG69_3",9.67647389636869
"DG70","DG70","DG70_3",9.828561987711
"DG71","DG71","DG71_3",9.60789064993069
"DG72","DG72","DG72_3",9.56574360477078
"DG73","DG73","DG73_3",9.58709933925302
"DG74","DG74","DG74_3",9.56059747698342
"DG75","DG75","DG75_3",9.54255171807906
"DG76","DG76","DG76_3",9.60569539622541
"DG77","DG77","DG77_3",9.66925522506009
"DG78","DG78","DG78_3",9.71988610235978
"DG79","DG79","DG79_3",9.72676161770899
"DG80","DG80","DG80_3",9.76319039577924
"DG81","DG81","DG81_3",9.56450172986653
"DG82","DG82","DG82_3",9.4818941308613
"DG83","DG83","DG83_3",9.45621228133409
"DG84","DG84","DG84_3",9.41050471624778
"DG85","DG85","DG85_3",9.41830384881212
"DG86","DG86","DG86_3",9.55251864068449
"DG87","DG87","DG87_3",9.66556622166498
"DG88","DG88","DG88_3",9.72672726748165
"DG89","DG89","DG89_3",9.7491447439143
"DG90","DG90","DG90_3",9.69426926774483
"DG91","DG91","DG91_3",9.43037766308957
"DG92","DG92","DG92_3",9.38995190215571
"DG93","DG93","DG93_3",9.27929218078968
"DG94","DG94","DG94_3",9.31847457490429
"DG95","DG95","DG95_3",9.39457649456266
"DG96","DG96","DG96_3",9.54709078678712
"DG97","DG97","DG97_3",9.67301661366697
"DG98","DG98","DG98_3",9.70797919899243
"DG99","DG99","DG99_3",9.7196426360505
"DH06","DH06","DH06_3",10.0123599619801
"DH07","DH07","DH07_3",10.0054489675528
"DH08","DH08","DH08_3",9.9801964104673
"DH09","DH09","DH09_3",9.85169419325363
"DH16","DH16","DH16_3",10.0470495127438
"DH17","DH17","DH17_3",9.940636786504
"DH18","DH18","DH18_3",9.91243141602888
"DH19","DH19","DH19_3",9.86102139813529
"DH25","DH25","DH25_3",10.0589698399994
"DH26","DH26","DH26_3",9.99386386100131
"DH27","DH27","DH27_3",9.82764598306066
"DH28","DH28","DH28_3",9.79232351251925
"DH29","DH29","DH29_3",9.891391348923
"DH36","DH36","DH36_3",10.0240070366425
"DH37","DH37","DH37_3",9.88905200325001
"DH38","DH38","DH38_3",9.96761055615089
"DH49","DH49","DH49_3",9.93179050041511
"DH57","DH57","DH57_3",9.94176113424937
"DH58","DH58","DH58_3",9.93236054612389
"DH59","DH59","DH59_3",9.91958112370797
"DH66","DH66","DH66_3",9.83591641243759
"DH67","DH67","DH67_3",9.86894010736476
"DH69","DH69","DH69_3",9.90190367358212
"DH75","DH75","DH75_3",9.89655072671177
"DH76","DH76","DH76_3",9.83442822434108
"DH77","DH77","DH77_3",9.91393805024648
"DH78","DH78","DH78_3",9.90715393366707
"DH79","DH79","DH79_3",9.89451054077247
"DH85","DH85","DH85_3",9.91836880885905
"DH86","DH86","DH86_3",9.91409777015816
"DH87","DH87","DH87_3",9.93332939010354
"DH88","DH88","DH88_3",9.90661188912169
"DH89","DH89","DH89_3",9.8842168622034
"DH95","DH95","DH95_3",9.93721864965838
"DH96","DH96","DH96_3",9.93951131781419
"DH97","DH97","DH97_3",9.91912190689123
"DH98","DH98","DH98_3",9.88439282821589
"DH99","DH99","DH99_3",9.85199857720662
"EB01","EB01","EB01_3",9.63793652308392
"EB02","EB02","EB02_3",9.67566898930247
"EB03","EB03","EB03_3",9.61601409518964
"EB04","EB04","EB04_3",9.60861756045953
"EB05","EB05","EB05_3",9.6458330154419
"EB06","EB06","EB06_3",9.66197410386182
"EB07","EB07","EB07_3",9.61512891845802
"EB08","EB08","EB08_3",9.58607884536108
"EB09","EB09","EB09_3",9.63035306578223
"EB10","EB10","EB10_3",9.6258621769076
"EB11","EB11","EB11_3",9.64238522721911
"EB12","EB12","EB12_3",9.66038879907375
"EB13","EB13","EB13_3",9.66257113457984
"EB14","EB14","EB14_3",9.70000012715658
"ED00","ED00","ED00_3",9.5194104475654
"ED01","ED01","ED01_3",9.50463266914004
"ED02","ED02","ED02_3",9.49449904443075
"ED03","ED03","ED03_3",9.62660961066786
"ED10","ED10","ED10_3",9.57088060940121
"ED11","ED11","ED11_3",9.47065503752474
"ED12","ED12","ED12_3",9.45359302288695
"ED13","ED13","ED13_3",9.53041896029926
"ED20","ED20","ED20_3",9.61151803405686
"ED21","ED21","ED21_3",9.53805709770371
"ED22","ED22","ED22_3",9.54789596172296
"ED23","ED23","ED23_3",9.62541924990185
"ED30","ED30","ED30_3",9.63050192755629
"ED31","ED31","ED31_3",9.59014021274363
"ED32","ED32","ED32_3",9.62698122514938
"ED41","ED41","ED41_3",9.63535789668565
"EE04","EE04","EE04_3",9.66682795818913
"EE05","EE05","EE05_3",9.59416692129742
"EE06","EE06","EE06_3",9.53826839035421
"EE07","EE07","EE07_3",9.54675874476129
"EE08","EE08","EE08_3",9.5124193736153
"EE09","EE09","EE09_3",9.62092621394464
"EE14","EE14","EE14_3",9.68011647528761
"EE15","EE15","EE15_3",9.55317234186593
"EE16","EE16","EE16_3",9.62208129698783
"EE17","EE17","EE17_3",9.56832232413051
"EE18","EE18","EE18_3",9.50340647090186
"EE19","EE19","EE19_3",9.54116572944663
"EE20","EE20","EE20_3",9.69158679653411
"EE24","EE24","EE24_3",9.66217440650577
"EE26","EE26","EE26_3",9.65447551597094
"EE27","EE27","EE27_3",9.54502057461281
"EE28","EE28","EE28_3",9.52854239372713
"EE29","EE29","EE29_3",9.48079045559209
"EE38","EE38","EE38_3",9.5743334778949
"EE39","EE39","EE39_3",9.5732231423722
"EE81","EE81","EE81_3",9.63851719906495
"EE90","EE90","EE90_3",9.59215959895908
"EE91","EE91","EE91_3",9.60585714400789
"EF00","EF00","EF00_3",9.72068166130329
"EF01","EF01","EF01_3",9.71035407758836
"EF02","EF02","EF02_3",9.70660242800226
"EF06","EF06","EF06_3",9.66597733296316
"EF07","EF07","EF07_3",9.63134494978873
"EF08","EF08","EF08_3",9.66815502848699
"EF09","EF09","EF09_3",9.69819308141269
"EF10","EF10","EF10_3",9.67231643176232
"EF11","EF11","EF11_3",9.68297070734096
"EF19","EF19","EF19_3",9.6978934911376
"EF20","EF20","EF20_3",9.72243380300759
"EF35","EF35","EF35_3",9.61527292501036
"EF44","EF44","EF44_3",9.64174066900341
"EF45","EF45","EF45_3",9.54911879725818
"EF53","EF53","EF53_3",9.63106208639525
"EF54","EF54","EF54_3",9.5896455601853
"EF55","EF55","EF55_3",9.56729740153219
"EF60","EF60","EF60_3",9.71962137344486
"EF61","EF61","EF61_3",9.70344397927659
"EF63","EF63","EF63_3",9.59840625238799
"EF64","EF64","EF64_3",9.59899980030132
"EF65","EF65","EF65_3",9.63723745173472
"EF66","EF66","EF66_3",9.67446006891827
"EF68","EF68","EF68_3",9.64260876134895
"EF69","EF69","EF69_3",9.65962368532704
"EF70","EF70","EF70_3",9.67683122585406
"EF71","EF71","EF71_3",9.68564697292526
"EF72","EF72","EF72_3",9.61455588233404
"EF73","EF73","EF73_3",9.53586079253004
"EF74","EF74","EF74_3",9.57621404251656
"EF75","EF75","EF75_3",9.67223464911869
"EF76","EF76","EF76_3",9.6706771110337
"EF78","EF78","EF78_3",9.64587183701457
"EF79","EF79","EF79_3",9.6528218181234
"EF80","EF80","EF80_3",9.64219811378569
"EF81","EF81","EF81_3",9.65324904660089
"EF82","EF82","EF82_3",9.63935298099955
"EF83","EF83","EF83_3",9.48178590798912
"EF84","EF84","EF84_3",9.6129621674693
"EF85","EF85","EF85_3",9.62298534097393
"EF86","EF86","EF86_3",9.63017022642076
"EF87","EF87","EF87_3",9.63470576148544
"EF90","EF90","EF90_3",9.53068105605652
"EF91","EF91","EF91_3",9.48952854430711
"EF92","EF92","EF92_3",9.47841524243063
"EF93","EF93","EF93_3",9.540753820063
"EF94","EF94","EF94_3",9.44545649790645
"EF95","EF95","EF95_3",9.48314860987218
"EF96","EF96","EF96_3",9.62430756429784
"EF97","EF97","EF97_3",9.49859562826746
"EF98","EF98","EF98_3",9.65532729479354
"EG00","EG00","EG00_3",9.71110353543765
"EG01","EG01","EG01_3",9.41100800239914
"EG02","EG02","EG02_3",9.31339175752458
"EG03","EG03","EG03_3",9.1957205058755
"EG04","EG04","EG04_3",9.32204831612784
"EG05","EG05","EG05_3",9.42718098738416
"EG06","EG06","EG06_3",9.58235086170776
"EG07","EG07","EG07_3",9.66188801062031
"EG08","EG08","EG08_3",9.68437859223058
"EG09","EG09","EG09_3",9.71832670415612
"EG10","EG10","EG10_3",9.74066647272218
"EG11","EG11","EG11_3",9.5069561080415
"EG12","EG12","EG12_3",9.42576081273848
"EG13","EG13","EG13_3",9.30687609544347
"EG14","EG14","EG14_3",9.40843229304087
"EG15","EG15","EG15_3",9.51340126237122
"EG16","EG16","EG16_3",9.65574907631584
"EG17","EG17","EG17_3",9.67374370738714
"EG18","EG18","EG18_3",9.71539698418573
"EG19","EG19","EG19_3",9.71140222624907
"EG21","EG21","EG21_3",9.72674260151828
"EG22","EG22","EG22_3",9.64423229954637
"EG23","EG23","EG23_3",9.62248803310757
"EG24","EG24","EG24_3",9.59305781656092
"EG25","EG25","EG25_3",9.65023925745069
"EG26","EG26","EG26_3",9.68608921367291
"EG27","EG27","EG27_3",9.68657823503871
"EG30","EG30","EG30_3",9.80257282592543
"EG31","EG31","EG31_3",9.81172053615425
"EG33","EG33","EG33_3",9.77810762225547
"EG34","EG34","EG34_3",9.76133104538579
"EG35","EG35","EG35_3",9.76166765859366
"EG36","EG36","EG36_3",9.75037661699693
"EG40","EG40","EG40_3",9.78974520084017
"EG41","EG41","EG41_3",9.77650204407514
"EG42","EG42","EG42_3",9.76856798418094
"EG44","EG44","EG44_3",9.77477857425521
"EG46","EG46","EG46_3",9.74583339691162
"EG67","EG67","EG67_3",9.73164970944791
"EG72","EG72","EG72_3",9.79715673716068
"EG73","EG73","EG73_3",9.79338440114551
"EG74","EG74","EG74_3",9.77715917936448
"EG76","EG76","EG76_3",9.71680114574072
"EG77","EG77","EG77_3",9.72795821011119
"EG78","EG78","EG78_3",9.72791301656717
"EG79","EG79","EG79_3",9.69445454983215
"EG83","EG83","EG83_3",9.78423525211939
"EG84","EG84","EG84_3",9.76378351275295
"EG85","EG85","EG85_3",9.72027875760351
"EG86","EG86","EG86_3",9.65907891293894
"EG87","EG87","EG87_3",9.71331728726176
"EG88","EG88","EG88_3",9.71413181801271
"EG89","EG89","EG89_3",9.65861312563128
"EG93","EG93","EG93_3",9.76189466775252
"EG94","EG94","EG94_3",9.74343137991916
"EG95","EG95","EG95_3",9.6789474140143
"EG96","EG96","EG96_3",9.65497923580488
"EG97","EG97","EG97_3",9.56014295497242
"EG98","EG98","EG98_3",9.528933074521
"EG99","EG99","EG99_3",9.59085758818853
"EH05","EH05","EH05_3",9.94311490136842
"EH06","EH06","EH06_3",9.92509502675571
"EH07","EH07","EH07_3",9.91631169599935
"EH08","EH08","EH08_3",9.86782705239255
"EH09","EH09","EH09_3",9.78308020690515
"EH13","EH13","EH13_3",9.98677994935406
"EH14","EH14","EH14_3",9.95330806267442
"EH15","EH15","EH15_3",9.90727677818757
"EH16","EH16","EH16_3",9.92585970013973
"EH17","EH17","EH17_3",9.90225865154023
"EH18","EH18","EH18_3",9.88668809763714
"EH19","EH19","EH19_3",9.85391217852068
"EH23","EH23","EH23_3",9.9798199926645
"EH24","EH24","EH24_3",9.94804291459642
"EH25","EH25","EH25_3",9.89499162632905
"EH26","EH26","EH26_3",9.86433800362848
"EH27","EH27","EH27_3",9.83894478218365
"EH28","EH28","EH28_3",9.83250160854458
"EH36","EH36","EH36_3",9.9092805538238
"EH37","EH37","EH37_3",9.85935218269532
"EH38","EH38","EH38_3",9.8260046198829
"EH39","EH39","EH39_3",9.81564429973314
"EH49","EH49","EH49_3",9.84977596842382
"EH54","EH54","EH54_3",9.98107304847606
"EH55","EH55","EH55_3",9.94343552861781
"EH56","EH56","EH56_3",9.92479586437879
"EH57","EH57","EH57_3",9.89843239931913
"EH63","EH63","EH63_3",9.98707612736681
"EH64","EH64","EH64_3",9.97717547616228
"EH65","EH65","EH65_3",9.93717805995468
"EH66","EH66","EH66_3",9.90314727110308
"EH67","EH67","EH67_3",9.86366503687734
"EH68","EH68","EH68_3",9.8706971295969
"EH73","EH73","EH73_3",9.98498793390338
"EH74","EH74","EH74_3",9.96572560181432
"EH75","EH75","EH75_3",9.93583243926708
"EH76","EH76","EH76_3",9.88469319887513
"EH77","EH77","EH77_3",9.86390435191888
"EH78","EH78","EH78_3",9.86262888519465
"EH83","EH83","EH83_3",9.99368203457814
"EH84","EH84","EH84_3",9.95767770113338
"EH85","EH85","EH85_3",9.92939171228423
"EH86","EH86","EH86_3",9.87453210151769
"EH87","EH87","EH87_3",9.8332807940306
"EH88","EH88","EH88_3",9.84528011314976
"EH92","EH92","EH92_3",10.0110671032927
"EH93","EH93","EH93_3",9.99160029842136
"EH94","EH94","EH94_3",9.94280066612764
"EH95","EH95","EH95_3",9.89970362591242
"EH96","EH96","EH96_3",9.85746417821186
"EH97","EH97","EH97_3",9.83814022008919
"EH98","EH98","EH98_3",9.83760945996241
"FE00","FE00","FE00_3",9.62244646196089
"FE10","FE10","FE10_3",9.59427396844493
"FE20","FE20","FE20_3",9.6126513499979
"FE30","FE30","FE30_3",9.63814212653771
"FE40","FE40","FE40_3",9.63658902240941
"FE41","FE41","FE41_3",9.65386826854805
"FE50","FE50","FE50_3",9.63063961339649
"FE51","FE51","FE51_3",9.63150163514165
"FE60","FE60","FE60_3",9.63369993855826
"FE61","FE61","FE61_3",9.64047007345028
"FE62","FE62","FE62_3",9.62126141644338
"FE70","FE70","FE70_3",9.62379072454152
"FE71","FE71","FE71_3",9.62074452745786
"FE72","FE72","FE72_3",9.62616165237519
"FE73","FE73","FE73_3",9.65442059734197
"FE80","FE80","FE80_3",9.61405663120285
"FE81","FE81","FE81_3",9.64819100252065
"FE82","FE82","FE82_3",9.61492450100789
"FE83","FE83","FE83_3",9.57462337258366
"FE90","FE90","FE90_3",9.61450147282864
"FE91","FE91","FE91_3",9.64531036097346
"FE92","FE92","FE92_3",9.53738073452494
"FE93","FE93","FE93_3",9.59565432992843
"FE94","FE94","FE94_3",9.62110034904101
"FF00","FF00","FF00_3",9.53786995643414
"FF01","FF01","FF01_3",9.44327442900642
"FF02","FF02","FF02_3",9.49164869907727
"FF03","FF03","FF03_3",9.38513258594399
"FF04","FF04","FF04_3",9.5205790769906
"FF05","FF05","FF05_3",9.60387389200908
"FF06","FF06","FF06_3",9.60748643870552
"FF07","FF07","FF07_3",9.49764852995764
"FF08","FF08","FF08_3",9.50052312001094
"FF10","FF10","FF10_3",9.49400566339891
"FF11","FF11","FF11_3",9.4922423658248
"FF12","FF12","FF12_3",9.49800772794148
"FF13","FF13","FF13_3",9.38321940160075
"FF14","FF14","FF14_3",9.58247997073338
"FF15","FF15","FF15_3",9.61022884250023
"FF16","FF16","FF16_3",9.68033713361057
"FF17","FF17","FF17_3",9.56596659622131
"FF18","FF18","FF18_3",9.5291677548846
"FF19","FF19","FF19_3",9.64247604808421
"FF20","FF20","FF20_3",9.48332723523914
"FF21","FF21","FF21_3",9.48423153519077
"FF22","FF22","FF22_3",9.50355902582228
"FF23","FF23","FF23_3",9.39678443490878
"FF24","FF24","FF24_3",9.55655396127572
"FF25","FF25","FF25_3",9.63651252486472
"FF26","FF26","FF26_3",9.67368892065525
"FF27","FF27","FF27_3",9.46817804378507
"FF28","FF28","FF28_3",9.55890256000939
"FF29","FF29","FF29_3",9.55994916056624
"FF30","FF30","FF30_3",9.46278627860769
"FF31","FF31","FF31_3",9.45328424661059
"FF32","FF32","FF32_3",9.47825674359059
"FF33","FF33","FF33_3",9.32683785888731
"FF34","FF34","FF34_3",9.50401218352827
"FF35","FF35","FF35_3",9.59019528982706
"FF36","FF36","FF36_3",9.56688668064277
"FF37","FF37","FF37_3",9.64031014491941
"FF38","FF38","FF38_3",9.49623200269175
"FF39","FF39","FF39_3",9.55716335528181
"FF40","FF40","FF40_3",9.49465143352069
"FF41","FF41","FF41_3",9.37677774149502
"FF42","FF42","FF42_3",9.44757653345886
"FF43","FF43","FF43_3",9.39742865710907
"FF44","FF44","FF44_3",9.49777147867236
"FF45","FF45","FF45_3",9.57574190011531
"FF46","FF46","FF46_3",9.63210255879135
"FF47","FF47","FF47_3",9.6236083772704
"FF48","FF48","FF48_3",9.60004237862072
"FF49","FF49","FF49_3",9.63776579657771
"FF50","FF50","FF50_3",9.41262588497103
"FF51","FF51","FF51_3",9.23846916168997
"FF52","FF52","FF52_3",9.28792324863844
"FF53","FF53","FF53_3",9.41802903050451
"FF54","FF54","FF54_3",9.52764357401176
"FF55","FF55","FF55_3",9.59950157500462
"FF56","FF56","FF56_3",9.63595895998206
"FF57","FF57","FF57_3",9.65412266554242
"FF60","FF60","FF60_3",9.41464785321397
"FF61","FF61","FF61_3",9.23658781681112
"FF62","FF62","FF62_3",9.26231449648303
"FF63","FF63","FF63_3",9.35508480036914
"FF64","FF64","FF64_3",9.49999106123199
"FF65","FF65","FF65_3",9.5653183750531
"FF66","FF66","FF66_3",9.52186652064954
"FF67","FF67","FF67_3",9.53007612579353
"FF68","FF68","FF68_3",9.65873987727851
"FF69","FF69","FF69_3",9.63825083010197
"FF70","FF70","FF70_3",9.44456535582902
"FF71","FF71","FF71_3",9.35952480990686
"FF72","FF72","FF72_3",9.44656900489203
"FF73","FF73","FF73_3",9.49658029489556
"FF74","FF74","FF74_3",9.6210617842279
"FF75","FF75","FF75_3",9.63806025752428
"FF76","FF76","FF76_3",9.60220278251687
"FF77","FF77","FF77_3",9.57782685249135
"FF78","FF78","FF78_3",9.59364077586013
"FF79","FF79","FF79_3",9.63378081949442
"FF80","FF80","FF80_3",9.47602427919398
"FF81","FF81","FF81_3",9.42706566514568
"FF82","FF82","FF82_3",9.45556722563902
"FF83","FF83","FF83_3",9.42804019725057
"FF84","FF84","FF84_3",9.57800299433299
"FF85","FF85","FF85_3",9.65039250981322
"FF86","FF86","FF86_3",9.64025330444452
"FF87","FF87","FF87_3",9.63311830388067
"FF88","FF88","FF88_3",9.61819573571954
"FF89","FF89","FF89_3",9.61440280808201
"FF90","FF90","FF90_3",9.55925275128294
"FF91","FF91","FF91_3",9.53311379920124
"FF92","FF92","FF92_3",9.44869987122571
"FF93","FF93","FF93_3",9.37419112054788
