"","kvadratkod","survey","tmean_year"
"DE00","DE00","DE00_3",9.1344234217782
"DE01","DE01","DE01_3",9.24018524000155
"DE02","DE02","DE02_3",9.36182711259599
"DE03","DE03","DE03_3",9.23236896059089
"DE04","DE04","DE04_3",9.20431447568495
"DE05","DE05","DE05_3",9.17387971443188
"DE06","DE06","DE06_3",9.21850125406074
"DE07","DE07","DE07_3",9.20402753232658
"DE08","DE08","DE08_3",9.1165222938994
"DE09","DE09","DE09_3",9.28547355735041
"DE10","DE10","DE10_3",9.16404110858165
"DE11","DE11","DE11_3",9.40450133062378
"DE12","DE12","DE12_3",9.30527264544669
"DE13","DE13","DE13_3",9.16281329488167
"DE14","DE14","DE14_3",9.39496502915656
"DE15","DE15","DE15_3",9.21760609368896
"DE16","DE16","DE16_3",9.14072820287954
"DE17","DE17","DE17_3",9.12400691574487
"DE18","DE18","DE18_3",9.31034793183148
"DE19","DE19","DE19_3",9.36556605018519
"DE20","DE20","DE20_3",9.27574397268055
"DE21","DE21","DE21_3",9.30668850241637
"DE22","DE22","DE22_3",9.16905503531314
"DE23","DE23","DE23_3",9.24142813509546
"DE24","DE24","DE24_3",9.46530788967266
"DE25","DE25","DE25_3",9.33525933218466
"DE26","DE26","DE26_3",9.18652048869424
"DE27","DE27","DE27_3",9.17193981014074
"DE28","DE28","DE28_3",9.35817729991909
"DE29","DE29","DE29_3",9.29872024701565
"DE30","DE30","DE30_3",9.2786819563207
"DE31","DE31","DE31_3",9.17709891075099
"DE32","DE32","DE32_3",9.27135138570742
"DE33","DE33","DE33_3",9.26216490266288
"DE34","DE34","DE34_3",9.44719631094041
"DE35","DE35","DE35_3",9.2960384278122
"DE36","DE36","DE36_3",9.32423624482156
"DE37","DE37","DE37_3",9.30034366417621
"DE38","DE38","DE38_3",9.30107573484465
"DE39","DE39","DE39_3",9.30082584723916
"DE40","DE40","DE40_3",9.54786370134642
"DE41","DE41","DE41_3",9.45397025146445
"DE42","DE42","DE42_3",9.32050751082737
"DE43","DE43","DE43_3",9.27081260467635
"DE44","DE44","DE44_3",9.49566364263405
"DE45","DE45","DE45_3",9.28204878750884
"DE46","DE46","DE46_3",9.3000808655528
"DE47","DE47","DE47_3",9.27744947634842
"DE48","DE48","DE48_3",9.21517975217488
"DE49","DE49","DE49_3",9.331030532952
"DE50","DE50","DE50_3",9.63711568150061
"DE51","DE51","DE51_3",9.63488346341843
"DE52","DE52","DE52_3",9.46342789016639
"DE53","DE53","DE53_3",9.4120053287203
"DE54","DE54","DE54_3",9.57301190907408
"DE55","DE55","DE55_3",9.52724764754996
"DE56","DE56","DE56_3",9.49594714427502
"DE57","DE57","DE57_3",9.16874939987659
"DE58","DE58","DE58_3",9.26850548395505
"DE59","DE59","DE59_3",9.38813908728317
"DE65","DE65","DE65_3",9.64871428798401
"DE66","DE66","DE66_3",9.60527512862707
"DE67","DE67","DE67_3",9.4029544825352
"DE68","DE68","DE68_3",9.4026924293083
"DE69","DE69","DE69_3",9.42025354390258
"DE70","DE70","DE70_3",9.70010039889874
"DE75","DE75","DE75_3",9.54228198583961
"DE76","DE76","DE76_3",9.64545283927461
"DE77","DE77","DE77_3",9.60567763925595
"DE78","DE78","DE78_3",9.35370304069854
"DE79","DE79","DE79_3",9.53075957333561
"DE80","DE80","DE80_3",9.71572612572594
"DE83","DE83","DE83_3",9.59950237779337
"DE84","DE84","DE84_3",9.5337588348976
"DE85","DE85","DE85_3",9.540288919838
"DE86","DE86","DE86_3",9.4368035034675
"DE87","DE87","DE87_3",9.56806394066551
"DE88","DE88","DE88_3",9.47228032408637
"DE89","DE89","DE89_3",9.58104234396817
"DE90","DE90","DE90_3",9.65618802257494
"DE91","DE91","DE91_3",9.65182596789447
"DE93","DE93","DE93_3",9.58662266769923
"DE94","DE94","DE94_3",9.60047767827864
"DE95","DE95","DE95_3",9.53682207629308
"DE96","DE96","DE96_3",9.38377148686538
"DE97","DE97","DE97_3",9.46893044560207
"DE98","DE98","DE98_3",9.55039839465963
"DE99","DE99","DE99_3",9.58661372641313
"DF00","DF00","DF00_3",9.74230961797298
"DF01","DF01","DF01_3",9.69128481318171
"DF02","DF02","DF02_3",9.69643169946494
"DF04","DF04","DF04_3",9.50157664130142
"DF05","DF05","DF05_3",9.34054502977648
"DF06","DF06","DF06_3",9.40781866014687
"DF07","DF07","DF07_3",9.47285136282299
"DF08","DF08","DF08_3",9.63837082734779
"DF09","DF09","DF09_3",9.40663052080876
"DF10","DF10","DF10_3",9.73060632708629
"DF14","DF14","DF14_3",9.59306479391282
"DF15","DF15","DF15_3",9.36111151793379
"DF16","DF16","DF16_3",9.48212933178745
"DF17","DF17","DF17_3",9.57271180810237
"DF18","DF18","DF18_3",9.58961324797219
"DF19","DF19","DF19_3",9.33532013382057
"DF20","DF20","DF20_3",9.78160394123636
"DF21","DF21","DF21_3",9.82890384556482
"DF24","DF24","DF24_3",9.71452126717016
"DF25","DF25","DF25_3",9.68726152503661
"DF26","DF26","DF26_3",9.63197962294412
"DF27","DF27","DF27_3",9.65243621073843
"DF28","DF28","DF28_3",9.66653458441681
"DF29","DF29","DF29_3",9.32587189705023
"DF30","DF30","DF30_3",9.70635041548959
"DF31","DF31","DF31_3",9.81880098627783
"DF32","DF32","DF32_3",9.85277779897054
"DF36","DF36","DF36_3",9.69265395598433
"DF37","DF37","DF37_3",9.71534343603752
"DF38","DF38","DF38_3",9.67867116393204
"DF39","DF39","DF39_3",9.42516017551078
"DF40","DF40","DF40_3",9.6584200768057
"DF41","DF41","DF41_3",9.79887239596968
"DF42","DF42","DF42_3",9.84816202846739
"DF43","DF43","DF43_3",9.79314444553882
"DF47","DF47","DF47_3",9.72194874854332
"DF48","DF48","DF48_3",9.70546457172524
"DF49","DF49","DF49_3",9.60423922999784
"DF50","DF50","DF50_3",9.66986857380157
"DF51","DF51","DF51_3",9.78108201731126
"DF52","DF52","DF52_3",9.83924819430149
"DF55","DF55","DF55_3",9.77425864365353
"DF58","DF58","DF58_3",9.7261004532533
"DF59","DF59","DF59_3",9.64823747161497
"DF60","DF60","DF60_3",9.75705966323992
"DF61","DF61","DF61_3",9.76301945787043
"DF62","DF62","DF62_3",9.83494310478966
"DF65","DF65","DF65_3",9.78602448702794
"DF66","DF66","DF66_3",9.77588552029385
"DF69","DF69","DF69_3",9.7277058761904
"DF70","DF70","DF70_3",9.83943020614156
"DF71","DF71","DF71_3",9.82942462414643
"DF72","DF72","DF72_3",9.85168442574226
"DF80","DF80","DF80_3",9.88329896916119
"DF81","DF81","DF81_3",9.86539250274845
"DF90","DF90","DF90_3",9.88203259415335
"DF91","DF91","DF91_3",9.87922014177406
"DF96","DF96","DF96_3",9.75991593970797
"DF97","DF97","DF97_3",9.67727796216067
"DF98","DF98","DF98_3",9.7350561003532
"DG00","DG00","DG00_3",9.93646851913878
"DG05","DG05","DG05_3",9.93318602834956
"DG06","DG06","DG06_3",9.91810737563526
"DG07","DG07","DG07_3",9.86978219936713
"DG08","DG08","DG08_3",9.84970869448586
"DG09","DG09","DG09_3",9.78016836041371
"DG14","DG14","DG14_3",9.86384344857289
"DG15","DG15","DG15_3",9.81555423768764
"DG16","DG16","DG16_3",9.87826963150149
"DG17","DG17","DG17_3",9.79106604579439
"DG18","DG18","DG18_3",9.73922498153398
"DG19","DG19","DG19_3",9.71532773953873
"DG21","DG21","DG21_3",9.95282293113577
"DG22","DG22","DG22_3",9.96192097155089
"DG23","DG23","DG23_3",9.94413716328025
"DG24","DG24","DG24_3",9.76071195156756
"DG25","DG25","DG25_3",9.6894618858505
"DG26","DG26","DG26_3",9.70583604035336
"DG27","DG27","DG27_3",9.62183025993202
"DG28","DG28","DG28_3",9.69336318040154
"DG29","DG29","DG29_3",9.7713564792216
"DG30","DG30","DG30_3",9.93163982387838
"DG31","DG31","DG31_3",9.96032000888665
"DG32","DG32","DG32_3",9.97159955734982
"DG33","DG33","DG33_3",9.86701635236152
"DG34","DG34","DG34_3",9.6509806906256
"DG35","DG35","DG35_3",9.52055062618538
"DG36","DG36","DG36_3",9.55756076649113
"DG37","DG37","DG37_3",9.59187480672759
"DG38","DG38","DG38_3",9.53972768118485
"DG39","DG39","DG39_3",9.69331883312606
"DG40","DG40","DG40_3",9.98896606580216
"DG41","DG41","DG41_3",9.87293068503892
"DG42","DG42","DG42_3",9.93324701519833
"DG43","DG43","DG43_3",9.74489674320059
"DG44","DG44","DG44_3",9.77090519691568
"DG45","DG45","DG45_3",9.59478707887958
"DG46","DG46","DG46_3",9.48995819827294
"DG47","DG47","DG47_3",9.48586881649363
"DG48","DG48","DG48_3",9.50794728956467
"DG49","DG49","DG49_3",9.6499645079971
"DG50","DG50","DG50_3",9.97654219755871
"DG51","DG51","DG51_3",9.90335700076546
"DG52","DG52","DG52_3",9.66178720976843
"DG53","DG53","DG53_3",9.61049760401003
"DG54","DG54","DG54_3",9.76966738847956
"DG55","DG55","DG55_3",9.78283085070633
"DG56","DG56","DG56_3",9.63298060736123
"DG57","DG57","DG57_3",9.51656203289313
"DG58","DG58","DG58_3",9.70800780720628
"DG59","DG59","DG59_3",9.74152215527815
"DG60","DG60","DG60_3",9.95838859367368
"DG61","DG61","DG61_3",9.69551743868981
"DG62","DG62","DG62_3",9.66017458920945
"DG63","DG63","DG63_3",9.74894055895617
"DG64","DG64","DG64_3",9.78837402479542
"DG65","DG65","DG65_3",9.79143394918856
"DG66","DG66","DG66_3",9.76276799376429
"DG67","DG67","DG67_3",9.68547332670888
"DG68","DG68","DG68_3",9.82680150578168
"DG69","DG69","DG69_3",9.80163579628954
"DG70","DG70","DG70_3",9.95748896677055
"DG71","DG71","DG71_3",9.7490404083972
"DG72","DG72","DG72_3",9.7162657123759
"DG73","DG73","DG73_3",9.73248424466695
"DG74","DG74","DG74_3",9.70814883929553
"DG75","DG75","DG75_3",9.69440294682907
"DG76","DG76","DG76_3",9.75212042892727
"DG77","DG77","DG77_3",9.81328788528367
"DG78","DG78","DG78_3",9.86163385192521
"DG79","DG79","DG79_3",9.86860973624187
"DG80","DG80","DG80_3",9.90431385475193
"DG81","DG81","DG81_3",9.71823062922302
"DG82","DG82","DG82_3",9.64421857710137
"DG83","DG83","DG83_3",9.61765584326065
"DG84","DG84","DG84_3",9.57663167004366
"DG85","DG85","DG85_3",9.58288658539483
"DG86","DG86","DG86_3",9.71594923269376
"DG87","DG87","DG87_3",9.82853712141936
"DG88","DG88","DG88_3",9.88499737888932
"DG89","DG89","DG89_3",9.90287547532621
"DG90","DG90","DG90_3",9.84820570834404
"DG91","DG91","DG91_3",9.59449301278109
"DG92","DG92","DG92_3",9.56431853606064
"DG93","DG93","DG93_3",9.45658787144351
"DG94","DG94","DG94_3",9.49688492604945
"DG95","DG95","DG95_3",9.57291675642838
"DG96","DG96","DG96_3",9.71830905395705
"DG97","DG97","DG97_3",9.85243489772167
"DG98","DG98","DG98_3",9.88265348998768
"DG99","DG99","DG99_3",9.88705707509412
"DH06","DH06","DH06_3",9.97520064874423
"DH07","DH07","DH07_3",9.97242328339777
"DH08","DH08","DH08_3",9.96552578275172
"DH09","DH09","DH09_3",9.85704122443333
"DH16","DH16","DH16_3",10.0175136844983
"DH17","DH17","DH17_3",9.92580768266005
"DH18","DH18","DH18_3",9.9149217382828
"DH19","DH19","DH19_3",9.88459112613446
"DH25","DH25","DH25_3",10.0325761126317
"DH26","DH26","DH26_3",9.98030919067294
"DH27","DH27","DH27_3",9.83294541267743
"DH28","DH28","DH28_3",9.81448557871193
"DH29","DH29","DH29_3",9.92132130185239
"DH36","DH36","DH36_3",10.0239447426724
"DH37","DH37","DH37_3",9.90302206033463
"DH38","DH38","DH38_3",9.98707973592689
"DH49","DH49","DH49_3",9.99967297962251
"DH57","DH57","DH57_3",10.0119151373902
"DH58","DH58","DH58_3",10.0039312293824
"DH59","DH59","DH59_3",10.0154205396025
"DH66","DH66","DH66_3",9.91260471870408
"DH67","DH67","DH67_3",9.94597206586326
"DH69","DH69","DH69_3",10.0074205570247
"DH75","DH75","DH75_3",9.96622376815641
"DH76","DH76","DH76_3",9.91915960577188
"DH77","DH77","DH77_3",10.0177612380782
"DH78","DH78","DH78_3",10.0237634809027
"DH79","DH79","DH79_3",10.0144556174953
"DH85","DH85","DH85_3",9.98877064555487
"DH86","DH86","DH86_3",10.0011925377658
"DH87","DH87","DH87_3",10.0398833065226
"DH88","DH88","DH88_3",10.0297056076191
"DH89","DH89","DH89_3",10.0253476692387
"DH95","DH95","DH95_3",10.0214021064166
"DH96","DH96","DH96_3",10.0304499341426
"DH97","DH97","DH97_3",10.0396199207857
"DH98","DH98","DH98_3",10.0263208946254
"DH99","DH99","DH99_3",9.99901487940688
"EB01","EB01","EB01_3",9.69908514957447
"EB02","EB02","EB02_3",9.70542502093369
"EB03","EB03","EB03_3",9.67695854868853
"EB04","EB04","EB04_3",9.65956495626506
"EB05","EB05","EB05_3",9.69210220619319
"EB06","EB06","EB06_3",9.69578579397721
"EB07","EB07","EB07_3",9.66894691887626
"EB08","EB08","EB08_3",9.62989211741085
"EB09","EB09","EB09_3",9.67381695375575
"EB10","EB10","EB10_3",9.65437569695673
"EB11","EB11","EB11_3",9.66284234902992
"EB12","EB12","EB12_3",9.66816949201132
"EB13","EB13","EB13_3",9.66702608016715
"EB14","EB14","EB14_3",9.71115563800618
"ED00","ED00","ED00_3",9.52119236739515
"ED01","ED01","ED01_3",9.50535113406435
"ED02","ED02","ED02_3",9.49776284481164
"ED03","ED03","ED03_3",9.62599711976607
"ED10","ED10","ED10_3",9.59443121003494
"ED11","ED11","ED11_3",9.49327112790767
"ED12","ED12","ED12_3",9.47626684119738
"ED13","ED13","ED13_3",9.55331927951044
"ED20","ED20","ED20_3",9.65899510551195
"ED21","ED21","ED21_3",9.57783335245732
"ED22","ED22","ED22_3",9.58507312024655
"ED23","ED23","ED23_3",9.65828116995868
"ED30","ED30","ED30_3",9.68947201565155
"ED31","ED31","ED31_3",9.65048428390712
"ED32","ED32","ED32_3",9.67881435428432
"ED41","ED41","ED41_3",9.70757448644035
"EE04","EE04","EE04_3",9.70264849590858
"EE05","EE05","EE05_3",9.61097489347805
"EE06","EE06","EE06_3",9.55333536309664
"EE07","EE07","EE07_3",9.5593248123226
"EE08","EE08","EE08_3",9.52544827200743
"EE09","EE09","EE09_3",9.62745165437414
"EE14","EE14","EE14_3",9.70356620723429
"EE15","EE15","EE15_3",9.58257216830319
"EE16","EE16","EE16_3",9.64932754238474
"EE17","EE17","EE17_3",9.60097978052919
"EE18","EE18","EE18_3",9.54026221950542
"EE19","EE19","EE19_3",9.57607939913519
"EE20","EE20","EE20_3",9.77247194503321
"EE24","EE24","EE24_3",9.72666967482794
"EE26","EE26","EE26_3",9.70100707526062
"EE27","EE27","EE27_3",9.59649823343906
"EE28","EE28","EE28_3",9.58336131193428
"EE29","EE29","EE29_3",9.53731076819035
"EE38","EE38","EE38_3",9.64008583995083
"EE39","EE39","EE39_3",9.6394985309569
"EE81","EE81","EE81_3",9.79907974591675
"EE90","EE90","EE90_3",9.74424500719914
"EE91","EE91","EE91_3",9.7594893141184
"EF00","EF00","EF00_3",9.87648554617636
"EF01","EF01","EF01_3",9.86304487544541
"EF02","EF02","EF02_3",9.85984733326354
"EF06","EF06","EF06_3",9.76845344659658
"EF07","EF07","EF07_3",9.72546659977296
"EF08","EF08","EF08_3",9.74545940932016
"EF09","EF09","EF09_3",9.76347597567565
"EF10","EF10","EF10_3",9.83759067058358
"EF11","EF11","EF11_3",9.84126448198465
"EF19","EF19","EF19_3",9.77394643000405
"EF20","EF20","EF20_3",9.88873922052126
"EF35","EF35","EF35_3",9.78855872340404
"EF44","EF44","EF44_3",9.83230756992655
"EF45","EF45","EF45_3",9.72723944662345
"EF53","EF53","EF53_3",9.82603643343578
"EF54","EF54","EF54_3",9.78105420253183
"EF55","EF55","EF55_3",9.75259456510263
"EF60","EF60","EF60_3",9.8968454962456
"EF61","EF61","EF61_3",9.88576806174025
"EF63","EF63","EF63_3",9.79640074234423
"EF64","EF64","EF64_3",9.79263291711601
"EF65","EF65","EF65_3",9.82104990915346
"EF66","EF66","EF66_3",9.85144715179937
"EF68","EF68","EF68_3",9.81208704825664
"EF69","EF69","EF69_3",9.81671211624904
"EF70","EF70","EF70_3",9.85117240637311
"EF71","EF71","EF71_3",9.86404814970477
"EF72","EF72","EF72_3",9.80451895219048
"EF73","EF73","EF73_3",9.7310574348239
"EF74","EF74","EF74_3",9.76979078302963
"EF75","EF75","EF75_3",9.8483107293304
"EF76","EF76","EF76_3",9.84361958715265
"EF78","EF78","EF78_3",9.81337895346204
"EF79","EF79","EF79_3",9.81802974283118
"EF80","EF80","EF80_3",9.81501635895242
"EF81","EF81","EF81_3",9.83368630778939
"EF82","EF82","EF82_3",9.82239582743186
"EF83","EF83","EF83_3",9.66972621081118
"EF84","EF84","EF84_3",9.80040010239632
"EF85","EF85","EF85_3",9.80131951087019
"EF86","EF86","EF86_3",9.80257909423852
"EF87","EF87","EF87_3",9.80386772421766
"EF90","EF90","EF90_3",9.69390097115227
"EF91","EF91","EF91_3",9.66422684227095
"EF92","EF92","EF92_3",9.65487487517209
"EF93","EF93","EF93_3",9.71396795948062
"EF94","EF94","EF94_3",9.61930721010745
"EF95","EF95","EF95_3",9.65150152472058
"EF96","EF96","EF96_3",9.78182318273531
"EF97","EF97","EF97_3",9.65462254016882
"EF98","EF98","EF98_3",9.80395569992602
"EG00","EG00","EG00_3",9.8696339954808
"EG01","EG01","EG01_3",9.58590194408239
"EG02","EG02","EG02_3",9.49731637963555
"EG03","EG03","EG03_3",9.38834768359745
"EG04","EG04","EG04_3",9.5076655238165
"EG05","EG05","EG05_3",9.61448579245723
"EG06","EG06","EG06_3",9.7669553846318
"EG07","EG07","EG07_3",9.84438513298076
"EG08","EG08","EG08_3",9.86326272145417
"EG09","EG09","EG09_3",9.88537241243377
"EG10","EG10","EG10_3",9.90544721386854
"EG11","EG11","EG11_3",9.68437011583411
"EG12","EG12","EG12_3",9.60944601771411
"EG13","EG13","EG13_3",9.50342231585277
"EG14","EG14","EG14_3",9.60252651213787
"EG15","EG15","EG15_3",9.70614922966508
"EG16","EG16","EG16_3",9.84646452190055
"EG17","EG17","EG17_3",9.86394737259433
"EG18","EG18","EG18_3",9.89745001974076
"EG19","EG19","EG19_3",9.8811990768479
"EG21","EG21","EG21_3",9.89775416081039
"EG22","EG22","EG22_3",9.82754456742411
"EG23","EG23","EG23_3",9.81207799213967
"EG24","EG24","EG24_3",9.78930086937913
"EG25","EG25","EG25_3",9.84391832241827
"EG26","EG26","EG26_3",9.88153570519064
"EG27","EG27","EG27_3",9.87945475899377
"EG30","EG30","EG30_3",9.96881293231085
"EG31","EG31","EG31_3",9.98041734408417
"EG33","EG33","EG33_3",9.96646738042268
"EG34","EG34","EG34_3",9.95157248293943
"EG35","EG35","EG35_3",9.95444481225492
"EG36","EG36","EG36_3",9.94732722531554
"EG40","EG40","EG40_3",9.9582111033657
"EG41","EG41","EG41_3",9.94774841396889
"EG42","EG42","EG42_3",9.94807186408691
"EG44","EG44","EG44_3",9.96867848381585
"EG46","EG46","EG46_3",9.95104895232619
"EG67","EG67","EG67_3",9.93261874202938
"EG72","EG72","EG72_3",9.9781634195664
"EG73","EG73","EG73_3",9.9727729249443
"EG74","EG74","EG74_3",9.9597021261
"EG76","EG76","EG76_3",9.91421541811893
"EG77","EG77","EG77_3",9.92346542417872
"EG78","EG78","EG78_3",9.90797303136918
"EG79","EG79","EG79_3",9.86244059084393
"EG83","EG83","EG83_3",9.9637128934546
"EG84","EG84","EG84_3",9.93496910698887
"EG85","EG85","EG85_3",9.90135431633897
"EG86","EG86","EG86_3",9.84282218945965
"EG87","EG87","EG87_3",9.89444261930028
"EG88","EG88","EG88_3",9.883761655935
"EG89","EG89","EG89_3",9.8252675520151
"EG93","EG93","EG93_3",9.93962563375808
"EG94","EG94","EG94_3",9.91598163725176
"EG95","EG95","EG95_3",9.85199146277449
"EG96","EG96","EG96_3",9.82887523580075
"EG97","EG97","EG97_3",9.72926352949293
"EG98","EG98","EG98_3",9.69553326466081
"EG99","EG99","EG99_3",9.75133125486981
"EH05","EH05","EH05_3",10.0396029057723
"EH06","EH06","EH06_3",10.0466441364788
"EH07","EH07","EH07_3",10.0369599949374
"EH08","EH08","EH08_3",10.009992167192
"EH09","EH09","EH09_3",9.93233908965322
"EH13","EH13","EH13_3",10.059098497743
"EH14","EH14","EH14_3",10.038555419304
"EH15","EH15","EH15_3",10.0122418983702
"EH16","EH16","EH16_3",10.0437172342676
"EH17","EH17","EH17_3",10.0328717852915
"EH18","EH18","EH18_3",10.0321790606909
"EH19","EH19","EH19_3",10.0055626560141
"EH23","EH23","EH23_3",10.0532001184863
"EH24","EH24","EH24_3",10.0354303676289
"EH25","EH25","EH25_3",10.0025536443074
"EH26","EH26","EH26_3",9.98969493035551
"EH27","EH27","EH27_3",9.97262683430674
"EH28","EH28","EH28_3",9.97571592529565
"EH36","EH36","EH36_3",10.0360614602958
"EH37","EH37","EH37_3",9.99730491497575
"EH38","EH38","EH38_3",9.97470331290062
"EH39","EH39","EH39_3",9.97109597789533
"EH49","EH49","EH49_3",10.0081157755224
"EH54","EH54","EH54_3",10.0694715794078
"EH55","EH55","EH55_3",10.062014828525
"EH56","EH56","EH56_3",10.0482312879546
"EH57","EH57","EH57_3",10.0355651177705
"EH63","EH63","EH63_3",10.0604680325479
"EH64","EH64","EH64_3",10.0667157768048
"EH65","EH65","EH65_3",10.0532811677046
"EH66","EH66","EH66_3",10.0294017757484
"EH67","EH67","EH67_3",10.0070064913355
"EH68","EH68","EH68_3",10.0282816132722
"EH73","EH73","EH73_3",10.061010238896
"EH74","EH74","EH74_3",10.0654809511235
"EH75","EH75","EH75_3",10.046448878751
"EH76","EH76","EH76_3",10.0146014386277
"EH77","EH77","EH77_3",10.0079896020667
"EH78","EH78","EH78_3",10.0217974850802
"EH83","EH83","EH83_3",10.0735261163183
"EH84","EH84","EH84_3",10.0609752025889
"EH85","EH85","EH85_3",10.0396413974873
"EH86","EH86","EH86_3",10.0039247190498
"EH87","EH87","EH87_3",9.97242467162445
"EH88","EH88","EH88_3",10.0054587883656
"EH92","EH92","EH92_3",10.074096746675
"EH93","EH93","EH93_3",10.0706929553913
"EH94","EH94","EH94_3",10.0426789588246
"EH95","EH95","EH95_3",10.01157632131
"EH96","EH96","EH96_3",9.98746185630997
"EH97","EH97","EH97_3",9.97492104239371
"EH98","EH98","EH98_3",9.99074980717977
"FE00","FE00","FE00_3",9.75666888031956
"FE10","FE10","FE10_3",9.70398144591745
"FE20","FE20","FE20_3",9.69961362565779
"FE30","FE30","FE30_3",9.69908757797893
"FE40","FE40","FE40_3",9.67799901380104
"FE41","FE41","FE41_3",9.68748203422059
"FE50","FE50","FE50_3",9.6301355998241
"FE51","FE51","FE51_3",9.62514367597936
"FE60","FE60","FE60_3",9.61274720353313
"FE61","FE61","FE61_3",9.6113866801327
"FE62","FE62","FE62_3",9.58624453481072
"FE70","FE70","FE70_3",9.58237918788533
"FE71","FE71","FE71_3",9.56478726491805
"FE72","FE72","FE72_3",9.55440358170131
"FE73","FE73","FE73_3",9.5694508508475
"FE80","FE80","FE80_3",9.54224492235081
"FE81","FE81","FE81_3",9.56359214944405
"FE82","FE82","FE82_3",9.51873234383045
"FE83","FE83","FE83_3",9.46791043736064
"FE90","FE90","FE90_3",9.51695296679324
"FE91","FE91","FE91_3",9.53679946980074
"FE92","FE92","FE92_3",9.41769700076375
"FE93","FE93","FE93_3",9.46311361811249
"FE94","FE94","FE94_3",9.48086720400448
"FF00","FF00","FF00_3",9.69119893013324
"FF01","FF01","FF01_3",9.60422276284575
"FF02","FF02","FF02_3",9.64851305499068
"FF03","FF03","FF03_3",9.53867386070911
"FF04","FF04","FF04_3",9.66990669512117
"FF05","FF05","FF05_3",9.75147764259042
"FF06","FF06","FF06_3",9.74229972249783
"FF07","FF07","FF07_3",9.6356851344452
"FF08","FF08","FF08_3",9.6386280702747
"FF10","FF10","FF10_3",9.63532678583853
"FF11","FF11","FF11_3",9.63062367747825
"FF12","FF12","FF12_3",9.63143864583562
"FF13","FF13","FF13_3",9.52190884816242
"FF14","FF14","FF14_3",9.71520960595675
"FF15","FF15","FF15_3",9.73600157955886
"FF16","FF16","FF16_3",9.79687004367711
"FF17","FF17","FF17_3",9.67986021231227
"FF18","FF18","FF18_3",9.64140037979063
"FF19","FF19","FF19_3",9.74620208380447
"FF20","FF20","FF20_3",9.60048989835713
"FF21","FF21","FF21_3",9.59957466698006
"FF22","FF22","FF22_3",9.62275686957673
"FF23","FF23","FF23_3",9.51437668204716
"FF24","FF24","FF24_3",9.66582914694979
"FF25","FF25","FF25_3",9.7355577214527
"FF26","FF26","FF26_3",9.76065477481142
"FF27","FF27","FF27_3",9.56103001037955
"FF28","FF28","FF28_3",9.64946215254489
"FF29","FF29","FF29_3",9.65472208392019
"FF30","FF30","FF30_3",9.56636200264508
"FF31","FF31","FF31_3",9.55248146224059
"FF32","FF32","FF32_3",9.5770508333232
"FF33","FF33","FF33_3",9.42272932774934
"FF34","FF34","FF34_3",9.59047488875402
"FF35","FF35","FF35_3",9.6670909125958
"FF36","FF36","FF36_3",9.63571239048308
"FF37","FF37","FF37_3",9.7032449478581
"FF38","FF38","FF38_3",9.56585648647381
"FF39","FF39","FF39_3",9.6258066862642
"FF40","FF40","FF40_3",9.58118859792633
"FF41","FF41","FF41_3",9.46128235414528
"FF42","FF42","FF42_3",9.52224194657859
"FF43","FF43","FF43_3",9.4705580241259
"FF44","FF44","FF44_3",9.55827424089555
"FF45","FF45","FF45_3",9.62307502689477
"FF46","FF46","FF46_3",9.67622671220103
"FF47","FF47","FF47_3",9.66913975432667
"FF48","FF48","FF48_3",9.64947099019676
"FF49","FF49","FF49_3",9.6850507510974
"FF50","FF50","FF50_3",9.48859572864072
"FF51","FF51","FF51_3",9.30839678033915
"FF52","FF52","FF52_3",9.34595134890145
"FF53","FF53","FF53_3",9.46850088059075
"FF54","FF54","FF54_3",9.56630584897729
"FF55","FF55","FF55_3",9.62799308635127
"FF56","FF56","FF56_3",9.65671922744087
"FF57","FF57","FF57_3",9.66865555314493
"FF60","FF60","FF60_3",9.47379404455568
"FF61","FF61","FF61_3",9.28953075605385
"FF62","FF62","FF62_3",9.30461805895827
"FF63","FF63","FF63_3",9.38958915723827
"FF64","FF64","FF64_3",9.51854336978384
"FF65","FF65","FF65_3",9.5745411215551
"FF66","FF66","FF66_3",9.52325951531731
"FF67","FF67","FF67_3",9.53022885769027
"FF68","FF68","FF68_3",9.64676444186845
"FF69","FF69","FF69_3",9.61873778727505
"FF70","FF70","FF70_3",9.49160520020352
"FF71","FF71","FF71_3",9.39245409079879
"FF72","FF72","FF72_3",9.46854698678038
"FF73","FF73","FF73_3",9.51216679079643
"FF74","FF74","FF74_3",9.62015922699267
"FF75","FF75","FF75_3",9.63057880425481
"FF76","FF76","FF76_3",9.58481073752948
"FF77","FF77","FF77_3",9.55619268431601
"FF78","FF78","FF78_3",9.56202485276711
"FF79","FF79","FF79_3",9.59635826508755
"FF80","FF80","FF80_3",9.51222394758497
"FF81","FF81","FF81_3",9.45300411821746
"FF82","FF82","FF82_3",9.47066098057491
"FF83","FF83","FF83_3",9.4322878849318
"FF84","FF84","FF84_3",9.56607415574169
"FF85","FF85","FF85_3",9.62721235162258
"FF86","FF86","FF86_3",9.60880717766168
"FF87","FF87","FF87_3",9.5943853872268
"FF88","FF88","FF88_3",9.56287758989757
"FF89","FF89","FF89_3",9.55216737244768
"FF90","FF90","FF90_3",9.58923289656378
"FF91","FF91","FF91_3",9.553229773263
"FF92","FF92","FF92_3",9.45817360505678
"FF93","FF93","FF93_3",9.37087805825561
