"","kvadratkod","survey","prec_breeding"
"CD81","CD81","CD81_3",196.635602980787
"CD82","CD82","CD82_3",205.49699512764
"CD83","CD83","CD83_3",200.8098100672
"CD84","CD84","CD84_3",202.456367320649
"CD85","CD85","CD85_3",209.596324971755
"CD86","CD86","CD86_3",208.081014686231
"CD87","CD87","CD87_3",216.679583377557
"CD88","CD88","CD88_3",208.932768104637
"CD89","CD89","CD89_3",208.652863571825
"CD90","CD90","CD90_3",201.359174981851
"CD91","CD91","CD91_3",201.016921104231
"CD92","CD92","CD92_3",209.864607191614
"CD93","CD93","CD93_3",198.444925718897
"CD94","CD94","CD94_3",210.56104744814
"CD95","CD95","CD95_3",205.214715193349
"CD96","CD96","CD96_3",210.791639090378
"CD97","CD97","CD97_3",209.335202169446
"CD98","CD98","CD98_3",211.971878822905
"CD99","CD99","CD99_3",209.457823977439
"CE00","CE00","CE00_3",236.26109067078
"CE01","CE01","CE01_3",233.851581407935
"CE02","CE02","CE02_3",228.84149814831
"CE03","CE03","CE03_3",229.715529813748
"CE04","CE04","CE04_3",230.183234357181
"CE05","CE05","CE05_3",226.576908701315
"CE06","CE06","CE06_3",228.646085755597
"CE07","CE07","CE07_3",227.815971912875
"CE08","CE08","CE08_3",223.235742626326
"CE09","CE09","CE09_3",216.322826717284
"CE10","CE10","CE10_3",232.278730898568
"CE11","CE11","CE11_3",235.986746853132
"CE12","CE12","CE12_3",232.30582540012
"CE13","CE13","CE13_3",230.812957682677
"CE14","CE14","CE14_3",231.749715812248
"CE15","CE15","CE15_3",228.151969491443
"CE16","CE16","CE16_3",229.209755069368
"CE17","CE17","CE17_3",223.450097310103
"CE18","CE18","CE18_3",216.319925614167
"CE19","CE19","CE19_3",223.958059439178
"CE20","CE20","CE20_3",232.499219100739
"CE21","CE21","CE21_3",234.526194846421
"CE22","CE22","CE22_3",238.20806442114
"CE23","CE23","CE23_3",230.491320855492
"CE24","CE24","CE24_3",226.852019549699
"CE25","CE25","CE25_3",227.014991213997
"CE26","CE26","CE26_3",223.023013885469
"CE27","CE27","CE27_3",218.778471704378
"CE28","CE28","CE28_3",226.75057416882
"CE29","CE29","CE29_3",228.352077509287
"CE30","CE30","CE30_3",232.283194739106
"CE31","CE31","CE31_3",228.927033198039
"CE32","CE32","CE32_3",229.851365791646
"CE33","CE33","CE33_3",229.760871485216
"CE34","CE34","CE34_3",230.477686816442
"CE35","CE35","CE35_3",223.47571885677
"CE36","CE36","CE36_3",225.788934909217
"CE37","CE37","CE37_3",222.578301668063
"CE38","CE38","CE38_3",225.54272550986
"CE39","CE39","CE39_3",221.126936652044
"CE40","CE40","CE40_3",234.938253401492
"CE41","CE41","CE41_3",232.432292238357
"CE42","CE42","CE42_3",231.67202955401
"CE43","CE43","CE43_3",229.944298509916
"CE44","CE44","CE44_3",226.548137991917
"CE45","CE45","CE45_3",220.653190972479
"CE46","CE46","CE46_3",219.219096327102
"CE47","CE47","CE47_3",215.147404371501
"CE48","CE48","CE48_3",214.551381638879
"CE49","CE49","CE49_3",205.281165395042
"CE50","CE50","CE50_3",232.799771679288
"CE51","CE51","CE51_3",227.936579157801
"CE52","CE52","CE52_3",223.785355440094
"CE53","CE53","CE53_3",227.497923523117
"CE54","CE54","CE54_3",214.658366838956
"CE55","CE55","CE55_3",218.438937245024
"CE56","CE56","CE56_3",209.625176056223
"CE57","CE57","CE57_3",209.115722198873
"CE58","CE58","CE58_3",204.818088665597
"CE59","CE59","CE59_3",204.77761586489
"CE60","CE60","CE60_3",223.51375420943
"CE61","CE61","CE61_3",221.786185767606
"CE62","CE62","CE62_3",217.622553729643
"CE63","CE63","CE63_3",222.744809425819
"CE64","CE64","CE64_3",198.974088670585
"CE65","CE65","CE65_3",206.189795371462
"CE66","CE66","CE66_3",208.582393289922
"CE67","CE67","CE67_3",211.855850812702
"CE68","CE68","CE68_3",209.5359186501
"CE69","CE69","CE69_3",215.000594744933
"CE70","CE70","CE70_3",228.267237895985
"CE71","CE71","CE71_3",228.469572184552
"CE72","CE72","CE72_3",208.617724601653
"CE73","CE73","CE73_3",215.565320432107
"CE74","CE74","CE74_3",207.734089582199
"CE75","CE75","CE75_3",213.292924959387
"CE76","CE76","CE76_3",215.927030045225
"CE77","CE77","CE77_3",203.615938474286
"CE78","CE78","CE78_3",199.385847791542
"CE79","CE79","CE79_3",203.960004388667
"CE80","CE80","CE80_3",209.474307164307
"CE81","CE81","CE81_3",203.44485233133
"CE82","CE82","CE82_3",204.256259965302
"CE83","CE83","CE83_3",216.385845776207
"CE84","CE84","CE84_3",215.735529828396
"CE85","CE85","CE85_3",208.783354161081
"CE86","CE86","CE86_3",203.120307944525
"CE87","CE87","CE87_3",202.718457811606
"CE88","CE88","CE88_3",210.083786559992
"CE89","CE89","CE89_3",206.790621356013
"CE90","CE90","CE90_3",219.623665103439
"CE91","CE91","CE91_3",212.588531738027
"CE92","CE92","CE92_3",201.557640027402
"CE93","CE93","CE93_3",206.330021390909
"CE94","CE94","CE94_3",220.676807246505
"CE95","CE95","CE95_3",219.999980613835
"CE96","CE96","CE96_3",205.487006328093
"CE97","CE97","CE97_3",209.920587559592
"CE98","CE98","CE98_3",212.840000153269
"CE99","CE99","CE99_3",207.926660404298
"CF00","CF00","CF00_3",241.607626572511
"CF01","CF01","CF01_3",252.506304212455
"CF02","CF02","CF02_3",249.141712684002
"CF03","CF03","CF03_3",245.274350996473
"CF04","CF04","CF04_3",241.073435804257
"CF05","CF05","CF05_3",237.805389957056
"CF06","CF06","CF06_3",241.212605558779
"CF07","CF07","CF07_3",238.581503001048
"CF08","CF08","CF08_3",239.507356441047
"CF09","CF09","CF09_3",237.033501980393
"CF10","CF10","CF10_3",242.758854179364
"CF11","CF11","CF11_3",239.985051104996
"CF12","CF12","CF12_3",242.570136607057
"CF13","CF13","CF13_3",240.315593805345
"CF14","CF14","CF14_3",237.826567388718
"CF15","CF15","CF15_3",242.917009078886
"CF16","CF16","CF16_3",239.809484567507
"CF17","CF17","CF17_3",239.626367174995
"CF18","CF18","CF18_3",232.974775602991
"CF19","CF19","CF19_3",236.992153738139
"CF20","CF20","CF20_3",240.622415626087
"CF21","CF21","CF21_3",238.301543270968
"CF22","CF22","CF22_3",238.693948895778
"CF23","CF23","CF23_3",241.763961329217
"CF24","CF24","CF24_3",243.599759496218
"CF25","CF25","CF25_3",249.273129290803
"CF26","CF26","CF26_3",238.418945869654
"CF27","CF27","CF27_3",244.91703708708
"CF28","CF28","CF28_3",238.996538173683
"CF29","CF29","CF29_3",230.854359090957
"CF30","CF30","CF30_3",242.055198585277
"CF31","CF31","CF31_3",243.396498923184
"CF32","CF32","CF32_3",236.972509757441
"CF33","CF33","CF33_3",224.296656964871
"CF34","CF34","CF34_3",238.634597347817
"CF35","CF35","CF35_3",244.928014198349
"CF36","CF36","CF36_3",233.081912588084
"CF37","CF37","CF37_3",242.831361098672
"CF38","CF38","CF38_3",240.847475446652
"CF39","CF39","CF39_3",230.221738109419
"CF40","CF40","CF40_3",231.43141389862
"CF41","CF41","CF41_3",237.075962032589
"CF42","CF42","CF42_3",237.674160894372
"CF43","CF43","CF43_3",236.024237722737
"CF44","CF44","CF44_3",236.412113309725
"CF45","CF45","CF45_3",230.774631192572
"CF46","CF46","CF46_3",230.042190610323
"CF47","CF47","CF47_3",236.095933101457
"CF48","CF48","CF48_3",239.228866913844
"CF49","CF49","CF49_3",231.610863931378
"CF50","CF50","CF50_3",231.500054287678
"CF51","CF51","CF51_3",228.343976217926
"CF52","CF52","CF52_3",232.76684722803
"CF53","CF53","CF53_3",234.946817255817
"CF54","CF54","CF54_3",222.209317207869
"CF55","CF55","CF55_3",237.00610873078
"CF56","CF56","CF56_3",234.438569144375
"CF57","CF57","CF57_3",224.13379975079
"CF58","CF58","CF58_3",220.244934689219
"CF59","CF59","CF59_3",235.094595980159
"CF60","CF60","CF60_3",226.673952620596
"CF61","CF61","CF61_3",235.360428653741
"CF62","CF62","CF62_3",233.057966274744
"CF63","CF63","CF63_3",229.660107163688
"CF64","CF64","CF64_3",216.727430987605
"CF65","CF65","CF65_3",229.006195309685
"CF66","CF66","CF66_3",226.669536161492
"CF67","CF67","CF67_3",216.27618169008
"CF68","CF68","CF68_3",218.619397901658
"CF69","CF69","CF69_3",224.966515891138
"CF70","CF70","CF70_3",215.81813462923
"CF71","CF71","CF71_3",218.528714123191
"CF72","CF72","CF72_3",221.026483961556
"CF73","CF73","CF73_3",220.617276079456
"CF74","CF74","CF74_3",218.000411508454
"CF75","CF75","CF75_3",237.560419398877
"CF76","CF76","CF76_3",224.534131547303
"CF77","CF77","CF77_3",214.084323668102
"CF78","CF78","CF78_3",219.85954041916
"CF79","CF79","CF79_3",216.054297667845
"CF80","CF80","CF80_3",218.675111606585
"CF81","CF81","CF81_3",215.361988461494
"CF82","CF82","CF82_3",206.731191254463
"CF83","CF83","CF83_3",212.550741080837
"CF84","CF84","CF84_3",208.802828047039
"CF85","CF85","CF85_3",224.63802860049
"CF86","CF86","CF86_3",214.047190134311
"CF87","CF87","CF87_3",208.551581466917
"CF88","CF88","CF88_3",216.364281700614
"CF89","CF89","CF89_3",222.97487541095
"CF90","CF90","CF90_3",213.667689469943
"CF91","CF91","CF91_3",207.557693779965
"CF92","CF92","CF92_3",214.988494890625
"CF93","CF93","CF93_3",201.490778636251
"CF94","CF94","CF94_3",231.438128460379
"CF95","CF95","CF95_3",215.053898427988
"CF96","CF96","CF96_3",209.933302039794
"CF97","CF97","CF97_3",205.605378085532
"CF98","CF98","CF98_3",204.788491112846
"CF99","CF99","CF99_3",206.425183534005
"CG00","CG00","CG00_3",250.963756221884
"CG01","CG01","CG01_3",250.521595882474
"CG02","CG02","CG02_3",254.522487598178
"CG03","CG03","CG03_3",244.209579322847
"CG04","CG04","CG04_3",240.149127170148
"CG05","CG05","CG05_3",253.016473492034
"CG06","CG06","CG06_3",260.897282568688
"CG07","CG07","CG07_3",247.404364766067
"CG08","CG08","CG08_3",245.340496203223
"CG09","CG09","CG09_3",247.968698966967
"CG10","CG10","CG10_3",254.475452018707
"CG11","CG11","CG11_3",261.886702865662
"CG12","CG12","CG12_3",256.324056200805
"CG13","CG13","CG13_3",246.719746704167
"CG14","CG14","CG14_3",250.116837608703
"CG15","CG15","CG15_3",247.883972071866
"CG16","CG16","CG16_3",248.965901105808
"CG17","CG17","CG17_3",247.809959536757
"CG18","CG18","CG18_3",241.384354116634
"CG19","CG19","CG19_3",242.734404700612
"CG20","CG20","CG20_3",257.357714607843
"CG21","CG21","CG21_3",264.45084747612
"CG22","CG22","CG22_3",249.180930155254
"CG23","CG23","CG23_3",244.745068499721
"CG24","CG24","CG24_3",254.397171884692
"CG25","CG25","CG25_3",242.062627800651
"CG26","CG26","CG26_3",241.739437218708
"CG27","CG27","CG27_3",245.196679036006
"CG28","CG28","CG28_3",237.610962353574
"CG29","CG29","CG29_3",236.978943735281
"CG30","CG30","CG30_3",252.476324665421
"CG31","CG31","CG31_3",246.357926187965
"CG32","CG32","CG32_3",244.175958438157
"CG33","CG33","CG33_3",245.918852494484
"CG34","CG34","CG34_3",245.239982472732
"CG35","CG35","CG35_3",241.233410172374
"CG36","CG36","CG36_3",243.136262399766
"CG37","CG37","CG37_3",238.999977985045
"CG38","CG38","CG38_3",236.954949481966
"CG39","CG39","CG39_3",240.60054454314
"CG40","CG40","CG40_3",251.7251459164
"CG41","CG41","CG41_3",246.731416236024
"CG42","CG42","CG42_3",244.971623343775
"CG43","CG43","CG43_3",244.878318009671
"CG44","CG44","CG44_3",240.843532021349
"CG45","CG45","CG45_3",246.951452604809
"CG46","CG46","CG46_3",243.517804252815
"CG47","CG47","CG47_3",237.613976210876
"CG48","CG48","CG48_3",242.41060777303
"CG49","CG49","CG49_3",246.094136552716
"CG50","CG50","CG50_3",248.75056942387
"CG51","CG51","CG51_3",241.243597911781
"CG52","CG52","CG52_3",239.702510225383
"CG53","CG53","CG53_3",230.745252210926
"CG54","CG54","CG54_3",228.185253662395
"CG55","CG55","CG55_3",240.895539226552
"CG56","CG56","CG56_3",230.629302750923
"CG57","CG57","CG57_3",233.516751530505
"CG58","CG58","CG58_3",235.104911077906
"CG59","CG59","CG59_3",226.711536551361
"CG60","CG60","CG60_3",235.256556479648
"CG61","CG61","CG61_3",221.335215697606
"CG62","CG62","CG62_3",222.362563960262
"CG63","CG63","CG63_3",239.660557994713
"CG64","CG64","CG64_3",228.47172866024
"CG65","CG65","CG65_3",224.401634077965
"CG66","CG66","CG66_3",223.136816911081
"CG67","CG67","CG67_3",226.718399715877
"CG68","CG68","CG68_3",229.047784100539
"CG69","CG69","CG69_3",217.11675075974
"CG71","CG71","CG71_3",224.851155637103
"CG73","CG73","CG73_3",224.503499679773
"CG74","CG74","CG74_3",224.859147895252
"CG75","CG75","CG75_3",218.85525054035
"CG76","CG76","CG76_3",223.856512926858
"CG77","CG77","CG77_3",216.187809392017
"CG78","CG78","CG78_3",216.89815127545
"CG79","CG79","CG79_3",218.346383112942
"CG80","CG80","CG80_3",229.77409167973
"CG83","CG83","CG83_3",220.853026187108
"CG84","CG84","CG84_3",217.24718943888
"CG85","CG85","CG85_3",210.949094253685
"CG86","CG86","CG86_3",212.144932667014
"CG88","CG88","CG88_3",210.762442063625
"CG89","CG89","CG89_3",213.663342416145
"CG90","CG90","CG90_3",225.411812939647
"CG94","CG94","CG94_3",210.012280253559
"CG95","CG95","CG95_3",210.188560087717
"CG98","CG98","CG98_3",211.196644848079
"CG99","CG99","CG99_3",214.040949999105
"CH06","CH06","CH06_3",248.340481631311
"CH07","CH07","CH07_3",252.365815403641
"CH08","CH08","CH08_3",250.729139906143
"CH09","CH09","CH09_3",249.850516536606
"CH16","CH16","CH16_3",256.126141808204
"CH17","CH17","CH17_3",255.264842784621
"CH18","CH18","CH18_3",254.867911677872
"CH19","CH19","CH19_3",255.128849526141
"CH25","CH25","CH25_3",264.165599898714
"CH26","CH26","CH26_3",259.714716511679
"CH27","CH27","CH27_3",257.825816391734
"CH28","CH28","CH28_3",256.217499025665
"CH29","CH29","CH29_3",255.989370563407
"CH34","CH34","CH34_3",264.302813126193
"CH35","CH35","CH35_3",263.929092214437
"CH36","CH36","CH36_3",258.290993444384
"CH37","CH37","CH37_3",257.130342851415
"CH38","CH38","CH38_3",258.92695410894
"CH39","CH39","CH39_3",255.822785022239
"CH45","CH45","CH45_3",263.653426374896
"CH46","CH46","CH46_3",260.514280850783
"CH47","CH47","CH47_3",259.008411123266
"CH48","CH48","CH48_3",258.850724450177
"CH49","CH49","CH49_3",261.62254150704
"CH55","CH55","CH55_3",257.033999934843
"CH56","CH56","CH56_3",260.669703811679
"CH57","CH57","CH57_3",257.199025561934
"CH58","CH58","CH58_3",251.038187162313
"CH59","CH59","CH59_3",235.269841940409
"CH65","CH65","CH65_3",239.227682118833
"CH66","CH66","CH66_3",248.842770582564
"CH67","CH67","CH67_3",250.898624470966
"CH68","CH68","CH68_3",247.740293782517
"CH69","CH69","CH69_3",234.926294127009
"CH76","CH76","CH76_3",231.364922326703
"CH77","CH77","CH77_3",230.405420154377
"CH78","CH78","CH78_3",235.693087482411
"CH79","CH79","CH79_3",228.608275465109
"CH85","CH85","CH85_3",235.270345055365
"CH86","CH86","CH86_3",242.248602706015
"CH87","CH87","CH87_3",238.085849344015
"CH88","CH88","CH88_3",224.849440997204
"CH89","CH89","CH89_3",222.854171354845
"CH95","CH95","CH95_3",236.978279537323
"CH96","CH96","CH96_3",234.271575229523
"CH97","CH97","CH97_3",230.336596923541
"CH98","CH98","CH98_3",217.297045099122
"CH99","CH99","CH99_3",224.860972942599
"DA80","DA80","DA80_3",177.704332249969
"DA90","DA90","DA90_3",177.207968872715
"DB00","DB00","DB00_3",193.941015656401
"DB01","DB01","DB01_3",188.357110236809
"DB02","DB02","DB02_3",184.07560325045
"DB03","DB03","DB03_3",183.600826522548
"DB04","DB04","DB04_3",181.229420166057
"DB05","DB05","DB05_3",183.36951766076
"DB10","DB10","DB10_3",191.782551356532
"DB11","DB11","DB11_3",188.912656334374
"DB12","DB12","DB12_3",185.57590017224
"DB13","DB13","DB13_3",186.353819310466
"DB14","DB14","DB14_3",184.331141519894
"DB15","DB15","DB15_3",188.78734636847
"DB16","DB16","DB16_3",182.245568565701
"DB20","DB20","DB20_3",194.103903835014
"DB21","DB21","DB21_3",189.341805577142
"DB22","DB22","DB22_3",185.024194010726
"DB23","DB23","DB23_3",182.943636103314
"DB24","DB24","DB24_3",184.647138315456
"DB25","DB25","DB25_3",182.114520921001
"DB26","DB26","DB26_3",170.961861818393
"DB30","DB30","DB30_3",200.842541159715
"DB31","DB31","DB31_3",195.834748337275
"DB32","DB32","DB32_3",190.070987970867
"DB33","DB33","DB33_3",186.243683018923
"DB34","DB34","DB34_3",191.530414116655
"DB35","DB35","DB35_3",172.524519494207
"DB36","DB36","DB36_3",173.409016737263
"DB40","DB40","DB40_3",189.80623042809
"DB41","DB41","DB41_3",181.463376744563
"DB42","DB42","DB42_3",190.573132215443
"DB43","DB43","DB43_3",179.469719777507
"DB44","DB44","DB44_3",176.484923991307
"DB45","DB45","DB45_3",175.758164140645
"DB46","DB46","DB46_3",179.50678004013
"DB47","DB47","DB47_3",178.442311337971
"DB50","DB50","DB50_3",182.347624531584
"DB51","DB51","DB51_3",187.076935116857
"DB52","DB52","DB52_3",185.384727911996
"DB53","DB53","DB53_3",192.692666219277
"DB54","DB54","DB54_3",186.764293316486
"DB55","DB55","DB55_3",178.418124285143
"DB56","DB56","DB56_3",178.865046108582
"DB57","DB57","DB57_3",180.992171600455
"DB60","DB60","DB60_3",189.603620181828
"DB61","DB61","DB61_3",190.415277764341
"DB62","DB62","DB62_3",188.495220427548
"DB63","DB63","DB63_3",176.702335861758
"DB64","DB64","DB64_3",170.754668929686
"DB65","DB65","DB65_3",174.846482408305
"DB66","DB66","DB66_3",179.102157783756
"DB67","DB67","DB67_3",182.566516696146
"DB68","DB68","DB68_3",181.660512808404
"DB70","DB70","DB70_3",181.676162750919
"DB71","DB71","DB71_3",186.532846002072
"DB72","DB72","DB72_3",187.364557154191
"DB73","DB73","DB73_3",178.195932776454
"DB74","DB74","DB74_3",171.301212935095
"DB75","DB75","DB75_3",172.771020744651
"DB76","DB76","DB76_3",175.352181044368
"DB77","DB77","DB77_3",176.808729080555
"DB78","DB78","DB78_3",177.838070257011
"DB79","DB79","DB79_3",179.965928517171
"DB80","DB80","DB80_3",174.002357757651
"DB81","DB81","DB81_3",171.603237592668
"DB82","DB82","DB82_3",170.58595809475
"DB83","DB83","DB83_3",166.938263493618
"DB84","DB84","DB84_3",169.938033981221
"DB89","DB89","DB89_3",178.280841523743
"DB94","DB94","DB94_3",176.189574604193
"DB99","DB99","DB99_3",177.08675075473
"DC00","DC00","DC00_3",192.949635704563
"DC01","DC01","DC01_3",192.013367747206
"DC02","DC02","DC02_3",194.094348581245
"DC03","DC03","DC03_3",193.084450553338
"DC04","DC04","DC04_3",198.478054500161
"DC05","DC05","DC05_3",197.727272884544
"DC06","DC06","DC06_3",198.252238074081
"DC07","DC07","DC07_3",193.120734198517
"DC08","DC08","DC08_3",192.733088532388
"DC09","DC09","DC09_3",192.213294085522
"DC10","DC10","DC10_3",198.520043712674
"DC11","DC11","DC11_3",201.86362963096
"DC12","DC12","DC12_3",208.098616304848
"DC13","DC13","DC13_3",199.964774148328
"DC14","DC14","DC14_3",198.353357370117
"DC15","DC15","DC15_3",196.446286587511
"DC16","DC16","DC16_3",199.005007985355
"DC17","DC17","DC17_3",194.835585785829
"DC18","DC18","DC18_3",193.456447001306
"DC19","DC19","DC19_3",196.552453246265
"DC20","DC20","DC20_3",192.076717282097
"DC21","DC21","DC21_3",194.290350036909
"DC22","DC22","DC22_3",194.722576378305
"DC23","DC23","DC23_3",192.623037356615
"DC24","DC24","DC24_3",188.102237628427
"DC25","DC25","DC25_3",193.334377903776
"DC26","DC26","DC26_3",204.564128182879
"DC27","DC27","DC27_3",191.341034506858
"DC28","DC28","DC28_3",195.85646815167
"DC29","DC29","DC29_3",195.854666588044
"DC30","DC30","DC30_3",195.559604589553
"DC31","DC31","DC31_3",192.532454906778
"DC32","DC32","DC32_3",188.765507882433
"DC33","DC33","DC33_3",189.358961167553
"DC34","DC34","DC34_3",191.633923483468
"DC35","DC35","DC35_3",200.426302948159
"DC36","DC36","DC36_3",190.398177648909
"DC37","DC37","DC37_3",193.029586470435
"DC38","DC38","DC38_3",195.691707183109
"DC39","DC39","DC39_3",197.567938785162
"DC40","DC40","DC40_3",187.125367912941
"DC41","DC41","DC41_3",187.085587618742
"DC42","DC42","DC42_3",192.906336975806
"DC43","DC43","DC43_3",190.477582222139
"DC44","DC44","DC44_3",194.365774347227
"DC45","DC45","DC45_3",193.405194945833
"DC46","DC46","DC46_3",193.187738047108
"DC47","DC47","DC47_3",201.066559845961
"DC48","DC48","DC48_3",203.423197024911
"DC49","DC49","DC49_3",200.188652168803
"DC50","DC50","DC50_3",190.953539212134
"DC51","DC51","DC51_3",191.306586828174
"DC52","DC52","DC52_3",190.371251535018
"DC53","DC53","DC53_3",191.451845462632
"DC54","DC54","DC54_3",193.838764000138
"DC55","DC55","DC55_3",190.943319132178
"DC56","DC56","DC56_3",190.89061963011
"DC57","DC57","DC57_3",201.347525332759
"DC58","DC58","DC58_3",187.425641729974
"DC59","DC59","DC59_3",175.417163147136
"DC63","DC63","DC63_3",190.554947528239
"DC64","DC64","DC64_3",190.110914212213
"DC65","DC65","DC65_3",187.657907684199
"DC66","DC66","DC66_3",188.113602801193
"DC67","DC67","DC67_3",186.661320692081
"DC68","DC68","DC68_3",177.526403927579
"DC69","DC69","DC69_3",185.911995714826
"DC76","DC76","DC76_3",182.271663942402
"DC77","DC77","DC77_3",182.430104679769
"DC78","DC78","DC78_3",188.270183055231
"DC79","DC79","DC79_3",190.585367421661
"DC88","DC88","DC88_3",179.658510279309
"DC89","DC89","DC89_3",175.563355081704
"DD00","DD00","DD00_3",200.52726816061
"DD01","DD01","DD01_3",198.887159507402
"DD02","DD02","DD02_3",193.202104481077
"DD03","DD03","DD03_3",200.905183885238
"DD04","DD04","DD04_3",203.194570397003
"DD05","DD05","DD05_3",202.777732722347
"DD06","DD06","DD06_3",211.607031607626
"DD07","DD07","DD07_3",206.908258379357
"DD08","DD08","DD08_3",203.800761044086
"DD09","DD09","DD09_3",207.310239713886
"DD10","DD10","DD10_3",193.858828986822
"DD11","DD11","DD11_3",197.511955143338
"DD12","DD12","DD12_3",203.332347486011
"DD13","DD13","DD13_3",205.351442532802
"DD14","DD14","DD14_3",203.986502080186
"DD15","DD15","DD15_3",199.794114981206
"DD16","DD16","DD16_3",195.492044750461
"DD17","DD17","DD17_3",189.668603565972
"DD18","DD18","DD18_3",194.118294649072
"DD19","DD19","DD19_3",196.493632156238
"DD20","DD20","DD20_3",202.342882475854
"DD21","DD21","DD21_3",197.375499451191
"DD22","DD22","DD22_3",205.795348087488
"DD23","DD23","DD23_3",205.298206036893
"DD24","DD24","DD24_3",202.995398566826
"DD25","DD25","DD25_3",206.068941235835
"DD26","DD26","DD26_3",190.803115692136
"DD27","DD27","DD27_3",198.018616130205
"DD28","DD28","DD28_3",198.689220406805
"DD29","DD29","DD29_3",191.475754823284
"DD30","DD30","DD30_3",189.672910176203
"DD31","DD31","DD31_3",191.41997655062
"DD32","DD32","DD32_3",202.858465184486
"DD33","DD33","DD33_3",207.689681009641
"DD34","DD34","DD34_3",191.672561931225
"DD35","DD35","DD35_3",187.271878773402
"DD36","DD36","DD36_3",195.238977210264
"DD37","DD37","DD37_3",195.396438786701
"DD38","DD38","DD38_3",192.380518946019
"DD39","DD39","DD39_3",197.320173869667
"DD40","DD40","DD40_3",195.19273128257
"DD41","DD41","DD41_3",195.268622905854
"DD42","DD42","DD42_3",199.795388985199
"DD43","DD43","DD43_3",186.607660556496
"DD44","DD44","DD44_3",193.030671733455
"DD45","DD45","DD45_3",198.86610479762
"DD46","DD46","DD46_3",191.552801394085
"DD47","DD47","DD47_3",189.012485543909
"DD48","DD48","DD48_3",189.461415697313
"DD49","DD49","DD49_3",186.608128728011
"DD50","DD50","DD50_3",189.607545875943
"DD51","DD51","DD51_3",191.246237506869
"DD52","DD52","DD52_3",189.327526934244
"DD53","DD53","DD53_3",190.754217684391
"DD54","DD54","DD54_3",187.150430347681
"DD55","DD55","DD55_3",184.094090154357
"DD56","DD56","DD56_3",188.399818964611
"DD57","DD57","DD57_3",190.782755448983
"DD58","DD58","DD58_3",191.648401150333
"DD59","DD59","DD59_3",190.500748668718
"DD60","DD60","DD60_3",191.085743642771
"DD61","DD61","DD61_3",190.171843996256
"DD62","DD62","DD62_3",198.406767801334
"DD63","DD63","DD63_3",196.363527769708
"DD64","DD64","DD64_3",191.881362219317
"DD65","DD65","DD65_3",189.901322459174
"DD66","DD66","DD66_3",189.097205583761
"DD67","DD67","DD67_3",191.567531840121
"DD70","DD70","DD70_3",200.328290593093
"DD71","DD71","DD71_3",197.46844895114
"DD72","DD72","DD72_3",191.665096276895
"DD73","DD73","DD73_3",183.923354205186
"DD80","DD80","DD80_3",198.618908496226
"DD81","DD81","DD81_3",193.013020904055
"DD82","DD82","DD82_3",195.730345259892
"DD90","DD90","DD90_3",192.179013440082
"DD91","DD91","DD91_3",192.351394333196
"DD92","DD92","DD92_3",190.484575925822
"DD93","DD93","DD93_3",178.484528059025
"DE00","DE00","DE00_3",222.551708216026
"DE01","DE01","DE01_3",200.971439554628
"DE02","DE02","DE02_3",212.275813076969
"DE03","DE03","DE03_3",212.202954049586
"DE04","DE04","DE04_3",202.683064711153
"DE05","DE05","DE05_3",205.61953221552
"DE06","DE06","DE06_3",205.140366136736
"DE07","DE07","DE07_3",208.947295585547
"DE08","DE08","DE08_3",212.964202852104
"DE09","DE09","DE09_3",195.139490915978
"DE10","DE10","DE10_3",215.318313210524
"DE11","DE11","DE11_3",189.215545898981
"DE12","DE12","DE12_3",210.992620949362
"DE13","DE13","DE13_3",209.562209570384
"DE14","DE14","DE14_3",191.164072347944
"DE15","DE15","DE15_3",205.521876045607
"DE16","DE16","DE16_3",207.153860658361
"DE17","DE17","DE17_3",207.039118665706
"DE18","DE18","DE18_3",190.320008265996
"DE19","DE19","DE19_3",198.234877025791
"DE20","DE20","DE20_3",200.359251422142
"DE21","DE21","DE21_3",208.372173392578
"DE22","DE22","DE22_3",210.167327564427
"DE23","DE23","DE23_3",193.814518745534
"DE24","DE24","DE24_3",189.062161719414
"DE25","DE25","DE25_3",199.991160110747
"DE26","DE26","DE26_3",200.200604868376
"DE27","DE27","DE27_3",197.619567288175
"DE28","DE28","DE28_3",189.567559954121
"DE29","DE29","DE29_3",202.1515518205
"DE30","DE30","DE30_3",199.983951919811
"DE31","DE31","DE31_3",206.597186302987
"DE32","DE32","DE32_3",192.513650253536
"DE33","DE33","DE33_3",200.724694274893
"DE34","DE34","DE34_3",193.336490281735
"DE35","DE35","DE35_3",206.498095205499
"DE36","DE36","DE36_3",192.590538291677
"DE37","DE37","DE37_3",194.143607890124
"DE38","DE38","DE38_3",199.825270721165
"DE39","DE39","DE39_3",199.662718494982
"DE40","DE40","DE40_3",181.930355372444
"DE41","DE41","DE41_3",184.578988149825
"DE42","DE42","DE42_3",191.416501827059
"DE43","DE43","DE43_3",198.716944954924
"DE44","DE44","DE44_3",188.175544456278
"DE45","DE45","DE45_3",202.87305573617
"DE46","DE46","DE46_3",201.100843146654
"DE47","DE47","DE47_3",196.499937677289
"DE48","DE48","DE48_3",204.11023171498
"DE49","DE49","DE49_3",191.544030344697
"DE50","DE50","DE50_3",183.766129712118
"DE51","DE51","DE51_3",182.446377266913
"DE52","DE52","DE52_3",187.280566846872
"DE53","DE53","DE53_3",186.817519799121
