"","kvadratkod","survey","prec_year"
"CD80","CD80","CD80_3",576.717682786042
"CD81","CD81","CD81_3",524.045428761774
"CD82","CD82","CD82_3",546.931119563117
"CD83","CD83","CD83_3",531.473689535846
"CD84","CD84","CD84_3",535.042412542593
"CD85","CD85","CD85_3",553.341080822988
"CD86","CD86","CD86_3",547.934549163861
"CD87","CD87","CD87_3",571.238792519466
"CD88","CD88","CD88_3",547.984701691191
"CD89","CD89","CD89_3",549.595966848242
"CD90","CD90","CD90_3",540.736848256676
"CD91","CD91","CD91_3",534.139809322731
"CD92","CD92","CD92_3",560.037390930626
"CD93","CD93","CD93_3",523.533645413023
"CD94","CD94","CD94_3",555.494463672131
"CD95","CD95","CD95_3",541.682877342421
"CD96","CD96","CD96_3",553.805520956598
"CD97","CD97","CD97_3",551.636650761389
"CD98","CD98","CD98_3",555.891743206659
"CD99","CD99","CD99_3",550.286994177168
"CE00","CE00","CE00_3",685.578855587761
"CE01","CE01","CE01_3",677.687243944374
"CE02","CE02","CE02_3",659.34197480027
"CE03","CE03","CE03_3",656.685604728033
"CE04","CE04","CE04_3",655.560850506843
"CE05","CE05","CE05_3",641.458101557295
"CE06","CE06","CE06_3",643.092247205
"CE07","CE07","CE07_3",638.475024553894
"CE08","CE08","CE08_3",621.992452953412
"CE09","CE09","CE09_3",599.354433048523
"CE10","CE10","CE10_3",669.447616083423
"CE11","CE11","CE11_3",679.892931855316
"CE12","CE12","CE12_3",666.647659630118
"CE13","CE13","CE13_3",659.513618923113
"CE14","CE14","CE14_3",656.255560405346
"CE15","CE15","CE15_3",642.220165729939
"CE16","CE16","CE16_3",643.182309168632
"CE17","CE17","CE17_3",621.718300400265
"CE18","CE18","CE18_3",597.005332068584
"CE19","CE19","CE19_3",616.252074846684
"CE20","CE20","CE20_3",670.054107083346
"CE21","CE21","CE21_3",674.103359164433
"CE22","CE22","CE22_3",679.617796185454
"CE23","CE23","CE23_3",655.383820306388
"CE24","CE24","CE24_3",639.009744929462
"CE25","CE25","CE25_3",635.827599210666
"CE26","CE26","CE26_3",621.178338656962
"CE27","CE27","CE27_3",604.713557210166
"CE28","CE28","CE28_3",624.361268253184
"CE29","CE29","CE29_3",625.86152867871
"CE30","CE30","CE30_3",666.972783378653
"CE31","CE31","CE31_3",655.723260396086
"CE32","CE32","CE32_3",654.574183565878
"CE33","CE33","CE33_3",650.30588411138
"CE34","CE34","CE34_3",648.499056532282
"CE35","CE35","CE35_3",623.681106892431
"CE36","CE36","CE36_3",625.65917760276
"CE37","CE37","CE37_3",612.237161229082
"CE38","CE38","CE38_3",618.959802752826
"CE39","CE39","CE39_3",602.657994047684
"CE40","CE40","CE40_3",672.141266775528
"CE41","CE41","CE41_3",664.469437429635
"CE42","CE42","CE42_3",659.243177977785
"CE43","CE43","CE43_3",649.214173339456
"CE44","CE44","CE44_3",635.068585149629
"CE45","CE45","CE45_3",613.516159436656
"CE46","CE46","CE46_3",605.592563164909
"CE47","CE47","CE47_3",590.163286885092
"CE48","CE48","CE48_3",586.12976366311
"CE49","CE49","CE49_3",555.556568827745
"CE50","CE50","CE50_3",662.907084318573
"CE51","CE51","CE51_3",647.468799028397
"CE52","CE52","CE52_3",633.276552880685
"CE53","CE53","CE53_3",641.299691648271
"CE54","CE54","CE54_3",599.471515923066
"CE55","CE55","CE55_3",605.610367492068
"CE56","CE56","CE56_3",577.540333189103
"CE57","CE57","CE57_3",572.166580577072
"CE58","CE58","CE58_3",557.501173229004
"CE59","CE59","CE59_3",552.37012816375
"CE60","CE60","CE60_3",633.859302927867
"CE61","CE61","CE61_3",628.260019024748
"CE62","CE62","CE62_3",615.829644817743
"CE63","CE63","CE63_3",624.306883260484
"CE64","CE64","CE64_3",554.103683533419
"CE65","CE65","CE65_3",571.616535368056
"CE66","CE66","CE66_3",573.570268230014
"CE67","CE67","CE67_3",581.148848255143
"CE68","CE68","CE68_3",568.86523357524
"CE69","CE69","CE69_3",580.200856002009
"CE70","CE70","CE70_3",646.16919076518
"CE71","CE71","CE71_3",645.474695861894
"CE72","CE72","CE72_3",585.395533536278
"CE73","CE73","CE73_3",602.755493240309
"CE74","CE74","CE74_3",576.896255215905
"CE75","CE75","CE75_3",593.814256951729
"CE76","CE76","CE76_3",593.720697402597
"CE77","CE77","CE77_3",556.125418756329
"CE78","CE78","CE78_3",540.380553013254
"CE79","CE79","CE79_3",552.02269864135
"CE80","CE80","CE80_3",593.062743203557
"CE81","CE81","CE81_3",569.94343028322
"CE82","CE82","CE82_3",572.093592959963
"CE83","CE83","CE83_3",602.965001598861
"CE84","CE84","CE84_3",597.460377536943
"CE85","CE85","CE85_3",577.17480444683
"CE86","CE86","CE86_3",559.338561766217
"CE87","CE87","CE87_3",552.961952859054
"CE88","CE88","CE88_3",571.023277667662
"CE89","CE89","CE89_3",559.156694840083
"CE90","CE90","CE90_3",615.271014080467
"CE91","CE91","CE91_3",594.521465418964
"CE92","CE92","CE92_3",561.91619128597
"CE93","CE93","CE93_3",574.154223422348
"CE94","CE94","CE94_3",610.073872706528
"CE95","CE95","CE95_3",605.040057381336
"CE96","CE96","CE96_3",561.669729098486
"CE97","CE97","CE97_3",570.574948553158
"CE98","CE98","CE98_3",577.899785054903
"CE99","CE99","CE99_3",560.500676927973
"CF00","CF00","CF00_3",700.096599122777
"CF01","CF01","CF01_3",734.285858548042
"CF02","CF02","CF02_3",725.032132389121
"CF03","CF03","CF03_3",714.16193227175
"CF04","CF04","CF04_3",703.450816830259
"CF05","CF05","CF05_3",693.34843570641
"CF06","CF06","CF06_3",705.033349842412
"CF07","CF07","CF07_3",696.839557883124
"CF08","CF08","CF08_3",698.266410994767
"CF09","CF09","CF09_3",688.74743884703
"CF10","CF10","CF10_3",702.056403291185
"CF11","CF11","CF11_3",696.329589676867
"CF12","CF12","CF12_3",703.992390939241
"CF13","CF13","CF13_3",698.153234089907
"CF14","CF14","CF14_3",691.736819610854
"CF15","CF15","CF15_3",708.969636062532
"CF16","CF16","CF16_3",699.377432616405
"CF17","CF17","CF17_3",698.71389673496
"CF18","CF18","CF18_3",678.426740013099
"CF19","CF19","CF19_3",687.723744567829
"CF20","CF20","CF20_3",695.373741412657
"CF21","CF21","CF21_3",691.518728387541
"CF22","CF22","CF22_3",690.999876670035
"CF23","CF23","CF23_3",699.596592216689
"CF24","CF24","CF24_3",706.043907929102
"CF25","CF25","CF25_3",726.486061355337
"CF26","CF26","CF26_3",691.726237744861
"CF27","CF27","CF27_3",712.045825017026
"CF28","CF28","CF28_3",693.870675038542
"CF29","CF29","CF29_3",668.350977031114
"CF30","CF30","CF30_3",696.871381284199
"CF31","CF31","CF31_3",702.508912730548
"CF32","CF32","CF32_3",683.685960436264
"CF33","CF33","CF33_3",647.232256245959
"CF34","CF34","CF34_3",691.759497483238
"CF35","CF35","CF35_3",710.814248382601
"CF36","CF36","CF36_3",669.937337772692
"CF37","CF37","CF37_3",703.888960330496
"CF38","CF38","CF38_3",694.570140911015
"CF39","CF39","CF39_3",662.215903479155
"CF40","CF40","CF40_3",663.130930920241
"CF41","CF41","CF41_3",677.986596271725
"CF42","CF42","CF42_3",680.742134789827
"CF43","CF43","CF43_3",676.063269924634
"CF44","CF44","CF44_3",683.544882801643
"CF45","CF45","CF45_3",665.438951330487
"CF46","CF46","CF46_3",660.844276669703
"CF47","CF47","CF47_3",682.495455288334
"CF48","CF48","CF48_3",686.4151524342
"CF49","CF49","CF49_3",661.840813987441
"CF50","CF50","CF50_3",657.72345856152
"CF51","CF51","CF51_3",651.646015773097
"CF52","CF52","CF52_3",666.401862550854
"CF53","CF53","CF53_3",668.786629991767
"CF54","CF54","CF54_3",636.988391292225
"CF55","CF55","CF55_3",680.216665347872
"CF56","CF56","CF56_3",671.699335544685
"CF57","CF57","CF57_3",643.937573416895
"CF58","CF58","CF58_3",629.589902209912
"CF59","CF59","CF59_3",670.534720933947
"CF60","CF60","CF60_3",641.416655445281
"CF61","CF61","CF61_3",666.730433520773
"CF62","CF62","CF62_3",662.554700905154
"CF63","CF63","CF63_3",651.458146017119
"CF64","CF64","CF64_3",614.019778527356
"CF65","CF65","CF65_3",655.610880207186
"CF66","CF66","CF66_3",647.555697499204
"CF67","CF67","CF67_3",614.878794871047
"CF68","CF68","CF68_3",624.874710443458
"CF69","CF69","CF69_3",640.262228656096
"CF70","CF70","CF70_3",608.042054168693
"CF71","CF71","CF71_3",616.703813981631
"CF72","CF72","CF72_3",621.931613232166
"CF73","CF73","CF73_3",620.865523913781
"CF74","CF74","CF74_3",613.34499561192
"CF75","CF75","CF75_3",677.125645560262
"CF76","CF76","CF76_3",637.548315844599
"CF77","CF77","CF77_3",603.48094566063
"CF78","CF78","CF78_3",625.560198823485
"CF79","CF79","CF79_3",615.191031860703
"CF80","CF80","CF80_3",612.848493200093
"CF81","CF81","CF81_3",604.210028364805
"CF82","CF82","CF82_3",579.661033897847
"CF83","CF83","CF83_3",595.791805780712
"CF84","CF84","CF84_3",584.977961810315
"CF85","CF85","CF85_3",636.268359223169
"CF86","CF86","CF86_3",602.0665522073
"CF87","CF87","CF87_3",586.177722992258
"CF88","CF88","CF88_3",611.697431039467
"CF89","CF89","CF89_3",629.805392077083
"CF90","CF90","CF90_3",594.766596870625
"CF91","CF91","CF91_3",578.495038825804
"CF92","CF92","CF92_3",598.732088133817
"CF93","CF93","CF93_3",562.542311809177
"CF94","CF94","CF94_3",649.516833603176
"CF95","CF95","CF95_3",605.397454540708
"CF96","CF96","CF96_3",588.570590230242
"CF97","CF97","CF97_3",573.854493125562
"CF98","CF98","CF98_3",575.549501125729
"CF99","CF99","CF99_3",577.748734707564
"CG00","CG00","CG00_3",710.924498503958
"CG01","CG01","CG01_3",713.731191818491
"CG02","CG02","CG02_3",725.036656606404
"CG03","CG03","CG03_3",693.407138650988
"CG04","CG04","CG04_3",682.92765603226
"CG05","CG05","CG05_3",723.190616710168
"CG06","CG06","CG06_3",748.08770055486
"CG07","CG07","CG07_3",711.908845087486
"CG08","CG08","CG08_3",705.635558867184
"CG09","CG09","CG09_3",719.216242615391
"CG10","CG10","CG10_3",721.399154554357
"CG11","CG11","CG11_3",747.350896644306
"CG12","CG12","CG12_3",726.954227653945
"CG13","CG13","CG13_3",696.539664577477
"CG14","CG14","CG14_3",713.80847955201
"CG15","CG15","CG15_3",710.355242856167
"CG16","CG16","CG16_3",711.348003410652
"CG17","CG17","CG17_3",707.342163673233
"CG18","CG18","CG18_3",693.158173389588
"CG19","CG19","CG19_3",701.119458866385
"CG20","CG20","CG20_3",730.498586828424
"CG21","CG21","CG21_3",752.77130050863
"CG22","CG22","CG22_3",703.635282853815
"CG23","CG23","CG23_3",689.349640833824
"CG24","CG24","CG24_3",724.982355215128
"CG25","CG25","CG25_3",689.862713596671
"CG26","CG26","CG26_3",690.959347297562
"CG27","CG27","CG27_3",698.825193582374
"CG28","CG28","CG28_3",677.502151712765
"CG29","CG29","CG29_3",681.897705676852
"CG30","CG30","CG30_3",717.568588645237
"CG31","CG31","CG31_3",699.540922455575
"CG32","CG32","CG32_3",689.171546572277
"CG33","CG33","CG33_3",695.073048195023
"CG34","CG34","CG34_3",697.700479356202
"CG35","CG35","CG35_3",684.087664306989
"CG36","CG36","CG36_3",694.935424188227
"CG37","CG37","CG37_3",681.335076939198
"CG38","CG38","CG38_3",674.7320332035
"CG39","CG39","CG39_3",689.501440344016
"CG40","CG40","CG40_3",712.120496823842
"CG41","CG41","CG41_3",700.146223303059
"CG42","CG42","CG42_3",691.328507918084
"CG43","CG43","CG43_3",691.70869818236
"CG44","CG44","CG44_3",681.949429867682
"CG45","CG45","CG45_3",700.308617562569
"CG46","CG46","CG46_3",693.417741841166
"CG47","CG47","CG47_3",674.725286635342
"CG48","CG48","CG48_3",689.966112761881
"CG49","CG49","CG49_3",703.225891669429
"CG50","CG50","CG50_3",702.128040254114
"CG51","CG51","CG51_3",680.482105835264
"CG52","CG52","CG52_3",673.486062983667
"CG53","CG53","CG53_3",649.494706245973
"CG54","CG54","CG54_3",645.756052317437
"CG55","CG55","CG55_3",681.17246659807
"CG56","CG56","CG56_3",651.454799329929
"CG57","CG57","CG57_3",658.164162612346
"CG58","CG58","CG58_3",667.223939312159
"CG59","CG59","CG59_3",639.97688089965
"CG60","CG60","CG60_3",663.748524545776
"CG61","CG61","CG61_3",616.499757030602
"CG62","CG62","CG62_3",622.957136254354
"CG63","CG63","CG63_3",674.491760326673
"CG64","CG64","CG64_3",642.738799239174
"CG65","CG65","CG65_3",632.346040116304
"CG66","CG66","CG66_3",626.449778662177
"CG67","CG67","CG67_3",640.38544278888
"CG68","CG68","CG68_3",645.761604724188
"CG69","CG69","CG69_3",608.164792101092
"CG71","CG71","CG71_3",625.339338673909
"CG73","CG73","CG73_3",630.07510655584
"CG74","CG74","CG74_3",627.454575727391
"CG75","CG75","CG75_3",611.966778418718
"CG76","CG76","CG76_3",626.294546734333
"CG77","CG77","CG77_3",608.259143789146
"CG78","CG78","CG78_3",605.710994449074
"CG79","CG79","CG79_3",609.571746194207
"CG80","CG80","CG80_3",634.077631987764
"CG83","CG83","CG83_3",618.26477209179
"CG84","CG84","CG84_3",605.016859888261
"CG85","CG85","CG85_3",585.525472361646
"CG86","CG86","CG86_3",590.93796415379
"CG88","CG88","CG88_3",589.042541408024
"CG89","CG89","CG89_3",597.147998590729
"CG90","CG90","CG90_3",618.915525240499
"CG94","CG94","CG94_3",582.00989847024
"CG95","CG95","CG95_3",581.105545656688
"CG98","CG98","CG98_3",586.119996736685
"CG99","CG99","CG99_3",596.396541167836
"CH06","CH06","CH06_3",694.034120406696
"CH07","CH07","CH07_3",710.73782224826
"CH08","CH08","CH08_3",708.517720075456
"CH09","CH09","CH09_3",706.506468599675
"CH16","CH16","CH16_3",716.696904547143
"CH17","CH17","CH17_3",717.401564991701
"CH18","CH18","CH18_3",718.779441934622
"CH19","CH19","CH19_3",721.000058283889
"CH25","CH25","CH25_3",734.86008699396
"CH26","CH26","CH26_3",726.118073993466
"CH27","CH27","CH27_3",723.843316417072
"CH28","CH28","CH28_3",723.467168110111
"CH29","CH29","CH29_3",723.872887637612
"CH34","CH34","CH34_3",735.780432294354
"CH35","CH35","CH35_3",734.761739769498
"CH36","CH36","CH36_3",720.955021227427
"CH37","CH37","CH37_3",721.367058134241
"CH38","CH38","CH38_3",730.655496990352
"CH39","CH39","CH39_3",723.287483180815
"CH45","CH45","CH45_3",732.811078651454
"CH46","CH46","CH46_3",726.575990233312
"CH47","CH47","CH47_3",728.572577934997
"CH48","CH48","CH48_3",731.413245326379
"CH49","CH49","CH49_3",737.591122259418
"CH55","CH55","CH55_3",712.566030348225
"CH56","CH56","CH56_3",725.803291152822
"CH57","CH57","CH57_3",720.298096778985
"CH58","CH58","CH58_3",707.133334875821
"CH59","CH59","CH59_3",659.103060693046
"CH65","CH65","CH65_3",657.698025296538
"CH66","CH66","CH66_3",690.554860844302
"CH67","CH67","CH67_3",696.583138443215
"CH68","CH68","CH68_3",690.831743902587
"CH69","CH69","CH69_3",650.16476483527
"CH76","CH76","CH76_3",640.923292338102
"CH77","CH77","CH77_3",636.117307587098
"CH78","CH78","CH78_3",650.687635969415
"CH79","CH79","CH79_3",626.247394283274
"CH85","CH85","CH85_3",636.250941793639
"CH86","CH86","CH86_3",663.611120278914
"CH87","CH87","CH87_3",660.075477317927
"CH88","CH88","CH88_3",617.77585845646
"CH89","CH89","CH89_3",612.591280272613
"CH95","CH95","CH95_3",641.638775960627
"CH96","CH96","CH96_3",637.937433966941
"CH97","CH97","CH97_3",629.071464121225
"CH98","CH98","CH98_3",592.788169221104
"CH99","CH99","CH99_3",618.516562572418
"DA80","DA80","DA80_3",504.328011685416
"DA90","DA90","DA90_3",501.748316192021
"DB00","DB00","DB00_3",535.375890329119
"DB01","DB01","DB01_3",525.395868998096
"DB02","DB02","DB02_3",518.554838753051
"DB03","DB03","DB03_3",522.534090645894
"DB04","DB04","DB04_3",518.040557361168
"DB05","DB05","DB05_3",527.006022314075
"DB10","DB10","DB10_3",528.2502952504
"DB11","DB11","DB11_3",525.36093599698
"DB12","DB12","DB12_3",521.028859080848
"DB13","DB13","DB13_3",527.791224407038
"DB14","DB14","DB14_3",525.416349776464
"DB15","DB15","DB15_3",543.098855439447
"DB16","DB16","DB16_3",528.464343558825
"DB20","DB20","DB20_3",533.692136757013
"DB21","DB21","DB21_3",525.315714730547
"DB22","DB22","DB22_3",517.117977213651
"DB23","DB23","DB23_3",517.162127513207
"DB24","DB24","DB24_3",525.626500258525
"DB25","DB25","DB25_3",523.837652193149
"DB26","DB26","DB26_3",495.070956312
"DB30","DB30","DB30_3",551.112039108413
"DB31","DB31","DB31_3",540.424857897854
"DB32","DB32","DB32_3",527.79454151307
"DB33","DB33","DB33_3",522.379852871238
"DB34","DB34","DB34_3",543.438969575508
"DB35","DB35","DB35_3",493.102887379376
"DB36","DB36","DB36_3",498.7006914346
"DB40","DB40","DB40_3",521.101390704579
"DB41","DB41","DB41_3",500.77874654313
"DB42","DB42","DB42_3",528.868571138888
"DB43","DB43","DB43_3",501.310218799683
"DB44","DB44","DB44_3",499.4450082748
"DB45","DB45","DB45_3",498.489704726907
"DB46","DB46","DB46_3",512.644123721793
"DB47","DB47","DB47_3",510.175850706803
"DB50","DB50","DB50_3",500.825828140275
"DB51","DB51","DB51_3",516.429751750356
"DB52","DB52","DB52_3",515.004163744625
"DB53","DB53","DB53_3",534.717640782549
"DB54","DB54","DB54_3",521.801311662508
"DB55","DB55","DB55_3",502.694779029563
"DB56","DB56","DB56_3",507.802438583639
"DB57","DB57","DB57_3",515.223555451846
"DB60","DB60","DB60_3",519.763932101987
"DB61","DB61","DB61_3",523.996062764752
"DB62","DB62","DB62_3",520.758734231576
"DB63","DB63","DB63_3",491.532476485836
"DB64","DB64","DB64_3",477.775584376653
"DB65","DB65","DB65_3",490.492276311889
"DB66","DB66","DB66_3",505.395043822787
"DB67","DB67","DB67_3",517.789194705616
"DB68","DB68","DB68_3",515.371020510014
"DB70","DB70","DB70_3",497.042794214429
"DB71","DB71","DB71_3",514.750485795398
"DB72","DB72","DB72_3",518.489411581827
"DB73","DB73","DB73_3",492.970160910298
"DB74","DB74","DB74_3",476.648341834587
"DB75","DB75","DB75_3",483.823935788235
"DB76","DB76","DB76_3",492.537221638065
"DB77","DB77","DB77_3",500.831017058113
"DB78","DB78","DB78_3",505.587570867884
"DB79","DB79","DB79_3",511.155431423342
"DB80","DB80","DB80_3",478.312709062055
"DB81","DB81","DB81_3",474.506552846496
"DB82","DB82","DB82_3",474.95263861681
"DB83","DB83","DB83_3",463.645385419328
"DB84","DB84","DB84_3",472.268257857978
"DB89","DB89","DB89_3",505.963479366304
"DB94","DB94","DB94_3",487.847491663865
"DB99","DB99","DB99_3",501.373786373396
"DC00","DC00","DC00_3",506.360932572772
"DC01","DC01","DC01_3",506.591310155876
"DC02","DC02","DC02_3",512.038943094545
"DC03","DC03","DC03_3",510.921180425397
"DC04","DC04","DC04_3",525.978042534918
"DC05","DC05","DC05_3",527.828621512121
"DC06","DC06","DC06_3",532.741702690624
"DC07","DC07","DC07_3",522.694463399353
"DC08","DC08","DC08_3",524.382909030615
"DC09","DC09","DC09_3",527.017122964319
"DC10","DC10","DC10_3",519.415874600019
"DC11","DC11","DC11_3",529.259764337731
"DC12","DC12","DC12_3",547.37583577067
"DC13","DC13","DC13_3",527.25919892811
"DC14","DC14","DC14_3",524.820333305326
"DC15","DC15","DC15_3",522.333525244626
"DC16","DC16","DC16_3",532.786252124539
"DC17","DC17","DC17_3",525.906011559368
"DC18","DC18","DC18_3",524.60576377165
"DC19","DC19","DC19_3",538.008688586827
"DC20","DC20","DC20_3",503.337388376713
"DC21","DC21","DC21_3",510.892525761831
"DC22","DC22","DC22_3",512.665326280627
"DC23","DC23","DC23_3",507.368804881426
"DC24","DC24","DC24_3",498.966415272956
"DC25","DC25","DC25_3",514.008719290627
"DC26","DC26","DC26_3",549.096214871027
"DC27","DC27","DC27_3",513.491694759689
"DC28","DC28","DC28_3",530.280371963434
"DC29","DC29","DC29_3",534.543236685946
"DC30","DC30","DC30_3",512.917632605175
"DC31","DC31","DC31_3",505.24979253466
"DC32","DC32","DC32_3",498.316433783656
"DC33","DC33","DC33_3",500.592768355453
"DC34","DC34","DC34_3",506.948807023641
"DC35","DC35","DC35_3",532.785131544719
"DC36","DC36","DC36_3",510.418128290022
"DC37","DC37","DC37_3",517.970088551286
"DC38","DC38","DC38_3",529.547320492859
"DC39","DC39","DC39_3",538.980013743104
"DC40","DC40","DC40_3",492.014905076887
"DC41","DC41","DC41_3",492.202870781734
"DC42","DC42","DC42_3",508.347532625972
"DC43","DC43","DC43_3",503.928493065161
"DC44","DC44","DC44_3",514.363868065111
"DC45","DC45","DC45_3",515.413995699617
"DC46","DC46","DC46_3",516.347819372498
"DC47","DC47","DC47_3",540.444936096912
"DC48","DC48","DC48_3",550.087602032221
"DC49","DC49","DC49_3",545.436629483477
"DC50","DC50","DC50_3",501.866589919335
"DC51","DC51","DC51_3",503.705530459236
"DC52","DC52","DC52_3",502.53028140916
"DC53","DC53","DC53_3",506.095044560495
"DC54","DC54","DC54_3",513.963926050508
"DC55","DC55","DC55_3",509.598591404807
"DC56","DC56","DC56_3",511.624582233383
"DC57","DC57","DC57_3",543.96743483218
"DC58","DC58","DC58_3",507.974879386278
"DC59","DC59","DC59_3",477.809811128773
"DC63","DC63","DC63_3",505.835736629108
"DC64","DC64","DC64_3",506.076490268543
"DC65","DC65","DC65_3",502.240546525172
"DC66","DC66","DC66_3",505.636543550658
"DC67","DC67","DC67_3",506.377835088642
"DC68","DC68","DC68_3",480.886705855566
"DC69","DC69","DC69_3",506.020237292544
"DC76","DC76","DC76_3",492.010889356188
"DC77","DC77","DC77_3",494.727258501206
"DC78","DC78","DC78_3",511.614921941537
"DC79","DC79","DC79_3",519.38628888491
"DC88","DC88","DC88_3",492.044788182299
"DC89","DC89","DC89_3",481.404507841308
"DD00","DD00","DD00_3",536.943105512458
"DD01","DD01","DD01_3",529.221281870898
"DD02","DD02","DD02_3",513.315842286041
"DD03","DD03","DD03_3",530.204189997917
"DD04","DD04","DD04_3",536.659345743813
"DD05","DD05","DD05_3",533.919518040264
"DD06","DD06","DD06_3",557.250617387376
"DD07","DD07","DD07_3",543.665487795431
"DD08","DD08","DD08_3",534.821468417802
"DD09","DD09","DD09_3",541.918888900609
"DD10","DD10","DD10_3",518.446853299682
"DD11","DD11","DD11_3",526.586617995889
"DD12","DD12","DD12_3",538.367729388512
"DD13","DD13","DD13_3",543.689746227334
"DD14","DD14","DD14_3",537.141725449682
"DD15","DD15","DD15_3",525.422835893206
"DD16","DD16","DD16_3",516.125494523667
"DD17","DD17","DD17_3",497.953998161256
"DD18","DD18","DD18_3",509.514892717887
"DD19","DD19","DD19_3",516.487139607348
"DD20","DD20","DD20_3",536.375969962974
"DD21","DD21","DD21_3",524.874481301989
"DD22","DD22","DD22_3",545.811835564373
"DD23","DD23","DD23_3",543.127920371704
"DD24","DD24","DD24_3",535.853233663917
"DD25","DD25","DD25_3",540.65057255619
"DD26","DD26","DD26_3",500.996511146262
"DD27","DD27","DD27_3",520.604056570693
"DD28","DD28","DD28_3",521.799539549365
"DD29","DD29","DD29_3",502.215581363614
"DD30","DD30","DD30_3",503.313808644139
"DD31","DD31","DD31_3",507.134449832298
"DD32","DD32","DD32_3",538.812005840428
"DD33","DD33","DD33_3",549.665763107805
"DD34","DD34","DD34_3",504.369838568426
"DD35","DD35","DD35_3",492.859952538335
"DD36","DD36","DD36_3",510.550351846881
"DD37","DD37","DD37_3",513.927950597933
"DD38","DD38","DD38_3",505.019118584264
"DD39","DD39","DD39_3",517.510061853017
"DD40","DD40","DD40_3",517.184368790711
"DD41","DD41","DD41_3",515.444712873542
"DD42","DD42","DD42_3",531.212750276577
"DD43","DD43","DD43_3",492.932785597978
"DD44","DD44","DD44_3",507.379290508996
"DD45","DD45","DD45_3",522.420600033211
"DD46","DD46","DD46_3",503.297939140119
"DD47","DD47","DD47_3",496.085751277286
"DD48","DD48","DD48_3",497.749869559869
"DD49","DD49","DD49_3",490.37136964426
"DD50","DD50","DD50_3",500.687526389133
"DD51","DD51","DD51_3",504.477053119198
"DD52","DD52","DD52_3",500.479840505166
"DD53","DD53","DD53_3",503.389784934565
"DD54","DD54","DD54_3",494.81908841607
"DD55","DD55","DD55_3",483.951872596796
"DD56","DD56","DD56_3",493.659234948565
"DD57","DD57","DD57_3",500.870059603634
"DD58","DD58","DD58_3",503.627719390905
"DD59","DD59","DD59_3",500.712844490852
"DD60","DD60","DD60_3",501.574050357159
"DD61","DD61","DD61_3",500.545090242777
"DD62","DD62","DD62_3",523.232742248501
"DD63","DD63","DD63_3",517.372385748456
"DD64","DD64","DD64_3",504.299806433485
"DD65","DD65","DD65_3",499.613897200834
"DD66","DD66","DD66_3",496.457253246332
"DD67","DD67","DD67_3",503.56727190387
"DD70","DD70","DD70_3",525.202187930053
"DD71","DD71","DD71_3",517.951979425241
"DD72","DD72","DD72_3",503.924554585588
"DD73","DD73","DD73_3",483.864358630091
"DD80","DD80","DD80_3",522.071066456362
"DD81","DD81","DD81_3",504.11418438127
"DD82","DD82","DD82_3",512.696817765337
"DD90","DD90","DD90_3",503.828936245028
"DD91","DD91","DD91_3",503.891585851248
"DD92","DD92","DD92_3",497.529480802082
"DD93","DD93","DD93_3",464.269699712386
"DE00","DE00","DE00_3",621.588447411747
"DE01","DE01","DE01_3",552.526816694327
"DE02","DE02","DE02_3",586.84831557789
"DE03","DE03","DE03_3",586.265905728612
"DE04","DE04","DE04_3",558.009445698139
"DE05","DE05","DE05_3",560.88764072238
"DE06","DE06","DE06_3",556.735039219677
"DE07","DE07","DE07_3",568.357071764722
"DE08","DE08","DE08_3",575.789307342117
"DE09","DE09","DE09_3",522.33946150523
"DE10","DE10","DE10_3",596.078738661123
"DE11","DE11","DE11_3",515.712266295698
"DE12","DE12","DE12_3",580.030529129526
"DE13","DE13","DE13_3",572.370890344806
"DE14","DE14","DE14_3",521.386425832459
"DE15","DE15","DE15_3",560.265929177866
"DE16","DE16","DE16_3",559.509858394154
"DE17","DE17","DE17_3",558.47881323903
"DE18","DE18","DE18_3",511.07364017623
"DE19","DE19","DE19_3",529.474461353271
"DE20","DE20","DE20_3",544.726521794488
"DE21","DE21","DE21_3",565.728488191873
"DE22","DE22","DE22_3",573.491161706415
"DE23","DE23","DE23_3",524.011703591317
"DE24","DE24","DE24_3",510.32991269095
"DE25","DE25","DE25_3",541.91692637197
"DE26","DE26","DE26_3",540.463153733303
"DE27","DE27","DE27_3",529.19401629922
"DE28","DE28","DE28_3",504.830982001987
"DE29","DE29","DE29_3",541.370426348819
"DE30","DE30","DE30_3",537.251471149208
"DE31","DE31","DE31_3",555.661658153688
"DE32","DE32","DE32_3",515.571140539361
"DE33","DE33","DE33_3",538.268824344609
"DE34","DE34","DE34_3",517.02678346161
"DE35","DE35","DE35_3",555.760289621275
"DE36","DE36","DE36_3",516.040240109692
"DE37","DE37","DE37_3",519.115691580395
"DE38","DE38","DE38_3",531.772184136014
"DE39","DE39","DE39_3",532.973860992422
"DE40","DE40","DE40_3",486.050226291145
"DE41","DE41","DE41_3",491.30262513945
"DE42","DE42","DE42_3",507.837513441437
"DE43","DE43","DE43_3",527.956789132585
"DE44","DE44","DE44_3",499.663091983145
"DE45","DE45","DE45_3",540.760931642446
"DE46","DE46","DE46_3",535.06517572043
"DE47","DE47","DE47_3",521.609492023559
"DE48","DE48","DE48_3",543.340116027318
"DE49","DE49","DE49_3",506.817157392199
"DE50","DE50","DE50_3",486.235698653361
"DE51","DE51","DE51_3",483.665024502286
"DE52","DE52","DE52_3",495.64089269669
