"","kvadratkod","survey","hh","unique","LULC_0","LULC_11","LULC_22","LULC_33","LULC_44","LULC_55","LULC_66","LULC_77"
"CD40","CD40","CD40_3",0.482986810353555,5,0,0.16626430257103,0.0797746964003102,0,0.693528882629008,0.0401417240006606,0,0.0202903943989918
"CD41","CD41","CD41_3",0.632479177176412,5,0,0.495395502138275,0.240687936105564,0,0.253124248318196,0.0100498969714038,0,0.000742416466559852
"CD42","CD42","CD42_3",0.422151938374172,4,0,0.0727043857929247,0.730723070225123,0,0.00120964971134061,0.195362894270612,0,0
"CD43","CD43","CD43_3",0.729040373060303,7,0.164940534561477,0.040876372036946,0.404145849372913,0.249137598543242,0.000313779004870586,0.0487093361618053,0,0.0918765303187459
"CD44","CD44","CD44_3",0.239328267488009,4,0,0,0.867975062650251,0.0126750832873408,0.0599951310771238,0.0593547229852845,0,0
"CD45","CD45","CD45_3",0.676186235107764,7,0.00940626303812309,0.0243546680810022,0.456405396723948,0.11861527243153,0.307952638280357,0.0738594984069519,0,0.00940626303808755
"CD46","CD46","CD46_3",0.458069694918598,4,0,0.17434679758919,0.70657658684947,0.0939854944790712,0,0.025091121082269,0,0
"CD47","CD47","CD47_3",0.462323304090013,5,0,0.0594728053491033,0.716159182302569,0.029530667710157,0.0730640042393141,0.121773340398857,0,0
"CD48","CD48","CD48_3",0.234081961558876,2,0,0.135364539271669,0.864635460728331,0,0,0,0,0
"CD49","CD49","CD49_3",0.368223268724716,5,0,0.0742504563493269,0.784377836513276,0.0989867799067875,0.00940626303768345,0.0329786641929265,0,0
"CD50","CD50","CD50_3",0.774542301289262,6,0,0.174930098669924,0.222603307989945,0.0630141051802788,0.223446879487189,0.302009520848928,0,0.0139960878237352
"CD51","CD51","CD51_3",0.670605966329653,6,0,0.484410397392212,0.257294674036401,0.0100498966417892,0.0200997932832487,0.145773756606627,0,0.0823714820397216
"CD52","CD52","CD52_3",0.359830736241938,4,0,0.000115534257217441,0.776514554509998,0,0.0334310789649235,0.189938832267862,0,0
"CD53","CD53","CD53_3",0.55391297887041,5,0,0.0487093345632424,0.622312047142982,0.183314535607282,0.032493156799594,0.113170925886899,0,0
"CD54","CD54","CD54_3",0.559974980176699,5,0,0.0557267685406865,0.62401446957964,0.035877469890668,0.0883916734851186,0.195989618503887,0,0
"CD55","CD55","CD55_3",0.30367581332157,3,0,0,0.823118081528497,0,0.128172583908019,0.0487093345634838,0,0
"CD56","CD56","CD56_3",0.353771728944325,3,0,0.188314566494847,0.780338405190382,0.012457286940838,0,0.0188897413739333,0,0
"CD57","CD57","CD57_3",0.121103563976271,4,0,0.0101002726182048,0.936268195028035,0.0116346055289184,0.0243546672805179,0.0176422595443242,0,0
"CD58","CD58","CD58_3",0,1,0,0,1,0,0,0,0,0
"CD59","CD59","CD59_3",0.289513298542439,4,0,0.136709245498693,0.831322851203045,0,0.0256954731502837,0.00627243014797794,0,0
"CD60","CD60","CD60_3",0.535347813433098,5,0,0.0632457444066341,0.635937139376714,0.0143047710195289,0.0566916628569372,0.229820682340186,0,0
"CD61","CD61","CD61_3",0.107574961495946,4,0,0.0157845855924812,0.944015826710466,0.010049896924255,0,0.030149690772798,0,0
"CD62","CD62","CD62_3",0.67190160902392,4,0,0.182940882045879,0.471007237803513,0,0.0926914682989392,0.253360411851669,0,0
"CD63","CD63","CD63_3",0.572674225141257,6,0,0.0730640038993923,0.614622322601105,0.186906369281952,0.0290818714839168,0.07197076476717,0,0.0243546679664641
"CD64","CD64","CD64_3",0.614363865195456,4,0,0.168787934966855,0.55849667037259,0,0.0730640038955224,0.199651390765032,0,0
"CD65","CD65","CD65_3",0.403748200770662,4,0,0.0190319745627195,0.74670952640029,0,0.19087185650762,0.043386642529371,0,0
"CD66","CD66","CD66_3",0.6323751994629,3,0,0.32402248364816,0.468681966341028,0.207295550010811,0,0,0,0
"CD67","CD67","CD67_3",0.436684375734353,4,0,0.147596912989858,0.730629747183476,0,0.0730640038959995,0.0487093359306663,0,0
"CD68","CD68","CD68_3",0.370133658972331,4,0,0.183859190982153,0.771396960310326,0.024354667966249,0.0203891807412723,0,0,0
"CD69","CD69","CD69_3",0.722987532710946,5,0,0.336188669269124,0.345499456660199,0.0428044322719654,0.114895156925728,0.160612284872984,0,0
"CD70","CD70","CD70_3",0.308393997451973,5,0,0.00793097432465716,0.824131354899234,0.0202710992953021,0.051062839618792,0.0966037318620152,0,0
"CD71","CD71","CD71_3",0.730806843243159,5,0,0.0971825056053118,0.406482508318722,0.198769049929312,0.0849476923552152,0.212618243791439,0,0
"CD72","CD72","CD72_3",0.444576390236523,5,0,0.109551296528952,0.729272834427462,2.95205897544652e-05,0.0755174357550619,0.0758151806513886,0,0.00981373204738138
"CD73","CD73","CD73_3",0.719992889760348,6,0,0.030320996083632,0.44386943755184,0.18137273896349,0.180312315106654,0.10087424161653,0,0.0632502706778525
"CD74","CD74","CD74_3",0.525188182543677,5,0,0.139672323408552,0.646397410150967,0.00921824220226202,0.0117045773346875,0.193007446903531,0,0
"CD75","CD75","CD75_3",0.185258090214413,3,0,0,0.899276143696379,0,0.0283201547451671,0.0724037015584534,0,0
"CD76","CD76","CD76_3",0.674224911306181,5,0,0.177078535967455,0.493582669429349,0.194556468344995,0.0251863221432392,0.109596004114962,0,0
"CD77","CD77","CD77_3",0.411886876170799,5,0,0.127073936484903,0.751984380172905,0.0243546675814675,0.0235230130163224,0.0730640027444024,0,0
"CD78","CD78","CD78_3",0.331509569237881,4,0,0,0.807285839074127,0.115684671016279,0.0283201547448451,0.048709335164749,0,0
"CD79","CD79","CD79_3",0.0806508085563112,4,0,0.00627243022529555,0.958366684866879,0.00076829993873997,0.00627243022541928,0.0283201547436662,0,0
"CD80","CD80","CD80_3",0.558792609073952,5,0,0.0886727575155055,0.614821842505883,0.0183883390767711,0.229407725748871,0.0487093351529698,0,0
"CD81","CD81","CD81_3",0.671854668337029,4,0,0,0.42174861249991,0.0547980020438306,0.218889190303941,0.304564195152319,0,0
"CD82","CD82","CD82_3",0.0198977926760915,2,0,0,0.989950103237007,0,0,0.0100498967629926,0,0
"CD83","CD83","CD83_3",0.677566361676537,4,0,0.140161676959472,0.480429823174303,0,0.189951994468854,0.189456505397371,0,0
"CD84","CD84","CD84_3",0.718836521194969,5,0,0.1525836875291,0.318616293684289,0.0243546675752533,0.371679045238828,0.13276630597253,0,0
"CD85","CD85","CD85_3",0.360732873513861,5,0,0.0396091752895355,0.788484522306955,0.040252811775842,0.0124236173702906,0.119229873257377,0,0
"CD86","CD86","CD86_3",0.0646712038788873,2,0,0.033454827416941,0.966545172583059,0,0,0,0,0
"CD87","CD87","CD87_3",0,1,0,0,1,0,0,0,0,0
"CD88","CD88","CD88_3",0.329442394160697,3,0,0,0.804784083747017,0,0.11471029270271,0.0805056235502722,0,0
"CD89","CD89","CD89_3",0.202979189022287,4,0,0.00627243022385044,0.888907744253968,0.026722582748661,0.0780972427735205,0,0,0
"CD90","CD90","CD90_3",0.608241868742146,4,0,0.124610728103154,0.561973608057212,0,0.229385646284828,0.0840300175548068,0,0
"CD91","CD91","CD91_3",0.587045407024957,3,0,0,0.561320620283603,0,0.248096907433034,0.190582472283363,0,0
"CD92","CD92","CD92_3",0.481727434263526,4,0,0.101844536251373,0.678125663096054,0,0.000837785885694692,0.219192014766879,0,0
"CD93","CD93","CD93_3",0.485290413879491,5,0,0.0026713771388943,0.692012967294196,0.0501846242916994,0.147008829222204,0.108122202053007,0,0
"CD94","CD94","CD94_3",0.393585276430061,4,0,0.108343258364024,0.764841473155412,0,0.0346593584783748,0.0921559100021887,0,0
"CD95","CD95","CD95_3",0.635960581442091,5,0,0.486352729670788,0.340091412562424,0.0815205285586335,0.0553176937045692,0.0367176355035851,0,0
"CD96","CD96","CD96_3",0.222508693491853,2,0,0.122245982353071,0.873203937589084,0,0,0.00455008005784533,0,0
"CD97","CD97","CD97_3",0.0413199008270062,3,0,0.0029001977465336,0.978833801022634,0,0,0.0182660012308328,0,0
"CD98","CD98","CD98_3",0.452555623783213,3,0,0,0.293334117855714,0,0.67757550072658,0.0290903814177063,0,0
"CD99","CD99","CD99_3",0.529152610558247,5,0,0.0243546683075781,0.381792779302311,0.00037995340995964,0.569117930672573,0.0243546683075781,0,0
"CE00","CE00","CE00_3",0.606283478588318,4,0,0,0.262761228083433,0.0369561890848888,0.54631513756535,0.153967445266329,0,0
"CE01","CE01","CE01_3",0.582372316886341,5,0,0.000424187550003575,0.406838053822917,0.0717291498798297,0.495840705924875,0.0251679028223743,0,0
"CE02","CE02","CE02_3",0.557186046500116,4,0,0.04177655339406,0.158693481037662,0,0.618897976708375,0.180631988859903,0,0
"CE03","CE03","CE03_3",0.524471632825113,4,0,0.168669860943348,0.656352542060773,0,0.0681345379850408,0.106843059010838,0,0
"CE04","CE04","CE04_3",0.575731263596422,4,0,0.483537033661557,0.427292125552449,0.000106046887498572,0.000537548364050305,0.0885272455344448,0,0
"CE05","CE05","CE05_3",0.395475572404166,3,0,0.089431230611693,0.756815093741527,0,0,0.15375367564678,0,0
"CE06","CE06","CE06_3",0.190596668222578,2,0,0.10667867348857,0.89332132651143,0,0,0,0,0
"CE07","CE07","CE07_3",0.430921033338712,5,0,0.0730640030670473,0.726928557899419,0.00346034546488785,0.187683098403544,0.00886399516510169,0,0
"CE08","CE08","CE08_3",0.564025442317078,5,0,0.000848375100037021,0.119551939074488,0.210392250983893,0.61056628501992,0.058641149821662,0,0
"CE09","CE09","CE09_3",0.40522030786504,4,0,0.00444912059744374,0.751599575944637,0,0.128768820998722,0.115182482459198,0,0
"CE10","CE10","CE10_3",0.710421291122364,5,0,0.367976014810859,0.241210972264921,0.0487093354963901,0.302901969420235,0.0392017080075955,0,0
"CE11","CE11","CE11_3",0.681107444034793,5,0,0.0730640032441232,0.165358061932272,0.0999269655289657,0.493185851280523,0.168465118014116,0,0
"CE12","CE12","CE12_3",0.33670328478514,4,0,0.0148470402590281,0.804065822020603,0,0.0816509105157824,0.0994362272045859,0,0
"CE13","CE13","CE13_3",0.5268782178474,4,0,0.111576730985974,0.649791817117752,0,0.0487093354978652,0.189922116398409,0,0
"CE14","CE14","CE14_3",0.51596031555465,3,0,0.347198711687656,0.598434035485692,0,0,0.0543672528266522,0,0
"CE15","CE15","CE15_3",0.229236062596055,3,0,0,0.867911191928146,0,0.0240147733148063,0.108074034757047,0,0
"CE16","CE16","CE16_3",0.523044956411604,3,0,0.0243546677476725,0.502313811257221,0,0.473331520995106,0,0,0
"CE17","CE17","CE17_3",0.575825747756223,5,0,0.109112776862875,0.0414499787633659,0.167622930141671,0.613665536583211,0.0681487776488779,0,0
"CE18","CE18","CE18_3",0.717616281456552,4,0,0.00774533627048248,0.165907993630499,0.407482831707836,0.191093314248432,0.22777052414275,0,0
"CE19","CE19","CE19_3",0.649086490379782,5,0,0.0974186709897023,0.541207167494269,0.113968961276046,0.168616955101353,0.0787882451386302,0,0
"CE20","CE20","CE20_3",0.617194286291603,5,0,0.00933125631818629,0.532120538543003,0.0462358528612305,0.284984730021518,0.127327622256062,0,0
"CE21","CE21","CE21_3",0.611477396672625,4,0,0,0.19112466242985,0.181486566493363,0.560552177834583,0.0668365932422038,0,0
"CE22","CE22","CE22_3",0.34518674817777,4,0,0,0.1052149014303,0.0243546677107127,0.798757069290409,0.0716733615685787,0,0
"CE23","CE23","CE23_3",0.746068761115144,5,0,0.305601790739316,0.28445530823449,0.0220284427597053,0.236244311768173,0.151670146498316,0,0
"CE24","CE24","CE24_3",0.602390334297637,3,0,0.288962145669811,0.530623365896702,0,0,0.180414488433487,0,0
"CE25","CE25","CE25_3",0.417445087518366,3,0,0,0.717788486962096,0,0.0238177958820485,0.258393717155856,0,0
"CE26","CE26","CE26_3",0.628441917875662,4,0,0.0243546677110411,0.33412486333309,0,0.484392828943383,0.157127640012486,0,0
"CE27","CE27","CE27_3",0.745236403987033,5,0,0.062488556179711,0.255728272671122,0.0846833736339735,0.294911970101543,0.302187827413651,0,0
"CE28","CE28","CE28_3",0.662102184549149,5,0,0.0742331865432729,0.464882088841679,0.0219221158945527,0.3180896910422,0.120872917678295,0,0
"CE29","CE29","CE29_3",0.677449020640446,5,0,0.122674082780012,0.483815260041008,0.0586411498795761,0.250853171898963,0.0840163354004418,0,0
"CE30","CE30","CE30_3",0.6010705822086,4,0,0.0735199291570277,0.576280912717863,0,0.167860025573395,0.182339132551714,0,0
"CE31","CE31","CE31_3",0.486652382962873,4,0,0.037608810614725,0.688102210876107,0,0.116756748785311,0.157532229723857,0,0
"CE32","CE32","CE32_3",0.654041431638033,4,0,0.0648960753680199,0.376158338811607,0,0.427867347985917,0.131078237834456,0,0
"CE33","CE33","CE33_3",0.696890113867361,5,0,0.0487093352280031,0.377806807912762,0.0145035587502829,0.306128722195978,0.252851575912974,0,0
"CE34","CE34","CE34_3",0.454929564226811,4,0,0.194837340899934,0.708202709371524,0,0.0277778870784364,0.0691820626501065,0,0
"CE35","CE35","CE35_3",0.523516237739757,3,0,0,0.278539971501097,0,0.62402353883332,0.0974364896655832,0,0
"CE36","CE36","CE36_3",0.0857756779869244,4,0,0.014948404755671,0.0142929987719426,0,0.955810191716799,0.0149484047555871,0,0
"CE37","CE37","CE37_3",0.554696945680792,4,0,0.0149484047553488,0.463885976014012,0,0.477472873285809,0.0436927459448306,0,0
"CE38","CE38","CE38_3",0.666537405935478,5,0,0.149331778645309,0.296582595167393,0.0487093352279046,0.46778467182317,0.0375916191362237,0,0
"CE39","CE39","CE39_3",0.644086662789704,5,0,0.11638155506366,0.439388571310296,0.0514804061742502,0.381631751392816,0.0111177160589772,0,0
"CE40","CE40","CE40_3",0.674272077747076,4,0,0.147179107753437,0.240708532765761,0,0.477498392210089,0.134613967270713,0,0
"CE41","CE41","CE41_3",0.589229355610577,4,0,0.0573363783638386,0.519825871994318,0,0.364196598876493,0.0586411507653504,0,0
"CE42","CE42","CE42_3",0.422307117206211,4,0,0.0101854838687169,0.103471341046619,0,0.738197610364542,0.148145564720123,0,0
"CE43","CE43","CE43_3",0.307550583953538,3,0,0,0.166835738849024,0.0182660010608565,0.814898260090119,0,0,0
"CE44","CE44","CE44_3",0.663578087606016,5,0,0.136065637849683,0.270416790559149,0.0979442219539385,0.484844970312295,0.0107283793249348,0,0
"CE45","CE45","CE45_3",0.609376500040726,6,0,0.231882131487697,0.0201045983224197,0.073280145557415,0.568468276252811,0.0819101802989826,0,0.0243546680806751
"CE46","CE46","CE46_3",0.628300580327978,5,0,0.105757116051083,0.540486334170596,0.000572183137430581,0.176828527425494,0.176355839215397,0,0
"CE47","CE47","CE47_3",0.208496367137557,3,0,0.107892754657437,0.883051973788608,0,0,0.00905527155395477,0,0
"CE48","CE48","CE48_3",0.487285356786185,4,0,0.189278486496028,0.677750940497663,0,0.000525549635471347,0.132445023370838,0,0
"CE49","CE49","CE49_3",0.527515875119238,6,0,0.00555885813603503,0.643979102664154,0.00940626303746743,0.221313636465104,0.0423051789862329,0,0.0774369607110062
"CE50","CE50","CE50_3",0.691617556630139,5,0,0.0938940873696242,0.400842863009063,0.0608866682026189,0.355528446498485,0.0888479349202085,0,0
"CE51","CE51","CE51_3",0.204664853736724,3,0,0,0.0830654425737385,0,0.887449089057146,0.0294854683691152,0,0
"CE52","CE52","CE52_3",0,1,0,0,0,0,1,0,0,0
"CE53","CE53","CE53_3",0.406941555082979,5,0,0.0313721012631997,0.158305337331612,0.0487093345635729,0.751155859753778,0.010457367087837,0,0
"CE54","CE54","CE54_3",0.678009443719878,5,0,0.124597136515016,0.201683777080723,0.048183784942322,0.496915526222279,0.128619775239659,0,0
"CE55","CE55","CE55_3",0.695670630447926,5,0,0.105322154616438,0.449911480106,0.0202575010590753,0.223162931121917,0.20134593309657,0,0
"CE56","CE56","CE56_3",0.603909549936095,5,0,0.191939671602676,0.580703798494784,0.0259435425057327,0.0829958161225184,0.118417171274289,0,0
"CE57","CE57","CE57_3",0.496982225074308,4,0,0.414029343762786,0.57577161970906,0,0.00106781926712115,0.00913121726103359,0,0
"CE58","CE58","CE58_3",0.109766285154868,3,0,0,0.942624269122311,0,0.0238291176636475,0.033546613214041,0,0
"CE59","CE59","CE59_3",0.402584488214918,4,0,0.00437295632873515,0.745794296291846,0.00608866682007672,0.0547980013806904,0.188946079178651,0,0
"CE60","CE60","CE60_3",0.549732757464524,3,0,0,0.612300593011696,0,0.183854423521568,0.203844983466736,0,0
"CE61","CE61","CE61_3",0.652633455979916,4,0,0.140075339073766,0.198266475814206,0,0.498654953911474,0.163003231200555,0,0
"CE62","CE62","CE62_3",0.472583125847484,4,0,0.00605266870015737,0.0828315667117301,0.121773339825558,0.697789752204172,0.0915526725583833,0,0
"CE63","CE63","CE63_3",0.699030856042654,5,0,0.36134645485757,0.0733615923092949,0.036532001950034,0.370799617701588,0.157960333181513,0,0
"CE64","CE64","CE64_3",0.446704596293089,4,0,0.247569121019441,0,0,0.700298323534769,0.024354667965166,0,0.0277778874806247
"CE65","CE65","CE65_3",0.508973513503694,5,0,0.643934459334432,0.271040885647365,0.0138973005845795,0.0258412380277661,0,0,0.0452861164058577
"CE66","CE66","CE66_3",0.471090212393268,4,0,0.10789275290194,0.705289976326039,0,0.0660689237463725,0.120748347025649,0,0
"CE67","CE67","CE67_3",0.269802283176435,4,0,0.00106781929713629,0.84702962060488,0,0.100448264774719,0.0514542953232641,0,0
"CE68","CE68","CE68_3",0.38424794701993,5,0,0.12152045897084,0.77178940467386,0.0203891807417354,0.0675051457734065,0.0187958098401587,0,0
"CE69","CE69","CE69_3",0.411569623022085,5,0,0.114095246190903,0.752784177966749,0.0365320019477473,0.0179657118890129,0.0786228620055885,0,0
"CE70","CE70","CE70_3",0.712176954420674,4,0,0.265711871797547,0.40274176490258,0,0.16553570797708,0.166010655322794,0,0
"CE71","CE71","CE71_3",0.527003682269495,4,0,0.172549806198431,0.654485982202025,0.012177333790926,0.0619314169144566,0.098855460894162,0,0
"CE72","CE72","CE72_3",0.165198361134554,4,0,0,0.0589613679131715,0,0.911429858264805,0.00525410624082387,0.0243546675811993,0
"CE73","CE73","CE73_3",0.510017279834447,5,0,0.136575541046686,0.11356149128466,0.048709335165536,0.67412209684033,0.0270315356627875,0,0
"CE74","CE74","CE74_3",0.177193019759297,2,0,0.0983879054029057,0,0,0.901612094597094,0,0,0
"CE75","CE75","CE75_3",0.750042988923493,5,0,0.351901219885843,0.152551712145624,0.103384998830519,0.282810741806258,0.109351327331757,0,0
"CE76","CE76","CE76_3",0.493526072449199,4,0,0.0487093351629983,0.677096419554301,0,0.0736521670796586,0.200542078203042,0,0
"CE77","CE77","CE77_3",0.579216397966155,5,0,0.0265919853767909,0.606862993456979,0.0553408703452994,0.149984230758466,0.161219920062465,0,0
"CE78","CE78","CE78_3",0.721053732222033,6,0,0.127466994379174,0.165061067725655,0.00640578312390889,0.447587664547652,0.0885546751834899,0,0.16492381504012
"CE79","CE79","CE79_3",0.625698785467332,5,0,0.316121324978675,0.493053379255581,0,0.176520524977781,0.00874591276557317,0,0.00555885802238941
"CE80","CE80","CE80_3",0.568055462706749,4,0,0.0476944325985463,0.595484132400741,0,0.253934416473943,0.102887018526769,0,0
"CE81","CE81","CE81_3",0.406369352932515,5,0,0.042743006651706,0.138401825208955,0,0.754903948974491,0.0395965515890591,0.0243546675757888,0
"CE82","CE82","CE82_3",0.177554151127225,3,0,0.0322689257772932,0,0,0.903123594873576,0.0243546675751501,0,0.040252811773981
"CE83","CE83","CE83_3",0.421120449287271,4,0,0.065149744507549,0.0275476333567758,0,0.738499661363776,0,0,0.1688029607719
"CE84","CE84","CE84_3",0.712611974080453,6,0,0.281798646226376,0.229896710867982,0.04870933515039,0.389206260411064,0.024354667575195,0,0.0260343797689933
"CE85","CE85","CE85_3",0.718636941463573,5,0,0.286289682415601,0.341547951116981,0.0317433729447669,0.279287647793501,0.0611313457291501,0,0
"CE86","CE86","CE86_3",0.661991223401209,4,0,0,0.419330649307835,0.0353543012607286,0.350876464123068,0.194438585308368,0,0
"CE87","CE87","CE87_3",0.663857132151518,5,0,0.113316814499019,0.470517924536624,0.044293798749689,0.309526417706037,0.0623450445086306,0,0
"CE88","CE88","CE88_3",0.432311912326413,3,0,0,0.725048470495348,0.00752103904113048,0.187739810446839,0.0796906800166826,0,0
"CE89","CE89","CE89_3",0.618821974718465,4,0,0.545037952995741,0.209460773233164,0,0.0516788357239847,0.193822438047111,0,0
"CE90","CE90","CE90_3",0.636320742804318,4,0,0.147142912434656,0.54167686373515,0,0.165535712914428,0.145644510915765,0,0
"CE91","CE91","CE91_3",0.603430832966111,5,0,0.093383560695668,0.553293367878924,0,0.279790199350852,0.0240127301512341,0,0.0495201419233215
"CE92","CE92","CE92_3",0.76808415875209,5,0,0.104404361101852,0.126199204560085,0,0.302872602888453,0.210905567035074,0,0.255618264414537
"CE93","CE93","CE93_3",0.712967202052591,5,0,0.270851926748945,0.229688418484986,0,0.393016889998903,0.0333787598396806,0,0.0730640049274857
"CE94","CE94","CE94_3",0.305493142321451,6,0,0.073678828498849,0.828482570209362,0.018266001230731,0.030863263445775,0.0243546683076414,0.0243546683076414,0
"CE95","CE95","CE95_3",0.478944135722412,5,0,0.136803769780023,0.701023933911162,0.0243546683086999,0.0891082913827144,0.0487093366173999,0,0
"CE96","CE96","CE96_3",0.535947387977611,4,0,0.18355277491729,0.643440514361072,0,0.0708523243824467,0.102154386339191,0,0
"CE97","CE97","CE97_3",0.100164918988447,4,0,0.0261845144106186,0.947920846293412,0,0.00153997098843606,0.0243546683075335,0,0
"CE98","CE98","CE98_3",0.231590268838082,3,0,0.0796906824131731,0.871599980968715,0,0.0487093366181118,0,0,0
"CE99","CE99","CE99_3",0.530809041177279,4,0,0.0122905229054639,0.622194336750374,0,0.261615368887085,0.103899771457077,0,0
"CF00","CF00","CF00_3",0.335874412572416,4,0,0.120051312338404,0.803180483908082,0,0.0672605762877756,0.00950762746573857,0,0
"CF01","CF01","CF01_3",0.448166039406187,5,0,0.121773338451556,0.726448055640203,0.0204376376167263,0.0640474914806496,0.0672934768108648,0,0
"CF02","CF02","CF02_3",0.685851580370335,5,0,0.00234806444397955,0.442499210515309,0.119380053981628,0.28547645021623,0.150296220842853,0,0
"CF03","CF03","CF03_3",0.702933102267491,5,0,0.0414460457224202,0.12158456683394,0.128083652928105,0.434759122421544,0.274126612093991,0,0
"CF04","CF04","CF04_3",0.433768664631344,5,0,0.000424187549994462,0.731452205295637,0.0258784133149067,0.0966504948760584,0.145594698963404,0,0
"CF05","CF05","CF05_3",0.500912170764813,4,0,0,0.671144418159752,0.0719644449876105,0.200197919638806,0.0566932172138311,0,0
"CF06","CF06","CF06_3",0.198246645961506,3,0,0.0213873745443776,0.890076644788648,0,0,0.0885359806669742,0,0
"CF07","CF07","CF07_3",0.629286210080207,4,0,0.0516766285140521,0.529079285149898,0,0.220464571852193,0.198779514483857,0,0
"CF08","CF08","CF08_3",0.435990575976322,4,0,0.0487093353813555,0.72860125309232,0,0.0608866692266943,0.161802742299631,0,0
"CF09","CF09","CF09_3",0.491695396283524,4,0,0.0243546676891017,0.637888704876086,0,0.0224543409118914,0.315302286522921,0,0
"CF10","CF10","CF10_3",0.703361574295851,4,0,0.115251932681097,0.390523057927662,0,0.313135148501979,0.181089860889262,0,0
"CF11","CF11","CF11_3",0.60846679148525,5,0,0.048709335497172,0.569865735658403,0.024354667748586,0.184489832556072,0.172580428539767,0,0
"CF12","CF12","CF12_3",0.741887357484868,5,0,0.0400509565047379,0.234625242865926,0.127788123139353,0.356236575707394,0.241299101782588,0,0
"CF13","CF13","CF13_3",0.668499156670801,5,0,0.111416462712761,0.166984070734652,0.0914038865759934,0.519286312600008,0.110909267376586,0,0
"CF14","CF14","CF14_3",0.648559054391847,5,0,0.126344575625182,0.53388096673701,0.0243546677473191,0.16516426969565,0.150255520194839,0,0
"CF15","CF15","CF15_3",0.605543833384976,5,0,0.375272995875295,0.495989143695461,0.019439442154865,0.0750119358602395,0.0342864824141392,0,0
"CF16","CF16","CF16_3",0.57137799820871,4,0,0.0700967100922097,0.606800450700528,0,0.201801863301513,0.121300975905749,0,0
"CF17","CF17","CF17_3",0.229689380995811,4,0,0.00296729314291284,0.868223932412556,0,0.00593458628569686,0.122874188158834,0,0
"CF18","CF18","CF18_3",0.614261593422014,3,0,0,0.447651671555922,0,0.148107678434985,0.404240650009093,0,0
"CF19","CF19","CF19_3",0.735556382980087,5,0,0.250499669814709,0.374028317735586,0.038878884308757,0.129114441191135,0.207478686949813,0,0
"CF20","CF20","CF20_3",0.343395629068345,4,0,0.0529347066560039,0.80193857745138,0,0.0816717037144966,0.0634550121781191,0,0
"CF21","CF21","CF21_3",0.498077627416646,3,0,0,0.660924919884728,0,0.108471872559038,0.230603207556234,0,0
"CF22","CF22","CF22_3",0.436782488693321,5,0,0.0730640031323055,0.734880158616797,0.00501658930042281,0.0961249456125011,0.0909143033379732,0,0
"CF23","CF23","CF23_3",0.677390348887018,4,0,0,0.352298011551103,0.0608866692806262,0.395287179166603,0.191528140001668,0,0
"CF24","CF24","CF24_3",0.73095666992969,6,0,0.194837341685471,0.281508348841747,0.00501658930034426,0.371013448634504,0.0989149361165657,0.0487093354213678,0
"CF25","CF25","CF25_3",0.658246687903443,5,0,0.155958457438532,0.518485517337426,0.0292698932968197,0.19182274126674,0.104463390660482,0,0
"CF26","CF26","CF26_3",0.57550535381207,4,0,0.034387846312835,0.530506545881806,0,0.064265409070523,0.370840198734836,0,0
"CF27","CF27","CF27_3",0.631131021850711,5,0,0.108886405790295,0.550360087512868,0.0243546677107483,0.191376237934417,0.12502260105167,0,0
"CF28","CF28","CF28_3",0.590198623919466,4,0,0.013615211551455,0.501051058730214,0,0.100879774545306,0.384453955173025,0,0
"CF29","CF29","CF29_3",0.667551052281797,5,0,0.0834950128696341,0.516018566214989,0.0975452707120695,0.13478948915173,0.168151661051577,0,0
"CF30","CF30","CF30_3",0.406899029706118,3,0,0,0.74243124280609,0,0.19483734090024,0.0627314162936696,0,0
"CF31","CF31","CF31_3",0.398642282463368,4,0,0.0353860423088369,0.761090069414062,0,0.0935016403931655,0.110022247883936,0,0
"CF32","CF32","CF32_3",0.740368597750386,5,0,0.136774651909757,0.298967510454693,0.0193380783324584,0.309200805225356,0.235718954077736,0,0
"CF33","CF33","CF33_3",0.651822138985879,5,0,0.0318931975906244,0.208959497145455,0.184996308633518,0.508421825403307,0.0657291712270952,0,0
"CF34","CF34","CF34_3",0.649827621318204,5,0,0.179416293646107,0.130627992646819,0.0684821829472938,0.536018722434605,0.085454808325175,0,0
"CF35","CF35","CF35_3",0.67504533122289,4,0,0.0542167817688763,0.424786741910727,0,0.28469090608051,0.236305570239887,0,0
"CF36","CF36","CF36_3",0.665955792667424,4,0,0.146586888455613,0.398331690307766,0,0.0720786166966297,0.383002804539991,0,0
"CF37","CF37","CF37_3",0.546699740810862,4,0,0.0471734147418436,0.627821687600458,0,0.192366036290265,0.132638861367433,0,0
"CF38","CF38","CF38_3",0.494080569649521,4,0,0.0524842700350545,0.672320074563867,0,0.070467340788548,0.20472831461253,0,0
"CF39","CF39","CF39_3",0.688725885902679,4,0,0.0680474135572721,0.374633555891523,0,0.352791530958074,0.204527499593132,0,0
"CF40","CF40","CF40_3",0.622942370883629,4,0,0.139416873670544,0.552969720128477,0.00608866701992901,0.182218613868247,0.119306125312803,0,0
"CF41","CF41","CF41_3",0.418074253255461,4,0,0.0596922481057052,0.744646013247767,0,0.146426852849378,0.049234885797149,0,0
"CF42","CF42","CF42_3",0.199324233417483,2,0,0.112265705293872,0.887734294706128,0,0,0,0,0
"CF43","CF43","CF43_3",0.544270130669948,5,0,0.0497604354332996,0.647106323470736,0.0572460603415365,0.143765376911027,0.1021218038434,0,0
