"","kvadratkod","survey","prec_year"
"CD81","CD81","CD81_2",666.94581175164
"CD82","CD82","CD82_2",698.85738258788
"CD83","CD83","CD83_2",679.189442826576
"CD84","CD84","CD84_2",684.767478874236
"CD85","CD85","CD85_2",710.014091598215
"CD86","CD86","CD86_2",703.584635170311
"CD87","CD87","CD87_2",735.51434735755
"CD88","CD88","CD88_2",705.269915292559
"CD89","CD89","CD89_2",708.974894153894
"CD90","CD90","CD90_2",688.494951976468
"CD91","CD91","CD91_2",679.422556210039
"CD92","CD92","CD92_2",715.364548373724
"CD93","CD93","CD93_2",668.727045878885
"CD94","CD94","CD94_2",711.138126277735
"CD95","CD95","CD95_2",695.039527463919
"CD96","CD96","CD96_2",711.347742296583
"CD97","CD97","CD97_2",710.06869919241
"CD98","CD98","CD98_2",716.117007013298
"CD99","CD99","CD99_2",710.690083304556
"CE00","CE00","CE00_2",865.78256309288
"CE01","CE01","CE01_2",858.563243019559
"CE02","CE02","CE02_2",837.565602993895
"CE03","CE03","CE03_2",835.64081592768
"CE04","CE04","CE04_2",834.974656967463
"CE05","CE05","CE05_2",817.970238510316
"CE06","CE06","CE06_2",822.073998032843
"CE07","CE07","CE07_2",816.798426767946
"CE08","CE08","CE08_2",797.102372013132
"CE09","CE09","CE09_2",768.65767233925
"CE10","CE10","CE10_2",843.568262175288
"CE11","CE11","CE11_2",859.108135094337
"CE12","CE12","CE12_2",844.672463039146
"CE13","CE13","CE13_2",837.622481830467
"CE14","CE14","CE14_2",834.201199108784
"CE15","CE15","CE15_2",817.898232550307
"CE16","CE16","CE16_2",820.495192307583
"CE17","CE17","CE17_2",794.070238308576
"CE18","CE18","CE18_2",763.233214741134
"CE19","CE19","CE19_2",788.240601490016
"CE20","CE20","CE20_2",843.31786555532
"CE21","CE21","CE21_2",850.578772937384
"CE22","CE22","CE22_2",858.730043912139
"CE23","CE23","CE23_2",829.806641824984
"CE24","CE24","CE24_2",810.6716078048
"CE25","CE25","CE25_2",808.332049197151
"CE26","CE26","CE26_2",790.346422041931
"CE27","CE27","CE27_2",770.660541658411
"CE28","CE28","CE28_2",796.682766300913
"CE29","CE29","CE29_2",799.870173555221
"CE30","CE30","CE30_2",837.355389680219
"CE31","CE31","CE31_2",826.087380976271
"CE32","CE32","CE32_2",826.142761798922
"CE33","CE33","CE33_2",821.479646324251
"CE34","CE34","CE34_2",821.223580399247
"CE35","CE35","CE35_2",791.011698967909
"CE36","CE36","CE36_2",794.8797139761
"CE37","CE37","CE37_2",778.970922817359
"CE38","CE38","CE38_2",788.773750278933
"CE39","CE39","CE39_2",769.404260223761
"CE40","CE40","CE40_2",842.14903588395
"CE41","CE41","CE41_2",834.796202364971
"CE42","CE42","CE42_2",831.070040054143
"CE43","CE43","CE43_2",819.296411201224
"CE44","CE44","CE44_2",803.004369389952
"CE45","CE45","CE45_2",776.862636632611
"CE46","CE46","CE46_2",768.49657498456
"CE47","CE47","CE47_2",750.072950538497
"CE48","CE48","CE48_2",747.344895776014
"CE49","CE49","CE49_2",708.91736223683
"CE50","CE50","CE50_2",829.639608999235
"CE51","CE51","CE51_2",812.01684542764
"CE52","CE52","CE52_2",797.174758660739
"CE53","CE53","CE53_2",808.709632433408
"CE54","CE54","CE54_2",757.87913951971
"CE55","CE55","CE55_2",766.735106216841
"CE56","CE56","CE56_2",732.205328352576
"CE57","CE57","CE57_2",726.841802053552
"CE58","CE58","CE58_2",709.898045857865
"CE59","CE59","CE59_2",703.139180338418
"CE60","CE60","CE60_2",792.545614411719
"CE61","CE61","CE61_2",787.441208612491
"CE62","CE62","CE62_2",774.610924089039
"CE63","CE63","CE63_2",786.47551326472
"CE64","CE64","CE64_2",698.815268850175
"CE65","CE65","CE65_2",723.718080462269
"CE66","CE66","CE66_2",726.214389454881
"CE67","CE67","CE67_2",737.526379885884
"CE68","CE68","CE68_2",722.645204270412
"CE69","CE69","CE69_2",737.695405255518
"CE70","CE70","CE70_2",808.158404327646
"CE71","CE71","CE71_2",808.133835223731
"CE72","CE72","CE72_2",734.068562645927
"CE73","CE73","CE73_2",758.638143036397
"CE74","CE74","CE74_2",726.325185760522
"CE75","CE75","CE75_2",750.611447223229
"CE76","CE76","CE76_2",751.489924183895
"CE77","CE77","CE77_2",704.666816935968
"CE78","CE78","CE78_2",685.969403412015
"CE79","CE79","CE79_2",703.070438720999
"CE80","CE80","CE80_2",741.776119030192
"CE81","CE81","CE81_2",714.123618938705
"CE82","CE82","CE82_2",717.903745561636
"CE83","CE83","CE83_2",758.252902349032
"CE84","CE84","CE84_2",751.621341911599
"CE85","CE85","CE85_2",727.350562314001
"CE86","CE86","CE86_2",707.515476285339
"CE87","CE87","CE87_2",699.451303072927
"CE88","CE88","CE88_2",724.188841444038
"CE89","CE89","CE89_2",710.100673681015
"CE90","CE90","CE90_2",768.335274454746
"CE91","CE91","CE91_2",743.526214658814
"CE92","CE92","CE92_2",704.467920426844
"CE93","CE93","CE93_2",721.65171836451
"CE94","CE94","CE94_2",767.894080004114
"CE95","CE95","CE95_2",762.322985008294
"CE96","CE96","CE96_2",708.335271296556
"CE97","CE97","CE97_2",720.677658996065
"CE98","CE98","CE98_2",732.190430761558
"CE99","CE99","CE99_2",711.370777018539
"CF00","CF00","CF00_2",858.393947919677
"CF01","CF01","CF01_2",903.57005197516
"CF02","CF02","CF02_2",894.309727258898
"CF03","CF03","CF03_2",882.917231654693
"CF04","CF04","CF04_2",873.554309284637
"CF05","CF05","CF05_2",863.139223742888
"CF06","CF06","CF06_2",880.658569058088
"CF07","CF07","CF07_2",872.30337371253
"CF08","CF08","CF08_2",877.276986924265
"CF09","CF09","CF09_2",866.964591059715
"CF10","CF10","CF10_2",859.936707163408
"CF11","CF11","CF11_2",856.271401539738
"CF12","CF12","CF12_2",867.128120207189
"CF13","CF13","CF13_2",862.433018903576
"CF14","CF14","CF14_2",857.261760077199
"CF15","CF15","CF15_2",880.803402337274
"CF16","CF16","CF16_2",871.930996592937
"CF17","CF17","CF17_2",873.632337109176
"CF18","CF18","CF18_2",850.382877544528
"CF19","CF19","CF19_2",865.199757935151
"CF20","CF20","CF20_2",851.072853028998
"CF21","CF21","CF21_2",849.262138130398
"CF22","CF22","CF22_2",850.530017009548
"CF23","CF23","CF23_2",863.048375983286
"CF24","CF24","CF24_2",873.055002738971
"CF25","CF25","CF25_2",900.997666850161
"CF26","CF26","CF26_2",859.749467141796
"CF27","CF27","CF27_2",889.070544705851
"CF28","CF28","CF28_2",867.773211542964
"CF29","CF29","CF29_2",838.232430048062
"CF30","CF30","CF30_2",851.970781753375
"CF31","CF31","CF31_2",860.890691048048
"CF32","CF32","CF32_2",840.360170533008
"CF33","CF33","CF33_2",797.202689377413
"CF34","CF34","CF34_2",855.489081492625
"CF35","CF35","CF35_2",881.589515140672
"CF36","CF36","CF36_2",831.061990780645
"CF37","CF37","CF37_2",877.491532231016
"CF38","CF38","CF38_2",866.990576306228
"CF39","CF39","CF39_2",828.829570369593
"CF40","CF40","CF40_2",809.350482507173
"CF41","CF41","CF41_2",830.109066144585
"CF42","CF42","CF42_2",835.597865574625
"CF43","CF43","CF43_2",830.243292391099
"CF44","CF44","CF44_2",844.667541375155
"CF45","CF45","CF45_2",824.072582659805
"CF46","CF46","CF46_2",819.696615799014
"CF47","CF47","CF47_2",850.421481439706
"CF48","CF48","CF48_2",856.293869726569
"CF49","CF49","CF49_2",826.61447828144
"CF50","CF50","CF50_2",801.63032901357
"CF51","CF51","CF51_2",797.021443414986
"CF52","CF52","CF52_2",817.79955524313
"CF53","CF53","CF53_2",821.423534531778
"CF54","CF54","CF54_2",784.970151756009
"CF55","CF55","CF55_2",842.263655188325
"CF56","CF56","CF56_2",832.639467480138
"CF57","CF57","CF57_2",800.723794873302
"CF58","CF58","CF58_2",784.779339886313
"CF59","CF59","CF59_2",837.659565706504
"CF60","CF60","CF60_2",780.737621401535
"CF61","CF61","CF61_2",813.601221605722
"CF62","CF62","CF62_2",811.184817250602
"CF63","CF63","CF63_2",799.714182479606
"CF64","CF64","CF64_2",754.744088477354
"CF65","CF65","CF65_2",811.354824248177
"CF66","CF66","CF66_2",803.044978816939
"CF67","CF67","CF67_2",762.757039901373
"CF68","CF68","CF68_2",778.73574322116
"CF69","CF69","CF69_2",800.546767540001
"CF70","CF70","CF70_2",740.145238441555
"CF71","CF71","CF71_2",753.405926523635
"CF72","CF72","CF72_2",761.654293127599
"CF73","CF73","CF73_2",762.190770360343
"CF74","CF74","CF74_2",753.969358651597
"CF75","CF75","CF75_2",836.828836466522
"CF76","CF76","CF76_2",789.486722310304
"CF77","CF77","CF77_2",747.777848226622
"CF78","CF78","CF78_2",778.493265102759
"CF79","CF79","CF79_2",768.57580406075
"CF80","CF80","CF80_2",744.419395847808
"CF81","CF81","CF81_2",737.220904955736
"CF82","CF82","CF82_2",709.044533933672
"CF83","CF83","CF83_2",731.18015981217
"CF84","CF84","CF84_2",718.634385730121
"CF85","CF85","CF85_2",786.544761884747
"CF86","CF86","CF86_2",744.456122054896
"CF87","CF87","CF87_2",726.47357947671
"CF88","CF88","CF88_2",761.420867286312
"CF89","CF89","CF89_2",785.510387436104
"CF90","CF90","CF90_2",721.463764580506
"CF91","CF91","CF91_2",704.648926652693
"CF92","CF92","CF92_2",730.48191596057
"CF93","CF93","CF93_2",689.057955332038
"CF94","CF94","CF94_2",798.192356233424
"CF95","CF95","CF95_2",746.098964964701
"CF96","CF96","CF96_2",727.590166041295
"CF97","CF97","CF97_2",710.726555936485
"CF98","CF98","CF98_2",715.90147159225
"CF99","CF99","CF99_2",720.339038270291
"CG00","CG00","CG00_2",844.258532952006
"CG01","CG01","CG01_2",851.75448288206
"CG02","CG02","CG02_2",866.631541436568
"CG03","CG03","CG03_2",830.835263003419
"CG04","CG04","CG04_2",821.177917581554
"CG05","CG05","CG05_2",872.430400487524
"CG06","CG06","CG06_2",905.428635868841
"CG07","CG07","CG07_2",864.040838188927
"CG08","CG08","CG08_2",858.946775928876
"CG09","CG09","CG09_2",879.985738595761
"CG10","CG10","CG10_2",854.85055806141
"CG11","CG11","CG11_2",890.278107900038
"CG12","CG12","CG12_2",867.11408135834
"CG13","CG13","CG13_2",832.307027600998
"CG14","CG14","CG14_2",857.481631410417
"CG15","CG15","CG15_2",856.917126468134
"CG16","CG16","CG16_2",860.029685089777
"CG17","CG17","CG17_2",856.654556646341
"CG18","CG18","CG18_2",842.14417202059
"CG19","CG19","CG19_2",856.631448874931
"CG20","CG20","CG20_2",865.208849369589
"CG21","CG21","CG21_2",896.037477589853
"CG22","CG22","CG22_2",838.187918114017
"CG23","CG23","CG23_2",822.763640556001
"CG24","CG24","CG24_2",870.075874954217
"CG25","CG25","CG25_2",829.789155629668
"CG26","CG26","CG26_2",834.857627990689
"CG27","CG27","CG27_2",845.999563812625
"CG28","CG28","CG28_2",821.68404930882
"CG29","CG29","CG29_2",831.760066614901
"CG30","CG30","CG30_2",849.424136781462
"CG31","CG31","CG31_2",831.922094852472
"CG32","CG32","CG32_2",820.605630719097
"CG33","CG33","CG33_2",829.782958208495
"CG34","CG34","CG34_2",836.539277672671
"CG35","CG35","CG35_2",821.970567636799
"CG36","CG36","CG36_2",839.003851753579
"CG37","CG37","CG37_2",824.441367469324
"CG38","CG38","CG38_2",818.520086861647
"CG39","CG39","CG39_2",839.390046262324
"CG40","CG40","CG40_2",841.270153842331
"CG41","CG41","CG41_2",831.257095853593
"CG42","CG42","CG42_2",823.087383149826
"CG43","CG43","CG43_2",825.880685654574
"CG44","CG44","CG44_2",816.878565307739
"CG45","CG45","CG45_2",840.873592374941
"CG46","CG46","CG46_2",836.249436566646
"CG47","CG47","CG47_2",815.266984433521
"CG48","CG48","CG48_2",836.122751067784
"CG49","CG49","CG49_2",855.107565060802
"CG50","CG50","CG50_2",830.25761328465
"CG51","CG51","CG51_2",806.31705456622
"CG52","CG52","CG52_2",800.66260122352
"CG53","CG53","CG53_2",775.201914817617
"CG54","CG54","CG54_2",773.613429022702
"CG55","CG55","CG55_2",818.581203664875
"CG56","CG56","CG56_2",784.137664117876
"CG57","CG57","CG57_2",794.17420545024
"CG58","CG58","CG58_2",807.957575153521
"CG59","CG59","CG59_2",776.924657729535
"CG60","CG60","CG60_2",785.334574919769
"CG61","CG61","CG61_2",729.269563760712
"CG62","CG62","CG62_2",740.971264363786
"CG63","CG63","CG63_2",805.030598540215
"CG64","CG64","CG64_2",768.5250585931
"CG65","CG65","CG65_2",759.250262919723
"CG66","CG66","CG66_2",753.665157203489
"CG67","CG67","CG67_2",773.556631837392
"CG68","CG68","CG68_2",781.184601702331
"CG69","CG69","CG69_2",737.073109317324
"CG71","CG71","CG71_2",740.270535286162
"CG73","CG73","CG73_2",752.477978041429
"CG74","CG74","CG74_2",749.48415785106
"CG75","CG75","CG75_2",733.190314593729
"CG76","CG76","CG76_2",753.029505620285
"CG77","CG77","CG77_2",733.947113708234
"CG78","CG78","CG78_2",732.189393367399
"CG79","CG79","CG79_2",738.42705784905
"CG80","CG80","CG80_2",745.254771911083
"CG83","CG83","CG83_2",736.741892862087
"CG84","CG84","CG84_2",722.598648836722
"CG85","CG85","CG85_2",700.345761558958
"CG86","CG86","CG86_2",710.458527511968
"CG88","CG88","CG88_2",712.02287729565
"CG89","CG89","CG89_2",723.525605394808
"CG90","CG90","CG90_2",727.127871358745
"CG94","CG94","CG94_2",694.435414331122
"CG95","CG95","CG95_2",693.541407084818
"CG98","CG98","CG98_2",707.291022410272
"CG99","CG99","CG99_2",721.801097953476
"CH06","CH06","CH06_2",809.269492464726
"CH07","CH07","CH07_2",833.838202539772
"CH08","CH08","CH08_2",834.500863096157
"CH09","CH09","CH09_2",835.744674528376
"CH16","CH16","CH16_2",835.621542937631
"CH17","CH17","CH17_2",840.501470202971
"CH18","CH18","CH18_2",845.069909490395
"CH19","CH19","CH19_2",851.01610970951
"CH25","CH25","CH25_2",852.418916766663
"CH26","CH26","CH26_2",844.849811666086
"CH27","CH27","CH27_2",846.247716115152
"CH28","CH28","CH28_2",849.72597230722
"CH29","CH29","CH29_2",853.771394925416
"CH34","CH34","CH34_2",851.057411197921
"CH35","CH35","CH35_2",852.163621558008
"CH36","CH36","CH36_2",838.57439191201
"CH37","CH37","CH37_2",843.491118571985
"CH38","CH38","CH38_2",857.996024787305
"CH39","CH39","CH39_2",852.545213289798
"CH45","CH45","CH45_2",848.685688031647
"CH46","CH46","CH46_2",844.396823145809
"CH47","CH47","CH47_2",851.064091974866
"CH48","CH48","CH48_2",858.521920944217
"CH49","CH49","CH49_2",868.069697785908
"CH55","CH55","CH55_2",825.067880163412
"CH56","CH56","CH56_2",843.378079722725
"CH57","CH57","CH57_2",839.974403622277
"CH58","CH58","CH58_2",828.725669637891
"CH59","CH59","CH59_2",774.86574541481
"CH65","CH65","CH65_2",758.828863194068
"CH66","CH66","CH66_2",803.0138263325
"CH67","CH67","CH67_2",811.5584853011
"CH68","CH68","CH68_2",808.317123516419
"CH69","CH69","CH69_2",761.742364263464
"CH76","CH76","CH76_2",744.895039524419
"CH77","CH77","CH77_2",742.064614031198
"CH78","CH78","CH78_2",761.085459722817
"CH79","CH79","CH79_2",732.968130744641
"CH85","CH85","CH85_2",732.914257610577
"CH86","CH86","CH86_2",769.659716951391
"CH87","CH87","CH87_2",770.164176579533
"CH88","CH88","CH88_2",722.23908473349
"CH89","CH89","CH89_2",717.886866557006
"CH95","CH95","CH95_2",741.164390289296
"CH96","CH96","CH96_2",739.679019029199
"CH97","CH97","CH97_2",731.769916775008
"CH98","CH98","CH98_2",692.125061336459
"CH99","CH99","CH99_2",725.610829571416
"DA80","DA80","DA80_2",676.22592484652
"DA90","DA90","DA90_2",671.904850683782
"DB00","DB00","DB00_2",712.561478194277
"DB01","DB01","DB01_2",700.60774463374
"DB02","DB02","DB02_2",692.173826164412
"DB03","DB03","DB03_2",699.01250444412
"DB04","DB04","DB04_2",692.28486201524
"DB05","DB05","DB05_2",703.658544090905
"DB10","DB10","DB10_2",706.210633849377
"DB11","DB11","DB11_2",703.892496382984
"DB12","DB12","DB12_2",699.317427563861
"DB13","DB13","DB13_2",709.230758451685
"DB14","DB14","DB14_2",705.633118305559
"DB15","DB15","DB15_2",728.492886181114
"DB16","DB16","DB16_2",708.243972997996
"DB20","DB20","DB20_2",715.992320220452
"DB21","DB21","DB21_2",706.470928763951
"DB22","DB22","DB22_2",697.262758095328
"DB23","DB23","DB23_2",698.387157834236
"DB24","DB24","DB24_2",710.084837731106
"DB25","DB25","DB25_2",707.390408602795
"DB26","DB26","DB26_2",667.937926812724
"DB30","DB30","DB30_2",741.92081737742
"DB31","DB31","DB31_2",728.433862426471
"DB32","DB32","DB32_2",712.978637848712
"DB33","DB33","DB33_2",707.561975499024
"DB34","DB34","DB34_2",737.268510501839
"DB35","DB35","DB35_2",669.416965539758
"DB36","DB36","DB36_2",674.816981711024
"DB40","DB40","DB40_2",704.51626998626
"DB41","DB41","DB41_2",678.53256043243
"DB42","DB42","DB42_2",718.05916808696
"DB43","DB43","DB43_2",680.95034969593
"DB44","DB44","DB44_2",680.578350165509
"DB45","DB45","DB45_2",678.260439542802
"DB46","DB46","DB46_2",696.101598317915
"DB47","DB47","DB47_2",690.538705308288
"DB50","DB50","DB50_2",679.680389654218
"DB51","DB51","DB51_2",702.204354998733
"DB52","DB52","DB52_2",701.875722969106
"DB53","DB53","DB53_2",728.010561901234
"DB54","DB54","DB54_2",710.612527639905
"DB55","DB55","DB55_2",684.64898921368
"DB56","DB56","DB56_2",691.201007198122
"DB57","DB57","DB57_2",699.483083590605
"DB60","DB60","DB60_2",705.513478241798
"DB61","DB61","DB61_2",713.385593858922
"DB62","DB62","DB62_2",710.025660497483
"DB63","DB63","DB63_2",671.560953424872
"DB64","DB64","DB64_2",654.151535297479
"DB65","DB65","DB65_2",669.736897046657
"DB66","DB66","DB66_2",688.721992994074
"DB67","DB67","DB67_2",704.246215466387
"DB68","DB68","DB68_2",697.551385156518
"DB70","DB70","DB70_2",675.72883099882
"DB71","DB71","DB71_2",702.237428170193
"DB72","DB72","DB72_2",708.65581404815
"DB73","DB73","DB73_2",674.023840699168
"DB74","DB74","DB74_2",651.456721050851
"DB75","DB75","DB75_2",662.067292511235
"DB76","DB76","DB76_2",671.972176714882
"DB77","DB77","DB77_2",681.67111252789
"DB78","DB78","DB78_2",685.357392714937
"DB79","DB79","DB79_2",689.387798089131
"DB80","DB80","DB80_2",651.368709782067
"DB81","DB81","DB81_2",647.914603046694
"DB82","DB82","DB82_2",650.840376907146
"DB83","DB83","DB83_2",635.201631650746
"DB84","DB84","DB84_2",645.925539053018
"DB89","DB89","DB89_2",681.650054848892
"DB94","DB94","DB94_2",666.105086982238
"DB99","DB99","DB99_2",672.771657799041
"DC00","DC00","DC00_2",656.112223376782
"DC01","DC01","DC01_2",659.319885696339
"DC02","DC02","DC02_2",667.920087586165
"DC03","DC03","DC03_2",668.059347348665
"DC04","DC04","DC04_2",688.915004594324
"DC05","DC05","DC05_2",693.837242676732
"DC06","DC06","DC06_2",702.615181983245
"DC07","DC07","DC07_2",691.764401017501
"DC08","DC08","DC08_2",695.021210049495
"DC09","DC09","DC09_2",700.445237204496
"DC10","DC10","DC10_2",673.763418483494
"DC11","DC11","DC11_2",687.774567203685
"DC12","DC12","DC12_2",713.693632963958
"DC13","DC13","DC13_2",689.331026684706
"DC14","DC14","DC14_2",688.592906345325
"DC15","DC15","DC15_2",687.674743126429
"DC16","DC16","DC16_2",703.724028299755
"DC17","DC17","DC17_2",697.257861108739
"DC18","DC18","DC18_2",695.979688418388
"DC19","DC19","DC19_2",716.690233270004
"DC20","DC20","DC20_2",653.254459538293
"DC21","DC21","DC21_2",665.737852370316
"DC22","DC22","DC22_2",670.209609943499
"DC23","DC23","DC23_2",664.772019164402
"DC24","DC24","DC24_2",656.099890123224
"DC25","DC25","DC25_2",678.466756151739
"DC26","DC26","DC26_2",727.731062101678
"DC27","DC27","DC27_2",681.603906424709
"DC28","DC28","DC28_2",706.499645951025
"DC29","DC29","DC29_2",715.150737573678
"DC30","DC30","DC30_2",666.559193974716
"DC31","DC31","DC31_2",657.961235767658
"DC32","DC32","DC32_2",652.486567817197
"DC33","DC33","DC33_2",657.311135167444
"DC34","DC34","DC34_2",667.479152756569
"DC35","DC35","DC35_2",703.939847438466
"DC36","DC36","DC36_2",678.341502221524
"DC37","DC37","DC37_2",689.835999003716
"DC38","DC38","DC38_2",707.295287328547
"DC39","DC39","DC39_2",723.05019201539
"DC40","DC40","DC40_2",639.899844653631
"DC41","DC41","DC41_2",642.68627074098
"DC42","DC42","DC42_2",665.646420468501
"DC43","DC43","DC43_2",662.158825094488
"DC44","DC44","DC44_2",678.738683401575
"DC45","DC45","DC45_2",683.526354479479
"DC46","DC46","DC46_2",686.778437389064
"DC47","DC47","DC47_2",720.757107693627
"DC48","DC48","DC48_2",736.403423978436
"DC49","DC49","DC49_2",733.703382423915
"DC50","DC50","DC50_2",653.206547431364
"DC51","DC51","DC51_2",657.71635971169
"DC52","DC52","DC52_2",659.293395565486
"DC53","DC53","DC53_2",666.422094871384
"DC54","DC54","DC54_2",679.862551640058
"DC55","DC55","DC55_2",677.126472887511
"DC56","DC56","DC56_2",682.20617342852
"DC57","DC57","DC57_2",728.83085297574
"DC58","DC58","DC58_2",683.838050714491
"DC59","DC59","DC59_2",645.771466821068
"DC63","DC63","DC63_2",668.073194877198
"DC64","DC64","DC64_2",670.85633253448
"DC65","DC65","DC65_2",669.157380000023
"DC66","DC66","DC66_2",675.659464644204
"DC67","DC67","DC67_2",680.634195312194
"DC68","DC68","DC68_2",648.773150324141
"DC69","DC69","DC69_2",683.7875195818
"DC76","DC76","DC76_2",658.256244772812
"DC77","DC77","DC77_2",665.927500576784
"DC78","DC78","DC78_2",690.529740946156
"DC79","DC79","DC79_2",703.275470347217
"DC88","DC88","DC88_2",666.14457315968
"DC89","DC89","DC89_2",653.276403207157
"DD00","DD00","DD00_2",683.542792092665
"DD01","DD01","DD01_2",674.383897179055
"DD02","DD02","DD02_2",654.939494849093
"DD03","DD03","DD03_2",677.238055267548
"DD04","DD04","DD04_2",686.902313130536
"DD05","DD05","DD05_2",684.778478984683
"DD06","DD06","DD06_2",716.915298327275
"DD07","DD07","DD07_2",700.128589132782
"DD08","DD08","DD08_2",690.56138296457
"DD09","DD09","DD09_2",700.750511113296
"DD10","DD10","DD10_2",659.452491556384
"DD11","DD11","DD11_2",671.624503011547
"DD12","DD12","DD12_2",686.445597848422
"DD13","DD13","DD13_2",694.871658460858
"DD14","DD14","DD14_2",687.158446448374
"DD15","DD15","DD15_2",673.663783257386
"DD16","DD16","DD16_2",664.726080997313
"DD17","DD17","DD17_2",642.810659868982
"DD18","DD18","DD18_2",658.416936379018
"DD19","DD19","DD19_2",669.162928384584
"DD20","DD20","DD20_2",681.041992540968
"DD21","DD21","DD21_2",668.108478935074
"DD22","DD22","DD22_2",696.254369451247
"DD23","DD23","DD23_2",694.189982702655
"DD24","DD24","DD24_2",685.949052414287
"DD25","DD25","DD25_2",692.988963018747
"DD26","DD26","DD26_2",643.549731227345
"DD27","DD27","DD27_2",671.146338189683
"DD28","DD28","DD28_2",674.679027921753
"DD29","DD29","DD29_2",650.98451601672
"DD30","DD30","DD30_2",640.362366961132
"DD31","DD31","DD31_2",646.180215305565
"DD32","DD32","DD32_2",688.952974060408
"DD33","DD33","DD33_2",703.468385721792
"DD34","DD34","DD34_2",646.467249681649
"DD35","DD35","DD35_2",633.509215728716
"DD36","DD36","DD36_2",655.787125853865
"DD37","DD37","DD37_2",663.173395850155
"DD38","DD38","DD38_2",653.342996147943
"DD39","DD39","DD39_2",671.096628837982
"DD40","DD40","DD40_2",658.686306464775
"DD41","DD41","DD41_2",656.788935644953
"DD42","DD42","DD42_2",680.37111979142
"DD43","DD43","DD43_2",631.996936567982
"DD44","DD44","DD44_2",651.372126226251
"DD45","DD45","DD45_2",670.867619287588
"DD46","DD46","DD46_2",647.937387706758
"DD47","DD47","DD47_2",640.498019137834
"DD48","DD48","DD48_2",644.851746346982
"DD49","DD49","DD49_2",636.847076090432
"DD50","DD50","DD50_2",637.378216839291
"DD51","DD51","DD51_2",644.144980811331
"DD52","DD52","DD52_2",640.583188730603
"DD53","DD53","DD53_2",645.392028857512
"DD54","DD54","DD54_2",636.824406036258
"DD55","DD55","DD55_2",623.752235632117
"DD56","DD56","DD56_2",637.037814963654
"DD57","DD57","DD57_2",647.362999632183
"DD58","DD58","DD58_2",652.350482472642
"DD59","DD59","DD59_2",649.900704449809
"DD60","DD60","DD60_2",639.285707315375
"DD61","DD61","DD61_2",639.764097787346
"DD62","DD62","DD62_2",669.664905896071
"DD63","DD63","DD63_2",663.848743815934
"DD64","DD64","DD64_2",648.322436675408
"DD65","DD65","DD65_2",643.87859999513
"DD66","DD66","DD66_2",640.693363995844
"DD67","DD67","DD67_2",651.166256795981
"DD70","DD70","DD70_2",669.245324631587
"DD71","DD71","DD71_2",660.984224808725
"DD72","DD72","DD72_2",644.977117379024
"DD73","DD73","DD73_2",620.95950260587
"DD80","DD80","DD80_2",665.766329445383
"DD81","DD81","DD81_2",643.007055386597
"DD82","DD82","DD82_2",655.340430727999
"DD90","DD90","DD90_2",640.496413159339
"DD91","DD91","DD91_2",641.233074470437
"DD92","DD92","DD92_2",634.222168001327
"DD93","DD93","DD93_2",590.952925266257
"DE00","DE00","DE00_2",776.884954502037
"DE01","DE01","DE01_2",690.055850458317
"DE02","DE02","DE02_2",734.748320203366
"DE03","DE03","DE03_2",735.91339671806
"DE04","DE04","DE04_2",702.68931765761
"DE05","DE05","DE05_2",707.048652543283
"DE06","DE06","DE06_2",701.934200872313
"DE07","DE07","DE07_2",717.813633760552
"DE08","DE08","DE08_2",729.925820184312
"DE09","DE09","DE09_2",663.014126576214
"DE10","DE10","DE10_2",743.54378962112
"DE11","DE11","DE11_2",643.501190115512
"DE12","DE12","DE12_2",726.914009787342
"DE13","DE13","DE13_2",717.80156085738
"DE14","DE14","DE14_2",655.84140928852
"DE15","DE15","DE15_2",707.475209346827
"DE16","DE16","DE16_2",706.17106619949
"DE17","DE17","DE17_2",705.66510189582
"DE18","DE18","DE18_2",647.948644036999
"DE19","DE19","DE19_2",671.995886037641
"DE20","DE20","DE20_2",677.096211020524
"DE21","DE21","DE21_2",704.771074595598
"DE22","DE22","DE22_2",717.245110585628
"DE23","DE23","DE23_2",656.80169015337
"DE24","DE24","DE24_2",641.077082892829
"DE25","DE25","DE25_2",683.506463546265
"DE26","DE26","DE26_2",683.367577887799
"DE27","DE27","DE27_2",669.942112044524
"DE28","DE28","DE28_2",639.037391778029
"DE29","DE29","DE29_2",687.813316890565
"DE30","DE30","DE30_2",666.759478709248
"DE31","DE31","DE31_2",691.21611648977
"DE32","DE32","DE32_2",643.628447153194
"DE33","DE33","DE33_2",673.553561187229
"DE34","DE34","DE34_2",648.18144675189
"DE35","DE35","DE35_2",700.088703714775
"DE36","DE36","DE36_2",651.718037892113
"DE37","DE37","DE37_2",657.037935986702
"DE38","DE38","DE38_2",673.783472152341
"DE39","DE39","DE39_2",676.821891237251
"DE40","DE40","DE40_2",602.457837291808
"DE41","DE41","DE41_2",611.335967602744
"DE42","DE42","DE42_2",633.279197793271
"DE43","DE43","DE43_2",660.290871708996
"DE44","DE44","DE44_2",626.606679710551
"DE45","DE45","DE45_2",681.458861870851
"DE46","DE46","DE46_2",675.57468060448
"DE47","DE47","DE47_2",659.17994027871
"DE48","DE48","DE48_2",689.290022604709
"DE49","DE49","DE49_2",644.006312496732
"DE50","DE50","DE50_2",601.383481642556
"DE51","DE51","DE51_2",600.510179233852
"DE52","DE52","DE52_2",617.841583285727
"DE53","DE53","DE53_2",616.883650562596
