"","kvadratkod","survey","hh","unique","LULC_0","LULC_11","LULC_22","LULC_33","LULC_44","LULC_55","LULC_66","LULC_77"
"BD69","BD69","BD69_2",0.164184814494043,2,0,0.0902347101657117,0.909765289834288,0,0,0,0,0
"BD70","BD70","BD70_2",0.39552281546122,4,0,0.100402686943393,0.759998016918698,0,0.128870718001664,0.010728578136245,0,0
"BD71","BD71","BD71_2",0.341891374286872,4,0,0.151638723494914,0.795963137342726,0,0.0243546676733905,0.0280434714889698,0,0
"BD72","BD72","BD72_2",0.686128377055927,4,0,0.200278117046245,0.446217463748262,0,0.103401112873484,0.250103306332009,0,0
"BD73","BD73","BD73_2",0.758792537637924,7,0.030219632209897,0.0679774743780186,0.345002187960106,0.257310031106007,0.0326294203679318,0.193797250953437,0,0.0730640030246021
"BD74","BD74","BD74_2",0.178451408531361,3,0,0,0.898066407498103,0,0.00714674788705828,0.0947868446148391,0,0
"BD75","BD75","BD75_2",0.707916674927444,7,0.0761320881367775,0.246093942207738,0.4396155281756,0.0155077314056871,0.0350921967278904,0.172304005571752,0,0.0152545077745546
"BD76","BD76","BD76_2",0.610963661795499,7,0.538809076075554,0.00558643568750831,0.0152606007193746,0.297059315645985,0.0912643227774131,0.0185654215421855,0,0.0334548275519793
"BD77","BD77","BD77_2",0.696680057292432,5,0.327281945068186,0,0.39641441639236,0,0.167654944062787,0.104581843902113,0,0.00406685057455444
"BD78","BD78","BD78_2",0.309839944938493,5,0.00633636928646956,0.0527761859240494,0.824396860070182,0.0405988520867065,0.0758917326325923,0,0,0
"BD79","BD79","BD79_2",0.0217773302635198,3,0,0.00586496453463228,0.989020786630058,0,0,0.00511424883530993,0,0
"BD80","BD80","BD80_2",0.430483828624507,3,0,0.062708000677874,0.71996823507791,0,0.217323764244216,0,0,0
"BD81","BD81","BD81_2",0.677018855589676,4,0,0.097418671065345,0.405218269671987,0,0.361827220010301,0.135535839252366,0,0
"BD82","BD82","BD82_2",0.44142067788068,4,0,0,9.83644431176713e-05,0.0730640032988289,0.700556953696776,0.226280678561277,0,0
"BD83","BD83","BD83_2",0.676486512126503,5,0,0.024354667767805,0.401712168720589,0.0344985763566564,0.35414267427218,0.18529191288277,0,0
"BD84","BD84","BD84_2",0,1,0,0,1,0,0,0,0,0
"BD85","BD85","BD85_2",0.139509289157856,4,0,0.0127072423651059,0.9264293061019,0.0202878171776724,0,0.0405756343553221,0,0
"BD86","BD86","BD86_2",0.757167981570766,6,0.192568604912203,0.0283464134295399,0.389457748517718,0.119369797378811,0,0.0997747613973061,0,0.170482674364422
"BD87","BD87","BD87_2",0.791168135306628,7,0.115711194584537,0.184410784473924,0.280541682059303,0.0957553619236185,0.0351181368179983,0.268175022964031,0,0.020287817176588
"BD88","BD88","BD88_2",0.514472657332181,7,0.678898306167595,0.0825883514061737,0.117979124559178,0.020287817177394,0.0379458664610258,0.0379458664610273,0,0.0243546677676064
"BD89","BD89","BD89_2",0.494625621036299,4,0.675162398820729,0.194837342131914,0.104487409862551,0,0,0.025512849184806,0,0
"BD90","BD90","BD90_2",0.525481219327774,6,0,0.054344358193771,0.663629799856827,0.035895720204468,0.0671376998932074,0.154637754165445,0,0.0243546676862826
"BD91","BD91","BD91_2",0.675016853157556,5,0,0.0485912530096913,0.488574442414638,0.205219384530621,0.110489034580882,0.147125885464167,0,0
"BD92","BD92","BD92_2",0.67930959489078,6,0,0.0342864821336414,0.236659976719174,0.448653737735793,0.161002040531242,0.0510609633321617,0,0.0683367995479875
"BD93","BD93","BD93_2",0.428919666297283,5,0,0.0628260833973447,0.74135995321153,0.0540469381889438,0,0.112685154052851,0,0.0290818711493314
"BD94","BD94","BD94_2",0.249549223881136,2,0,0.146128006110356,0.853871993889644,0,0,0,0,0
"BD95","BD95","BD95_2",0.0475230356966316,2,0,0.0243546676864324,0.975645332313568,0,0,0,0,0
"BD96","BD96","BD96_2",0.0673833290962575,3,0.010356002590209,0.0242841132432259,0.965359884166565,0,0,0,0,0
"BD97","BD97","BD97_2",0.169389269904832,2,0,0.093422375126737,0.906577624873263,0,0,0,0,0
"BD98","BD98","BD98_2",0.606208432822173,4,0.109272599264758,0,0.435635269362414,0.437144271270575,0,0.0179478601022537,0,0
"BD99","BD99","BD99_2",0.464854868669589,6,0.715562220528199,0,0.120500775775361,0.0182331851362529,0.024354667685028,0.0482851478200763,0,0.0730640030550839
"BE02","BE02","BE02_2",0.0199577315777868,2,0.989919518095683,0,0,0,0,0,0,0.0100804819043166
"BE03","BE03","BE03_2",0.674294531411393,5,0.450471035775886,0.193307123260458,0.284530616093179,0,0,0.0665554093760741,0,0.00513581549440294
"BE04","BE04","BE04_2",0.620714960475081,4,0,0,0.417659279535946,0.0182660011222755,0,0.131705155457716,0,0.432369563884063
"BE05","BE05","BE05_2",0.547790152321024,3,0,0,0.566554736735519,0,0,0.081818119020099,0,0.351627144244382
"BE06","BE06","BE06_2",0.421369403853188,5,0,0.0559839092217922,0.739864323144406,0.131001618257621,0,0.025508632359189,0,0.047641517016992
"BE07","BE07","BE07_2",0.564808225414386,7,0.0116330166260208,0.00878743269171646,0.573267461153508,0.281505252390845,0.00232366346979189,0.0793326955248853,0,0.0431504781432328
"BE08","BE08","BE08_2",0.709203862397573,6,0.474607461686615,0.0548346185535535,0.104358110320722,0.0639256337348912,0,0.120517494166449,0,0.181756681537769
"BE09","BE09","BE09_2",0.731282012138942,5,0.285813320362724,0.0243546681630352,0.315971326476549,0.162473049124895,0,0.211387635872797,0,0
"BE10","BE10","BE10_2",0.191729376072739,3,0.894871281812966,0,0.0213394554118778,0.083789262775156,0,0,0,0
"BE11","BE11","BE11_2",0.570678369929484,3,0.51639071721263,0,0.393005316074859,0.0906039667125107,0,0,0,0
"BE12","BE12","BE12_2",0.602347388434655,6,0.283992341621283,0.0243546676619466,0.55621735941305,0.0487093353238932,0,0.0645378517844266,0,0.0221884441954015
"BE13","BE13","BE13_2",0.560190694969002,5,0,0.134641038038487,0.626336207803948,0,0.0730640029905183,0.154654157143094,0,0.0113045940239525
"BE14","BE14","BE14_2",0.438419927605445,5,0,0.061726525254995,0.73365286062569,0.0487093353239785,0.0365320014929838,0.119379277302352,0,0
"BE15","BE15","BE15_2",0.547193281651679,5,0,0.0730640029892378,0.643986550058828,0.0547980022419283,0.0847631777051769,0.143388267004829,0,0
"BE16","BE16","BE16_2",0.699094633410589,5,0,0.0160122756290268,0.409881199851416,0.0767500765050372,0.272024231342744,0.225332216671777,0,0
"BE17","BE17","BE17_2",0.587248297600525,6,0.0149589690783157,0.212318103895693,0.585185484770522,0.142824487950591,0.0358489591499523,0.00886399515492607,0,0
"BE18","BE18","BE18_2",0.595875269335369,5,0.108344591226522,0.0810416802387253,0.598755492716366,0.155266376551197,0,0.0565918592671896,0,0
