"survey","site","atlas","period","warbler_richness"
"CG73_2","CG73","2","1990s",9
"CG74_2","CG74","2","1990s",7
"CG75_2","CG75","2","1990s",7
"CG76_2","CG76","2","1990s",7
"CG77_2","CG77","2","1990s",9
"CG78_2","CG78","2","1990s",9
"CG79_2","CG79","2","1990s",10
"CG80_2","CG80","2","1990s",9
"CG83_2","CG83","2","1990s",9
"CG84_2","CG84","2","1990s",10
"AF98_1","AF98","1","1970s",4
"BF34_1","BF34","1","1970s",4
"CG85_2","CG85","2","1990s",8
"CG86_2","CG86","2","1990s",7
"CG88_2","CG88","2","1990s",8
"CG89_2","CG89","2","1990s",10
"CG90_2","CG90","2","1990s",9
"CG94_2","CG94","2","1990s",7
"CG95_2","CG95","2","1990s",7
"CG98_2","CG98","2","1990s",9
"CG99_2","CG99","2","1990s",7
"CH06_2","CH06","2","1990s",9
"BF35_1","BF35","1","1970s",5
"CH07_2","CH07","2","1990s",8
"CH08_2","CH08","2","1990s",9
"CH09_2","CH09","2","1990s",7
"CH16_2","CH16","2","1990s",10
"CH17_2","CH17","2","1990s",9
"CH18_2","CH18","2","1990s",10
"CH19_2","CH19","2","1990s",8
"CH25_2","CH25","2","1990s",0
"CH26_2","CH26","2","1990s",3
"CH27_2","CH27","2","1990s",8
"BF36_1","BF36","1","1970s",8
"CH28_2","CH28","2","1990s",10
"CH29_2","CH29","2","1990s",9
"CH34_2","CH34","2","1990s",9
"CH35_2","CH35","2","1990s",10
"CH36_2","CH36","2","1990s",8
"CH37_2","CH37","2","1990s",11
"CH38_2","CH38","2","1990s",9
"CH39_2","CH39","2","1990s",8
"CH45_2","CH45","2","1990s",11
"CH46_2","CH46","2","1990s",10
"BF37_1","BF37","1","1970s",5
"CH47_2","CH47","2","1990s",8
"CH48_2","CH48","2","1990s",9
"CH49_2","CH49","2","1990s",10
"CH55_2","CH55","2","1990s",9
"CH56_2","CH56","2","1990s",11
"CH57_2","CH57","2","1990s",11
"CH58_2","CH58","2","1990s",11
"CH59_2","CH59","2","1990s",10
"CH65_2","CH65","2","1990s",6
"CH66_2","CH66","2","1990s",5
"BF38_1","BF38","1","1970s",9
"CH67_2","CH67","2","1990s",6
"CH68_2","CH68","2","1990s",8
"CH69_2","CH69","2","1990s",8
"CH76_2","CH76","2","1990s",4
"CH77_2","CH77","2","1990s",9
"CH78_2","CH78","2","1990s",7
"CH79_2","CH79","2","1990s",10
"CH85_2","CH85","2","1990s",3
"CH86_2","CH86","2","1990s",9
"CH87_2","CH87","2","1990s",8
"BF39_1","BF39","1","1970s",9
"CH88_2","CH88","2","1990s",9
"CH89_2","CH89","2","1990s",10
"CH95_2","CH95","2","1990s",4
"CH96_2","CH96","2","1990s",5
"CH97_2","CH97","2","1990s",10
"CH98_2","CH98","2","1990s",10
"CH99_2","CH99","2","1990s",10
"DB00_2","DB00","2","1990s",7
"DB01_2","DB01","2","1990s",6
"DB02_2","DB02","2","1990s",9
"BF40_1","BF40","1","1970s",11
"DB03_2","DB03","2","1990s",6
"DB04_2","DB04","2","1990s",9
"DB05_2","DB05","2","1990s",11
"DC07_2","DC07","2","1990s",10
"DC08_2","DC08","2","1990s",10
"DC09_2","DC09","2","1990s",10
"DA80_2","DA80","2","1990s",7
"DA90_2","DA90","2","1990s",10
"DB10_2","DB10","2","1990s",9
"DB11_2","DB11","2","1990s",1
"BF41_1","BF41","1","1970s",12
"DB12_2","DB12","2","1990s",4
"DB13_2","DB13","2","1990s",11
"DB14_2","DB14","2","1990s",7
"DB15_2","DB15","2","1990s",10
"DB16_2","DB16","2","1990s",3
"DB20_2","DB20","2","1990s",7
"DB21_2","DB21","2","1990s",4
"DB22_2","DB22","2","1990s",10
"DB23_2","DB23","2","1990s",2
"DB24_2","DB24","2","1990s",8
"BF42_1","BF42","1","1970s",4
"DB25_2","DB25","2","1990s",7
"DB26_2","DB26","2","1990s",6
"DB30_2","DB30","2","1990s",9
"DB31_2","DB31","2","1990s",6
"DB32_2","DB32","2","1990s",7
"DB33_2","DB33","2","1990s",6
"DB34_2","DB34","2","1990s",9
"DB35_2","DB35","2","1990s",9
"DB36_2","DB36","2","1990s",9
"DB40_2","DB40","2","1990s",10
"BF43_1","BF43","1","1970s",8
"DB41_2","DB41","2","1990s",6
"DB42_2","DB42","2","1990s",7
"DB43_2","DB43","2","1990s",6
"DB44_2","DB44","2","1990s",8
"DB45_2","DB45","2","1990s",8
"DB46_2","DB46","2","1990s",10
"DB47_2","DB47","2","1990s",6
"DB50_2","DB50","2","1990s",9
"DB51_2","DB51","2","1990s",11
"DB52_2","DB52","2","1990s",9
"AF99_1","AF99","1","1970s",5
"BF44_1","BF44","1","1970s",8
"DB53_2","DB53","2","1990s",6
"DB54_2","DB54","2","1990s",10
"DB55_2","DB55","2","1990s",11
"DB56_2","DB56","2","1990s",6
"DB57_2","DB57","2","1990s",7
"DB60_2","DB60","2","1990s",8
"DB61_2","DB61","2","1990s",7
"DB62_2","DB62","2","1990s",8
"DB63_2","DB63","2","1990s",10
"DB64_2","DB64","2","1990s",12
"BF45_1","BF45","1","1970s",6
"DB65_2","DB65","2","1990s",6
"DB66_2","DB66","2","1990s",6
"DB67_2","DB67","2","1990s",5
"DB68_2","DB68","2","1990s",8
"DB70_2","DB70","2","1990s",7
"DB71_2","DB71","2","1990s",8
"DB72_2","DB72","2","1990s",9
"DB73_2","DB73","2","1990s",9
"DB74_2","DB74","2","1990s",7
"DB75_2","DB75","2","1990s",1
"BF46_1","BF46","1","1970s",7
"DB76_2","DB76","2","1990s",7
"DB77_2","DB77","2","1990s",7
"DB78_2","DB78","2","1990s",10
"DB79_2","DB79","2","1990s",7
"DB80_2","DB80","2","1990s",6
"DB81_2","DB81","2","1990s",6
"DB82_2","DB82","2","1990s",7
"DB83_2","DB83","2","1990s",9
"DB84_2","DB84","2","1990s",7
"DB89_2","DB89","2","1990s",9
"BF47_1","BF47","1","1970s",6
"DB94_2","DB94","2","1990s",5
"DB99_2","DB99","2","1990s",4
"DC00_2","DC00","2","1990s",10
"DC01_2","DC01","2","1990s",11
"DC02_2","DC02","2","1990s",8
"DC03_2","DC03","2","1990s",6
"DC04_2","DC04","2","1990s",10
"DC05_2","DC05","2","1990s",7
"DC06_2","DC06","2","1990s",7
"DC10_2","DC10","2","1990s",9
"BF48_1","BF48","1","1970s",5
"DC11_2","DC11","2","1990s",12
"DC12_2","DC12","2","1990s",9
"DC13_2","DC13","2","1990s",10
"DC14_2","DC14","2","1990s",11
"DC15_2","DC15","2","1990s",10
"DC16_2","DC16","2","1990s",10
"DC17_2","DC17","2","1990s",9
"DC18_2","DC18","2","1990s",9
"DC19_2","DC19","2","1990s",7
"DC20_2","DC20","2","1990s",5
"BF49_1","BF49","1","1970s",9
"DC21_2","DC21","2","1990s",5
"DC22_2","DC22","2","1990s",8
"DC23_2","DC23","2","1990s",9
"DC24_2","DC24","2","1990s",6
"DC25_2","DC25","2","1990s",7
"DC26_2","DC26","2","1990s",7
"DC27_2","DC27","2","1990s",8
"DC28_2","DC28","2","1990s",6
"DC29_2","DC29","2","1990s",11
"DC30_2","DC30","2","1990s",9
"BF50_1","BF50","1","1970s",10
"DC31_2","DC31","2","1990s",8
"DC32_2","DC32","2","1990s",9
"DC33_2","DC33","2","1990s",9
"DC34_2","DC34","2","1990s",10
"DC35_2","DC35","2","1990s",10
"DC36_2","DC36","2","1990s",12
"DC37_2","DC37","2","1990s",11
"DC38_2","DC38","2","1990s",9
"DC39_2","DC39","2","1990s",10
"DC40_2","DC40","2","1990s",11
"BF51_1","BF51","1","1970s",11
"DC41_2","DC41","2","1990s",11
"DC42_2","DC42","2","1990s",10
"DC43_2","DC43","2","1990s",10
"DC44_2","DC44","2","1990s",7
"DC45_2","DC45","2","1990s",8
"DC46_2","DC46","2","1990s",12
"DC47_2","DC47","2","1990s",9
"DC48_2","DC48","2","1990s",7
"DC49_2","DC49","2","1990s",9
"DC50_2","DC50","2","1990s",12
"BF52_1","BF52","1","1970s",1
"DC51_2","DC51","2","1990s",8
"DC52_2","DC52","2","1990s",8
"DC53_2","DC53","2","1990s",9
"DC54_2","DC54","2","1990s",10
"DC55_2","DC55","2","1990s",8
"DC56_2","DC56","2","1990s",10
"DC57_2","DC57","2","1990s",11
"DC58_2","DC58","2","1990s",10
"DC59_2","DC59","2","1990s",8
"DC62_2","DC62","2","1990s",0
"BF53_1","BF53","1","1970s",6
"DC63_2","DC63","2","1990s",6
"DC64_2","DC64","2","1990s",10
"DC65_2","DC65","2","1990s",9
"DC66_2","DC66","2","1990s",11
"DC67_2","DC67","2","1990s",7
"DC68_2","DC68","2","1990s",7
"DC69_2","DC69","2","1990s",6
"DC76_2","DC76","2","1990s",7
"DC77_2","DC77","2","1990s",9
"DC78_2","DC78","2","1990s",12
"BC10_1","BC10","1","1970s",4
"BF54_1","BF54","1","1970s",7
"DC79_2","DC79","2","1990s",6
"DC88_2","DC88","2","1990s",10
"DC89_2","DC89","2","1990s",10
"DD00_2","DD00","2","1990s",9
"DD01_2","DD01","2","1990s",12
"DD02_2","DD02","2","1990s",11
"DD03_2","DD03","2","1990s",12
"DD04_2","DD04","2","1990s",9
"DD05_2","DD05","2","1990s",10
"DD06_2","DD06","2","1990s",10
"BF55_1","BF55","1","1970s",7
"DD07_2","DD07","2","1990s",9
"DD08_2","DD08","2","1990s",10
"DD09_2","DD09","2","1990s",7
"DD10_2","DD10","2","1990s",10
"DD11_2","DD11","2","1990s",12
"DD12_2","DD12","2","1990s",11
"DD13_2","DD13","2","1990s",9
"DD14_2","DD14","2","1990s",10
"DD15_2","DD15","2","1990s",9
"DD16_2","DD16","2","1990s",9
"BF56_1","BF56","1","1970s",4
"DD17_2","DD17","2","1990s",9
"DD18_2","DD18","2","1990s",12
"DD19_2","DD19","2","1990s",11
"DD20_2","DD20","2","1990s",7
"DD21_2","DD21","2","1990s",12
"DD22_2","DD22","2","1990s",8
"DD23_2","DD23","2","1990s",9
"DD24_2","DD24","2","1990s",10
"DD25_2","DD25","2","1990s",8
"DD26_2","DD26","2","1990s",10
"BF57_1","BF57","1","1970s",6
"DD27_2","DD27","2","1990s",8
"DD28_2","DD28","2","1990s",8
"DD29_2","DD29","2","1990s",9
"DD30_2","DD30","2","1990s",9
"DD31_2","DD31","2","1990s",11
"DD32_2","DD32","2","1990s",9
"DD33_2","DD33","2","1990s",9
"DD34_2","DD34","2","1990s",10
"DD35_2","DD35","2","1990s",8
"DD36_2","DD36","2","1990s",8
"BF58_1","BF58","1","1970s",5
"DD37_2","DD37","2","1990s",11
"DD38_2","DD38","2","1990s",9
"DD39_2","DD39","2","1990s",9
"DD40_2","DD40","2","1990s",11
"DD41_2","DD41","2","1990s",11
"DD42_2","DD42","2","1990s",11
"DD43_2","DD43","2","1990s",11
"DD44_2","DD44","2","1990s",11
"DD45_2","DD45","2","1990s",11
"DD46_2","DD46","2","1990s",12
"BF59_1","BF59","1","1970s",6
"DD47_2","DD47","2","1990s",10
"DD48_2","DD48","2","1990s",10
"DD49_2","DD49","2","1990s",8
"DD50_2","DD50","2","1990s",6
"DD51_2","DD51","2","1990s",11
"DD52_2","DD52","2","1990s",6
"DD53_2","DD53","2","1990s",9
"DD54_2","DD54","2","1990s",11
"DD55_2","DD55","2","1990s",9
"DD56_2","DD56","2","1990s",10
"BF60_1","BF60","1","1970s",9
"DD57_2","DD57","2","1990s",6
"DD58_2","DD58","2","1990s",8
"DD59_2","DD59","2","1990s",10
"DD60_2","DD60","2","1990s",8
"DD61_2","DD61","2","1990s",10
"DD62_2","DD62","2","1990s",5
"DD63_2","DD63","2","1990s",7
"DD64_2","DD64","2","1990s",7
"DD65_2","DD65","2","1990s",8
"DD66_2","DD66","2","1990s",8
"BF61_1","BF61","1","1970s",9
"DD67_2","DD67","2","1990s",6
"DD70_2","DD70","2","1990s",10
"DD71_2","DD71","2","1990s",6
"DD72_2","DD72","2","1990s",9
"DD73_2","DD73","2","1990s",8
"DD80_2","DD80","2","1990s",10
"DD81_2","DD81","2","1990s",6
"DD82_2","DD82","2","1990s",9
"DD90_2","DD90","2","1990s",9
"DD91_2","DD91","2","1990s",10
"BF62_1","BF62","1","1970s",9
"DD92_2","DD92","2","1990s",8
"DD93_2","DD93","2","1990s",2
"DE00_2","DE00","2","1990s",6
"DE01_2","DE01","2","1990s",10
"DE02_2","DE02","2","1990s",11
"DE03_2","DE03","2","1990s",10
"DE04_2","DE04","2","1990s",8
"DE05_2","DE05","2","1990s",6
"DE06_2","DE06","2","1990s",10
"DE07_2","DE07","2","1990s",9
"BF63_1","BF63","1","1970s",6
"DE08_2","DE08","2","1990s",9
"DE09_2","DE09","2","1990s",11
"DE10_2","DE10","2","1990s",6
"DE11_2","DE11","2","1990s",11
"DE12_2","DE12","2","1990s",11
"DE13_2","DE13","2","1990s",10
"DE14_2","DE14","2","1990s",12
"DE15_2","DE15","2","1990s",8
"DE16_2","DE16","2","1990s",10
"DE17_2","DE17","2","1990s",9
"BC11_1","BC11","1","1970s",1
"BF64_1","BF64","1","1970s",6
"DE18_2","DE18","2","1990s",9
"DE19_2","DE19","2","1990s",12
"DE20_2","DE20","2","1990s",6
"DE21_2","DE21","2","1990s",11
"DE22_2","DE22","2","1990s",9
"DE23_2","DE23","2","1990s",8
"DE24_2","DE24","2","1990s",10
"DE25_2","DE25","2","1990s",9
"DE26_2","DE26","2","1990s",10
"DE27_2","DE27","2","1990s",9
"BF65_1","BF65","1","1970s",10
"DE28_2","DE28","2","1990s",10
"DE29_2","DE29","2","1990s",9
"DE30_2","DE30","2","1990s",5
"DE31_2","DE31","2","1990s",8
"DE32_2","DE32","2","1990s",10
"DE33_2","DE33","2","1990s",9
"DE34_2","DE34","2","1990s",12
"DE35_2","DE35","2","1990s",10
"DE36_2","DE36","2","1990s",9
"DE37_2","DE37","2","1990s",9
"BF66_1","BF66","1","1970s",0
"DE38_2","DE38","2","1990s",9
"DE39_2","DE39","2","1990s",8
"DE40_2","DE40","2","1990s",10
"DE41_2","DE41","2","1990s",9
"DE42_2","DE42","2","1990s",9
"DE43_2","DE43","2","1990s",7
"DE44_2","DE44","2","1990s",9
"DE45_2","DE45","2","1990s",8
"DE46_2","DE46","2","1990s",6
"DE47_2","DE47","2","1990s",4
"BF67_1","BF67","1","1970s",4
"DE48_2","DE48","2","1990s",8
"DE49_2","DE49","2","1990s",10
"DE50_2","DE50","2","1990s",8
"DE51_2","DE51","2","1990s",9
"DE52_2","DE52","2","1990s",10
"DE53_2","DE53","2","1990s",10
"DE54_2","DE54","2","1990s",8
"DE55_2","DE55","2","1990s",7
"DE56_2","DE56","2","1990s",7
"DE57_2","DE57","2","1990s",10
"BF68_1","BF68","1","1970s",8
"DE58_2","DE58","2","1990s",8
"DE59_2","DE59","2","1990s",10
"DE65_2","DE65","2","1990s",5
"DE66_2","DE66","2","1990s",6
"DE67_2","DE67","2","1990s",8
"DE68_2","DE68","2","1990s",13
"DE69_2","DE69","2","1990s",7
"DE70_2","DE70","2","1990s",11
"DE75_2","DE75","2","1990s",9
"DE76_2","DE76","2","1990s",6
"BF69_1","BF69","1","1970s",5
"DE77_2","DE77","2","1990s",9
"DE78_2","DE78","2","1990s",7
"DE79_2","DE79","2","1990s",11
"DE80_2","DE80","2","1990s",6
"DE83_2","DE83","2","1990s",10
"DE84_2","DE84","2","1990s",9
"DE85_2","DE85","2","1990s",9
"DE86_2","DE86","2","1990s",8
"DE87_2","DE87","2","1990s",11
"DE88_2","DE88","2","1990s",9
"BF70_1","BF70","1","1970s",9
"DE89_2","DE89","2","1990s",12
"DE90_2","DE90","2","1990s",9
"DE91_2","DE91","2","1990s",8
"DE93_2","DE93","2","1990s",6
"DE94_2","DE94","2","1990s",9
"DE95_2","DE95","2","1990s",8
"DE96_2","DE96","2","1990s",11
"DE97_2","DE97","2","1990s",12
"DE98_2","DE98","2","1990s",9
"DE99_2","DE99","2","1990s",8
"BF71_1","BF71","1","1970s",9
"DF00_2","DF00","2","1990s",4
"DF01_2","DF01","2","1990s",8
"DF02_2","DF02","2","1990s",10
"DF04_2","DF04","2","1990s",9
"DF05_2","DF05","2","1990s",7
"DF06_2","DF06","2","1990s",9
"DF07_2","DF07","2","1990s",10
"DF08_2","DF08","2","1990s",13
"DF09_2","DF09","2","1990s",8
"DF10_2","DF10","2","1990s",8
"BF72_1","BF72","1","1970s",3
"DF14_2","DF14","2","1990s",4
"DF15_2","DF15","2","1990s",8
"DF16_2","DF16","2","1990s",9
"DF17_2","DF17","2","1990s",10
"DF18_2","DF18","2","1990s",12
"DF19_2","DF19","2","1990s",9
"DF20_2","DF20","2","1990s",9
"DF21_2","DF21","2","1990s",7
"DF24_2","DF24","2","1990s",5
"DF25_2","DF25","2","1990s",10
"BF73_1","BF73","1","1970s",10
"DF26_2","DF26","2","1990s",9
"DF27_2","DF27","2","1990s",9
"DF28_2","DF28","2","1990s",10
"DF29_2","DF29","2","1990s",9
"DF30_2","DF30","2","1990s",11
"DF31_2","DF31","2","1990s",10
"DF32_2","DF32","2","1990s",0
"DF36_2","DF36","2","1990s",4
"DF37_2","DF37","2","1990s",9
"DF38_2","DF38","2","1990s",11
"BC20_1","BC20","1","1970s",8
"BF74_1","BF74","1","1970s",5
"DF39_2","DF39","2","1990s",8
"DF40_2","DF40","2","1990s",9
"DF41_2","DF41","2","1990s",10
"DF42_2","DF42","2","1990s",10
"DF43_2","DF43","2","1990s",10
"DF47_2","DF47","2","1990s",9
"DF48_2","DF48","2","1990s",9
"DF49_2","DF49","2","1990s",8
"DF50_2","DF50","2","1990s",0
"DF51_2","DF51","2","1990s",6
"BF75_1","BF75","1","1970s",7
"DF52_2","DF52","2","1990s",7
"DF55_2","DF55","2","1990s",6
"DF58_2","DF58","2","1990s",6
"DF59_2","DF59","2","1990s",10
"DF60_2","DF60","2","1990s",6
"DF61_2","DF61","2","1990s",8
"DF62_2","DF62","2","1990s",9
"DF65_2","DF65","2","1990s",10
"DF66_2","DF66","2","1990s",8
"DF69_2","DF69","2","1990s",0
"BF76_1","BF76","1","1970s",6
"DF70_2","DF70","2","1990s",9
"DF71_2","DF71","2","1990s",11
"DF72_2","DF72","2","1990s",8
"DF77_2","DF77","2","1990s",0
"DF80_2","DF80","2","1990s",9
"DF81_2","DF81","2","1990s",8
"DF90_2","DF90","2","1990s",5
"DF91_2","DF91","2","1990s",8
"DF96_2","DF96","2","1990s",10
"DF97_2","DF97","2","1990s",10
"BF77_1","BF77","1","1970s",7
"DF98_2","DF98","2","1990s",9
"DG00_2","DG00","2","1990s",7
"DG05_2","DG05","2","1990s",7
"DG06_2","DG06","2","1990s",6
"DG07_2","DG07","2","1990s",10
"DG08_2","DG08","2","1990s",10
"DG09_2","DG09","2","1990s",10
"DG14_2","DG14","2","1990s",7
"DG15_2","DG15","2","1990s",10
"DG16_2","DG16","2","1990s",10
"BF78_1","BF78","1","1970s",5
"DG17_2","DG17","2","1990s",10
"DG18_2","DG18","2","1990s",9
"DG19_2","DG19","2","1990s",9
"DG21_2","DG21","2","1990s",3
"DG22_2","DG22","2","1990s",9
"DG23_2","DG23","2","1990s",9
"DG24_2","DG24","2","1990s",6
"DG25_2","DG25","2","1990s",8
"DG26_2","DG26","2","1990s",8
"DG27_2","DG27","2","1990s",9
"BF79_1","BF79","1","1970s",4
"DG28_2","DG28","2","1990s",11
"DG29_2","DG29","2","1990s",6
"DG30_2","DG30","2","1990s",9
"DG31_2","DG31","2","1990s",9
"DG32_2","DG32","2","1990s",7
"DG33_2","DG33","2","1990s",0
"DG34_2","DG34","2","1990s",9
"DG35_2","DG35","2","1990s",8
"DG36_2","DG36","2","1990s",9
"DG37_2","DG37","2","1990s",10
"BF80_1","BF80","1","1970s",8
"DG38_2","DG38","2","1990s",10
"DG39_2","DG39","2","1990s",8
"DG40_2","DG40","2","1990s",11
"DG41_2","DG41","2","1990s",9
"DG42_2","DG42","2","1990s",8
"DG43_2","DG43","2","1990s",9
"DG44_2","DG44","2","1990s",10
"DG45_2","DG45","2","1990s",9
"DG46_2","DG46","2","1990s",9
"DG47_2","DG47","2","1990s",9
"BF81_1","BF81","1","1970s",9
"DG48_2","DG48","2","1990s",10
"DG49_2","DG49","2","1990s",8
"DG50_2","DG50","2","1990s",8
"DG51_2","DG51","2","1990s",10
"DG52_2","DG52","2","1990s",8
"DG53_2","DG53","2","1990s",9
"DG54_2","DG54","2","1990s",7
"DG55_2","DG55","2","1990s",7
"DG56_2","DG56","2","1990s",8
"DG57_2","DG57","2","1990s",7
"BF82_1","BF82","1","1970s",8
"DG58_2","DG58","2","1990s",11
"DG59_2","DG59","2","1990s",6
"DG60_2","DG60","2","1990s",9
"DG61_2","DG61","2","1990s",11
"DG62_2","DG62","2","1990s",12
"DG63_2","DG63","2","1990s",8
"DG64_2","DG64","2","1990s",11
"DG65_2","DG65","2","1990s",10
"DG66_2","DG66","2","1990s",10
"DG67_2","DG67","2","1990s",8
"BF83_1","BF83","1","1970s",7
"DG68_2","DG68","2","1990s",10
"DG69_2","DG69","2","1990s",11
"DG70_2","DG70","2","1990s",8
"DG71_2","DG71","2","1990s",11
"DG72_2","DG72","2","1990s",10
"DG73_2","DG73","2","1990s",9
"DG74_2","DG74","2","1990s",10
"DG75_2","DG75","2","1990s",8
"DG76_2","DG76","2","1990s",10
"DG77_2","DG77","2","1990s",11
"BC21_1","BC21","1","1970s",4
"BF84_1","BF84","1","1970s",5
"DG78_2","DG78","2","1990s",10
"DG79_2","DG79","2","1990s",10
"DG80_2","DG80","2","1990s",10
"DG81_2","DG81","2","1990s",6
"DG82_2","DG82","2","1990s",10
"DG83_2","DG83","2","1990s",9
"DG84_2","DG84","2","1990s",8
"DG85_2","DG85","2","1990s",9
"DG86_2","DG86","2","1990s",8
"DG87_2","DG87","2","1990s",10
"BF85_1","BF85","1","1970s",9
"DG88_2","DG88","2","1990s",9
"DG89_2","DG89","2","1990s",8
"DG90_2","DG90","2","1990s",9
"DG91_2","DG91","2","1990s",7
"DG92_2","DG92","2","1990s",8
"DG93_2","DG93","2","1990s",9
"DG94_2","DG94","2","1990s",9
"DG95_2","DG95","2","1990s",9
"DG96_2","DG96","2","1990s",10
"DG97_2","DG97","2","1990s",10
"BF86_1","BF86","1","1970s",5
"DG98_2","DG98","2","1990s",5
"DG99_2","DG99","2","1990s",3
"DH06_2","DH06","2","1990s",7
"DH07_2","DH07","2","1990s",10
"DH08_2","DH08","2","1990s",8
"DH09_2","DH09","2","1990s",9
"DH16_2","DH16","2","1990s",10
"DH17_2","DH17","2","1990s",12
"DH18_2","DH18","2","1990s",11
"DH19_2","DH19","2","1990s",9
"BF87_1","BF87","1","1970s",2
"DH25_2","DH25","2","1990s",8
"DH26_2","DH26","2","1990s",9
"DH27_2","DH27","2","1990s",10
"DH28_2","DH28","2","1990s",9
"DH29_2","DH29","2","1990s",5
"DH36_2","DH36","2","1990s",9
"DH37_2","DH37","2","1990s",4
"DH38_2","DH38","2","1990s",6
"DH49_2","DH49","2","1990s",8
"DH57_2","DH57","2","1990s",7
"BF88_1","BF88","1","1970s",4
"DH58_2","DH58","2","1990s",5
"DH59_2","DH59","2","1990s",6
"DH66_2","DH66","2","1990s",7
"DH67_2","DH67","2","1990s",6
"DH69_2","DH69","2","1990s",8
"DH75_2","DH75","2","1990s",7
"DH76_2","DH76","2","1990s",8
"DH77_2","DH77","2","1990s",2
"DH78_2","DH78","2","1990s",1
"DH79_2","DH79","2","1990s",9
"BF89_1","BF89","1","1970s",4
"DH85_2","DH85","2","1990s",8
"DH86_2","DH86","2","1990s",9
"DH87_2","DH87","2","1990s",0
"DH88_2","DH88","2","1990s",6
"DH89_2","DH89","2","1990s",5
"DH95_2","DH95","2","1990s",9
"DH96_2","DH96","2","1990s",10
"DH97_2","DH97","2","1990s",0
"DH98_2","DH98","2","1990s",5
"DH99_2","DH99","2","1990s",9
"BF90_1","BF90","1","1970s",8
"ED00_2","ED00","2","1990s",10
"ED01_2","ED01","2","1990s",10
"ED02_2","ED02","2","1990s",8
"ED03_2","ED03","2","1990s",9
"EE08_2","EE08","2","1990s",8
"EE09_2","EE09","2","1990s",10
"EB01_2","EB01","2","1990s",7
"EB02_2","EB02","2","1990s",0
"EB03_2","EB03","2","1990s",4
"EB04_2","EB04","2","1990s",8
"BF91_1","BF91","1","1970s",7
"EB05_2","EB05","2","1990s",0
"EB06_2","EB06","2","1990s",7
"EB07_2","EB07","2","1990s",7
"EB08_2","EB08","2","1990s",9
"EB09_2","EB09","2","1990s",3
"EB10_2","EB10","2","1990s",9
"EB11_2","EB11","2","1990s",5
"EB12_2","EB12","2","1990s",11
"EB13_2","EB13","2","1990s",6
"EB14_2","EB14","2","1990s",0
"BF92_1","BF92","1","1970s",6
"ED10_2","ED10","2","1990s",7
"ED11_2","ED11","2","1990s",6
"ED12_2","ED12","2","1990s",7
"ED13_2","ED13","2","1990s",9
"ED20_2","ED20","2","1990s",10
"ED21_2","ED21","2","1990s",8
"ED22_2","ED22","2","1990s",8
"ED23_2","ED23","2","1990s",11
"ED30_2","ED30","2","1990s",11
"ED31_2","ED31","2","1990s",7
"BF93_1","BF93","1","1970s",8
"ED32_2","ED32","2","1990s",1
"ED41_2","ED41","2","1990s",8
"EE04_2","EE04","2","1990s",3
"EE05_2","EE05","2","1990s",6
"EE06_2","EE06","2","1990s",8
"EE07_2","EE07","2","1990s",10
"EE14_2","EE14","2","1990s",9
"EE15_2","EE15","2","1990s",10
"EE16_2","EE16","2","1990s",10
"EE17_2","EE17","2","1990s",12
"BC22_1","BC22","1","1970s",3
"BF94_1","BF94","1","1970s",6
"EE18_2","EE18","2","1990s",10
"EE19_2","EE19","2","1990s",10
"EE20_2","EE20","2","1990s",3
"EE24_2","EE24","2","1990s",9
"EE26_2","EE26","2","1990s",7
"EE27_2","EE27","2","1990s",11
"EE28_2","EE28","2","1990s",11
"EE29_2","EE29","2","1990s",9
"EE38_2","EE38","2","1990s",11
"EE39_2","EE39","2","1990s",10
"BF95_1","BF95","1","1970s",8
"EE81_2","EE81","2","1990s",8
"EE90_2","EE90","2","1990s",1
"EE91_2","EE91","2","1990s",2
"EF00_2","EF00","2","1990s",10
"EF01_2","EF01","2","1990s",11
"EF02_2","EF02","2","1990s",9
"EF06_2","EF06","2","1990s",10
"EF07_2","EF07","2","1990s",9
"EF08_2","EF08","2","1990s",9
"EF09_2","EF09","2","1990s",9
"BF96_1","BF96","1","1970s",0
"EF10_2","EF10","2","1990s",8
"EF11_2","EF11","2","1990s",9
"EF19_2","EF19","2","1990s",1
"EF20_2","EF20","2","1990s",7
"EF35_2","EF35","2","1990s",10
"EF44_2","EF44","2","1990s",6
"EF45_2","EF45","2","1990s",9
"EF53_2","EF53","2","1990s",6
"EF54_2","EF54","2","1990s",9
"EF55_2","EF55","2","1990s",9
"BF97_1","BF97","1","1970s",5
"EF60_2","EF60","2","1990s",4
"EF61_2","EF61","2","1990s",7
"EF63_2","EF63","2","1990s",4
"EF64_2","EF64","2","1990s",9
"EF65_2","EF65","2","1990s",9
"EF66_2","EF66","2","1990s",5
"EF68_2","EF68","2","1990s",1
"EF69_2","EF69","2","1990s",9
"EF70_2","EF70","2","1990s",9
"EF71_2","EF71","2","1990s",11
"BF98_1","BF98","1","1970s",3
"EF72_2","EF72","2","1990s",7
"EF73_2","EF73","2","1990s",11
"EF74_2","EF74","2","1990s",10
"EF75_2","EF75","2","1990s",8
"EF76_2","EF76","2","1990s",3
"EF78_2","EF78","2","1990s",9
"EF79_2","EF79","2","1990s",2
"EF80_2","EF80","2","1990s",9
"EF81_2","EF81","2","1990s",12
"EF82_2","EF82","2","1990s",11
"BF99_1","BF99","1","1970s",5
"EF83_2","EF83","2","1990s",6
"EF84_2","EF84","2","1990s",7
