"survey","site","atlas","period","model_year","species_richness","raw_species_pool_size","analysis_set"
"FF24_2","FF24","2","1990s",1992,60,201,"All model-included surveys"
"FF24_3","FF24","3","2010s",2014,85,201,"All model-included surveys"
"FF25_1","FF25","1","1970s",1971,51,201,"All model-included surveys"
"FF25_2","FF25","2","1990s",1992,57,201,"All model-included surveys"
"FF25_3","FF25","3","2010s",2014,72,201,"All model-included surveys"
"FF26_1","FF26","1","1970s",1971,60,201,"All model-included surveys"
"FF26_2","FF26","2","1990s",1992,51,201,"All model-included surveys"
"FF26_3","FF26","3","2010s",2014,81,201,"All model-included surveys"
"FF27_1","FF27","1","1970s",1971,58,201,"All model-included surveys"
"FF27_2","FF27","2","1990s",1992,67,201,"All model-included surveys"
"FF27_3","FF27","3","2010s",2014,72,201,"All model-included surveys"
"FF28_1","FF28","1","1970s",1971,53,201,"All model-included surveys"
"FF28_3","FF28","3","2010s",2014,47,201,"All model-included surveys"
"FF29_1","FF29","1","1970s",1971,55,201,"All model-included surveys"
"FF29_2","FF29","2","1990s",1992,56,201,"All model-included surveys"
"FF29_3","FF29","3","2010s",2014,67,201,"All model-included surveys"
"FF30_1","FF30","1","1970s",1971,60,201,"All model-included surveys"
"FF30_2","FF30","2","1990s",1992,71,201,"All model-included surveys"
"FF30_3","FF30","3","2010s",2014,75,201,"All model-included surveys"
"FF31_1","FF31","1","1970s",1971,63,201,"All model-included surveys"
"FF31_2","FF31","2","1990s",1992,65,201,"All model-included surveys"
"FF31_3","FF31","3","2010s",2014,62,201,"All model-included surveys"
"FF32_1","FF32","1","1970s",1971,47,201,"All model-included surveys"
"FF32_2","FF32","2","1990s",1992,62,201,"All model-included surveys"
"FF32_3","FF32","3","2010s",2014,46,201,"All model-included surveys"
"FF33_1","FF33","1","1970s",1971,62,201,"All model-included surveys"
"FF33_2","FF33","2","1990s",1992,54,201,"All model-included surveys"
"FF33_3","FF33","3","2010s",2014,63,201,"All model-included surveys"
"FF34_1","FF34","1","1970s",1971,35,201,"All model-included surveys"
"FF34_2","FF34","2","1990s",1992,45,201,"All model-included surveys"
"FF34_3","FF34","3","2010s",2014,58,201,"All model-included surveys"
"FF35_1","FF35","1","1970s",1971,45,201,"All model-included surveys"
"FF35_2","FF35","2","1990s",1992,61,201,"All model-included surveys"
"FF35_3","FF35","3","2010s",2014,65,201,"All model-included surveys"
"FF36_1","FF36","1","1970s",1971,53,201,"All model-included surveys"
"FF36_2","FF36","2","1990s",1992,58,201,"All model-included surveys"
"FF36_3","FF36","3","2010s",2014,66,201,"All model-included surveys"
"FF37_1","FF37","1","1970s",1971,50,201,"All model-included surveys"
"FF37_2","FF37","2","1990s",1992,20,201,"All model-included surveys"
"FF37_3","FF37","3","2010s",2014,57,201,"All model-included surveys"
"FF38_1","FF38","1","1970s",1971,42,201,"All model-included surveys"
"FF38_2","FF38","2","1990s",1992,60,201,"All model-included surveys"
"FF38_3","FF38","3","2010s",2014,59,201,"All model-included surveys"
"FF39_1","FF39","1","1970s",1971,42,201,"All model-included surveys"
"FF39_2","FF39","2","1990s",1992,76,201,"All model-included surveys"
"FF39_3","FF39","3","2010s",2014,76,201,"All model-included surveys"
"FF40_1","FF40","1","1970s",1971,71,201,"All model-included surveys"
"FF40_2","FF40","2","1990s",1992,76,201,"All model-included surveys"
"FF40_3","FF40","3","2010s",2014,79,201,"All model-included surveys"
"FF41_1","FF41","1","1970s",1971,74,201,"All model-included surveys"
"FF41_2","FF41","2","1990s",1992,59,201,"All model-included surveys"
"FF41_3","FF41","3","2010s",2014,56,201,"All model-included surveys"
"FF42_1","FF42","1","1970s",1971,67,201,"All model-included surveys"
"FF42_2","FF42","2","1990s",1992,52,201,"All model-included surveys"
"FF42_3","FF42","3","2010s",2014,46,201,"All model-included surveys"
"FF43_1","FF43","1","1970s",1971,70,201,"All model-included surveys"
"FF43_2","FF43","2","1990s",1992,56,201,"All model-included surveys"
"FF43_3","FF43","3","2010s",2014,57,201,"All model-included surveys"
"FF44_1","FF44","1","1970s",1971,65,201,"All model-included surveys"
"FF44_2","FF44","2","1990s",1992,47,201,"All model-included surveys"
"FF44_3","FF44","3","2010s",2014,55,201,"All model-included surveys"
"FF45_1","FF45","1","1970s",1971,47,201,"All model-included surveys"
"FF45_2","FF45","2","1990s",1992,56,201,"All model-included surveys"
"FF45_3","FF45","3","2010s",2014,64,201,"All model-included surveys"
"FF46_1","FF46","1","1970s",1971,53,201,"All model-included surveys"
"FF46_2","FF46","2","1990s",1992,52,201,"All model-included surveys"
"FF46_3","FF46","3","2010s",2014,69,201,"All model-included surveys"
"FF50_1","FF50","1","1970s",1971,63,201,"All model-included surveys"
"FF50_2","FF50","2","1990s",1992,66,201,"All model-included surveys"
"FF50_3","FF50","3","2010s",2014,75,201,"All model-included surveys"
"FF51_1","FF51","1","1970s",1971,62,201,"All model-included surveys"
"FF51_2","FF51","2","1990s",1992,56,201,"All model-included surveys"
"FF51_3","FF51","3","2010s",2014,67,201,"All model-included surveys"
"FF52_1","FF52","1","1970s",1971,61,201,"All model-included surveys"
"FF52_2","FF52","2","1990s",1992,55,201,"All model-included surveys"
"FF52_3","FF52","3","2010s",2014,50,201,"All model-included surveys"
"FF53_1","FF53","1","1970s",1971,53,201,"All model-included surveys"
"FF53_2","FF53","2","1990s",1992,57,201,"All model-included surveys"
"FF53_3","FF53","3","2010s",2014,66,201,"All model-included surveys"
"FF54_1","FF54","1","1970s",1971,70,201,"All model-included surveys"
"FF54_2","FF54","2","1990s",1992,90,201,"All model-included surveys"
"FF54_3","FF54","3","2010s",2014,83,201,"All model-included surveys"
"FF55_1","FF55","1","1970s",1971,53,201,"All model-included surveys"
"FF55_2","FF55","2","1990s",1992,54,201,"All model-included surveys"
"FF55_3","FF55","3","2010s",2014,63,201,"All model-included surveys"
"FF56_2","FF56","2","1990s",1992,62,201,"All model-included surveys"
"FF56_3","FF56","3","2010s",2014,60,201,"All model-included surveys"
"FF57_1","FF57","1","1970s",1971,59,201,"All model-included surveys"
"FF57_2","FF57","2","1990s",1992,65,201,"All model-included surveys"
"FF57_3","FF57","3","2010s",2014,64,201,"All model-included surveys"
"FF60_1","FF60","1","1970s",1971,85,201,"All model-included surveys"
"FF60_2","FF60","2","1990s",1992,68,201,"All model-included surveys"
"FF60_3","FF60","3","2010s",2014,86,201,"All model-included surveys"
"FF61_1","FF61","1","1970s",1971,32,201,"All model-included surveys"
"FF61_2","FF61","2","1990s",1992,67,201,"All model-included surveys"
"FF61_3","FF61","3","2010s",2014,85,201,"All model-included surveys"
"FF62_1","FF62","1","1970s",1971,78,201,"All model-included surveys"
"FF62_2","FF62","2","1990s",1992,81,201,"All model-included surveys"
"FF62_3","FF62","3","2010s",2014,91,201,"All model-included surveys"
"FF63_1","FF63","1","1970s",1971,70,201,"All model-included surveys"
"FF63_2","FF63","2","1990s",1992,58,201,"All model-included surveys"
"FF63_3","FF63","3","2010s",2014,63,201,"All model-included surveys"
"FF64_1","FF64","1","1970s",1971,72,201,"All model-included surveys"
"FF64_2","FF64","2","1990s",1992,67,201,"All model-included surveys"
"FF64_3","FF64","3","2010s",2014,65,201,"All model-included surveys"
"FF65_1","FF65","1","1970s",1971,45,201,"All model-included surveys"
"FF65_2","FF65","2","1990s",1992,46,201,"All model-included surveys"
"FF65_3","FF65","3","2010s",2014,37,201,"All model-included surveys"
"FF66_1","FF66","1","1970s",1971,55,201,"All model-included surveys"
"FF66_2","FF66","2","1990s",1992,68,201,"All model-included surveys"
"FF66_3","FF66","3","2010s",2014,72,201,"All model-included surveys"
"FF67_1","FF67","1","1970s",1971,48,201,"All model-included surveys"
"FF67_2","FF67","2","1990s",1992,89,201,"All model-included surveys"
"FF67_3","FF67","3","2010s",2014,72,201,"All model-included surveys"
"FF69_1","FF69","1","1970s",1971,54,201,"All model-included surveys"
"FF69_2","FF69","2","1990s",1992,85,201,"All model-included surveys"
"FF69_3","FF69","3","2010s",2014,75,201,"All model-included surveys"
"FF70_1","FF70","1","1970s",1971,92,201,"All model-included surveys"
"FF70_2","FF70","2","1990s",1992,78,201,"All model-included surveys"
"FF70_3","FF70","3","2010s",2014,83,201,"All model-included surveys"
"FF71_1","FF71","1","1970s",1971,70,201,"All model-included surveys"
"FF71_2","FF71","2","1990s",1992,61,201,"All model-included surveys"
"FF71_3","FF71","3","2010s",2014,57,201,"All model-included surveys"
"FF72_1","FF72","1","1970s",1971,56,201,"All model-included surveys"
"FF72_2","FF72","2","1990s",1992,65,201,"All model-included surveys"
"FF72_3","FF72","3","2010s",2014,53,201,"All model-included surveys"
"FF73_1","FF73","1","1970s",1971,76,201,"All model-included surveys"
"FF73_2","FF73","2","1990s",1992,69,201,"All model-included surveys"
"FF73_3","FF73","3","2010s",2014,78,201,"All model-included surveys"
"FF74_1","FF74","1","1970s",1971,67,201,"All model-included surveys"
"FF74_2","FF74","2","1990s",1992,71,201,"All model-included surveys"
"FF74_3","FF74","3","2010s",2014,74,201,"All model-included surveys"
"FF75_1","FF75","1","1970s",1971,78,201,"All model-included surveys"
"FF75_2","FF75","2","1990s",1992,64,201,"All model-included surveys"
"FF75_3","FF75","3","2010s",2014,91,201,"All model-included surveys"
"FF76_1","FF76","1","1970s",1971,79,201,"All model-included surveys"
"FF76_2","FF76","2","1990s",1992,79,201,"All model-included surveys"
"FF76_3","FF76","3","2010s",2014,81,201,"All model-included surveys"
"FF77_1","FF77","1","1970s",1971,51,201,"All model-included surveys"
"FF77_2","FF77","2","1990s",1992,55,201,"All model-included surveys"
"FF77_3","FF77","3","2010s",2014,58,201,"All model-included surveys"
"FF78_1","FF78","1","1970s",1971,68,201,"All model-included surveys"
"FF78_2","FF78","2","1990s",1992,82,201,"All model-included surveys"
"FF78_3","FF78","3","2010s",2014,77,201,"All model-included surveys"
"FF79_1","FF79","1","1970s",1971,70,201,"All model-included surveys"
"FF79_2","FF79","2","1990s",1992,99,201,"All model-included surveys"
"FF79_3","FF79","3","2010s",2014,93,201,"All model-included surveys"
"FF80_1","FF80","1","1970s",1971,72,201,"All model-included surveys"
"FF80_2","FF80","2","1990s",1992,88,201,"All model-included surveys"
"FF80_3","FF80","3","2010s",2014,61,201,"All model-included surveys"
"FF81_1","FF81","1","1970s",1971,62,201,"All model-included surveys"
"FF81_2","FF81","2","1990s",1992,73,201,"All model-included surveys"
"FF81_3","FF81","3","2010s",2014,74,201,"All model-included surveys"
"FF82_1","FF82","1","1970s",1971,60,201,"All model-included surveys"
"FF82_2","FF82","2","1990s",1992,51,201,"All model-included surveys"
"FF82_3","FF82","3","2010s",2014,70,201,"All model-included surveys"
"FF83_1","FF83","1","1970s",1971,51,201,"All model-included surveys"
"FF83_2","FF83","2","1990s",1992,66,201,"All model-included surveys"
"FF83_3","FF83","3","2010s",2014,66,201,"All model-included surveys"
"FF84_1","FF84","1","1970s",1971,57,201,"All model-included surveys"
"FF84_2","FF84","2","1990s",1992,81,201,"All model-included surveys"
"FF84_3","FF84","3","2010s",2014,89,201,"All model-included surveys"
"FF86_1","FF86","1","1970s",1971,75,201,"All model-included surveys"
"FF86_2","FF86","2","1990s",1992,96,201,"All model-included surveys"
"FF86_3","FF86","3","2010s",2014,90,201,"All model-included surveys"
"FF87_1","FF87","1","1970s",1971,62,201,"All model-included surveys"
"FF87_2","FF87","2","1990s",1992,72,201,"All model-included surveys"
"FF87_3","FF87","3","2010s",2014,64,201,"All model-included surveys"
"FF88_1","FF88","1","1970s",1971,41,201,"All model-included surveys"
"FF88_2","FF88","2","1990s",1992,60,201,"All model-included surveys"
"FF88_3","FF88","3","2010s",2014,75,201,"All model-included surveys"
"FF89_1","FF89","1","1970s",1971,71,201,"All model-included surveys"
"FF89_2","FF89","2","1990s",1992,59,201,"All model-included surveys"
"FF89_3","FF89","3","2010s",2014,64,201,"All model-included surveys"
"FF90_1","FF90","1","1970s",1971,61,201,"All model-included surveys"
"FF90_2","FF90","2","1990s",1992,79,201,"All model-included surveys"
"FF90_3","FF90","3","2010s",2014,68,201,"All model-included surveys"
"FF91_1","FF91","1","1970s",1971,41,201,"All model-included surveys"
"FF91_2","FF91","2","1990s",1992,52,201,"All model-included surveys"
"FF91_3","FF91","3","2010s",2014,52,201,"All model-included surveys"
"FF92_1","FF92","1","1970s",1971,37,201,"All model-included surveys"
"FF92_2","FF92","2","1990s",1992,50,201,"All model-included surveys"
"FF92_3","FF92","3","2010s",2014,59,201,"All model-included surveys"
"FF93_1","FF93","1","1970s",1971,47,201,"All model-included surveys"
"FF93_2","FF93","2","1990s",1992,56,201,"All model-included surveys"
"FF93_3","FF93","3","2010s",2014,69,201,"All model-included surveys"
"FF94_1","FF94","1","1970s",1971,41,201,"All model-included surveys"
"FF94_2","FF94","2","1990s",1992,45,201,"All model-included surveys"
"FF94_3","FF94","3","2010s",2014,62,201,"All model-included surveys"
"FF95_1","FF95","1","1970s",1971,61,201,"All model-included surveys"
"FF95_2","FF95","2","1990s",1992,79,201,"All model-included surveys"
"FF95_3","FF95","3","2010s",2014,52,201,"All model-included surveys"
"FF96_1","FF96","1","1970s",1971,68,201,"All model-included surveys"
"FF96_2","FF96","2","1990s",1992,68,201,"All model-included surveys"
"FF96_3","FF96","3","2010s",2014,63,201,"All model-included surveys"
"FF97_1","FF97","1","1970s",1971,44,201,"All model-included surveys"
"FF97_2","FF97","2","1990s",1992,61,201,"All model-included surveys"
"FF97_3","FF97","3","2010s",2014,75,201,"All model-included surveys"
"FF98_1","FF98","1","1970s",1971,48,201,"All model-included surveys"
"FF98_2","FF98","2","1990s",1992,67,201,"All model-included surveys"
"FF98_3","FF98","3","2010s",2014,62,201,"All model-included surveys"
"FF99_1","FF99","1","1970s",1971,47,201,"All model-included surveys"
"FF99_2","FF99","2","1990s",1992,65,201,"All model-included surveys"
"FF99_3","FF99","3","2010s",2014,60,201,"All model-included surveys"
"FG04_1","FG04","1","1970s",1971,68,201,"All model-included surveys"
"FG04_2","FG04","2","1990s",1992,61,201,"All model-included surveys"
"FG04_3","FG04","3","2010s",2014,71,201,"All model-included surveys"
"FG05_1","FG05","1","1970s",1971,59,201,"All model-included surveys"
"FG05_3","FG05","3","2010s",2014,49,201,"All model-included surveys"
"FG06_1","FG06","1","1970s",1971,29,201,"All model-included surveys"
"FG06_2","FG06","2","1990s",1992,39,201,"All model-included surveys"
"FG06_3","FG06","3","2010s",2014,59,201,"All model-included surveys"
"FG07_1","FG07","1","1970s",1971,41,201,"All model-included surveys"
"FG07_2","FG07","2","1990s",1992,45,201,"All model-included surveys"
"FG07_3","FG07","3","2010s",2014,69,201,"All model-included surveys"
"FG08_1","FG08","1","1970s",1971,69,201,"All model-included surveys"
"FG08_2","FG08","2","1990s",1992,75,201,"All model-included surveys"
"FG08_3","FG08","3","2010s",2014,83,201,"All model-included surveys"
"FG09_1","FG09","1","1970s",1971,57,201,"All model-included surveys"
"FG09_2","FG09","2","1990s",1992,51,201,"All model-included surveys"
"FG09_3","FG09","3","2010s",2014,61,201,"All model-included surveys"
"FG14_1","FG14","1","1970s",1971,40,201,"All model-included surveys"
"FG14_2","FG14","2","1990s",1992,71,201,"All model-included surveys"
"FG14_3","FG14","3","2010s",2014,71,201,"All model-included surveys"
"FG15_1","FG15","1","1970s",1971,48,201,"All model-included surveys"
"FG15_3","FG15","3","2010s",2014,58,201,"All model-included surveys"
"FG16_1","FG16","1","1970s",1971,34,201,"All model-included surveys"
"FG16_3","FG16","3","2010s",2014,46,201,"All model-included surveys"
"FG17_1","FG17","1","1970s",1971,40,201,"All model-included surveys"
"FG17_3","FG17","3","2010s",2014,71,201,"All model-included surveys"
"FG18_1","FG18","1","1970s",1971,65,201,"All model-included surveys"
"FG18_2","FG18","2","1990s",1992,71,201,"All model-included surveys"
"FG18_3","FG18","3","2010s",2014,68,201,"All model-included surveys"
"FG19_1","FG19","1","1970s",1971,56,201,"All model-included surveys"
"FG19_2","FG19","2","1990s",1992,72,201,"All model-included surveys"
"FG19_3","FG19","3","2010s",2014,65,201,"All model-included surveys"
"FG24_1","FG24","1","1970s",1971,38,201,"All model-included surveys"
"FG24_2","FG24","2","1990s",1992,48,201,"All model-included surveys"
"FG24_3","FG24","3","2010s",2014,46,201,"All model-included surveys"
"FG25_1","FG25","1","1970s",1971,40,201,"All model-included surveys"
"FG25_3","FG25","3","2010s",2014,45,201,"All model-included surveys"
"FG26_1","FG26","1","1970s",1971,52,201,"All model-included surveys"
"FG26_2","FG26","2","1990s",1992,49,201,"All model-included surveys"
