"","kvadratkod","survey","tmean_year"
"CD54","CD54","CD54_1",8.2434993592293
"CD55","CD55","CD55_1",8.20513647452248
"CD56","CD56","CD56_1",8.23502758934176
"CD57","CD57","CD57_1",8.23412290889874
"CD58","CD58","CD58_1",8.25505414812838
"CD59","CD59","CD59_1",8.2326438464256
"CD60","CD60","CD60_1",8.08560729886189
"CD61","CD61","CD61_1",8.06522899849449
"CD62","CD62","CD62_1",8.09789614695
"CD63","CD63","CD63_1",8.22445428454112
"CD64","CD64","CD64_1",8.20050068447538
"CD65","CD65","CD65_1",8.15417325055868
"CD66","CD66","CD66_1",8.20301656605293
"CD67","CD67","CD67_1",8.19974653597955
"CD68","CD68","CD68_1",8.22569181651041
"CD69","CD69","CD69_1",8.21723561083716
"CD70","CD70","CD70_1",8.03429417281842
"CD71","CD71","CD71_1",8.14152215614431
"CD72","CD72","CD72_1",8.07402160588501
"CD73","CD73","CD73_1",8.18331449823962
"CD74","CD74","CD74_1",8.17741852241451
"CD75","CD75","CD75_1",8.12087876282343
"CD76","CD76","CD76_1",8.17563395116453
"CD77","CD77","CD77_1",8.13392606215649
"CD78","CD78","CD78_1",8.18171988292783
"CD79","CD79","CD79_1",8.2060211861035
"CD80","CD80","CD80_1",7.95738732932707
"CD81","CD81","CD81_1",8.1868059155351
"CD82","CD82","CD82_1",8.07451109115066
"CD83","CD83","CD83_1",8.16179602991821
"CD84","CD84","CD84_1",8.2100378240822
"CD85","CD85","CD85_1",8.10424616525819
"CD86","CD86","CD86_1",8.12239177162021
"CD87","CD87","CD87_1",7.99894838672275
"CD88","CD88","CD88_1",8.07890674875859
"CD89","CD89","CD89_1",8.14767869630256
"CD90","CD90","CD90_1",8.0465725350879
"CD91","CD91","CD91_1",8.15798758983384
"CD92","CD92","CD92_1",8.06921787591798
"CD93","CD93","CD93_1",8.18023690338105
"CD94","CD94","CD94_1",8.13941390363655
"CD95","CD95","CD95_1",8.12529720146393
"CD96","CD96","CD96_1",8.04704022724295
"CD97","CD97","CD97_1",8.00092690210642
"CD98","CD98","CD98_1",7.96298840516904
"CD99","CD99","CD99_1",8.00923403036614
"CE00","CE00","CE00_1",8.15565642363429
"CE01","CE01","CE01_1",8.15110555011585
"CE02","CE02","CE02_1",8.11258677393363
"CE03","CE03","CE03_1",8.06661442239693
"CE04","CE04","CE04_1",8.06367773129235
"CE05","CE05","CE05_1",8.10939533053722
"CE06","CE06","CE06_1",8.10912178132997
"CE07","CE07","CE07_1",8.11055285526139
"CE08","CE08","CE08_1",8.15662613803734
"CE09","CE09","CE09_1",8.22519943314526
"CE10","CE10","CE10_1",8.10072602883806
"CE11","CE11","CE11_1",8.07299657929865
"CE12","CE12","CE12_1",8.05985750676928
"CE13","CE13","CE13_1",8.0259786589563
"CE14","CE14","CE14_1",7.98351255748402
"CE15","CE15","CE15_1",8.03376249491183
"CE16","CE16","CE16_1",8.03059908124633
"CE17","CE17","CE17_1",8.06345323132987
"CE18","CE18","CE18_1",8.1534023623901
"CE19","CE19","CE19_1",8.16281189017384
"CE20","CE20","CE20_1",8.03757663061834
"CE21","CE21","CE21_1",8.00338995302808
"CE22","CE22","CE22_1",7.93323439566433
"CE23","CE23","CE23_1",7.96210748714647
"CE24","CE24","CE24_1",7.95589529744773
"CE25","CE25","CE25_1",7.96427279096652
"CE26","CE26","CE26_1",7.9983835032369
"CE27","CE27","CE27_1",8.05881346163693
"CE28","CE28","CE28_1",8.05058277042669
"CE29","CE29","CE29_1",8.01325895984517
"CE30","CE30","CE30_1",7.97022645054914
"CE31","CE31","CE31_1",7.96989216300753
"CE32","CE32","CE32_1",7.90862493574436
"CE33","CE33","CE33_1",7.88521492366554
"CE34","CE34","CE34_1",7.86180890432527
"CE35","CE35","CE35_1",7.91511885199467
"CE36","CE36","CE36_1",7.9048349116692
"CE37","CE37","CE37_1",7.96107029825704
"CE38","CE38","CE38_1",7.95263020217904
"CE39","CE39","CE39_1",7.95009555297692
"CE40","CE40","CE40_1",7.87104828609136
"CE41","CE41","CE41_1",7.88454187066509
"CE42","CE42","CE42_1",7.82794914645449
"CE43","CE43","CE43_1",7.80164831265686
"CE44","CE44","CE44_1",7.78515696293268
"CE45","CE45","CE45_1",7.86267961182232
"CE46","CE46","CE46_1",7.88245036740282
"CE47","CE47","CE47_1",7.94843790689999
"CE48","CE48","CE48_1",7.95313798454445
"CE49","CE49","CE49_1",8.06485195446265
"CE50","CE50","CE50_1",7.74983583116509
"CE51","CE51","CE51_1",7.80384698659431
"CE52","CE52","CE52_1",7.80956004474049
"CE53","CE53","CE53_1",7.7380460179541
"CE54","CE54","CE54_1",7.83493494531545
"CE55","CE55","CE55_1",7.83804722995625
"CE56","CE56","CE56_1",7.92529114610918
"CE57","CE57","CE57_1",7.97500897143165
"CE58","CE58","CE58_1",8.04764972535996
"CE59","CE59","CE59_1",8.11176556565346
"CE60","CE60","CE60_1",7.78863788247369
"CE61","CE61","CE61_1",7.80865741820259
"CE62","CE62","CE62_1",7.85244670191836
"CE63","CE63","CE63_1",7.70033659315531
"CE64","CE64","CE64_1",8.0428859848067
"CE65","CE65","CE65_1",7.9963863898711
"CE66","CE66","CE66_1",7.98096663898061
"CE67","CE67","CE67_1",7.99906959771294
"CE68","CE68","CE68_1",8.03690447883366
"CE69","CE69","CE69_1",8.05289069548004
"CE70","CE70","CE70_1",7.75163193933219
"CE71","CE71","CE71_1",7.7042698357932
"CE72","CE72","CE72_1",7.94326954182505
"CE73","CE73","CE73_1",7.81854957313374
"CE74","CE74","CE74_1",8.05606868102788
"CE75","CE75","CE75_1",8.02581782755349
"CE76","CE76","CE76_1",7.92214633340752
"CE77","CE77","CE77_1",8.04490977448628
"CE78","CE78","CE78_1",8.15534638396244
"CE79","CE79","CE79_1",8.11430233717069
"CE80","CE80","CE80_1",7.94738033095504
"CE81","CE81","CE81_1",7.95861025812507
"CE82","CE82","CE82_1",8.07943907409037
"CE83","CE83","CE83_1",7.81330885243438
"CE84","CE84","CE84_1",7.93738779085305
"CE85","CE85","CE85_1",8.03509007250244
"CE86","CE86","CE86_1",8.06585273699551
"CE87","CE87","CE87_1",8.10284699171263
"CE88","CE88","CE88_1",8.08400515110946
"CE89","CE89","CE89_1",8.10423472531869
"CE90","CE90","CE90_1",7.95930817028131
"CE91","CE91","CE91_1",7.95213839253545
"CE92","CE92","CE92_1",8.16111445342074
"CE93","CE93","CE93_1",8.04447571321383
"CE94","CE94","CE94_1",7.83556529725559
"CE95","CE95","CE95_1",7.81611922111947
"CE96","CE96","CE96_1",7.99596070068416
"CE97","CE97","CE97_1",7.98690422368856
"CE98","CE98","CE98_1",7.99083802937748
"CE99","CE99","CE99_1",7.98580468054194
"CF00","CF00","CF00_1",8.2511301855764
"CF01","CF01","CF01_1",8.11444661198653
"CF02","CF02","CF02_1",8.09661099478427
"CF03","CF03","CF03_1",8.12158450001631
"CF04","CF04","CF04_1",8.11544109366838
"CF05","CF05","CF05_1",8.15890092250397
"CF06","CF06","CF06_1",8.14041181763333
"CF07","CF07","CF07_1",8.15795913603636
"CF08","CF08","CF08_1",8.12251271602527
"CF09","CF09","CF09_1",8.157864899849
"CF10","CF10","CF10_1",8.21042205596161
"CF11","CF11","CF11_1",8.13581112755373
"CF12","CF12","CF12_1",8.07972537849167
"CF13","CF13","CF13_1",8.06218707601977
"CF14","CF14","CF14_1",8.09288308643827
"CF15","CF15","CF15_1",8.07222502862785
"CF16","CF16","CF16_1",8.06417888313453
"CF17","CF17","CF17_1",8.06946746449826
"CF18","CF18","CF18_1",8.10359342760756
"CF19","CF19","CF19_1",8.05658072016791
"CF20","CF20","CF20_1",8.23466801068993
"CF21","CF21","CF21_1",8.1739517236074
"CF22","CF22","CF22_1",8.08024189337961
"CF23","CF23","CF23_1",8.03037156350284
"CF24","CF24","CF24_1",8.01475191450051
"CF25","CF25","CF25_1",7.94136481390085
"CF26","CF26","CF26_1",7.97395296699501
"CF27","CF27","CF27_1",7.94535006212849
"CF28","CF28","CF28_1",7.97170695266306
"CF29","CF29","CF29_1",8.03625848159844
"CF30","CF30","CF30_1",8.2083361161473
"CF31","CF31","CF31_1",8.12737915112793
"CF32","CF32","CF32_1",8.0869908518987
"CF33","CF33","CF33_1",8.17260151926188
"CF34","CF34","CF34_1",8.01299989960239
"CF35","CF35","CF35_1",7.84721284360921
"CF36","CF36","CF36_1",7.91179221882598
"CF37","CF37","CF37_1",7.85955573496712
"CF38","CF38","CF38_1",7.84651677652056
"CF39","CF39","CF39_1",7.95651976450966
"CF40","CF40","CF40_1",8.23886436593941
"CF41","CF41","CF41_1",8.10827990135488
"CF42","CF42","CF42_1",8.06738284148221
"CF43","CF43","CF43_1",8.0775373003525
"CF44","CF44","CF44_1",8.01373508599704
"CF45","CF45","CF45_1",7.93278300768755
"CF46","CF46","CF46_1",7.91427887098227
"CF47","CF47","CF47_1",7.82396849208773
"CF48","CF48","CF48_1",7.7380266439451
"CF49","CF49","CF49_1",7.85408621512235
"CF50","CF50","CF50_1",8.25787602646422
"CF51","CF51","CF51_1",8.21238567716715
"CF52","CF52","CF52_1",8.09785994958946
"CF53","CF53","CF53_1",8.01959070155226
"CF54","CF54","CF54_1",8.16378338377137
"CF55","CF55","CF55_1",7.91565397098002
"CF56","CF56","CF56_1",7.84593276402257
"CF57","CF57","CF57_1",7.87219979614143
"CF58","CF58","CF58_1",7.8882749787003
"CF59","CF59","CF59_1",7.78431845768627
"CF60","CF60","CF60_1",8.29277732696027
"CF61","CF61","CF61_1",8.14750295198602
"CF62","CF62","CF62_1",8.08023576229123
"CF63","CF63","CF63_1",8.0222582674815
"CF64","CF64","CF64_1",8.19743554080017
"CF65","CF65","CF65_1",7.98405624167532
"CF66","CF66","CF66_1",7.90469410198746
"CF67","CF67","CF67_1",7.96185116421274
"CF68","CF68","CF68_1",7.98009681239024
"CF69","CF69","CF69_1",7.82396354354002
"CF70","CF70","CF70_1",8.42350928538189
"CF71","CF71","CF71_1",8.27013604535258
"CF72","CF72","CF72_1",8.16604292779206
"CF73","CF73","CF73_1",8.11094692725397
"CF74","CF74","CF74_1",8.2130110003655
"CF75","CF75","CF75_1",7.96175524580325
"CF76","CF76","CF76_1",7.92326711202014
"CF77","CF77","CF77_1",8.01613357755704
"CF78","CF78","CF78_1",8.04916809639669
"CF79","CF79","CF79_1",7.96183555347711
"CF80","CF80","CF80_1",8.4265939235031
"CF81","CF81","CF81_1",8.35564432716133
"CF82","CF82","CF82_1",8.37155062805061
"CF83","CF83","CF83_1",8.26050593635046
"CF84","CF84","CF84_1",8.32086063837192
"CF85","CF85","CF85_1",8.05104837875482
"CF86","CF86","CF86_1",8.03527530254067
"CF87","CF87","CF87_1",8.10328536106102
"CF88","CF88","CF88_1",8.10295739184269
"CF89","CF89","CF89_1",7.96252187755534
"CF90","CF90","CF90_1",8.44165413392383
"CF91","CF91","CF91_1",8.44553063155482
"CF92","CF92","CF92_1",8.36992653239436
"CF93","CF93","CF93_1",8.40766194130749
"CF94","CF94","CF94_1",8.20246886344486
"CF95","CF95","CF95_1",8.16410889504345
"CF96","CF96","CF96_1",8.105877677993
"CF97","CF97","CF97_1",8.16900994775518
"CF98","CF98","CF98_1",8.22850199154878
"CF99","CF99","CF99_1",8.1644385619592
"CG00","CG00","CG00_1",8.50693515932404
"CG01","CG01","CG01_1",8.47640330458863
"CG02","CG02","CG02_1",8.38319160896941
"CG03","CG03","CG03_1",8.40890286748382
"CG04","CG04","CG04_1",8.47295834126167
"CG05","CG05","CG05_1",8.39156403210319
"CG06","CG06","CG06_1",8.27318043069419
"CG07","CG07","CG07_1",8.34767233996224
"CG08","CG08","CG08_1",8.33152121152241
"CG09","CG09","CG09_1",8.2443526985792
"CG10","CG10","CG10_1",8.45505549109984
"CG11","CG11","CG11_1",8.35264750326004
"CG12","CG12","CG12_1",8.28858579105961
"CG13","CG13","CG13_1",8.38437449959544
"CG14","CG14","CG14_1",8.39883316679511
"CG15","CG15","CG15_1",8.34703069105629
"CG16","CG16","CG16_1",8.23418037149037
"CG17","CG17","CG17_1",8.26813922244817
"CG18","CG18","CG18_1",8.31471122968341
"CG19","CG19","CG19_1",8.24419130652243
"CG20","CG20","CG20_1",8.38867655615617
"CG21","CG21","CG21_1",8.22132111009231
"CG22","CG22","CG22_1",8.26086849143956
"CG23","CG23","CG23_1",8.35536154600282
"CG24","CG24","CG24_1",8.31690524625018
"CG25","CG25","CG25_1",8.3574746923887
"CG26","CG26","CG26_1",8.29968781774189
"CG27","CG27","CG27_1",8.23798700656262
"CG28","CG28","CG28_1",8.30878925040876
"CG29","CG29","CG29_1",8.31844472800897
"CG30","CG30","CG30_1",8.35881762973983
"CG31","CG31","CG31_1",8.28745542365372
"CG32","CG32","CG32_1",8.29482774486435
"CG33","CG33","CG33_1",8.32154198902141
"CG34","CG34","CG34_1",8.30748679522518
"CG35","CG35","CG35_1",8.3319304940664
"CG36","CG36","CG36_1",8.28942341024153
"CG37","CG37","CG37_1",8.26250992725853
"CG38","CG38","CG38_1",8.28822732166487
"CG39","CG39","CG39_1",8.26968870931062
"CG40","CG40","CG40_1",8.31550885486769
"CG41","CG41","CG41_1",8.28239252162575
"CG42","CG42","CG42_1",8.26783534492437
"CG43","CG43","CG43_1",8.27250310744773
"CG44","CG44","CG44_1",8.31535377352767
"CG45","CG45","CG45_1",8.25630710334408
"CG46","CG46","CG46_1",8.24513190077368
"CG47","CG47","CG47_1",8.2551293365714
"CG48","CG48","CG48_1",8.23937642698098
"CG49","CG49","CG49_1",8.17136184399869
"CG50","CG50","CG50_1",8.31387463048228
"CG51","CG51","CG51_1",8.29791998268398
"CG52","CG52","CG52_1",8.26535024830834
"CG53","CG53","CG53_1",8.36006495500173
"CG54","CG54","CG54_1",8.39728537152492
"CG55","CG55","CG55_1",8.22869915998191
"CG56","CG56","CG56_1",8.26667580041007
"CG57","CG57","CG57_1",8.23763630035244
"CG58","CG58","CG58_1",8.2078975145146
"CG59","CG59","CG59_1",8.22783475936008
"CG60","CG60","CG60_1",8.39578442076974
"CG61","CG61","CG61_1",8.46286174786369
"CG62","CG62","CG62_1",8.48671894104286
"CG63","CG63","CG63_1",8.34106407086232
"CG64","CG64","CG64_1",8.40502717366301
"CG65","CG65","CG65_1",8.35762152734686
"CG66","CG66","CG66_1",8.37424823129649
"CG67","CG67","CG67_1",8.31588146968302
"CG68","CG68","CG68_1",8.23156618041909
"CG69","CG69","CG69_1",8.33758541539824
"CG71","CG71","CG71_1",8.54872591856106
"CG73","CG73","CG73_1",8.44225191617033
"CG74","CG74","CG74_1",8.42636949798385
"CG75","CG75","CG75_1",8.43667376330664
"CG76","CG76","CG76_1",8.39612230808898
"CG77","CG77","CG77_1",8.45327010342241
"CG78","CG78","CG78_1",8.35571324767129
"CG79","CG79","CG79_1",8.38328036068037
"CG80","CG80","CG80_1",8.55139195946241
"CG83","CG83","CG83_1",8.51697934690333
"CG84","CG84","CG84_1",8.4844400947618
"CG85","CG85","CG85_1",8.52257750629708
"CG86","CG86","CG86_1",8.50592856515041
"CG88","CG88","CG88_1",8.514284680587
"CG89","CG89","CG89_1",8.46186022722549
"CG90","CG90","CG90_1",8.52777608309445
"CG94","CG94","CG94_1",8.56078740006959
"CG95","CG95","CG95_1",8.56772372503047
"CG98","CG98","CG98_1",8.52847433430518
"CG99","CG99","CG99_1",8.48470285006225
"CH06","CH06","CH06_1",8.61590079751846
"CH07","CH07","CH07_1",8.58965974560203
"CH08","CH08","CH08_1",8.56307918321043
"CH09","CH09","CH09_1",8.53565975528007
"CH16","CH16","CH16_1",8.56703049572837
"CH17","CH17","CH17_1",8.5519373703406
"CH18","CH18","CH18_1",8.51757669317606
"CH19","CH19","CH19_1",8.4859953100033
"CH25","CH25","CH25_1",8.47344567159971
"CH26","CH26","CH26_1",8.51364918235228
"CH27","CH27","CH27_1",8.50834749727686
"CH28","CH28","CH28_1",8.48699976025734
"CH29","CH29","CH29_1",8.44879475189496
"CH34","CH34","CH34_1",8.46887870118151
"CH35","CH35","CH35_1",8.44843103153121
"CH36","CH36","CH36_1",8.48078036159907
"CH37","CH37","CH37_1",8.47541676049769
"CH38","CH38","CH38_1",8.43214530565991
"CH39","CH39","CH39_1",8.40323860931528
"CH45","CH45","CH45_1",8.4009317723614
"CH46","CH46","CH46_1",8.43309242463208
"CH47","CH47","CH47_1",8.43063701801732
"CH48","CH48","CH48_1",8.37533201881934
"CH49","CH49","CH49_1",8.29123756484021
"CH55","CH55","CH55_1",8.4226025291674
"CH56","CH56","CH56_1",8.37776707590203
"CH57","CH57","CH57_1",8.35987411048345
"CH58","CH58","CH58_1",8.35214907928444
"CH59","CH59","CH59_1",8.41378025466267
"CH65","CH65","CH65_1",8.5496533858104
"CH66","CH66","CH66_1",8.40414874453901
"CH67","CH67","CH67_1",8.32834716101848
"CH68","CH68","CH68_1",8.32198990151267
"CH69","CH69","CH69_1",8.44824226460157
"CH76","CH76","CH76_1",8.55929079881304
"CH77","CH77","CH77_1",8.45142399362567
"CH78","CH78","CH78_1",8.36004638991207
"CH79","CH79","CH79_1",8.46599955277781
"CH85","CH85","CH85_1",8.58042120258924
"CH86","CH86","CH86_1",8.54798020972143
"CH87","CH87","CH87_1",8.49696622932306
"CH88","CH88","CH88_1",8.46472989464589
"CH89","CH89","CH89_1",8.57531352254381
"CH95","CH95","CH95_1",8.58425618157882
"CH96","CH96","CH96_1",8.54992065099631
"CH97","CH97","CH97_1",8.4966827922354
"CH98","CH98","CH98_1",8.56484379231141
"CH99","CH99","CH99_1",8.55626977277949
"DA80","DA80","DA80_1",8.46290124009891
"DA90","DA90","DA90_1",8.46295335127206
"DB00","DB00","DB00_1",8.38130422754363
"DB01","DB01","DB01_1",8.4104235827889
"DB02","DB02","DB02_1",8.41463101829955
"DB03","DB03","DB03_1",8.36629203359201
"DB04","DB04","DB04_1",8.39283249799028
"DB05","DB05","DB05_1",8.43670359796594
"DB10","DB10","DB10_1",8.36302475491741
"DB11","DB11","DB11_1",8.36583902828791
"DB12","DB12","DB12_1",8.39061032426496
"DB13","DB13","DB13_1",8.36363522789343
"DB14","DB14","DB14_1",8.35340763063987
"DB15","DB15","DB15_1",8.30720097870394
"DB16","DB16","DB16_1",8.37095732289478
"DB20","DB20","DB20_1",8.2936783298949
"DB21","DB21","DB21_1",8.30066908837414
"DB22","DB22","DB22_1",8.35507779416714
"DB23","DB23","DB23_1",8.3525216090357
"DB24","DB24","DB24_1",8.30844031883445
"DB25","DB25","DB25_1",8.2720931237311
"DB26","DB26","DB26_1",8.42138518781113
"DB30","DB30","DB30_1",8.14454031396886
"DB31","DB31","DB31_1",8.1624056124964
"DB32","DB32","DB32_1",8.2582092472972
"DB33","DB33","DB33_1",8.3222787997306
"DB34","DB34","DB34_1",8.2110950356408
"DB35","DB35","DB35_1",8.35303668820263
"DB36","DB36","DB36_1",8.44805924196998
"DB40","DB40","DB40_1",8.10911692178149
"DB41","DB41","DB41_1",8.22465840072608
"DB42","DB42","DB42_1",8.14660225094015
"DB43","DB43","DB43_1",8.3184824345451
"DB44","DB44","DB44_1",8.33301730446487
"DB45","DB45","DB45_1",8.38995065911117
"DB46","DB46","DB46_1",8.42197475216798
"DB47","DB47","DB47_1",8.46472660830409
"DB50","DB50","DB50_1",8.29837374261389
"DB51","DB51","DB51_1",8.21286767124904
"DB52","DB52","DB52_1",8.1643755135982
"DB53","DB53","DB53_1",8.12322992916553
"DB54","DB54","DB54_1",8.26329970001815
"DB55","DB55","DB55_1",8.3831059409336
"DB56","DB56","DB56_1",8.42061784288752
"DB57","DB57","DB57_1",8.41639339385961
"DB60","DB60","DB60_1",8.28441315371717
"DB61","DB61","DB61_1",8.20729508695369
"DB62","DB62","DB62_1",8.15628800411682
"DB63","DB63","DB63_1",8.23163986082033
"DB64","DB64","DB64_1",8.36044808266354
"DB65","DB65","DB65_1",8.44088343885544
"DB66","DB66","DB66_1",8.44151322944953
"DB67","DB67","DB67_1",8.40296844321199
"DB68","DB68","DB68_1",8.42225877818656
"DB70","DB70","DB70_1",8.35813579512616
"DB71","DB71","DB71_1",8.26783568630722
"DB72","DB72","DB72_1",8.16128333252279
"DB73","DB73","DB73_1",8.2226751826622
"DB74","DB74","DB74_1",8.45077312534166
"DB75","DB75","DB75_1",8.48832334666369
"DB76","DB76","DB76_1",8.48656146172292
"DB77","DB77","DB77_1",8.44999244974197
"DB78","DB78","DB78_1",8.43234939238953
"DB79","DB79","DB79_1",8.44813715193613
"DB80","DB80","DB80_1",8.42034532355876
"DB81","DB81","DB81_1",8.41280715780666
"DB82","DB82","DB82_1",8.34210276854544
"DB83","DB83","DB83_1",8.43003932090783
"DB84","DB84","DB84_1",8.48722940152131
"DB89","DB89","DB89_1",8.4497106800813
"DB94","DB94","DB94_1",8.48775408750606
"DB99","DB99","DB99_1",8.46825413435473
"DC00","DC00","DC00_1",8.16821348810368
"DC01","DC01","DC01_1",8.24777966763215
"DC02","DC02","DC02_1",8.22884282256629
"DC03","DC03","DC03_1",8.32438132012021
"DC04","DC04","DC04_1",8.40033447778597
"DC05","DC05","DC05_1",8.44728458269079
"DC06","DC06","DC06_1",8.4260484574568
"DC07","DC07","DC07_1",8.43836549198076
"DC08","DC08","DC08_1",8.44942290791755
"DC09","DC09","DC09_1",8.44609218396211
"DC10","DC10","DC10_1",8.12067522578833
"DC11","DC11","DC11_1",8.21238013757966
"DC12","DC12","DC12_1",8.16231479757016
"DC13","DC13","DC13_1",8.27030085051988
"DC14","DC14","DC14_1",8.33791212482372
"DC15","DC15","DC15_1",8.40572101250602
"DC16","DC16","DC16_1",8.39510422823313
"DC17","DC17","DC17_1",8.40994011170625
"DC18","DC18","DC18_1",8.42536368699533
"DC19","DC19","DC19_1",8.37891475433139
"DC20","DC20","DC20_1",8.24126993848906
"DC21","DC21","DC21_1",8.26053264628222
"DC22","DC22","DC22_1",8.22055381926854
"DC23","DC23","DC23_1",8.3211744658235
"DC24","DC24","DC24_1",8.41269656272245
"DC25","DC25","DC25_1",8.43527255866627
"DC26","DC26","DC26_1",8.25045676293199
"DC27","DC27","DC27_1",8.37995063396363
"DC28","DC28","DC28_1",8.37836749816992
"DC29","DC29","DC29_1",8.3126742953189
"DC30","DC30","DC30_1",8.2440075913418
"DC31","DC31","DC31_1",8.31100204786887
"DC32","DC32","DC32_1",8.37334664058726
"DC33","DC33","DC33_1",8.36151309220945
"DC34","DC34","DC34_1",8.44230094221014
"DC35","DC35","DC35_1",8.3795549982475
"DC36","DC36","DC36_1",8.38696106843029
"DC37","DC37","DC37_1",8.36604404855643
"DC38","DC38","DC38_1",8.33010711904833
"DC39","DC39","DC39_1",8.2451635665581
"DC40","DC40","DC40_1",8.37667859486075
"DC41","DC41","DC41_1",8.39536228777121
"DC42","DC42","DC42_1",8.3983783784839
"DC43","DC43","DC43_1",8.43110503000843
"DC44","DC44","DC44_1",8.42200615517667
"DC45","DC45","DC45_1",8.36901801047852
"DC46","DC46","DC46_1",8.38678857419065
"DC47","DC47","DC47_1",8.2806157043517
"DC48","DC48","DC48_1",8.18268759573144
"DC49","DC49","DC49_1",8.12763688309192
"DC50","DC50","DC50_1",8.3795704218375
"DC51","DC51","DC51_1",8.40099065132834
"DC52","DC52","DC52_1",8.40842990225273
"DC53","DC53","DC53_1",8.42887464260995
"DC54","DC54","DC54_1",8.40570867776458
"DC55","DC55","DC55_1",8.399061974415
"DC56","DC56","DC56_1",8.40206835798224
"DC57","DC57","DC57_1",8.21974241655284
"DC58","DC58","DC58_1",8.18854975306079
"DC59","DC59","DC59_1",8.36369348738329
"DC63","DC63","DC63_1",8.42975718274294
"DC64","DC64","DC64_1",8.41608321709347
"DC65","DC65","DC65_1",8.42714073599474
"DC66","DC66","DC66_1",8.42280176823372
"DC67","DC67","DC67_1",8.35981652962009
"DC68","DC68","DC68_1",8.39799843293262
"DC69","DC69","DC69_1",8.38571267065096
"DC76","DC76","DC76_1",8.47382450383535
"DC77","DC77","DC77_1",8.4480545503624
"DC78","DC78","DC78_1",8.38480851400793
"DC79","DC79","DC79_1",8.29294731941967
"DC88","DC88","DC88_1",8.44254116391468
"DC89","DC89","DC89_1",8.4169236500441
"DD00","DD00","DD00_1",8.09004544868072
"DD01","DD01","DD01_1",8.12851528568584
"DD02","DD02","DD02_1",8.17794057144349
"DD03","DD03","DD03_1",8.181656850767
"DD04","DD04","DD04_1",8.14332653204597
"DD05","DD05","DD05_1",8.1249081743094
"DD06","DD06","DD06_1",7.99873918145024
"DD07","DD07","DD07_1",7.95996652374738
"DD08","DD08","DD08_1",7.95076190213506
"DD09","DD09","DD09_1",7.94751071988272
"DD10","DD10","DD10_1",8.17468925008969
"DD11","DD11","DD11_1",8.18840127861769
"DD12","DD12","DD12_1",8.13618185135117
"DD13","DD13","DD13_1",8.10449122807773
"DD14","DD14","DD14_1",8.09719072275486
"DD15","DD15","DD15_1",8.11795715942623
"DD16","DD16","DD16_1",8.12243676612884
"DD17","DD17","DD17_1",8.12292022889731
"DD18","DD18","DD18_1",8.13347086822762
"DD19","DD19","DD19_1",8.07752816839361
"DD20","DD20","DD20_1",8.06807063931285
"DD21","DD21","DD21_1",8.21982239953845
"DD22","DD22","DD22_1",8.0887001262034
"DD23","DD23","DD23_1",8.07472470754128
"DD24","DD24","DD24_1",8.05428696719413
"DD25","DD25","DD25_1",8.00734539658733
"DD26","DD26","DD26_1",8.27258959273391
"DD27","DD27","DD27_1",8.18874915465043
"DD28","DD28","DD28_1",8.15213821242153
"DD29","DD29","DD29_1",8.1688408568469
"DD30","DD30","DD30_1",8.1599945677153
"DD31","DD31","DD31_1",8.24463917721087
"DD32","DD32","DD32_1",8.1029866708228
"DD33","DD33","DD33_1",7.98483455443743
"DD34","DD34","DD34_1",8.09917351746252
"DD35","DD35","DD35_1",8.19629130857832
"DD36","DD36","DD36_1",8.23277799393062
"DD37","DD37","DD37_1",8.24831695671876
"DD38","DD38","DD38_1",8.26703857295518
"DD39","DD39","DD39_1",8.21222292795437
"DD40","DD40","DD40_1",8.17972653728299
"DD41","DD41","DD41_1",8.22982826791737
"DD42","DD42","DD42_1",8.16167113417907
"DD43","DD43","DD43_1",8.18841182823978
"DD44","DD44","DD44_1",8.18515545198632
"DD45","DD45","DD45_1",8.1899708882137
"DD46","DD46","DD46_1",8.25709386083854
"DD47","DD47","DD47_1",8.36018492093585
"DD48","DD48","DD48_1",8.3504396835416
"DD49","DD49","DD49_1",8.34518766618359
"DD50","DD50","DD50_1",8.25376045694813
"DD51","DD51","DD51_1",8.2546165690161
"DD52","DD52","DD52_1",8.3484327797701
"DD53","DD53","DD53_1",8.31836276060064
"DD54","DD54","DD54_1",8.3232304886779
"DD55","DD55","DD55_1",8.32863448658021
"DD56","DD56","DD56_1",8.35928263749892
"DD57","DD57","DD57_1",8.388992009027
"DD58","DD58","DD58_1",8.38041885234512
"DD59","DD59","DD59_1",8.38327697717293
"DD60","DD60","DD60_1",8.23482662223903
"DD61","DD61","DD61_1",8.31019271340039
"DD62","DD62","DD62_1",8.30702978424979
"DD63","DD63","DD63_1",8.27645214153756
"DD64","DD64","DD64_1",8.32381832973137
"DD65","DD65","DD65_1",8.37444624289776
"DD66","DD66","DD66_1",8.39858796286906
"DD67","DD67","DD67_1",8.38849914856134
"DD70","DD70","DD70_1",8.21939488376526
"DD71","DD71","DD71_1",8.24469904488081
"DD72","DD72","DD72_1",8.34090846385089
"DD73","DD73","DD73_1",8.37437950242893
"DD80","DD80","DD80_1",8.17572267976253
"DD81","DD81","DD81_1",8.20965883817594
"DD82","DD82","DD82_1",8.24432715636003
"DD90","DD90","DD90_1",8.24031635680924
"DD91","DD91","DD91_1",8.2087878097844
"DD92","DD92","DD92_1",8.23721078567489
"DD93","DD93","DD93_1",8.42288527648028
