"","kvadratkod","survey","prec_breeding"
"CD81","CD81","CD81_1",119.878318392004
"CD82","CD82","CD82_1",126.647193722039
"CD83","CD83","CD83_1",123.10857073719
"CD84","CD84","CD84_1",124.118279688076
"CD85","CD85","CD85_1",129.344124139809
"CD86","CD86","CD86_1",127.452816298363
"CD87","CD87","CD87_1",133.55958969552
"CD88","CD88","CD88_1",127.517126528516
"CD89","CD89","CD89_1",127.690126832684
"CD90","CD90","CD90_1",123.818907440557
"CD91","CD91","CD91_1",122.223470435925
"CD92","CD92","CD92_1",128.930029454838
"CD93","CD93","CD93_1",121.126043694355
"CD94","CD94","CD94_1",129.009740242882
"CD95","CD95","CD95_1",126.601727855106
"CD96","CD96","CD96_1",129.421776239065
"CD97","CD97","CD97_1",129.0239292568
"CD98","CD98","CD98_1",130.098286647226
"CD99","CD99","CD99_1",128.470171362705
"CE00","CE00","CE00_1",148.844874291235
"CE01","CE01","CE01_1",147.690613039814
"CE02","CE02","CE02_1",145.06828245595
"CE03","CE03","CE03_1",145.272647221511
"CE04","CE04","CE04_1",144.89121759793
"CE05","CE05","CE05_1",142.42706246678
"CE06","CE06","CE06_1",143.482135447343
"CE07","CE07","CE07_1",142.621200262726
"CE08","CE08","CE08_1",139.733532478189
"CE09","CE09","CE09_1",135.549754699115
"CE10","CE10","CE10_1",146.203139678081
"CE11","CE11","CE11_1",148.767828597724
"CE12","CE12","CE12_1",146.039029595453
"CE13","CE13","CE13_1",145.570258437745
"CE14","CE14","CE14_1",145.389785610134
"CE15","CE15","CE15_1",142.869493440171
"CE16","CE16","CE16_1",143.450172600191
"CE17","CE17","CE17_1",139.610693313613
"CE18","CE18","CE18_1",134.993802522513
"CE19","CE19","CE19_1",139.254663552294
"CE20","CE20","CE20_1",146.293033059732
"CE21","CE21","CE21_1",147.92457711788
"CE22","CE22","CE22_1",149.41754738357
"CE23","CE23","CE23_1",144.277170128967
"CE24","CE24","CE24_1",141.907786721492
"CE25","CE25","CE25_1",141.623469123774
"CE26","CE26","CE26_1",139.166709371198
"CE27","CE27","CE27_1",135.98682538067
"CE28","CE28","CE28_1",140.703107748879
"CE29","CE29","CE29_1",141.303215791679
"CE30","CE30","CE30_1",145.420110178886
"CE31","CE31","CE31_1",143.573461528298
"CE32","CE32","CE32_1",144.457339525628
"CE33","CE33","CE33_1",143.321790145965
"CE34","CE34","CE34_1",143.596931848658
"CE35","CE35","CE35_1",138.869849914987
"CE36","CE36","CE36_1",140.051988348868
"CE37","CE37","CE37_1",137.650307159246
"CE38","CE38","CE38_1",139.560922771075
"CE39","CE39","CE39_1",136.931359625059
"CE40","CE40","CE40_1",146.132184602531
"CE41","CE41","CE41_1",144.882529971263
"CE42","CE42","CE42_1",145.022739938176
"CE43","CE43","CE43_1",142.969425807808
"CE44","CE44","CE44_1",140.804606506055
"CE45","CE45","CE45_1",136.819309180491
"CE46","CE46","CE46_1",135.730613499423
"CE47","CE47","CE47_1",132.718370390978
"CE48","CE48","CE48_1",133.016407863315
"CE49","CE49","CE49_1",126.838481486753
"CE50","CE50","CE50_1",144.843540852253
"CE51","CE51","CE51_1",141.693091326093
"CE52","CE52","CE52_1",139.652134955031
"CE53","CE53","CE53_1",141.388925038193
"CE54","CE54","CE54_1",133.593476408227
"CE55","CE55","CE55_1",135.534072015063
"CE56","CE56","CE56_1",129.851582419096
"CE57","CE57","CE57_1",129.226827423507
"CE58","CE58","CE58_1",126.54720736099
"CE59","CE59","CE59_1",125.86225729921
"CE60","CE60","CE60_1",139.034687622639
"CE61","CE61","CE61_1",137.298492541
"CE62","CE62","CE62_1",135.571630153517
"CE63","CE63","CE63_1",138.6364570375
"CE64","CE64","CE64_1",123.255883729105
"CE65","CE65","CE65_1",128.897549189284
"CE66","CE66","CE66_1",128.877852622481
"CE67","CE67","CE67_1",130.656432410944
"CE68","CE68","CE68_1",128.502881985285
"CE69","CE69","CE69_1",131.798164309171
"CE70","CE70","CE70_1",142.539585703427
"CE71","CE71","CE71_1",141.454298492206
"CE72","CE72","CE72_1",128.905346106716
"CE73","CE73","CE73_1",133.918628905611
"CE74","CE74","CE74_1",127.352056993638
"CE75","CE75","CE75_1",131.890559691999
"CE76","CE76","CE76_1",133.179388196743
"CE77","CE77","CE77_1",125.15067446225
"CE78","CE78","CE78_1",122.315512515538
"CE79","CE79","CE79_1",125.960251158287
"CE80","CE80","CE80_1",130.776423339532
"CE81","CE81","CE81_1",126.607937781599
"CE82","CE82","CE82_1",126.319304429811
"CE83","CE83","CE83_1",134.038643465767
"CE84","CE84","CE84_1",132.138186087878
"CE85","CE85","CE85_1",127.177301161211
"CE86","CE86","CE86_1",124.709844791149
"CE87","CE87","CE87_1",123.690010703162
"CE88","CE88","CE88_1",128.675014476821
"CE89","CE89","CE89_1",126.102965942698
"CE90","CE90","CE90_1",135.21869147148
"CE91","CE91","CE91_1",129.872195407094
"CE92","CE92","CE92_1",123.712766190605
"CE93","CE93","CE93_1",127.423726422977
"CE94","CE94","CE94_1",135.061392671312
"CE95","CE95","CE95_1",133.833282459012
"CE96","CE96","CE96_1",124.787654160982
"CE97","CE97","CE97_1",127.632621749255
"CE98","CE98","CE98_1",129.289353581689
"CE99","CE99","CE99_1",126.329571510737
"CF00","CF00","CF00_1",150.028051989363
"CF01","CF01","CF01_1",157.481374376848
"CF02","CF02","CF02_1",155.153174857124
"CF03","CF03","CF03_1",152.570345358462
"CF04","CF04","CF04_1",151.065728322357
"CF05","CF05","CF05_1",149.057688093209
"CF06","CF06","CF06_1",151.871720386776
"CF07","CF07","CF07_1",150.278323162435
"CF08","CF08","CF08_1",151.213615525019
"CF09","CF09","CF09_1",148.95854375753
"CF10","CF10","CF10_1",151.417600735302
"CF11","CF11","CF11_1",150.606860342443
"CF12","CF12","CF12_1",151.735627437802
"CF13","CF13","CF13_1",150.459281694727
"CF14","CF14","CF14_1",148.858922276048
"CF15","CF15","CF15_1",152.224905239246
"CF16","CF16","CF16_1",150.599451201091
"CF17","CF17","CF17_1",150.836103757744
"CF18","CF18","CF18_1",146.98895757125
"CF19","CF19","CF19_1",149.751209065499
"CF20","CF20","CF20_1",149.979390147036
"CF21","CF21","CF21_1",149.109363991686
"CF22","CF22","CF22_1",149.723752140689
"CF23","CF23","CF23_1",151.392227972019
"CF24","CF24","CF24_1",152.346653294152
"CF25","CF25","CF25_1",156.164512589463
"CF26","CF26","CF26_1",148.84550322313
"CF27","CF27","CF27_1",153.823451871661
"CF28","CF28","CF28_1",149.699844465181
"CF29","CF29","CF29_1",145.225886293609
"CF30","CF30","CF30_1",150.179007661785
"CF31","CF31","CF31_1",151.367256194155
"CF32","CF32","CF32_1",147.614263096405
"CF33","CF33","CF33_1",140.258026218842
"CF34","CF34","CF34_1",150.314893235678
"CF35","CF35","CF35_1",154.338175338806
"CF36","CF36","CF36_1",145.411712340901
"CF37","CF37","CF37_1",152.468327710498
"CF38","CF38","CF38_1",150.346250993441
"CF39","CF39","CF39_1",143.755597768699
"CF40","CF40","CF40_1",143.454234231122
"CF41","CF41","CF41_1",147.508946942327
"CF42","CF42","CF42_1",147.957456332089
"CF43","CF43","CF43_1",145.773979625797
"CF44","CF44","CF44_1",148.460135789207
"CF45","CF45","CF45_1",145.04698009117
"CF46","CF46","CF46_1",143.568809364905
"CF47","CF47","CF47_1",148.568401498872
"CF48","CF48","CF48_1",150.015362126626
"CF49","CF49","CF49_1",144.025527570921
"CF50","CF50","CF50_1",142.680941818074
"CF51","CF51","CF51_1",141.228950242204
"CF52","CF52","CF52_1",144.706381075314
"CF53","CF53","CF53_1",145.010751151478
"CF54","CF54","CF54_1",138.037539866211
"CF55","CF55","CF55_1",148.683317292199
"CF56","CF56","CF56_1",146.205081594306
"CF57","CF57","CF57_1",140.19306476519
"CF58","CF58","CF58_1",138.701449949658
"CF59","CF59","CF59_1",146.788411959565
"CF60","CF60","CF60_1",140.097361741759
"CF61","CF61","CF61_1",145.184522060434
"CF62","CF62","CF62_1",144.025967151086
"CF63","CF63","CF63_1",141.92747395179
"CF64","CF64","CF64_1",133.565948959283
"CF65","CF65","CF65_1",143.304801689352
"CF66","CF66","CF66_1",141.78127971238
"CF67","CF67","CF67_1",134.262495052971
"CF68","CF68","CF68_1",137.367646549072
"CF69","CF69","CF69_1",141.30319007217
"CF70","CF70","CF70_1",132.608972736683
"CF71","CF71","CF71_1",135.518038838019
"CF72","CF72","CF72_1",137.086824776427
"CF73","CF73","CF73_1",136.618086666393
"CF74","CF74","CF74_1",133.876251814066
"CF75","CF75","CF75_1",147.556249033243
"CF76","CF76","CF76_1",139.434915451464
"CF77","CF77","CF77_1",132.340930566611
"CF78","CF78","CF78_1",136.302943300167
"CF79","CF79","CF79_1",135.468117412795
"CF80","CF80","CF80_1",133.671147002383
"CF81","CF81","CF81_1",132.296021154521
"CF82","CF82","CF82_1",127.461884570301
"CF83","CF83","CF83_1",131.519927145008
"CF84","CF84","CF84_1",128.709291651103
"CF85","CF85","CF85_1",139.673449982151
"CF86","CF86","CF86_1",132.235658810879
"CF87","CF87","CF87_1",128.387980581964
"CF88","CF88","CF88_1",134.379021932139
"CF89","CF89","CF89_1",137.925009007514
"CF90","CF90","CF90_1",129.707216173928
"CF91","CF91","CF91_1",126.891478849881
"CF92","CF92","CF92_1",130.862555583013
"CF93","CF93","CF93_1",124.455209866507
"CF94","CF94","CF94_1",141.057365900394
"CF95","CF95","CF95_1",131.40622494203
"CF96","CF96","CF96_1",129.17438548407
"CF97","CF97","CF97_1",125.728481285315
"CF98","CF98","CF98_1",126.569553578186
"CF99","CF99","CF99_1",127.91071253795
"CG00","CG00","CG00_1",151.971688672122
"CG01","CG01","CG01_1",152.350399270099
"CG02","CG02","CG02_1",154.647180125162
"CG03","CG03","CG03_1",148.986991088125
"CG04","CG04","CG04_1",146.685405830085
"CG05","CG05","CG05_1",154.734607362215
"CG06","CG06","CG06_1",159.471531911219
"CG07","CG07","CG07_1",151.753692807508
"CG08","CG08","CG08_1",151.118631641973
"CG09","CG09","CG09_1",154.440337467476
"CG10","CG10","CG10_1",154.315829193324
"CG11","CG11","CG11_1",159.430568611473
"CG12","CG12","CG12_1",156.07938740319
"CG13","CG13","CG13_1",149.687344926069
"CG14","CG14","CG14_1",152.899282915422
"CG15","CG15","CG15_1",152.605039030635
"CG16","CG16","CG16_1",153.779533798183
"CG17","CG17","CG17_1",151.981034741925
"CG18","CG18","CG18_1",148.627161376065
"CG19","CG19","CG19_1",151.323294563842
"CG20","CG20","CG20_1",156.531711405092
"CG21","CG21","CG21_1",161.706972370637
"CG22","CG22","CG22_1",152.328076655185
"CG23","CG23","CG23_1",148.937806076086
"CG24","CG24","CG24_1",155.712289583783
"CG25","CG25","CG25_1",148.392886027134
"CG26","CG26","CG26_1",149.312051384621
"CG27","CG27","CG27_1",151.200741743041
"CG28","CG28","CG28_1",145.715460680093
"CG29","CG29","CG29_1",146.420872327271
"CG30","CG30","CG30_1",153.944575800825
"CG31","CG31","CG31_1",151.250458256889
"CG32","CG32","CG32_1",149.123191507929
"CG33","CG33","CG33_1",149.879230779486
"CG34","CG34","CG34_1",150.533079515631
"CG35","CG35","CG35_1",147.639080162239
"CG36","CG36","CG36_1",149.636484571743
"CG37","CG37","CG37_1",147.253309059216
"CG38","CG38","CG38_1",145.466927200387
"CG39","CG39","CG39_1",148.41778825974
"CG40","CG40","CG40_1",153.058137025983
"CG41","CG41","CG41_1",151.348895998532
"CG42","CG42","CG42_1",149.834909749197
"CG43","CG43","CG43_1",149.829449088913
"CG44","CG44","CG44_1",147.847519828624
"CG45","CG45","CG45_1",150.97164693744
"CG46","CG46","CG46_1",149.317568108561
"CG47","CG47","CG47_1",145.779078071409
"CG48","CG48","CG48_1",148.499033615391
"CG49","CG49","CG49_1",151.097051177682
"CG50","CG50","CG50_1",152.528950178657
"CG51","CG51","CG51_1",147.911358516577
"CG52","CG52","CG52_1",147.37489540046
"CG53","CG53","CG53_1",141.848830404009
"CG54","CG54","CG54_1",140.487940580738
"CG55","CG55","CG55_1",148.507501863395
"CG56","CG56","CG56_1",142.079569849236
"CG57","CG57","CG57_1",143.468601448839
"CG58","CG58","CG58_1",144.611062339224
"CG59","CG59","CG59_1",139.421227178946
"CG60","CG60","CG60_1",145.416127174025
"CG61","CG61","CG61_1",135.899775114667
"CG62","CG62","CG62_1",137.238898429333
"CG63","CG63","CG63_1",147.468535869702
"CG64","CG64","CG64_1",139.663849131278
"CG65","CG65","CG65_1",138.319920257272
"CG66","CG66","CG66_1",136.828509203125
"CG67","CG67","CG67_1",140.027603465713
"CG68","CG68","CG68_1",140.730501347135
"CG69","CG69","CG69_1",132.850452315654
"CG71","CG71","CG71_1",137.687175891464
"CG73","CG73","CG73_1",138.900206779128
"CG74","CG74","CG74_1",137.376346575486
"CG75","CG75","CG75_1",134.189361880183
"CG76","CG76","CG76_1",137.475129668633
"CG77","CG77","CG77_1",133.139059217787
"CG78","CG78","CG78_1",133.914341037491
"CG79","CG79","CG79_1",134.0095511394
"CG80","CG80","CG80_1",138.396454412434
"CG83","CG83","CG83_1",135.346286377118
"CG84","CG84","CG84_1",133.336061304077
"CG85","CG85","CG85_1",128.86097723997
"CG86","CG86","CG86_1",130.493550833976
"CG88","CG88","CG88_1",129.595837766782
"CG89","CG89","CG89_1",131.340407204196
"CG90","CG90","CG90_1",135.641925277728
"CG94","CG94","CG94_1",128.372841698236
"CG95","CG95","CG95_1",128.02962894086
"CG98","CG98","CG98_1",128.189698588255
"CG99","CG99","CG99_1",130.068946208213
"CH06","CH06","CH06_1",147.724216566863
"CH07","CH07","CH07_1",150.978461437392
"CH08","CH08","CH08_1",150.759435140017
"CH09","CH09","CH09_1",150.777034190634
"CH16","CH16","CH16_1",152.41521414741
"CH17","CH17","CH17_1",153.255159114901
"CH18","CH18","CH18_1",153.664926689033
"CH19","CH19","CH19_1",153.991803788887
"CH25","CH25","CH25_1",156.852131900407
"CH26","CH26","CH26_1",154.674663487023
"CH27","CH27","CH27_1",154.619474479142
"CH28","CH28","CH28_1",154.581848947773
"CH29","CH29","CH29_1",154.862347365666
"CH34","CH34","CH34_1",157.0698170419
"CH35","CH35","CH35_1",157.098055610268
"CH36","CH36","CH36_1",154.225403574379
"CH37","CH37","CH37_1",154.283956431413
"CH38","CH38","CH38_1",156.169806337552
"CH39","CH39","CH39_1",154.426553193298
"CH45","CH45","CH45_1",157.526749242213
"CH46","CH46","CH46_1",155.654105325516
"CH47","CH47","CH47_1",155.33616339307
"CH48","CH48","CH48_1",156.638492236702
"CH49","CH49","CH49_1",158.46264232442
"CH55","CH55","CH55_1",154.519967516523
"CH56","CH56","CH56_1",156.407229953365
"CH57","CH57","CH57_1",154.471469142244
"CH58","CH58","CH58_1",152.045332317929
"CH59","CH59","CH59_1",143.578857964684
"CH65","CH65","CH65_1",142.724302493563
"CH66","CH66","CH66_1",150.94412207893
"CH67","CH67","CH67_1",151.027537754581
"CH68","CH68","CH68_1",149.468313778877
"CH69","CH69","CH69_1",141.201618819598
"CH76","CH76","CH76_1",140.055994140408
"CH77","CH77","CH77_1",140.523618829047
"CH78","CH78","CH78_1",143.168040232711
"CH79","CH79","CH79_1",137.756317226682
"CH85","CH85","CH85_1",139.394560575659
"CH86","CH86","CH86_1",144.346275749521
"CH87","CH87","CH87_1",143.508730417035
"CH88","CH88","CH88_1",136.520376086816
"CH89","CH89","CH89_1",134.468762506242
"CH95","CH95","CH95_1",140.759792650101
"CH96","CH96","CH96_1",140.512754928498
"CH97","CH97","CH97_1",138.775070005098
"CH98","CH98","CH98_1",131.218357415908
"CH99","CH99","CH99_1",135.818666873451
"DA80","DA80","DA80_1",120.77500264123
"DA90","DA90","DA90_1",121.286900413175
"DB00","DB00","DB00_1",123.643645074512
"DB01","DB01","DB01_1",120.606416303173
"DB02","DB02","DB02_1",118.810990872846
"DB03","DB03","DB03_1",119.851282436128
"DB04","DB04","DB04_1",118.223676648524
"DB05","DB05","DB05_1",119.247157455197
"DB10","DB10","DB10_1",121.97364355255
"DB11","DB11","DB11_1",120.616290811715
"DB12","DB12","DB12_1",119.177299010402
"DB13","DB13","DB13_1",120.547049347749
"DB14","DB14","DB14_1",119.34811944413
"DB15","DB15","DB15_1",122.930284291606
"DB16","DB16","DB16_1",119.151223128812
"DB20","DB20","DB20_1",123.321345281843
"DB21","DB21","DB21_1",120.866381959335
"DB22","DB22","DB22_1",118.347386778617
"DB23","DB23","DB23_1",118.164764455608
"DB24","DB24","DB24_1",119.621226198067
"DB25","DB25","DB25_1",118.742769346228
"DB26","DB26","DB26_1",112.823529367313
"DB30","DB30","DB30_1",127.697602932226
"DB31","DB31","DB31_1",124.441296594044
"DB32","DB32","DB32_1",121.006791996966
"DB33","DB33","DB33_1",119.532711297237
"DB34","DB34","DB34_1",124.367188791054
"DB35","DB35","DB35_1",113.151839602963
"DB36","DB36","DB36_1",113.945373136004
"DB40","DB40","DB40_1",123.155301567544
"DB41","DB41","DB41_1",117.776705540057
"DB42","DB42","DB42_1",122.888813286962
"DB43","DB43","DB43_1",115.515538964211
"DB44","DB44","DB44_1",115.509601311661
"DB45","DB45","DB45_1",115.083634382768
"DB46","DB46","DB46_1",117.521309403123
"DB47","DB47","DB47_1",116.531663783633
"DB50","DB50","DB50_1",119.558014936809
"DB51","DB51","DB51_1",121.836597314894
"DB52","DB52","DB52_1",121.283888683061
"DB53","DB53","DB53_1",124.58292745604
"DB54","DB54","DB54_1",120.874942686535
"DB55","DB55","DB55_1",117.000101042989
"DB56","DB56","DB56_1",118.159121417044
"DB57","DB57","DB57_1",119.472867025434
"DB60","DB60","DB60_1",123.801395645677
"DB61","DB61","DB61_1",124.8492571667
"DB62","DB62","DB62_1",123.220878411343
"DB63","DB63","DB63_1",116.201067225868
"DB64","DB64","DB64_1",113.324941635997
"DB65","DB65","DB65_1",115.654902991302
"DB66","DB66","DB66_1",118.883596236635
"DB67","DB67","DB67_1",121.708563493001
"DB68","DB68","DB68_1",120.465438355947
"DB70","DB70","DB70_1",119.834966435541
"DB71","DB71","DB71_1",123.957116572234
"DB72","DB72","DB72_1",124.712725892831
"DB73","DB73","DB73_1",118.399875314063
"DB74","DB74","DB74_1",113.634014312196
"DB75","DB75","DB75_1",115.032405513343
"DB76","DB76","DB76_1",116.586992911781
"DB77","DB77","DB77_1",119.022194423164
"DB78","DB78","DB78_1",120.029981705399
"DB79","DB79","DB79_1",120.964892889882
"DB80","DB80","DB80_1",117.274316989991
"DB81","DB81","DB81_1",116.098868184859
"DB82","DB82","DB82_1",116.214556286399
"DB83","DB83","DB83_1",113.217805947599
"DB84","DB84","DB84_1",113.531582016729
"DB89","DB89","DB89_1",121.469415949045
"DB94","DB94","DB94_1",118.546231245474
"DB99","DB99","DB99_1",120.922667390033
"DC00","DC00","DC00_1",118.95607391474
"DC01","DC01","DC01_1",119.827265538456
"DC02","DC02","DC02_1",121.245858713501
"DC03","DC03","DC03_1",120.461101401798
"DC04","DC04","DC04_1",123.044801467124
"DC05","DC05","DC05_1",123.343861456128
"DC06","DC06","DC06_1",124.738078185587
"DC07","DC07","DC07_1",122.153901493196
"DC08","DC08","DC08_1",121.653857738028
"DC09","DC09","DC09_1",122.022766439701
"DC10","DC10","DC10_1",123.399435350955
"DC11","DC11","DC11_1",125.181628135466
"DC12","DC12","DC12_1",129.085814624699
"DC13","DC13","DC13_1",124.167357563191
"DC14","DC14","DC14_1",123.879169177033
"DC15","DC15","DC15_1",123.158953710608
"DC16","DC16","DC16_1",124.86477221685
"DC17","DC17","DC17_1",122.304040478448
"DC18","DC18","DC18_1",122.12261130906
"DC19","DC19","DC19_1",124.519976760159
"DC20","DC20","DC20_1",120.091188018759
"DC21","DC21","DC21_1",121.886462410196
"DC22","DC22","DC22_1",122.749874301037
"DC23","DC23","DC23_1",120.666648188196
"DC24","DC24","DC24_1",118.708175471084
"DC25","DC25","DC25_1",121.908223903338
"DC26","DC26","DC26_1",129.868584087778
"DC27","DC27","DC27_1",120.756128358638
"DC28","DC28","DC28_1",124.088328390328
"DC29","DC29","DC29_1",124.370874564605
"DC30","DC30","DC30_1",122.884020408497
"DC31","DC31","DC31_1",120.52503238728
"DC32","DC32","DC32_1",119.493741014763
"DC33","DC33","DC33_1",120.356386368497
"DC34","DC34","DC34_1",121.136109548539
"DC35","DC35","DC35_1",126.25522923744
"DC36","DC36","DC36_1",121.422342127927
"DC37","DC37","DC37_1",122.502444005109
"DC38","DC38","DC38_1",123.867583532339
"DC39","DC39","DC39_1",125.888671013656
"DC40","DC40","DC40_1",118.501785568546
"DC41","DC41","DC41_1",118.773735556521
"DC42","DC42","DC42_1",121.631967050243
"DC43","DC43","DC43_1",120.832649578375
"DC44","DC44","DC44_1",123.502523148564
"DC45","DC45","DC45_1",123.59190125726
"DC46","DC46","DC46_1",123.303094654106
"DC47","DC47","DC47_1",127.94985333046
"DC48","DC48","DC48_1",129.172981416456
"DC49","DC49","DC49_1",128.109509327068
"DC50","DC50","DC50_1",121.291690820898
"DC51","DC51","DC51_1",121.548891170617
"DC52","DC52","DC52_1",121.511361093791
"DC53","DC53","DC53_1",122.266824554035
"DC54","DC54","DC54_1",123.914313532034
"DC55","DC55","DC55_1",122.67674020897
"DC56","DC56","DC56_1",122.766116742901
"DC57","DC57","DC57_1",130.447660608456
"DC58","DC58","DC58_1",121.806600396699
"DC59","DC59","DC59_1",114.69574787951
"DC63","DC63","DC63_1",122.747686500372
"DC64","DC64","DC64_1",122.791999235649
"DC65","DC65","DC65_1",122.033501485166
"DC66","DC66","DC66_1",122.296528566939
"DC67","DC67","DC67_1",122.638697032618
"DC68","DC68","DC68_1",116.778242695353
"DC69","DC69","DC69_1",120.879523710331
"DC76","DC76","DC76_1",119.49473179342
"DC77","DC77","DC77_1",120.778616857139
"DC78","DC78","DC78_1",124.35142125913
"DC79","DC79","DC79_1",125.384947321686
"DC88","DC88","DC88_1",120.447489691721
"DC89","DC89","DC89_1",118.396159617487
"DD00","DD00","DD00_1",123.250714262156
"DD01","DD01","DD01_1",122.0992445783
"DD02","DD02","DD02_1",118.888589203113
"DD03","DD03","DD03_1",123.065306875162
"DD04","DD04","DD04_1",124.688186634535
"DD05","DD05","DD05_1",124.758067172516
"DD06","DD06","DD06_1",130.943506108042
"DD07","DD07","DD07_1",127.515263744774
"DD08","DD08","DD08_1",126.751002588189
"DD09","DD09","DD09_1",128.13106177464
"DD10","DD10","DD10_1",118.170027545953
"DD11","DD11","DD11_1",121.573980336313
"DD12","DD12","DD12_1",124.59099134059
"DD13","DD13","DD13_1",126.115841827231
"DD14","DD14","DD14_1",125.251020290898
"DD15","DD15","DD15_1",122.844246473789
"DD16","DD16","DD16_1",122.18875053447
"DD17","DD17","DD17_1",118.906960061085
"DD18","DD18","DD18_1",121.138188419477
"DD19","DD19","DD19_1",122.710731681076
"DD20","DD20","DD20_1",122.758441730859
"DD21","DD21","DD21_1",120.58612128699
"DD22","DD22","DD22_1",126.375667106003
"DD23","DD23","DD23_1",125.97569796478
"DD24","DD24","DD24_1",124.897174907648
"DD25","DD25","DD25_1",126.950556047445
"DD26","DD26","DD26_1",117.538503274808
"DD27","DD27","DD27_1",123.686374947207
"DD28","DD28","DD28_1",124.130688935557
"DD29","DD29","DD29_1",120.053872872708
"DD30","DD30","DD30_1",116.460963358885
"DD31","DD31","DD31_1",117.243540619617
"DD32","DD32","DD32_1",126.170637822543
"DD33","DD33","DD33_1",128.583742318191
"DD34","DD34","DD34_1",118.777811925923
"DD35","DD35","DD35_1",117.193293550062
"DD36","DD36","DD36_1",120.710657647118
"DD37","DD37","DD37_1",122.239217302701
"DD38","DD38","DD38_1",120.987938444968
"DD39","DD39","DD39_1",123.78105894808
"DD40","DD40","DD40_1",119.77337611405
"DD41","DD41","DD41_1",119.438165338271
"DD42","DD42","DD42_1",124.612049243857
"DD43","DD43","DD43_1",117.056173606424
"DD44","DD44","DD44_1",120.98418449885
"DD45","DD45","DD45_1",123.43070547964
"DD46","DD46","DD46_1",119.877122736559
"DD47","DD47","DD47_1",118.637868406552
"DD48","DD48","DD48_1",119.712856159231
"DD49","DD49","DD49_1",118.274070187806
"DD50","DD50","DD50_1",116.052306317031
"DD51","DD51","DD51_1",118.25999921249
"DD52","DD52","DD52_1",117.479851922424
"DD53","DD53","DD53_1",118.953023768466
"DD54","DD54","DD54_1",117.467346316858
"DD55","DD55","DD55_1",116.175985477782
"DD56","DD56","DD56_1",118.630866970219
"DD57","DD57","DD57_1",120.235464321231
"DD58","DD58","DD58_1",121.072012837805
"DD59","DD59","DD59_1",120.74532840693
"DD60","DD60","DD60_1",117.401197936132
"DD61","DD61","DD61_1",117.803129104086
"DD62","DD62","DD62_1",123.310288144683
"DD63","DD63","DD63_1",122.65100188227
"DD64","DD64","DD64_1",119.717037996018
"DD65","DD65","DD65_1",119.772522964858
"DD66","DD66","DD66_1",119.158375674919
"DD67","DD67","DD67_1",121.157233952204
"DD70","DD70","DD70_1",123.936381049636
"DD71","DD71","DD71_1",121.566491368804
"DD72","DD72","DD72_1",118.959114356632
"DD73","DD73","DD73_1",115.411903167236
"DD80","DD80","DD80_1",124.561659954915
"DD81","DD81","DD81_1",120.388694967735
"DD82","DD82","DD82_1",122.220946475316
"DD90","DD90","DD90_1",121.746766422992
"DD91","DD91","DD91_1",121.932157525861
"DD92","DD92","DD92_1",120.420857031041
"DD93","DD93","DD93_1",113.069528517093
"DE00","DE00","DE00_1",137.500689118513
"DE01","DE01","DE01_1",122.609372038137
"DE02","DE02","DE02_1",129.227400693458
"DE03","DE03","DE03_1",129.236386430435
"DE04","DE04","DE04_1",125.078431898725
"DE05","DE05","DE05_1",126.529353757658
"DE06","DE06","DE06_1",124.345319760305
"DE07","DE07","DE07_1",126.909630657146
"DE08","DE08","DE08_1",130.290561205943
"DE09","DE09","DE09_1",119.056399179027
"DE10","DE10","DE10_1",131.785634344073
"DE11","DE11","DE11_1",115.201496951016
"DE12","DE12","DE12_1",128.574254176194
"DE13","DE13","DE13_1",127.263394769106
"DE14","DE14","DE14_1",116.726185143766
"DE15","DE15","DE15_1",126.941179627652
"DE16","DE16","DE16_1",126.386615886359
"DE17","DE17","DE17_1",125.549537120077
"DE18","DE18","DE18_1",115.934403759083
"DE19","DE19","DE19_1",120.938517029279
"DE20","DE20","DE20_1",121.521745906824
"DE21","DE21","DE21_1",125.463730307639
"DE22","DE22","DE22_1",126.846026889654
"DE23","DE23","DE23_1",118.345889143068
"DE24","DE24","DE24_1",114.882670922226
"DE25","DE25","DE25_1",122.583626206088
"DE26","DE26","DE26_1",122.972176959084
"DE27","DE27","DE27_1",121.094617204118
"DE28","DE28","DE28_1",114.891849542999
"DE29","DE29","DE29_1",123.870145693262
"DE30","DE30","DE30_1",122.393038571102
"DE31","DE31","DE31_1",125.194988463142
"DE32","DE32","DE32_1",116.444547331443
"DE33","DE33","DE33_1",121.334596731746
"DE34","DE34","DE34_1",116.200789417297
"DE35","DE35","DE35_1",125.507427706412
"DE36","DE36","DE36_1",117.66920051586
"DE37","DE37","DE37_1",118.3818828439
"DE38","DE38","DE38_1",121.469711024114
"DE39","DE39","DE39_1",121.342335955917
"DE40","DE40","DE40_1",111.606188412637
"DE41","DE41","DE41_1",113.705375424217
"DE42","DE42","DE42_1",116.70010996614
"DE43","DE43","DE43_1",120.379503607165
"DE44","DE44","DE44_1",113.445072589028
"DE45","DE45","DE45_1",123.783152420596
"DE46","DE46","DE46_1",123.044830847171
"DE47","DE47","DE47_1",119.43559614027
"DE48","DE48","DE48_1",124.142308267357
"DE49","DE49","DE49_1",116.756605724781
"DE50","DE50","DE50_1",111.811368789426
"DE51","DE51","DE51_1",111.327972011975
"DE52","DE52","DE52_1",115.047233352639
"DE53","DE53","DE53_1",114.512661471948
