"","kvadratkod","survey","hh","unique","LULC_0","LULC_11","LULC_22","LULC_33","LULC_44","LULC_55","LULC_66","LULC_77"
"BC75","BC75","BC75_1",0.666705326696223,5,0.0930131958722848,0,0,0.496278236352236,0.181549725175261,0.146141543995023,0,0.0830172986051965
"BC80","BC80","BC80_1",0.371778391733908,4,0.77668136411993,0,0,0.0649135802988445,0,0.0150627851545681,0,0.143342270426657
"BC81","BC81","BC81_1",0.568578343239753,7,0.164345166872868,0.174045457358607,0.610601649883605,0.0325050907508262,0.00178139149686473,0.00178139149677921,0,0.0149398521404484
"BC82","BC82","BC82_1",0.574245270098892,7,0.625739895395013,0.0451465525280213,0.0225732762639852,0.146128006602209,0.022573276263956,0.0810398946221903,0,0.056799098324625
"BC83","BC83","BC83_1",0.746987555073223,6,0.383397494618269,0.0487093355347059,0.072604938323953,0.0974186710694118,0,0.129170037809085,0,0.268699522644576
"BC84","BC84","BC84_1",0.596427188630747,6,0,0.0243546677664559,0.0631206298712461,0.270868020781239,0.567909834113156,0.0229974644555695,0,0.0507493830123332
"BC85","BC85","BC85_1",0.544825241907151,3,0,0,0,0.405115249144637,0.521820747551264,0.0730640033040986,0,0
"BC86","BC86","BC86_1",0.362649621786409,4,0.779734112617133,0,0,0.162131827566155,0.0337793920502303,0,0,0.0243546677664822
"BC91","BC91","BC91_1",0,1,1,0,0,0,0,0,0,0
"BC92","BC92","BC92_1",0.119888192722357,2,0.935954015509459,0,0,0,0,0,0,0.0640459844905409
"BC93","BC93","BC93_1",0.480941097045024,6,0.70093272695341,0.0243546676858827,0.0103560025906056,0.137999064278121,0,0.0667116932738714,0,0.0596458452181103
"BC94","BC94","BC94_1",0.69853961141487,7,0.00537210035733971,0.0179478601011821,0.0788878184145125,0.487980239816509,0.121710180593743,0.154820273413786,0,0.133281527302928
"BC95","BC95","BC95_1",0.637662997215637,4,0,0.0478609602733503,0.112980210204883,0.419645740929251,0.413424421670874,0.00608866692164076,0,0
"BC96","BC96","BC96_1",0.628106445041363,5,0.228983019203049,0,0,0.103064753478357,0.54660307644349,0.0239304801350646,0,0.0974186707400392
"BD00","BD00","BD00_1",0.39921083983177,5,0,0.0143047711355446,0.764322402487813,0.0796177738914347,0,0.0686910479923048,0,0.073064004492903
"BD01","BD01","BD01_1",0.101168389227505,4,0,0.0100498970061024,0.947377061821588,0,0.0227875583882972,0.0197854827840125,0,0
"BD02","BD02","BD02_1",0.312232878122389,4,0,0.178090825842576,0.809694952356518,0,3.68877194836126e-05,0.0121773340814216,0,0
"BD03","BD03","BD03_1",0.152684414648183,3,0,0.0487093363285939,0.918215502344006,0,0,0.0330751613274001,0,0
"BD04","BD04","BD04_1",0.389430930830572,4,0.12494311179121,0.048709336326083,0.766736291609034,0,0,0.0596112602736734,0,0
"BD05","BD05","BD05_1",0.489849413574101,6,0.692736330771626,0.00232366346977032,0.0404444778605873,0.0730640044932855,0,0.144851356750077,0,0.0465801666546544
"BD06","BD06","BD06_1",0.536210744684642,4,0.629202615861828,0.122604995395968,0,0,0,0.0190685606332033,0,0.229123828109
"BD07","BD07","BD07_1",0.383421760760305,5,0.771707826474879,0.0235230135783356,0,0.132536810042142,0,0.0487093363263895,0,0.0235230135782544
"BD08","BD08","BD08_1",0.446195758994075,4,0.720891447329606,0,0,0.150580837142159,0,0.0243546681640824,0,0.104173047364152
"BD09","BD09","BD09_1",0.370788969989708,5,0.773447065011321,0,0,0.0453344828784415,0.00760814870303041,0.00380407435153803,0,0.169806229055669
"BD10","BD10","BD10_1",0.180601745218519,3,0,0.048709335326563,0.902581329346874,0,0.048709335326563,0,0,0
"BD11","BD11","BD11_1",0.622203863621672,5,0,0.0487093353236198,0.352162695798104,0.0175399637245844,0.491777483052546,0.0898105221011457,0,0
"BD12","BD12","BD12_1",0.557102739782818,3,0,0.0654558544393135,0.498307627680523,0,0.436236517880163,0,0,0
"BD13","BD13","BD13_1",0.650263989143008,5,0.112555096055323,0.316610679623003,0.482633795929533,0.044100214196084,0,0.0441002141960563,0,0
"BD14","BD14","BD14_1",0.464864935689273,5,0.693505833984306,0,0.0780839148246475,0.00460912111633293,0,0.00460912111638969,0,0.219192008958324
"BD16","BD16","BD16_1",0.0356197841155215,2,0.981861087806682,0.0181389121933177,0,0,0,0,0,0
"BD17","BD17","BD17_1",0.471510325348269,4,0.671243154844585,0.0277044842592141,0.276697693233995,0,0,0,0,0.024354667662206
"BD18","BD18","BD18_1",0.654638866023693,6,0.181030752280256,0.0379458662984409,0.536353730552765,0.0334930382325311,0,0.110795185704405,0,0.100381426931601
"BD19","BD19","BD19_1",0.780667321190935,6,0,0.0243546676620339,0.18459861776607,0.299502133768088,0.118682525024116,0.235774732630159,0,0.137087323149533
"BD20","BD20","BD20_1",0.456609538436764,4,0,0,0.707453295854463,0.0397231566957469,0.190873160276152,0.0619503871736378,0,0
"BD21","BD21","BD21_1",0.338739335334111,3,0,0,0.123910046025522,0.0705988839020436,0.800466121712524,0.00502494835991016,0,0
"BD22","BD22","BD22_1",0.523163207561323,3,0,0,0.475539849675417,0,0.500105482855181,0.0243546674694014,0,0
"BD23","BD23","BD23_1",0.228726520272023,3,0,0,0.871815536070925,0.00686794498013447,0,0.0715719937681882,0,0.0497445251807525
"BD24","BD24","BD24_1",0.057716485808547,3,0.970465677172694,0,0.0197261671029443,0,0,0.00460912107998913,0,0.00519903464437227
"BD26","BD26","BD26_1",0.719488971064998,6,0.27417192513884,0.0322337320053182,0.198995612546924,0.0974186698777999,0.00322355450138304,0.393956505929734,0,0
"BD27","BD27","BD27_1",0.156903662508531,3,0,0.0791037284559225,0.914768488697125,0,0.00612778284695296,0,0,0
"BD28","BD28","BD28_1",0.140264354023409,2,0,0.0758917319972467,0.924108268002753,0,0,0,0,0
"BD29","BD29","BD29_1",0.307185699609043,3,0,0.17128546995562,0.814414574679007,0,0.0142999553653733,0,0,0
"BD30","BD30","BD30_1",0.137212998008555,3,0,0.0199817115601609,0.927141738724319,0,0.0528765497155199,0,0,0
"BD31","BD31","BD31_1",0.495589795438939,3,0,0,0.365681246668798,0,0.608284169479602,0.0260345838516002,0,0
"BD32","BD32","BD32_1",0.354545594780667,3,0,0,0.789402677178916,0,0.113115383626075,0.09748193919501,0,0
"BD33","BD33","BD33_1",0.600101839470435,5,0.331985528416801,0.0243546680384672,0.529947619661549,0.00530938887904239,0,0.0212375555161979,0,0.0871652394879431
"BD34","BD34","BD34_1",0.0942748639814555,2,0.950402673181757,0,0,0,0,0,0,0.0495973268182433
"BD35","BD35","BD35_1",0.584092960613199,4,0.478103415497445,0,0.427618835760579,0,0,0.0438111254833878,0,0.050466623258588
"BD36","BD36","BD36_1",0.643516088922241,5,0.505598513067122,0.0243546680370046,0.288134232458349,0,0.0723354132674092,0.109577173170116,0,0
"BD37","BD37","BD37_1",0.725852878723522,7,0.140589197321928,0.0455922235524419,0.46821400194159,0.0487093360746787,0.123914062625918,0.100459447788187,0,0.0725217306952567
"BD38","BD38","BD38_1",0.529684055482819,4,0.319842806161138,0,0.604265460072931,0,0.0379458668829788,0,0,0.0379458668829526
"BD39","BD39","BD39_1",0.187770822266152,4,0.00927942064662885,0.0180144933417306,0.897898899037629,0,0,0.0748071869740112,0,0
"BD40","BD40","BD40_1",0.34999223713472,3,0,0.087545524063279,0.792424322097066,0,0.120030153839655,0,0,0
"BD41","BD41","BD41_1",0.476985626400195,3,0,0.14303256813952,0.688637005758031,0,0,0.168330426102449,0,0
"BD42","BD42","BD42_1",0.740007472339113,6,0.071690076904371,0.262753225956763,0.387432562190849,0,0.0341683992744618,0.170891733687316,0,0.0730640019862391
"BD43","BD43","BD43_1",0.667437006372565,6,0.511827230641275,0.0487093346605009,0.211713539513441,0.121773336651252,0.0145409353620445,0,0,0.0914356231714867
"BD44","BD44","BD44_1",0.660454826485372,5,0.514342224661447,0.108064055813768,0.0593547211559057,0,0,0.226789272056496,0,0.0914497263123838
"BD45","BD45","BD45_1",0.539799141813629,6,0.0674367701162101,0.135482617452647,0.653836768582684,0,0.0487093346607335,0.0856996279490469,0,0.00883488123867871
"BD46","BD46","BD46_1",0.520943297941821,5,0.640699443092349,0.0243546673288098,0.24990069682658,0,0,0.0116918067406765,0,0.0733533860115849
"BD47","BD47","BD47_1",0.668520604980916,6,0.51606728220139,0.0243546673291354,0.190028482055911,0.0487093346582709,0,0.139507723704013,0,0.0813325100512796
"BD48","BD48","BD48_1",0.523538268644371,4,0.647974864853402,0,0.215757312012923,0,0,0.0875584884735187,0,0.0487093346601559
"BD49","BD49","BD49_1",0.561449211710307,4,0.447850655128457,0.0368995276500053,0.485526002044409,0,0,0.0297238151771288,0,0
"BD50","BD50","BD50_1",0.0683191678958939,2,0,0.0354137151700957,0.964586284829904,0,0,0,0,0
"BD51","BD51","BD51_1",0.565742475186093,4,0.260148634111562,0.0699402274077894,0.596965216814343,0,0,0.0729459216663058,0,0
"BD52","BD52","BD52_1",0.272384972060389,4,0.846205916030242,0.0786844482757012,0.00192754930500198,0,0,0.0731820863890554,0,0
"BD53","BD53","BD53_1",0.416321156398874,5,0.743731789415731,0,0.000820300934374004,0,0.0730640040322729,0.156655312486499,0,0.0257285931311226
"BD54","BD54","BD54_1",0.0798824468331379,3,0.958769847957083,0,0,0,0,0.0168754840334308,0,0.0243546680094867
"BD55","BD55","BD55_1",0.540184558551589,6,0.653839217613913,0.0730640040325817,0.00412177536110573,0.0487093360217211,0,0.122846994927237,0,0.0974186720434422
"BD56","BD56","BD56_1",0.589290082824253,6,0.562543096829391,0.00855788797354995,0.280565427444406,0.121773340046478,0,0.0251863225859547,0,0.00137392512021957
"BD57","BD57","BD57_1",0.505459189468833,5,0.122810964820602,0.0487093360192388,0.679061570321295,0,0,0.123689535708957,0,0.0257285931299071
"BD58","BD58","BD58_1",0.405900685103767,5,0,0,0.759991556333497,0.0694046197757962,0.0329125559845247,0.09264131614082,0,0.0450499517653623
"BD59","BD59","BD59_1",0.621770110850443,6,0.579571850490188,0.123092335958638,0.044482535852777,0.101078056281914,0,0.117488738827246,0,0.0342864825892372
"BD60","BD60","BD60_1",0.0712238595052497,2,0,0.0369794062383672,0.963020593761633,0,0,0,0,0
"BD61","BD61","BD61_1",0.625749581317094,5,0.225881981452515,0.0586411505645026,0.55120094373112,0.0485912529324447,0,0.115684671319417,0,0
"BD62","BD62","BD62_1",0.209090549215465,3,0.881403612450235,0,0.1184783051903,0.00011808235946416,0,0,0,0
"BD63","BD63","BD63_1",0.186288152759437,4,0.900011397928891,0,0.0445194927134917,0.0369794062383435,0,0.0184897031192738,0,0
"BD64","BD64","BD64_1",0.71944298826472,6,0.324428233315421,0.0243546676463976,0.369171729533743,0.175805366843179,0.022530613085557,0.0837093895757019,0,0
"BD65","BD65","BD65_1",0.350514233107053,5,0.799379900423793,0,0.0375216774329196,0.0433866419613124,0.0631581284353833,0.0565536517465921,0,0
"BD66","BD66","BD66_1",0.565716936986862,4,0.30592552481276,0.0157967798003142,0.574099250739824,0,0,0.104178444647102,0,0
"BD67","BD67","BD67_1",0,1,0,0,1,0,0,0,0,0
"BD68","BD68","BD68_1",0.122645902738755,3,0,0.0243546676474782,0.93549388490402,0,0.0401514474485018,0,0,0
"BD69","BD69","BD69_1",0.164184814494043,2,0,0.0902347101657117,0.909765289834288,0,0,0,0,0
"BD70","BD70","BD70_1",0.281675730465197,3,0,0.100402686943393,0.839417641666359,0,0.0601796713902481,0,0,0
"BD71","BD71","BD71_1",0.257288842063494,2,0,0.151638723494914,0.848361276505086,0,0,0,0,0
"BD72","BD72","BD72_1",0.600058570582414,5,0,0.102859446352856,0.587296966221499,0.0791642788817249,0.0682955091493803,0.16238379939454,0,0
"BD73","BD73","BD73_1",0.734890936993999,7,0.030219632209897,0.0679774743780186,0.432875350891307,0.182212602794036,0.0332364478683682,0.180414488833771,0,0.0730640030246021
"BD74","BD74","BD74_1",0.0141913437633938,2,0,0,0.992853252112942,0,0.00714674788705828,0,0,0
"BD75","BD75","BD75_1",0.683037882927135,6,0.0761320881367775,0.246093942207738,0.475434294568285,0,0.0350921967278904,0.151992970584754,0,0.0152545077745546
"BD76","BD76","BD76_1",0.624265533798956,7,0.538809076075554,0.00558643568750831,0.0403517213833543,0.271968194982006,0.0912643227774131,0.0185654215421855,0,0.0334548275519793
"BD77","BD77","BD77_1",0.705370699606967,6,0.327281945068186,0,0.39641441639236,0.0365320015106029,0.131122942552184,0.104581843902113,0,0.00406685057455444
"BD78","BD78","BD78_1",0.290750804929992,5,0.00633636928646956,0.0527761859240494,0.836574193907514,0.0284215182493749,0.0758917326325923,0,0,0
"BD79","BD79","BD79_1",0.0137414499793115,3,0,0.00586496453463228,0.993087637204582,0,0,0.00104739826078591,0,0
"BD80","BD80","BD80_1",0.430483828624507,3,0,0.062708000677874,0.71996823507791,0,0.217323764244216,0,0,0
"BD81","BD81","BD81_1",0.64972673766717,4,0,0.097418671065345,0.502400776016505,0,0.264526631305416,0.135653921612734,0,0
"BD82","BD82","BD82_1",0.510889064190418,4,0,0,0.000334529163144711,0.0669637274139526,0.61914077400557,0.313560969417333,0,0
"BD83","BD83","BD83_1",0.619434855731103,5,0,0.024354667767805,0.482686170224384,0.024354667767805,0.369164006816937,0.099440487423069,0,0
"BD84","BD84","BD84_1",0,1,0,0,1,0,0,0,0,0
"BD85","BD85","BD85_1",0.025091536713161,2,0,0.0127072423651059,0.987292757634894,0,0,0,0,0
"BD86","BD86","BD86_1",0.757615838029026,6,0.192568604912203,0.0283464134295399,0.388626093949255,0.120201451947274,0,0.0997747613973061,0,0.170482674364422
"BD87","BD87","BD87_1",0.794995227924735,6,0.115711194584537,0.173647315422757,0.208309333330787,0.2138693165213,0,0.268175022964031,0,0.020287817176588
"BD88","BD88","BD88_1",0.511901520108044,6,0.678898306167595,0.0446424849449744,0.117979124559178,0.0961795500996191,0,0.0379458664610273,0,0.0243546677676064
"BD89","BD89","BD89_1",0.490597987087511,4,0.675162398820729,0.194837342131914,0.124775227038904,0,0,0.00522503200845312,0,0
"BD90","BD90","BD90_1",0.382480644020066,5,0,0.054344358193771,0.776844397144015,0,0.0671376998932074,0.0773188770827243,0,0.0243546676862826
"BD91","BD91","BD91_1",0.463158105894675,5,0,0.0485912530096913,0.713469433012535,0.0243546676848591,0.0861343668960227,0.127450279396891,0,0
"BD92","BD92","BD92_1",0.691026196763868,6,0,0.0342864821336414,0.457751462551742,0.276271587272875,0.121855759446378,0.0414979090473759,0,0.0683367995479875
"BD93","BD93","BD93_1",0.207093139553346,5,0,0.0628260833973447,0.887621327361923,0.0142876747248524,0.00618304336654868,0,0,0.0290818711493314
"BD94","BD94","BD94_1",0.249549223881136,2,0,0.146128006110356,0.853871993889644,0,0,0,0,0
"BD95","BD95","BD95_1",0.0475230356966316,2,0,0.0243546676864324,0.975645332313568,0,0,0,0,0
"BD96","BD96","BD96_1",0.0673833290962575,3,0.010356002590209,0.0242841132432259,0.965359884166565,0,0,0,0,0
"BD97","BD97","BD97_1",0.169389269904832,2,0,0.093422375126737,0.906577624873263,0,0,0,0,0
"BD98","BD98","BD98_1",0.58995889184973,3,0.109272599264758,0,0.471849130229277,0.418878270505966,0,0,0,0
"BD99","BD99","BD99_1",0.454877206533698,4,0.715562220528199,0,0,0.1566818210129,0.054691955403818,0,0,0.0730640030550839
"BE02","BE02","BE02_1",0.0199577315777868,2,0.989919518095683,0,0,0,0,0,0,0.0100804819043166
"BE03","BE03","BE03_1",0.669581018952709,5,0.450471035775886,0.132420452849044,0.31618117200181,0,0,0.0957915238788568,0,0.00513581549440294
"BE04","BE04","BE04_1",0.583659058682551,3,0,0,0.468584614688954,0,0,0.0990458214269829,0,0.432369563884063
"BE05","BE05","BE05_1",0.455970991349845,2,0,0,0.648372855755618,0,0,0,0,0.351627144244382
"BE06","BE06","BE06_1",0.398765061068916,5,0,0.0559839092217922,0.766288253488915,0.074319848649956,0,0.0557664716223449,0,0.047641517016992
"BE07","BE07","BE07_1",0.602042680405072,6,0.0116330166260208,0.00878743269171646,0.57293191432493,0.177639163487051,0.00116183173489595,0.184696162992153,0,0.0431504781432328
"BE08","BE08","BE08_1",0.704514240928708,6,0.474607461686615,0.0281562869191765,0.144203451290806,0.0639256337348912,0,0.107350484830742,0,0.181756681537769
"BE09","BE09","BE09_1",0.656738543620485,5,0.285813320362724,0.0243546681630352,0.49020448867317,0.116101894784209,0,0.083525628016862,0,0
"BE10","BE10","BE10_1",0.191729376072739,3,0.894871281812966,0,0.0213394554118778,0.083789262775156,0,0,0,0
"BE11","BE11","BE11_1",0.570678369929484,3,0.51639071721263,0,0.393005316074859,0.0906039667125107,0,0,0,0
"BE12","BE12","BE12_1",0.602347388434655,6,0.283992341621283,0.0243546676619466,0.55621735941305,0.0487093353238932,0,0.0645378517844266,0,0.0221884441954015
"BE13","BE13","BE13_1",0.480187639675388,5,0,0.134641038038487,0.699400210794467,0,0.0669753360746418,0.0876788210684523,0,0.0113045940239525
"BE14","BE14","BE14_1",0.278453830324004,5,0,0.061726525254995,0.845204143029199,0.0487093353239785,0.0243546676619892,0.0200053287298386,0,0
"BE15","BE15","BE15_1",0.437013241239502,5,0,0.0730640029892378,0.734138853711045,0.0100162754369025,0.0623260897047298,0.120454778158085,0,0
"BE16","BE16","BE16_1",0.676183853229903,5,0,0.0160122756290268,0.426922307307664,0.0691363944488252,0.157829332291153,0.330099690323332,0,0
"BE17","BE17","BE17_1",0.562815731971868,6,0.0149589690783157,0.19405210314927,0.622708778112493,0.0913300037321129,0.0358489591499523,0.0411011867778557,0,0
"BE18","BE18","BE18_1",0.549494578288123,5,0.108344591226522,0.0810416802387253,0.638600832866705,0.155266376551197,0,0.0167465191168501,0,0
"BE19","BE19","BE19_1",0.626245175500206,5,0,0.00956228644901416,0.516973768185615,0.0182660007465047,0.261086640344756,0.19411130427411,0,0
"BE20","BE20","BE20_1",0.249230898979404,4,0.0971572277856737,0,0.860153851685067,0.0379840752386113,0.00470484529064739,0,0,0
"BE21","BE21","BE21_1",0.296507087603498,5,0,0.0933835574820237,0.831118572977312,0.00681470388403649,0.0627071643429232,0.00597600131370421,0,0
"BE22","BE22","BE22_1",0.0167424022823118,4,0,0.00403511238475841,0.991576619145264,0,0.00413004488584836,0.000258223584129353,0,0
"BE23","BE23","BE23_1",0.0576567707333311,3,0,0.0243546674710718,0.97042404006913,0,0.00522129245979853,0,0,0
