"","kvadratkod","survey","hh","unique","LULC_0","LULC_11","LULC_22","LULC_33","LULC_44","LULC_55","LULC_66","LULC_77"
"AD90","AD90","AD90_1",0.618778363356389,5,0.536778303885711,0,0.0933377430831709,0.282515181253616,0,0.0630141046866698,0,0.0243546670908331
"AD91","AD91","AD91_1",0.465245858862076,4,0.244640381161782,0,0.686550491533318,0.0100498965630508,0,0.0587592307418494,0,0
"AD92","AD92","AD92_1",0.35911557826827,2,0.234590484598112,0,0.765409515401888,0,0,0,0,0
"AD93","AD93","AD93_1",0.684781123399938,6,0.278690697757466,0.024354667090847,0.46262620628773,0.0928095473411112,0,0.024354667090847,0,0.117164214431999
"AD94","AD94","AD94_1",0.671527383503677,5,0.44468232871536,0,0.323908395632869,0.107350482562949,0,0.119449672080683,0,0.00460912100813852
"AD95","AD95","AD95_1",0.51149601532412,6,0.674637801262838,0.0463856708146477,0.0362481191793552,0.043386640969695,0,0.0358300882384936,0,0.16351167953497
"AD96","AD96","AD96_1",0.0163283093908955,2,0.991768080811018,0,0,0,0,0.00823191918898167,0,0
"AE81","AE81","AE81_1",0.0911504996161365,3,0.95260556118476,0,0,0.0352952530432685,0,0,0,0.0120991857719719
"AE82","AE82","AE82_1",0.364723066132677,3,0.768428577842785,0,0,0.207499647144341,0,0.0240717750128736,0,0
"AE83","AE83","AE83_1",0.383168352140171,4,0.766411021571138,0,0,0.158119347523059,0,0.0123039307286729,0,0.0631657001771302
"AE90","AE90","AE90_1",0.495336796858299,4,0.666455108232159,0.0487093341805405,0,0.23612622340676,0,0,0,0.0487093341805405
"AE91","AE91","AE91_1",0.331416580006577,4,0.807882877651956,0.0243546670900876,0,0.108815195264116,0,0,0,0.0589472599938402
"AE92","AE92","AE92_1",0.240935681491997,4,0.862828183756253,0,0,0.0864679789863957,0,0.0486862810965424,0,0.00201755616080884
"AE93","AE93","AE93_1",0.621691950187603,5,0.527568902543729,0,0.164776611581978,0.267973353628069,0,0.0184453502582338,0,0.0212357819879909
"AE94","AE94","AE94_1",0.756679131484106,6,0.0695085987243568,0.0730640012684725,0.245253799657739,0.375251820547168,0,0.0730640012684725,0,0.163857778533791
"AE95","AE95","AE95_1",0.732970374468581,5,0.153950069243348,0,0.404580547734799,0.2047691509229,0,0.0487093341811538,0,0.187990897917799
"AE96","AE96","AE96_1",0.761504054704857,6,0.31865411933542,0.0232868478271317,0.19904061933138,0.237909668925871,0,0.196754077490452,0,0.0243546670897447
"AE97","AE97","AE97_1",0.768620653373905,6,0.234590484599774,0.0334407731488741,0.0474534900703358,0.294391643590816,0.265663485452003,0.124460123138197,0,0
"AE98","AE98","AE98_1",0.736490545700444,6,0.378720762909835,0.036043720626647,0,0.280608480392262,0.177647357173422,0.0585630043599876,0,0.0684166745378464
"AE99","AE99","AE99_1",0.25982088953672,4,0.855593202455727,0,0,0.0469881291861519,0,0.0243546670895302,0,0.0730640012685907
"AF81","AF81","AF81_1",0.542041051569938,4,0.620574202480835,0,0,0.233454083847035,0,0.0851631910489606,0,0.0608085226231695
"AF82","AF82","AF82_1",0.364014863454494,3,0.768508775964087,0,0,0.211848399256095,0,0.0196428247798178,0,0
"AF90","AF90","AF90_1",0.100895230182079,3,0.947453881511191,0,0,0.0210116457851128,0,0.0315344727036963,0,0
"AF91","AF91","AF91_1",0.485432138107201,5,0.048515392319355,0,0,0.676821502493962,0.155321044167828,0.107086579036576,0,0.0122554819822801
"AF92","AF92","AF92_1",0.440558857035078,3,0,0,0,0.696897430094562,0.128780239979252,0.174322329926185,0,0
"AF93","AF93","AF93_1",0.456261358047516,4,0.0971913647341833,0,0,0.701720201338416,0.0806025310869514,0.12048590284045,0,0
"AF94","AF94","AF94_1",0.654479600749046,3,0.432475312495405,0,0,0.263099871933481,0.298336148798784,0.00608866677233008,0,0
"AF95","AF95","AF95_1",0.575343714499169,5,0.546710118086632,0,0,0.349062980493874,0.0220310037221919,0.0463856708121011,0,0.0358102268852017
"AF96","AF96","AF96_1",0.610155502954433,4,0.546710118086649,0,0,0.252884950173074,0.0413778219260443,0,0,0.159027109814233
"AF97","AF97","AF97_1",0.474917151687391,5,0.675447974675482,0,0,0.255842963185316,0.00268418551038751,0.0110155018608449,0,0.0550093747679707
"AF98","AF98","AF98_1",0.464712421207272,3,0.691863212697824,0,0,0.221665486279843,0,0,0,0.0864713010223335
"AF99","AF99","AF99_1",0.474758153387068,2,0.612342882758393,0,0,0.387657117241607,0,0,0,0
"BC10","BC10","BC10_1",0.595505549096321,5,0.159246105920701,0,0,0.411457968206845,0.0744125014939774,0.257464753724383,0,0.0974186706540939
"BC11","BC11","BC11_1",0.546799254461468,4,0.596537759574353,0,0,0.257758363356234,0,0.0969945417455595,0,0.048709335323853
"BC20","BC20","BC20_1",0.75369206484551,6,0,0.00543142722909764,0.229882244893078,0.0543837498299692,0.353208044589856,0.202912706972045,0,0.154181826485954
"BC21","BC21","BC21_1",0.689908880456291,6,0.000498452931751062,0,0.0834584985144627,0.259555293773208,0.436564417651838,0.203622491358314,0,0.0163008457704262
"BC22","BC22","BC22_1",0.628863941498801,4,0.358421419739082,0,0,0.468325208925642,0.144337033822821,0.028916337512455,0,0
"BC23","BC23","BC23_1",0.236587864242912,4,0.866329110387072,0,0,0.111618687716774,0.0204936456712698,0.00155855622488421,0,0
"BC30","BC30","BC30_1",0.250445664164378,3,0,0.121879289794346,0.85688315468945,0,0,0.0212375555162041,0,0
"BC31","BC31","BC31_1",0.540072795191187,5,0,0.0391467763495599,0.648477699454678,0.156855622600465,0.0911844471039307,0.0643354544913657,0,0
"BC32","BC32","BC32_1",0.679787461262237,4,0,0,0.315541611290894,0.182128609520623,0.41303556023193,0.0892942189565536,0,0
"BC33","BC33","BC33_1",0.6434092761478,4,0.107349511135624,0,0,0.329435791324981,0.462620738298279,0.100593959241116,0,0
"BC34","BC34","BC34_1",0.390122416826543,4,0.765031237684855,0,0,0.094630230697258,0.114629039926166,0.0257094916917212,0,0
"BC40","BC40","BC40_1",0.155340491034104,2,0,0.0848738089653363,0.915126191034664,0,0,0,0,0
"BC41","BC41","BC41_1",0.478571105804336,2,0,0.396489386544993,0.603510613455007,0,0,0,0,0
"BC42","BC42","BC42_1",0.219805384236555,5,0,0.045961484495204,0.87965114728209,0.00543741713527093,0.0110524261757887,0.057897524911646,0,0
"BC43","BC43","BC43_1",0.674901705732427,5,0,0,0.178747751098121,0.0514605518786043,0.503002375537109,0.104435591895765,0,0.162353729590401
"BC44","BC44","BC44_1",0.668385114668699,6,0.137827108579885,0,0.00255678731890827,0.366993160831666,0.415713124655777,0.0444262095937246,0,0.0324836090200385
"BC45","BC45","BC45_1",0.441293153790489,2,0.679573180419439,0,0,0.310055027688158,0,0.0103717918924028,0,0
"BC50","BC50","BC50_1",0.662769755139725,5,0.312119645273173,0.0974186720438042,0.471301388764753,0,0,0.0361644753147433,0,0.082995818603526
"BC51","BC51","BC51_1",0.589488272496726,5,0.311820810003199,0.0775932457830977,0.551944793614417,0,0,0.0504907275334045,0,0.00815042306588229
"BC52","BC52","BC52_1",0.485280040340072,5,0.0250477079830237,0.240429564880964,0.674088165061542,0,0.0358003979050109,0.0246341641694599,0,0
"BC53","BC53","BC53_1",0.476955922497581,4,0,0.101869109892906,0.683514982377652,0.00137392512027463,0.213241982609168,0,0,0
"BC54","BC54","BC54_1",0.753401808141167,6,0,0.00951001994633482,0.185202355770386,0.0920375396111083,0.380266684018824,0.186855392596871,0,0.146128008056477
"BC55","BC55","BC55_1",0.670313814489396,5,0,0.00855788797426621,0.157880139762441,0.478804956903946,0.107329005468121,0.247428009891226,0,0
"BC56","BC56","BC56_1",0.386665979250559,6,0.773444960339155,0.0243546680093963,0.0169315921368592,0.100472790860552,0,0.0261548395412937,0,0.0586411491127447
"BC60","BC60","BC60_1",0.0926734719016129,2,0,0.0487093352957614,0.951290664704239,0,0,0,0,0
"BC61","BC61","BC61_1",0.324834595845448,4,0.813375649124581,0,0.0522262740536823,0,0,0.0369794062365865,0,0.0974186705851503
"BC62","BC62","BC62_1",0.631948624410224,4,0.419785258138022,0.418096200742103,0.125139134882386,0,0,0.0369794062374888,0,0
"BC63","BC63","BC63_1",0.213983101362365,2,0,0.121835420327581,0.878164579672419,0,0,0,0,0
"BC64","BC64","BC64_1",0.421723465665492,5,0,0.0229735896390526,0.740947505070021,0.123753837139164,0.0157967798002267,0.0965282883515356,0,0
"BC65","BC65","BC65_1",0.73784718151351,6,0.114530050513057,0.0157967798011419,0.351807972777676,0.260192893053685,0.0487093352958359,0.208962968558604,0,0
"BC70","BC70","BC70_1",0.265530668714558,5,0.0122005517243808,0,0.852167099691532,0.073064003025229,0,0.0517287876611988,0,0.0108395578976593
"BC71","BC71","BC71_1",0.652467623791772,5,0.521968010654431,0.0974186706939372,0.197039722044869,0,0,0.157857935110041,0,0.0257156614967221
"BC72","BC72","BC72_1",0.63242295935351,6,0.554653957726629,0.109148599765803,0.201666507720864,0.0662791442520898,0,0.0195424551863951,0,0.0487093353482197
"BC73","BC73","BC73_1",0.379532457563268,4,0.00813370114941463,0,0.765568256027276,0.0554941940851705,0,0.170803848738138,0,0
"BC74","BC74","BC74_1",0.351726122094395,4,0,0,0.789528280327533,0.145177515211902,0.035643685422409,0.0296505190381563,0,0
