atlas,period,survey,site,X,Y,bioregion,nearest_distance,second_distance,assignment_margin,low_confidence,reference_cluster,validation_match
1,1970s,BF95_1,BF95,497500.0442688116,6177499.79959253,Cluster 3,0.09053316960088012,0.16419205600229428,0.07365888640141416,FALSE,Cluster 3,TRUE
1,1970s,BF97_1,BF97,497500.0556179109,6187499.799593099,Cluster 3,0.08828811282874068,0.1567757997127852,0.06848768688404454,FALSE,Cluster 3,TRUE
1,1970s,BF98_1,BF98,497500.0426321929,6192499.743392498,Cluster 3,0.11818828287031376,0.23469443811849652,0.11650615524818277,FALSE,Cluster 3,TRUE
1,1970s,BF99_1,BF99,497500.03818358126,6197499.723877846,Cluster 3,0.09132365921904,0.18663063290656826,0.09530697368752826,FALSE,Cluster 3,TRUE
1,1970s,BG27_1,BG27,462500.03912906913,6137499.887313023,Cluster 1,0.1168755380389177,0.17656213283925576,0.059686594800338055,FALSE,Cluster 1,TRUE
1,1970s,BG28_1,BG28,462500.0656512389,6142499.951349777,Cluster 1,0.12940751784835589,0.16214323547510753,0.03273571762675165,FALSE,Cluster 1,TRUE
1,1970s,BG29_1,BG29,462500.0848712415,6147499.9416772155,Cluster 1,0.1345084666456963,0.1923171551679819,0.0578086885222856,FALSE,Cluster 1,TRUE
1,1970s,BG30_1,BG30,467499.9967437505,6102499.680064469,Cluster 1,0.17726835711439545,0.2555353677607161,0.07826701064632066,FALSE,Cluster 1,TRUE
1,1970s,BG31_1,BG31,467499.9036355267,6107499.750328558,Cluster 1,0.16199165678510932,0.24733359091107737,0.08534193412596805,FALSE,Cluster 1,TRUE
1,1970s,BG32_1,BG32,467499.9121467563,6112499.746075479,Cluster 1,0.18166773515776338,0.27336961954223604,0.09170188438447266,FALSE,Cluster 1,TRUE
1,1970s,BG33_1,BG33,467499.8958406751,6117499.779495673,Cluster 1,0.3630657154922603,0.47354837806783767,0.11048266257557737,FALSE,Cluster 1,TRUE
1,1970s,BG39_1,BG39,467500.05551854515,6147499.874007825,Cluster 3,0.1162893827077236,0.12942192728611004,0.013132544578386446,FALSE,Cluster 3,TRUE
1,1970s,BC30_1,BC30,467500.03225555073,6302499.688678854,Cluster 3,0.09859600388998192,0.11675251063172942,0.0181565067417475,FALSE,Cluster 3,TRUE
1,1970s,BG41_1,BG41,472499.9268347365,6107499.810952676,Cluster 1,0.16158932771764548,0.16538034012352756,0.003791012405882088,TRUE,Cluster 1,TRUE
1,1970s,BG42_1,BG42,472499.93091908237,6112499.750577684,Cluster 1,0.13654906064602387,0.21847956298467647,0.0819305023386526,FALSE,Cluster 1,TRUE
1,1970s,BG43_1,BG43,472499.9588106177,6117499.838705269,Cluster 1,0.20961718922191214,0.2937717908388527,0.08415460161694055,FALSE,Cluster 1,TRUE
1,1970s,BG45_1,BG45,472500.0200716098,6127499.904365897,Cluster 1,0.24383716072739722,0.37659318637277267,0.13275602564537545,FALSE,Cluster 1,TRUE
1,1970s,BG49_1,BG49,472500.049228468,6147499.927300755,Cluster 1,0.08596463166516069,0.17387128798712354,0.08790665632196284,FALSE,Cluster 1,TRUE
1,1970s,BG50_1,BG50,477499.9973141816,6102499.728152928,Cluster 3,0.13117915467146304,0.14667481137323304,0.01549565670177,FALSE,Cluster 3,TRUE
1,1970s,AD93_1,AD93,447499.9924736935,6267499.595406948,Cluster 1,0.11498566047369202,0.24327103794455573,0.12828537747086372,FALSE,Cluster 1,TRUE
1,1970s,BC31_1,BC31,467500.0700814336,6307499.683991895,Cluster 3,0.09759635423600285,0.1288712402132385,0.031274885977235656,FALSE,Cluster 3,TRUE
1,1970s,BG54_1,BG54,477500.0126907495,6122499.818980278,Cluster 1,0.15297736647503088,0.22816490472912648,0.0751875382540956,FALSE,Cluster 1,TRUE
1,1970s,BG55_1,BG55,477500.03509173164,6127499.82340314,Cluster 1,0.13202404270437165,0.18865665749703844,0.05663261479266679,FALSE,Cluster 1,TRUE
1,1970s,BG57_1,BG57,477500.0412068564,6137499.9440165525,Cluster 1,0.21740259887431168,0.3134594469271678,0.09605684805285614,FALSE,Cluster 1,TRUE
1,1970s,BG58_1,BG58,477500.0244174642,6142499.837590013,Cluster 1,0.10908875779351444,0.1783207550076451,0.06923199721413066,FALSE,Cluster 1,TRUE
1,1970s,BG60_1,BG60,482499.9798820725,6102499.8077321,Cluster 1,0.12333548316701219,0.13340023577268292,0.010064752605670732,TRUE,Cluster 1,TRUE
1,1970s,BG61_1,BG61,482499.98409018014,6107499.848415741,Cluster 1,0.10968581029344845,0.18125538418083448,0.07156957388738602,FALSE,Cluster 1,TRUE
1,1970s,BG62_1,BG62,482499.97930829576,6112499.815047499,Cluster 1,0.12336823341565827,0.19084714055564653,0.06747890713998826,FALSE,Cluster 1,TRUE
1,1970s,BC32_1,BC32,467500.03942602925,6312499.716500132,Cluster 3,0.11476719642722874,0.16239822528501163,0.04763102885778289,FALSE,Cluster 3,TRUE
1,1970s,BG63_1,BG63,482500.02986176877,6117499.818634525,Cluster 1,0.13629512757183015,0.14014159272106952,0.0038464651492393642,TRUE,Cluster 1,TRUE
1,1970s,BG64_1,BG64,482500.00862455415,6122499.859659715,Cluster 3,0.11024973671603651,0.12167962484058678,0.011429888124550272,FALSE,Cluster 3,TRUE
1,1970s,BG65_1,BG65,482500.0426166273,6127499.826312609,Cluster 2,0.1090755926901149,0.11749353673128365,0.00841794404116876,TRUE,Cluster 2,TRUE
1,1970s,BG66_1,BG66,482500.00588300487,6132499.941644865,Cluster 1,0.10197335285993306,0.18701962947663894,0.08504627661670588,FALSE,Cluster 1,TRUE
1,1970s,BG67_1,BG67,482500.02427016397,6137499.871273607,Cluster 3,0.09257840990132926,0.1500884113533739,0.05751000145204463,FALSE,Cluster 3,TRUE
1,1970s,BG68_1,BG68,482500.03539951664,6142499.837998828,Cluster 3,0.09356372952719212,0.17929194397768064,0.08572821445048852,FALSE,Cluster 3,TRUE
1,1970s,BG69_1,BG69,482500.039511587,6147499.841798756,Cluster 3,0.09896543046236198,0.13362462637762149,0.03465919591525951,FALSE,Cluster 3,TRUE
1,1970s,BG70_1,BG70,487500.0348421291,6102499.812978593,Cluster 3,0.10717141877733509,0.1317052300368669,0.024533811259531815,FALSE,Cluster 3,TRUE
1,1970s,BG71_1,BG71,487499.98586005956,6107499.825717422,Cluster 3,0.09916204462070775,0.11892407549629196,0.019762030875584202,FALSE,Cluster 3,TRUE
1,1970s,BG72_1,BG72,487500.04020037403,6112499.875297073,Cluster 2,0.11877507821502088,0.1285494709350827,0.009774392720061822,TRUE,Cluster 2,TRUE
1,1970s,BC33_1,BC33,467500.06162332307,6317499.67391025,Cluster 3,0.14989340714319663,0.15620071788712458,0.006307310743927957,TRUE,Cluster 3,TRUE
1,1970s,BG73_1,BG73,487500.0064094621,6117499.850954274,Cluster 2,0.09385524415808887,0.1288173584692995,0.03496211431121064,FALSE,Cluster 2,TRUE
1,1970s,BG74_1,BG74,487500.0124000873,6122499.863588602,Cluster 3,0.1022947598059247,0.108940180332707,0.0066454205267822974,TRUE,Cluster 3,TRUE
1,1970s,BG75_1,BG75,487500.058190043,6127499.913178598,Cluster 3,0.1013713810428932,0.10154422419376141,1.7284315086821267e-4,TRUE,Cluster 3,TRUE
1,1970s,BG76_1,BG76,487500.01661631186,6132499.888778622,Cluster 1,0.14200719803599407,0.1528370336344505,0.010829835598456433,FALSE,Cluster 1,TRUE
1,1970s,BG79_1,BG79,487500.069157074,6147499.925851864,Cluster 3,0.10693497980708196,0.12577274050479786,0.018837760697715908,FALSE,Cluster 3,TRUE
1,1970s,BG80_1,BG80,492500.05033699406,6102499.744442296,Cluster 2,0.12308584583013076,0.13683169232937561,0.01374584649924486,FALSE,Cluster 2,TRUE
1,1970s,BG81_1,BG81,492500.01211780054,6107499.849601752,Cluster 2,0.14223297011277972,0.14632547807520035,0.004092507962420638,TRUE,Cluster 2,TRUE
1,1970s,BG82_1,BG82,492500.06132339203,6112499.880421333,Cluster 3,0.14492338143332997,0.15085888016488122,0.0059354987315512475,TRUE,Cluster 3,TRUE
1,1970s,BC34_1,BC34,467500.01645873167,6322499.668462578,Cluster 3,0.09575176692320578,0.21379838551501698,0.1180466185918112,FALSE,Cluster 3,TRUE
1,1970s,BG83_1,BG83,492500.0068079907,6117499.837203838,Cluster 2,0.10078805892767644,0.13482167233186437,0.03403361340418794,FALSE,Cluster 2,TRUE
1,1970s,BG84_1,BG84,492500.03992750257,6122499.830883491,Cluster 3,0.09234566585507258,0.10561844347476246,0.013272777619689882,FALSE,Cluster 3,TRUE
1,1970s,BG85_1,BG85,492500.03347061033,6127499.861656778,Cluster 1,0.13620164645844704,0.15642203878310232,0.02022039232465528,FALSE,Cluster 1,TRUE
1,1970s,BG86_1,BG86,492500.0510949549,6132499.929393534,Cluster 3,0.08295556248887075,0.1192112091954623,0.03625564670659155,FALSE,Cluster 3,TRUE
1,1970s,BG87_1,BG87,492500.02925978525,6137499.922894773,Cluster 3,0.10794000663043485,0.1558534922909353,0.047913485660500466,FALSE,Cluster 3,TRUE
1,1970s,BG89_1,BG89,492500.05814519007,6147499.909344381,Cluster 3,0.08973003614660686,0.14401163712245035,0.05428160097584349,FALSE,Cluster 3,TRUE
1,1970s,BG90_1,BG90,497500.04236272007,6102499.824620573,Cluster 2,0.11037546912900277,0.14816273015312942,0.03778726102412665,FALSE,Cluster 2,TRUE
1,1970s,BG91_1,BG91,497500.01451139763,6107499.808974277,Cluster 2,0.11681831917686489,0.12586185817171186,0.009043538994846972,TRUE,Cluster 2,TRUE
1,1970s,BG92_1,BG92,497500.05856603594,6112499.830354991,Cluster 2,0.1448876571610633,0.15744272824980515,0.012555071088741848,FALSE,Cluster 2,TRUE
1,1970s,BC40_1,BC40,472500.05137193855,6302499.68679326,Cluster 1,0.18931775044409258,0.1927256093795244,0.003407858935431829,TRUE,Cluster 1,TRUE
1,1970s,BG93_1,BG93,497500.04702172836,6117499.888816063,Cluster 2,0.11941561559585774,0.15055018439418855,0.031134568798330806,FALSE,Cluster 2,TRUE
1,1970s,BG94_1,BG94,497500.04360713303,6122499.873015075,Cluster 3,0.13118256715370052,0.16824020718003138,0.03705764002633086,FALSE,Cluster 3,TRUE
1,1970s,BG95_1,BG95,497500.0483908097,6127499.894213497,Cluster 3,0.12266019129114777,0.14012177766216422,0.01746158637101644,FALSE,Cluster 3,TRUE
1,1970s,BG96_1,BG96,497500.0613110999,6132499.841104226,Cluster 3,0.07155302731009677,0.14728658366834743,0.07573355635825066,FALSE,Cluster 3,TRUE
1,1970s,BG98_1,BG98,497500.04848340026,6142499.845767268,Cluster 3,0.09895402060702815,0.12302709006634543,0.02407306945931728,FALSE,Cluster 3,TRUE
1,1970s,BG99_1,BG99,497500.0228864452,6147499.903496731,Cluster 3,0.08364064234110222,0.11597230469026036,0.032331662349158144,FALSE,Cluster 3,TRUE
1,1970s,BH57_1,BH57,477500.0575189135,6087499.717403076,Cluster 1,0.15485709475888498,0.2675586153165348,0.11270152055764981,FALSE,Cluster 1,TRUE
1,1970s,BH58_1,BH58,477500.0309492611,6092499.683684505,Cluster 1,0.12464816134836505,0.21631677099453006,0.09166860964616501,FALSE,Cluster 1,TRUE
1,1970s,BC41_1,BC41,472500.0641984955,6307499.732148187,Cluster 3,0.19518262119523708,0.2016455714690602,0.006462950273823126,TRUE,Cluster 3,TRUE
1,1970s,BH59_1,BH59,477500.0107989607,6097499.687274866,Cluster 3,0.12039873861454092,0.1256199085100285,0.005221169895487571,TRUE,Cluster 3,TRUE
1,1970s,BH66_1,BH66,482500.0001891313,6082499.794663963,Cluster 1,0.11808431273248114,0.22083769327214317,0.10275338053966203,FALSE,Cluster 1,TRUE
1,1970s,BH67_1,BH67,482500.0408449325,6087499.686214566,Cluster 1,0.0964572655314312,0.19579152830247132,0.09933426277104011,FALSE,Cluster 1,TRUE
1,1970s,BH68_1,BH68,482500.0724313329,6092499.726358123,Cluster 1,0.10894635923591943,0.13413725702558768,0.02519089778966825,FALSE,Cluster 1,TRUE
1,1970s,BH69_1,BH69,482500.03038015234,6097499.692768536,Cluster 2,0.12197367974246703,0.14793817474980672,0.02596449500733969,FALSE,Cluster 2,TRUE
1,1970s,BH76_1,BH76,487500.048187175,6082499.800443771,Cluster 1,0.15769224895213713,0.24214392172087298,0.08445167276873586,FALSE,Cluster 1,TRUE
1,1970s,BH77_1,BH77,487500.03415061906,6087499.77562375,Cluster 1,0.15143924166276931,0.16438201906238006,0.01294277739961075,FALSE,Cluster 1,TRUE
1,1970s,BH78_1,BH78,487500.0592190939,6092499.787910184,Cluster 2,0.09567184820383066,0.13677236570889736,0.0411005175050667,FALSE,Cluster 2,TRUE
1,1970s,BH79_1,BH79,487500.0591634151,6097499.726182375,Cluster 2,0.12322942004001962,0.14143134626652254,0.01820192622650292,FALSE,Cluster 2,TRUE
1,1970s,BH86_1,BH86,492500.0572634925,6082499.806664651,Cluster 1,0.13313611447380222,0.20723214384199476,0.07409602936819254,FALSE,Cluster 1,TRUE
1,1970s,BH87_1,BH87,492500.0521481735,6087499.763193937,Cluster 2,0.1161168456985142,0.1785402187648075,0.062423373066293295,FALSE,Cluster 2,TRUE
1,1970s,BH88_1,BH88,492500.0706003756,6092499.756857703,Cluster 2,0.10120003558520536,0.13388467513669922,0.03268463955149385,FALSE,Cluster 2,TRUE
1,1970s,BH89_1,BH89,492500.0486974856,6097499.7877438655,Cluster 1,0.13706022454339345,0.1502130334698511,0.013152808926457649,FALSE,Cluster 1,TRUE
1,1970s,BH96_1,BH96,497500.0428692315,6082499.813263592,Cluster 3,0.13937346269419168,0.16309866466779355,0.023725201973601867,FALSE,Cluster 3,TRUE
1,1970s,BH97_1,BH97,497500.0466593011,6087499.76039121,Cluster 2,0.09812144627205774,0.13157144627364048,0.03345000000158274,FALSE,Cluster 2,TRUE
1,1970s,BH98_1,BH98,497500.05847944214,6092499.74466746,Cluster 3,0.14789429394362485,0.15571931793884158,0.007825023995216729,TRUE,Cluster 3,TRUE
1,1970s,BH99_1,BH99,497500.0144000943,6097499.766108859,Cluster 2,0.1345021060336835,0.20274157799530867,0.06823947196162516,FALSE,Cluster 2,TRUE
1,1970s,CC04_1,CC04,502500.0151027321,6322499.626328963,Cluster 1,0.2122417491675714,0.3391997063307319,0.12695795716316047,FALSE,Cluster 1,TRUE
1,1970s,BC43_1,BC43,472500.07431792136,6317499.709834675,Cluster 3,0.13860964825844285,0.14878894568666184,0.010179297428218992,TRUE,Cluster 3,TRUE
1,1970s,CC05_1,CC05,502500.0189406716,6327499.550508512,Cluster 1,0.22775521332272775,0.36555590016132766,0.13780068683859992,FALSE,Cluster 1,TRUE
1,1970s,CC06_1,CC06,502500.0141727327,6332499.622039415,Cluster 1,0.10446584098100328,0.17316965878239382,0.06870381780139054,FALSE,Cluster 1,TRUE
1,1970s,CD00_1,CD00,502500.05650963914,6252499.699439128,Cluster 3,0.06808216109639482,0.13590304244071966,0.06782088134432483,FALSE,Cluster 3,TRUE
1,1970s,CD01_1,CD01,502500.0548085185,6257499.673018353,Cluster 3,0.086236743651492,0.1292576511362611,0.04302090748476908,FALSE,Cluster 3,TRUE
1,1970s,CD02_1,CD02,502500.0449077099,6262499.682977954,Cluster 3,0.08688392146632598,0.10532082719184395,0.01843690572551797,FALSE,Cluster 3,TRUE
1,1970s,CD03_1,CD03,502500.0268036657,6267499.729294267,Cluster 2,0.11642182791250531,0.12508016487424398,0.008658336961738664,TRUE,Cluster 2,TRUE
1,1970s,CD04_1,CD04,502500.06196320115,6272499.700669883,Cluster 2,0.08830960230174745,0.1250876862144695,0.036778083912722054,FALSE,Cluster 2,TRUE
1,1970s,CD05_1,CD05,502500.0274329878,6277499.708317954,Cluster 3,0.09699989607723136,0.15247312905192326,0.055473232974691894,FALSE,Cluster 3,TRUE
1,1970s,CD06_1,CD06,502500.04595014855,6282499.752284697,Cluster 3,0.08525023344446167,0.17311618107288734,0.08786594762842567,FALSE,Cluster 3,TRUE
1,1970s,CD07_1,CD07,502500.0561681533,6287499.721199877,Cluster 3,0.11544957200078462,0.18581783645369265,0.07036826445290803,FALSE,Cluster 3,TRUE
1,1970s,BC44_1,BC44,472500.07316175365,6322499.753427244,Cluster 1,0.133246333896193,0.18186592540647548,0.04861959151028247,FALSE,Cluster 1,TRUE
1,1970s,CD08_1,CD08,502499.9969046276,6292499.726313779,Cluster 1,0.10908574539272047,0.11236421341189345,0.0032784680191729892,TRUE,Cluster 1,TRUE
1,1970s,CD09_1,CD09,502499.9905232744,6297499.656359702,Cluster 1,0.11299504973412101,0.1200411216648708,0.007046071930749784,TRUE,Cluster 1,TRUE
1,1970s,CE00_1,CE00,502500.06152683037,6202499.744005174,Cluster 3,0.13563704908710733,0.1451896389767047,0.009552589889597368,TRUE,Cluster 3,TRUE
1,1970s,CE01_1,CE01,502500.0785219833,6207499.797640791,Cluster 3,0.1228091561532551,0.21219010213463782,0.08938094598138271,FALSE,Cluster 3,TRUE
1,1970s,CE02_1,CE02,502500.02528104605,6212499.776561091,Cluster 1,0.1325765578766213,0.13991900178825095,0.007342443911629665,TRUE,Cluster 1,TRUE
1,1970s,CE03_1,CE03,502500.0263673985,6217499.792110339,Cluster 3,0.03556280024157289,0.17034694012427304,0.13478413988270016,FALSE,Cluster 3,TRUE
1,1970s,CE04_1,CE04,502500.08162276645,6222499.732965122,Cluster 3,0.09086414188357672,0.2089292404139406,0.11806509853036387,FALSE,Cluster 3,TRUE
1,1970s,CE05_1,CE05,502500.0666420697,6227499.710331745,Cluster 3,0.11893107655341921,0.22986442397497978,0.11093334742156057,FALSE,Cluster 3,TRUE
1,1970s,CE06_1,CE06,502500.04362767225,6232499.724222039,Cluster 3,0.11565475275902502,0.24854707911079274,0.13289232635176773,FALSE,Cluster 3,TRUE
1,1970s,CE07_1,CE07,502500.07449190767,6237499.774647816,Cluster 3,0.05045147408214829,0.18911987800742036,0.13866840392527208,FALSE,Cluster 3,TRUE
1,1970s,BC45_1,BC45,472500.04746136797,6327499.722303724,Cluster 1,0.16306294464003132,0.18685764090012255,0.02379469626009123,FALSE,Cluster 1,TRUE
1,1970s,CE08_1,CE08,502500.0353899611,6242499.750212144,Cluster 3,0.08986865665898741,0.19845062845528974,0.10858197179630233,FALSE,Cluster 3,TRUE
1,1970s,CE09_1,CE09,502500.05001462775,6247499.762263852,Cluster 3,0.03851270448219493,0.15696812432488141,0.11845541984268648,FALSE,Cluster 3,TRUE
1,1970s,CF02_1,CF02,502500.07869880326,6162499.857095068,Cluster 3,0.10096002638525865,0.1867170863305688,0.08575705994531015,FALSE,Cluster 3,TRUE
1,1970s,CF03_1,CF03,502500.03324409283,6167499.839482369,Cluster 3,0.11685105177377399,0.13890684035574344,0.02205578858196945,FALSE,Cluster 3,TRUE
1,1970s,CF04_1,CF04,502500.04300302034,6172499.747412451,Cluster 3,0.063080686790109,0.1310919656118431,0.0680112788217341,FALSE,Cluster 3,TRUE
1,1970s,CF05_1,CF05,502500.04484904365,6177499.803412706,Cluster 3,0.05873797844319222,0.17600125100854563,0.1172632725653534,FALSE,Cluster 3,TRUE
1,1970s,CF06_1,CF06,502500.0389016604,6182499.78487528,Cluster 3,0.08968855050288699,0.16704179097711466,0.07735324047422767,FALSE,Cluster 3,TRUE
1,1970s,CF07_1,CF07,502500.0250959793,6187499.803070416,Cluster 3,0.03904293025056842,0.14653727875733702,0.1074943485067686,FALSE,Cluster 3,TRUE
1,1970s,CF08_1,CF08,502500.0660579465,6192499.746714847,Cluster 3,0.09450855841727006,0.15338950230260914,0.058880943885339085,FALSE,Cluster 3,TRUE
1,1970s,AD94_1,AD94,447499.9570043505,6272499.676545255,Cluster 1,0.14619880115749734,0.2792836225585232,0.13308482140102584,FALSE,Cluster 1,TRUE
1,1970s,BC50_1,BC50,477500.03517784266,6302499.666388486,Cluster 1,0.08864626734313405,0.12697692637127356,0.03833065902813951,FALSE,Cluster 1,TRUE
1,1970s,CF09_1,CF09,502500.0365151213,6197499.727010743,Cluster 3,0.07313298878853228,0.18679062440544505,0.11365763561691278,FALSE,Cluster 3,TRUE
1,1970s,CB80_1,CB80,542499.6620958119,6352499.629923955,Cluster 3,0.13569353344138382,0.19062680864245848,0.05493327520107466,FALSE,Cluster 3,TRUE
1,1970s,CB81_1,CB81,542499.628879245,6357499.699695451,Cluster 3,0.1758558077266277,0.18238590154727818,0.006530093820650479,TRUE,Cluster 3,TRUE
1,1970s,CB93_1,CB93,547499.6398579371,6367499.76725467,Cluster 3,0.10647719052948362,0.2116437764884759,0.10516658595899228,FALSE,Cluster 3,TRUE
1,1970s,BC51_1,BC51,477500.0219923793,6307499.660629535,Cluster 3,0.14105324400294178,0.14811540341320387,0.007062159410262087,TRUE,Cluster 3,TRUE
1,1970s,CC14_1,CC14,507499.94254047045,6322499.647839415,Cluster 1,0.32371518023236867,0.4743772059231218,0.15066202569075315,FALSE,Cluster 1,TRUE
1,1970s,CC15_1,CC15,507499.9713143852,6327499.582203945,Cluster 1,0.1297593672992913,0.13602472376277244,0.006265356463481142,TRUE,Cluster 1,TRUE
1,1970s,CC16_1,CC16,507499.97378503287,6332499.552584106,Cluster 3,0.09418379519338206,0.16114099655794636,0.0669572013645643,FALSE,Cluster 3,TRUE
1,1970s,CC20_1,CC20,512499.9740781955,6302499.678350093,Cluster 3,0.11658531452327509,0.1173507568240868,7.654423008117139e-4,TRUE,Cluster 3,TRUE
1,1970s,CC23_1,CC23,512499.9200418585,6317499.662266049,Cluster 1,0.12299506769296667,0.2144749625463444,0.09147989485337774,FALSE,Cluster 1,TRUE
1,1970s,CC24_1,CC24,512499.9569946417,6322499.581005044,Cluster 1,0.11094639860412829,0.14550797344493413,0.03456157484080584,FALSE,Cluster 1,TRUE
1,1970s,BC52_1,BC52,477500.0270955203,6312499.691159323,Cluster 3,0.10462790868655429,0.14885793654691562,0.04423002786036133,FALSE,Cluster 3,TRUE
1,1970s,CC25_1,CC25,512499.94971320574,6327499.647067015,Cluster 3,0.09182453006938107,0.1193087345697222,0.027484204500341128,FALSE,Cluster 3,TRUE
1,1970s,CC26_1,CC26,512499.89918050665,6332499.526474841,Cluster 3,0.10135902136597802,0.18869983149609185,0.08734081013011383,FALSE,Cluster 3,TRUE
1,1970s,CC30_1,CC30,517499.937743111,6302499.734448258,Cluster 3,0.10099798739011935,0.1126049493545501,0.011606961964430743,FALSE,Cluster 3,TRUE
1,1970s,CC31_1,CC31,517499.9573913391,6307499.68638883,Cluster 3,0.09735687053080508,0.11459207598462764,0.017235205453822566,FALSE,Cluster 3,TRUE
1,1970s,CC33_1,CC33,517499.9351837722,6317499.698844893,Cluster 1,0.14673625244937016,0.18995510678644534,0.043218854337075174,FALSE,Cluster 1,TRUE
1,1970s,CC34_1,CC34,517499.8934505895,6322499.647993909,Cluster 3,0.11794511906332951,0.23574587372746159,0.11780075466413208,FALSE,Cluster 3,TRUE
1,1970s,CC35_1,CC35,517499.91156198527,6327499.6336058555,Cluster 3,0.05702558707718214,0.16656005543743696,0.10953446836025482,FALSE,Cluster 3,TRUE
1,1970s,CC36_1,CC36,517499.868461167,6332499.543827721,Cluster 1,0.12228620186278491,0.1385070621330098,0.0162208602702249,FALSE,Cluster 1,TRUE
1,1970s,CC40_1,CC40,522499.9010986991,6302499.772105485,Cluster 1,0.1042603218648112,0.11377190368039017,0.00951158181557897,TRUE,Cluster 1,TRUE
1,1970s,BC53_1,BC53,477500.050134716,6317499.646637439,Cluster 3,0.0563594789881674,0.15656975818250346,0.10021027919433606,FALSE,Cluster 3,TRUE
1,1970s,CC41_1,CC41,522499.8946037454,6307499.76462174,Cluster 3,0.08780346189654871,0.1157563338688419,0.027952871972293195,FALSE,Cluster 3,TRUE
1,1970s,CC44_1,CC44,522499.89160933683,6322499.626510591,Cluster 3,0.1325605316212922,0.1503281208178214,0.01776758919652921,FALSE,Cluster 3,TRUE
1,1970s,CC45_1,CC45,522499.87422067544,6327499.653039125,Cluster 3,0.0886836865969096,0.2066828968651682,0.11799921026825859,FALSE,Cluster 3,TRUE
1,1970s,CC46_1,CC46,522499.83866884856,6332499.604435725,Cluster 2,0.1314485704034868,0.15379026013494207,0.022341689731455283,FALSE,Cluster 2,TRUE
1,1970s,CC50_1,CC50,527499.8816415456,6302499.791260103,Cluster 3,0.09299398845501729,0.11120082985130765,0.018206841396290363,FALSE,Cluster 3,TRUE
1,1970s,CC52_1,CC52,527499.9046872742,6312499.692205453,Cluster 3,0.07087564047456958,0.18421274039662303,0.11333709992205344,FALSE,Cluster 3,TRUE
1,1970s,BC54_1,BC54,477500.091967421,6322499.63835183,Cluster 1,0.12905688567227347,0.1381843014072033,0.009127415734929839,TRUE,Cluster 1,TRUE
1,1970s,CC53_1,CC53,527499.86315966025,6317499.697063427,Cluster 2,0.11025772302941897,0.14960229315700202,0.03934457012758305,FALSE,Cluster 2,TRUE
1,1970s,CC54_1,CC54,527499.8473306855,6322499.627229618,Cluster 1,0.10147793826414973,0.1800446358066536,0.07856669754250388,FALSE,Cluster 1,TRUE
1,1970s,CC56_1,CC56,527499.8281139306,6332499.59692409,Cluster 2,0.12473581176206353,0.16270510695446963,0.037969295192406105,FALSE,Cluster 2,TRUE
1,1970s,CC57_1,CC57,527499.7634533717,6337499.635998681,Cluster 3,0.11446184062144443,0.17008250811897488,0.055620667497530446,FALSE,Cluster 3,TRUE
1,1970s,CC60_1,CC60,532499.8968679683,6302499.791890076,Cluster 2,0.08755385926407856,0.09517529802612537,0.007621438762046809,TRUE,Cluster 2,TRUE
1,1970s,CC61_1,CC61,532499.8393510462,6307499.784713652,Cluster 2,0.11111671158034832,0.12055502302487792,0.009438311444529598,TRUE,Cluster 2,TRUE
1,1970s,CC62_1,CC62,532499.8518622435,6312499.703415073,Cluster 1,0.11812231297155762,0.1287387727944609,0.010616459822903268,FALSE,Cluster 1,TRUE
1,1970s,CC63_1,CC63,532499.8104598847,6317499.769646129,Cluster 1,0.18230724419392494,0.26377401082388574,0.0814667666299608,FALSE,Cluster 1,TRUE
1,1970s,CC64_1,CC64,532499.8388375221,6322499.6503872825,Cluster 1,0.08650710655042163,0.22255096671279856,0.13604386016237693,FALSE,Cluster 1,TRUE
1,1970s,BC55_1,BC55,477500.0922437846,6327499.666607962,Cluster 1,0.17722685214013084,0.1956208762468461,0.018394024106715257,FALSE,Cluster 1,TRUE
1,1970s,CC65_1,CC65,532499.8124718731,6327499.678605539,Cluster 3,0.10409510830746062,0.11217825032293788,0.00808314201547726,TRUE,Cluster 3,TRUE
1,1970s,CC66_1,CC66,532499.7933676881,6332499.632118677,Cluster 3,0.0898328887072932,0.11771591972896457,0.027883031021671376,FALSE,Cluster 3,TRUE
1,1970s,CC67_1,CC67,532499.7801655097,6337499.62221521,Cluster 3,0.12022175042783141,0.15413035023295918,0.03390859980512777,FALSE,Cluster 3,TRUE
1,1970s,CC68_1,CC68,532499.7119922304,6342499.6483931905,Cluster 3,0.10598056893167122,0.16902952383898234,0.06304895490731112,FALSE,Cluster 3,TRUE
1,1970s,CC70_1,CC70,537499.842333892,6302499.772919597,Cluster 2,0.08644335571952629,0.1549491704507215,0.06850581473119523,FALSE,Cluster 2,TRUE
1,1970s,CC71_1,CC71,537499.8212735428,6307499.726024116,Cluster 3,0.10386659171306858,0.13680494434419815,0.03293835263112957,FALSE,Cluster 3,TRUE
1,1970s,CC72_1,CC72,537499.8517914551,6312499.716416673,Cluster 2,0.09491548992783062,0.13112407108786428,0.03620858116003366,FALSE,Cluster 2,TRUE
1,1970s,CC75_1,CC75,537499.7628460178,6327499.684050063,Cluster 1,0.16304517865848686,0.2106941801944372,0.047649001535950336,FALSE,Cluster 1,TRUE
1,1970s,CC76_1,CC76,537499.7520002894,6332499.709823327,Cluster 3,0.05309993474502715,0.13617247172782385,0.0830725369827967,FALSE,Cluster 3,TRUE
