Species,variable,beta_mean,prob_positive,atlas,period,certainty_weight,predictor_sd,standardized_beta,weighted_standardized_beta,variable_label
Anas_crecca,prec_breeding,2.307515692084768e-4,0.51,1,1970s,0.020000000000000018,12.290676940288781,0.002836092990606077,5.672185981212159e-5,Precipitation
Anas_crecca,hh,0.08482986286668225,0.614,1,1970s,0.22799999999999998,0.22882328977267316,0.019411048292118958,0.004425719010603122,Land-use heterogeneity
Anas_crecca,perc_urban,-0.5647376114569297,0.087,1,1970s,0.8260000000000001,0.14084422666790042,-0.07954003215592848,-0.06570006656079692,Urban (% coverage)
Anas_crecca,perc_cropland,-0.1908148976328441,0.234,1,1970s,0.532,0.32723748714239265,-0.06244178761070479,-0.03321903100889495,Cropland (% coverage)
Anas_crecca,perc_pasture,1.130741891048918,0.986,1,1970s,0.972,0.0993572956234167,0.1123474563427286,0.10920172756513219,Pasture (% coverage)
Anas_crecca,perc_forest,0.8584820013050496,0.99,1,1970s,0.98,0.16236497160786373,0.1393874057677564,0.13659965765240129,Forest (% coverage)
Anas_crecca,perc_grass_shrub,1.627409128580023,0.996,1,1970s,0.992,0.0765990783954602,0.12465803942158873,0.12366077510621602,Grass/Shrubland (% coverage)
Anas_platyrhynchos,tmean_breeding,0.2475106871629586,0.769,1,1970s,0.538,0.19201524932505465,0.0475258263062111,0.025568894552741573,Temperature
Anas_platyrhynchos,prec_breeding,-0.02269891252602023,0,1,1970s,1,12.290676940288781,-0.278985000753189,-0.278985000753189,Precipitation
Anas_platyrhynchos,hh,0.07296482862184003,0.604,1,1970s,0.20799999999999996,0.22882328977267316,0.016696052122948737,0.0034727788415733368,Land-use heterogeneity
Anas_platyrhynchos,perc_urban,1.414065974133069,0.999,1,1970s,0.998,0.14084422666790042,0.19916302858416338,0.19876470252699505,Urban (% coverage)
Anas_platyrhynchos,perc_cropland,0.2038377955692463,0.788,1,1970s,0.5760000000000001,0.32723748714239265,0.0667033680067249,0.03842113997187355,Cropland (% coverage)
Anas_platyrhynchos,perc_pasture,1.050205381966878,0.967,1,1970s,0.9339999999999999,0.0993572956234167,0.10434556660138636,0.09745875920569486,Pasture (% coverage)
Anas_platyrhynchos,perc_forest,0.7106961014308879,0.966,1,1970s,0.9319999999999999,0.16236497160786373,0.11539215233064555,0.10754548597216165,Forest (% coverage)
Anas_platyrhynchos,perc_grass_shrub,1.775486791184554,0.995,1,1970s,0.99,0.0765990783954602,0.13600065190804972,0.13464064538896922,Grass/Shrubland (% coverage)
Anser_anser,tmean_breeding,0.1059781309907595,0.609,1,1970s,0.21799999999999997,0.19201524932505465,0.020349417245193988,0.004436172959452289,Temperature
Anser_anser,prec_breeding,-0.02805441591466117,0,1,1970s,1,12.290676940288781,-0.34480776275559666,-0.34480776275559666,Precipitation
Anser_anser,hh,0.7084977346261029,0.965,1,1970s,0.9299999999999999,0.22882328977267316,0.16212078243363123,0.15077232766327703,Land-use heterogeneity
Anser_anser,perc_urban,0.07405618823845689,0.567,1,1970s,0.1339999999999999,0.14084422666790042,0.010430386562417923,0.0013976717993640006,Urban (% coverage)
Anser_anser,perc_cropland,0.4101114347334213,0.888,1,1970s,0.776,0.32723748714239265,0.13420383535052616,0.1041421762320083,Cropland (% coverage)
Anser_anser,perc_pasture,1.051328337102528,0.915,1,1970s,0.8300000000000001,0.0993572956234167,0.10445714038677097,0.0866994265210199,Pasture (% coverage)
Anser_anser,perc_forest,0.2768118251635159,0.717,1,1970s,0.43399999999999994,0.16236497160786373,0.044944544133395194,0.019505932153893513,Forest (% coverage)
Anser_anser,perc_grass_shrub,1.042256725317002,0.871,1,1970s,0.742,0.0765990783954602,0.07983590461075267,0.05923824122117848,Grass/Shrubland (% coverage)
Aythya_ferina,tmean_breeding,0.6801689162511492,0.931,1,1970s,0.8620000000000001,0.19201524932505465,0.13060280403711663,0.11257961707999455,Temperature
Aythya_ferina,prec_breeding,-0.03070299199500413,0,1,1970s,1,12.290676940288781,-0.3773605557108683,-0.3773605557108683,Precipitation
Aythya_ferina,hh,0.7770168622089136,0.973,1,1970s,0.946,0.22882328977267316,0.1777995546194835,0.16819837867003137,Land-use heterogeneity
Aythya_ferina,perc_urban,0.8333994979903584,0.936,1,1970s,0.8720000000000001,0.14084422666790042,0.11737950779986846,0.1023549308014853,Urban (% coverage)
Aythya_ferina,perc_cropland,1.144215137006204,1,1,1970s,1,0.32723748714239265,0.3744300861841987,0.3744300861841987,Cropland (% coverage)
Aythya_ferina,perc_pasture,0.9431064084410624,0.883,1,1970s,0.766,0.0993572956234167,0.09370450222781741,0.07177764870650814,Pasture (% coverage)
Aythya_ferina,perc_forest,1.005502357541832,0.959,1,1970s,0.9179999999999999,0.16236497160786373,0.1632583617339196,0.1498711760717382,Forest (% coverage)
Aythya_ferina,perc_grass_shrub,3.263038948168701,1,1,1970s,1,0.0765990783954602,0.24994577619821431,0.24994577619821431,Grass/Shrubland (% coverage)
Aythya_fuligula,tmean_breeding,-0.1832430997141177,0.335,1,1970s,0.32999999999999996,0.19201524932505465,-0.03518546947870216,-0.011611204927971712,Temperature
Aythya_fuligula,prec_breeding,-0.01996221091828236,0.003,1,1970s,0.994,12.290676940288781,-0.24534908541051395,-0.24387699089805087,Precipitation
Aythya_fuligula,hh,0.3618835894391141,0.82,1,1970s,0.6399999999999999,0.22882328977267316,0.08280739345020148,0.05299673180812894,Land-use heterogeneity
Aythya_fuligula,perc_urban,1.305817821574488,0.998,1,1970s,0.996,0.14084422666790042,0.18391690124882112,0.18318123364382585,Urban (% coverage)
Aythya_fuligula,perc_cropland,0.4203738607755319,0.896,1,1970s,0.792,0.32723748714239265,0.1375620858605311,0.10894917200154063,Cropland (% coverage)
Aythya_fuligula,perc_pasture,1.68608133610248,0.997,1,1970s,0.994,0.0993572956234167,0.16752448175625953,0.16651933486572199,Pasture (% coverage)
Aythya_fuligula,perc_forest,1.10312241305716,0.99,1,1970s,0.98,0.16236497160786373,0.1791084392760239,0.17552627049050343,Forest (% coverage)
Aythya_fuligula,perc_grass_shrub,3.40003388179043,1,1,1970s,1,0.0765990783954602,0.260439461858486,0.260439461858486,Grass/Shrubland (% coverage)
Cygnus_olor,tmean_breeding,1.487235401696009,1,1,1970s,1,0.19201524932505465,0.28557187646170695,0.28557187646170695,Temperature
Cygnus_olor,prec_breeding,-0.01664416647141733,0.002,1,1970s,0.996,12.290676940288781,-0.20456807304057667,-0.20374980074841437,Precipitation
Cygnus_olor,hh,1.344626526925599,1,1,1970s,1,0.22882328977267316,0.30768186540671943,0.30768186540671943,Land-use heterogeneity
Cygnus_olor,perc_urban,0.3862675776530439,0.842,1,1970s,0.6839999999999999,0.14084422666790042,0.05440355826142614,0.03721203385081548,Urban (% coverage)
Cygnus_olor,perc_cropland,0.255597389548186,0.828,1,1970s,0.6559999999999999,0.32723748714239265,0.08364104747590365,0.05486852714419278,Cropland (% coverage)
Cygnus_olor,perc_pasture,0.8056890967745716,0.934,1,1970s,0.8680000000000001,0.0993572956234167,0.0800510897687947,0.06948434591931381,Pasture (% coverage)
Cygnus_olor,perc_forest,0.3582592771034567,0.834,1,1970s,0.6679999999999999,0.16236497160786373,0.058168757355156524,0.038856729913244556,Forest (% coverage)
Cygnus_olor,perc_grass_shrub,0.6956081153510955,0.855,1,1970s,0.71,0.0765990783954602,0.05328294056029688,0.03783088779781078,Grass/Shrubland (% coverage)
Mareca_strepera,tmean_breeding,0.6589592758321587,0.829,1,1970s,0.6579999999999999,0.19201524932505465,0.12653022964396943,0.08325689110573187,Temperature
Mareca_strepera,prec_breeding,-0.01390826227404766,0.113,1,1970s,0.774,12.290676940288781,-0.170941958411126,-0.13230907581021153,Precipitation
Mareca_strepera,hh,0.2850799215314472,0.694,1,1970s,0.3879999999999999,0.22882328977267316,0.06523292549296127,0.025310375091268964,Land-use heterogeneity
Mareca_strepera,perc_urban,-1.948222267460253,0.015,1,1970s,0.97,0.14084422666790042,-0.2743958586376228,-0.2661639828784941,Urban (% coverage)
Mareca_strepera,perc_cropland,-0.822664013910979,0.026,1,1970s,0.948,0.32723748714239265,-0.2692065046747031,-0.2552077664316185,Cropland (% coverage)
Mareca_strepera,perc_pasture,-0.4342661785535962,0.332,1,1970s,0.33599999999999997,0.0993572956234167,-0.04314751308180113,-0.014497564395485177,Pasture (% coverage)
Mareca_strepera,perc_forest,-1.507197773312856,0.047,1,1970s,0.906,0.16236497160786373,-0.24471612367137732,-0.22171280804626786,Forest (% coverage)
Mareca_strepera,perc_grass_shrub,0.1031813576265134,0.531,1,1970s,0.062000000000000055,0.0765990783954602,0.007903596901783314,4.900230079105659e-4,Grass/Shrubland (% coverage)
Mergus_merganser,tmean_breeding,-0.03749541853207553,0.473,1,1970s,0.05400000000000005,0.19201524932505465,-0.007199692137983758,-3.887833754511233e-4,Temperature
Mergus_merganser,prec_breeding,-0.001879276524107654,0.45,1,1970s,0.09999999999999998,12.290676940288781,-0.023097580639275996,-0.002309758063927599,Precipitation
Mergus_merganser,hh,2.045986330937337,0.999,1,1970s,0.998,0.22882328977267316,0.4681693230750027,0.4672329844288527,Land-use heterogeneity
Mergus_merganser,perc_urban,-2.462098440851744,0,1,1970s,1,0.14084422666790042,-0.34677235088200725,-0.34677235088200725,Urban (% coverage)
Mergus_merganser,perc_cropland,-0.9019247883742112,0.023,1,1970s,0.954,0.32723748714239265,-0.29514360133901113,-0.2815669956774166,Cropland (% coverage)
Mergus_merganser,perc_pasture,-1.074156783039053,0.155,1,1970s,0.69,0.0993572956234167,-0.10672531303830947,-0.07364046599643352,Pasture (% coverage)
Mergus_merganser,perc_forest,-1.829756079966633,0.013,1,1970s,0.974,0.16236497160786373,-0.2970882939730984,-0.2893639983297978,Forest (% coverage)
Mergus_merganser,perc_grass_shrub,-1.034407408424364,0.211,1,1970s,0.5780000000000001,0.0765990783954602,-0.07923465417074267,-0.04579763011068927,Grass/Shrubland (% coverage)
Mergus_serrator,tmean_breeding,0.640947888899546,0.952,1,1970s,0.9039999999999999,0.19201524932505465,0.12307176869141376,0.11125687889703803,Temperature
Mergus_serrator,prec_breeding,-0.02298977292752781,0.001,1,1970s,0.998,12.290676940288781,-0.2825598719828414,-0.2819947522388757,Precipitation
Mergus_serrator,hh,2.828723057283968,1,1,1970s,1,0.22882328977267316,0.6472777158235313,0.6472777158235313,Land-use heterogeneity
Mergus_serrator,perc_urban,-3.283853835142117,0,1,1970s,1,0.14084422666790042,-0.4625118539010104,-0.4625118539010104,Urban (% coverage)
Mergus_serrator,perc_cropland,-1.595052222862092,0,1,1970s,1,0.32723748714239265,-0.5219608812702786,-0.5219608812702786,Cropland (% coverage)
Mergus_serrator,perc_pasture,-1.994860342522758,0.003,1,1970s,0.994,0.0993572956234167,-0.19820392877946397,-0.19701470520678718,Pasture (% coverage)
Mergus_serrator,perc_forest,-2.871901987206752,0,1,1970s,1,0.16236497160786373,-0.46629628461339173,-0.46629628461339173,Forest (% coverage)
Mergus_serrator,perc_grass_shrub,-2.500073619522922,0,1,1970s,1,0.0765990783954602,-0.1915033351762582,-0.1915033351762582,Grass/Shrubland (% coverage)
Somateria_mollissima,tmean_breeding,0.1828088662539443,0.614,1,1970s,0.22799999999999998,0.19201524932505465,0.03510209003258168,0.008003276527428623,Temperature
Somateria_mollissima,prec_breeding,-0.05465065264791507,0,1,1970s,1,12.290676940288781,-0.6716935162714618,-0.6716935162714618,Precipitation
Somateria_mollissima,hh,1.675894301895039,0.999,1,1970s,0.998,0.22882328977267316,0.3834836474709003,0.3827166801759585,Land-use heterogeneity
Somateria_mollissima,perc_urban,-2.342147687955872,0.001,1,1970s,0.998,0.14084422666790042,-0.3298779798521557,-0.3292182238924514,Urban (% coverage)
Somateria_mollissima,perc_cropland,-1.354193545577815,0,1,1970s,1,0.32723748714239265,-0.4431428929593313,-0.4431428929593313,Cropland (% coverage)
Somateria_mollissima,perc_pasture,0.8776711102452953,0.87,1,1970s,0.74,0.0993572956234167,0.08720302796077416,0.06453024069097288,Pasture (% coverage)
Somateria_mollissima,perc_forest,-2.761715750606765,0,1,1970s,1,0.16236497160786373,-0.44840589943625747,-0.44840589943625747,Forest (% coverage)
Somateria_mollissima,perc_grass_shrub,0.4087586022079844,0.647,1,1970s,0.29400000000000004,0.0765990783954602,0.03131053221534812,0.00920529647131235,Grass/Shrubland (% coverage)
Spatula_clypeata,tmean_breeding,2.058302515402598,1,1,1970s,1,0.19201524932505465,0.39522547068141695,0.39522547068141695,Temperature
Spatula_clypeata,prec_breeding,-0.01393204677586571,0.041,1,1970s,0.918,12.290676940288781,-0.17123428603915736,-0.15719307458394646,Precipitation
Spatula_clypeata,hh,0.7266045932264721,0.975,1,1970s,0.95,0.22882328977267316,0.16626405338601632,0.1579508507167155,Land-use heterogeneity
Spatula_clypeata,perc_urban,-0.4104132061238586,0.213,1,1970s,0.5740000000000001,0.14084422666790042,-0.05780433063080848,-0.03317968578208407,Urban (% coverage)
Spatula_clypeata,perc_cropland,-0.237253141556236,0.226,1,1970s,0.548,0.32723748714239265,-0.07763812185950104,-0.04254569077900658,Cropland (% coverage)
Spatula_clypeata,perc_pasture,1.216752309054254,0.963,1,1970s,0.9259999999999999,0.0993572956234167,0.1208932188711784,0.1119471206747112,Pasture (% coverage)
Spatula_clypeata,perc_forest,-0.7457160933692485,0.096,1,1970s,0.808,0.16236497160786373,-0.12107817232742508,-0.09783116324055947,Forest (% coverage)
Spatula_clypeata,perc_grass_shrub,2.080295558936044,0.991,1,1970s,0.982,0.0765990783954602,0.15934872260466973,0.15648044559778568,Grass/Shrubland (% coverage)
Spatula_querquedula,tmean_breeding,2.044685755303326,0.999,1,1970s,0.998,0.19201524932505465,0.39261084509595584,0.39182562340576393,Temperature
Spatula_querquedula,prec_breeding,-3.153750655631535e-4,0.497,1,1970s,0.006000000000000005,12.290676940288781,-0.003876173045859113,-2.32570382751547e-5,Precipitation
Spatula_querquedula,hh,0.6703357639065024,0.95,1,1970s,0.8999999999999999,0.22882328977267316,0.1533884347493638,0.13804959127442742,Land-use heterogeneity
Spatula_querquedula,perc_urban,-0.2978089158217329,0.289,1,1970s,0.42200000000000004,0.14084422666790042,-0.041944666443717825,-0.017700649239248925,Urban (% coverage)
Spatula_querquedula,perc_cropland,0.06211798391149693,0.562,1,1970s,0.12400000000000011,0.32723748714239265,0.02032733296154983,0.002520589287232181,Cropland (% coverage)
Spatula_querquedula,perc_pasture,0.8288336089236179,0.864,1,1970s,0.728,0.0993572956234167,0.08235066590444726,0.0599512847784376,Pasture (% coverage)
Spatula_querquedula,perc_forest,-0.7807959167242634,0.104,1,1970s,0.792,0.16236497160786373,-0.12677390685047096,-0.100404934225573,Forest (% coverage)
Spatula_querquedula,perc_grass_shrub,1.293327522990182,0.919,1,1970s,0.8380000000000001,0.0765990783954602,0.09906769632453129,0.08301872951995723,Grass/Shrubland (% coverage)
Tadorna_tadorna,tmean_breeding,0.9152983152697525,1,1,1970s,1,0.19201524932505465,0.175751234213324,0.175751234213324,Temperature
Tadorna_tadorna,prec_breeding,-0.02539638014634348,0,1,1970s,1,12.290676940288781,-0.31213870383147163,-0.31213870383147163,Precipitation
Tadorna_tadorna,hh,1.121100041503688,1,1,1970s,1,0.22882328977267316,0.2565337996611543,0.2565337996611543,Land-use heterogeneity
Tadorna_tadorna,perc_urban,-1.902341939147035,0,1,1970s,1,0.14084422666790042,-0.26793387927707824,-0.26793387927707824,Urban (% coverage)
Tadorna_tadorna,perc_cropland,-0.8125441940823966,0,1,1970s,1,0.32723748714239265,-0.26589492026366407,-0.26589492026366407,Cropland (% coverage)
Tadorna_tadorna,perc_pasture,-1.287355693184856,0.004,1,1970s,0.992,0.0993572956234167,-0.12790818018025626,-0.12688491473881422,Pasture (% coverage)
Tadorna_tadorna,perc_forest,-0.9360828289043063,0.001,1,1970s,0.998,0.16236497160786373,-0.15198706193765646,-0.15168308781378115,Forest (% coverage)
Tadorna_tadorna,perc_grass_shrub,0.5511299497021265,0.83,1,1970s,0.6599999999999999,0.0765990783954602,0.04221604622331922,0.02786259050739068,Grass/Shrubland (% coverage)
Apus_apus,tmean_breeding,0.5064379001097064,0.978,1,1970s,0.956,0.19201524932505465,0.09724379965722238,0.0929650724723046,Temperature
Apus_apus,prec_breeding,-0.006444801395053931,0.062,1,1970s,0.876,12.290676940288781,-0.07921097189093032,-0.06938881137645496,Precipitation
Apus_apus,hh,-0.6125149956447554,0.018,1,1970s,0.964,0.22882328977267316,-0.1401576963385275,-0.13511201927034053,Land-use heterogeneity
Apus_apus,perc_urban,3.15345318054991,1,1,1970s,1,0.14084422666790042,0.44414567454798304,0.44414567454798304,Urban (% coverage)
Apus_apus,perc_cropland,0.6177349432736039,0.997,1,1970s,0.994,0.32723748714239265,0.2021460305569026,0.20093315437356118,Cropland (% coverage)
Apus_apus,perc_pasture,0.6084017798171956,0.854,1,1970s,0.708,0.0993572956234167,0.06044915549510998,0.042798002090537864,Pasture (% coverage)
Apus_apus,perc_forest,0.9902248773277185,1,1,1970s,1,0.16236497160786373,0.16077783409271534,0.16077783409271534,Forest (% coverage)
Apus_apus,perc_grass_shrub,0.9340454155570483,0.914,1,1970s,0.8280000000000001,0.0765990783954602,0.07154701801117454,0.05924093091325252,Grass/Shrubland (% coverage)
Caprimulgus_europaeus,tmean_breeding,-0.0912592401487359,0.368,1,1970s,0.264,0.19201524932505465,-0.01752316575037456,-0.004626115758098884,Temperature
Caprimulgus_europaeus,prec_breeding,0.01565505885280557,1,1,1970s,1,12.290676940288781,0.19241127084104115,0.19241127084104115,Precipitation
Caprimulgus_europaeus,hh,0.0287129333629346,0.511,1,1970s,0.02200000000000002,0.22882328977267316,0.006570187871130238,1.4454413316486537e-4,Land-use heterogeneity
Caprimulgus_europaeus,perc_urban,-0.492622246832976,0.192,1,1970s,0.616,0.14084422666790042,-0.06938299939459407,-0.04273992762706994,Urban (% coverage)
Caprimulgus_europaeus,perc_cropland,-0.1739770583937838,0.293,1,1970s,0.41400000000000003,0.32723748714239265,-0.05693181540920712,-0.02356977157941175,Cropland (% coverage)
Caprimulgus_europaeus,perc_pasture,1.260544344429604,0.983,1,1970s,0.966,0.0993572956234167,0.12524427707591818,0.12098597165533695,Pasture (% coverage)
Caprimulgus_europaeus,perc_forest,2.906466999047404,1,1,1970s,1,0.16236497160786373,0.47190843177952463,0.47190843177952463,Forest (% coverage)
Caprimulgus_europaeus,perc_grass_shrub,0.5936862295091592,0.777,1,1970s,0.554,0.0765990783954602,0.04547581803647725,0.0251936031922084,Grass/Shrubland (% coverage)
Anarhynchus_alexandrinus,tmean_breeding,1.684273077005259,0.994,1,1970s,0.988,0.19201524932505465,0.32340611481264175,0.31952524143489003,Temperature
Anarhynchus_alexandrinus,prec_breeding,-0.03047652096658851,0.009,1,1970s,0.982,12.290676940288781,-0.374577073464277,-0.36783468614192,Precipitation
