"site","lat","lon","atlas","survey"
"CF65",55.740265,9.516351,3,"CF65_3"
"CF66",55.78519,9.516945,3,"CF66_3"
"CF67",55.830113,9.51754,3,"CF67_3"
"CF68",55.875037,9.518138,3,"CF68_3"
"CF69",55.91996,9.518737,3,"CF69_3"
"CF70",55.515281,9.592586,3,"CF70_3"
"CF71",55.560207,9.593261,3,"CF71_3"
"CF72",55.605132,9.593939,3,"CF72_3"
"CF73",55.650057,9.594618,3,"CF73_3"
"CF74",55.694981,9.595299,3,"CF74_3"
"CF75",55.739905,9.595983,3,"CF75_3"
"CF76",55.784829,9.596668,3,"CF76_3"
"CF77",55.829752,9.597356,3,"CF77_3"
"CF78",55.874675,9.598045,3,"CF78_3"
"CF79",55.919598,9.598736,3,"CF79_3"
"CF80",55.514873,9.671761,3,"CF80_3"
"CF81",55.559798,9.672527,3,"CF81_3"
"CF82",55.604722,9.673295,3,"CF82_3"
"CF83",55.649646,9.674065,3,"CF83_3"
"CF84",55.69457,9.674838,3,"CF84_3"
"CF85",55.739493,9.675612,3,"CF85_3"
"CF86",55.784416,9.676389,3,"CF86_3"
"CF87",55.829339,9.677169,3,"CF87_3"
"CF88",55.874261,9.67795,3,"CF88_3"
"CF89",55.919183,9.678734,3,"CF89_3"
"CF90",55.514414,9.750935,3,"CF90_3"
"CF91",55.559338,9.751791,3,"CF91_3"
"CF92",55.604261,9.752649,3,"CF92_3"
"CF93",55.649184,9.75351,3,"CF93_3"
"CF94",55.694107,9.754374,3,"CF94_3"
"CF95",55.73903,9.75524,3,"CF95_3"
"CF96",55.783952,9.756108,3,"CF96_3"
"CF97",55.828874,9.756979,3,"CF97_3"
"CF98",55.873795,9.757853,3,"CF98_3"
"CF99",55.918716,9.758729,3,"CF99_3"
"CG00",55.067411,9.037888,3,"CG00_3"
"CG01",55.112342,9.037931,3,"CG01_3"
"CG02",55.157273,9.037973,3,"CG02_3"
"CG03",55.202204,9.038015,3,"CG03_3"
"CG04",55.247134,9.038058,3,"CG04_3"
"CG05",55.292064,9.038101,3,"CG05_3"
"CG06",55.336993,9.038144,3,"CG06_3"
"CG07",55.381922,9.038187,3,"CG07_3"
"CG08",55.426851,9.03823,3,"CG08_3"
"CG09",55.47178,9.038273,3,"CG09_3"
"CG10",55.067361,9.116183,3,"CG10_3"
"CG11",55.112293,9.116313,3,"CG11_3"
"CG12",55.157223,9.116443,3,"CG12_3"
"CG13",55.202154,9.116574,3,"CG13_3"
"CG14",55.247084,9.116705,3,"CG14_3"
"CG15",55.292014,9.116837,3,"CG15_3"
"CG16",55.336943,9.116969,3,"CG16_3"
"CG17",55.381872,9.117101,3,"CG17_3"
"CG18",55.426801,9.117234,3,"CG18_3"
"CG19",55.471729,9.117367,3,"CG19_3"
"CG20",55.067262,9.194476,3,"CG20_3"
"CG21",55.112193,9.194694,3,"CG21_3"
"CG22",55.157123,9.194913,3,"CG22_3"
"CG23",55.202054,9.195132,3,"CG23_3"
"CG24",55.246984,9.195352,3,"CG24_3"
"CG25",55.291913,9.195572,3,"CG25_3"
"CG26",55.336842,9.195793,3,"CG26_3"
"CG27",55.381771,9.196015,3,"CG27_3"
"CG28",55.4267,9.196237,3,"CG28_3"
"CG29",55.471628,9.19646,3,"CG29_3"
"CG30",55.067112,9.27277,3,"CG30_3"
"CG31",55.112042,9.273075,3,"CG31_3"
"CG32",55.156973,9.273382,3,"CG32_3"
"CG33",55.201903,9.27369,3,"CG33_3"
"CG34",55.246832,9.273998,3,"CG34_3"
"CG35",55.291762,9.274307,3,"CG35_3"
"CG36",55.336691,9.274617,3,"CG36_3"
"CG37",55.381619,9.274928,3,"CG37_3"
"CG38",55.426548,9.27524,3,"CG38_3"
"CG39",55.471476,9.275553,3,"CG39_3"
"CG40",55.066911,9.351062,3,"CG40_3"
"CG41",55.111841,9.351456,3,"CG41_3"
"CG42",55.156772,9.351851,3,"CG42_3"
"CG43",55.201701,9.352246,3,"CG43_3"
"CG44",55.246631,9.352643,3,"CG44_3"
"CG45",55.29156,9.353041,3,"CG45_3"
"CG46",55.336488,9.353441,3,"CG46_3"
"CG47",55.381417,9.353841,3,"CG47_3"
"CG48",55.426345,9.354242,3,"CG48_3"
"CG49",55.471272,9.354645,3,"CG49_3"
"CG50",55.06666,9.429354,3,"CG50_3"
"CG51",55.11159,9.429835,3,"CG51_3"
"CG52",55.15652,9.430318,3,"CG52_3"
"CG53",55.201449,9.430802,3,"CG53_3"
"CG54",55.246378,9.431287,3,"CG54_3"
"CG55",55.291307,9.431774,3,"CG55_3"
"CG56",55.336235,9.432263,3,"CG56_3"
"CG57",55.381163,9.432752,3,"CG57_3"
"CG58",55.426091,9.433243,3,"CG58_3"
"CG59",55.471018,9.433735,3,"CG59_3"
"CG60",55.066359,9.507644,3,"CG60_3"
"CG61",55.111289,9.508213,3,"CG61_3"
"CG62",55.156218,9.508784,3,"CG62_3"
"CG63",55.201147,9.509356,3,"CG63_3"
"CG64",55.246075,9.50993,3,"CG64_3"
"CG65",55.291003,9.510506,3,"CG65_3"
"CG66",55.335931,9.511083,3,"CG66_3"
"CG67",55.380859,9.511662,3,"CG67_3"
"CG68",55.425786,9.512242,3,"CG68_3"
"CG69",55.470712,9.512824,3,"CG69_3"
"CG71",55.110937,9.586589,3,"CG71_3"
"CG73",55.200794,9.587909,3,"CG73_3"
"CG74",55.245722,9.588571,3,"CG74_3"
"CG75",55.290649,9.589236,3,"CG75_3"
"CG76",55.335576,9.589902,3,"CG76_3"
"CG77",55.380503,9.59057,3,"CG77_3"
"CG78",55.42543,9.59124,3,"CG78_3"
"CG79",55.470356,9.591912,3,"CG79_3"
"CG80",55.065607,9.664219,3,"CG80_3"
"CG83",55.20039,9.666459,3,"CG83_3"
"CG84",55.245317,9.667211,3,"CG84_3"
"CG85",55.290244,9.667964,3,"CG85_3"
"CG86",55.335171,9.668719,3,"CG86_3"
"CG88",55.425023,9.670236,3,"CG88_3"
"CG89",55.469948,9.670997,3,"CG89_3"
"CG90",55.065155,9.742503,3,"CG90_3"
"CG94",55.244862,9.745848,3,"CG94_3"
"CG95",55.289788,9.74669,3,"CG95_3"
"CG98",55.424565,9.74923,3,"CG98_3"
"CG99",55.469489,9.750081,3,"CG99_3"
"CH06",54.887683,9.037721,3,"CH06_3"
"CH07",54.932615,9.037762,3,"CH07_3"
"CH08",54.977547,9.037804,3,"CH08_3"
"CH09",55.022479,9.037846,3,"CH09_3"
"CH16",54.887634,9.115666,3,"CH16_3"
"CH17",54.932566,9.115795,3,"CH17_3"
"CH18",54.977498,9.115923,3,"CH18_3"
"CH19",55.02243,9.116053,3,"CH19_3"
"CH25",54.842602,9.193396,3,"CH25_3"
"CH26",54.887535,9.193611,3,"CH26_3"
"CH27",54.932467,9.193826,3,"CH27_3"
"CH28",54.977399,9.194042,3,"CH28_3"
"CH29",55.02233,9.194259,3,"CH29_3"
"CH34",54.79752,9.270953,3,"CH34_3"
"CH35",54.842453,9.271254,3,"CH35_3"
"CH36",54.887386,9.271555,3,"CH36_3"
"CH37",54.932318,9.271858,3,"CH37_3"
"CH38",54.977249,9.272161,3,"CH38_3"
"CH39",55.02218,9.272465,3,"CH39_3"
"CH45",54.842254,9.349111,3,"CH45_3"
"CH46",54.887187,9.349499,3,"CH46_3"
"CH47",54.932118,9.349888,3,"CH47_3"
"CH48",54.977049,9.350278,3,"CH48_3"
"CH49",55.02198,9.35067,3,"CH49_3"
"CH55",54.842006,9.426967,3,"CH55_3"
"CH56",54.886937,9.427442,3,"CH56_3"
"CH57",54.931869,9.427917,3,"CH57_3"
"CH58",54.9768,9.428395,3,"CH58_3"
"CH59",55.02173,9.428873,3,"CH59_3"
"CH65",54.841707,9.504822,3,"CH65_3"
"CH66",54.886639,9.505383,3,"CH66_3"
"CH67",54.931569,9.505946,3,"CH67_3"
"CH68",54.9765,9.50651,3,"CH68_3"
"CH69",55.02143,9.507076,3,"CH69_3"
"CH76",54.88629,9.583323,3,"CH76_3"
"CH77",54.93122,9.583972,3,"CH77_3"
"CH78",54.97615,9.584623,3,"CH78_3"
"CH79",55.021079,9.585277,3,"CH79_3"
"CH85",54.840961,9.660526,3,"CH85_3"
"CH86",54.885891,9.66126,3,"CH86_3"
"CH87",54.93082,9.661997,3,"CH87_3"
"CH88",54.975749,9.662735,3,"CH88_3"
"CH89",55.020678,9.663476,3,"CH89_3"
"CH95",54.840512,9.738375,3,"CH95_3"
"CH96",54.885442,9.739196,3,"CH96_3"
"CH97",54.930371,9.740019,3,"CH97_3"
"CH98",54.975299,9.740845,3,"CH98_3"
"CH99",55.020227,9.741673,3,"CH99_3"
"DB00",57.310561,9.870156,3,"DB00_3"
"DB01",57.355471,9.871218,3,"DB01_3"
"DB02",57.40038,9.872283,3,"DB02_3"
"DB03",57.44529,9.873351,3,"DB03_3"
"DB04",57.490198,9.874423,3,"DB04_3"
"DB05",57.535106,9.875498,3,"DB05_3"
"DC07",57.175831,9.866988,3,"DC07_3"
"DC08",57.220742,9.868041,3,"DC08_3"
"DC09",57.265652,9.869097,3,"DC09_3"
"DA80",57.753188,10.552911,3,"DA80_3"
"DA90",57.75213,10.63689,3,"DA90_3"
"DB10",57.30996,9.953144,3,"DB10_3"
"DB11",57.354869,9.954308,3,"DB11_3"
"DB12",57.399777,9.955475,3,"DB12_3"
"DB13",57.444685,9.956645,3,"DB13_3"
"DB14",57.489593,9.957819,3,"DB14_3"
"DB15",57.5345,9.958996,3,"DB15_3"
"DB16",57.579407,9.960177,3,"DB16_3"
"DB20",57.309305,10.036129,3,"DB20_3"
"DB21",57.354212,10.037394,3,"DB21_3"
"DB22",57.399119,10.038662,3,"DB22_3"
"DB23",57.444026,10.039934,3,"DB23_3"
"DB24",57.488932,10.04121,3,"DB24_3"
"DB25",57.533838,10.04249,3,"DB25_3"
"DB26",57.578744,10.043774,3,"DB26_3"
"DB30",57.308594,10.11911,3,"DB30_3"
"DB31",57.3535,10.120476,3,"DB31_3"
"DB32",57.398406,10.121846,3,"DB32_3"
"DB33",57.443311,10.12322,3,"DB33_3"
"DB34",57.488216,10.124598,3,"DB34_3"
"DB35",57.533121,10.12598,3,"DB35_3"
"DB36",57.578025,10.127367,3,"DB36_3"
"DB40",57.307829,10.202087,3,"DB40_3"
"DB41",57.352734,10.203554,3,"DB41_3"
"DB42",57.397638,10.205025,3,"DB42_3"
"DB43",57.442542,10.206501,3,"DB43_3"
"DB44",57.487446,10.207981,3,"DB44_3"
"DB45",57.532349,10.209466,3,"DB45_3"
"DB46",57.577252,10.210955,3,"DB46_3"
"DB47",57.622154,10.212448,3,"DB47_3"
"DB50",57.307009,10.285059,3,"DB50_3"
"DB51",57.351912,10.286627,3,"DB51_3"
"DB52",57.396815,10.2882,3,"DB52_3"
"DB53",57.441718,10.289778,3,"DB53_3"
"DB54",57.48662,10.29136,3,"DB54_3"
"DB55",57.531521,10.292947,3,"DB55_3"
"DB56",57.576423,10.294539,3,"DB56_3"
"DB57",57.621324,10.296135,3,"DB57_3"
"DB60",57.306134,10.368027,3,"DB60_3"
"DB61",57.351036,10.369696,3,"DB61_3"
"DB62",57.395937,10.37137,3,"DB62_3"
"DB63",57.440838,10.37305,3,"DB63_3"
"DB64",57.485739,10.374734,3,"DB64_3"
"DB65",57.530639,10.376423,3,"DB65_3"
"DB66",57.575539,10.378118,3,"DB66_3"
"DB67",57.620438,10.379817,3,"DB67_3"
"DB68",57.665337,10.381521,3,"DB68_3"
"DB70",57.305205,10.45099,3,"DB70_3"
"DB71",57.350105,10.45276,3,"DB71_3"
"DB72",57.395004,10.454536,3,"DB72_3"
"DB73",57.439904,10.456317,3,"DB73_3"
"DB74",57.484803,10.458103,3,"DB74_3"
"DB75",57.529702,10.459895,3,"DB75_3"
"DB76",57.5746,10.461692,3,"DB76_3"
"DB77",57.619497,10.463494,3,"DB77_3"
"DB78",57.664394,10.465301,3,"DB78_3"
"DB79",57.709292,10.467113,3,"DB79_3"
"DB80",57.30422,10.533947,3,"DB80_3"
"DB81",57.349119,10.535819,3,"DB81_3"
"DB82",57.394017,10.537696,3,"DB82_3"
"DB83",57.438915,10.539579,3,"DB83_3"
"DB84",57.483812,10.541467,3,"DB84_3"
"DB89",57.708291,10.550992,3,"DB89_3"
"DB94",57.482766,10.624826,3,"DB94_3"
"DB99",57.707237,10.634862,3,"DB99_3"
"DC00",56.861448,9.859706,3,"DC00_3"
"DC01",56.906361,9.860738,3,"DC01_3"
"DC02",56.951274,9.861772,3,"DC02_3"
"DC03",56.996186,9.862809,3,"DC03_3"
"DC04",57.041098,9.863849,3,"DC04_3"
"DC05",57.086009,9.864892,3,"DC05_3"
"DC06",57.13092,9.865939,3,"DC06_3"
"DC10",56.860857,9.941698,3,"DC10_3"
"DC11",56.905769,9.942827,3,"DC11_3"
"DC12",56.950681,9.94396,3,"DC12_3"
"DC13",56.995592,9.945096,3,"DC13_3"
"DC14",57.040503,9.946236,3,"DC14_3"
"DC15",57.085414,9.947379,3,"DC15_3"
"DC16",57.130324,9.948525,3,"DC16_3"
"DC17",57.175233,9.949675,3,"DC17_3"
"DC18",57.220143,9.950828,3,"DC18_3"
"DC19",57.265052,9.951984,3,"DC19_3"
"DC20",56.860213,10.023686,3,"DC20_3"
"DC21",56.905124,10.024914,3,"DC21_3"
"DC22",56.950034,10.026146,3,"DC22_3"
"DC23",56.994944,10.027381,3,"DC23_3"
"DC24",57.039854,10.028619,3,"DC24_3"
"DC25",57.084763,10.029862,3,"DC25_3"
"DC26",57.129672,10.031108,3,"DC26_3"
"DC27",57.174581,10.032357,3,"DC27_3"
"DC28",57.219489,10.033611,3,"DC28_3"
"DC29",57.264397,10.034868,3,"DC29_3"
"DC30",56.859514,10.105671,3,"DC30_3"
"DC31",56.904424,10.106997,3,"DC31_3"
"DC32",56.949333,10.108328,3,"DC32_3"
"DC33",56.994242,10.109661,3,"DC33_3"
"DC34",57.039151,10.110999,3,"DC34_3"
"DC35",57.084059,10.112341,3,"DC35_3"
"DC36",57.128967,10.113687,3,"DC36_3"
"DC37",57.173874,10.115036,3,"DC37_3"
"DC38",57.218781,10.11639,3,"DC38_3"
"DC39",57.263688,10.117748,3,"DC39_3"
"DC40",56.858762,10.187652,3,"DC40_3"
"DC41",56.90367,10.189077,3,"DC41_3"
"DC42",56.948578,10.190506,3,"DC42_3"
"DC43",56.993486,10.191938,3,"DC43_3"
"DC44",57.038393,10.193375,3,"DC44_3"
"DC45",57.0833,10.194816,3,"DC45_3"
"DC46",57.128207,10.196262,3,"DC46_3"
"DC47",57.173113,10.197711,3,"DC47_3"
"DC48",57.218019,10.199165,3,"DC48_3"
"DC49",57.262924,10.200624,3,"DC49_3"
"DC50",56.857956,10.269629,3,"DC50_3"
"DC51",56.902863,10.271152,3,"DC51_3"
"DC52",56.94777,10.27268,3,"DC52_3"
"DC53",56.992676,10.274211,3,"DC53_3"
"DC54",57.037582,10.275747,3,"DC54_3"
"DC55",57.082487,10.277288,3,"DC55_3"
"DC56",57.127393,10.278833,3,"DC56_3"
"DC57",57.172297,10.280382,3,"DC57_3"
"DC58",57.217202,10.281936,3,"DC58_3"
"DC59",57.262105,10.283495,3,"DC59_3"
"DC62",56.946907,10.354849,3,"DC62_3"
"DC63",56.991812,10.35648,3,"DC63_3"
"DC64",57.036716,10.358115,3,"DC64_3"
"DC65",57.08162,10.359754,3,"DC65_3"
"DC66",57.126524,10.361399,3,"DC66_3"
"DC67",57.171427,10.363048,3,"DC67_3"
"DC68",57.21633,10.364703,3,"DC68_3"
"DC69",57.261232,10.366362,3,"DC69_3"
"DC76",57.125601,10.443961,3,"DC76_3"
"DC77",57.170502,10.44571,3,"DC77_3"
"DC78",57.215404,10.447464,3,"DC78_3"
"DC79",57.260304,10.449224,3,"DC79_3"
"DC88",57.214423,10.530221,3,"DC88_3"
"DC89",57.259322,10.532081,3,"DC89_3"
"DD00",56.412299,9.849555,3,"DD00_3"
"DD01",56.457216,9.850557,3,"DD01_3"
"DD02",56.502132,9.851561,3,"DD02_3"
"DD03",56.547048,9.852569,3,"DD03_3"
"DD04",56.591963,9.85358,3,"DD04_3"
"DD05",56.636878,9.854593,3,"DD05_3"
"DD06",56.681793,9.85561,3,"DD06_3"
"DD07",56.726707,9.85663,3,"DD07_3"
"DD08",56.771621,9.857652,3,"DD08_3"
"DD09",56.816535,9.858678,3,"DD09_3"
"DD10",56.411718,9.930578,3,"DD10_3"
"DD11",56.456634,9.931676,3,"DD11_3"
"DD12",56.501549,9.932776,3,"DD12_3"
"DD13",56.546464,9.93388,3,"DD13_3"
"DD14",56.591378,9.934987,3,"DD14_3"
"DD15",56.636292,9.936097,3,"DD15_3"
"DD16",56.681206,9.937211,3,"DD16_3"
"DD17",56.726119,9.938328,3,"DD17_3"
"DD18",56.771033,9.939448,3,"DD18_3"
"DD19",56.815945,9.940571,3,"DD19_3"
"DD20",56.411084,10.011599,3,"DD20_3"
"DD21",56.455999,10.012791,3,"DD21_3"
"DD22",56.500913,10.013988,3,"DD22_3"
"DD23",56.545827,10.015188,3,"DD23_3"
"DD24",56.59074,10.016391,3,"DD24_3"
"DD25",56.635653,10.017598,3,"DD25_3"
"DD26",56.680566,10.018809,3,"DD26_3"
"DD27",56.725478,10.020023,3,"DD27_3"
"DD28",56.77039,10.02124,3,"DD28_3"
"DD29",56.815302,10.022462,3,"DD29_3"
"DD30",56.410397,10.092616,3,"DD30_3"
"DD31",56.455311,10.093904,3,"DD31_3"
"DD32",56.500224,10.095196,3,"DD32_3"
"DD33",56.545136,10.096492,3,"DD33_3"
"DD34",56.590049,10.097792,3,"DD34_3"
"DD35",56.63496,10.099096,3,"DD35_3"
"DD36",56.679872,10.100403,3,"DD36_3"
"DD37",56.724783,10.101715,3,"DD37_3"
"DD38",56.769694,10.10303,3,"DD38_3"
"DD39",56.814604,10.104348,3,"DD39_3"
"DD40",56.409658,10.173629,3,"DD40_3"
"DD41",56.45457,10.175013,3,"DD41_3"
"DD42",56.499481,10.176401,3,"DD42_3"
"DD43",56.544393,10.177793,3,"DD43_3"
"DD44",56.589304,10.179189,3,"DD44_3"
"DD45",56.634214,10.18059,3,"DD45_3"
"DD46",56.679125,10.181994,3,"DD46_3"
"DD47",56.724035,10.183402,3,"DD47_3"
"DD48",56.768944,10.184815,3,"DD48_3"
"DD49",56.813853,10.186232,3,"DD49_3"
"DD50",56.408865,10.254639,3,"DD50_3"
"DD51",56.453776,10.256118,3,"DD51_3"
"DD52",56.498686,10.257602,3,"DD52_3"
"DD53",56.543596,10.25909,3,"DD53_3"
"DD54",56.588506,10.260583,3,"DD54_3"
"DD55",56.633415,10.262079,3,"DD55_3"
"DD56",56.678324,10.263581,3,"DD56_3"
"DD57",56.723233,10.265086,3,"DD57_3"
"DD58",56.768141,10.266596,3,"DD58_3"
"DD59",56.813048,10.268111,3,"DD59_3"
"DD60",56.40802,10.335644,3,"DD60_3"
"DD61",56.452929,10.337219,3,"DD61_3"
"DD62",56.497838,10.338799,3,"DD62_3"
"DD63",56.542746,10.340383,3,"DD63_3"
"DD64",56.587655,10.341972,3,"DD64_3"
"DD65",56.632562,10.343565,3,"DD65_3"
"DD66",56.67747,10.345163,3,"DD66_3"
"DD67",56.722377,10.346766,3,"DD67_3"
"DD70",56.407121,10.416645,3,"DD70_3"
"DD71",56.452029,10.418315,3,"DD71_3"
"DD72",56.496936,10.419991,3,"DD72_3"
"DD73",56.541843,10.421671,3,"DD73_3"
"DD80",56.40617,10.497641,3,"DD80_3"
"DD81",56.451076,10.499407,3,"DD81_3"
"DD82",56.495982,10.501178,3,"DD82_3"
"DD90",56.405166,10.578631,3,"DD90_3"
"DD91",56.45007,10.580493,3,"DD91_3"
"DD92",56.494974,10.58236,3,"DD92_3"
"DD93",56.539878,10.584232,3,"DD93_3"
"DE00",55.963118,9.839693,3,"DE00_3"
"DE01",56.008037,9.840667,3,"DE01_3"
"DE02",56.052956,9.841643,3,"DE02_3"
"DE03",56.097875,9.842622,3,"DE03_3"
"DE04",56.142794,9.843605,3,"DE04_3"
"DE05",56.187712,9.844589,3,"DE05_3"
"DE06",56.23263,9.845577,3,"DE06_3"
"DE07",56.277548,9.846567,3,"DE07_3"
"DE08",56.322465,9.84756,3,"DE08_3"
"DE09",56.367382,9.848556,3,"DE09_3"
"DE10",55.962546,9.919775,3,"DE10_3"
"DE11",56.007465,9.920842,3,"DE11_3"
"DE12",56.052383,9.921912,3,"DE12_3"
"DE13",56.097301,9.922984,3,"DE13_3"
"DE14",56.142218,9.92406,3,"DE14_3"
"DE15",56.187136,9.925139,3,"DE15_3"
"DE16",56.232053,9.926221,3,"DE16_3"
"DE17",56.276969,9.927305,3,"DE17_3"
"DE18",56.321886,9.928393,3,"DE18_3"
"DE19",56.366802,9.929484,3,"DE19_3"
"DE20",55.961923,9.999855,3,"DE20_3"
"DE21",56.00684,10.001014,3,"DE21_3"
"DE22",56.051757,10.002177,3,"DE22_3"
"DE23",56.096674,10.003343,3,"DE23_3"
"DE24",56.141591,10.004513,3,"DE24_3"
"DE25",56.186507,10.005685,3,"DE25_3"
"DE26",56.231423,10.006861,3,"DE26_3"
"DE27",56.276339,10.008041,3,"DE27_3"
"DE28",56.321254,10.009223,3,"DE28_3"
"DE29",56.366169,10.010409,3,"DE29_3"
"DE30",55.961247,10.079931,3,"DE30_3"
"DE31",56.006164,10.081183,3,"DE31_3"
"DE32",56.05108,10.082439,3,"DE32_3"
"DE33",56.095995,10.083699,3,"DE33_3"
"DE34",56.140911,10.084962,3,"DE34_3"
"DE35",56.185826,10.086228,3,"DE35_3"
"DE36",56.230741,10.087499,3,"DE36_3"
"DE37",56.275655,10.088772,3,"DE37_3"
"DE38",56.32057,10.09005,3,"DE38_3"
"DE39",56.365484,10.091331,3,"DE39_3"
"DE40",55.96052,10.160003,3,"DE40_3"
"DE41",56.005435,10.161349,3,"DE41_3"
"DE42",56.05035,10.162698,3,"DE42_3"
"DE43",56.095264,10.164051,3,"DE43_3"
"DE44",56.140179,10.165407,3,"DE44_3"
"DE45",56.185092,10.166768,3,"DE45_3"
"DE46",56.230006,10.168133,3,"DE46_3"
"DE47",56.274919,10.169501,3,"DE47_3"
"DE48",56.319832,10.170873,3,"DE48_3"
"DE49",56.364745,10.172249,3,"DE49_3"
"DE50",55.959741,10.240072,3,"DE50_3"
"DE51",56.004654,10.24151,3,"DE51_3"
"DE52",56.049568,10.242953,3,"DE52_3"
"DE53",56.094481,10.244399,3,"DE53_3"
"DE54",56.139394,10.245849,3,"DE54_3"
"DE55",56.184307,10.247304,3,"DE55_3"
"DE56",56.229219,10.248763,3,"DE56_3"
"DE57",56.274131,10.250225,3,"DE57_3"
"DE58",56.319043,10.251692,3,"DE58_3"
"DE59",56.363954,10.253163,3,"DE59_3"
"DE65",56.183468,10.327836,3,"DE65_3"
"DE66",56.228379,10.329388,3,"DE66_3"
"DE67",56.27329,10.330946,3,"DE67_3"
"DE68",56.3182,10.332507,3,"DE68_3"
"DE69",56.36311,10.334073,3,"DE69_3"
"DE70",55.958026,10.400198,3,"DE70_3"
"DE75",56.182577,10.408363,3,"DE75_3"
"DE76",56.227487,10.41001,3,"DE76_3"
"DE77",56.272396,10.411662,3,"DE77_3"
"DE78",56.317305,10.413318,3,"DE78_3"
"DE79",56.362213,10.414979,3,"DE79_3"
"DE80",55.95709,10.480254,3,"DE80_3"
"DE83",56.091818,10.485418,3,"DE83_3"
"DE84",56.136726,10.487149,3,"DE84_3"
"DE85",56.181634,10.488886,3,"DE85_3"
"DE86",56.226542,10.490627,3,"DE86_3"
"DE87",56.271449,10.492373,3,"DE87_3"
"DE88",56.316357,10.494124,3,"DE88_3"
"DE89",56.361263,10.49588,3,"DE89_3"
"DE90",55.956103,10.560305,3,"DE90_3"
"DE91",56.001011,10.562114,3,"DE91_3"
"DE93",56.090825,10.565748,3,"DE93_3"
"DE94",56.135732,10.567573,3,"DE94_3"
"DE95",56.180638,10.569403,3,"DE95_3"
"DE96",56.225544,10.571238,3,"DE96_3"
"DE97",56.27045,10.573079,3,"DE97_3"
"DE98",56.315356,10.574924,3,"DE98_3"
"DE99",56.360261,10.576775,3,"DE99_3"
"DF00",55.513903,9.830106,3,"DF00_3"
"DF01",55.558826,9.831052,3,"DF01_3"
"DF02",55.603749,9.832001,3,"DF02_3"
"DF04",55.693593,9.833908,3,"DF04_3"
"DF05",55.738515,9.834865,3,"DF05_3"
"DF06",55.783436,9.835825,3,"DF06_3"
"DF07",55.828357,9.836788,3,"DF07_3"
"DF08",55.873278,9.837753,3,"DF08_3"
"DF09",55.918198,9.838722,3,"DF09_3"
"DF10",55.513341,9.909274,3,"DF10_3"
"DF14",55.693028,9.913439,3,"DF14_3"
"DF15",55.737948,9.914487,3,"DF15_3"
"DF16",55.782869,9.915539,3,"DF16_3"
"DF17",55.827788,9.916593,3,"DF17_3"
"DF18",55.872708,9.917651,3,"DF18_3"
"DF19",55.917627,9.918712,3,"DF19_3"
"DF20",55.512728,9.98844,3,"DF20_3"
"DF21",55.557649,9.989567,3,"DF21_3"
"DF24",55.69241,9.992967,3,"DF24_3"
"DF25",55.73733,9.994106,3,"DF25_3"
"DF26",55.782249,9.995249,3,"DF26_3"
"DF27",55.827168,9.996396,3,"DF27_3"
"DF28",55.872087,9.997545,3,"DF28_3"
"DF29",55.917005,9.998698,3,"DF29_3"
"DF30",55.512064,10.067602,3,"DF30_3"
"DF31",55.556984,10.068819,3,"DF31_3"
"DF32",55.601904,10.07004,3,"DF32_3"
"DF36",55.781578,10.074957,3,"DF36_3"
"DF37",55.826496,10.076195,3,"DF37_3"
"DF38",55.871414,10.077437,3,"DF38_3"
"DF39",55.916331,10.078682,3,"DF39_3"
"DF40",55.511348,10.146761,3,"DF40_3"
"DF41",55.556267,10.148069,3,"DF41_3"
"DF42",55.601186,10.14938,3,"DF42_3"
"DF43",55.646104,10.150694,3,"DF43_3"
"DF47",55.825772,10.155991,3,"DF47_3"
"DF48",55.870689,10.157325,3,"DF48_3"
"DF49",55.915604,10.158662,3,"DF49_3"
"DF50",55.510582,10.225917,3,"DF50_3"
"DF51",55.555499,10.227314,3,"DF51_3"
"DF52",55.600417,10.228716,3,"DF52_3"
"DF55",55.735166,10.232944,3,"DF55_3"
"DF58",55.869912,10.237209,3,"DF58_3"
"DF59",55.914826,10.238638,3,"DF59_3"
"DF60",55.509764,10.305068,3,"DF60_3"
"DF61",55.55468,10.306556,3,"DF61_3"
"DF62",55.599596,10.308048,3,"DF62_3"
"DF65",55.734341,10.312549,3,"DF65_3"
"DF66",55.779256,10.314058,3,"DF66_3"
"DF69",55.913996,10.318611,3,"DF69_3"
"DF70",55.508895,10.384215,3,"DF70_3"
"DF71",55.55381,10.385793,3,"DF71_3"
"DF72",55.598724,10.387376,3,"DF72_3"
"DF77",55.82329,10.395355,3,"DF77_3"
"DF80",55.507975,10.463358,3,"DF80_3"
"DF81",55.552888,10.465027,3,"DF81_3"
"DF90",55.507004,10.542497,3,"DF90_3"
"DF91",55.551916,10.544255,3,"DF91_3"
"DF96",55.776468,10.553121,3,"DF96_3"
"DF97",55.821377,10.554909,3,"DF97_3"
"DF98",55.866286,10.556703,3,"DF98_3"
"DG00",55.064652,9.820785,3,"DG00_3"
"DG05",55.289282,9.825413,3,"DG05_3"
"DG06",55.334207,9.826346,3,"DG06_3"
"DG07",55.379131,9.827282,3,"DG07_3"
"DG08",55.424056,9.828221,3,"DG08_3"
"DG09",55.468979,9.829162,3,"DG09_3"
"DG14",55.2438,9.903114,3,"DG14_3"
"DG15",55.288725,9.904134,3,"DG15_3"
"DG16",55.333649,9.905156,3,"DG16_3"
"DG17",55.378572,9.906181,3,"DG17_3"
"DG18",55.423496,9.907209,3,"DG18_3"
"DG19",55.468419,9.90824,3,"DG19_3"
