comparison,transition,source_cluster,target_cluster,species,n_sites,mean_probability_from,mean_probability_to,mean_probability_delta,median_probability_delta,q10_probability_delta,q90_probability_delta,mean_probability_gain,mean_probability_loss,prop_sites_increase,thermal_group,migratory_strategy,foraging_guild,species_thermal_index,driver_direction,species_label
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Chroicocephalus_ridibundus,392,0.19245063386335953,0.06811600440157038,-0.12433462946178915,-0.09655326079696697,-0.31047445977988236,0.006817325815239897,0.010199283892453923,-0.13453391335424308,0.11479591836734694,cold,short-distance,Gulls,11.0679667544,Loss,Chroicocephalus ridibundus
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Oenanthe_oenanthe,392,0.14118125668055287,0.030107179979142158,-0.11107407670141071,-0.08830013301487977,-0.22919231222907427,-0.011459599070170651,4.981084632583862e-4,-0.11157218516466909,0.04336734693877551,cold,long-distance,Low flycatching feeders,11.6202368597,Loss,Oenanthe oenanthe
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Saxicola_rubetra,392,0.6187694249445099,0.546619566286113,-0.0721498586583969,-0.08873742723172928,-0.3710282509860835,0.23200934252274513,0.06160085064678455,-0.13375070930518143,0.35714285714285715,cold,long-distance,Low flycatching feeders,11.2990488425,Loss,Saxicola rubetra
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Passer_domesticus,392,0.9519823289313498,0.9048705787410783,-0.04711175019027151,-0.027591764156569942,-0.18235154964729072,0.04564156823470239,0.0160512448735735,-0.06316299506384498,0.25510204081632654,medium,sedentary,Passerine seedeaters,12.2628071769,Loss,Passer domesticus
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Numenius_arquata,392,0.10694414925658607,0.07071709254595024,-0.036227056710635835,-0.02515316144144912,-0.15579059391401237,0.05231558887844197,0.019933500998740222,-0.05616055770937608,0.24744897959183673,very cold,short-distance,Scolopacids,10.0493203009,Loss,Numenius arquata
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Tringa_glareola,392,0.04747139721416752,0.011675341098605461,-0.03579605611556206,-0.012906236664675146,-0.10629797258262093,3.723273280027347e-4,0.003174824438485396,-0.038970880554047474,0.11989795918367346,very cold,long-distance,Scolopacids,7.6706167812,Loss,Tringa glareola
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Linaria_cannabina,392,0.8440595893353606,0.8179175950745338,-0.02614199426082687,-0.0314232866637702,-0.24411297720923467,0.17605541325623117,0.0554012236291112,-0.0815432178899381,0.4260204081632653,very warm,short-distance,Passerine seedeaters,13.1603552715,Loss,Linaria cannabina
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Hippolais_icterina,392,0.7792235130294785,0.7539979306445455,-0.02522558238493291,-0.04045617410339303,-0.2871368993045646,0.2721379626557722,0.07619689426064243,-0.10142247664557537,0.4030612244897959,cold,long-distance,Foliage gleaners,11.3916568563,Loss,Hippolais icterina
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Dendrocopos_major,392,0.4888801622997493,0.8927066753533268,0.40382651305357753,0.39613143407074486,0.08785011234931438,0.7295701322982906,0.4054547541023364,-0.001628241048758885,0.9693877551020408,medium,sedentary,Woodpeckers,12.1154284266,Gain,Dendrocopos major
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Coturnix_coturnix,392,0.019436391985026457,0.4680315733375777,0.4485951813525512,0.44250455746445094,0.20727031702583107,0.6981825421957542,0.4485951813525512,0,1,very warm,short-and long-distance,Gallinaceous birds,13.6002736383,Gain,Coturnix coturnix
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Certhia_familiaris,392,0.0641500279354039,0.5213967677604042,0.45724673982500036,0.45786121049691475,0.14519034118600818,0.773712075974631,0.45733070380360574,-8.396397860537512e-5,0.9948979591836735,cold,sedentary,Tit-like birds,11.119463211,Gain,Certhia familiaris
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Acanthis_flammea,392,0.12939920803377752,0.6106233574529857,0.48122414941920816,0.48330151605442356,0.23908940054049066,0.7167341353478683,0.4814406795552079,-2.1653013599978884e-4,0.9974489795918368,very cold,short-distance,Passerine seedeaters,8.1923087262,Gain,Acanthis flammea
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Buteo_buteo,392,0.37950527306658804,0.8869509935672083,0.5074457205006202,0.5322456931788682,0.1487780450680382,0.8117363764789997,0.5078160128004108,-3.702922997906084e-4,0.9846938775510204,warm,sedentary and short-distance,Diurnal raptors,12.6973693303,Gain,Buteo buteo
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Turdus_viscivorus,392,0.2724327019720868,0.8037104333955906,0.5312777314235038,0.5649968919215532,0.22265378671981967,0.7937633360535935,0.5312950109092832,-1.7279485779458815e-5,0.9974489795918368,medium,short-distance,Thrushes,11.9147042629,Gain,Turdus viscivorus
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Phylloscopus_collybita,392,0.4616489750426213,0.9988428248100867,0.5371938497674653,0.5449816254408941,0.2129569497958719,0.8194558106720996,0.5371938497674653,0,1,medium,short-distance,Foliage gleaners,11.9465889491,Gain,Phylloscopus collybita
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Acrocephalus_palustris,392,0.19316307958242554,0.7466665518434343,0.5535034722610088,0.5803574030662155,0.27980708591583503,0.7980332523144961,0.5537344618065648,-2.3098954555603898e-4,0.9948979591836735,medium,long-distance,Marsh warblers,12.248077272,Gain,Acrocephalus palustris
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Pyrrhula_pyrrhula,392,0.18042815276017035,0.7479939958717017,0.5675658431115314,0.5938014006726924,0.2877036181050117,0.8233601974872161,0.5681797395889476,-6.138964774162394e-4,0.9948979591836735,very cold,short-distance,Passerine seedeaters,10.756294956,Gain,Pyrrhula pyrrhula
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Corvus_corax,392,0.033963185924465816,0.640683729739732,0.6067205438152662,0.6292943173136358,0.3478982439297732,0.8359947535140829,0.6067205438152662,0,1,cold,sedentary,Omnivorous corvids,11.7378412998,Gain,Corvus corax
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Sitta_europaea,392,0.12222249574642552,0.7495857231669248,0.6273632274204993,0.6648405438506335,0.3387780121719173,0.8683381766638036,0.6274470363392849,-8.380891878558087e-5,0.9948979591836735,warm,sedentary,Tit-like birds,12.7946675987,Gain,Sitta europaea
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Phoenicurus_phoenicurus,392,0.2519528849071714,0.9336210701140862,0.6816681852069149,0.7245088643975568,0.4151185185333421,0.8804717390457693,0.6816681852069149,0,1,cold,long-distance,Low flycatching feeders,11.3098485667,Gain,Phoenicurus phoenicurus
