comparison,transition,source_cluster,target_cluster,species,n_sites,mean_probability_from,mean_probability_to,mean_probability_delta,median_probability_delta,q10_probability_delta,q90_probability_delta,mean_probability_gain,mean_probability_loss,prop_sites_increase,thermal_group,migratory_strategy,foraging_guild,species_thermal_index,driver_direction,species_label
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Acrocephalus_palustris,245,0.4307249984299745,0.8527647388139531,0.42203974038397857,0.4473012121949316,0.08358951877931398,0.7367275436865868,0.4247098245393257,-0.0026700841553471775,0.963265306122449,medium,long-distance,Marsh warblers,12.248077272,Gain,Acrocephalus palustris
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Dendrocopos_major,245,0.4098633383904319,0.8576148488495668,0.44775151045913497,0.4611955790251657,0.10905165863876073,0.7690797310846604,0.4523066093565206,-0.004555098897385664,0.9469387755102041,medium,sedentary,Woodpeckers,12.1154284266,Gain,Dendrocopos major
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Anser_anser,245,0.1546402802725277,0.604587556146042,0.44994727587351424,0.44315226824930537,0.153307090036239,0.7689327770151422,0.4506049922806777,-6.57716407163408e-4,0.9959183673469387,cold,sedentary and short-distance,Grazing waterfowl,11.1956416463,Gain,Anser anser
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Corvus_corax,245,0.022029093023838937,0.4955911064444778,0.47356201342063886,0.4692658172145411,0.2520595942678776,0.708182244765185,0.47356201342063886,0,1,cold,sedentary,Omnivorous corvids,11.7378412998,Gain,Corvus corax
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Pyrrhula_pyrrhula,245,0.15726542553927939,0.6545216026218734,0.49725617708259406,0.5271484965354233,0.19591958813915666,0.7588719813056848,0.4990376986623681,-0.0017815215797740286,0.9755102040816327,very cold,short-distance,Passerine seedeaters,10.756294956,Gain,Pyrrhula pyrrhula
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Buteo_buteo,245,0.26791020023611845,0.7755409672149718,0.5076307669788533,0.5300405101109973,0.2248669990875998,0.7549209659249987,0.5090172897285371,-0.0013865227496837878,0.9836734693877551,warm,sedentary and short-distance,Diurnal raptors,12.6973693303,Gain,Buteo buteo
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Sitta_europaea,245,0.16920204124676785,0.7007374972883372,0.5315354560415694,0.5477363836851292,0.22720701496939222,0.8221682400464749,0.5325008590344225,-9.654029928530375e-4,0.9918367346938776,warm,sedentary,Tit-like birds,12.7946675987,Gain,Sitta europaea
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Phoenicurus_phoenicurus,245,0.4001006651391833,0.9390779479644837,0.5389772828253004,0.5652550442589795,0.18761312474303513,0.8351101735787761,0.5394254205973557,-4.481377720552233e-4,0.9877551020408163,cold,long-distance,Low flycatching feeders,11.3098485667,Gain,Phoenicurus phoenicurus
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Phylloscopus_collybita,245,0.398522567336656,0.9979755985089588,0.5994530311723028,0.625555877701629,0.26305410641090515,0.8835519766288688,0.5994530311723028,0,1,medium,short-distance,Foliage gleaners,11.9465889491,Gain,Phylloscopus collybita
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Athene_noctua,392,0.22263092012736885,0.018102959114564093,-0.20452796101280477,-0.18451252958891534,-0.3788512174872073,-0.06511394639565118,0,-0.20452796101280477,0,very warm,sedentary,Owls,14.2083192272,Loss,Athene noctua
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Perdix_perdix,392,0.6288219365897384,0.4768118106893754,-0.15201012590036297,-0.15798014385792558,-0.443462807293728,0.17731699557243857,0.04033803782276677,-0.1923481637231297,0.2755102040816326,warm,sedentary,Gallinaceous birds,12.8463889005,Loss,Perdix perdix
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Acrocephalus_schoenobaenus,392,0.3606540955138686,0.21836538585339194,-0.14228870966047674,-0.11670554193568845,-0.4936994738059105,0.15566344418032504,0.04263207486781603,-0.18492078452829278,0.3010204081632653,cold,long-distance,Marsh warblers,11.3913898283,Loss,Acrocephalus schoenobaenus
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Riparia_riparia,392,0.39903118533938625,0.2647993605870143,-0.13423182475237194,-0.1442979544730159,-0.30876133702657144,0.053015394098304726,0.01306276852947674,-0.14729459328184868,0.17091836734693877,medium,long-distance,Aerial insectivores,11.9550761988,Loss,Riparia riparia
