site,survey_from,survey_to,bioregion_1,bioregion_3,atlas.x,atlas.y,variable,from,to,delta_raw,variable_label,national_mean_delta,national_median_delta,national_sd_delta,delta_relative_to_national
BF06,BF06_1,BF06_3,Cluster 3,Cluster 2,1,3,perc_pasture,0.212327216338231,0.248285733170736,0.03595851683250498,Pasture,-0.0030859163253946125,0,0.06411020342686834,0.5608860198599043
BF06,BF06_1,BF06_3,Cluster 3,Cluster 2,1,3,perc_forest,0.400067428412355,0.415939621745308,0.015872193332953033,Forest,0.027693910910736398,0,0.07188363908141222,0.2208039762007164
BF06,BF06_1,BF06_3,Cluster 3,Cluster 2,1,3,perc_grass_shrub,0.00534684374011029,0.0116376977775841,0.00629085403747381,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,0.06904592256283065
BF07,BF07_1,BF07_3,Cluster 1,Cluster 1,1,3,tmean_breeding,8.5645138424372,9.65480986006531,1.0902960176281091,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-0.6118169049281391
BF07,BF07_1,BF07_3,Cluster 1,Cluster 1,1,3,prec_breeding,127.197785657856,195.426547072054,68.228761414198,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-0.680448936139992
BF07,BF07_1,BF07_3,Cluster 1,Cluster 1,1,3,hh,0.674818222613309,0.583743342308805,-0.09107488030450406,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,-0.8976479437428655
BF07,BF07_1,BF07_3,Cluster 1,Cluster 1,1,3,perc_urban,0,0.00464732694002011,0.00464732694002011,Urban,0.018701331002944264,0,0.04401874318659405,0.10557609335460212
BF07,BF07_1,BF07_3,Cluster 1,Cluster 1,1,3,perc_cropland,0.340125593027514,0.13812177732963,-0.202003815697884,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,-1.5660653909802569
BF07,BF07_1,BF07_3,Cluster 1,Cluster 1,1,3,perc_pasture,0.381217281355399,0.597119279601338,0.21590199824593903,Pasture,-0.0030859163253946125,0,0.06411020342686834,3.367669835773058
BF07,BF07_1,BF07_3,Cluster 1,Cluster 1,1,3,perc_forest,0.00250857746022598,0.180704068310126,0.17819549084990002,Forest,0.027693910910736398,0,0.07188363908141222,2.4789436529233546
BF07,BF07_1,BF07_3,Cluster 1,Cluster 1,1,3,perc_grass_shrub,0.196741000337975,0,-0.196741000337975,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,-2.1593513048229287
BF08,BF08_1,BF08_3,Cluster 1,Cluster 1,1,3,tmean_breeding,8.56907568826816,9.64388893350204,1.07481324523388,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-0.7906373702965876
BF08,BF08_1,BF08_3,Cluster 1,Cluster 1,1,3,prec_breeding,128.376275882486,196.46303881022,68.08676292773401,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-0.6938440251661485
BF08,BF08_1,BF08_3,Cluster 1,Cluster 1,1,3,hh,0.589816169464146,0.522588443142166,-0.06722772632197993,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,-0.7061515241924522
BF08,BF08_1,BF08_3,Cluster 1,Cluster 1,1,3,perc_urban,0,0,0,Urban,0.018701331002944264,0,0.04401874318659405,0
BF08,BF08_1,BF08_3,Cluster 1,Cluster 1,1,3,perc_cropland,0,0,0,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,0.22425084488307526
BF08,BF08_1,BF08_3,Cluster 1,Cluster 1,1,3,perc_pasture,0.283045977058352,0.416996651963653,0.133950674905301,Pasture,-0.0030859163253946125,0,0.06411020342686834,2.0893815296983256
BF08,BF08_1,BF08_3,Cluster 1,Cluster 1,1,3,perc_forest,0,0,0,Forest,0.027693910910736398,0,0.07188363908141222,0
BF08,BF08_1,BF08_3,Cluster 1,Cluster 1,1,3,perc_grass_shrub,0.158305343069901,0.0243546681646002,-0.1339506749053008,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,-1.4701895595823233
BF11,BF11_1,BF11_3,Cluster 3,Cluster 2,1,3,tmean_breeding,8.51877972975744,9.67028497680524,1.1515052470477993,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,0.09512773075951732
BF11,BF11_1,BF11_3,Cluster 3,Cluster 2,1,3,prec_breeding,130.317818697537,206.126720322059,75.80890162452198,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,0.034605537160941904
BF11,BF11_1,BF11_3,Cluster 3,Cluster 2,1,3,hh,0.778249032089905,0.768082685828728,-0.010166346261177073,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,-0.24793961411476545
BF11,BF11_1,BF11_3,Cluster 3,Cluster 2,1,3,perc_urban,0.048928771950364,0.048928771950364,0,Urban,0.018701331002944264,0,0.04401874318659405,0
BF11,BF11_1,BF11_3,Cluster 3,Cluster 2,1,3,perc_cropland,0.195168946638597,0.0784507509038538,-0.1167181957347432,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,-0.8101973417645889
BF11,BF11_1,BF11_3,Cluster 3,Cluster 2,1,3,perc_pasture,0.274416254833516,0.192166957382132,-0.08224929745138401,Pasture,-0.0030859163253946125,0,0.06411020342686834,-1.2829361483029338
BF11,BF11_1,BF11_3,Cluster 3,Cluster 2,1,3,perc_forest,0,0.316610679620683,0.316610679620683,Forest,0.027693910910736398,0,0.07188363908141222,4.4044887496875855
BF11,BF11_1,BF11_3,Cluster 3,Cluster 2,1,3,perc_grass_shrub,0.12786200523143,0.010218818796874,-0.11764318643455599,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,-1.2912050243446487
BF12,BF12_1,BF12_3,Cluster 1,Cluster 2,1,3,tmean_breeding,8.55600229066015,9.68264936132615,1.1266470706660012,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-0.19197528642757128
BF12,BF12_1,BF12_3,Cluster 1,Cluster 2,1,3,prec_breeding,127.073956158977,199.587221820231,72.51326566125401,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-0.2762804322960102
BF12,BF12_1,BF12_3,Cluster 1,Cluster 2,1,3,hh,0.601367607467029,0.637786084839578,0.036418477372548996,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,0.12614389026414088
BF12,BF12_1,BF12_3,Cluster 1,Cluster 2,1,3,perc_urban,0.0208823465077823,0.0208823465077823,0,Urban,0.018701331002944264,0,0.04401874318659405,0
BF12,BF12_1,BF12_3,Cluster 1,Cluster 2,1,3,perc_cropland,0.563317016148416,0.465359147436648,-0.09795786871176798,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,-0.6439286109324418
BF12,BF12_1,BF12_3,Cluster 1,Cluster 2,1,3,perc_pasture,0.269140137817549,0.295057784585925,0.025917646768376046,Pasture,-0.0030859163253946125,0,0.06411020342686834,0.40426711167654883
BF12,BF12_1,BF12_3,Cluster 1,Cluster 2,1,3,perc_forest,0,0,0,Forest,0.027693910910736398,0,0.07188363908141222,0
BF12,BF12_1,BF12_3,Cluster 1,Cluster 2,1,3,perc_grass_shrub,0.0745942250121026,0.146634446955495,0.0720402219433924,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,0.7906849461269689
AF96,AF96_1,AF96_3,Cluster 1,Cluster 3,1,3,tmean_breeding,8.51061165729971,9.6182340518584,1.107622394558689,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-0.4117034687175619
AF96,AF96_1,AF96_3,Cluster 1,Cluster 3,1,3,prec_breeding,130.26159364061,199.018140055844,68.756546415234,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-0.6306615950802683
AF96,AF96_1,AF96_3,Cluster 1,Cluster 3,1,3,hh,0.610155502954433,0.62632989075619006,0.016174387801757062,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,-0.03641935198713379
AF96,AF96_1,AF96_3,Cluster 1,Cluster 3,1,3,perc_urban,0,0,0,Urban,0.018701331002944264,0,0.04401874318659405,0
AF96,AF96_1,AF96_3,Cluster 1,Cluster 3,1,3,perc_cropland,0,0,0,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,0.22425084488307526
AF96,AF96_1,AF96_3,Cluster 1,Cluster 3,1,3,perc_pasture,0.252884950173074,0.0914840822159712,-0.1614008679571028,Pasture,-0.0030859163253946125,0,0.06411020342686834,-2.517553514569887
AF96,AF96_1,AF96_3,Cluster 1,Cluster 3,1,3,perc_forest,0.0413778219260443,0.202778689883147,0.1614008679571027,Forest,0.027693910910736398,0,0.07188363908141222,2.24530741653615
AF96,AF96_1,AF96_3,Cluster 1,Cluster 3,1,3,perc_grass_shrub,0,0,0,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,0
BF14,BF14_1,BF14_3,Cluster 3,Cluster 2,1,3,tmean_breeding,8.50492941390424,9.61965035904895,1.114720945144711,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-0.3297177566685303
BF14,BF14_1,BF14_3,Cluster 3,Cluster 2,1,3,prec_breeding,131.267694975159,205.891160997199,74.62346602203999,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-0.0772197070753655
BF14,BF14_1,BF14_3,Cluster 3,Cluster 2,1,3,hh,0.475234326585934,0.71332441037172,0.238090083785786,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,1.7455987980244736
BF14,BF14_1,BF14_3,Cluster 3,Cluster 2,1,3,perc_urban,0.108874230710541,0.14141958249158,0.032545351781038984,Urban,0.018701331002944264,0,0.04401874318659405,0.7393521355909748
BF14,BF14_1,BF14_3,Cluster 3,Cluster 2,1,3,perc_cropland,0.701884367257448,0.44983018569654,-0.252054181560908,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,-2.009650985172626
BF14,BF14_1,BF14_3,Cluster 3,Cluster 2,1,3,perc_pasture,0.0414680474188116,0.0751060298825901,0.033637982463778505,Pasture,-0.0030859163253946125,0,0.06411020342686834,0.5246899973129856
BF14,BF14_1,BF14_3,Cluster 3,Cluster 2,1,3,perc_forest,0.12177333830933,0.146128005971195,0.02435466766186499,Forest,0.027693910910736398,0,0.07188363908141222,0.3388068268814545
BF14,BF14_1,BF14_3,Cluster 3,Cluster 2,1,3,perc_grass_shrub,0.0260000163038702,0.187516195958095,0.1615161796542248,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,1.7727376230029526
BF15,BF15_1,BF15_3,Cluster 3,Cluster 2,1,3,tmean_breeding,8.50275917818625,9.61706773969057,1.1143085615043198,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-0.3344806397367201
BF15,BF15_1,BF15_3,Cluster 3,Cluster 2,1,3,prec_breeding,130.53292706987,204.489711262316,73.95678419244601,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-0.1401095496498281
BF15,BF15_1,BF15_3,Cluster 3,Cluster 2,1,3,hh,0.328400036612025,0.327772717582438,-6.273190295870146e-4,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,-0.1713397161905923
BF15,BF15_1,BF15_3,Cluster 3,Cluster 2,1,3,perc_urban,0.094371179390928,0.094371179390928,0,Urban,0.018701331002944264,0,0.04401874318659405,0
BF15,BF15_1,BF15_3,Cluster 3,Cluster 2,1,3,perc_cropland,0.808210149959256,0.810508292014604,0.0022981420553479515,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,0.24461878209156465
BF15,BF15_1,BF15_3,Cluster 3,Cluster 2,1,3,perc_pasture,0,0.0361303687645062,0.0361303687645062,Pasture,-0.0030859163253946125,0,0.06411020342686834,0.5635665905462421
BF15,BF15_1,BF15_3,Cluster 3,Cluster 2,1,3,perc_forest,0,0,0,Forest,0.027693910910736398,0,0.07188363908141222,0
BF15,BF15_1,BF15_3,Cluster 3,Cluster 2,1,3,perc_grass_shrub,0.0974186706498164,0.058990159829962,-0.03842851081985439,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,-0.42177611600380616
BF16,BF16_1,BF16_3,Cluster 3,Cluster 2,1,3,tmean_breeding,8.53633097991496,9.63914315541079,1.1028121754958313,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-0.4672597728110714
BF16,BF16_1,BF16_3,Cluster 3,Cluster 2,1,3,prec_breeding,129.455735549191,203.145737889995,73.690002340804,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-0.1652757802364746
BF16,BF16_1,BF16_3,Cluster 3,Cluster 2,1,3,hh,0.261273570596329,0.388139039627563,0.12686546903123402,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,0.852447543707947
BF16,BF16_1,BF16_3,Cluster 3,Cluster 2,1,3,perc_urban,0.0989488926770843,0.0989488926770843,0,Urban,0.018701331002944264,0,0.04401874318659405,0
BF16,BF16_1,BF16_3,Cluster 3,Cluster 2,1,3,perc_cropland,0.851364133035043,0.763673703908661,-0.08769042912638203,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,-0.5529305091047302
BF16,BF16_1,BF16_3,Cluster 3,Cluster 2,1,3,perc_pasture,0,0,0,Pasture,-0.0030859163253946125,0,0.06411020342686834,0
BF16,BF16_1,BF16_3,Cluster 3,Cluster 2,1,3,perc_forest,0,0,0,Forest,0.027693910910736398,0,0.07188363908141222,0
BF16,BF16_1,BF16_3,Cluster 3,Cluster 2,1,3,perc_grass_shrub,0.0496869742878727,0.137377403414255,0.08769042912638231,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,0.9624554222518454
BF17,BF17_1,BF17_3,Cluster 3,Cluster 3,1,3,tmean_breeding,8.56208266064455,9.65154491376076,1.08946225311621,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-0.6214465858553796
BF17,BF17_1,BF17_3,Cluster 3,Cluster 3,1,3,prec_breeding,130.892416893474,204.229628754632,73.33721186115798,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-0.19855542990117195
BF17,BF17_1,BF17_3,Cluster 3,Cluster 3,1,3,hh,0.152471751233143,0.516152460682926,0.363680709449783,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,2.754111392918452
BF17,BF17_1,BF17_3,Cluster 3,Cluster 3,1,3,perc_urban,0,0,0,Urban,0.018701331002944264,0,0.04401874318659405,0
BF17,BF17_1,BF17_3,Cluster 3,Cluster 3,1,3,perc_cropland,0.918880192170674,0.651283255414416,-0.26759693675625795,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,-2.1474030710931284
BF17,BF17_1,BF17_3,Cluster 3,Cluster 3,1,3,perc_pasture,0.0167465191164184,0.0544261871284358,0.0376796680120174,Pasture,-0.0030859163253946125,0,0.06411020342686834,0.5877327788391636
BF17,BF17_1,BF17_3,Cluster 3,Cluster 3,1,3,perc_forest,0.0526198911722302,0.0526198911722302,0,Forest,0.027693910910736398,0,0.07188363908141222,0
BF17,BF17_1,BF17_3,Cluster 3,Cluster 3,1,3,perc_grass_shrub,0,0.22991726874424,0.22991726874424,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,2.5234808881286828
BF18,BF18_1,BF18_3,Cluster 1,Cluster 2,1,3,tmean_breeding,8.5837138723764,9.66334635808833,1.0796324857119295,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-0.734976872094827
BF18,BF18_1,BF18_3,Cluster 1,Cluster 2,1,3,prec_breeding,130.424297521468,202.611918832589,72.187621311121,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-0.30699931648638956
BF18,BF18_1,BF18_3,Cluster 1,Cluster 2,1,3,hh,0.597482979851496,0.597482979851496,0,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,-0.16630224512927455
BF18,BF18_1,BF18_3,Cluster 1,Cluster 2,1,3,perc_urban,0.0243546676635252,0.0243546676635252,0,Urban,0.018701331002944264,0,0.04401874318659405,0
BF18,BF18_1,BF18_3,Cluster 1,Cluster 2,1,3,perc_cropland,0.232123339269465,0.232123339269465,0,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,0.22425084488307526
BF18,BF18_1,BF18_3,Cluster 1,Cluster 2,1,3,perc_pasture,0.0350799274506823,0.0350799274506823,0,Pasture,-0.0030859163253946125,0,0.06411020342686834,0
BF18,BF18_1,BF18_3,Cluster 1,Cluster 2,1,3,perc_forest,0,0,0,Forest,0.027693910910736398,0,0.07188363908141222,0
BF18,BF18_1,BF18_3,Cluster 1,Cluster 2,1,3,perc_grass_shrub,0.0487093353270505,0.0487093353270505,0,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,0
BF21,BF21_1,BF21_3,Cluster 3,Cluster 2,1,3,tmean_breeding,8.51343853138773,9.66298573600519,1.1495472046174608,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,0.07251304330633199
BF21,BF21_1,BF21_3,Cluster 3,Cluster 2,1,3,prec_breeding,130.396723283847,208.205871680824,77.80914839697701,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,0.22329405250023707
BF21,BF21_1,BF21_3,Cluster 3,Cluster 2,1,3,hh,0.558121553051144,0.582547302963386,0.024425749912242,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,0.02984039128159148
BF21,BF21_1,BF21_3,Cluster 3,Cluster 2,1,3,perc_urban,0.0944806845248403,0.0944806845248403,0,Urban,0.018701331002944264,0,0.04401874318659405,0
BF21,BF21_1,BF21_3,Cluster 3,Cluster 2,1,3,perc_cropland,0.637617973297497,0.604041325685991,-0.03357664761150603,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,-0.07333173867883862
BF21,BF21_1,BF21_3,Cluster 3,Cluster 2,1,3,perc_pasture,0.0669753355444156,0.0529983417827018,-0.01397699376171381,Pasture,-0.0030859163253946125,0,0.06411020342686834,-0.21801512106661178
BF21,BF21_1,BF21_3,Cluster 3,Cluster 2,1,3,perc_forest,0.0730640024120897,0.194837339765573,0.1217733373534833,Forest,0.027693910910736398,0,0.07188363908141222,1.6940341211102043
BF21,BF21_1,BF21_3,Cluster 3,Cluster 2,1,3,perc_grass_shrub,0.127862004221157,0.0536423082408943,-0.0742196959802627,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,-0.8146059900235584
AD92,AD92_1,AD92_3,Cluster 3,Cluster 1,1,3,tmean_breeding,8.35523413943628,9.4164774135172,1.061243274080919,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-0.9473656677114229
AD92,AD92_1,AD92_3,Cluster 3,Cluster 1,1,3,prec_breeding,141.833916765378,205.748814248969,63.914897483591005,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-1.0873870158064955
AD92,AD92_1,AD92_3,Cluster 3,Cluster 1,1,3,hh,0.35911557826827,0.35911557826827,0,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,-0.16630224512927455
AD92,AD92_1,AD92_3,Cluster 3,Cluster 1,1,3,perc_urban,0,0,0,Urban,0.018701331002944264,0,0.04401874318659405,0
AD92,AD92_1,AD92_3,Cluster 3,Cluster 1,1,3,perc_cropland,0.765409515401888,0.765409515401888,0,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,0.22425084488307526
AD92,AD92_1,AD92_3,Cluster 3,Cluster 1,1,3,perc_pasture,0,0,0,Pasture,-0.0030859163253946125,0,0.06411020342686834,0
AD92,AD92_1,AD92_3,Cluster 3,Cluster 1,1,3,perc_forest,0,0,0,Forest,0.027693910910736398,0,0.07188363908141222,0
AD92,AD92_1,AD92_3,Cluster 3,Cluster 1,1,3,perc_grass_shrub,0,0,0,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,0
AF97,AF97_1,AF97_3,Cluster 1,Cluster 1,1,3,tmean_breeding,8.54161102422078,9.63417025185354,1.0925592276327603,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-0.5856776414969275
AF97,AF97_1,AF97_3,Cluster 1,Cluster 1,1,3,prec_breeding,128.323703426271,194.862985441888,66.53928201561698,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-0.8398219514121598
AF97,AF97_1,AF97_3,Cluster 1,Cluster 1,1,3,hh,0.474917151687391,0.511141682435051,0.036224530747659967,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,0.1245864681802581
AF97,AF97_1,AF97_3,Cluster 1,Cluster 1,1,3,perc_urban,0,0.049285398300197,0.049285398300197,Urban,0.018701331002944264,0,0.04401874318659405,1.1196457402538225
AF97,AF97_1,AF97_3,Cluster 1,Cluster 1,1,3,perc_cropland,0,0,0,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,0.22425084488307526
AF97,AF97_1,AF97_3,Cluster 1,Cluster 1,1,3,perc_pasture,0.255842963185316,0.14973892529484,-0.10610403789047601,Pasture,-0.0030859163253946125,0,0.06411020342686834,-1.6550257559471138
AF97,AF97_1,AF97_3,Cluster 1,Cluster 1,1,3,perc_forest,0.00268418551038751,0.0687771966760554,0.06609301116566789,Forest,0.027693910910736398,0,0.07188363908141222,0.9194444244929486
AF97,AF97_1,AF97_3,Cluster 1,Cluster 1,1,3,perc_grass_shrub,0.0110155018608449,0.00174113028545517,-0.009274371575389729,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,-0.10179182950339481
BF24,BF24_1,BF24_3,Cluster 3,Cluster 2,1,3,tmean_breeding,8.46993652633645,9.58247566575447,1.1125391394180202,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-0.3549168299001331
BF24,BF24_1,BF24_3,Cluster 3,Cluster 2,1,3,prec_breeding,134.837430614554,213.284843583163,78.447412968609,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,0.28350322072556394
BF24,BF24_1,BF24_3,Cluster 3,Cluster 2,1,3,hh,0.11413723332396,0.484050738656176,0.369913505332216,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,2.804161730000569
BF24,BF24_1,BF24_3,Cluster 3,Cluster 2,1,3,perc_urban,0.0354247720371119,0.0354247720371119,0,Urban,0.018701331002944264,0,0.04401874318659405,0
BF24,BF24_1,BF24_3,Cluster 3,Cluster 2,1,3,perc_cropland,0.940220560493447,0.6956587889928,-0.24456177150064706,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,-1.943247371308755
BF24,BF24_1,BF24_3,Cluster 3,Cluster 2,1,3,perc_pasture,0,0.091330003010404,0.091330003010404,Pasture,-0.0030859163253946125,0,0.06411020342686834,1.4245782750414415
BF24,BF24_1,BF24_3,Cluster 3,Cluster 2,1,3,perc_forest,0,0.112060963524363,0.112060963524363,Forest,0.027693910910736398,0,0.07188363908141222,1.5589216817118525
BF24,BF24_1,BF24_3,Cluster 3,Cluster 2,1,3,perc_grass_shrub,0.0243546674694411,0.0655254724353221,0.041170804965881,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,0.45187445052613934
BF27,BF27_1,BF27_3,Cluster 3,Cluster 2,1,3,tmean_breeding,8.5187655210731,9.61242363168859,1.0936581106154897,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-0.5729859373658
BF27,BF27_1,BF27_3,Cluster 3,Cluster 2,1,3,prec_breeding,134.624102604134,212.341300092139,77.71719748800498,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,0.2146200824996581
BF27,BF27_1,BF27_3,Cluster 3,Cluster 2,1,3,hh,0.187337629717381,0.21140527381336,0.024067644095979,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,0.026964744917887157
BF27,BF27_1,BF27_3,Cluster 3,Cluster 2,1,3,perc_urban,0.00993181435965641,0.00993181435965641,0,Urban,0.018701331002944264,0,0.04401874318659405,0
BF27,BF27_1,BF27_3,Cluster 3,Cluster 2,1,3,perc_cropland,0.896560071579681,0.882930663811647,-0.013629407768034008,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,0.10345634440291078
BF27,BF27_1,BF27_3,Cluster 3,Cluster 2,1,3,perc_pasture,0,0,0,Pasture,-0.0030859163253946125,0,0.06411020342686834,0
BF27,BF27_1,BF27_3,Cluster 3,Cluster 2,1,3,perc_forest,0.093508114060663,0.093508114060663,0,Forest,0.027693910910736398,0,0.07188363908141222,0
BF27,BF27_1,BF27_3,Cluster 3,Cluster 2,1,3,perc_grass_shrub,0,0.0136294077680335,0.0136294077680335,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,0.14959098203886778
BF28,BF28_1,BF28_3,Cluster 3,Cluster 2,1,3,tmean_breeding,8.54531145881255,9.6361597083447,1.090848249532149,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-0.6054388245974794
BF28,BF28_1,BF28_3,Cluster 3,Cluster 2,1,3,prec_breeding,134.491269075364,211.616652403848,77.12538332848402,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,0.15879270327098133
BF28,BF28_1,BF28_3,Cluster 3,Cluster 2,1,3,hh,0.536860725835367,0.64536043213311,0.10849970629774297,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,0.7049675631470259
BF28,BF28_1,BF28_3,Cluster 3,Cluster 2,1,3,perc_urban,0.0173901462014008,0.0173901462014008,0,Urban,0.018701331002944264,0,0.04401874318659405,0
BF28,BF28_1,BF28_3,Cluster 3,Cluster 2,1,3,perc_cropland,0.624511427803327,0.485841754827715,-0.138669672975612,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,-1.0047485484818368
BF28,BF28_1,BF28_3,Cluster 3,Cluster 2,1,3,perc_pasture,0.243629083760977,0.297202978618836,0.05357389485785899,Pasture,-0.0030859163253946125,0,0.06411020342686834,0.8356531721034343
BF28,BF28_1,BF28_3,Cluster 3,Cluster 2,1,3,perc_forest,0.02435466747109,0.02435466747109,0,Forest,0.027693910910736398,0,0.07188363908141222,0
BF28,BF28_1,BF28_3,Cluster 3,Cluster 2,1,3,perc_grass_shrub,0.0853868941798779,0.17048267229763,0.08509577811775211,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,0.9339775603348025
BF29,BF29_1,BF29_3,Cluster 1,Cluster 1,1,3,tmean_breeding,8.58230827785117,9.66678019920392,1.0844719213527494,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-0.6790831270098296
BF29,BF29_1,BF29_3,Cluster 1,Cluster 1,1,3,prec_breeding,133.267918569713,208.511085805278,75.24316723556498,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-0.01876166902515339
BF29,BF29_1,BF29_3,Cluster 1,Cluster 1,1,3,hh,0.660104481079519,0.641331790713651,-0.01877269036586804,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,-0.3170499189618298
BF29,BF29_1,BF29_3,Cluster 1,Cluster 1,1,3,perc_urban,0,0,0,Urban,0.018701331002944264,0,0.04401874318659405,0
BF29,BF29_1,BF29_3,Cluster 1,Cluster 1,1,3,perc_cropland,0.50178269206882,0.415026132930708,-0.08675655913811198,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,-0.544653820882732
BF29,BF29_1,BF29_3,Cluster 1,Cluster 1,1,3,perc_pasture,0.129231669178737,0.386470900603441,0.25723923142470406,Pasture,-0.0030859163253946125,0,0.06411020342686834,4.012453832222533
BF29,BF29_1,BF29_3,Cluster 1,Cluster 1,1,3,perc_forest,0,0,0,Forest,0.027693910910736398,0,0.07188363908141222,0
BF29,BF29_1,BF29_3,Cluster 1,Cluster 1,1,3,perc_grass_shrub,0.170482672286593,0,-0.170482672286593,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,-1.8711502951563341
BF31,BF31_1,BF31_3,Cluster 3,Cluster 2,1,3,tmean_breeding,8.5066947997859,9.65274553833834,1.1460507385524412,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,0.03213011491523531
